I
1050 Generated by WorldEditor 2.2.0r2

1    213 1 0 EGPD Aberdeen Dyce
111  57.20049438 -002.20204796 20
111  57.20049279 -002.20208522 20
111  57.20048036 -002.20211352 20
111  57.20047781 -002.20215084 20
111  57.20046677 -002.20217879 20
111  57.20046463 -002.20221368 20
111  57.20045300 -002.20224178 20
111  57.20044875 -002.20228288 20
111  57.20044007 -002.20230328 20
111  57.20043596 -002.20234355 20
111  57.20042597 -002.20237223 20
111  57.20042186 -002.20241782 20
111  57.20040906 -002.20244836 20
111  57.20040603 -002.20249985 20
115  57.20039033 -002.20252973
120 Linear Feature 190
111  57.20039033 -002.20252973 20
115  57.20052303 -002.20190780
120 Linear Feature 189
111  57.20057183 -002.20194265 20
111  57.20055787 -002.20197448 20
111  57.20055452 -002.20201555 20
111  57.20054329 -002.20204174 20
111  57.20054025 -002.20207740 20
111  57.20052844 -002.20211277 20
111  57.20052594 -002.20214883 20
111  57.20051338 -002.20217858 20
111  57.20051244 -002.20221013 20
111  57.20049966 -002.20223953 20
111  57.20049706 -002.20227880 20
111  57.20048632 -002.20230531 20
111  57.20048382 -002.20234284 20
111  57.20047195 -002.20237025 20
111  57.20047054 -002.20240917 20
111  57.20045779 -002.20243731 20
111  57.20045623 -002.20247529 20
111  57.20044395 -002.20250249 20
111  57.20044247 -002.20253801 20
115  57.20043266 -002.20256050
120 Linear Feature 188
111  57.20043859 -002.20256481 20
115  57.20057183 -002.20194265
120 Linear Feature 187
111  57.20088763 -002.20217521 20
111  57.20088645 -002.20222055 20
111  57.20087489 -002.20224754 20
111  57.20087137 -002.20228819 20
111  57.20086091 -002.20231450 20
111  57.20085810 -002.20235322 20
111  57.20084618 -002.20238292 20
111  57.20084352 -002.20242186 20
111  57.20083163 -002.20245183 20
111  57.20082809 -002.20249102 20
111  57.20081683 -002.20251802 20
111  57.20081488 -002.20255321 20
111  57.20080333 -002.20258174 20
111  57.20079955 -002.20261892 20
111  57.20078903 -002.20264743 20
111  57.20078614 -002.20268346 20
111  57.20077503 -002.20271152 20
111  57.20077126 -002.20275116 20
115  57.20075266 -002.20279851
120 Linear Feature 186
111  57.20075266 -002.20279851 20
111  57.20081015 -002.20253300 20
115  57.20088763 -002.20217521
120 Linear Feature 185
111  57.20086110 -002.20256927 20
115  57.20081015 -002.20253300
120 Linear Feature 184
111  57.20093736 -002.20221175 20
111  57.20092192 -002.20225181 20
111  57.20091797 -002.20229400 20
111  57.20090769 -002.20231996 20
111  57.20090395 -002.20236008 20
111  57.20089292 -002.20239066 20
111  57.20088970 -002.20242796 20
111  57.20087904 -002.20245580 20
111  57.20087565 -002.20249178 20
111  57.20086472 -002.20252108 20
111  57.20086252 -002.20255341 20
111  57.20085094 -002.20258334 20
111  57.20084749 -002.20261864 20
111  57.20083669 -002.20264691 20
111  57.20083308 -002.20268463 20
111  57.20082243 -002.20271235 20
111  57.20081932 -002.20274922 20
111  57.20080721 -002.20277850 20
115  57.20080813 -002.20281758
120 Linear Feature 183
111  57.20080398 -002.20283706 20
111  57.20080813 -002.20281758 20
111  57.20086110 -002.20256927 20
115  57.20093736 -002.20221175
120 Linear Feature 182
111  57.20080014 -002.20285523 20
111  57.20078770 -002.20291496 20
111  57.20076198 -002.20289563 20
115  57.20078003 -002.20281761
120 Linear Feature 181
111  57.20111237 -002.20307855 20
111  57.20111338 -002.20304649 20
111  57.20112544 -002.20301383 20
111  57.20112911 -002.20297385 20
111  57.20113881 -002.20294866 20
111  57.20114125 -002.20291295 20
111  57.20115273 -002.20288410 20
111  57.20115549 -002.20284933 20
111  57.20116747 -002.20281768 20
111  57.20117061 -002.20277938 20
111  57.20118165 -002.20275062 20
111  57.20118446 -002.20271375 20
111  57.20119643 -002.20268207 20
111  57.20119760 -002.20264726 20
111  57.20120900 -002.20262196 20
111  57.20121263 -002.20257986 20
111  57.20122460 -002.20255122 20
111  57.20122579 -002.20251766 20
111  57.20123810 -002.20248870 20
115  57.20124090 -002.20243831
120 Linear Feature 180
111  57.20114803 -002.20310545 20
111  57.20115911 -002.20307584 20
111  57.20116192 -002.20303897 20
111  57.20117387 -002.20300847 20
111  57.20117685 -002.20297038 20
111  57.20118643 -002.20294544 20
115  57.20119270 -002.20290825
120 Linear Feature 179
111  57.20119270 -002.20290825 20
111  57.20119168 -002.20294180 20
115  57.20115542 -002.20311102
120 Linear Feature 178
111  57.20128531 -002.20247098 20
111  57.20119270 -002.20290825 20
115  57.20114773 -002.20287356
120 Linear Feature 177
111  57.20107675 -002.20320516 20
111  57.20110504 -002.20307302 20
111  57.20114773 -002.20287356 20
115  57.20124090 -002.20243831
120 Linear Feature 176
111  57.20052594 -002.20263232 20
111  57.20054717 -002.20264899 20
111  57.20055655 -002.20271971 20
111  57.20053668 -002.20281273 20
111  57.20059180 -002.20285139 20
111  57.20061163 -002.20275668 20
111  57.20064449 -002.20271685 20
111  57.20075266 -002.20279851 20
111  57.20080398 -002.20283706 20
111  57.20080014 -002.20285523 20
115  57.20082131 -002.20287009
120 Linear Feature 175
111  57.20083738 -002.20288044 20
111  57.20090832 -002.20293517 20
111  57.20091199 -002.20300280 20
111  57.20089680 -002.20307620 20
111  57.20095150 -002.20311789 20
111  57.20096731 -002.20304346 20
111  57.20100413 -002.20299894 20
111  57.20110504 -002.20307302 20
111  57.20111237 -002.20307855 20
111  57.20114803 -002.20310545 20
111  57.20115542 -002.20311102 20
111  57.20113783 -002.20319515 20
115  57.20116863 -002.20321948
120 Linear Feature 174
111  57.20118392 -002.20322935 20
111  57.20122653 -002.20325961 20
111  57.20122201 -002.20328564 20
111  57.20124707 -002.20334816 20
111  57.20123329 -002.20341111 20
111  57.20124918 -002.20347016 20
111  57.20130164 -002.20349914 20
111  57.20130661 -002.20347537 20
111  57.20137627 -002.20343978 20
111  57.20142475 -002.20347368 20
115  57.20144808 -002.20346685
120 Linear Feature 173
111  57.20153827 -002.20365445 20
111  57.20157582 -002.20367941 20
111  57.20159592 -002.20358413 20
111  57.20163359 -002.20356196 20
111  57.20167125 -002.20358829 20
111  57.20172044 -002.20362268 20
111  57.20172426 -002.20360433 20
115  57.20173750 -002.20361324
120 Linear Feature 172
111  57.20146283 -002.20348747 20
111  57.20149151 -002.20346676 20
111  57.20153567 -002.20349567 20
111  57.20153942 -002.20355633 20
115  57.20152327 -002.20362570
120 Linear Feature 171
111  57.20182999 -002.20368124 20
115  57.20179178 -002.20386043
120 Linear Feature 170
111  57.20175178 -002.20362569 20
111  57.20182999 -002.20368124 20
111  57.20183577 -002.20368505 20
111  57.20183812 -002.20373873 20
111  57.20181457 -002.20384707 20
111  57.20186855 -002.20388620 20
111  57.20189380 -002.20377010 20
111  57.20192965 -002.20374442 20
115  57.20202756 -002.20381724
120 Linear Feature 168
111  57.19894020 -002.20121892 20
111  57.19896272 -002.20121105 20
111  57.19898325 -002.20138862 20
115  57.19896227 -002.20139791
120 Linear Feature 167
111  57.19934060 -002.20175379 20
111  57.19931768 -002.20188983 20
111  57.19926411 -002.20187690 20
111  57.19921426 -002.20184115 20
111  57.19898599 -002.20160232 20
111  57.19898141 -002.20156494 20
111  57.19896227 -002.20139791 20
111  57.19894020 -002.20121892 20
115  57.19892996 -002.20113532
120 Linear Feature 166
111  57.19973375 -002.20204206 20
111  57.19969907 -002.20219417 20
111  57.19964688 -002.20220368 20
111  57.19961770 -002.20219544 20
111  57.19941958 -002.20205600 20
111  57.19940550 -002.20197297 20
111  57.19933752 -002.20190451 20
111  57.19936383 -002.20176902 20
111  57.19945151 -002.20183310 20
111  57.19945758 -002.20190240 20
111  57.19943417 -002.20201353 20
111  57.19948859 -002.20204998 20
111  57.19951280 -002.20194202 20
111  57.19954181 -002.20190103 20
111  57.19965537 -002.20198447 20
111  57.19969720 -002.20201520 20
113  57.19970389 -002.20202012 20
120 Linear Feature 165
111  57.20012478 -002.20233273 20
111  57.20009179 -002.20248241 20
111  57.20002504 -002.20248394 20
111  57.19980172 -002.20232649 20
111  57.19979224 -002.20225271 20
111  57.19971763 -002.20219150 20
111  57.19975360 -002.20203869 20
111  57.19981737 -002.20209907 20
111  57.19982492 -002.20219006 20
111  57.19980623 -002.20227553 20
111  57.19985168 -002.20231047 20
111  57.19987035 -002.20222449 20
111  57.19990848 -002.20216608 20
111  57.20002088 -002.20225268 20
111  57.20002981 -002.20225956 20
111  57.20006490 -002.20228660 20
113  57.20007137 -002.20229159 20
120 Linear Feature 164
111  57.20050817 -002.20261539 20
111  57.20047741 -002.20276021 20
111  57.20045924 -002.20271383 20
111  57.20042008 -002.20268527 20
111  57.20036858 -002.20271722 20
111  57.20018435 -002.20258796 20
111  57.20017611 -002.20254841 20
111  57.20011183 -002.20250049 20
111  57.20014150 -002.20234152 20
111  57.20018695 -002.20237655 20
111  57.20019122 -002.20244757 20
111  57.20017307 -002.20252596 20
111  57.20022783 -002.20256911 20
111  57.20024613 -002.20248396 20
111  57.20028386 -002.20245233 20
111  57.20039033 -002.20252973 20
111  57.20043266 -002.20256050 20
113  57.20043859 -002.20256481 20
120 Linear Feature 163
111  57.20201148 -002.20389018 20
111  57.20202756 -002.20381724 20
115  57.20215893 -002.20322109
120 Linear Feature 169
111  57.19934060 -002.20175379 20
111  57.19928851 -002.20171626 20
111  57.19917271 -002.20163050 20
111  57.19909958 -002.20149993 20
111  57.19904327 -002.20161212 20
111  57.19899932 -002.20153416 20
115  57.19898141 -002.20156494
120 Linear Feature 162
111  57.19916126 -002.20209467 20
111  57.19912853 -002.20207129
112  57.19912853 -002.20207129  57.19909610 -002.20204369 20
112  57.19906369 -002.20195568  57.19904663 -002.20190188
111  57.19906369 -002.20195568 20
111  57.19896916 -002.20163825
112  57.19896916 -002.20163825  57.19896038 -002.20160646 20
112  57.19894813 -002.20153518  57.19894168 -002.20149330
111  57.19894813 -002.20153518 20
111  57.19889628 -002.20108912
112  57.19889628 -002.20108912  57.19889450 -002.20106759 20
112  57.19889391 -002.20103456  57.19889412 -002.20101921
111  57.19889391 -002.20103456
112  57.19889391 -002.20103456  57.19889447 -002.20099306 20
112  57.19891735 -002.20093174  57.19893244 -002.20089478
111  57.19891735 -002.20093174 20
111  57.19910665 -002.20056168
112  57.19910665 -002.20056168  57.19912172 -002.20054812 20
112  57.19915401 -002.20054074  57.19917032 -002.20054118
111  57.19915401 -002.20054074
112  57.19915401 -002.20054074  57.19917427 -002.20054129 20
112  57.19921511 -002.20058558  57.19923521 -002.20061655
111  57.19921511 -002.20058558 20
111  57.19933487 -002.20079164 20
111  57.19937806 -002.20086728 20
111  57.19944417 -002.20098359 20
111  57.19950220 -002.20108615 20
111  57.19955757 -002.20118504 20
111  57.19963107 -002.20124147 20
111  57.19979053 -002.20136008 20
111  57.19981599 -002.20137894 20
111  57.19983921 -002.20139639 20
111  57.19999823 -002.20151806 20
111  57.20015764 -002.20163925 20
111  57.20018177 -002.20165760 20
111  57.20020587 -002.20167501 20
111  57.20036378 -002.20179178 20
111  57.20052303 -002.20190780 20
111  57.20054835 -002.20192646 20
111  57.20057183 -002.20194265 20
111  57.20073094 -002.20206096 20
111  57.20088763 -002.20217521 20
111  57.20091408 -002.20219475 20
111  57.20093736 -002.20221175 20
111  57.20108913 -002.20232630 20
111  57.20124090 -002.20243831 20
111  57.20126689 -002.20245743 20
111  57.20128531 -002.20247098 20
111  57.20144202 -002.20258957 20
111  57.20149991 -002.20263219 20
111  57.20159730 -002.20270286 20
111  57.20164326 -002.20273468 20
111  57.20173499 -002.20280086 20
111  57.20182726 -002.20286950 20
111  57.20185190 -002.20288690 20
111  57.20187603 -002.20290393
112  57.20187603 -002.20290393  57.20187839 -002.20290483 20
112  57.20201775 -002.20306127  57.20208958 -002.20314219
111  57.20201775 -002.20306127
112  57.20201775 -002.20306127  57.20207158 -002.20312191 20
112  57.20215893 -002.20322109  57.20219080 -002.20325729
111  57.20215893 -002.20322109
112  57.20215893 -002.20322109  57.20217569 -002.20324013 20
111  57.20218592 -002.20325177 20
111  57.20207627 -002.20375139 20
112  57.20205545 -002.20380865  57.20204533 -002.20382478
111  57.20205545 -002.20380865 20
111  57.20201148 -002.20389018 20
111  57.20196657 -002.20397505
112  57.20196657 -002.20397505  57.20194795 -002.20400893 20
112  57.20190583 -002.20402540  57.20188749 -002.20402270
111  57.20190583 -002.20402540 20
111  57.20189450 -002.20399185 20
111  57.20180953 -002.20393435 20
111  57.20179178 -002.20386043 20
111  57.20171226 -002.20380505 20
111  57.20175178 -002.20362569 20
111  57.20176294 -002.20357501 20
115  57.20177198 -002.20357409
120 Linear Feature 161
111  57.20086121 -002.20278821 20
111  57.20084988 -002.20279974 20
111  57.20082131 -002.20287009 20
111  57.20078203 -002.20296682 20
111  57.20072007 -002.20292049 20
111  57.20067016 -002.20295154 20
111  57.20056190 -002.20287164 20
111  57.20055578 -002.20283912 20
111  57.20049120 -002.20279354 20
115  57.20052594 -002.20263232
120 Linear Feature 160
111  57.20119997 -002.20313748 20
111  57.20118492 -002.20314825 20
111  57.20116863 -002.20321948 20
111  57.20115882 -002.20326234 20
111  57.20107675 -002.20320516 20
111  57.20095150 -002.20311789 20
111  57.20089094 -002.20312082 20
111  57.20080291 -002.20305125 20
111  57.20079085 -002.20301627 20
111  57.20079856 -002.20297888 20
111  57.20083738 -002.20288044 20
111  57.20085915 -002.20282522 20
115  57.20087042 -002.20281384
120 Linear Feature 159
111  57.20146938 -002.20335839 20
111  57.20145064 -002.20336498 20
111  57.20144808 -002.20346685 20
111  57.20144531 -002.20357644 20
111  57.20142585 -002.20366541 20
111  57.20124880 -002.20354208 20
111  57.20119889 -002.20329222 20
111  57.20117436 -002.20327371 20
111  57.20118392 -002.20322935 20
111  57.20119655 -002.20317077 20
115  57.20120782 -002.20316277
120 Linear Feature 158
111  57.20176882 -002.20354390 20
111  57.20175225 -002.20354653 20
111  57.20173750 -002.20361324 20
111  57.20169733 -002.20379493 20
111  57.20156462 -002.20369991 20
111  57.20153516 -002.20372149 20
111  57.20152850 -002.20369672 20
111  57.20153827 -002.20365445 20
111  57.20154204 -002.20363814 20
111  57.20152327 -002.20362570 20
111  57.20146038 -002.20358403 20
111  57.20146283 -002.20348747 20
111  57.20146526 -002.20339133 20
115  57.20147302 -002.20338734
120 Linear Feature 156
111  57.20181352 -002.20404648 20
115  57.20182931 -002.20397604
120 Linear Feature 155
111  57.20150456 -002.20387005 20
112  57.20156564 -002.20388819  57.20157951 -002.20389894
111  57.20156564 -002.20388819 20
111  57.20181352 -002.20404648 20
111  57.20182509 -002.20405387 20
112  57.20188240 -002.20401507  57.20187157 -002.20397400
111  57.20188240 -002.20401507 20
111  57.20182931 -002.20397604 20
111  57.20179498 -002.20394890 20
111  57.20178015 -002.20388382 20
111  57.20156372 -002.20373135 20
113  57.20153084 -002.20375725 20
120 Linear Feature 224
111  57.20224839 -002.20393292 20
111  57.20221527 -002.20399620 20
111  57.20217605 -002.20407116 20
115  57.20213689 -002.20400121
120 Linear Feature 223
111  57.20247867 -002.20436499 20
111  57.20246821 -002.20433432 20
111  57.20245061 -002.20431124 20
111  57.20244041 -002.20428381 20
111  57.20242444 -002.20426345 20
111  57.20241436 -002.20423710 20
111  57.20239662 -002.20421399 20
111  57.20238727 -002.20418683 20
111  57.20236927 -002.20416646 20
111  57.20235782 -002.20413604 20
111  57.20234238 -002.20411723 20
111  57.20233312 -002.20409099 20
111  57.20231493 -002.20406833 20
111  57.20230435 -002.20404025 20
111  57.20228893 -002.20402361 20
111  57.20227730 -002.20399494 20
111  57.20225735 -002.20396856 20
115  57.20224839 -002.20393292
120 Linear Feature 222
111  57.20242687 -002.20358191 20
111  57.20239090 -002.20352187 20
115  57.20237114 -002.20355789
120 Linear Feature 221
111  57.20237792 -002.20356984 20
111  57.20238520 -002.20355525 20
115  57.20241507 -002.20360705
120 Linear Feature 220
111  57.20226015 -002.20391083 20
111  57.20235900 -002.20371605 20
111  57.20232350 -002.20365368 20
113  57.20222432 -002.20384518 20
120 Linear Feature 219
111  57.20225143 -002.20317338 20
111  57.20223592 -002.20323773 22
111  57.20245172 -002.20338787 20
111  57.20240859 -002.20347367 20
111  57.20241080 -002.20348091 20
111  57.20248469 -002.20347085 20
111  57.20263981 -002.20358477
112  57.20263981 -002.20358477  57.20273809 -002.20366368 20
112  57.20270478 -002.20392053  57.20267872 -002.20398274
111  57.20270478 -002.20392053 20
111  57.20269646 -002.20393833 20
111  57.20261253 -002.20410433 20
111  57.20254647 -002.20423444 20
111  57.20248414 -002.20435486 20
111  57.20224839 -002.20393292 20
115  57.20220641 -002.20385660
120 Linear Feature 154
111  57.20110190 -002.20375642 22
111  57.20111948 -002.20367144 22
111  57.20118357 -002.20365368 22
115  57.20131949 -002.20374625
120 Linear Feature 153
111  57.20122867 -002.20352926 20
115  57.20119566 -002.20336884
120 Linear Feature 152
111  57.20107237 -002.20373562 20
111  57.20114349 -002.20341627 20
111  57.20112331 -002.20334459 20
111  57.20109871 -002.20332706 20
111  57.20111374 -002.20326180 20
111  57.20118407 -002.20331481 20
111  57.20119566 -002.20336884 20
111  57.20115142 -002.20340266 20
111  57.20118501 -002.20356128 20
111  57.20122867 -002.20352926 20
111  57.20123716 -002.20357132 20
111  57.20140357 -002.20368544 20
111  57.20146108 -002.20376203 20
111  57.20150313 -002.20379504 20
111  57.20148253 -002.20387744 20
111  57.20141874 -002.20383492
112  57.20141874 -002.20383492  57.20138940 -002.20380266 20
112  57.20127115 -002.20360815  57.20120175 -002.20355001
111  57.20127115 -002.20360815 20
115  57.20125281 -002.20359586
120 Linear Feature 151
111  57.20224816 -002.20332410 20
111  57.20222612 -002.20335674
112  57.20222612 -002.20335674  57.20222047 -002.20336537 20
111  57.20220988 -002.20340496 20
111  57.20211495 -002.20383592
112  57.20211495 -002.20383592  57.20211056 -002.20386145 20
111  57.20209026 -002.20390014 20
111  57.20197799 -002.20410231 20
112  57.20182037 -002.20414965  57.20176598 -002.20411987
111  57.20182037 -002.20414965 20
111  57.20156658 -002.20399056 20
112  57.20148500 -002.20396470  57.20147140 -002.20395938 20
111  57.20139147 -002.20389320 20
111  57.20133749 -002.20383539 20
111  57.20120400 -002.20373803 20
111  57.20115497 -002.20374103 20
115  57.20113292 -002.20377828
120 Linear Feature 27
111  57.20172561 -002.20494686 20
111  57.20169726 -002.20490014 20
115  57.20170150 -002.20489195
120 Linear Feature 25
111  57.20171338 -002.20497201 20
111  57.20168526 -002.20492502 20
115  57.20167263 -002.20490350
120 Linear Feature 24
111  57.20181009 -002.20565981 20
111  57.20179868 -002.20564559 20
111  57.20178937 -002.20562252 20
111  57.20177477 -002.20560279 20
111  57.20176177 -002.20557178 20
111  57.20174589 -002.20555141 20
111  57.20173349 -002.20552336 20
111  57.20172067 -002.20550533 20
111  57.20170565 -002.20547230 20
111  57.20169182 -002.20545514 20
111  57.20167928 -002.20542689 20
111  57.20166200 -002.20540434 20
111  57.20165193 -002.20537814 20
111  57.20163495 -002.20535672 20
111  57.20162170 -002.20532742 20
111  57.20160877 -002.20531223 20
111  57.20159790 -002.20528695 20
111  57.20159236 -002.20527995 20
111  57.20162127 -002.20522379 20
111  57.20163099 -002.20523570 20
111  57.20163793 -002.20525726 20
111  57.20165301 -002.20527439 20
111  57.20166215 -002.20529629 20
111  57.20167932 -002.20531822 20
111  57.20168843 -002.20534056 20
111  57.20170427 -002.20536367 20
111  57.20171324 -002.20538635 20
111  57.20172724 -002.20540369 20
111  57.20173626 -002.20542669 20
111  57.20175240 -002.20544792 20
111  57.20176186 -002.20547196 20
111  57.20177585 -002.20549086 20
111  57.20178863 -002.20551935 20
111  57.20180792 -002.20554714 20
111  57.20181886 -002.20557294 20
111  57.20183174 -002.20558961 20
115  57.20183796 -002.20560463
120 Linear Feature 23
111  57.20150501 -002.20528439 20
115  57.20148972 -002.20526010
120 Linear Feature 22
111  57.20150215 -002.20523587 20
115  57.20154408 -002.20530884
120 Linear Feature 21
111  57.20145019 -002.20538857 20
111  57.20148508 -002.20532359 20
111  57.20151388 -002.20537106 20
111  57.20153339 -002.20533093 20
111  57.20150501 -002.20528439 20
115  57.20148508 -002.20532359
120 Linear Feature 20
111  57.20162550 -002.20589990 20
111  57.20161454 -002.20587187 20
111  57.20159939 -002.20585209 20
111  57.20158825 -002.20582496 20
111  57.20156993 -002.20580152 20
111  57.20156030 -002.20577450 20
111  57.20154388 -002.20575535 20
111  57.20153318 -002.20572851 20
111  57.20151644 -002.20571112 20
111  57.20150712 -002.20568343 20
111  57.20148896 -002.20566245 20
111  57.20147649 -002.20563264 20
111  57.20146096 -002.20561326 20
111  57.20144894 -002.20558546 20
111  57.20143331 -002.20556435 20
111  57.20142511 -002.20553592 20
111  57.20137430 -002.20563259 20
111  57.20139183 -002.20565310 20
111  57.20140354 -002.20568067 20
111  57.20142112 -002.20570332 20
111  57.20143370 -002.20573296 20
111  57.20144624 -002.20574682 20
111  57.20145743 -002.20577325 20
111  57.20147406 -002.20579325 20
111  57.20148636 -002.20582455 20
111  57.20150025 -002.20583854 20
111  57.20151067 -002.20586641 20
111  57.20152716 -002.20588378 20
111  57.20153570 -002.20591024 20
111  57.20155224 -002.20593099 20
111  57.20156621 -002.20596363 20
115  57.20158062 -002.20598158
120 Linear Feature 18
111  57.20119534 -002.20596193 20
111  57.20120232 -002.20599190 20
111  57.20121478 -002.20600348 20
111  57.20122307 -002.20602680 20
111  57.20123637 -002.20604365 20
111  57.20124180 -002.20606189 20
111  57.20125836 -002.20608225 20
111  57.20126805 -002.20610792 20
111  57.20128275 -002.20612471 20
111  57.20129685 -002.20615754 20
111  57.20131436 -002.20618055 20
111  57.20132357 -002.20620383 20
111  57.20133919 -002.20622443 20
111  57.20135095 -002.20625167 20
111  57.20136881 -002.20627724 20
111  57.20137899 -002.20630328 20
111  57.20139372 -002.20632177 20
111  57.20140553 -002.20635124 20
111  57.20141995 -002.20636797 20
115  57.20143162 -002.20639558
120 Linear Feature 17
111  57.20118620 -002.20608792 20
111  57.20124562 -002.20605423 20
111  57.20129312 -002.20596147 20
111  57.20124477 -002.20587654 20
111  57.20133212 -002.20571361 20
111  57.20129490 -002.20565171 20
115  57.20116428 -002.20590492
120 Linear Feature 16
111  57.20140144 -002.20645471 20
111  57.20138615 -002.20643339 20
111  57.20137746 -002.20641172 20
111  57.20136186 -002.20639196 20
111  57.20135093 -002.20636513 20
111  57.20133514 -002.20634354 20
111  57.20132162 -002.20631233 20
111  57.20130827 -002.20629550 20
111  57.20129542 -002.20626507 20
111  57.20128075 -002.20624880 20
111  57.20126936 -002.20621980 20
111  57.20125263 -002.20619824 20
111  57.20124172 -002.20617187 20
111  57.20122575 -002.20615221 20
111  57.20121359 -002.20612199 20
111  57.20120172 -002.20611012 20
111  57.20119275 -002.20608235 20
111  57.20117673 -002.20606605 20
111  57.20117019 -002.20603981 20
115  57.20115402 -002.20603149
120 Linear Feature 15
111  57.20111680 -002.20612243 20
115  57.20108037 -002.20605816
120 Linear Feature 14
111  57.20112872 -002.20609966 20
115  57.20109231 -002.20603488
120 Linear Feature 13
111  57.20142190 -002.20657046 20
115  57.20110422 -002.20601167
120 Linear Feature 12
111  57.20181718 -002.20482051 20
111  57.20203767 -002.20521289 20
111  57.20193927 -002.20540746 20
111  57.20184048 -002.20560016 20
111  57.20162434 -002.20521749 20
111  57.20166555 -002.20513523 20
111  57.20166694 -002.20505936 20
111  57.20163138 -002.20500342 20
111  57.20151925 -002.20522171 20
111  57.20155784 -002.20529015 20
111  57.20158530 -002.20529343 20
111  57.20158999 -002.20528573 20
111  57.20180611 -002.20566750 20
111  57.20173540 -002.20580914 20
111  57.20168580 -002.20590679 20
111  57.20163740 -002.20590799 20
111  57.20142511 -002.20553592 20
111  57.20147494 -002.20543594 20
111  57.20145019 -002.20538857 20
111  57.20144249 -002.20540271 20
111  57.20143336 -002.20538693 20
111  57.20130480 -002.20562648 20
111  57.20134342 -002.20569294 20
111  57.20137430 -002.20563259 20
111  57.20159204 -002.20601142 20
111  57.20159258 -002.20608358 20
111  57.20152315 -002.20621964 20
111  57.20147437 -002.20631355 20
111  57.20143520 -002.20638894 20
111  57.20124562 -002.20605423 20
111  57.20119534 -002.20596193 20
111  57.20116428 -002.20590492 20
111  57.20112455 -002.20597998 20
111  57.20115402 -002.20603149 20
111  57.20118620 -002.20608792 20
115  57.20144071 -002.20653420
120 Linear Feature 32
111  57.20163138 -002.20500342 20
111  57.20166077 -002.20494534 20
111  57.20166833 -002.20495805 20
115  57.20168526 -002.20492502
120 Linear Feature 31
111  57.20227300 -002.20475714 20
111  57.20226868 -002.20473661 20
111  57.20225123 -002.20471235 20
111  57.20224252 -002.20468999 20
111  57.20222778 -002.20467073 20
111  57.20221955 -002.20464802 20
111  57.20220405 -002.20462665 20
111  57.20219313 -002.20459967 20
111  57.20218000 -002.20458303 20
111  57.20217125 -002.20456033 20
111  57.20215639 -002.20454316 20
111  57.20214544 -002.20451642 20
111  57.20213290 -002.20450111 20
111  57.20212437 -002.20447823 20
111  57.20211145 -002.20446248 20
111  57.20210210 -002.20443794 20
111  57.20208611 -002.20441922 20
111  57.20207815 -002.20439696 20
111  57.20206494 -002.20438256 20
111  57.20205602 -002.20436023 20
111  57.20204332 -002.20434855 20
111  57.20207672 -002.20428452 20
111  57.20208055 -002.20430160 20
111  57.20209130 -002.20431286 20
111  57.20209767 -002.20433343 20
111  57.20211421 -002.20435501 20
111  57.20212796 -002.20438690 20
111  57.20214538 -002.20441049 20
111  57.20216037 -002.20444441 20
111  57.20217625 -002.20446420 20
111  57.20218211 -002.20448021 20
111  57.20219792 -002.20450084 20
111  57.20220913 -002.20452686 20
111  57.20222846 -002.20455667 20
111  57.20223840 -002.20458209 20
111  57.20225274 -002.20459920 20
111  57.20226365 -002.20462893 20
111  57.20228135 -002.20465135 20
111  57.20229198 -002.20467892 20
115  57.20230674 -002.20469298
120 Linear Feature 30
111  57.20195754 -002.20446968 20
111  57.20187468 -002.20450440 20
111  57.20190959 -002.20443977 20
111  57.20192279 -002.20446456 20
111  57.20196774 -002.20446335 20
115  57.20197940 -002.20443844
120 Linear Feature 29
111  57.20187132 -002.20454062 20
115  57.20194880 -002.20450760
120 Linear Feature 28
111  57.20203767 -002.20521289 20
111  57.20203269 -002.20518983 20
111  57.20201876 -002.20517410 20
111  57.20201074 -002.20515073 20
111  57.20199432 -002.20513195 20
111  57.20198531 -002.20510612 20
111  57.20197023 -002.20508754 20
111  57.20196085 -002.20506269 20
111  57.20194513 -002.20504408 20
111  57.20193562 -002.20501747 20
111  57.20191921 -002.20499747 20
111  57.20190959 -002.20497231 20
111  57.20189496 -002.20495500 20
111  57.20188570 -002.20493048 20
111  57.20187313 -002.20491496 20
111  57.20186128 -002.20488701 20
111  57.20184695 -002.20486958 20
111  57.20183788 -002.20484564 20
111  57.20181718 -002.20482051 20
111  57.20185413 -002.20474878 20
111  57.20185398 -002.20475954 20
111  57.20186300 -002.20477012 20
111  57.20186989 -002.20478939 20
111  57.20188449 -002.20480622 20
111  57.20189437 -002.20483094 20
111  57.20190904 -002.20484857 20
111  57.20191932 -002.20487365 20
111  57.20193375 -002.20488957 20
111  57.20194304 -002.20491489 20
111  57.20195800 -002.20493260 20
111  57.20196663 -002.20495412 20
111  57.20198098 -002.20497264 20
111  57.20199200 -002.20499925 20
111  57.20200606 -002.20501746 20
111  57.20201677 -002.20504528 20
111  57.20203112 -002.20506321 20
111  57.20204028 -002.20508617 20
111  57.20205450 -002.20510472 20
111  57.20206450 -002.20512757 20
115  57.20207598 -002.20513745
120 Linear Feature 11
111  57.20180394 -002.20465957 20
111  57.20173236 -002.20480232 20
111  57.20174306 -002.20482260 20
111  57.20171608 -002.20487701 20
111  57.20175480 -002.20494482 20
115  57.20181718 -002.20482051
120 Linear Feature 10
