A
1050 Generated by WorldEditor 1.6.1r1

1    200 1 0 KASH Boire Field Nashua
120 Linear Feature 20
111  42.77905093 -071.51296042 1
115  42.77948201 -071.51258266
120 Linear Feature 19
111  42.77962222 -071.51287061 1
115  42.77912836 -071.51330540
120 Linear Feature 18
111  42.77924345 -071.51353348 1
115  42.77972266 -071.51310297
120 Linear Feature 17
111  42.77984717 -071.51335244 1
115  42.77941923 -071.51373448
120 Linear Feature 16
111  42.77996436 -071.51360761 1
115  42.77959083 -071.51394118
120 Linear Feature 15
111  42.78142628 -071.51643975 1
112  42.78116342 -071.51633785  42.78105356 -071.51613257
111  42.78116342 -071.51633785 1
111  42.78031118 -071.51453825
112  42.78031118 -071.51453825  42.78029340 -071.51449833 1
111  42.78028703 -071.51442761 1
111  42.78023836 -071.51410032 1
112  42.78018186 -071.51392925  42.78013268 -071.51382804
111  42.78018186 -071.51392925 1
115  42.77894346 -071.51132227
120 Linear Feature 14
112  42.78036142 -071.51419369  42.78027353 -071.51429291 1
115  42.78028703 -071.51442761
120 Linear Feature 13
112  42.78044427 -071.51412130  42.78056229 -071.51394339 51
115  42.78049904 -071.51380613
120 Linear Feature 12
112  42.78089485 -071.51661396  42.78102041 -071.51679453 1
115  42.78115184 -071.51668144
120 Linear Feature 11
111  42.78108254 -071.51702834 1
112  42.78105130 -071.51694414  42.78102863 -071.51689662
111  42.78105130 -071.51694414 1
111  42.78089485 -071.51661396 1
111  42.78003935 -071.51480841
112  42.78003935 -071.51480841  42.77992740 -071.51456179 1
111  42.78011364 -071.51440356 1
111  42.78036142 -071.51419369 51
111  42.78044427 -071.51412130 51
116  42.78066610 -071.51415946  42.78073620 -071.51427493
120 Linear Feature 10
111  42.78292658 -071.52079560 3
111  42.78285486 -071.52086316
112  42.78285486 -071.52086316  42.78276069 -071.52096723 3
111  42.78281214 -071.52110076 3
111  42.78433445 -071.52433093
112  42.78433445 -071.52433093  42.78441552 -071.52446993 3
115  42.78451249 -071.52438732
120 Linear Feature 9
111  42.78288610 -071.52067522 3
111  42.78280488 -071.52074508
112  42.78280488 -071.52074508  42.78267772 -071.52084012 3
111  42.78260870 -071.52067578 3
111  42.78128755 -071.51788947 3
112  42.78121566 -071.51763166  42.78120432 -071.51748197
111  42.78121566 -071.51763166 3
111  42.78113108 -071.51701153
112  42.78113108 -071.51701153  42.78110376 -071.51680364 3
111  42.78117468 -071.51674068 3
115  42.78145239 -071.51649727
120 Linear Feature 8
111  42.78107707 -071.51736338 3
112  42.78097286 -071.51762563  42.78085044 -071.51767125
111  42.78097286 -071.51762563 3
112  42.78074058 -071.51774680  42.78063490 -071.51779527 3
111  42.78055329 -071.51781523 3
115  42.77959697 -071.51806613
120 Linear Feature 7
111  42.78118219 -071.51793355 3
111  42.78112667 -071.51783519
112  42.78112667 -071.51783519  42.78108586 -071.51775963 3
111  42.78102099 -071.51780097 3
112  42.78066525 -071.51797204  42.78053550 -071.51800911
111  42.78066525 -071.51797204 3
115  42.77968904 -071.51824004
120 Linear Feature 5
111  42.78117444 -071.51771805 1
112  42.78105554 -071.51767884  42.78096035 -071.51771151
111  42.78105554 -071.51767884
112  42.78105554 -071.51767884  42.78112675 -071.51763231 1
115  42.78114494 -071.51749668
120 Linear Feature 4
111  42.78105554 -071.51767884 1
112  42.78080966 -071.51781569  42.78075065 -071.51784135 1
111  42.78062760 -071.51788555 1
115  42.77964073 -071.51815583
120 Linear Feature 3
111  42.78153901 -071.51854529 1
112  42.78145821 -071.51853356  42.78142261 -071.51854544
111  42.78145821 -071.51853356
112  42.78145821 -071.51853356  42.78149019 -071.51851673 1
115  42.78149136 -071.51844444
120 Linear Feature 3
111  42.78176632 -071.51902643 1
112  42.78169544 -071.51901021  42.78165984 -071.51902209
111  42.78169544 -071.51901021
112  42.78169544 -071.51901021  42.78171578 -071.51899338 1
115  42.78172267 -071.51893404
120 Linear Feature 3
111  42.78198378 -071.51948671 1
112  42.78193445 -071.51948282  42.78189884 -071.51949470
111  42.78193445 -071.51948282
112  42.78193445 -071.51948282  42.78195479 -071.51946599 1
115  42.78195742 -071.51943093
120 Linear Feature 3
111  42.78219855 -071.51994131 1
112  42.78214999 -071.51993473  42.78211438 -071.51994661
111  42.78214999 -071.51993473
112  42.78214999 -071.51993473  42.78217033 -071.51991790 1
115  42.78217540 -071.51989231
120 Linear Feature 2
111  42.78067046 -071.51872150 1
115  42.78145821 -071.51853356
120 Linear Feature 2
111  42.78089316 -071.51920607 1
115  42.78169544 -071.51901021
120 Linear Feature 2
111  42.78116146 -071.51966870 1
115  42.78193445 -071.51948282
120 Linear Feature 2
111  42.78126400 -071.52014627 1
115  42.78214999 -071.51993473
120 Linear Feature 1
111  42.78232530 -071.52039570 51
115  42.78135405 -071.52062097
120 Linear Feature 18
111  42.78366539 -071.52007525 51
111  42.78337557 -071.52033116 51
111  42.78329609 -071.52040227 1
111  42.78279852 -071.52083809 1
112  42.78276610 -071.52087060  42.78274670 -071.52088981
111  42.78276610 -071.52087060
112  42.78276610 -071.52087060  42.78272357 -071.52091271 1
112  42.78261622 -071.52100436  42.78258208 -071.52102551
111  42.78261622 -071.52100436
112  42.78261622 -071.52100436  42.78251226 -071.52106800 1
111  42.78230887 -071.52113984 1
111  42.78186292 -071.52125480
112  42.78186292 -071.52125480  42.78179662 -071.52127122 1
111  42.78175143 -071.52121374 1
111  42.78171226 -071.52118090 1
112  42.78162035 -071.52115011  42.78158118 -071.52116037
111  42.78162035 -071.52115011 1
115  42.78155406 -071.52116653
120 Linear Feature 15
111  42.78431665 -071.52442419 1
116  42.78452252 -071.52446005  42.78462170 -071.52439504
120 Linear Feature 17
111  42.78213556 -071.52199351 1
115  42.78299533 -071.52178686
120 Linear Feature 17
111  42.78207228 -071.52251080 1
115  42.78321981 -071.52224052
120 Linear Feature 17
111  42.78227819 -071.52295727 1
115  42.78342571 -071.52268699
120 Linear Feature 16
112  42.78444479 -071.52469563  42.78442847 -071.52464602 1
115  42.78444876 -071.52457637
120 Linear Feature 20
111  42.78275201 -071.52110979 1
116  42.78279852 -071.52083809  42.78288138 -071.52075803
120 Linear Feature 19
112  42.78272601 -071.52105471  42.78270341 -071.52099929 1
111  42.78261619 -071.52100608 1
112  42.78263427 -071.52085828  42.78260565 -071.52076591
111  42.78263427 -071.52085828
112  42.78263427 -071.52085828  42.78269454 -071.52091987 1
115  42.78276610 -071.52087060
120 Linear Feature 14
111  42.78300203 -071.52731766 1
112  42.78305597 -071.52706157  42.78313281 -071.52695278
111  42.78305597 -071.52706157 1
111  42.78453997 -071.52513195 1
112  42.78454901 -071.52491641  42.78449327 -071.52479529
111  42.78454901 -071.52491641 1
111  42.78444479 -071.52469563 1
111  42.78439079 -071.52458124 1
111  42.78431665 -071.52442419 1
111  42.78275201 -071.52110979 1
111  42.78272601 -071.52105471 1
111  42.78263312 -071.52085794 1
111  42.78219855 -071.51994131 1
111  42.78217540 -071.51989231 1
111  42.78198378 -071.51948671 1
111  42.78195742 -071.51943093 1
111  42.78176632 -071.51902643 1
111  42.78172267 -071.51893404 1
111  42.78153901 -071.51854529 1
111  42.78149136 -071.51844444 1
111  42.78122868 -071.51788843 1
112  42.78117444 -071.51771805  42.78116527 -071.51762384
111  42.78117444 -071.51771805 1
111  42.78114494 -071.51749668 1
111  42.78108254 -071.51702834
112  42.78108254 -071.51702834  42.78103885 -071.51676354 1
111  42.78115184 -071.51668144 1
111  42.78142628 -071.51643975 51
111  42.78150228 -071.51637230 51
115  42.78179907 -071.51611758
120 Linear Feature 13
111  42.78439079 -071.52458124 1
112  42.78439663 -071.52470064  42.78438894 -071.52475440
111  42.78439663 -071.52470064
112  42.78439663 -071.52470064  42.78439404 -071.52471878 1
112  42.78437730 -071.52475338  42.78436828 -071.52476626
111  42.78437730 -071.52475338 1
111  42.78297877 -071.52657219 1
112  42.78291600 -071.52685786  42.78294989 -071.52703919
111  42.78291600 -071.52685786 1
111  42.78300203 -071.52731766 1
115  42.78315831 -071.52815281
120 Linear Feature 12
111  42.78506321 -071.52399285 51
112  42.78498255 -071.52396855  42.78495493 -071.52390867
111  42.78498255 -071.52396855 51
111  42.78482185 -071.52362983 51
112  42.78481557 -071.52347074  42.78483566 -071.52337323
111  42.78481557 -071.52347074 51
111  42.78486579 -071.52317307
112  42.78486579 -071.52317307  42.78487960 -071.52312004 51
115  42.78484783 -071.52300278
120 Linear Feature 11
112  42.78513554 -071.52360999  42.78521715 -071.52383238 51
115  42.78508702 -071.52397228
120 Linear Feature 10
111  42.78540885 -071.52381891 51
112  42.78524317 -071.52383736  42.78515654 -071.52389894
111  42.78524317 -071.52383736 51
111  42.78508702 -071.52397228 51
111  42.78506321 -071.52399285 51
111  42.78484225 -071.52418310 1
111  42.78452252 -071.52446005
112  42.78452252 -071.52446005  42.78449404 -071.52449292 1
112  42.78444876 -071.52457637  42.78442860 -071.52461684
111  42.78444876 -071.52457637 1
115  42.78439663 -071.52470064
120 Linear Feature 9
111  42.78361771 -071.52040670 51
112  42.78337557 -071.52033116  42.78321929 -071.52040552
111  42.78337557 -071.52033116
112  42.78337557 -071.52033116  42.78349139 -071.52016955 51
115  42.78342746 -071.52000275
120 Linear Feature 9
111  42.78175234 -071.51645686 51
112  42.78150228 -071.51637230  42.78131897 -071.51644073
111  42.78150228 -071.51637230
112  42.78150228 -071.51637230  42.78164164 -071.51621664 51
115  42.78155752 -071.51604483
120 Linear Feature 8
111  42.78366539 -071.52007525 51
116  42.78342746 -071.52000275  42.78331446 -071.51985051
120 Linear Feature 8
111  42.78179907 -071.51611758 51
116  42.78155752 -071.51604483  42.78144453 -071.51589259
120 Linear Feature 8
111  42.77989445 -071.51204010 51
116  42.77963783 -071.51198468  42.77949972 -071.51182389
120 Linear Feature 7
111  42.78462631 -071.51923992 51
112  42.78466476 -071.51886209  42.78456188 -071.51863758
111  42.78466476 -071.51886209 51
115  42.78437879 -071.51825626
120 Linear Feature 7
111  42.78275999 -071.51528226 51
112  42.78279844 -071.51490443  42.78269556 -071.51467991
111  42.78279844 -071.51490443 51
115  42.78251247 -071.51429860
120 Linear Feature 7
111  42.78083758 -071.51121903 51
112  42.78087603 -071.51084120  42.78077315 -071.51061669
111  42.78087603 -071.51084120 51
115  42.78059006 -071.51023537
120 Linear Feature 6
112  42.78361771 -071.52040670  42.78356243 -071.52020428 51
111  42.78366539 -071.52007525 51
111  42.78381498 -071.51994420 57
111  42.78419641 -071.51961487 51
111  42.78462631 -071.51923992 51
112  42.78488813 -071.51933668  42.78499275 -071.51953340
111  42.78488813 -071.51933668 51
115  42.78519468 -071.51997815
120 Linear Feature 6
112  42.78175234 -071.51645686  42.78169270 -071.51625444 51
111  42.78179907 -071.51611758 51
111  42.78194692 -071.51599010 57
111  42.78234732 -071.51563934 51
111  42.78275999 -071.51528226 51
112  42.78302181 -071.51537901  42.78312643 -071.51557573
111  42.78302181 -071.51537901 51
115  42.78332836 -071.51602049
120 Linear Feature 47
111  42.78044579 -071.51436856 55
111  42.78036142 -071.51419369 55
115  42.78028771 -071.51404091
120 Linear Feature 6
112  42.77983010 -071.51238948  42.77976000 -071.51218422 51
111  42.77989445 -071.51204010 51
111  42.78002451 -071.51192687 57
111  42.78040770 -071.51159359 51
111  42.78083758 -071.51121903 51
112  42.78109940 -071.51131579  42.78120402 -071.51151251
111  42.78109940 -071.51131579 51
115  42.78140595 -071.51195726
120 Linear Feature 3
111  42.77702925 -071.50691572 51
116  42.77708324 -071.50658173  42.77702046 -071.50635595
120 Linear Feature 2
111  42.77714601 -071.50688151 51
112  42.77702925 -071.50691401  42.77696522 -071.50696361
111  42.77702925 -071.50691401 51
115  42.77678891 -071.50712158
120 Linear Feature 1
111  42.77681147 -071.50672561 51
112  42.77692755 -071.50681309  42.77699660 -071.50682849
111  42.77692755 -071.50681309 51
111  42.77714601 -071.50687980
112  42.77714601 -071.50687980  42.77724017 -071.50690717 51
115  42.77727311 -071.50698330
120 Linear Feature 5
112  42.77825038 -071.50952163  42.77834956 -071.50955242 51
116  42.77838622 -071.50933753  42.77835734 -071.50928108
120 Linear Feature 4
111  42.77690178 -071.50572676 51
112  42.77682126 -071.50596902  42.77683100 -071.50611740
111  42.77682126 -071.50596902
112  42.77682126 -071.50596902  42.77682355 -071.50600393 57
112  42.77684756 -071.50608327  42.77686334 -071.50612353
111  42.77684756 -071.50608327 57
111  42.77702571 -071.50646005 51
111  42.77708324 -071.50658173 51
111  42.77727311 -071.50698330 51
111  42.77838622 -071.50933753 51
111  42.77853758 -071.50965766 51
111  42.77963783 -071.51198468 51
111  42.77983010 -071.51238948 51
111  42.78049904 -071.51380613 51
111  42.78066610 -071.51415946 51
111  42.78155752 -071.51604483 51
111  42.78175234 -071.51645686 51
111  42.78342746 -071.52000275 51
111  42.78361771 -071.52040670 51
111  42.78484783 -071.52300278 51
111  42.78513554 -071.52360999 51
112  42.78522238 -071.52370921  42.78527783 -071.52374057
111  42.78522238 -071.52370921 51
111  42.78540885 -071.52381891 51
111  42.78589408 -071.52410951 57
112  42.78612885 -071.52407359  42.78625817 -071.52395384
111  42.78612885 -071.52407359 57
111  42.78627099 -071.52394337 51
111  42.78666495 -071.52360143
112  42.78666495 -071.52360143  42.78670136 -071.52356379 51
115  42.78672145 -071.52352615
120 Linear Feature 117
111  42.77853758 -071.50965766 51
112  42.77845446 -071.50958054  42.77840926 -071.50956002
111  42.77845446 -071.50958054 51
111  42.77825038 -071.50952163 1
111  42.77680218 -071.50907066 1
112  42.77661373 -071.50889167  42.77654744 -071.50876441
111  42.77661373 -071.50889167 1
111  42.77642793 -071.50854814
112  42.77642793 -071.50854814  42.77637671 -071.50845372 1
111  42.77639608 -071.50828778 1
111  42.77654339 -071.50740545
112  42.77654339 -071.50740545  42.77657051 -071.50729871 1
111  42.77662966 -071.50726261 1
111  42.77674933 -071.50715751 51
111  42.77678891 -071.50712158 51
112  42.77681147 -071.50672561  42.77669094 -071.50649162
111  42.77681147 -071.50672561 51
111  42.77662567 -071.50634050
112  42.77662567 -071.50634050  42.77649912 -071.50607572 57
111  42.77667080 -071.50592826 57
111  42.77672722 -071.50587987 51
111  42.77690178 -071.50572676 51
111  42.77782938 -071.50491754 51
112  42.77810277 -071.50497902  42.77821293 -071.50517249
111  42.77810277 -071.50497902 51
115  42.77840934 -071.50562993
21  42.78522532 -071.52100002 3 123.0000 3.00 14  PAPI-4R
21  42.77946187 -071.50883371 2 303.0000 3.00 32  PAPI-4L
14  42.78010856 -071.51576470  55.77 0 TWR
1300  42.77602955 -071.50815033 -13.21 hangar jets|turboprops|props Hangar 26
1301 B none 
1300  42.77588290 -071.50894674  80.50 hangar jets|turboprops|props Hangar 25
1301 B none 
1300  42.77658501 -071.50930800  80.50 hangar jets|turboprops|props Hangar 24
1301 A none 
1300  42.77689840 -071.50939011  80.50 hangar jets|turboprops|props Hangar 23
1301 A none 
1300  42.77764571 -071.50986223 122.13 hangar jets|turboprops|props Hangar 22
1301 A none 
1300  42.77731876 -071.50995460 122.13 hangar jets|turboprops|props Hangar 21
1301 B none 
1300  42.78032288 -071.51641872  34.50 hangar jets|turboprops|props Hangar 20-C
1301 A none 
1300  42.78041690 -071.51661086  34.50 hangar jets|turboprops|props Hangar 20-B
1301 A none 
1300  42.78050730 -071.51681531  34.50 hangar jets|turboprops|props Hangar 20-A
1301 A none 
1300  42.78074098 -071.51736372 -62.20 hangar jets|turboprops|props Hangar 19
1301 A none 
1300  42.78030518 -071.51761576 -79.46 hangar jets|turboprops|props Hangar 18-B
1301 A none 
1300  42.78014788 -071.51766010 -79.46 hangar jets|turboprops|props Hangar 18-A
1301 A none 
1300  42.77989657 -071.51773400 -79.46 hangar jets|turboprops|props Hangar 17
1301 A none 
1300  42.77997433 -071.51833731  97.21 hangar jets|turboprops|props Hangar 16
1301 B none 
1300  42.78100273 -071.51840471 278.55 hangar jets|turboprops|props Hangar 15
1301 B none 
1300  42.78124681 -071.51888506 278.55 hangar jets|turboprops|props Hangar 14
1301 A none 
1300  42.78157587 -071.51936049 278.55 hangar jets|turboprops|props Hangar 13-E
1301 A none 
1300  42.78142581 -071.51939498 278.55 hangar jets|turboprops|props Hangar 13-D
1301 A none 
1300  42.78127755 -071.51942208 278.55 hangar jets|turboprops|props Hangar 13-C
1301 A none 
1300  42.78112206 -071.51945410 278.55 hangar jets|turboprops|props Hangar 13-B
1301 A none 
1300  42.78096115 -071.51948859 278.55 hangar jets|turboprops|props Hangar 13-A
1301 A none 
1300  42.78177656 -071.51983346 278.55 hangar jets|turboprops|props Hangar 12-D
1301 A none 
1300  42.78159757 -071.51986795 278.55 hangar jets|turboprops|props Hangar 12-C
1301 A none 
1300  42.78141496 -071.51991229 278.55 hangar jets|turboprops|props Hangar 12-B
1301 A none 
1300  42.78124501 -071.51994924 278.55 hangar jets|turboprops|props Hangar 12-A
1301 A none 
1300  42.78200437 -071.52027687 278.55 hangar jets|turboprops|props Hangar 11-E
1301 A none 
1300  42.78185069 -071.52030889 278.55 hangar jets|turboprops|props Hangar 11-D
1301 A none 
1300  42.78170063 -071.52033599 278.55 hangar jets|turboprops|props Hangar 11-C
1301 A none 
1300  42.78155418 -071.52036555 278.55 hangar jets|turboprops|props Hangar 11-B
1301 A none 
1300  42.78140773 -071.52039757 278.55 hangar jets|turboprops|props Hangar 11-A
1301 A none 
1300  42.78149632 -071.52092720 278.55 hangar jets|turboprops|props Hangar 10
1301 A none 
1300  42.78183803 -071.52084098 278.55 hangar jets|turboprops|props Hangar 09
1301 A none 
1300  42.78222133 -071.52075723 278.55 hangar jets|turboprops|props Hangar 08
1301 A none 
1300  42.78195736 -071.52147900  97.97 hangar jets|turboprops|props Hangar 07
1301 B none 
1300  42.78244734 -071.52135337  97.97 hangar jets|turboprops|props Hangar 06
1301 B none 
1300  42.78213816 -071.52213181  99.04 hangar jets|turboprops|props Hangar 05-E
1301 A none 
1300  42.78232047 -071.52209075  99.04 hangar jets|turboprops|props Hangar 05-D
1301 A none 
1300  42.78250429 -071.52205175  99.04 hangar jets|turboprops|props Hangar 05-C
1301 A none 
1300  42.78267605 -071.52201274  99.04 hangar jets|turboprops|props Hangar 05-B
1301 A none 
1300  42.78284329 -071.52197784  99.04 hangar jets|turboprops|props Hangar 05-A
1301 A none 
1300  42.78307683 -071.52245821  99.04 hangar jets|turboprops|props Hangar 04-C
1301 A none 
1300  42.78294374 -071.52248216  99.04 hangar jets|turboprops|props Hangar 04-B
1301 A none 
1300  42.78280939 -071.52250953  99.04 hangar jets|turboprops|props Hangar 04-A
1301 A none 
1300  42.78250931 -071.52260191  99.04 hangar jets|turboprops|props Hangar 03-C
1301 A none 
1300  42.78236869 -071.52263099  99.04 hangar jets|turboprops|props Hangar 03-B
1301 A none 
1300  42.78223183 -071.52266008  99.04 hangar jets|turboprops|props Hangar 03-A
1301 A none 
1300  42.78256581 -071.52308604  99.04 hangar jets|turboprops|props Hangar 02-B
1301 A none 
1300  42.78274059 -071.52305114  99.04 hangar jets|turboprops|props Hangar 02-A
1301 A none 
1300  42.78301480 -071.52297929  99.04 hangar jets|turboprops|props Hangar 01-C
1301 A none 
1300  42.78317300 -071.52293824  99.04 hangar jets|turboprops|props Hangar 01-B
1301 A none 
1300  42.78332819 -071.52290129  99.04 hangar jets|turboprops|props Hangar 01-A
1301 A none 
1300  42.77950728 -071.51304962 122.78 tie_down turboprops|props East GA 12
1301 A general_aviation 
1300  42.77940056 -071.51314542 122.78 tie_down turboprops|props East GA 11
1301 A general_aviation 
1300  42.77929007 -071.51324121 122.78 tie_down turboprops|props East GA 10
1301 A general_aviation 
1300  42.77918209 -071.51333530 122.78 tie_down turboprops|props East GA 09
1301 A general_aviation 
1300  42.77962029 -071.51328227 122.78 tie_down turboprops|props East GA 08
1301 A general_aviation 
1300  42.77950980 -071.51338148 122.78 tie_down turboprops|props East GA 07
1301 A general_aviation 
1300  42.77940182 -071.51347557 122.78 tie_down turboprops|props East GA 06
1301 A general_aviation 
1300  42.77929761 -071.51357136 122.78 tie_down turboprops|props East GA 05
1301 A general_aviation 
1300  42.77974459 -071.51359873 122.78 tie_down turboprops|props East GA 04
1301 A general_aviation 
1300  42.77963661 -071.51369453 122.78 tie_down turboprops|props East GA 03
1301 A general_aviation 
1300  42.77983624 -071.51376980 122.78 tie_down turboprops|props East GA 02
1301 A general_aviation 
1300  42.77972073 -071.51387414 122.78 tie_down turboprops|props East GA 01
1301 A general_aviation 
1300  42.77980526 -071.51462277  33.47 tie_down turboprops|props Central GA 170
1301 A general_aviation 
1300  42.77987415 -071.51476888  33.47 tie_down turboprops|props Central GA 169
1301 A general_aviation 
1300  42.77993954 -071.51490906  33.47 tie_down turboprops|props Central GA 168
1301 A general_aviation 
1300  42.78000668 -071.51505043  33.47 tie_down turboprops|props Central GA 167
1301 A general_aviation 
1300  42.78007382 -071.51519061  33.47 tie_down turboprops|props Central GA 166
1301 A general_aviation 
1300  42.78014183 -071.51533316  33.47 tie_down turboprops|props Central GA 165
1301 A general_aviation 
1300  42.78017960 -071.51479352 -147.00 tie_down turboprops|props Central GA 164
1301 A general_aviation 
1300  42.78024489 -071.51493380 -147.00 tie_down turboprops|props Central GA 163
1301 A general_aviation 
1300  42.78031018 -071.51507578 -147.00 tie_down turboprops|props Central GA 162
1301 A general_aviation 
1300  42.78038049 -071.51521606 -147.00 tie_down turboprops|props Central GA 161
1301 A general_aviation 
1300  42.78044452 -071.51535804 -147.00 tie_down turboprops|props Central GA 160
1301 A general_aviation 
1300  42.78051107 -071.51549832 -147.00 tie_down turboprops|props Central GA 159
1301 A general_aviation 
1300  42.78058515 -071.51564030 -147.00 tie_down turboprops|props Central GA 158
1301 A general_aviation 
1300  42.78064967 -071.51577929 -147.00 tie_down turboprops|props Central GA 157
1301 A general_aviation 
1300  42.78071681 -071.51592423 -147.00 tie_down turboprops|props Central GA 156
1301 A general_aviation 
1300  42.78078017 -071.51605989 -147.00 tie_down turboprops|props Central GA 155
1301 A general_aviation 
1300  42.78084731 -071.51620483 -147.00 tie_down turboprops|props Central GA 154
1301 A general_aviation 
1300  42.78091183 -071.51634382 -147.00 tie_down turboprops|props Central GA 153
1301 A general_aviation 
1300  42.78097897 -071.51648875 -147.00 tie_down turboprops|props Central GA 152
1301 A general_aviation 
1300  42.78102153 -071.51634385  32.15 tie_down turboprops|props Central GA 151
1301 A general_aviation 
1300  42.78095618 -071.51620557  32.15 tie_down turboprops|props Central GA 150
1301 A general_aviation 
1300  42.78088818 -071.51606138  32.15 tie_down turboprops|props Central GA 149
1301 A general_aviation 
1300  42.78082401 -071.51592643  32.15 tie_down turboprops|props Central GA 148
1301 A general_aviation 
1300  42.78075602 -071.51578224  32.15 tie_down turboprops|props Central GA 147
1301 A general_aviation 
1300  42.78069067 -071.51564396  32.15 tie_down turboprops|props Central GA 146
1301 A general_aviation 
1300  42.78062267 -071.51549977  32.15 tie_down turboprops|props Central GA 145
1301 A general_aviation 
1300  42.78055675 -071.51535950  32.15 tie_down turboprops|props Central GA 144
1301 A general_aviation 
1300  42.78048979 -071.51521980  32.15 tie_down turboprops|props Central GA 143
1301 A general_aviation 
1300  42.78042492 -071.51507867  32.15 tie_down turboprops|props Central GA 142
1301 A general_aviation 
1300  42.78035586 -071.51493754  32.15 tie_down turboprops|props Central GA 141
1301 A general_aviation 
1300  42.78028995 -071.51479356  32.15 tie_down turboprops|props Central GA 140
1301 A general_aviation 
1300  42.78022926 -071.51465243  32.15 tie_down turboprops|props Central GA 139
1301 A general_aviation 
1300  42.78043447 -071.51449074 -147.45 tie_down turboprops|props Central GA 138
1301 A general_aviation 
1300  42.78050074 -071.51462973 -147.45 tie_down turboprops|props Central GA 137
1301 A general_aviation 
1300  42.78056613 -071.51477229 -147.45 tie_down turboprops|props Central GA 136
1301 A general_aviation 
1300  42.78063327 -071.51491009 -147.45 tie_down turboprops|props Central GA 135
1301 A general_aviation 
1300  42.78070041 -071.51505383 -147.45 tie_down turboprops|props Central GA 134
1301 A general_aviation 
1300  42.78076755 -071.51519401 -147.45 tie_down turboprops|props Central GA 133
1301 A general_aviation 
1300  42.78083400 -071.51533620 -147.45 tie_down turboprops|props Central GA 132
1301 A general_aviation 
1300  42.78089957 -071.51547804 -147.45 tie_down turboprops|props Central GA 131
1301 A general_aviation 
1300  42.78096775 -071.51561300 -147.45 tie_down turboprops|props Central GA 130
1301 A general_aviation 
1300  42.78103321 -071.51575864 -147.45 tie_down turboprops|props Central GA 129
1301 A general_aviation 
1300  42.78110139 -071.51590072 -147.45 tie_down turboprops|props Central GA 128
1301 A general_aviation 
1300  42.78116906 -071.51603544 -147.45 tie_down turboprops|props Central GA 127
1301 A general_aviation 
1300  42.78123724 -071.51618037 -147.45 tie_down turboprops|props Central GA 126
1301 A general_aviation 
1300  42.78131295 -071.51718373 -147.45 tie_down turboprops|props Central GA 125
1301 A general_aviation 
1300  42.78137748 -071.51732272 -147.45 tie_down turboprops|props Central GA 124
1301 A general_aviation 
1300  42.78144461 -071.51746766 -147.45 tie_down turboprops|props Central GA 123
1301 A general_aviation 
1300  42.78150798 -071.51760332 -147.45 tie_down turboprops|props Central GA 122
1301 A general_aviation 
1300  42.78157512 -071.51774825 -147.45 tie_down turboprops|props Central GA 121
1301 A general_aviation 
1300  42.78163964 -071.51788725 -147.45 tie_down turboprops|props Central GA 120
1301 A general_aviation 
1300  42.78170678 -071.51803218 -147.45 tie_down turboprops|props Central GA 119
1301 A general_aviation 
1300  42.78174933 -071.51788728  34.05 tie_down turboprops|props Central GA 118
1301 A general_aviation 
1300  42.78168399 -071.51774900  34.05 tie_down turboprops|props Central GA 117
1301 A general_aviation 
1300  42.78161599 -071.51760481  34.05 tie_down turboprops|props Central GA 116
1301 A general_aviation 
1300  42.78155182 -071.51746985  34.05 tie_down turboprops|props Central GA 115
1301 A general_aviation 
1300  42.78148382 -071.51732567  34.05 tie_down turboprops|props Central GA 114
1301 A general_aviation 
1300  42.78141848 -071.51718739  34.05 tie_down turboprops|props Central GA 113
1301 A general_aviation 
1300  42.78135048 -071.51704320  34.05 tie_down turboprops|props Central GA 112
1301 A general_aviation 
1300  42.78155553 -071.51686965 -147.21 tie_down turboprops|props Central GA 111
1301 A general_aviation 
1300  42.78162005 -071.51700864 -147.21 tie_down turboprops|props Central GA 110
1301 A general_aviation 
1300  42.78168719 -071.51715357 -147.21 tie_down turboprops|props Central GA 109
1301 A general_aviation 
1300  42.78175055 -071.51728924 -147.21 tie_down turboprops|props Central GA 108
1301 A general_aviation 
1300  42.78181769 -071.51743417 -147.21 tie_down turboprops|props Central GA 107
1301 A general_aviation 
1300  42.78188221 -071.51757317 -147.21 tie_down turboprops|props Central GA 106
1301 A general_aviation 
1300  42.78194935 -071.51771810 -147.21 tie_down turboprops|props Central GA 105
1301 A general_aviation 
1300  42.78206247 -071.51808777 120.89 tie_down turboprops|props Central GA 104
1301 A general_aviation 
1300  42.78195936 -071.51817694 120.89 tie_down turboprops|props Central GA 103
1301 A general_aviation 
1300  42.78185100 -071.51826718 120.89 tie_down turboprops|props Central GA 102
1301 A general_aviation 
1300  42.78175265 -071.51835842 120.89 tie_down turboprops|props Central GA 101
1301 A general_aviation 
1300  42.78184948 -071.51841820 -59.17 tie_down turboprops|props Central GA 100
1301 A general_aviation 
1300  42.78195259 -071.51832902 -59.17 tie_down turboprops|props Central GA 99
1301 A general_aviation 
1300  42.78206095 -071.51823878 -59.17 tie_down turboprops|props Central GA 98
1301 A general_aviation 
1300  42.78216558 -071.51815039 -59.17 tie_down turboprops|props Central GA 97
1301 A general_aviation 
1300  42.78223322 -071.51845215 121.05 tie_down turboprops|props Central GA 96
1301 A general_aviation 
1300  42.78213012 -071.51854132 121.05 tie_down turboprops|props Central GA 95
1301 A general_aviation 
