I
1050 Generated by WorldEditor 2.0.0r4

1   1427 1 0 KDLH Duluth Intl
111  46.84452036 -092.17686199 1
111  46.84452058 -092.17674750 1
111  46.84452072 -092.17667564 1
111  46.84452090 -092.17658254 1
111  46.84452090 -092.17647464 1
111  46.84452090 -092.17640586 1
111  46.84452090 -092.17621290 1
111  46.84452089 -092.17579555
112  46.84452089 -092.17579555  46.84451099 -092.17570410 1
115  46.84445224 -092.17568933
120 Linear Feature 79
111  46.84293978 -092.17627168 1
111  46.84296847 -092.17624238 1
112  46.84306247 -092.17619601  46.84310856 -092.17619111
111  46.84306247 -092.17619601 1
111  46.84314245 -092.17619097 1
111  46.84316998 -092.17618923 1
115  46.84331650 -092.17617998
120 Linear Feature 76
111  46.84332361 -092.17645131 1
111  46.84315209 -092.17646154 1
111  46.84312500 -092.17646316 1
111  46.84292710 -092.17647497 1
116  46.84273209 -092.17659622  46.84264031 -092.17671132
120 Linear Feature 75
111  46.84247059 -092.17700842 1
112  46.84266157 -092.17688835  46.84277110 -092.17687380
111  46.84266157 -092.17688835 1
111  46.84309093 -092.17685854 1
111  46.84312230 -092.17685637 1
115  46.84333384 -092.17684168
120 Linear Feature 83
111  46.84309790 -092.17607481 1
116  46.84316998 -092.17618923  46.84324243 -092.17621512
120 Linear Feature 83
111  46.84307700 -092.17635401 1
116  46.84315209 -092.17646154  46.84322326 -092.17648021
120 Linear Feature 83
111  46.84304749 -092.17674810 1
116  46.84312230 -092.17685637  46.84319299 -092.17687643
120 Linear Feature 82
112  46.84308270 -092.17627785  46.84309688 -092.17620821 1
115  46.84314245 -092.17619097
120 Linear Feature 82
112  46.84306256 -092.17654679  46.84308094 -092.17647634 1
115  46.84312500 -092.17646316
120 Linear Feature 82
112  46.84303339 -092.17693654  46.84305056 -092.17687484 1
115  46.84309093 -092.17685854
120 Linear Feature 83
111  46.84302668 -092.17702615 1
116  46.84309949 -092.17713054  46.84316221 -092.17714991
120 Linear Feature 82
112  46.84301304 -092.17720832  46.84303151 -092.17714905 1
115  46.84307031 -092.17713247
120 Linear Feature 81
112  46.84301876 -092.17746687  46.84300279 -092.17744081 1
111  46.84299983 -092.17738478 1
111  46.84301304 -092.17720832 1
111  46.84302668 -092.17702615 1
111  46.84303339 -092.17693654 1
111  46.84304749 -092.17674810 1
111  46.84306256 -092.17654679 1
111  46.84307700 -092.17635401 1
111  46.84308270 -092.17627785 1
111  46.84309790 -092.17607481 1
111  46.84309959 -092.17605223 1
116  46.84311875 -092.17598672  46.84313006 -092.17596841
120 Linear Feature 13
112  46.84386077 -092.17557474  46.84386963 -092.17567737 1
115  46.84393769 -092.17568671
120 Linear Feature 13
112  46.84504757 -092.17510788  46.84497151 -092.17508614 1
115  46.84497159 -092.17497900
120 Linear Feature 12
112  46.84629423 -092.17571488  46.84623545 -092.17569237 1
111  46.84622812 -092.17560754 1
111  46.84622729 -092.17522603 1
112  46.84616162 -092.17511043  46.84609624 -092.17508531
111  46.84616162 -092.17511043 1
111  46.84607027 -092.17511022 1
111  46.84593002 -092.17510990 1
111  46.84589994 -092.17510983 1
111  46.84576501 -092.17510952 1
111  46.84573839 -092.17510946 1
111  46.84559911 -092.17510914 1
111  46.84557689 -092.17510909 1
111  46.84543638 -092.17510877 1
111  46.84541173 -092.17510871 1
111  46.84526960 -092.17510839 1
111  46.84524810 -092.17510834 1
111  46.84510437 -092.17510801 1
111  46.84508263 -092.17510796 1
111  46.84504757 -092.17510788 1
111  46.84494251 -092.17510764 1
111  46.84491789 -092.17510758 1
111  46.84490639 -092.17510756 1
111  46.84477766 -092.17510726 1
111  46.84475235 -092.17510720 1
111  46.84461470 -092.17510689 1
111  46.84458784 -092.17510683 1
111  46.84444901 -092.17510651 1
111  46.84442376 -092.17510645 1
111  46.84428515 -092.17510613 1
111  46.84425898 -092.17510607 1
111  46.84412245 -092.17510576 1
111  46.84409535 -092.17510570 1
111  46.84395822 -092.17510538 1
111  46.84393395 -092.17510496
112  46.84393395 -092.17510496  46.84386238 -092.17513253 1
111  46.84386109 -092.17522471 1
111  46.84386077 -092.17557474
112  46.84386077 -092.17557474  46.84385401 -092.17567000 1
115  46.84378835 -092.17568595
120 Linear Feature 11
111  46.84470640 -092.17613318 1
111  46.84471015 -092.17613318 1
115  46.84471349 -092.17613318
120 Linear Feature 11
111  46.84470649 -092.17623664 1
111  46.84471005 -092.17623664 1
115  46.84471359 -092.17623664
120 Linear Feature 10
112  46.84495423 -092.17580510  46.84494665 -092.17569712 1
115  46.84487575 -092.17569038
120 Linear Feature 9
112  46.84471034 -092.17580891  46.84470875 -092.17569933 1
115  46.84463381 -092.17568978
120 Linear Feature 8
112  46.84452089 -092.17579555  46.84453182 -092.17570202 1
115  46.84459125 -092.17568968
120 Linear Feature 7
112  46.84468173 -092.17663401  46.84470953 -092.17659119 1
111  46.84470984 -092.17653549 1
111  46.84471005 -092.17623664 1
111  46.84471015 -092.17613318 1
111  46.84471034 -092.17580891
112  46.84471034 -092.17580891  46.84471529 -092.17571140 1
115  46.84477066 -092.17569012
120 Linear Feature 6
112  46.84452090 -092.17658254  46.84454749 -092.17671803 1
115  46.84463413 -092.17667670
120 Linear Feature 5
112  46.84452036 -092.17686199  46.84452063 -092.17678109 1
111  46.84455130 -092.17675097 1
111  46.84463413 -092.17667670 1
111  46.84468173 -092.17663401 1
111  46.84492403 -092.17641670 1
112  46.84495449 -092.17630838  46.84495693 -092.17622299
111  46.84495449 -092.17630838 1
111  46.84495441 -092.17616854 1
111  46.84495436 -092.17606212 1
111  46.84495423 -092.17580510 1
116  46.84502180 -092.17569074  46.84508709 -092.17567166
120 Linear Feature 4
111  46.84389565 -092.17788979 1
111  46.84389998 -092.17788982 1
115  46.84390416 -092.17788984
120 Linear Feature 4
111  46.84377367 -092.17788920 1
111  46.84377800 -092.17788923 1
115  46.84378219 -092.17788925
120 Linear Feature 4
111  46.84365192 -092.17788876 1
111  46.84365624 -092.17788879 1
115  46.84366043 -092.17788882
120 Linear Feature 3
112  46.84405759 -092.17819144  46.84398488 -092.17826418 1
112  46.84389885 -092.17809834  46.84389415 -092.17800701
111  46.84389885 -092.17809834 1
111  46.84389998 -092.17788982 1
111  46.84390085 -092.17773098 1
116  46.84380932 -092.17757399  46.84371557 -092.17753531
120 Linear Feature 3
112  46.84387348 -092.17825060  46.84377960 -092.17822515 1
111  46.84377687 -092.17809775 1
111  46.84377800 -092.17788923 1
111  46.84377887 -092.17773039 1
116  46.84368759 -092.17757354  46.84359384 -092.17753486
120 Linear Feature 3
112  46.84375060 -092.17825049  46.84365673 -092.17822504 1
111  46.84365511 -092.17809731 1
111  46.84365624 -092.17788879 1
111  46.84365711 -092.17772995 1
116  46.84356566 -092.17757309  46.84347191 -092.17753441
120 Linear Feature 2
111  46.84352889 -092.17788767 1
111  46.84353354 -092.17788788 1
115  46.84353788 -092.17788807
120 Linear Feature 1
112  46.84343095 -092.17757259  46.84353156 -092.17758860 1
111  46.84353471 -092.17772842 1
111  46.84353354 -092.17788788 1
111  46.84353197 -092.17810319
112  46.84353197 -092.17810319  46.84355268 -092.17826027 1
111  46.84365166 -092.17825040 1
111  46.84375060 -092.17825049 1
111  46.84387348 -092.17825060 1
111  46.84398030 -092.17825070 1
112  46.84405185 -092.17820033  46.84408323 -092.17815293
111  46.84405185 -092.17820033 1
111  46.84405759 -092.17819144 1
115  46.84448278 -092.17753318
120 Linear Feature 16
111  46.84878143 -092.17340650 1
111  46.84922614 -092.17300975
112  46.84922614 -092.17300975  46.84929602 -092.17294550 1
112  46.84935304 -092.17277167  46.84937426 -092.17264884
111  46.84935304 -092.17277167 1
111  46.84963711 -092.17101077
112  46.84963711 -092.17101077  46.84965250 -092.17091972 1
112  46.84974793 -092.17071661  46.84981541 -092.17063825
111  46.84974793 -092.17071661 1
115  46.85001775 -092.17047681
120 Linear Feature 14
111  46.84616162 -092.17511043 1
111  46.84627712 -092.17511030
112  46.84627712 -092.17511030  46.84634060 -092.17510196 1
111  46.84641459 -092.17503485 1
111  46.84663487 -092.17483858 1
111  46.84696102 -092.17462048
112  46.84696102 -092.17462048  46.84703302 -092.17457660 1
112  46.84710967 -092.17456018  46.84714387 -092.17455449
111  46.84710967 -092.17456018 1
111  46.84747120 -092.17451371
112  46.84747120 -092.17451371  46.84755507 -092.17449124 1
112  46.84764131 -092.17443003  46.84769336 -092.17438911
111  46.84764131 -092.17443003 1
115  46.84871011 -092.17346943
120 Linear Feature 13
112  46.84444509 -092.17630566  46.84450946 -092.17629561 1
115  46.84452090 -092.17621290
120 Linear Feature 13
112  46.84444519 -092.17657530  46.84451062 -092.17656161 1
115  46.84452090 -092.17647464
120 Linear Feature 13
112  46.84444507 -092.17684506  46.84450983 -092.17682896 1
115  46.84452058 -092.17674750
120 Linear Feature 6
112  46.84379618 -092.17620841  46.84381208 -092.17630185 1
111  46.84387227 -092.17630497 1
111  46.84399490 -092.17630512 1
111  46.84444509 -092.17630566 1
116  46.84452090 -092.17640586  46.84453704 -092.17650258
120 Linear Feature 6
112  46.84379610 -092.17647674  46.84381082 -092.17656637 1
111  46.84387238 -092.17657342 1
111  46.84399530 -092.17657382 1
111  46.84444519 -092.17657530 1
116  46.84452072 -092.17667564  46.84453114 -092.17676458
120 Linear Feature 6
112  46.84379602 -092.17674752  46.84381193 -092.17684096 1
111  46.84387225 -092.17684438 1
111  46.84399728 -092.17684452 1
111  46.84444507 -092.17684506 1
116  46.84452027 -092.17694411  46.84453068 -092.17703305
120 Linear Feature 5
111  46.84379629 -092.17580820 1
116  46.84373403 -092.17568567  46.84366828 -092.17565828
120 Linear Feature 4
111  46.84379622 -092.17606494 1
112  46.84370928 -092.17615765  46.84363791 -092.17616670
111  46.84370928 -092.17615765 1
111  46.84353239 -092.17616804 1
111  46.84334431 -092.17617844 1
115  46.84331650 -092.17617998
120 Linear Feature 3
112  46.84379614 -092.17633102  46.84378410 -092.17642191 1
111  46.84371420 -092.17642797 1
111  46.84354044 -092.17644001 1
111  46.84335040 -092.17644991 1
115  46.84332361 -092.17645131
120 Linear Feature 2
112  46.84379603 -092.17672223  46.84378156 -092.17682196 1
111  46.84371723 -092.17682469 1
111  46.84355201 -092.17683062 1
111  46.84336078 -092.17684032 1
115  46.84333384 -092.17684168
120 Linear Feature 1
112  46.84386753 -092.17568635  46.84380192 -092.17570057 1
111  46.84379629 -092.17580820 1
111  46.84379622 -092.17606494 1
111  46.84379618 -092.17620841 1
111  46.84379614 -092.17633102 1
111  46.84379610 -092.17647674 1
111  46.84379603 -092.17672223 1
111  46.84379602 -092.17674752 1
111  46.84379595 -092.17698357
112  46.84379595 -092.17698357  46.84378607 -092.17709569 1
111  46.84371766 -092.17709583 1
111  46.84356000 -092.17710074 1
111  46.84336727 -092.17711292 1
115  46.84334099 -092.17711458
120 Linear Feature 18
111  46.84592081 -092.17531440 20
111  46.84591101 -092.17531438 20
111  46.84591117 -092.17530086 20
113  46.84592092 -092.17530095 20
120 Linear Feature 18
111  46.84575703 -092.17531455 20
111  46.84574723 -092.17531454 20
111  46.84574740 -092.17530102 20
113  46.84575714 -092.17530110 20
120 Linear Feature 16
112  46.84583461 -092.17521345  46.84584443 -092.17512460 1
115  46.84589994 -092.17510983
120 Linear Feature 15
111  46.84575523 -092.17569256 1
112  46.84583367 -092.17558692  46.84584522 -092.17549064
111  46.84583367 -092.17558692 1
111  46.84583408 -092.17542783 1
111  46.84583461 -092.17521345 1
116  46.84576501 -092.17510952  46.84570452 -092.17508958
120 Linear Feature 17
111  46.84589257 -092.17571197 1
116  46.84583367 -092.17558692  46.84583337 -092.17547727
120 Linear Feature 19
111  46.84583027 -092.17542781 1
111  46.84583408 -092.17542783 1
115  46.84583774 -092.17542784
120 Linear Feature 18
111  46.84559270 -092.17531407 20
111  46.84558290 -092.17531406 20
111  46.84558307 -092.17530053 20
113  46.84559281 -092.17530061 20
120 Linear Feature 16
112  46.84567028 -092.17521297  46.84567587 -092.17512824 1
115  46.84573839 -092.17510946
120 Linear Feature 15
111  46.84559094 -092.17569216 1
112  46.84566934 -092.17558644  46.84568134 -092.17548839
111  46.84566934 -092.17558644 1
111  46.84566974 -092.17542734 1
111  46.84567028 -092.17521297 1
116  46.84559911 -092.17510914  46.84553371 -092.17508796
120 Linear Feature 17
111  46.84574392 -092.17569253 1
116  46.84566934 -092.17558644  46.84565865 -092.17549247
120 Linear Feature 19
111  46.84566594 -092.17542732 1
111  46.84566974 -092.17542734 1
115  46.84567341 -092.17542736
120 Linear Feature 18
111  46.84542814 -092.17531329 20
111  46.84541834 -092.17531328 20
111  46.84541850 -092.17529976 20
113  46.84542825 -092.17529984 20
120 Linear Feature 16
112  46.84550572 -092.17521219  46.84551810 -092.17511925 1
115  46.84557689 -092.17510909
120 Linear Feature 15
111  46.84541723 -092.17569172 1
112  46.84550477 -092.17558566  46.84551661 -092.17547776
111  46.84550477 -092.17558566 1
111  46.84550518 -092.17542657 1
111  46.84550572 -092.17521219 1
116  46.84543638 -092.17510877  46.84537589 -092.17508882
120 Linear Feature 17
111  46.84557927 -092.17569213 1
116  46.84550563 -092.17558681  46.84549494 -092.17549285
120 Linear Feature 19
111  46.84550137 -092.17542655 1
111  46.84550518 -092.17542657 1
115  46.84550884 -092.17542658
120 Linear Feature 18
111  46.84526377 -092.17531331 20
111  46.84525397 -092.17531330 20
111  46.84525414 -092.17529978 20
113  46.84526388 -092.17529986 20
120 Linear Feature 16
112  46.84534135 -092.17521221  46.84535060 -092.17512399 1
115  46.84541173 -092.17510871
120 Linear Feature 15
111  46.84525329 -092.17569132 1
112  46.84534041 -092.17558568  46.84535224 -092.17547777
111  46.84534041 -092.17558568 1
111  46.84534082 -092.17542658 1
111  46.84534135 -092.17521221 1
116  46.84526960 -092.17510839  46.84520333 -092.17508782
120 Linear Feature 17
111  46.84541363 -092.17569172 1
116  46.84534041 -092.17558568  46.84532972 -092.17549171
120 Linear Feature 19
111  46.84533701 -092.17542657 1
111  46.84534082 -092.17542658 1
115  46.84534448 -092.17542660
120 Linear Feature 18
111  46.84509936 -092.17531217 20
111  46.84508956 -092.17531216 20
111  46.84508973 -092.17529864 20
113  46.84509947 -092.17529872 20
120 Linear Feature 16
112  46.84517694 -092.17521107  46.84518447 -092.17512381 1
115  46.84524810 -092.17510834
120 Linear Feature 15
111  46.84509703 -092.17569093 1
112  46.84517600 -092.17558454  46.84519375 -092.17548183
111  46.84517600 -092.17558454 1
111  46.84517640 -092.17542545 1
111  46.84517694 -092.17521107 1
116  46.84510437 -092.17510801  46.84504169 -092.17508949
120 Linear Feature 17
111  46.84525079 -092.17569131 1
116  46.84517600 -092.17558454  46.84516531 -092.17549057
120 Linear Feature 19
111  46.84517260 -092.17542543 1
111  46.84517640 -092.17542545 1
115  46.84518007 -092.17542546
120 Linear Feature 18
111  46.84493411 -092.17531212 20
111  46.84492431 -092.17531211 20
111  46.84492447 -092.17529859 20
113  46.84493422 -092.17529867 20
120 Linear Feature 16
112  46.84501169 -092.17521102  46.84502419 -092.17512547 1
115  46.84508263 -092.17510796
120 Linear Feature 15
111  46.84492333 -092.17569050 1
112  46.84501074 -092.17558449  46.84502603 -092.17548091
111  46.84501074 -092.17558449 1
111  46.84501115 -092.17542539 1
111  46.84501169 -092.17521102 1
116  46.84494251 -092.17510764  46.84488033 -092.17508872
120 Linear Feature 17
111  46.84508508 -092.17569090 1
116  46.84501074 -092.17558449  46.84500006 -092.17549052
120 Linear Feature 19
111  46.84500734 -092.17542538 1
111  46.84501115 -092.17542539 1
115  46.84501481 -092.17542541
120 Linear Feature 18
111  46.84476948 -092.17531190 20
111  46.84475968 -092.17531188 20
111  46.84475985 -092.17529836 20
113  46.84476959 -092.17529844 20
120 Linear Feature 16
112  46.84484706 -092.17521079  46.84486220 -092.17511723 1
115  46.84491789 -092.17510758
120 Linear Feature 15
111  46.84476152 -092.17569010 1
112  46.84484612 -092.17558426  46.84486056 -092.17547947
111  46.84484612 -092.17558426 1
111  46.84484653 -092.17542517 1
111  46.84484706 -092.17521079 1
116  46.84477766 -092.17510726  46.84471493 -092.17508820
120 Linear Feature 17
111  46.84491866 -092.17569049 1
116  46.84484612 -092.17558426  46.84483231 -092.17549126
120 Linear Feature 19
111  46.84484272 -092.17542515 1
111  46.84484653 -092.17542517 1
115  46.84485019 -092.17542518
120 Linear Feature 18
111  46.84460504 -092.17531062 20
111  46.84459524 -092.17531061 20
111  46.84459540 -092.17529709 20
113  46.84460515 -092.17529717 20
120 Linear Feature 16
112  46.84468253 -092.17521561  46.84468968 -092.17512409 1
115  46.84475235 -092.17510720
120 Linear Feature 15
111  46.84459635 -092.17568969 1
112  46.84468167 -092.17558299  46.84469588 -092.17547820
111  46.84468167 -092.17558299 1
111  46.84468208 -092.17542389 1
111  46.84468253 -092.17521561 1
116  46.84461470 -092.17510689  46.84455543 -092.17508551
120 Linear Feature 17
111  46.84475680 -092.17569009 1
116  46.84468167 -092.17558299  46.84467076 -092.17549002
120 Linear Feature 19
111  46.84467827 -092.17542388 1
111  46.84468208 -092.17542389 1
115  46.84468574 -092.17542391
120 Linear Feature 18
111  46.84444030 -092.17531034 20
111  46.84443050 -092.17531033 20
111  46.84443067 -092.17529681 20
113  46.84444041 -092.17529689 20
120 Linear Feature 16
112  46.84451788 -092.17520924  46.84452869 -092.17512080 1
115  46.84458784 -092.17510683
120 Linear Feature 15
111  46.84443416 -092.17568924 1
112  46.84451694 -092.17558270  46.84453161 -092.17548227
111  46.84451694 -092.17558270 1
111  46.84451734 -092.17542361 1
111  46.84451788 -092.17520924 1
116  46.84444901 -092.17510651  46.84438876 -092.17508513
120 Linear Feature 17
111  46.84459125 -092.17568968 1
116  46.84451694 -092.17558270  46.84450625 -092.17548874
120 Linear Feature 19
111  46.84451354 -092.17542359 1
111  46.84451734 -092.17542361 1
115  46.84452101 -092.17542363
120 Linear Feature 18
111  46.84427610 -092.17531033 20
111  46.84426630 -092.17531031 20
111  46.84426646 -092.17529679 20
113  46.84427621 -092.17529687 20
120 Linear Feature 16
112  46.84435333 -092.17521249  46.84435973 -092.17512445 1
115  46.84442376 -092.17510645
120 Linear Feature 15
111  46.84427268 -092.17568842 1
112  46.84435274 -092.17558269  46.84436786 -092.17548488
111  46.84435274 -092.17558269 1
111  46.84435314 -092.17542360 1
111  46.84435333 -092.17521249 1
116  46.84428515 -092.17510613  46.84422466 -092.17508619
120 Linear Feature 17
111  46.84442777 -092.17568921 1
116  46.84435274 -092.17558269  46.84434205 -092.17548872
120 Linear Feature 19
111  46.84434933 -092.17542358 1
111  46.84435314 -092.17542360 1
115  46.84435680 -092.17542361
120 Linear Feature 18
111  46.84411286 -092.17530978 20
111  46.84410306 -092.17530977 20
111  46.84410323 -092.17529625 20
113  46.84411297 -092.17529633 20
120 Linear Feature 16
112  46.84419044 -092.17520868  46.84420018 -092.17512258 1
115  46.84425898 -092.17510607
120 Linear Feature 15
111  46.84410922 -092.17568759 1
112  46.84418902 -092.17557408  46.84420028 -092.17546653
111  46.84418902 -092.17557408 1
111  46.84418990 -092.17542305 1
111  46.84419044 -092.17520868 1
116  46.84412245 -092.17510576  46.84406196 -092.17508581
120 Linear Feature 17
111  46.84426213 -092.17568836 1
116  46.84418902 -092.17557408  46.84418462 -092.17547494
120 Linear Feature 19
111  46.84418610 -092.17542303 1
111  46.84418990 -092.17542305 1
115  46.84419357 -092.17542307
120 Linear Feature 18
111  46.84394816 -092.17530899 20
111  46.84393836 -092.17530898 20
111  46.84393853 -092.17529546 20
113  46.84394827 -092.17529554 20
120 Linear Feature 16
112  46.84402574 -092.17520789  46.84403824 -092.17512234 1
115  46.84409535 -092.17510570
120 Linear Feature 15
111  46.84393769 -092.17568671 1
112  46.84402480 -092.17558135  46.84403664 -092.17547345
111  46.84402480 -092.17558135 1
111  46.84402521 -092.17542226 1
111  46.84402574 -092.17520789 1
116  46.84395822 -092.17510538  46.84389772 -092.17508544
120 Linear Feature 17
111  46.84409932 -092.17568753 1
116  46.84402480 -092.17558135  46.84401412 -092.17548739
120 Linear Feature 19
111  46.84402140 -092.17542224 1
111  46.84402521 -092.17542226 1
115  46.84402887 -092.17542228
120 Linear Feature 21
112  46.84090304 -092.18010583  46.84105316 -092.18010707 51
115  46.84116616 -092.18022245
120 Linear Feature 5
111  46.84599341 -092.17542813 1
111  46.84599826 -092.17542822 1
115  46.84600234 -092.17542829
120 Linear Feature 4
112  46.84615896 -092.17571563  46.84622651 -092.17569459 1
115  46.84622812 -092.17560754
120 Linear Feature 3
112  46.84599867 -092.17522215  46.84600443 -092.17512674 1
115  46.84607027 -092.17511022
120 Linear Feature 2
112  46.84592276 -092.17571624  46.84598952 -092.17570340 1
115  46.84599791 -092.17560869
120 Linear Feature 1
111  46.84593002 -092.17510990 1
112  46.84599867 -092.17522215  46.84600629 -092.17531374
111  46.84599867 -092.17522215 1
111  46.84599826 -092.17542822 1
111  46.84599791 -092.17560869
112  46.84599791 -092.17560869  46.84600766 -092.17570642 1
115  46.84607225 -092.17571612
120 Linear Feature 7
111  46.84487669 -092.17593702 20
111  46.84487655 -092.17592396 20
111  46.84486743 -092.17592389 20
113  46.84486738 -092.17593743 20
120 Linear Feature 7
111  46.84504125 -092.17618905 20
111  46.84504111 -092.17617599 20
111  46.84503199 -092.17617592 20
113  46.84503194 -092.17618946 20
120 Linear Feature 7
111  46.84487686 -092.17605496 20
111  46.84487671 -092.17604190 20
111  46.84486759 -092.17604183 20
113  46.84486755 -092.17605537 20
120 Linear Feature 7
111  46.84463248 -092.17612229 20
111  46.84463234 -092.17610923 20
111  46.84462322 -092.17610916 20
113  46.84462317 -092.17612270 20
120 Linear Feature 7
111  46.84479687 -092.17625976 20
111  46.84479673 -092.17624671 20
111  46.84478761 -092.17624664 20
113  46.84478756 -092.17626018 20
120 Linear Feature 6
111  46.84495871 -092.17606214 1
111  46.84495436 -092.17606212 1
115  46.84495008 -092.17606209
120 Linear Feature 6
111  46.84495860 -092.17616858 1
111  46.84495441 -092.17616854 1
115  46.84494997 -092.17616853
120 Linear Feature 12
111  46.84490639 -092.17510756 1
112  46.84497159 -092.17497900  46.84497243 -092.17486864
111  46.84497159 -092.17497900 1
111  46.84497195 -092.17478344 1
112  46.84501776 -092.17465191  46.84506398 -092.17460636
111  46.84501776 -092.17465191 1
115  46.84535110 -092.17433951
120 Linear Feature 11
111  46.84663487 -092.17483858 1
112  46.84678160 -092.17458439  46.84681290 -092.17443341
111  46.84678160 -092.17458439 1
111  46.84687038 -092.17419626 1
112  46.84698224 -092.17399379  46.84706328 -092.17390653
111  46.84698224 -092.17399379 1
111  46.84714989 -092.17384359 1
111  46.84748091 -092.17354703 1
112  46.84751291 -092.17340001  46.84748834 -092.17331232
111  46.84751291 -092.17340001 1
115  46.84744455 -092.17323309
120 Linear Feature 10
112  46.84641459 -092.17503485  46.84647087 -092.17498168 1
111  46.84647067 -092.17490276 1
115  46.84647154 -092.17441688
120 Linear Feature 29
111  46.83907951 -092.17934773 20
111  46.83898828 -092.17935223 20
111  46.83886236 -092.17915806 20
111  46.83880124 -092.17915930 20
111  46.83879820 -092.17904000 20
111  46.83885440 -092.17903951 20
111  46.83897423 -092.17882652 20
115  46.83906774 -092.17882108
120 Linear Feature 28
111  46.83885667 -092.17910253 51
115  46.83885648 -092.17909069
120 Linear Feature 28
111  46.83885145 -092.17910277 51
111  46.83885137 -092.17909679 51
115  46.83885129 -092.17909092
120 Linear Feature 27
111  46.83885137 -092.17909679 51
115  46.83923378 -092.17907516
120 Linear Feature 26
111  46.83886857 -092.17975760 51
111  46.83886847 -092.17975302 51
115  46.83886837 -092.17974782
120 Linear Feature 25
111  46.83886847 -092.17975302 51
115  46.83925270 -092.17973004
120 Linear Feature 24
111  46.83907274 -092.17947815 20
111  46.83899791 -092.17948088 20
111  46.83890045 -092.17969541 20
111  46.83881975 -092.17969541 20
111  46.83882194 -092.17981231 20
111  46.83890188 -092.17980927 20
111  46.83900885 -092.18000636 20
115  46.83909030 -092.18000048
120 Linear Feature 23
111  46.83913321 -092.18057807 20
111  46.83899545 -092.18058608 20
111  46.83889890 -092.18040712 20
111  46.83882463 -092.18041000 20
111  46.83882316 -092.18030201 20
111  46.83889704 -092.18029944 20
111  46.83900280 -092.18008640 20
115  46.83911830 -092.18008126
120 Linear Feature 22
111  46.83879165 -092.18122408 20
111  46.83882918 -092.18119684 20
115  46.83889211 -092.18089436
120 Linear Feature 21
111  46.83882647 -092.18132929 20
111  46.83886512 -092.18130137 20
115  46.83906611 -092.18141440
120 Linear Feature 20
111  46.83876085 -092.18137815 20
115  46.83872532 -092.18126991
120 Linear Feature 19
111  46.83918723 -092.18132476 20
111  46.83906611 -092.18141440 20
111  46.83902881 -092.18144201 20
111  46.83882647 -092.18132929 20
111  46.83876085 -092.18137815 20
111  46.83872358 -092.18140590 20
111  46.83868717 -092.18129626 20
111  46.83872532 -092.18126991 20
111  46.83879165 -092.18122408 20
111  46.83885438 -092.18092131 20
111  46.83889211 -092.18089436 20
115  46.83899823 -092.18081854
120 Linear Feature 18
111  46.83887701 -092.18123293 51
115  46.83887458 -092.18122561
120 Linear Feature 18
111  46.83887079 -092.18123745 51
115  46.83886836 -092.18123014
120 Linear Feature 18
111  46.83886387 -092.18124241 51
115  46.83886144 -092.18123510
120 Linear Feature 18
111  46.83886078 -092.18124460 51
115  46.83885835 -092.18123729
120 Linear Feature 18
111  46.83881669 -092.18127614 51
111  46.83881549 -092.18127253 51
115  46.83881426 -092.18126883
120 Linear Feature 17
111  46.83881549 -092.18127253 51
115  46.83928881 -092.18093308
120 Linear Feature 37
111  46.83849359 -092.20106892 1
116  46.83857215 -092.20095280  46.83858683 -092.20085545
120 Linear Feature 35
112  46.83852457 -092.20129987  46.83856723 -092.20129244 1
115  46.83857955 -092.20122364
120 Linear Feature 36
112  46.83857816 -092.20117290  46.83855642 -092.20107667 1
111  46.83849359 -092.20106892 1
115  46.83769311 -092.20111399
120 Linear Feature 34
111  46.83856817 -092.20080683 1
111  46.83857215 -092.20095280 1
111  46.83857816 -092.20117290 1
111  46.83857955 -092.20122364 1
111  46.83858421 -092.20139428
112  46.83858421 -092.20139428  46.83857927 -092.20148235 1
115  46.83852846 -092.20149086
120 Linear Feature 11
112  46.84714989 -092.17384359  46.84718048 -092.17376458 1
111  46.84715074 -092.17368187 1
115  46.84711689 -092.17360155
120 Linear Feature 18
111  46.83892097 -092.20238310 1
111  46.83893286 -092.20235338 1
115  46.83894555 -092.20232169
120 Linear Feature 17
111  46.83893286 -092.20235338 1
115  46.83889510 -092.20231851
120 Linear Feature 17
111  46.83892541 -092.20256675 1
115  46.83889113 -092.20252581
120 Linear Feature 16
111  46.83890992 -092.20259544 1
111  46.83892541 -092.20256675 1
115  46.83894016 -092.20253942
120 Linear Feature 19
111  46.83815305 -092.19660636 1
115  46.83833397 -092.19658993
120 Linear Feature 19
111  46.83816075 -092.19688613 1
115  46.83834154 -092.19686908
120 Linear Feature 22
111  46.83890473 -092.20345464 1
111  46.83891425 -092.20345419 1
111  46.83890936 -092.20327642 1
115  46.83890003 -092.20327713
120 Linear Feature 22
111  46.83892091 -092.20406540 1
111  46.83892993 -092.20406502 1
111  46.83892236 -092.20374768 1
115  46.83891250 -092.20374789
120 Linear Feature 24
111  46.83907653 -092.19369211 1
115  46.83907580 -092.19364397
120 Linear Feature 23
111  46.83925155 -092.19371606 1
115  46.83924967 -092.19363482
120 Linear Feature 23
111  46.83893950 -092.19373917 1
115  46.83893667 -092.19365128
120 Linear Feature 23
111  46.83909258 -092.19372792 1
115  46.83908990 -092.19364323
120 Linear Feature 11
111  46.84398165 -092.17618408 20
111  46.84398249 -092.17600547 20
111  46.84420744 -092.17600572 20
115  46.84420707 -092.17618218
120 Linear Feature 8
