I
1050 Generated by WorldEditor 1.7.1r2

1   3877 1 0 KHLN Helena Rgnl
112  46.60697520 -111.96916406  46.60696139 -111.96910185 1
115  46.60691074 -111.96909145
120 Linear Feature 14
112  46.60766725 -111.97243362  46.60770263 -111.97239523 1
111  46.60769701 -111.97232811 1
111  46.60767194 -111.97216671 1
111  46.60758856 -111.97163000
112  46.60758856 -111.97163000  46.60757129 -111.97157764 1
111  46.60753242 -111.97158152
112  46.60753242 -111.97158152  46.60757379 -111.97155063 1
111  46.60756702 -111.97149460 1
111  46.60754335 -111.97134283 1
111  46.60745397 -111.97076973
112  46.60745397 -111.97076973  46.60744232 -111.97072386 1
111  46.60739618 -111.97072883
112  46.60739618 -111.97072883  46.60743460 -111.97069741 1
111  46.60743418 -111.97064279 1
111  46.60741009 -111.97048834 1
111  46.60731998 -111.96991055
112  46.60731998 -111.96991055  46.60730746 -111.96986970 1
111  46.60726752 -111.96987168
112  46.60726752 -111.96987168  46.60730076 -111.96984969 1
111  46.60730194 -111.96979484 1
111  46.60727723 -111.96963641 1
111  46.60719155 -111.96908707
112  46.60719155 -111.96908707  46.60717774 -111.96902486 1
115  46.60712571 -111.96901948
120 Linear Feature 22
112  46.60619296 -111.99270163  46.60620145 -111.99269272 1
112  46.60621496 -111.99267718  46.60622229 -111.99266913
111  46.60621496 -111.99267718
112  46.60621496 -111.99267718  46.60629497 -111.99258929 1
115  46.60630992 -111.99255099
120 Linear Feature 21
112  46.60322980 -111.99358716  46.60326859 -111.99375327 1
115  46.60339551 -111.99376388
120 Linear Feature 20
112  46.60322588 -111.99400195  46.60325026 -111.99380751 1
111  46.60339551 -111.99376388 1
111  46.60343339 -111.99375188 1
111  46.60576811 -111.99286616 57
111  46.60619296 -111.99270163 57
111  46.60621769 -111.99269435 1
111  46.60702854 -111.99238412
112  46.60702854 -111.99238412  46.60716130 -111.99229218 1
111  46.60720409 -111.99214167 1
115  46.60729275 -111.99184822
120 Linear Feature 14
112  46.60786960 -111.97236904  46.60791491 -111.97233818 1
111  46.60790989 -111.97226289 1
111  46.60788345 -111.97209271 1
111  46.60780144 -111.97156478
112  46.60780144 -111.97156478  46.60778417 -111.97151241 1
111  46.60774222 -111.97151139
112  46.60774222 -111.97151139  46.60778359 -111.97148050 1
111  46.60777990 -111.97142937 1
111  46.60775540 -111.97127232 1
111  46.60766685 -111.97070450
112  46.60766685 -111.97070450  46.60765519 -111.97065863 1
111  46.60760814 -111.97065782
112  46.60760814 -111.97065782  46.60764656 -111.97062640 1
111  46.60764705 -111.97057756 1
111  46.60762138 -111.97041297 1
111  46.60753285 -111.96984532
112  46.60753285 -111.96984532  46.60752033 -111.96980447 1
111  46.60748160 -111.96980328
112  46.60748160 -111.96980328  46.60751484 -111.96978128 1
111  46.60751481 -111.96972961 1
111  46.60749059 -111.96957432 1
111  46.60740443 -111.96902183
112  46.60740443 -111.96902183  46.60739061 -111.96895963 1
115  46.60734397 -111.96894832
120 Linear Feature 19
112  46.60566593 -111.99715426  46.60558823 -111.99725982 1
115  46.60548984 -111.99724096
120 Linear Feature 18
112  46.60588816 -111.99738951  46.60577989 -111.99732240 1
115  46.60575088 -111.99718743
120 Linear Feature 14
112  46.60810962 -111.97228706  46.60814500 -111.97224866 1
111  46.60813833 -111.97218844 1
111  46.60811460 -111.97203564 1
111  46.60802988 -111.97149032
112  46.60802988 -111.97149032  46.60801262 -111.97143796 1
111  46.60797325 -111.97143901
112  46.60797325 -111.97143901  46.60801462 -111.97140811 1
111  46.60800834 -111.97135492 1
111  46.60798571 -111.97120981 1
111  46.60789529 -111.97063004
112  46.60789529 -111.97063004  46.60788364 -111.97058417 1
111  46.60784052 -111.97058190
112  46.60784052 -111.97058190  46.60787894 -111.97055048 1
111  46.60787550 -111.97050310 1
111  46.60784876 -111.97033163 1
111  46.60776130 -111.96977085
112  46.60776130 -111.96977085  46.60774878 -111.96973001 1
111  46.60771492 -111.96972601
112  46.60771492 -111.96972601  46.60774816 -111.96970401 1
111  46.60774326 -111.96965515 1
111  46.60772119 -111.96951367 1
111  46.60763288 -111.96894737
112  46.60763288 -111.96894737  46.60761906 -111.96888516 1
115  46.60756795 -111.96887389
120 Linear Feature 16
111  46.60815357 -111.99738378 1
111  46.60804522 -111.99781175
112  46.60804522 -111.99781175  46.60791903 -111.99810764 1
111  46.60772975 -111.99807039 57
111  46.60732155 -111.99792787 1
111  46.60709925 -111.99784570 1
111  46.60657560 -111.99764587 57
111  46.60616326 -111.99749205 1
111  46.60588816 -111.99738951 1
111  46.60548984 -111.99724096 1
111  46.60512101 -111.99710298 57
111  46.60471229 -111.99694916 1
111  46.60336318 -111.99643795
112  46.60336318 -111.99643795  46.60320964 -111.99634114 1
111  46.60320634 -111.99609165 1
111  46.60322588 -111.99400195 1
111  46.60322980 -111.99358716 1
111  46.60338905 -111.98838761 1
111  46.60340583 -111.98785922 1
111  46.60342572 -111.98718517 1
111  46.60343318 -111.98690197 1
111  46.60345561 -111.98617585 1
111  46.60347356 -111.98567069 1
111  46.60347729 -111.98551959 1
111  46.60348910 -111.98512420 1
111  46.60349345 -111.98500206 1
111  46.60350464 -111.98458858 1
111  46.60350837 -111.98447729 1
111  46.60352080 -111.98407557 1
111  46.60355291 -111.98310658 1
111  46.60355291 -111.98310658 1
111  46.60357909 -111.98221130 1
111  46.60359153 -111.98182496 57
111  46.60360382 -111.98142452 1
111  46.60361869 -111.98098482 1
111  46.60363940 -111.98027937 1
111  46.60365267 -111.97986137 57
111  46.60366303 -111.97931662
112  46.60366303 -111.97931662  46.60365758 -111.97906189 1
111  46.60362876 -111.97876931 1
111  46.60356915 -111.97801823 1
111  46.60352067 -111.97740153 1
111  46.60349157 -111.97706604 1
111  46.60340355 -111.97596294 1
111  46.60325332 -111.97409794 1
111  46.60321214 -111.97357810 1
111  46.60299650 -111.97094085 1
111  46.60299161 -111.97090075 1
111  46.60295610 -111.97066964 1
111  46.60283715 -111.96989553 1
111  46.60193157 -111.96409948
112  46.60193157 -111.96409948  46.60191912 -111.96395910 1
112  46.60194280 -111.96373414  46.60196062 -111.96363018
111  46.60194280 -111.96373414
112  46.60194280 -111.96373414  46.60198512 -111.96348725 57
112  46.60218702 -111.96325074  46.60227917 -111.96316498
111  46.60218702 -111.96325074
112  46.60218702 -111.96325074  46.60226505 -111.96317812 1
111  46.60233109 -111.96315304 1
111  46.60256544 -111.96307070
112  46.60256544 -111.96307070  46.60274160 -111.96303162 1
115  46.60282963 -111.96310870
120 Linear Feature 10
112  46.60667212 -111.97006603  46.60663075 -111.97006080 1
115  46.60660884 -111.97001205
120 Linear Feature 26
112  46.60778873 -111.97566279  46.60777987 -111.97553516 1
115  46.60781446 -111.97546162
120 Linear Feature 11
112  46.60794701 -111.96965202  46.60798838 -111.96965464 1
115  46.60801258 -111.96970067
120 Linear Feature 13
112  46.60697316 -111.96861827  46.60692809 -111.96864089 1
115  46.60692900 -111.96872554
120 Linear Feature 12
112  46.60685940 -111.96865627  46.60691431 -111.96866004 1
111  46.60692900 -111.96872554 1
111  46.60696992 -111.96898945
112  46.60696992 -111.96898945  46.60697044 -111.96905203 1
115  46.60692997 -111.96908526
120 Linear Feature 9
112  46.60663430 -111.97016255  46.60663502 -111.97009919 1
111  46.60667212 -111.97006603 1
111  46.60681249 -111.97002261 1
111  46.60704821 -111.96994660 1
111  46.60726752 -111.96987168 1
111  46.60748160 -111.96980328 1
111  46.60771492 -111.96972601 1
111  46.60794701 -111.96965202
112  46.60794701 -111.96965202  46.60798701 -111.96962376 1
115  46.60799031 -111.96956419
120 Linear Feature 8
112  46.60807939 -111.97050126  46.60812400 -111.97050492 1
115  46.60814727 -111.97056111
120 Linear Feature 7
112  46.60674019 -111.97085051  46.60675674 -111.97090864 1
115  46.60679398 -111.97092676
120 Linear Feature 6
112  46.60676747 -111.97102113  46.60676963 -111.97095358 1
111  46.60679398 -111.97092676 1
111  46.60694378 -111.97087712 1
111  46.60717948 -111.97079858 1
111  46.60739618 -111.97072883 1
111  46.60760814 -111.97065782 1
111  46.60784052 -111.97058190 1
111  46.60807939 -111.97050126
112  46.60807939 -111.97050126  46.60812290 -111.97046582 1
115  46.60812224 -111.97040841
120 Linear Feature 5
111  46.60693087 -111.97177788
112  46.60693087 -111.97177788  46.60689850 -111.97177108 1
111  46.60687630 -111.97172666
112  46.60687630 -111.97172666  46.60686875 -111.97177431 1
111  46.60683963 -111.97180946
112  46.60683963 -111.97180946  46.60687057 -111.97181679 1
111  46.60689565 -111.97186062
114  46.60689565 -111.97186062  46.60690465 -111.97181140 1
120 Linear Feature 4
112  46.60643896 -111.96924675  46.60647307 -111.96920716 1
111  46.60647505 -111.96915799
112  46.60647505 -111.96915799  46.60649664 -111.96920638 1
111  46.60653283 -111.96921417
112  46.60653283 -111.96921417  46.60650520 -111.96924496 1
111  46.60649695 -111.96929739
112  46.60649695 -111.96929739  46.60646716 -111.96924964 1
115  46.60643896 -111.96924675
120 Linear Feature 3
111  46.60688516 -111.97179376 1
111  46.60687630 -111.97172666 1
111  46.60676747 -111.97102113 1
111  46.60674019 -111.97085051 1
111  46.60663430 -111.97016255 1
111  46.60660884 -111.97001205 1
111  46.60649695 -111.96929739 1
111  46.60648633 -111.96922957 1
111  46.60647505 -111.96915799 1
111  46.60643794 -111.96891596
112  46.60643794 -111.96891596  46.60642054 -111.96880829 1
111  46.60648021 -111.96878114 1
111  46.60685940 -111.96865627 1
111  46.60697316 -111.96861827 1
111  46.60726967 -111.96852236
112  46.60726967 -111.96852236  46.60733173 -111.96850403 1
111  46.60735173 -111.96857936 1
111  46.60739213 -111.96883000
112  46.60739213 -111.96883000  46.60739897 -111.96889877 1
115  46.60736650 -111.96893992
120 Linear Feature 2
111  46.60688516 -111.97179376 1
111  46.60689565 -111.97186062 1
111  46.60700606 -111.97256388
112  46.60700606 -111.97256388  46.60702730 -111.97264154 1
111  46.60708072 -111.97262783 1
111  46.60721589 -111.97258434 1
111  46.60745351 -111.97250388 1
111  46.60766725 -111.97243362 1
111  46.60786960 -111.97236904 1
111  46.60810962 -111.97228706 1
111  46.60834628 -111.97221164
112  46.60834628 -111.97221164  46.60839829 -111.97217891 1
111  46.60838599 -111.97209371 1
111  46.60836233 -111.97194351 1
111  46.60827807 -111.97140878 1
111  46.60825530 -111.97126602 1
111  46.60814727 -111.97056111 1
111  46.60812224 -111.97040841 1
111  46.60801258 -111.96970067 1
111  46.60799031 -111.96956419 1
111  46.60788437 -111.96887263
112  46.60788437 -111.96887263  46.60786538 -111.96878592 1
111  46.60780753 -111.96879723 1
111  46.60756795 -111.96887389 1
111  46.60736650 -111.96893992 1
111  46.60734397 -111.96894832 1
111  46.60712571 -111.96901948 1
111  46.60692997 -111.96908526 1
111  46.60691074 -111.96909145 1
111  46.60667349 -111.96916756 1
111  46.60653283 -111.96921417 1
111  46.60648633 -111.96922957 1
111  46.60643896 -111.96924675 1
115  46.60595213 -111.96940300
120 Linear Feature 1
111  46.60635440 -111.97197003 1
111  46.60683963 -111.97180946 1
111  46.60688516 -111.97179376 1
111  46.60693087 -111.97177788 1
111  46.60708226 -111.97172856 1
111  46.60731071 -111.97165315 1
111  46.60753242 -111.97158152 1
111  46.60774222 -111.97151139 1
111  46.60797325 -111.97143901 1
111  46.60821102 -111.97135757
112  46.60821102 -111.97135757  46.60825419 -111.97133558 1
115  46.60825530 -111.97126602
120 Linear Feature 25
112  46.60789593 -111.97635100  46.60797564 -111.97662065 1
115  46.60815641 -111.97660676
120 Linear Feature 24
112  46.60772744 -111.97674627  46.60791785 -111.97662380 1
111  46.60789593 -111.97635100 1
111  46.60782869 -111.97591930 1
111  46.60778873 -111.97566279
112  46.60778873 -111.97566279  46.60775926 -111.97554902 1
115  46.60770853 -111.97549641
120 Linear Feature 20
112  46.60602232 -111.96958490  46.60603757 -111.96953214 102
111  46.60610189 -111.96948164 102
111  46.60631793 -111.96941119
112  46.60631793 -111.96941119  46.60640588 -111.96939507 102
111  46.60645033 -111.96953138 102
111  46.60676389 -111.97155183
112  46.60676389 -111.97155183  46.60677498 -111.97168706 102
111  46.60668167 -111.97174144 102
111  46.60646350 -111.97181138
112  46.60646350 -111.97181138  46.60640755 -111.97181076 102
115  46.60635856 -111.97177783
120 Linear Feature 21
112  46.60641974 -111.97214473  46.60643220 -111.97210536 102
111  46.60650359 -111.97204230 102
111  46.60671629 -111.97197217
112  46.60671629 -111.97197217  46.60680793 -111.97195516 102
111  46.60685006 -111.97209079 102
111  46.60695410 -111.97279130 102
115  46.60730138 -111.97268008
120 Linear Feature 23
111  46.60721236 -111.97691636 1
111  46.60772744 -111.97674627 1
111  46.60815641 -111.97660676 1
111  46.60822560 -111.97658140
112  46.60822560 -111.97658140  46.60845241 -111.97645625 1
111  46.60839781 -111.97613527 1
111  46.60830810 -111.97556549 1
111  46.60829633 -111.97549069
112  46.60829633 -111.97549069  46.60827685 -111.97539744 1
115  46.60821664 -111.97532957
120 Linear Feature 19
112  46.60597259 -111.96921736  46.60600358 -111.96924648 102
111  46.60606555 -111.96925016 102
111  46.60628183 -111.96917928
112  46.60628183 -111.96917928  46.60638023 -111.96912946 102
111  46.60636486 -111.96898756 102
111  46.60631083 -111.96864079 102
115  46.60726749 -111.96831763
120 Linear Feature 22
111  46.60782558 -111.97250847 102
111  46.60805068 -111.97243059 102
111  46.60812755 -111.97290954 102
115  46.60865622 -111.97273663
120 Linear Feature 7
112  46.60922487 -111.99113637  46.60921722 -111.99183190 1
116  46.60861971 -111.99173800  46.60845264 -111.99161176
120 Linear Feature 18
112  46.60467218 -111.96982824  46.60410995 -111.97006630 1
111  46.60423975 -111.97077228 1
115  46.60436152 -111.97155349
120 Linear Feature 9
111  46.60842220 -111.98071167 1
111  46.60786072 -111.98070163
112  46.60786072 -111.98070163  46.60763193 -111.98068874 1
111  46.60755438 -111.98039340 1
111  46.60752486 -111.98020326 1
111  46.60747789 -111.97989816 57
111  46.60738308 -111.97929699 1
111  46.60689248 -111.97612351 1
111  46.60669620 -111.97486781 1
111  46.60664862 -111.97455699 1
111  46.60646113 -111.97335840 1
111  46.60593734 -111.96999588 1
111  46.60576950 -111.96890184 1
111  46.60535273 -111.96623380 1
111  46.60484058 -111.96295518
112  46.60484058 -111.96295518  46.60473498 -111.96239831 1
111  46.60438045 -111.96248086 1
111  46.60419472 -111.96253905 57
111  46.60378369 -111.96267248 1
111  46.60353403 -111.96275369
112  46.60353403 -111.96275369  46.60335868 -111.96282975 1
115  46.60324974 -111.96307724
120 Linear Feature 17
112  46.60576950 -111.96890184  46.60581286 -111.96941046 1
115  46.60553484 -111.96955848
120 Linear Feature 16
112  46.60593734 -111.96999588  46.60584858 -111.96960832 1
112  46.60553484 -111.96955848  46.60544209 -111.96955626
111  46.60553484 -111.96955848
112  46.60553484 -111.96955848  46.60550875 -111.96955786 1
111  46.60549281 -111.96956082 1
111  46.60530237 -111.96962198 57
111  46.60488901 -111.96975719 1
111  46.60467218 -111.96982824
112  46.60467218 -111.96982824  46.60412890 -111.96997525 1
111  46.60400755 -111.96925399 1
115  46.60388315 -111.96845333
120 Linear Feature 15
112  46.60646113 -111.97335840  46.60663839 -111.97390787 1
115  46.60698552 -111.97381427
120 Linear Feature 14
112  46.60664862 -111.97455699  46.60663077 -111.97396854 1
111  46.60698552 -111.97381427 1
115  46.60711670 -111.97377120
120 Linear Feature 13
112  46.60669620 -111.97486781  46.60685384 -111.97540924 1
115  46.60722171 -111.97533067
120 Linear Feature 12
112  46.60689248 -111.97612351  46.60683860 -111.97550366 1
111  46.60722171 -111.97533067 1
115  46.60735109 -111.97528423
120 Linear Feature 8
112  46.60769702 -111.98130113  46.60768002 -111.98080919 1
111  46.60797890 -111.98074102 1
115  46.60858777 -111.98074639
120 Linear Feature 6
112  46.60945573 -111.99263178  46.60942810 -111.99250338 1
111  46.60932316 -111.99238974 1
111  46.60861971 -111.99173800 1
111  46.60859104 -111.99171115 57
111  46.60833182 -111.99147199 1
111  46.60742062 -111.99063234
112  46.60742062 -111.99063234  46.60732068 -111.99049992 1
111  46.60729704 -111.99038618 1
115  46.60715969 -111.98952825
120 Linear Feature 11
112  46.60752486 -111.98020326  46.60747751 -111.98070369 1
111  46.60717062 -111.98069334 1
115  46.60659665 -111.98068469
120 Linear Feature 5
112  46.60868714 -111.98765457  46.60866008 -111.98739405 1
111  46.60873479 -111.98716552 1
115  46.60896899 -111.98639052
120 Linear Feature 4
112  46.60849557 -111.98642732  46.60861673 -111.98679705 1
112  46.60891951 -111.98647997  46.60897371 -111.98630516
111  46.60891951 -111.98647997 1
115  46.60914779 -111.98572813
120 Linear Feature 2
112  46.60879824 -111.98839733  46.60869349 -111.98807589 1
112  46.60837187 -111.98836662  46.60830218 -111.98859258
111  46.60837187 -111.98836662 1
115  46.60816146 -111.98905453
120 Linear Feature 3
111  46.60833176 -111.98841943 1
111  46.60858060 -111.98759136
112  46.60858060 -111.98759136  46.60864120 -111.98738554 1
115  46.60861293 -111.98720958
120 Linear Feature 1
112  46.60858478 -111.99743247  46.60870594 -111.99745485 1
111  46.60881721 -111.99742150 1
111  46.60908354 -111.99733541 57
111  46.60949536 -111.99719392 1
111  46.60976860 -111.99709349
112  46.60976860 -111.99709349  46.61010780 -111.99691043 1
111  46.61004578 -111.99645463 1
111  46.60945573 -111.99263178 1
111  46.60922487 -111.99113637 1
111  46.60897196 -111.98951006 57
111  46.60887941 -111.98890979 1
111  46.60879824 -111.98839733 1
111  46.60868714 -111.98765457 1
111  46.60861293 -111.98720958 1
111  46.60849557 -111.98642732 1
111  46.60841446 -111.98592546 57
111  46.60832074 -111.98532622 1
111  46.60782613 -111.98213176 57
111  46.60773262 -111.98153403 1
111  46.60769702 -111.98130113 1
111  46.60766808 -111.98111494
112  46.60766808 -111.98111494  46.60760176 -111.98071768 1
111  46.60734024 -111.98072808 1
115  46.60678869 -111.98071927
120 Linear Feature 1
111  46.60274272 -111.99705894 1
115  46.60274323 -111.99714289
120 Linear Feature 1
111  46.60274081 -111.99739992 1
115  46.60274132 -111.99748387
120 Linear Feature 1
111  46.60286722 -111.99705988 1
115  46.60286772 -111.99714383
120 Linear Feature 1
111  46.60286274 -111.99773811 1
115  46.60286324 -111.99782206
120 Linear Feature 1
111  46.60286531 -111.99740086 1
115  46.60286581 -111.99748481
120 Linear Feature 1
111  46.60299014 -111.99706259 1
115  46.60299065 -111.99714654
120 Linear Feature 1
111  46.60298566 -111.99774082 1
115  46.60298617 -111.99782477
120 Linear Feature 1
111  46.60298823 -111.99740357 1
115  46.60298874 -111.99748752
120 Linear Feature 1
111  46.60311493 -111.99706530 1
115  46.60311544 -111.99714925
120 Linear Feature 1
111  46.60311045 -111.99774353 1
115  46.60311096 -111.99782748
120 Linear Feature 1
111  46.60311302 -111.99740628 1
115  46.60311353 -111.99749024
120 Linear Feature 1
111  46.60323786 -111.99706665 1
115  46.60323837 -111.99715061
120 Linear Feature 1
111  46.60323338 -111.99774488 1
115  46.60323389 -111.99782884
120 Linear Feature 1
111  46.60323595 -111.99740764 1
115  46.60323646 -111.99749159
120 Linear Feature 1
111  46.60336079 -111.99707004 1
115  46.60336129 -111.99715400
120 Linear Feature 1
111  46.60335631 -111.99774827 1
115  46.60335681 -111.99783223
120 Linear Feature 1
111  46.60335888 -111.99741102 1
115  46.60335938 -111.99749498
120 Linear Feature 1
111  46.60291423 -111.99672771 1
115  46.60291474 -111.99681166
120 Linear Feature 1
111  46.60348557 -111.99707275 1
115  46.60348608 -111.99715671
120 Linear Feature 1
111  46.60348109 -111.99775098 1
115  46.60348160 -111.99783494
120 Linear Feature 1
111  46.60348367 -111.99741373 1
115  46.60348417 -111.99749769
120 Linear Feature 1
111  46.60302365 -111.99673042 1
115  46.60302416 -111.99681437
120 Linear Feature 1
111  46.60359500 -111.99707546 1
115  46.60359550 -111.99715942
120 Linear Feature 1
111  46.60359052 -111.99775369 1
115  46.60359103 -111.99783765
120 Linear Feature 1
111  46.60359309 -111.99741645 1
115  46.60359360 -111.99750040
120 Linear Feature 1
111  46.60313168 -111.99673313 1
115  46.60313219 -111.99681708
120 Linear Feature 1
111  46.60370302 -111.99707817 1
115  46.60370353 -111.99716213
120 Linear Feature 1
111  46.60369855 -111.99775640 1
115  46.60369905 -111.99784036
120 Linear Feature 1
111  46.60370112 -111.99741916 1
115  46.60370162 -111.99750311
120 Linear Feature 1
111  46.60324390 -111.99673313 1
115  46.60324440 -111.99681708
120 Linear Feature 1
111  46.60381524 -111.99707817 1
115  46.60381575 -111.99716213
120 Linear Feature 1
111  46.60381076 -111.99775640 1
115  46.60381127 -111.99784036
120 Linear Feature 1
111  46.60381333 -111.99741916 1
115  46.60381384 -111.99750311
120 Linear Feature 1
111  46.60336636 -111.99673448 1
115  46.60336686 -111.99681844
120 Linear Feature 1
111  46.60393770 -111.99707953 1
115  46.60393821 -111.99716349
120 Linear Feature 1
111  46.60393322 -111.99775776 1
115  46.60393373 -111.99784171
120 Linear Feature 1
111  46.60393579 -111.99742051 1
115  46.60393630 -111.99750447
120 Linear Feature 31
112  46.60345561 -111.98617585  46.60342719 -111.98593363 1
111  46.60327869 -111.98590444 1
111  46.60304773 -111.98590320 1
111  46.60283656 -111.98588802 1
115  46.60229431 -111.98586394
21  46.60821035 -111.99391033 1 102.7300 3.00 09  VASI
21  46.60701702 -111.99377983 2 67.3800 3.00 05 PAPI
21  46.60974613 -111.98281935 2 246.2000 3.00 23  PAPI
21  46.60315065 -111.96623149 1 282.7500 3.00 27  VASI
14  46.60288997 -111.98309730  82.02 0 Tower Viewpoint
1300  46.60241837 -111.98513672 351.54 hangar props Hangar 62
1301 A none 
1300  46.60234919 -111.98548969  90.22 hangar props Hangar 58
1301 A none 
1300  46.60255859 -111.98729090 359.38 hangar jets|turboprops|props Hangar 31
1301 B none 
1300  46.60455138 -111.99826024 359.37 hangar props Hangar 03
1301 A none 
1300  46.60454951 -111.99846694 359.79 hangar props Hangar 02
1301 A none 
1300  46.60454723 -111.99867209 359.79 hangar props Hangar 01
1301 A none 
1300  46.60430048 -111.99867248 359.00 hangar props Hangar 04
1301 A none 
1300  46.60430276 -111.99846324   0.00 hangar props Hangar 05
1301 A none 
1300  46.60430490 -111.99826199   0.34 hangar props Hangar 06
1301 A none 
1300  46.60402830 -111.99825542   0.26 hangar props Hangar 09
1301 A none 
1300  46.60402584 -111.99845988 359.47 hangar props Hangar 08
1301 A none 
1300  46.60402438 -111.99866135   0.43 hangar props Hangar 07
1301 A none 
1300  46.60378166 -111.99824365 358.78 hangar props Hangar 12
1301 A none 
1300  46.60378032 -111.99844860   0.52 hangar props Hangar 11
1301 A none 
1300  46.60377965 -111.99865159   0.85 hangar props Hangar 10
1301 A none 
1300  46.60353206 -111.99823571 359.42 hangar props Hangar 15
1301 A none 
1300  46.60353020 -111.99844458   0.16 hangar props Hangar 14
1301 A none 
1300  46.60353019 -111.99864890 359.63 hangar props Hangar 13
1301 A none 
1300  46.60112444 -111.97069342 186.83 hangar props Hangar 96
1301 A none 
1300  46.60178663 -111.97071333 283.11 hangar props Hangar 95
1301 A none 
1300  46.60048806 -111.97518316  95.09 hangar props Hangar 94
1301 A none 
1300  46.60066842 -111.97515486  98.72 hangar props Hangar 93
1301 A none 
1300  46.60087226 -111.97512363  96.47 hangar props Hangar 92
1301 A none 
1300  46.60069005 -111.97613381  97.08 hangar props Hangar 91
1301 A none 
1300  46.60097623 -111.97607985  97.72 hangar props Hangar 90
1301 A none 
1300  46.60101331 -111.97661272 276.70 hangar props Hangar 89
1301 A none 
1300  46.60074335 -111.97699552  98.36 hangar props Hangar 88
1301 A none 
1300  46.60100172 -111.97697023  96.04 hangar props Hangar 87
1301 A none 
1300  46.60183431 -111.97461800  96.70 hangar jets|turboprops|props Hangar 86
1301 B none 
1300  46.60253324 -111.97672407   6.57 hangar jets|turboprops|props Hangar 85
1301 B none 
1300  46.60300315 -111.97889598 269.80 hangar props Hangar 82
1301 A none 
1300  46.60283552 -111.97889013 269.21 hangar props Hangar 83
1301 A none 
1300  46.60256061 -111.97921901  89.21 hangar props Hangar 81
1301 A none 
1300  46.60273830 -111.97921901  90.36 hangar props Hangar 80
1301 A none 
1300  46.60290190 -111.97921315  89.92 hangar props Hangar 79
1301 A none 
1300  46.60307959 -111.97921803  89.92 hangar props Hangar 78
1301 A none 
1300  46.60294009 -111.97818880  96.51 hangar jets|turboprops|props Hangar 84
1301 B none 
1300  46.60275772 -111.98188296 269.30 hangar props Hangar 77
1301 A none 
1300  46.60273626 -111.98213963  90.40 hangar props Hangar 74
1301 A none 
1300  46.60308157 -111.98186930 272.27 hangar props Hangar 75
1301 A none 
1300  46.60291059 -111.98184100 270.26 hangar props Hangar 76
1301 A none 
1300  46.60291797 -111.98217574  91.61 hangar props Hangar 73
1301 A none 
1300  46.60308492 -111.98216598  90.00 hangar props Hangar 72
1301 A none 
1300  46.60302123 -111.98256318 270.52 hangar props Hangar 71
1301 A none 
1300  46.60264808 -111.98398985 177.27 hangar props Hangar 70
1301 A none 
1300  46.60303613 -111.98442213  87.72 hangar props Hangar 63
1301 A none 
1300  46.60260748 -111.98437746  86.41 hangar props Hangar 69
1301 A none 
1300  46.60272200 -111.98438727  87.92 hangar props Hangar 68
1301 A none 
1300  46.60283410 -111.98439864  87.45 hangar props Hangar 67
1301 A none 
1300  46.60287896 -111.98461400 267.06 hangar props Hangar 64
1301 A none 
1300  46.60276353 -111.98460364 267.60 hangar props Hangar 65
1301 A none 
1300  46.60265358 -111.98459705 266.21 hangar props Hangar 66
1301 A none 
1300  46.60300922 -111.98543947  87.97 hangar props Hangar 53
1301 A none 
1300  46.60289467 -111.98543337  86.65 hangar props Hangar 54
1301 A none 
1300  46.60277919 -111.98542524  87.89 hangar props Hangar 55
1301 A none 
1300  46.60266418 -111.98541982  88.10 hangar props Hangar 56
1301 A none 
1300  46.60254824 -111.98541304  87.99 hangar props Hangar 57
1301 A none 
1300  46.60258820 -111.98676525 267.85 hangar props Hangar 33
1301 A none 
1300  46.60260382 -111.98624665 267.85 hangar props Hangar 41
1301 A none 
1300  46.60282960 -111.98510712 267.63 hangar props Hangar 60
1301 A none 
1300  46.60263917 -111.98510420 269.24 hangar props Hangar 61
1301 A none 
1300  46.60301935 -111.98512176 266.73 hangar props Hangar 59
1301 A none 
1300  46.60281913 -111.98577165 269.56 hangar props Hangar 48
1301 A none 
1300  46.60270037 -111.98576884 268.20 hangar props Hangar 49
1301 A none 
1300  46.60258065 -111.98576463 267.21 hangar props Hangar 50
1301 A none 
1300  46.60246478 -111.98576463 268.55 hangar props Hangar 51
1301 A none 
1300  46.60234699 -111.98575900 268.59 hangar props Hangar 52
1301 A none 
1300  46.60242213 -111.98651511  88.19 hangar props Hangar 39
1301 A none 
1300  46.60243775 -111.98599650  88.19 hangar props Hangar 47
1301 A none 
1300  46.60253799 -111.98652494  88.41 hangar props Hangar 38
1301 A none 
1300  46.60255361 -111.98600634  88.41 hangar props Hangar 46
1301 A none 
1300  46.60265289 -111.98653478  88.34 hangar props Hangar 37
1301 A none 
1300  46.60266851 -111.98601618  88.34 hangar props Hangar 45
1301 A none 
1300  46.60276779 -111.98654181  88.19 hangar props Hangar 36
1301 A none 
1300  46.60278341 -111.98602320  88.19 hangar props Hangar 44
1301 A none 
1300  46.60235840 -111.98675120 268.00 hangar props Hangar 35
1301 A none 
1300  46.60237402 -111.98623260 268.00 hangar props Hangar 43
1301 A none 
1300  46.60247137 -111.98675682 267.98 hangar props Hangar 34
1301 A none 
1300  46.60248699 -111.98623822 267.98 hangar props Hangar 42
1301 A none 
1300  46.60270213 -111.98677228 268.28 hangar props Hangar 32
1301 A none 
1300  46.60271775 -111.98625368 268.28 hangar props Hangar 40
1301 A none 
