I
1000 Generated by WorldEditor

1     30 1 0 KSRQ Sarasota Bradenton Intl
111  27.39536680 -082.55886929 1
115  27.39527766 -082.55886929
120 Linear Feature 586
111  27.39428230 -082.55763875 1
115  27.39419316 -082.55763875
120 Linear Feature 586
111  27.39517242 -082.55900461 1
115  27.39508328 -082.55900461
120 Linear Feature 586
111  27.39447277 -082.55763105 1
115  27.39438363 -082.55763105
120 Linear Feature 586
111  27.39536289 -082.55899691 1
115  27.39527375 -082.55899691
120 Linear Feature 586
111  27.39428230 -082.55776233 1
115  27.39419316 -082.55776233
120 Linear Feature 586
111  27.39517242 -082.55912819 1
115  27.39508328 -082.55912819
120 Linear Feature 586
111  27.39447277 -082.55775463 1
115  27.39438363 -082.55775463
120 Linear Feature 586
111  27.39536289 -082.55912049 1
115  27.39527375 -082.55912049
120 Linear Feature 586
111  27.39428230 -082.55787536 1
115  27.39419316 -082.55787536
120 Linear Feature 586
111  27.39517242 -082.55924122 1
115  27.39508328 -082.55924122
120 Linear Feature 586
111  27.39447277 -082.55786766 1
115  27.39438363 -082.55786766
120 Linear Feature 586
111  27.39536289 -082.55923351 1
115  27.39527375 -082.55923351
120 Linear Feature 645
111  27.40140869 -082.55120069 6
115  27.40138788 -082.55115236
120 Linear Feature 644
111  27.40142689 -082.55179434 56
115  27.40142463 -082.55162137
120 Linear Feature 643
111  27.40117551 -082.55185297 51
111  27.40137393 -082.55173956 51
115  27.40142398 -082.55170591
120 Linear Feature 642
111  27.40116920 -082.55143962 51
112  27.40122731 -082.55130352  27.40126419 -082.55125274 51
111  27.40136441 -082.55121413 51
115  27.40141724 -082.55117363
120 Linear Feature 636
111  27.40152850 -082.54950728 1
115  27.40146350 -082.54950861
120 Linear Feature 636
111  27.40152614 -082.55001050 1
115  27.40146113 -082.55001183
120 Linear Feature 636
111  27.40152850 -082.55051638 1
115  27.40146350 -082.55051771
120 Linear Feature 636
111  27.40152850 -082.54975756 1
115  27.40146350 -082.54975889
120 Linear Feature 636
111  27.40152614 -082.55026078 1
115  27.40146113 -082.55026211
120 Linear Feature 636
111  27.40152850 -082.55076666 1
115  27.40146350 -082.55076800
120 Linear Feature 636
111  27.40152850 -082.54963375 1
115  27.40146350 -082.54963508
120 Linear Feature 636
111  27.40152614 -082.55013697 1
115  27.40146113 -082.55013830
120 Linear Feature 636
111  27.40152850 -082.55064286 1
115  27.40146350 -082.55064419
120 Linear Feature 636
111  27.40152850 -082.54988403 1
115  27.40146350 -082.54988536
120 Linear Feature 636
111  27.40152614 -082.55038725 1
115  27.40146113 -082.55038858
120 Linear Feature 636
111  27.40152850 -082.55089313 1
115  27.40146350 -082.55089447
120 Linear Feature 635
111  27.40150605 -082.54955254 1
115  27.40150723 -082.54946467
120 Linear Feature 635
111  27.40150368 -082.55005576 1
115  27.40150486 -082.54996790
120 Linear Feature 635
111  27.40150605 -082.55056165 1
115  27.40150723 -082.55047378
120 Linear Feature 635
111  27.40150605 -082.54980282 1
115  27.40150723 -082.54971495
120 Linear Feature 635
111  27.40150368 -082.55030604 1
115  27.40150486 -082.55021818
120 Linear Feature 635
111  27.40150605 -082.55081193 1
115  27.40150723 -082.55072406
120 Linear Feature 635
111  27.40150605 -082.54967901 1
115  27.40150723 -082.54959115
120 Linear Feature 635
111  27.40150368 -082.55018223 1
115  27.40150486 -082.55009437
120 Linear Feature 635
111  27.40150605 -082.55068812 1
115  27.40150723 -082.55060025
120 Linear Feature 635
111  27.40150605 -082.54992929 1
115  27.40150723 -082.54984143
120 Linear Feature 635
111  27.40150368 -082.55043251 1
115  27.40150486 -082.55034465
120 Linear Feature 635
111  27.40150605 -082.55093840 1
115  27.40150723 -082.55085053
120 Linear Feature 646
111  27.40116293 -082.55111056 51
112  27.40123365 -082.55119967  27.40126643 -082.55122506 51
115  27.40136441 -082.55121413
120 Linear Feature 589
111  27.39525343 -082.55791987 1
115  27.39519938 -082.55786218
120 Linear Feature 589
111  27.39557893 -082.55827521 1
115  27.39552488 -082.55821751
120 Linear Feature 589
111  27.39541558 -082.55809557 1
115  27.39536153 -082.55803788
120 Linear Feature 589
111  27.39574108 -082.55845091 1
115  27.39568703 -082.55839321
120 Linear Feature 589
111  27.39533511 -082.55801297 1
115  27.39528106 -082.55795527
120 Linear Feature 589
111  27.39566061 -082.55836830 1
115  27.39560656 -082.55831061
120 Linear Feature 589
111  27.39549725 -082.55818867 1
115  27.39544320 -082.55813097
120 Linear Feature 589
111  27.39582276 -082.55854400 1
115  27.39576871 -082.55848631
120 Linear Feature 588
111  27.39526904 -082.55783989 1
115  27.39520178 -082.55791332
120 Linear Feature 588
111  27.39559455 -082.55819522 1
115  27.39552728 -082.55826865
120 Linear Feature 588
111  27.39543119 -082.55801559 1
115  27.39536393 -082.55808902
120 Linear Feature 588
111  27.39575669 -082.55837092 1
115  27.39568943 -082.55844435
120 Linear Feature 588
111  27.39535072 -082.55793298 1
115  27.39528346 -082.55800641
120 Linear Feature 588
111  27.39567622 -082.55828832 1
115  27.39560896 -082.55836174
120 Linear Feature 588
111  27.39551287 -082.55810868 1
115  27.39544561 -082.55818211
120 Linear Feature 588
111  27.39583837 -082.55846402 1
115  27.39577111 -082.55853744
120 Linear Feature 81
111  27.40028426 -082.55898790 51 101
112  27.40018349 -082.55880820  27.40018909 -082.55872780 51 101
111  27.40024227 -082.55868051 51 101
111  27.40029966 -082.55862218 51 101
112  27.40042561 -082.55857489  27.40048439 -082.55857647 51 101
111  27.40054038 -082.55862061 51 101
112  27.40060056 -082.55881450  27.40060196 -082.55890751 51 101
111  27.40053107 -082.55900979 51 101
114  27.40040882 -082.55904308  27.40034444 -082.55904308 51 101
120 Linear Feature 177
111  27.39808434 -082.55640092 51 101
111  27.39810913 -082.55630953 51 101
115  27.39813267 -082.55575917
120 Linear Feature 176
111  27.39826696 -082.55659848 57 105
112  27.39809786 -082.55653548  27.39805504 -082.55654309 57 105
111  27.39795361 -082.55659133 57 105
112  27.39799418 -082.55642123  27.39799418 -082.55636538 57 105
115  27.39793968 -082.55622148
120 Linear Feature 175
111  27.39780485 -082.55674365 57 105
111  27.39795361 -082.55659133 57 105
111  27.39806180 -082.55644916 57 105
115  27.39808434 -082.55640092
120 Linear Feature 174
111  27.40029966 -082.55862218 51 101
112  27.40033840 -082.55849061  27.40033980 -082.55844490 51 101
115  27.40029896 -082.55834946
120 Linear Feature 180
111  27.39826120 -082.55301483 51 101
112  27.39826303 -082.55282491  27.39825483 -082.55278568 51 101
115  27.39821368 -082.55269133
120 Linear Feature 179
111  27.39795371 -082.55583390 55
115  27.39821404 -082.55614108
120 Linear Feature 178
111  27.39817022 -082.55648704 51 101
111  27.39812491 -082.55639331 51 101
115  27.39810913 -082.55630953
120 Linear Feature 173
111  27.40054038 -082.55862061 51 101
111  27.40029896 -082.55834946 51 101
111  27.40005458 -082.55807019 51 101
111  27.39998516 -082.55800038 51 101
111  27.39986615 -082.55791380 51 101
111  27.39899341 -082.55738321 51 101
111  27.39891160 -082.55732456 51 101
111  27.39884465 -082.55726312 51 101
111  27.39826696 -082.55659848 51 101
111  27.39817022 -082.55648704 51 101
111  27.39793968 -082.55622148 51 101
115  27.39769864 -082.55595220
120 Linear Feature 80
111  27.40029652 -082.55927252 57 105
112  27.40033846 -082.55912749  27.40033641 -082.55908133 57 105
115  27.40028426 -082.55898790
120 Linear Feature 79
111  27.40015814 -082.55942753 57 105
111  27.40029652 -082.55927252 57 105
115  27.40053107 -082.55900979
120 Linear Feature 686
111  27.40141915 -082.55243288 6
115  27.40141880 -082.55236960
120 Linear Feature 685
111  27.40141162 -082.55204789 6
115  27.40141309 -082.55196394
120 Linear Feature 684
111  27.40130823 -082.55201326 51
111  27.40141391 -082.55201226 51
115  27.40131001 -082.55201226
120 Linear Feature 697
111  27.40137037 -082.55350354 6
115  27.40137037 -082.55344852
120 Linear Feature 700
111  27.40137525 -082.55427150 6
115  27.40137623 -082.55421098
120 Linear Feature 699
111  27.40137525 -082.55384901 6
115  27.40137330 -082.55378960
120 Linear Feature 698
112  27.40137232 -082.55315916  27.40136941 -082.55316368 6
115  27.40137037 -082.55309645
120 Linear Feature 701
111  27.40136970 -082.55283881 6
115  27.40136924 -082.55275720
120 Linear Feature 693
111  27.40142402 -082.55171034 51
111  27.40222177 -082.55114668 51
111  27.40226574 -082.55110187 51
111  27.40230971 -082.55103819 51
112  27.40234112 -082.55096980  27.40234112 -082.55096508 51
111  27.40235159 -082.55089904 51
111  27.40234949 -082.55079055 51
115  27.40233902 -082.55047924
120 Linear Feature 162
111  27.38851195 -082.55218086 51 101
112  27.38802039 -082.55020073  27.38800896 -082.55009780 51 101
111  27.38799958 -082.54972034 51 101
112  27.38800998 -082.54939228  27.38804379 -082.54926925 51 101
111  27.38816864 -082.54912572 51 101
115  27.38843152 -082.54886772
120 Linear Feature 160
111  27.38810364 -082.55323874 20
111  27.38797359 -082.55296633 20
111  27.38794498 -082.55288724 20
111  27.38788516 -082.55252988 20
111  27.38785135 -082.55242150 20
111  27.38760167 -082.55183274 20
111  27.38753665 -082.55178294 20
111  27.38744822 -082.55175072 20
111  27.38735979 -082.55162476 20
115  27.38732598 -082.55155739
120 Linear Feature 159
111  27.38797830 -082.55255177 20
111  27.38838279 -082.55261999 20
111  27.38812095 -082.55285107 20
112  27.38806037 -082.55285767  27.38802325 -082.55284226 20
113  27.38801934 -082.55280265 20
120 Linear Feature 158
111  27.38725979 -082.55132178 22
111  27.38745754 -082.55169458 22
111  27.38749408 -082.55171637 22
111  27.38753922 -082.55173331 22
111  27.38759511 -082.55174784 22
111  27.38762520 -082.55177205 22
111  27.38764455 -082.55179141 22
111  27.38791108 -082.55243535 22
111  27.38793043 -082.55250071 22
111  27.38799921 -082.55289046 22
111  27.38802500 -082.55296308 22
115  27.38814967 -082.55323906
120 Linear Feature 157
111  27.38797334 -082.55250026 22
111  27.38803568 -082.55252447 22
111  27.38845483 -082.55259467 22
111  27.39020021 -082.55286582 22
112  27.39030338 -082.55289487  27.39034442 -082.55292128 22
111  27.39039151 -082.55295539 22
111  27.39076982 -082.55335967 22
112  27.39082786 -082.55345893  27.39084545 -082.55350735 22
111  27.39084935 -082.55356303 22
111  27.39088374 -082.55402541 22
112  27.39087300 -082.55418277  27.39085541 -082.55422899 22
111  27.39080421 -082.55429897 22
111  27.39026254 -082.55477346 22
112  27.39016582 -082.55484367  27.39012478 -082.55485907 22
111  27.39005619 -082.55484609 22
111  27.38833817 -082.55458112 22
112  27.38823656 -082.55454811  27.38820725 -082.55453270 22
111  27.38815449 -082.55447328 22
111  27.38797471 -082.55426421 22
111  27.38792391 -082.55420039 22
111  27.38790827 -082.55413437 22
111  27.38792000 -082.55404414 22
111  27.38798839 -082.55385707 22
111  27.38803333 -082.55376684 22
111  27.38811540 -082.55370302 22
111  27.38820920 -082.55364580 22
115  27.38823070 -082.55361499
120 Linear Feature 156
112  27.38808082 -082.55294715  27.38808512 -082.55294230 22
111  27.38841399 -082.55264551 22
115  27.38845268 -082.55260678
120 Linear Feature 155
111  27.38725983 -082.55125608 20
111  27.38748338 -082.55165310 20
111  27.38751777 -082.55169425 20
111  27.38755001 -082.55170151 20
111  27.38761235 -082.55170877 20
111  27.38764674 -082.55173298 20
111  27.38768328 -082.55177898 20
111  27.38795627 -082.55243502 20
112  27.38799711 -082.55247859  27.38802198 -082.55249260 20
111  27.38805944 -082.55249554 20
111  27.39020033 -082.55282963 20
111  27.39031425 -082.55286110 20
111  27.39041312 -082.55292404 20
111  27.39078714 -082.55333559 20
112  27.39085807 -082.55343969  27.39088096 -082.55348480 20
111  27.39088386 -082.55355589 20
111  27.39092040 -082.55402554 20
112  27.39090536 -082.55419258  27.39089391 -082.55424414 20
111  27.39082583 -082.55433057 20
111  27.39027986 -082.55480506 20
112  27.39017023 -082.55488253  27.39012446 -082.55489864 20
111  27.39005201 -082.55488253 20
111  27.38833457 -082.55462107 20
112  27.38821420 -082.55457992  27.38817121 -082.55456451 20
111  27.38812177 -082.55449761 20
111  27.38793907 -082.55428700 20
112  27.38786169 -082.55423858  27.38781655 -082.55424342 20
111  27.38777786 -082.55428700 20
115  27.38739310 -082.55490431
120 Linear Feature 154
111  27.38819095 -082.55324197 20
111  27.38812167 -082.55305991 20
112  27.38812022 -082.55299789  27.38812668 -082.55296515 20
111  27.38814832 -082.55294787 20
111  27.38841866 -082.55268887 20
112  27.38847163 -082.55264777  27.38850716 -082.55263686 20
111  27.38854091 -082.55264177 20
111  27.39018944 -082.55289986 20
112  27.39028359 -082.55292987  27.39031876 -082.55294747 20
111  27.39036708 -082.55297789 20
111  27.39074191 -082.55338403 20
112  27.39079343 -082.55346806  27.39081297 -082.55352608 20
111  27.39081474 -082.55356209 20
111  27.39085738 -082.55403026 20
112  27.39084139 -082.55416631  27.39082718 -082.55421033 20
111  27.39077921 -082.55426635 20
111  27.39023918 -082.55474452 20
112  27.39016102 -082.55480054  27.39012371 -082.55481254 20
111  27.39005443 -082.55480854 20
111  27.38834017 -082.55454044 20
112  27.38824957 -082.55451643  27.38822293 -082.55450043 20
111  27.38817674 -082.55444841 20
111  27.38800087 -082.55424234 20
112  27.38794936 -082.55416431  27.38793692 -082.55412830 20
111  27.38795824 -082.55407628 20
111  27.38803640 -082.55385421 20
111  27.38807015 -082.55379419 20
111  27.38813233 -082.55376218 20
111  27.38820339 -082.55372816 20
111  27.38826734 -082.55366814 20
115  27.38828688 -082.55361813
120 Linear Feature 153
111  27.38838305 -082.55302403 51
111  27.38818530 -082.55256891 51
112  27.38824548 -082.55225179  27.38837230 -082.55215253 51
115  27.38851167 -082.55218365
120 Linear Feature 152
111  27.38851167 -082.55218365 51 101
112  27.39036002 -082.55251520  27.39046072 -082.55254356 51 101
111  27.39063368 -082.55271536 51 101
112  27.39094750 -082.55274925  27.39109367 -082.55270325 51 101
111  27.39118180 -082.55258947 51 101
112  27.39127207 -082.55229655  27.39126777 -082.55219487 51 101
115  27.39118342 -082.55200514
120 Linear Feature 151
111  27.38868750 -082.54915602 51 101
112  27.38863292 -082.54904922  27.38862161 -082.54902194 51 101
115  27.38861655 -082.54896854
120 Linear Feature 149
111  27.39238116 -082.55397955 51 101
112  27.39259040 -082.55387788  27.39267922 -082.55387188 51 101
115  27.39272657 -082.55389237
120 Linear Feature 150
111  27.39263995 -082.55359143 51 101
111  27.39257823 -082.55357908 51 101
115  27.39250984 -082.55353100
120 Linear Feature 148
111  27.39277648 -082.55384111 51 101
111  27.39250984 -082.55353100 51 101
115  27.39242537 -082.55343276
120 Linear Feature 147
111  27.39238116 -082.55397955 51 101
115  27.39271776 -082.55369560
120 Linear Feature 171
111  27.39162498 -082.55464758 51 101
112  27.39133025 -082.55464318  27.39121675 -082.55452069 51 101
111  27.39124040 -082.55440352 51 101
115  27.39123804 -082.55409195
120 Linear Feature 146
111  27.38986983 -082.55634866 51 101
112  27.38995381 -082.55611100  27.39001103 -082.55604334 51 101
111  27.39018951 -082.55591571 51 101
111  27.39090039 -082.55528770 51 101
111  27.39162498 -082.55464758 51 101
111  27.39238116 -082.55397955 51 101
112  27.39247572 -082.55373758  27.39247572 -082.55362622 51 101
111  27.39242537 -082.55343276 51 101
111  27.39167976 -082.55258615 51 101
111  27.39145504 -082.55232425 51 101
111  27.39133584 -082.55219000 51 101
111  27.39118342 -082.55200514 51 101
111  27.39099974 -082.55180046 51 101
111  27.39036830 -082.55107926 51 101
111  27.38993254 -082.55058189 51 101
111  27.38868750 -082.54915602 51 101
111  27.38843152 -082.54886772 51 101
111  27.38818530 -082.54858603 51 101
111  27.38810519 -082.54849579 51 101
111  27.38761081 -082.54792801 51 101
111  27.38665301 -082.54682827 51 101
111  27.38618225 -082.54628410 51 101
115  27.38593231 -082.54600892
120 Linear Feature 145
111  27.38581603 -082.54559425 57 105
112  27.38582088 -082.54581068  27.38584995 -082.54589980 57 105
115  27.38593231 -082.54600892
120 Linear Feature 144
111  27.38666189 -082.54627009 57 105
112  27.38642385 -082.54636012  27.38631193 -082.54636212 57 105
115  27.38618225 -082.54628410
120 Linear Feature 143
111  27.38666189 -082.54627009 57 105
112  27.38658017 -082.54652217  27.38656774 -082.54666422 57 105
115  27.38665301 -082.54682827
120 Linear Feature 142
111  27.38816142 -082.54788619 57 105
112  27.38801446 -082.54799895  27.38795471 -082.54802624 57 105
115  27.38784651 -082.54803169
120 Linear Feature 141
111  27.38816142 -082.54788619 57 105
112  27.38806291 -082.54806261  27.38803869 -082.54812263 57 105
115  27.38803869 -082.54830815
120 Linear Feature 140
111  27.38873929 -082.54853748 57 105
112  27.38862786 -082.54875755  27.38859879 -082.54883758 57 105
115  27.38861655 -082.54896854
120 Linear Feature 139
111  27.38873929 -082.54853748 57 105
115  27.38843152 -082.54886772
120 Linear Feature 138
111  27.39153552 -082.55173759 57 105
112  27.39133733 -082.55186491  27.39126098 -082.55189467 57 105
115  27.39115087 -082.55187318
120 Linear Feature 137
111  27.39141220 -082.55196081 57 105
115  27.39133584 -082.55219000
120 Linear Feature 136
111  27.39153552 -082.55173759 57 105
112  27.39141220 -082.55196081  27.39140046 -082.55201207 57 105
115  27.39140926 -082.55216750
120 Linear Feature 135
111  27.39294161 -082.55353470 57 105
112  27.39277521 -082.55358690  27.39273850 -082.55360343 57 105
115  27.39263995 -082.55359143
120 Linear Feature 134
111  27.39294161 -082.55353470 57 105
115  27.39271776 -082.55369560
120 Linear Feature 133
111  27.39289100 -082.55396512 57 105
111  27.39280878 -082.55391882 57 105
115  27.39272657 -082.55389237
120 Linear Feature 132
111  27.39289100 -082.55396512 57 105
115  27.39277648 -082.55384111
120 Linear Feature 131
111  27.39306570 -082.55417512 57 105
111  27.39289100 -082.55396512 57 105
112  27.39284842 -082.55373528  27.39285136 -082.55364930 57 105
111  27.39294161 -082.55353470 57 105
115  27.39303295 -082.55344980
120 Linear Feature 130
111  27.38983544 -082.55681831 57 105
115  27.38986983 -082.55634866
120 Linear Feature 129
111  27.38975376 -082.55681589 54 104
115  27.38992357 -082.55682315
120 Linear Feature 128
111  27.39298058 -082.55427741 54 104
115  27.39319283 -082.55404620
120 Linear Feature 127
111  27.39312185 -082.55356597 54 104
115  27.39294748 -082.55335335
120 Linear Feature 126
111  27.39161426 -082.55182653 54 104
115  27.39144816 -082.55163286
120 Linear Feature 125
111  27.38883058 -082.54863415 54 104
115  27.38865135 -082.54843626
120 Linear Feature 124
111  27.38825679 -082.54798993 54 104
115  27.38809158 -082.54779987
120 Linear Feature 123
111  27.38682342 -082.54640271 54 104
111  27.38666132 -082.54626573 54 104
115  27.38655296 -082.54609368
120 Linear Feature 122
111  27.38600287 -082.54562495 54 104
115  27.38571433 -082.54557836
120 Linear Feature 178
111  27.38770046 -082.54818163 56
115  27.38800476 -082.54785942
120 Linear Feature 177
111  27.38784651 -082.54803169 51 101
111  27.38772907 -082.54799417 51 101
115  27.38761081 -082.54792801
120 Linear Feature 176
111  27.38810519 -082.54849579 51 101
111  27.38805410 -082.54839553 51 101
115  27.38803869 -082.54830815
120 Linear Feature 175
111  27.39115087 -082.55187318 51 101
111  27.39106991 -082.55184196 51 101
115  27.39099974 -082.55180046
120 Linear Feature 174
111  27.39140926 -082.55216750 51 101
111  27.39142737 -082.55224091 51 101
115  27.39145504 -082.55232425
120 Linear Feature 173
111  27.39109380 -082.55323181 51 101
112  27.39107194 -082.55284625  27.39108925 -082.55274488 51 101
111  27.39118180 -082.55258947 51 101
112  27.39141120 -082.55249926  27.39149428 -082.55251485 51 101
115  27.39167976 -082.55258615
120 Linear Feature 172
111  27.38970642 -082.55593197 51 101
111  27.38930469 -082.55538497 51 101
112  27.38901236 -082.55504605  27.38889792 -082.55498161 51 101
111  27.38832453 -082.55491291 51 101
112  27.38822135 -082.55462483  27.38821420 -082.55457992 51 101
115  27.38825736 -082.55442825
120 Linear Feature 170
111  27.39003927 -082.55523968 51 101
111  27.39021660 -082.55518908 51 101
111  27.39036319 -082.55509056 51 101
111  27.39109617 -082.55443813 51 101
112  27.39117656 -082.55428368  27.39120493 -082.55421977 51 101
111  27.39123804 -082.55409195 51 101
111  27.39123331 -082.55353539 51 101
112  27.39118838 -082.55336496  27.39116001 -082.55331436 51 101
111  27.39109380 -082.55323181 51 101
115  27.39063368 -082.55271536
120 Linear Feature 169
111  27.39018951 -082.55591571 51 101
112  27.38991722 -082.55599335  27.38979412 -082.55597794 51 101
115  27.38970642 -082.55593197
120 Linear Feature 168
111  27.38986768 -082.55635085 51 101
112  27.38981826 -082.55610773  27.38976624 -082.55602571 51 101
111  27.38970642 -082.55593197 51 101
112  27.38969862 -082.55544572  27.38984427 -082.55524653 51 101
111  27.39003933 -082.55523481 51 101
112  27.39066094 -082.55532855  27.39066615 -082.55532562 51 101
112  27.39078184 -082.55531938  27.39082521 -082.55530850
111  27.39078184 -082.55531938
112  27.39078184 -082.55531938  27.39083504 -082.55530713 51 101
115  27.39090039 -082.55528770
120 Linear Feature 215
111  27.39867306 -082.54812817 55
115  27.39901660 -082.54782555
120 Linear Feature 214
111  27.39884864 -082.54833582 51 101
111  27.39885364 -082.54815132 51 101
111  27.39880226 -082.54800911 51
115  27.39871998 -082.54791235
120 Linear Feature 189
111  27.39547908 -082.55129869 51 101
112  27.39521388 -082.55137563  27.39514155 -082.55136205 51 101
115  27.39506002 -082.55123537
120 Linear Feature 191
111  27.39504110 -082.54888201 51
111  27.39517256 -082.54860904 51
112  27.39542095 -082.54812768  27.39548446 -082.54805104 51
112  27.39571318 -082.54786026  27.39578576 -082.54783471 51
111  27.39595427 -082.54781088 51
112  27.39601499 -082.54775215  27.39603767 -082.54769595 51
115  27.39601637 -082.54765043
120 Linear Feature 188
111  27.39497681 -082.55172862 51 101
112  27.39506521 -082.55146614  27.39506922 -082.55135752 51 101
111  27.39506002 -082.55123537 51 101
111  27.39504110 -082.54888201 51 101
115  27.39483630 -082.54874907
120 Linear Feature 194
111  27.38819934 -082.54502717 51 101
112  27.38824644 -082.54487999  27.38824644 -082.54483239 51 101
115  27.38821384 -082.54475651
120 Linear Feature 193
111  27.38819934 -082.54502717 51 101
112  27.38835210 -082.54493439  27.38840946 -082.54491399 51 101
115  27.38852718 -082.54493138
120 Linear Feature 213
111  27.39941886 -082.54788331 51 101
112  27.39931680 -082.54793368  27.39928597 -082.54795518 51 101
111  27.39884864 -082.54833582 51 101
111  27.39676321 -082.55016806 51 101
111  27.39634471 -082.55053024 51 101
111  27.39547933 -082.55129455 51 101
111  27.39497807 -082.55173928 51 101
111  27.39464199 -082.55204176 51 101
112  27.39445080 -082.55210679  27.39435229 -082.55211225 51 101
111  27.39425761 -082.55201770 51 101
111  27.39296451 -082.55053738 51 101
111  27.39266575 -082.55019179 51 101
111  27.39202962 -082.54945442 51 101
111  27.39192653 -082.54926960 51 101
111  27.39186671 -082.54912900 51 101
111  27.39181989 -082.54898839 51 101
111  27.39179649 -082.54886829 51 101
111  27.39176007 -082.54872769 51 101
111  27.39172886 -082.54863981 51 101
111  27.39164303 -082.54847284 51 101
111  27.39154940 -082.54834102 51 101
111  27.38921902 -082.54565783 51 101
111  27.38875346 -082.54513350 51 101
111  27.38861561 -082.54498704 51 101
111  27.38852718 -082.54493138 51 101
111  27.38821384 -082.54475651 51 101
115  27.38725464 -082.54422121
120 Linear Feature 212
111  27.39960005 -082.54787016 51
111  27.39941886 -082.54788331 51 101
111  27.39892881 -082.54790411 51
111  27.39871998 -082.54791235 51
111  27.39773121 -082.54792335 51
112  27.39764914 -082.54786173  27.39762178 -082.54780010 51
115  27.39762960 -082.54765924
120 Linear Feature 211
111  27.38689900 -082.54425422 57 105
112  27.38708268 -082.54416179  27.38718820 -082.54416399 57 105
115  27.38725464 -082.54422121
120 Linear Feature 210
111  27.38790046 -082.54535352 57 105
115  27.38819934 -082.54502717
120 Linear Feature 209
111  27.39134178 -082.54935008 57 105
112  27.39155888 -082.54922177  27.39168140 -082.54918788 57 105
115  27.39176308 -082.54923388
120 Linear Feature 208
111  27.39134178 -082.54935008 57 105
115  27.39170934 -082.54894821
120 Linear Feature 207
111  27.39266090 -082.55054284 57 105
112  27.39270773 -082.55037550  27.39270450 -082.55031184 57 105
115  27.39266575 -082.55019179
120 Linear Feature 206
111  27.39252202 -082.55069744 57 105
111  27.39266090 -082.55054284 57 105
112  27.39279010 -082.55049555  27.39287084 -082.55047372 57 105
115  27.39296451 -082.55053738
120 Linear Feature 205
111  27.39424559 -082.55237397 57 105
112  27.39429631 -082.55220411  27.39430432 -082.55214999 57 105
115  27.39425761 -082.55201770
120 Linear Feature 204
111  27.39424559 -082.55237397 57 105
115  27.39442577 -082.55221613
120 Linear Feature 203
111  27.39460729 -082.55240253 57 105
112  27.39442177 -082.55232286  27.39435771 -082.55232136 57 105
111  27.39424559 -082.55237397 57 105
115  27.39410679 -082.55249874
120 Linear Feature 202
111  27.39460729 -082.55240253 57 105
115  27.39442577 -082.55221613
120 Linear Feature 201
111  27.39481416 -082.55265056 57 105
111  27.39460729 -082.55240253 57 105
112  27.39456917 -082.55222057  27.39458385 -082.55213639 57 105
115  27.39464199 -082.55204176
120 Linear Feature 200
111  27.39671494 -082.55055857 57 105
115  27.39661181 -082.55048478
120 Linear Feature 199
111  27.39690180 -082.55082779 57 105
111  27.39671494 -082.55055857 57 105
115  27.39667976 -082.55041234
120 Linear Feature 198
111  27.40002963 -082.54787380 57 105
115  27.39960005 -082.54787016
120 Linear Feature 197
111  27.40002872 -082.54795504 54 104
115  27.40002872 -082.54778497
120 Linear Feature 196
111  27.39682197 -082.55089470 54 104
115  27.39698416 -082.55075604
120 Linear Feature 195
111  27.39474403 -082.55271537 54 104
115  27.39490036 -082.55257672
120 Linear Feature 194
111  27.39402102 -082.55238524 54 104
115  27.39419103 -082.55261853
120 Linear Feature 193
111  27.39242376 -082.55059008 54 104
115  27.39261077 -082.55081038
120 Linear Feature 192
111  27.39125445 -082.54925132 54 104
115  27.39143715 -082.54945709
120 Linear Feature 191
111  27.38783138 -082.54529418 54 104
115  27.38798304 -082.54546226
120 Linear Feature 190
111  27.38683766 -082.54419006 54 104
115  27.38698811 -082.54436360
120 Linear Feature 179
111  27.39118180 -082.55258947 51 101
112  27.39131763 -082.55236676  27.39133053 -082.55231835 51 101
115  27.39133584 -082.55219000
120 Linear Feature 219
111  27.38816864 -082.54912572 51 101
112  27.38824968 -082.54885490  27.38824968 -082.54871643 51 101
115  27.38818530 -082.54858603
120 Linear Feature 218
111  27.38816864 -082.54912572 51 101
112  27.38841991 -082.54903864  27.38853577 -082.54903598 51 101
115  27.38868750 -082.54915602
120 Linear Feature 227
111  27.38754414 -082.54575189 51
112  27.38751012 -082.54593370  27.38751989 -082.54608335 51
111  27.38759415 -082.54613617 51
115  27.38796542 -082.54656091
120 Linear Feature 226
111  27.38790046 -082.54535352 51 101
111  27.38757795 -082.54569917 51 101
115  27.38754414 -082.54575189
120 Linear Feature 216
111  27.38823904 -082.54928241 55
115  27.38788911 -082.54926909
120 Linear Feature 223
111  27.38637138 -082.54507874 51
112  27.38657726 -082.54509818  27.38670314 -082.54514973 51
111  27.38679183 -082.54524317 51
115  27.38717520 -082.54568459
120 Linear Feature 222
111  27.38714670 -082.54595191 51
112  27.38736089 -082.54598480  27.38747438 -082.54602474 51
111  27.38757369 -082.54614723 51
115  27.38794727 -082.54657596
120 Linear Feature 221
111  27.38581603 -082.54559425 51 101
112  27.38588788 -082.54540739  27.38594510 -082.54533972 51 101
111  27.38605668 -082.54521406 51 101
112  27.38621403 -082.54510774  27.38627125 -082.54508841 51 101
115  27.38637138 -082.54507874
120 Linear Feature 220
111  27.38666189 -082.54627009 51 101
112  27.38686347 -082.54605824  27.38695788 -082.54597125 51 101
115  27.38714670 -082.54595191
120 Linear Feature 225
111  27.38655844 -082.54464598 51
