I
1050 Generated by WorldEditor

1     20 1 0 PAJN Juneau Intl
112  58.35393779 -134.56655695  58.35404383 -134.56663976 53 102
111  58.35412135 -134.56660451 53 102
111  58.35426392 -134.56653997 53 102
112  58.35447066 -134.56628522  58.35455937 -134.56605645 53 102
111  58.35450630 -134.56577910 53 102
111  58.35319420 -134.55639047 53 102
112  58.35304972 -134.55602675  58.35293004 -134.55589934 53 102
111  58.35283407 -134.55596099 53 102
111  58.35265081 -134.55605792 53 102
112  58.35250030 -134.55629228  58.35243882 -134.55645701 53 102
115  58.35242759 -134.55663706
120 Linear Feature 62
111  58.35457757 -134.57205321 53 102
112  58.35474322 -134.57229021  58.35483678 -134.57238362 53 102
111  58.35492411 -134.57239566 53 102
111  58.35507875 -134.57244785 53 102
112  58.35526323 -134.57242357  58.35532288 -134.57235620 53 102
111  58.35537119 -134.57215758 53 102
112  58.35538157 -134.57207013  58.35537936 -134.57203224 53 102
111  58.35536795 -134.57197230 53 102
111  58.35472346 -134.56733698 53 102
112  58.35456513 -134.56696081  58.35443236 -134.56684193 53 102
111  58.35435525 -134.56690186 53 102
111  58.35418176 -134.56698845 53 102
112  58.35403651 -134.56719226  58.35397592 -134.56733492 53 102
115  58.35395186 -134.56753702
120 Linear Feature 61
111  58.35567280 -134.57988708 53 102
112  58.35579841 -134.58012144  58.35587193 -134.58023236
111  58.35579841 -134.58012144
112  58.35579841 -134.58012144  58.35582587 -134.58015911 53 102
112  58.35588784 -134.58020642  58.35592984 -134.58023307
111  58.35588784 -134.58020642
112  58.35588784 -134.58020642  58.35603498 -134.58032205 53 102
111  58.35618072 -134.58018045 53 102
112  58.35637352 -134.57980216  58.35642088 -134.57956418 53 102
111  58.35638656 -134.57928406 53 102
111  58.35559989 -134.57361976 53 102
112  58.35546364 -134.57320126  58.35534148 -134.57297069 53 102
111  58.35515390 -134.57297708 53 102
112  58.35491572 -134.57312841  58.35482439 -134.57326856 53 102
115  58.35477555 -134.57346469
120 Linear Feature 60
111  58.35638144 -134.58498083 53 102
112  58.35644393 -134.58514214  58.35646750 -134.58518987 53 102
112  58.35656892 -134.58535716  58.35663361 -134.58543190 53 102
111  58.35677177 -134.58546436 53 102
111  58.35702752 -134.58544777 53 102
112  58.35717511 -134.58527422  58.35720746 -134.58511728 53 102
111  58.35718351 -134.58500751 53 102
112  58.35662426 -134.58099556  58.35658408 -134.58073399 53 102
111  58.35648071 -134.58060185 53 102
112  58.35626507 -134.58044899  58.35614032 -134.58044729 53 102
111  58.35607616 -134.58052882 53 102
112  58.35591576 -134.58079887  58.35586319 -134.58098570 53 102
115  58.35585517 -134.58122518
120 Linear Feature 59
111  58.35798787 -134.59653469 53 102
112  58.35810643 -134.59666805  58.35816257 -134.59672240 53 102
111  58.35821690 -134.59675227 53 102
112  58.35839371 -134.59671939  58.35846589 -134.59665994 53 102
111  58.35853441 -134.59654563 53 102
112  58.35865105 -134.59612286  58.35866352 -134.59591054 53 102
111  58.35863046 -134.59567121 53 102
111  58.35856310 -134.59499155 53 102
111  58.35850784 -134.59451756 53 102
111  58.35760104 -134.58800680 53 102
111  58.35747772 -134.58714676 53 102
112  58.35732980 -134.58679347  58.35720059 -134.58667288 53 102
111  58.35709188 -134.58680876 53 102
112  58.35688604 -134.58712638  58.35678713 -134.58734889 53 102
115  58.35676664 -134.58774463
120 Linear Feature 58
111  58.35897985 -134.59442012 53 102
111  58.35893355 -134.59445960 53 102
112  58.35881217 -134.59461314  58.35876518 -134.59473513 53 102
111  58.35878438 -134.59494240 53 102
111  58.35886182 -134.59550293 53 102
112  58.35884340 -134.59653843  58.35871887 -134.59706067 53 102
111  58.35839619 -134.59721120 53 102
115  58.35810161 -134.59735923
120 Linear Feature 57
111  58.35860556 -134.59087197 53 102
111  58.35860353 -134.59086043 53 102
111  58.35858499 -134.59073893 53 102
112  58.35847720 -134.59049007  58.35839820 -134.59041733 53 102
111  58.35831987 -134.59048752 53 102
112  58.35824288 -134.59062279  58.35821075 -134.59071468 53 102
111  58.35821393 -134.59084474 53 102
111  58.35865464 -134.59400081 53 102
112  58.35877669 -134.59425949  58.35887021 -134.59434231 53 102
115  58.35896997 -134.59422414
120 Linear Feature 56
111  58.35807983 -134.58711581 53 102
112  58.35798426 -134.58675339  58.35791384 -134.58667861 53 102
111  58.35785047 -134.58670258 53 102
112  58.35771365 -134.58686269  58.35766386 -134.58700363 53 102
111  58.35770401 -134.58721673 53 102
111  58.35809110 -134.58998147 53 102
112  58.35816967 -134.59017975  58.35823151 -134.59024393 53 102
111  58.35828354 -134.59023060 53 102
112  58.35842126 -134.59008601  58.35846854 -134.58995562 53 102
111  58.35845296 -134.58978813 53 102
115  58.35844063 -134.58968226
120 Linear Feature 55
111  58.35785745 -134.58509798 53 102
111  58.35762617 -134.58345641 53 102
112  58.35756166 -134.58327427  58.35750864 -134.58321953 53 102
111  58.35746245 -134.58323599 53 102
112  58.35726373 -134.58343019  58.35719230 -134.58364356 53 102
111  58.35723909 -134.58385549 53 102
111  58.35741193 -134.58511398 53 102
112  58.35750014 -134.58537524  58.35755538 -134.58544543 53 102
112  58.35770407 -134.58545674  58.35776778 -134.58543806 53 102
111  58.35781860 -134.58536077 53 102
114  58.35786342 -134.58524792  58.35786950 -134.58517409 53 102
120 Linear Feature 54
111  58.35716268 -134.57992161 53 102
111  58.35693034 -134.58003945 53 102
112  58.35681481 -134.58018383  58.35676446 -134.58029351 53 102
111  58.35676175 -134.58040140 53 102
111  58.35676966 -134.58046984 53 102
111  58.35704052 -134.58242875 53 102
112  58.35713592 -134.58268911  58.35721077 -134.58278083 53 102
111  58.35728173 -134.58276492 53 102
111  58.35736200 -134.58276492 53 102
112  58.35740343 -134.58275264  58.35741892 -134.58274209 53 102
112  58.35747983 -134.58261472  58.35750432 -134.58251121 53 102
115  58.35748720 -134.58241960
120 Linear Feature 53
111  58.35632345 -134.57392370 53 102
111  58.35616884 -134.57392798 53 102
112  58.35600222 -134.57404633  58.35594036 -134.57416705 53 102
111  58.35592857 -134.57427104 53 102
112  58.35592121 -134.57437696  58.35592453 -134.57441809 53 102
111  58.35593058 -134.57445480 53 102
111  58.35664425 -134.57957186 53 102
112  58.35675655 -134.57982548  58.35686166 -134.57989694 53 102
111  58.35693597 -134.57982931 53 102
115  58.35713280 -134.57972849
120 Linear Feature 52
111  58.35725637 -134.57217628 53
112  58.35718270 -134.57210779  58.35715177 -134.57204462 53
111  58.35715472 -134.57192250 53
111  58.35715103 -134.57151402 53
111  58.35698386 -134.57154490 53 102
111  58.35678830 -134.57019690 53 102
111  58.35650512 -134.56819833 53 102
112  58.35645418 -134.56798306  58.35641822 -134.56789763 53 102
111  58.35633507 -134.56782061 53 102
111  58.35626076 -134.56775936 53 102
112  58.35621703 -134.56774237  58.35619874 -134.56774324 53 102
111  58.35617172 -134.56775681 53 102
111  58.35564016 -134.56802773 53 102
111  58.35539268 -134.56815401 53 102
112  58.35518943 -134.56841790  58.35511490 -134.56863715 53 102
111  58.35516513 -134.56894005 53 102
112  58.35579366 -134.57347398  58.35580169 -134.57351992 53 102
111  58.35581764 -134.57355112 53 102
112  58.35589195 -134.57365959  58.35593613 -134.57371446 53 102
111  58.35601313 -134.57370808 53 102
115  58.35629431 -134.57371574
120 Linear Feature 51
111  58.35529504 -134.56101307 53 102
111  58.35470526 -134.56131105 53 102
111  58.35434722 -134.56149309 53 102
112  58.35421761 -134.56169226  58.35416423 -134.56185502 53 102
111  58.35420383 -134.56206127 53 102
111  58.35494977 -134.56739779 53 102
112  58.35510032 -134.56774283  58.35520825 -134.56785569 53 102
111  58.35534180 -134.56778020 53 102
111  58.35558507 -134.56765621 53 102
111  58.35622219 -134.56733351 53 102
112  58.35660645 -134.56732279  58.35679977 -134.56741322 53 102
111  58.35693994 -134.56764566 53 102
112  58.35708202 -134.56765130  58.35714886 -134.56755788 53 102
111  58.35714049 -134.56742164 53 102
111  58.35714049 -134.56669000 53 102
112  58.35716960 -134.56650915  58.35720410 -134.56643927 53 102
115  58.35723753 -134.56644955
120 Linear Feature 50
111  58.35219261 -134.55496144 53 102
111  58.35314874 -134.55447573 53 102
111  58.35405685 -134.56100311 53 102
112  58.35417998 -134.56126867  58.35426900 -134.56132210 53 102
111  58.35433227 -134.56129183 53 102
111  58.35467817 -134.56111582 53 102
115  58.35525981 -134.56082400
21  58.35318480 -134.56085931 1 284.4400 3.00 New Light Fixture 4
21  58.35282817 -134.55834242 1 284.9400 3.00 New Light Fixture 3
21  58.35787594 -134.59227586 1 104.8700 3.00 New Light Fixture 2
21  58.35793455 -134.59489330 1 104.7400 3.00 New Light Fixture 1
14  58.35893856 -134.58386395  82.02 0 New Tower Viewpoint 7
1300  58.35674353 -134.56829645  16.10 tie_down props GA Apron East 36
1301 A general_aviation 
1300  58.35686613 -134.56900227  16.10 tie_down props GA Apron East 35
1301 A general_aviation 
1300  58.35697872 -134.56967948  16.10 tie_down props GA Apron East 34
1301 A general_aviation 
1300  58.35733651 -134.56874475 179.00 tie_down props GA Apron East 33
1301 A general_aviation 
1300  58.35713134 -134.57054745  -0.00 tie_down props GA Apron East 32
1301 A general_aviation 
1300  58.35713134 -134.57108158  -0.00 tie_down props GA Apron East 31
1301 A general_aviation 
1300  58.35747412 -134.57102912  90.95 tie_down props GA Apron East 30
1301 A general_aviation 
1300  58.35747412 -134.57032807  90.95 tie_down props GA Apron East 29
1301 A general_aviation 
1300  58.35644793 -134.57421202 105.59 tie_down props GA Apron East 28
1301 A general_aviation 
1300  58.35656071 -134.57501463 105.59 tie_down props GA Apron East 27
1301 A general_aviation 
1300  58.35668478 -134.57581365 105.59 tie_down props GA Apron East 26
1301 A general_aviation 
1300  58.35680133 -134.57661626 105.59 tie_down props GA Apron East 25
1301 A general_aviation 
1300  58.35690284 -134.57741171 105.59 tie_down props GA Apron East 24
1301 A general_aviation 
1300  58.35700247 -134.57822507 105.59 tie_down props GA Apron East 23
1301 A general_aviation 
1300  58.35711526 -134.57903485 105.59 tie_down props GA Apron East 22
1301 A general_aviation 
1300  58.35800588 -134.57570546 100.01 tie_down props GA Apron East 21
1301 A general_aviation 
1300  58.35815100 -134.57565300 100.01 tie_down props GA Apron East 20
1301 A general_aviation 
1300  58.35806439 -134.57608074 100.01 tie_down props GA Apron East 19
1301 A general_aviation 
1300  58.35818699 -134.57604736 100.01 tie_down props GA Apron East 18
1301 A general_aviation 
1300  58.35811944 -134.57648136 100.01 tie_down props GA Apron East 17
1301 A general_aviation 
1300  58.35826728 -134.57643453 100.01 tie_down props GA Apron East 16
1301 A general_aviation 
1300  58.35817949 -134.57690581 100.01 tie_down props GA Apron East 15
1301 A general_aviation 
1300  58.35832233 -134.57686419 100.01 tie_down props GA Apron East 14
1301 A general_aviation 
1300  58.35826706 -134.57728258 100.01 tie_down props GA Apron East 13
1301 A general_aviation 
1300  58.35840217 -134.57722058 100.01 tie_down props GA Apron East 12
1301 A general_aviation 
1300  58.35830459 -134.57769750 100.01 tie_down props GA Apron East 11
1301 A general_aviation 
1300  58.35846472 -134.57764981 100.01 tie_down props GA Apron East 10
1301 A general_aviation 
1300  58.35839716 -134.57853688 185.22 tie_down props GA Apron East 09
1301 A general_aviation 
1300  58.35853728 -134.57945734 185.22 tie_down props GA Apron East 08
1301 A general_aviation 
1300  58.35837608 -134.58029753 101.89 tie_down props GA Apron East 07
1301 A general_aviation 
1300  58.35808471 -134.58001446 101.89 tie_down props GA Apron East 06
1301 A general_aviation 
1300  58.35818998 -134.57996788 101.89 tie_down props GA Apron East 05
1301 A general_aviation 
1300  58.35830653 -134.57991413 101.89 tie_down props GA Apron East 04
1301 A general_aviation 
1300  58.35825953 -134.57948414 101.89 tie_down props GA Apron East 03
1301 A general_aviation 
1300  58.35813922 -134.57955222 101.89 tie_down props GA Apron East 02
1301 A general_aviation 
1300  58.35803395 -134.57963106 101.89 tie_down props GA Apron East 01
1301 A general_aviation 
1300  58.35927871 -134.58878401 179.52 tie_down props GA Apron West 24
1301 A general_aviation 
1300  58.36026456 -134.58861243 179.52 tie_down props GA Apron West 23
1301 A general_aviation 
1300  58.36052710 -134.58985040 186.89 tie_down props GA Apron West 22
1301 A general_aviation 
1300  58.36042113 -134.59084301 106.46 tie_down props GA Apron West 21
1301 A general_aviation 
1300  58.36009719 -134.59118350 106.46 tie_down props GA Apron West 20
1301 A general_aviation 
1300  58.35964913 -134.59066988 106.46 tie_down props GA Apron West 19
1301 A general_aviation 
1300  58.35985197 -134.59225111 106.46 tie_down props GA Apron West 18
1301 A general_aviation 
1300  58.35881657 -134.58914059 102.63 tie_down props GA Apron West 17
1301 A general_aviation 
1300  58.35899989 -134.58904287 102.63 tie_down props GA Apron West 16
1301 A general_aviation 
1300  58.35887872 -134.58954630 102.63 tie_down props GA Apron West 15
1301 A general_aviation 
1300  58.35903097 -134.58945450 102.63 tie_down props GA Apron West 14
1301 A general_aviation 
1300  58.35905116 -134.59023927 102.63 tie_down props GA Apron West 13
1301 A general_aviation 
1300  58.35893309 -134.59031627 102.63 tie_down props GA Apron West 12
1301 A general_aviation 
1300  58.35880104 -134.59039623 102.63 tie_down props GA Apron West 11
1301 A general_aviation 
1300  58.35886629 -134.59086709 102.63 tie_down props GA Apron West 10
1301 A general_aviation 
1300  58.35904339 -134.59127576 102.63 tie_down props GA Apron West 09
1301 A general_aviation 
1300  58.35893612 -134.59132528 102.63 tie_down props GA Apron West 08
1301 A general_aviation 
1300  58.35900345 -134.59179388 102.63 tie_down props GA Apron West 07
1301 A general_aviation 
1300  58.35907491 -134.59229732 102.63 tie_down props GA Apron West 06
1301 A general_aviation 
1300  58.35926756 -134.59223217 102.63 tie_down props GA Apron West 05
1301 A general_aviation 
1300  58.35913239 -134.59272969 102.63 tie_down props GA Apron West 04
1301 A general_aviation 
1300  58.35932504 -134.59266157 102.63 tie_down props GA Apron West 03
1301 A general_aviation 
1300  58.35937009 -134.59306136 102.63 tie_down props GA Apron West 02
1301 A general_aviation 
1300  58.35918988 -134.59315613 102.63 tie_down props GA Apron West 01
1301 A general_aviation 
1300  58.36013249 -134.58466613 178.94 tie_down props Main Apron 18
1301 A airline 
1300  58.36013488 -134.58499591 178.94 tie_down props Main Apron 17
1301 A airline 
1300  58.36013249 -134.58532114 178.94 tie_down props Main Apron 16
1301 A airline 
1300  58.36012930 -134.58563420 178.94 tie_down props Main Apron 15
1301 A airline 
1300  58.36013089 -134.58595942 178.94 tie_down props Main Apron 14
1301 A airline 
1300  58.35977913 -134.58466046 178.94 tie_down props Main Apron 13
1301 A airline 
1300  58.35978042 -134.58499577 178.94 tie_down props Main Apron 12
1301 A airline 
1300  58.35977785 -134.58530170 178.94 tie_down props Main Apron 11
1301 A airline 
1300  58.35977913 -134.58563212 178.94 tie_down props Main Apron 10
1301 A airline 
1300  58.35977785 -134.58596008 178.94 tie_down props Main Apron 09
1301 A airline 
1300  58.35942091 -134.58465556 178.94 tie_down props Main Apron 08
1301 A airline 
1300  58.35941963 -134.58498108 178.94 tie_down props Main Apron 07
1301 A airline 
1300  58.35941706 -134.58530904 178.94 tie_down props Main Apron 06
1301 A airline 
1300  58.35941578 -134.58562476 178.94 tie_down props Main Apron 05
1301 A airline 
1300  58.35941321 -134.58595762 178.94 tie_down props Main Apron 04
1301 A airline 
1300  58.35909351 -134.58526254 178.94 tie_down props Main Apron 03
1301 A airline 
1300  58.35908966 -134.58555134 178.94 tie_down props Main Apron 02
1301 A airline 
1300  58.35909222 -134.58582790 178.94 tie_down props Main Apron 01
1301 A airline 
1300  58.36079500 -134.58581397  90.00 gate jets|turboprops FedEx Cargo 
1301 B cargo 
1300  58.35845844 -134.58300770  -0.11 gate jets Terminal Gate 06
1301 C airline 
1300  58.35831773 -134.58264302  64.71 gate jets Terminal Gate 05
1301 C airline 
1300  58.35846480 -134.58361647  20.03 gate jets Terminal Gate 04
1301 C airline 
1300  58.35855050 -134.58417287  47.09 gate jets Terminal Gate 03
1301 C airline 
1300  58.35870493 -134.58437943 103.35 gate jets Terminal Gate 02
1301 C airline 
1300  58.35892679 -134.58684941   0.75 gate jets Terminal Gate 01
1301 C airline 
18  58.35564176 -134.60023368 1 New Airport Beacon 6
54 11870 Juneau Tower
53 12190 Juneau Ground
51 12295 Juneau Unicom
50 13520 ATIS
99
