A
1050 Generated by WorldEditor 1.6.0b1

1     18 1 0 KOQU QUONSET STATE
111  41.59499027 -071.41089573 53 102
111  41.59510580 -071.41067634 53 102
112  41.59515937 -071.41049724  41.59517444 -071.41036516 53 102
115  41.59509910 -071.41021292
120 Linear Feature 50
111  41.59996276 -071.41661690 59 102
112  41.59997756 -071.41629523  41.59991896 -071.41615642 59 102
111  41.59984027 -071.41610493 59 102
111  41.59767578 -071.41408478 59
111  41.59754096 -071.41395894 59
111  41.59740301 -071.41383019 59 102
111  41.59581569 -071.41234873 59
111  41.59567707 -071.41221935 59
111  41.59554498 -071.41209552 59 102
111  41.59382177 -071.41048777 59 102
112  41.59361081 -071.41042956  41.59350868 -071.41046538 59 102
111  41.59347185 -071.41052135 59 102
115  41.59330070 -071.41067849
120 Linear Feature 49
111  41.59558608 -071.41066672 53 102
112  41.59538494 -071.41064962  41.59528843 -071.41069471 53 102
111  41.59524774 -071.41078177 53 102
111  41.59512217 -071.41101653 53 102
112  41.59508497 -071.41126838  41.59509776 -071.41143318 53 102
111  41.59520240 -071.41151868 53 102
111  41.59997020 -071.41596555 53 102
112  41.60016785 -071.41603085  41.60028296 -071.41601375 53 102
111  41.60035039 -071.41589248 53 102
111  41.60046317 -071.41567792 53 102
112  41.60052131 -071.41547890  41.60053410 -071.41533742 53 102
115  41.60045968 -071.41521925
120 Linear Feature 48
111  41.60092851 -071.41564603 53 102
112  41.60074970 -071.41564334  41.60065929 -071.41567021 53 102
111  41.60060505 -071.41578305 53 102
111  41.60048249 -071.41601410 53 102
112  41.60044432 -071.41624516  41.60045236 -071.41641173 53 102
111  41.60055482 -071.41650577 53 102
111  41.60140266 -071.41729834 53 102
112  41.60160156 -071.41754552  41.60168595 -071.41771210 53 102
111  41.60166385 -071.41794316 53 102
112  41.60168996 -071.41820108  41.60172814 -071.41831393 53 102
111  41.60180649 -071.41837035 53 102
115  41.60199793 -071.41854469
120 Linear Feature 47
111  41.60122586 -071.41837495 53 102
112  41.60141637 -071.41830075  41.60151080 -071.41820134 53 102
111  41.60150477 -071.41805894 53 102
111  41.60150477 -071.41782251 53 102
112  41.60145655 -071.41763444  41.60140834 -071.41754578 53 102
111  41.60129984 -071.41746249 53 102
111  41.60043995 -071.41665917 53 102
112  41.60025310 -071.41661081  41.60013457 -071.41663588 53 102
115  41.60007433 -071.41678196
120 Linear Feature 45
111  41.60195274 -071.41882856 53 102
112  41.60183427 -071.41873599  41.60180212 -071.41872525 53 102
111  41.60172176 -071.41870375 53 102
111  41.60089602 -071.41860703 53 102
112  41.60074734 -071.41866077  41.60067300 -071.41873331 53 102
115  41.60065652 -071.41878598
21  41.59617903 -071.40687182 2 214.0000 3.00 05 PAPI-4L
21  41.60552538 -071.41890716 2 145.0000 3.00 16  PAPI-4L
21  41.59055562 -071.41202114 2 34.0000 3.00 23 PAPI-4L
21  41.59370663 -071.40927904 2 325.0000 3.00 34  PAPI-4L
14  41.59347093 -071.41211000  78.00 0 TWR
1300  41.59919448 -071.41999433  55.43 hangar turboprops|props|fighters Hangar 06
1301 C none 
1300  41.59568725 -071.41492584 145.28 hangar turboprops|props|fighters Hangar 05
1301 C none 
1300  41.59521877 -071.41450822 -35.74 hangar turboprops|props|fighters Hangar 04
1301 C none 
1300  41.59441374 -071.41350739  54.59 hangar turboprops|props Hangar 03
1301 B none 
1300  41.59246954 -071.41247137 -123.46 hangar turboprops|props Hangar 02
1301 A none 
1300  41.59259159 -071.41258595 -123.46 hangar turboprops|props Hangar 01
1301 A none 
1300  41.59517438 -071.41248106 146.71 tie_down turboprops|props GA 36
1301 A general_aviation 
1300  41.59511595 -071.41259912 146.71 tie_down turboprops|props GA 35
1301 A general_aviation 
1300  41.59505622 -071.41271892 146.71 tie_down turboprops|props GA 34
1301 A general_aviation 
1300  41.59499780 -071.41283698 146.71 tie_down turboprops|props GA 33
1301 A general_aviation 
1300  41.59493937 -071.41295504 146.71 tie_down turboprops|props GA 32
1301 A general_aviation 
1300  41.59487964 -071.41307483 146.71 tie_down turboprops|props GA 31
1301 A general_aviation 
1300  41.59482121 -071.41319289 146.71 tie_down turboprops|props GA 30
1301 A general_aviation 
1300  41.59476278 -071.41331095 146.71 tie_down turboprops|props GA 29
1301 A general_aviation 
1300  41.59470305 -071.41343075 146.71 tie_down turboprops|props GA 28
1301 A general_aviation 
1300  41.59433043 -071.41309450 326.71 tie_down turboprops|props GA 27
1301 A general_aviation 
1300  41.59438885 -071.41297644 326.71 tie_down turboprops|props GA 26
1301 A general_aviation 
1300  41.59444858 -071.41285664 326.71 tie_down turboprops|props GA 25
1301 A general_aviation 
1300  41.59450701 -071.41273858 326.71 tie_down turboprops|props GA 24
1301 A general_aviation 
1300  41.59456544 -071.41262053 326.71 tie_down turboprops|props GA 23
1301 A general_aviation 
1300  41.59462517 -071.41250073 326.71 tie_down turboprops|props GA 22
1301 A general_aviation 
1300  41.59468360 -071.41238267 326.71 tie_down turboprops|props GA 21
1301 A general_aviation 
1300  41.59474202 -071.41226461 326.71 tie_down turboprops|props GA 20
1301 A general_aviation 
1300  41.59480175 -071.41214482 326.71 tie_down turboprops|props GA 19
1301 A general_aviation 
1300  41.59272619 -071.41145392  53.13 tie_down turboprops|props GA 18
1301 A general_aviation 
1300  41.59281363 -071.41154342  53.13 tie_down turboprops|props GA 17
1301 A general_aviation 
1300  41.59289933 -071.41163092  53.13 tie_down turboprops|props GA 16
1301 A general_aviation 
1300  41.59298191 -071.41171842  53.13 tie_down turboprops|props GA 15
1301 A general_aviation 
1300  41.59306137 -071.41180384  53.13 tie_down turboprops|props GA 14
1301 A general_aviation 
1300  41.59250338 -071.41163100  53.13 tie_down turboprops|props GA 13
1301 A general_aviation 
1300  41.59258908 -071.41171850  53.13 tie_down turboprops|props GA 12
1301 A general_aviation 
1300  41.59267652 -071.41180800  53.13 tie_down turboprops|props GA 11
1301 A general_aviation 
1300  41.59276222 -071.41189550  53.13 tie_down turboprops|props GA 10
1301 A general_aviation 
1300  41.59284480 -071.41198300  53.13 tie_down turboprops|props GA 09
1301 A general_aviation 
1300  41.59292426 -071.41206842  53.13 tie_down turboprops|props GA 08
1301 A general_aviation 
1300  41.59228837 -071.41177892  53.13 tie_down turboprops|props GA 07
1301 A general_aviation 
1300  41.59237406 -071.41186642  53.13 tie_down turboprops|props GA 06
1301 A general_aviation 
1300  41.59245976 -071.41195392  53.13 tie_down turboprops|props GA 05
1301 A general_aviation 
1300  41.59254720 -071.41204342  53.13 tie_down turboprops|props GA 04
1301 A general_aviation 
1300  41.59263289 -071.41213092  53.13 tie_down turboprops|props GA 03
1301 A general_aviation 
1300  41.59271547 -071.41221842  53.13 tie_down turboprops|props GA 02
1301 A general_aviation 
1300  41.59279494 -071.41230384  53.13 tie_down turboprops|props GA 01
1301 A general_aviation 
1300  41.59622094 -071.41385234 -125.07 tie_down turboprops|helos|fighters Rhode Island Army Reserve 04
1301 B military 
1300  41.59644799 -071.41406203 -125.07 tie_down turboprops|helos|fighters Rhode Island Army Reserve 03
1301 B military 
1300  41.59667454 -071.41427484 -125.07 tie_down turboprops|helos|fighters Rhode Island Army Reserve 02
1301 B military 
1300  41.59689946 -071.41448437 -125.07 tie_down turboprops|helos|fighters Rhode Island Army Reserve 01
1301 B military 
1300  41.59800226 -071.41645116 -124.74 tie_down turboprops|fighters Rhode Island Air National Guard 07
1301 C military 
1300  41.59834179 -071.41677025 -124.74 tie_down turboprops|fighters Rhode Island Air National Guard 06
1301 C military 
1300  41.59868982 -071.41707943 -124.74 tie_down turboprops|fighters Rhode Island Air National Guard 05
1301 C military 
1300  41.59902480 -071.41741462 -124.74 tie_down turboprops|fighters Rhode Island Air National Guard 04
1301 C military 
1300  41.59968247 -071.41785925 145.13 tie_down turboprops|fighters Rhode Island Air National Guard 03
1301 C military 
1300  41.59945167 -071.41832660 145.47 tie_down turboprops|fighters Rhode Island Air National Guard 02
1301 C military 
1300  41.59915068 -071.41875402 145.19 tie_down turboprops|fighters Rhode Island Air National Guard 01
1301 C military 
18  41.59346823 -071.41211142 1 BCN
50 11860 ATIS
51 12635 CTAF
51 12295 UNICOM
53 13450 GND
54 12635 TWR
55 12367 PROVIDENCE APP/DEP
99
