A
1000 Generated by WorldEditor

1    808 1 0 KOSH Wittman Rgnl
111  43.99218157 -088.56038534 4 103
115  43.99218202 -088.56077335
120 Linear Feature 36
111  43.99345832 -088.56739930 1 101
112  43.99334072 -088.56733953  43.99330302 -088.56728791 1 101
115  43.99329506 -088.56718727
120 Linear Feature 35
111  43.99345837 -088.56739903 1 101
112  43.99334147 -088.56747001  43.99329994 -088.56752206 1 101
115  43.99329467 -088.56763115
120 Linear Feature 33
111  43.99447576 -088.56740596 1 101
115  43.99345830 -088.56739909
120 Linear Feature 32
111  43.99188065 -088.57068775 1 101
112  43.99171300 -088.57057065  43.99162857 -088.57046397 1 101
115  43.99162580 -088.57025370
120 Linear Feature 31
111  43.99329284 -088.57053597 1 101
112  43.99325888 -088.57063546  43.99322007 -088.57069262 1 101
115  43.99317510 -088.57069743
120 Linear Feature 30
111  43.99329284 -088.57053637 1 101
115  43.99329515 -088.56673072
120 Linear Feature 29
111  43.99337446 -088.57072439 1 101
112  43.99331046 -088.57065499  43.99328361 -088.57058710 1 101
115  43.99329312 -088.57054635
120 Linear Feature 24
111  43.99330617 -088.57072270 1 101
111  43.99329428 -088.57071953 1 101
111  43.99328834 -088.57071508 1 101
111  43.99328049 -088.57070761 1 101
111  43.99327526 -088.57070081 1 101
111  43.99327023 -088.57069794 1 101
115  43.99188061 -088.57068777
120 Linear Feature 23
111  43.99427982 -088.57074687 1 101
115  43.99330638 -088.57072271
120 Linear Feature 20
111  43.99216614 -088.56613841 4 103
115  43.99216635 -088.56629242
120 Linear Feature 42
111  43.99226171 -088.55037806 4
115  43.99240622 -088.55058119
120 Linear Feature 41
111  43.99265168 -088.55004121 1 101
115  43.99233684 -088.55047743
120 Linear Feature 13
111  43.99220456 -088.57059628 4 103
115  43.99220463 -088.57078471
120 Linear Feature 2
111  43.99015096 -088.54899864 5
115  43.99026525 -088.54909942
120 Linear Feature 1
111  43.99045095 -088.54893859 5
115  43.99045095 -088.54867174
120 Linear Feature 8
111  43.97892431 -088.55817227 1 101
112  43.97889359 -088.55808467  43.97887527 -088.55806260 1 101
115  43.97884183 -088.55804810
120 Linear Feature 7
111  43.97892433 -088.55817221 1 101
112  43.97895272 -088.55808701  43.97897204 -088.55805863 1 101
115  43.97900499 -088.55804810
120 Linear Feature 6
111  43.97892387 -088.55768502 1 101
115  43.97892596 -088.55983497
120 Linear Feature 1
111  43.99313454 -088.55068108 8 101
112  43.99318517 -088.55056357  43.99323383 -088.55054058 8 101
115  43.99321926 -088.55043719
120 Linear Feature 1
111  43.99359834 -088.55761980 5
115  43.99374202 -088.55761852
120 Linear Feature 3
111  43.99378364 -088.55804971 1 101
112  43.99370677 -088.55801087  43.99368041 -088.55798190 1 101
115  43.99367291 -088.55793164
120 Linear Feature 2
111  43.99473472 -088.55806781 1 101
111  43.99378374 -088.55804973 1 101
112  43.99370796 -088.55809183  43.99367529 -088.55813351 1 101
115  43.99367356 -088.55821024
120 Linear Feature 85
111  43.99398034 -088.55940381 1
112  43.99373236 -088.55933753  43.99368851 -088.55928402 1
115  43.99367609 -088.55920126
120 Linear Feature 9
111  43.98815700 -088.54937891 1
112  43.98818088 -088.54927894  43.98818063 -088.54923682 1
115  43.98817309 -088.54921164
120 Linear Feature 8
111  43.98815701 -088.54937892 1
112  43.98822407 -088.54936089  43.98825065 -088.54936685 1
115  43.98828073 -088.54938079
120 Linear Feature 7
111  43.98724614 -088.55056871 1
112  43.98720099 -088.55041835  43.98717063 -088.55038084 1
112  43.98685211 -088.54992185  43.98682154 -088.54989678 1
115  43.98678230 -088.54989438
120 Linear Feature 6
111  43.98668787 -088.54989243 1
112  43.98683783 -088.54987209  43.98686437 -088.54983521 1
112  43.98731615 -088.54927104  43.98742597 -088.54930815 1
112  43.98771472 -088.54988496  43.98774627 -088.54989377 1
115  43.98779022 -088.54987394
120 Linear Feature 5
111  43.98726707 -088.55075740 1
112  43.98724843 -088.55055508  43.98727533 -088.55040557 1
111  43.98763294 -088.54996423 1
112  43.98774798 -088.54990948  43.98782343 -088.54987600 1
115  43.98815703 -088.54937892
120 Linear Feature 4
111  43.98746654 -088.54958505 1
112  43.98715421 -088.54939880  43.98704480 -088.54953415 1
115  43.98726324 -088.54990497
120 Linear Feature 3
111  43.98726325 -088.54990498 1
112  43.98758553 -088.55002033  43.98767308 -088.54985184 1
115  43.98746654 -088.54958506
120 Linear Feature 2
111  43.98708758 -088.55015194 1
112  43.98694180 -088.54970564  43.98705618 -088.54955289 1
115  43.98726325 -088.54990495
120 Linear Feature 1
111  43.98708757 -088.55015198 1
112  43.98737746 -088.55031290  43.98747350 -088.55015875 1
115  43.98726326 -088.54990496
21  43.96655993 -088.55733894 2 0.9000 3.0 Runway 36 PAPI
21  43.99100055 -088.55340057 2 270.0000 3.0 Runway 27 PAPI
21  43.99200270 -088.56840975 1 90.0000 3.0 Runway 9 VASI
21  43.98317463 -088.55586870 1 180.0000 3.0 Runway 18 VASI
20  43.99358551 -088.56028895 270.0000 0 2 {@L}F{@Y}{^l}B1
20  43.98906488 -088.55571735 130.6000 0 2 {@R}22-04{@@}{@L}RWY31
20  43.98857473 -088.55594057 43.7200 0 2 {@R}13-31{@@}{@L}RWY22
20  43.98861039 -088.55498515 309.4600 0 2 {@R}04-22{@@}{@L}RWY13
20  43.98888707 -088.55498472 219.0700 0 2 {@R}31-13{@@}{@L}RWY04
20  43.98784823 -088.55369110 310.6400 0 2 {@Y}{^ld}A{^ru}|A1{^l}|C1{^r}{@@}{@L}RWY13
20  43.98764121 -088.55391051 309.2300 0 2 {@Y}{^ld}A{^ru}|A1{^l}|C1{^r}{@@}{@L}RWY13
20  43.98798863 -088.55449475 130.1500 0 2 {@Y}{^rd}A1|A{^r}{@@}{@L}RWY31
20  43.98838007 -088.55460539 128.8100 0 2 {@Y}{^ld}A|C1{^lu}{@@}{@L}RWY31
20  43.98905460 -088.55527295 220.5800 0 2 {@R}31-13{@@}{@L}RWY04
20  43.99375479 -088.55821641 90.0000 0 2 {@L}F{@Y}{^l}H
20  43.99384469 -088.55795715 179.6500 0 2 {@L}H{@Y}F
20  43.98843330 -088.55522158 309.3700 0 2 {@R}04-22{@@}{@L}RWY13
20  43.98840645 -088.55566200 42.7500 0 2 {@R}13-31{@@}{@L}RWY22
20  43.98886961 -088.55600075 133.8900 0 2 {@R}22-04{@@}{@L}RWY31
20  43.99105875 -088.55908772 309.9000 0 2 {@R}09-27{@Y}{^ru}B1{@@}{@L}RWY13
20  43.99085633 -088.55934080 309.8800 0 2 {@R}09-27{@Y}{^ru}B1{@@}{@L}RWY13
20  43.98558053 -088.55743418 90.9400 0 2 {@R}18-36{@L}P1{@Y}{^lu}A1{@@}{@L}P1{@Y}P{@Y}|{^r}04-22
20  43.98580999 -088.55743505 88.6800 0 2 {@R}18-36{@L}P1{@Y}{^lu}A1{@@}{@L}P1{@Y}P{@Y}|{^r}04-22
20  43.98598510 -088.55532703 204.8700 0 2 {@R}18-36{@L}A1{@Y}{^r}P1{@@}{@L}A1
20  43.98965161 -088.55392433 223.0800 0 2 {@Y}{^lu}A{^rd}{@@}{@L}RWY04
20  43.98955279 -088.55459554 44.1700 0 2 {@Y}{^lu}A{^rd}{@@}{@L}RWY22
20  43.98921182 -088.55453303 43.6000 0 2 {@Y}{^lu}A{^rd}{@@}{@L}RWY22
20  43.98738777 -088.55707120 223.8600 0 2 {@Y}{^lu}P
20  43.99012760 -088.55380660 224.3300 0 2 {@Y}{^rd}A{^lu}{@@}{@L}RWY04
20  43.98984932 -088.55365830 45.7300 0 2 {@Y}{^rd}C{@@}{@L}RWY22
20  43.99034135 -088.55296427 222.4700 0 2 {@Y}{^lu}C{@@}{@L}RWY04
20  43.98605010 -088.55067343 128.6600 0 2 {@Y}{^l}C3{@@}{@L}RWY31
20  43.98683246 -088.55197245 312.7600 0 2 {@Y}{^r}C2{@@}{@L}RWY13
20  43.98711790 -088.55245315 130.8000 0 2 {@Y}{^l}C2{@@}{@L}RWY31
20  43.98745303 -088.55461826 27.4700 0 2 {@R}13-31{@L}A1{@Y}{^lu}A{^rd}|{^ru}C1{@@}{@L}A1{@Y}{^lu}A
20  43.98744167 -088.55416132 0.6300 0 2 {@R}13-31{@L}A{@Y}{^ru}C1{@@}{@L}A{@Y}{^ru}A1
20  43.97434679 -088.55479861 87.5100 0 2 {@L}A4{@Y}A
20  43.99208756 -088.55408229 181.2200 0 2 {@R}27-09{@L}A{@@}{@L}A{@Y}B
20  43.99208575 -088.55439188 179.0300 0 2 {@R}27-09{@L}A{@@}{@L}A{@Y}B
20  43.99216715 -088.56610291 178.9600 0 2 {@R}27-09{@L}B2{@@}{@L}B2
20  43.99242026 -088.54917325 318.9800 0 2 {@R}04-22{@L}E{@@}{@L}E
20  43.98700945 -088.55192907 223.3900 0 2 {@R}31-13{@L}C2{@@}{@L}C2{@Y}C
20  43.98855586 -088.55413655 180.4800 0 2 {@R}31-13{@L}A{@Y}{^ld}C1{@@}{@L}A{@Y}{^u}04-22
20  43.98896378 -088.55441971 358.6400 0 2 {@R}04-22{@L}A{@@}{@Y}{^u}31-13{@L}A
20  43.98711658 -088.55211578 223.9400 0 2 {@R}31-13{@L}C2{@@}{@L}C2{@Y}C
20  43.99227581 -088.54940457 317.6500 0 2 {@R}04-22{@L}E{@@}{@L}E
20  43.99320324 -088.57031407 268.8500 0 2 {@Y}{^l}27-09{@L}B{@Y}B3
20  43.99212691 -088.54882491 132.9800 0 2 {@R}27-09{@L}E{@@}{@L}E{@Y}{^u}04-22
20  43.99224854 -088.55035578 223.1500 0 2 {@R}27-09{@L}RWY04{@@}{@Y}{^l}TERMINAL|E
20  43.98936456 -088.55077543 238.5200 0 2 {@L}J{@Y}{^l}K
20  43.98919398 -088.55098290 314.4300 0 2 {@L}K{@Y}J{@@}{@L}K
20  43.99009312 -088.54905489 236.7500 0 2 {@L}J{@@}{@Y}{^lu}E
20  43.99044875 -088.54898038 181.0200 0 2 {@Y}{^ru}{@Y}J
20  43.99076999 -088.54861057 0.8600 0 2 {@R}27-09{@L}E{@@}{@L}E
20  43.99077398 -088.54900370 358.9400 0 2 {@R}27-09{@L}E{@@}{@L}E
20  43.99242355 -088.55060378 226.4700 0 2 {@R}27-09{@L}RWY04{@@}{@Y}{^l}TERMINAL|E
20  43.99201127 -088.54908209 140.0100 0 2 {@R}27-09{@L}E{@@}{@L}E{@Y}{^u}04-22
20  43.99067314 -088.55248990 45.6600 0 2 {@R}09-27{@L}RWY04{@@}{@L}RWY22
20  43.99086237 -088.55279168 42.9900 0 2 {@R}09-27{@L}RWY04{@@}{@L}RWY22
20  43.98970209 -088.55319833 360.0000 0 2 {@R}04-22{@@}{@L}C
20  43.98970333 -088.55345791 0.9200 0 2 {@R}04-22{@@}{@L}C
20  43.98843152 -088.55290377 238.4300 0 2 {@L}J{@Y}{^l}C{^rd}|{@Y}{^u}C1{@@}{@L}J
20  43.99310769 -088.55006472 135.0000 0 2 {@R}22-04{@L}E{@Y}{^u}27-09{@@}{@Y}{^u}TERMINAL
20  43.99296298 -088.55027446 136.3600 0 2 {@R}22-04{@L}E{@Y}{^u}27-09{@@}{@Y}{^u}TERMINAL
20  43.99323389 -088.55229111 222.3700 0 2 {@L}B{@@}{@Y}{^u}TERMINAL
20  43.99379171 -088.55437623 178.8500 0 2 {@L}A{@@}{@Y}{^r}TERMINAL
20  43.99235965 -088.55374580 270.6700 0 2 {@Y}{^l}27-09{@L}B{@Y}A
20  43.99288843 -088.55407400 180.0000 0 2 {@L}A{@Y}B{@Y}{^u}27-09
20  43.99260638 -088.55473437 90.0000 0 2 {@Y}{^r}27-09{@L}B{@Y}A
20  43.99216715 -088.56632615 179.2000 0 2 {@R}27-09{@L}B2{@@}{@L}B2
20  43.98581108 -088.56140126 87.4000 0 2 {@R}04-APCH{@L}P1{@@}{@L}P1
20  43.98538912 -088.55817727 357.9300 0 2 {@Y}{^u}04-22{@L}P{@Y}P1|{^r}18-36{@@}{@L}P
20  43.98560696 -088.55853589 269.3500 0 2 {@R}04-APCH{@L}P1{@@}{@Y}P{@L}P1{@Y}{^l}04-22|18-36{@Y}{^u}
20  43.98598144 -088.55818306 183.7500 0 2 {@Y}{^l}18-36{@L}P{@Y}P1
20  43.98622901 -088.55817330 355.8600 0 2 {@R}04-22{@L}P{@@}{@L}P
20  43.99352823 -088.56727870 181.4000 0 2 {@Y}B
20  43.99287468 -088.56632824 0.6100 0 2 {@L}B2{@Y}B
20  43.99218017 -088.56034388 0.9900 0 2 {@L}B1{@Y}B{@@}{@R}27-09{@L}B1{@R}{^lu}13-31
20  43.99218163 -088.56080884 0.9900 0 2 {@L}B1{@Y}B{@@}{@R}27-09{@L}B1{@R}{^lu}13-31
20  43.99353025 -088.56043723 0.4800 0 2 {@L}B1{@Y}{^r}F{@@}{@L}B1
20  43.99265230 -088.56113227 90.0000 0 2 {@Y}{^r}27-09_13-31{@L}B{@Y}B1
20  43.99244578 -088.56001675 270.0000 0 2 {@Y}{^l}27-09_13-31{@L}B{@Y}B1
20  43.99303735 -088.56042179 178.6000 0 2 {@Y}{^u}27-09{@L}B1{@Y}B
20  43.99292742 -088.56579199 291.4000 0 2 {@Y}27-09{^l}{@L}B{@Y}B2
20  43.98869200 -088.55321640 180.0000 0 2 {@Y}{^ru}31-13{@L}C{@Y}C1{@@}{@L}C
20  43.98753014 -088.55188794 124.9900 0 2 {@Y}{^r}31-13{@L}C{@Y}C2{@@}{@L}C
20  43.98623350 -088.55019075 13.0700 0 2 {@L}C3{@Y}{^l}C
20  43.98597070 -088.55008337 195.7700 0 2 {@R}31-13{@L}C3{@@}{@L}C3
20  43.98600744 -088.55026585 195.8400 0 2 {@R}31-13{@L}C3{@@}{@L}C3
20  43.98650839 -088.55013608 124.9300 0 2 {@Y}{^r}31-13{@L}C{@Y}{^r}C3{@@}{@Y}C
20  43.97864166 -088.55460802 360.0000 0 2 {@Y}{^l}18-36{@L}A{@Y}{^l}A2
20  43.97879808 -088.55483645 88.6700 0 2 {@L}A2{@Y}A
20  43.97880325 -088.55563442 268.6400 0 2 {@R}36-18{@L}A2{@@}{@L}A2
20  43.97923590 -088.55459921 182.1800 0 2 {@Y}{^r}18-36{@L}A{@Y}{^r}A2
20  43.97882492 -088.55745224 90.0000 0 2 {@R}18-36{@L}P2{@@}{@L}P2{@Y}P
20  43.97447489 -088.55792286 176.8200 0 2 {@Y}{^l}18-36{@L}P{@Y}{^l}P3{@@}{@L}P
20  43.97129482 -088.55734618 90.0000 0 2 {@R}18-36{@L}P4{@@}{@L}P4{@Y}P
20  43.97150293 -088.55734791 87.9500 0 2 {@R}18-36{@L}P4{@@}{@L}P4{@Y}P
20  43.97108995 -088.55793425 2.8200 0 2 {@Y}{^r}18-36{@L}P{@Y}{^r}P4{@@}{@L}P
20  43.97169566 -088.55793578 177.9900 0 2 {@Y}{^l}18-36{@L}P{@Y}{^l}P4{@@}{@L}P
20  43.97402635 -088.55463269 359.1600 0 2 {@Y}{^l}36-18{@L}A{@Y}A3{@@}{@L}A
20  43.97449437 -088.55462883 182.6600 0 2 {@Y}{^r}36-18{@L}A{@Y}{^r}A3{@@}{@L}A
20  43.97412554 -088.55568639 268.7500 0 2 {@R}36-18{@L}A3{@@}{@L}A3{@Y}A
20  43.96379704 -088.55571710 269.4300 0 2 {@R}36-18{@L}A6{@@}{@L}A6{@Y}{^l}A
20  43.96431923 -088.55444846 179.0500 0 2 {@Y}{^r}36-18{@L}A{@Y}{^r}A6{@@}{@L}A
20  43.96756369 -088.55492036 88.2200 0 2 {@Y}A{@L}A5
20  43.97127294 -088.55487355 91.5700 0 2 {@Y}A{@L}A4{@Y}{^u}D
20  43.97159058 -088.54879668 180.6700 0 2 {@L}G{@Y}D{@@}{@L}G
20  43.97143583 -088.54833234 272.0000 0 2 {@L}D{@Y}{^r}G{@@}{@L}D
20  43.96723257 -088.55472807 0.1500 0 2 {@Y}{^l}36-18{@L}A{@Y}{^l}A5{@@}{@L}A
20  43.96772137 -088.55471089 182.6900 0 2 {@Y}{^r}36-18{@L}A{@Y}{^r}A5{@@}{@L}A
20  43.96736314 -088.55570067 269.4300 0 2 {@R}36-18{@L}A5{@@}{@L}A5{@Y}A
20  43.96736723 -088.55738624 90.9300 0 2 {@R}18-36{@L}P5{@@}{@L}P5{@Y}{^r}P
20  43.96756880 -088.55738936 88.0700 0 2 {@R}18-36{@L}P5{@@}{@L}P5{@Y}{^r}P
20  43.96781117 -088.55790570 178.2100 0 2 {@Y}{^l}18-36{@L}P{@Y}{^l}P5{@@}{@L}P
20  43.97143046 -088.54896794 92.5200 0 2 {@L}D{@Y}{^l}G{@@}{@L}D
20  43.97127303 -088.55419175 269.1400 0 2 {@Y}{^u}A4{@L}D{@Y}{^u}36-18{@@}{@L}D
20  43.97113592 -088.55467411 357.4400 0 2 {@Y}{^r}D{@L}A{@Y}{^l}A4|36-18{^l}{@@}{@L}A
20  43.97162089 -088.55437424 178.4100 0 2 {@Y}{^l}D{@L}A{@Y}{^r}A4|36-18{^r}{@@}{@L}A
20  43.97126322 -088.55558167 268.3900 0 2 {@R}36-18{@L}A4{@@}{@L}A4
20  43.97433586 -088.55739219 88.1700 0 2 {@R}18-36{@L}P3{@@}{@L}P3{@Y}P
20  43.97412742 -088.55739491 89.1000 0 2 {@R}18-36{@L}P3{@@}{@L}P3{@Y}P
20  43.97400560 -088.55792331 2.1000 0 2 {@Y}{^r}18-36{@L}P{@Y}{^r}P3{@@}{@L}P
20  43.97902743 -088.55745464 87.5800 0 2 {@R}18-36{@L}P2{@@}{@L}P2{@Y}P
20  43.97905854 -088.55824735 87.5500 0 2 {@Y}{^u}18-36{@L}P2{@Y}P{@@}P2
20  43.97861525 -088.55820277 360.0000 0 2 {@Y}{^r}18-36{@L}P{@Y}P2{@@}{@L}P
20  43.97920844 -088.55792821 177.3400 0 2 {@Y}{^l}18-36{@L}P{@Y}P2{@@}{@L}P
20  43.98703808 -088.55149185 313.1100 0 2 {@Y}{^l}31-13{@L}C{@Y}C2{@@}{@L}C
20  43.98740906 -088.55155885 246.0400 0 2 {@Y}{^u}31-13{@L}C2{@Y}C
20  43.98811904 -088.55365519 232.3400 0 2 {@R}31-13{@L}C1{@Y}{^rd}A{^lu}{@@}{@L}C1{@Y}{^lu}C{^r}|{^u}J
20  43.98825940 -088.55381316 238.9400 0 2 {@R}31-13{@L}C1{@Y}{^rd}A{^lu}{@@}{@L}C1{@Y}{^lu}C{^r}|{^u}J
20  43.98810412 -088.55330531 305.9100 0 2 {@Y}{^l}31-13{@L}C{@Y}C1{@@}{@L}C
20  43.97857573 -088.55618103 359.6000 0 2 {@Y}{^l}P2|A2{^r}{@@}{@L}RWY18
20  43.97388191 -088.55623161 360.0000 0 2 {@Y}{^l}P3|A3{^r}{@@}{@L}RWY18
20  43.97388961 -088.55693262 360.0000 0 2 {@Y}{^l}P3|A3{^r}{@@}{@L}RWY18
20  43.97455492 -088.55619461 180.0000 0 2 {@Y}{^l}A3|P3{^r}{@@}{@L}RWY36
20  43.97099476 -088.55628796 0.5100 0 2 {@Y}{^l}P4|A4{^r}{@@}{@L}RWY18
20  43.96705606 -088.55631393 359.5800 0 2 {@Y}{^l}P5|A5{^r}{@@}{@L}RWY18
20  43.96705747 -088.55703543 360.0000 0 2 {@Y}{^l}P5|A5{^r}{@@}{@L}RWY18
20  43.96789717 -088.55628945 179.4500 0 2 {@Y}{^l}A5|P5{^r}{@@}{@L}RWY36
20  43.96441332 -088.55636230 180.5300 0 2 {@Y}{^l}A6{@@}{@L}RWY36
20  43.96789187 -088.55701951 181.2700 0 2 {@Y}{^l}A5|P5{^r}{@@}{@L}RWY36
20  43.97099266 -088.55695830 360.0000 0 2 {@Y}{^l}P4|A4{^r}{@@}{@L}RWY18
20  43.97182055 -088.55628048 180.0000 0 2 {@Y}{^l}A4|P4{^r}{@@}{@L}RWY36
20  43.97182211 -088.55693640 180.7500 0 2 {@Y}{^l}A4|P4{^r}{@@}{@L}RWY36
20  43.97454351 -088.55693337 180.6700 0 2 {@Y}{^l}A3|P3{^r}{@@}{@L}RWY36
20  43.97856516 -088.55686964 359.5300 0 2 {@Y}{^l}P2|A2{^r}{@@}{@L}RWY18
20  43.97924254 -088.55616665 178.8400 0 2 {@Y}{^l}A2|P2{^r}{@@}{@L}RWY36
20  43.97923417 -088.55685077 181.3200 0 2 {@Y}{^l}A2|P2{^r}{@@}{@L}RWY36
20  43.98492159 -088.55676938 360.0000 0 2 {@Y}{^l}P1|A1{^ru}{@@}{@L}RWY18
20  43.98492798 -088.55610638 0.4700 0 2 {@Y}{^l}P1|A1{^ru}{@@}{@L}RWY18
20  43.99029886 -088.55410576 179.3300 0 2 {@R}22-04{@L}A{@@}{@L}A{@Y}{^u}09-27
20  43.99029841 -088.55442439 180.8400 0 2 {@R}22-04{@L}A{@@}{@L}A{@Y}{^u}09-27
20  43.99083756 -088.55412066 0.7800 0 2 {@R}09-27{@L}A{@@}{@Y}{^u}22-04{@L}A
20  43.99083872 -088.55440324 0.8400 0 2 {@R}09-27{@L}A{@@}{@Y}{^u}22-04{@L}A
20  43.99349838 -088.56609446 180.0000 0 2 {@Y}27-09{^u}{@L}B2{@Y}B
20  43.99433181 -088.56607377 178.9400 0 2 {@L}B2
20  43.99121938 -088.54950397 90.3900 0 2 {@Y}E
20  43.99172974 -088.54946749 90.9100 0 2 {@Y}E
20  43.99174135 -088.55074824 270.0000 0 2 {@Y}{^rd}04-22{@@}{@L}RWY09
20  43.99125226 -088.55131474 269.6500 0 2 {@Y}{^lu}04-22{@@}{@L}RWY09
20  43.99305697 -088.57055267 360.0000 0 2 {@L}B2{@Y}B{^r}
20  43.99337414 -088.56660533 90.6500 0 2 {@Y}B2{@L}B{@Y}27-09{^r}
20  43.99220489 -088.57055843 178.8800 0 2 {@R}27-09{@L}B3{@@}{@L}B3
20  43.99126775 -088.55355513 269.5300 0 2 {@Y}A{@@}{@L}RWY09
20  43.99175409 -088.55200988 89.5900 0 2 {@Y}{^lu}22-04{@@}{@L}RWY27
20  43.99124877 -088.55246460 90.2700 0 2 {@Y}{^rd}22-04{@@}{@L}RWY27
20  43.99174103 -088.55355846 270.6100 0 2 {@Y}A{@@}{@L}RWY09
20  43.99128669 -088.55498847 90.0000 0 2 {@Y}A{@@}{@L}RWY27
20  43.99175111 -088.55496928 90.0000 0 2 {@Y}A{@@}{@L}RWY27
20  43.99131399 -088.55917514 270.0000 0 2 {@Y}{^ld}13-31{@@}{@L}RWY09
20  43.99131885 -088.56026352 90.6700 0 2 {@Y}{^ru}13-31{@@}{@L}RWY27
20  43.99178674 -088.55965340 270.0000 0 2 {@Y}{^r}B1|13-36{^ld}{@@}{@L}RWY09
20  43.99179663 -088.56136352 89.6000 0 2 {@Y}{^l}B1|13-36{^ru}{@@}{@L}RWY27
20  43.99182136 -088.56564246 270.0000 0 2 {@Y}{^r}B2
20  43.99183323 -088.56685581 89.2600 0 2 {@Y}{^l}B2
20  43.99185606 -088.57022393 270.7800 0 2 {@Y}{^r}B3
20  43.99186486 -088.57103775 90.0000 0 2 {@Y}{^l}B3
20  43.99220539 -088.57082659 180.0000 0 2 {@R}27-09{@L}B3{@@}{@L}B3
20  43.98927958 -088.55145270 54.6800 0 2 {@L}J{@Y}{^r}K
20  43.99348601 -088.57065117 180.0000 0 2 {@L}B3{@Y}{^l}B|{@Y}09-27{^u}
20  43.99416037 -088.57066353 181.4000 0 2 {@L}B3{@@}{@Y}{^u}HILTON
20  43.99375960 -088.55776998 270.0000 0 2 {@L}F{@Y}{^r}H
20  43.97121733 -088.54677878 270.3800 0 2 {@L}D
14  43.98086589 -088.56250490 124.67 0 ATC Tower
15  43.97106985 -088.54607480   0.00 Fox Valley Technical College
15  43.97270287 -088.54406882 180.00 Basler Turbo Conversions
15  43.99337808 -088.55095173 -90.00 Terminal Ramp
15  43.98772812 -088.55155775 142.05 East Parking
15  43.98948360 -088.55013023 358.09 East Hangars
15  43.99467105 -088.55366220 -89.74 Orion Flight Services
15  43.99448619 -088.55632881 270.00 Basler Flight Service
15  43.99423911 -088.56045127 -179.23 North Hangars
15  43.99445303 -088.57127545  89.40 Hilton Garden Inn Hotel Ramp
15  43.99465013 -088.56792318 180.00 EAA Ramp
18  43.98165600 -088.56243800 1 BCN
19  43.99341700 -088.55519200 1 Windsock
19  43.98449800 -088.55568300 1 WS
19  43.96408700 -088.55780600 1 WS
19  43.99216800 -088.57139800 1 WS
19  43.99044900 -088.55109700 1 WS
19  43.98732200 -088.55851400 1 WS
19  43.99290500 -088.54897800 1 WS
19  43.98559700 -088.55107800 1 WS
50 12590 ATIS
51 11850 CTAF
51 12295 UNICOM
53 12190 GND
54 11850 OSHKOSH TWR
1200 
1201  43.99419435 -088.55591497 both 0 _stop(split)
1201  43.99367172 -088.55670427 both 1 _stop
1201  43.99419983 -088.55450557 both 2 _stop
1201  43.98568267 -088.55583739 both 3 A1_stop(split)
1201  43.99419577 -088.55545401 both 4 _stop(split)
1201  43.99495638 -088.55546070 both 5 _start
1201  43.99420299 -088.55514620 both 6 _stop(split)(split)
1201  43.99495398 -088.55514620 both 7 _start
1201  43.99420299 -088.55483171 both 8 _stop(split)(split)(split)
1201  43.99495398 -088.55483171 both 9 _start
1201  43.99495398 -088.55452391 both 10 _start
1201  43.99496627 -088.55421168 both 11 _start
1201  43.99396135 -088.55379289 both 12 _stop(split)
1201  43.99472716 -088.55378976 both 13 _start
1201  43.99313702 -088.55127004 both 14 _stop(split)
1201  43.99345146 -088.55127281 both 15 _start
1201  43.99348697 -088.55083986 both 16 _start
1201  43.97110963 -088.54607885 both 17 _start
1201  43.97130160 -088.54607885 both 18 _stop
1201  43.97131088 -088.54642311 both 19 _stop(split)
1201  43.97269300 -088.54423979 both 20 _start
1201  43.97268419 -088.54482030 both 21 _stop
1201  43.97277266 -088.54764033 both 22 _start
1201  43.97278429 -088.54795288 both 23 _stop
1201  43.97295687 -088.54823309 both 24 _stop
1201  43.98725919 -088.55074551 both 25 C2_start(split)(split)
1201  43.98722668 -088.55047830 both 26 C2_start(split)(split)(split)
1201  43.98682761 -088.54990098 both 27 C2_start(split)(split)(split)(split)
1201  43.98723755 -088.55058400 both 28 C2_start(split)(split)(split)
1201  43.98822466 -088.54928965 both 29 A1_start(split)(split)
1201  43.98757464 -088.55003312 both 30 _stop
1201  43.98785625 -088.54979613 both 31 _stop
1201  43.98748671 -088.55017551 both 32 C2_start(split)(split)(split)(split)
1201  43.98703837 -088.54956747 both 33 _stop
1201  43.98775969 -088.54989913 both 34 _stop(split)
1201  43.98730774 -088.54926093 both 35 _stop
1201  43.99162439 -088.57007351 both 36 A1_start
1201  43.99148016 -088.54939723 both 37 A1_stop
1201  43.99155704 -088.56021959 both 38 A1_start
1201  43.98593000 -088.55074114 both 39 A1_stop
1201  43.99149578 -088.55163740 both 40 A1_start(split)
1201  43.98873141 -088.55545986 both 41 A1_start(split)
1201  43.99258388 -088.55013531 both 42 A1_start
1201  43.98707283 -088.55775327 both 43 P_stop
1201  43.98498332 -088.55642916 both 44 A1_start
1201  43.96430839 -088.55670749 both 45 A1_stop
1201  43.99427871 -088.57074675 both 46 A1_start
1201  43.99162984 -088.57068089 both 47 A1_stop
1201  43.99444658 -088.56620276 both 48 A1_start
1201  43.99159810 -088.56622173 both 49 A1_stop
1201  43.99155963 -088.56058217 both 50 A1_start(split)
1201  43.99357693 -088.56057686 both 51 A1_start
1201  43.99218249 -088.56058057 both 52 A1_start(split)
1201  43.99220629 -088.57069109 both 53 A1_start(split)
1201  43.99216632 -088.56621864 both 54 A1_start(split)
1201  43.99329253 -088.57072098 both 55 A1_start(split)
1201  43.99255074 -088.56057963 both 56 A1_start(split)
