I
1050 Generated by WorldEditor 2.2.0r2

1     20 1 0 KNTU Oceana Naval Air Station
111  36.82028005 -076.01654032 53
112  36.82010271 -076.01657986  36.82000995 -076.01660923
111  36.82010271 -076.01657986
112  36.82010271 -076.01657986  36.81989895 -076.01666186 53
111  36.81977970 -076.01680925 53
115  36.81956111 -076.01706983
120 Linear Feature 87
111  36.81703706 -076.02166634 51
111  36.81683339 -076.02189683 51
111  36.81672261 -076.02202220 51
111  36.81661089 -076.02214862 51
111  36.81650108 -076.02227288 51
111  36.81639297 -076.02239296 51
111  36.81627198 -076.02252733 51
111  36.81616068 -076.02265095 51
111  36.81604838 -076.02277567 51
115  36.81593738 -076.02289894
120 Linear Feature 1
111  36.81821572 -076.01867468 53
111  36.81841692 -076.01843523 53
111  36.81906548 -076.01765864 53
115  36.81925894 -076.01743184
120 Linear Feature 2
111  36.81906057 -076.02285298 51
116  36.81916538 -076.02284900  36.81920331 -076.02287735
120 Linear Feature 3
111  36.81525825 -076.04183265 53
112  36.81498397 -076.04181721  36.81486294 -076.04170298
111  36.81498397 -076.04181721 53
111  36.81493557 -076.04175374 53
111  36.81433618 -076.04093837
112  36.81433618 -076.04093837  36.81419115 -076.04072396 53
115  36.81432636 -076.04047331
120 Linear Feature 2
112  36.82317082 -076.01365796  36.82315855 -076.01361787 51
115  36.82317741 -076.01358200
120 Linear Feature 22
111  36.81295316 -076.03836738 53
111  36.80890357 -076.04292133 53
111  36.80860524 -076.04325667
112  36.80860524 -076.04325667  36.80847867 -076.04345856 53
111  36.80859579 -076.04361691 53
112  36.80889458 -076.04365660  36.80907031 -076.04352256
111  36.80889458 -076.04365660 53
111  36.81306068 -076.03896906 53
112  36.81308104 -076.03854756  36.81296349 -076.03831106
111  36.81308104 -076.03854756 53
111  36.81306218 -076.03851713 53
111  36.81295316 -076.03836738 53
111  36.81292852 -076.03833354 53
111  36.81274649 -076.03808349 53
111  36.81247619 -076.03771221 53
116  36.81225813 -076.03763126  36.81211250 -076.03766173
120 Linear Feature 21
112  36.82363482 -076.02666380  36.82375078 -076.02689664 53
111  36.82362216 -076.02708444 53
111  36.82346363 -076.02726806 53
111  36.82324853 -076.02750821 53
112  36.82288685 -076.02749303  36.82269930 -076.02730355
111  36.82288685 -076.02749303 53
111  36.81765053 -076.02070134 53
112  36.81767220 -076.02025426  36.81783964 -076.02001310
111  36.81767220 -076.02025426 53
111  36.81800823 -076.01986492 53
111  36.81803507 -076.01983420
112  36.81803507 -076.01983420  36.81818629 -076.01969293 53
115  36.81834323 -076.01981172
120 Linear Feature 20
111  36.82404296 -076.02862812 53
112  36.82371203 -076.02856132  36.82356081 -076.02837479
111  36.82371203 -076.02856132 53
111  36.82337528 -076.02812211
112  36.82337528 -076.02812211  36.82324132 -076.02788266 53
111  36.82338516 -076.02769038 53
111  36.82359706 -076.02745117 53
111  36.82377766 -076.02725320 53
116  36.82410400 -076.02726924  36.82427415 -076.02741926
120 Linear Feature 19
112  36.83375315 -076.03621626  36.83385929 -076.03647690 53
111  36.83370870 -076.03663830 53
111  36.83306451 -076.03740964
112  36.83306451 -076.03740964  36.83288000 -076.03759730 53
115  36.83268226 -076.03743430
120 Linear Feature 18
112  36.82572499 -076.03075279  36.82559981 -076.03099569 53
111  36.82573234 -076.03118985 53
111  36.82587970 -076.03138108 53
111  36.83154381 -076.03873109
112  36.83154381 -076.03873109  36.83174584 -076.03896154 53
111  36.83192791 -076.03877877 53
111  36.83226069 -076.03836433 53
111  36.83230024 -076.03831594 53
116  36.83232495 -076.03795044  36.83224288 -076.03774702
120 Linear Feature 16
111  36.82459353 -076.02970603 53
111  36.82444679 -076.02951812
112  36.82444679 -076.02951812  36.82432872 -076.02932761 53
115  36.82442633 -076.02910853
120 Linear Feature 11
111  36.82602016 -076.03006038 51
111  36.82557730 -076.03055728
112  36.82557730 -076.03055728  36.82533729 -076.03075637 51
115  36.82511853 -076.03056791
120 Linear Feature 10
111  36.82603453 -076.03008983 51
111  36.82560270 -076.03057617 51
116  36.82557209 -076.03115629  36.82574872 -076.03146268
120 Linear Feature 15
111  36.82539593 -076.03042692 53
112  36.82509783 -076.03036149  36.82494914 -076.03020909
111  36.82509783 -076.03036149 53
115  36.82494524 -076.03016459
120 Linear Feature 14
111  36.82495767 -076.03093441 53
112  36.82494305 -076.03051689  36.82481765 -076.03029133
111  36.82494305 -076.03051689 53
115  36.82479520 -076.03032887
120 Linear Feature 13
112  36.82396784 -076.02961885  36.82417260 -076.02951575 53
111  36.82429662 -076.02967962 53
115  36.82444437 -076.02987371
120 Linear Feature 7
111  36.81835536 -076.03501379 53
112  36.81806938 -076.03496621  36.81793532 -076.03483763
111  36.81806938 -076.03496621 53
111  36.81788300 -076.03472710 53
111  36.81770630 -076.03450041 53
112  36.81770154 -076.03408505  36.81782777 -076.03385862
111  36.81770154 -076.03408505 53
111  36.82288178 -076.02825541
112  36.82288178 -076.02825541  36.82307656 -076.02811000 53
111  36.82323258 -076.02829712 53
111  36.82342031 -076.02854075 53
111  36.82358032 -076.02875301
112  36.82358032 -076.02875301  36.82367913 -076.02893991 53
115  36.82359030 -076.02913531
120 Linear Feature 6
111  36.81479027 -076.04231130 53
111  36.81463322 -076.04209523 53
111  36.81403744 -076.04127559 53
111  36.81400001 -076.04122867
112  36.81400001 -076.04122867  36.81386411 -076.04109695 53
115  36.81369423 -076.04117356
120 Linear Feature 5
112  36.81405693 -076.03985992  36.81384224 -076.04000976 53
111  36.81368676 -076.03979279 53
111  36.81338236 -076.03936853 53
112  36.81338872 -076.03893401  36.81353634 -076.03872476
111  36.81338872 -076.03893401 53
111  36.81722612 -076.03462359
112  36.81722612 -076.03462359  36.81741521 -076.03449025 53
111  36.81756122 -076.03465934 53
111  36.81773813 -076.03488885 53
111  36.81792093 -076.03512598
112  36.81792093 -076.03512598  36.81801401 -076.03533146 53
115  36.81791774 -076.03550390
120 Linear Feature 4
111  36.80966381 -076.04480720 53
112  36.80927967 -076.04474394  36.80910354 -076.04450014
111  36.80927967 -076.04474394 53
112  36.80915302 -076.04456835  36.80897690 -076.04432455
111  36.80915302 -076.04456835 53
111  36.80898425 -076.04433434 53
112  36.80899639 -076.04387463  36.80915396 -076.04361512
111  36.80899639 -076.04387463 53
111  36.81264236 -076.03977195
112  36.81264236 -076.03977195  36.81282369 -076.03963907 53
111  36.81298182 -076.03982411 53
111  36.81328392 -076.04024465
112  36.81328392 -076.04024465  36.81343872 -076.04048110 53
115  36.81330410 -076.04070613
120 Linear Feature 47
111  36.83110899 -076.02401802 53
111  36.83032823 -076.02294465 53
115  36.83014344 -076.02269061
120 Linear Feature 46
111  36.83034841 -076.02486753 53
112  36.83031855 -076.02450793  36.83021962 -076.02435055
111  36.83031855 -076.02450793 53
111  36.83028486 -076.02446419 53
111  36.82967717 -076.02367517
112  36.82967717 -076.02367517  36.82953162 -076.02347534 53
115  36.82933253 -076.02359273
120 Linear Feature 45
112  36.82548046 -076.02473882  36.82560564 -076.02476898 53
111  36.82571291 -076.02466077 53
111  36.82593209 -076.02444438 53
111  36.82627773 -076.02410315 53
111  36.82804603 -076.02211152 53
112  36.82803755 -076.02167302  36.82789886 -076.02143420
111  36.82803755 -076.02167302 53
111  36.82511605 -076.01789003 53
112  36.82502013 -076.01782806  36.82496191 -076.01780931
111  36.82502013 -076.01782806 53
111  36.82056385 -076.01681873 53
111  36.82030849 -076.01681087
112  36.82030849 -076.01681087  36.82028207 -076.01681233 53
112  36.82023945 -076.01681935  36.82022079 -076.01682370
111  36.82023945 -076.01681935
112  36.82023945 -076.01681935  36.82018320 -076.01683313 53
111  36.82016380 -076.01684241
112  36.82016380 -076.01684241  36.81982753 -076.01699113 53
115  36.81982014 -076.01740142
120 Linear Feature 44
111  36.82584487 -076.02521030 53
112  36.82592397 -076.02491383  36.82602881 -076.02477253
111  36.82592397 -076.02491383 53
112  36.82610447 -076.02468125  36.82620931 -076.02453996
111  36.82610447 -076.02468125 53
111  36.82641795 -076.02427733 53
111  36.82822912 -076.02224254
112  36.82822912 -076.02224254  36.82843255 -076.02206987 53
111  36.82858913 -076.02226515 53
111  36.82890883 -076.02267943
112  36.82890883 -076.02267943  36.82903718 -076.02282152 53
115  36.82896706 -076.02306334
120 Linear Feature 43
112  36.82516462 -076.02507942  36.82517997 -076.02523751 53
111  36.82509137 -076.02535337 53
111  36.82490172 -076.02560360 53
111  36.82479238 -076.02574784 53
115  36.82455200 -076.02604471
120 Linear Feature 41
112  36.82405255 -076.02622806  36.82426661 -076.02638385 53
111  36.82439810 -076.02621950 53
115  36.82455200 -076.02604471
120 Linear Feature 40
111  36.82450761 -076.02681426 53
112  36.82454332 -076.02638858  36.82469210 -076.02618275
111  36.82454332 -076.02638858 53
111  36.82468543 -076.02622776 53
111  36.82472307 -076.02618649 53
111  36.82507481 -076.02584081 53
111  36.82533209 -076.02558797
112  36.82533209 -076.02558797  36.82542581 -076.02551323 53
115  36.82552891 -076.02554847
120 Linear Feature 39
112  36.81931643 -076.03115203  36.81929742 -076.03101649
111  36.81931643 -076.03115203 53
111  36.81950911 -076.02431209
112  36.81950911 -076.02431209  36.81951875 -076.02411525 53
112  36.81971636 -076.02399504  36.81979510 -076.02396407
111  36.81971636 -076.02399504
112  36.81971636 -076.02399504  36.81986310 -076.02394946 53
111  36.81996907 -076.02407036 53
111  36.82130905 -076.02580407
112  36.82130905 -076.02580407  36.82137128 -076.02596835 53
112  36.82126932 -076.02620481  36.82121849 -076.02627095
111  36.82126932 -076.02620481 53
111  36.82109055 -076.02642082 53
111  36.82100724 -076.02631404 53
111  36.82070301 -076.02667270 53
111  36.82101057 -076.02706957 53
111  36.82131343 -076.02671288 53
111  36.82122767 -076.02659991 53
111  36.82140565 -076.02639403
112  36.82140565 -076.02639403  36.82156547 -076.02623454 53
111  36.82173087 -076.02635448 53
111  36.82271606 -076.02763098
112  36.82271606 -076.02763098  36.82289493 -076.02791843 53
111  36.82269437 -076.02812959 53
111  36.81974187 -076.03145895 53
112  36.81942094 -076.03142500  36.81929117 -076.03128022
111  36.81942094 -076.03142500
114  36.81942094 -076.03142500  36.81937421 -076.03137286 53
120 Linear Feature 38
111  36.81851262 -076.03244643 55
115  36.81876384 -076.03216494
120 Linear Feature 37
111  36.81904015 -076.03224183 53
111  36.81843436 -076.03292657 53
111  36.81831479 -076.03291830 53
111  36.81821582 -076.03278148 53
111  36.81797592 -076.03244980 53
111  36.81883335 -076.03148681
112  36.81883335 -076.03148681  36.81891792 -076.03141745 53
111  36.81899440 -076.03146421
112  36.81899440 -076.03146421  36.81910471 -076.03152805 53
111  36.81910074 -076.03165878 53
111  36.81909652 -076.03179507 53
111  36.81908761 -076.03208244
114  36.81908761 -076.03208244  36.81908332 -076.03219803 53
120 Linear Feature 35
111  36.81791907 -076.03351419 53
111  36.81779641 -076.03350482 53
111  36.81769681 -076.03336696 53
111  36.81745754 -076.03303577 53
111  36.81777826 -076.03267235 53
111  36.81801732 -076.03300273 53
111  36.81811586 -076.03313891 53
113  36.81810973 -076.03329201 53
120 Linear Feature 34
111  36.81759895 -076.03372534 53
111  36.81759100 -076.03387857 53
112  36.81724375 -076.03387636  36.81704932 -076.03369620
111  36.81724375 -076.03387636 53
112  36.81715557 -076.03375241  36.81711778 -076.03369148
111  36.81715557 -076.03375241
112  36.81715557 -076.03375241  36.81703260 -076.03346932 53
111  36.81725963 -076.03325795 53
113  36.81749706 -076.03359002 53
120 Linear Feature 33
111  36.81702531 -076.03451046 53
111  36.81693979 -076.03446259 53
111  36.81684095 -076.03432756 53
111  36.81660101 -076.03400000 53
111  36.81669011 -076.03390289 53
112  36.81700803 -076.03392255  36.81715915 -076.03406355
111  36.81700803 -076.03392255
112  36.81700803 -076.03392255  36.81706907 -076.03399925 53
111  36.81709517 -076.03404288
114  36.81709517 -076.03404288  36.81721872 -076.03434165 53
120 Linear Feature 32
111  36.82025406 -076.03623366 53
111  36.82023376 -076.03616421 53
112  36.82020861 -076.03614602  36.82018946 -076.03614442
111  36.82020861 -076.03614602 53
111  36.81963018 -076.03613198 53
111  36.81891856 -076.03611505 53
111  36.81822576 -076.03609954
112  36.81822576 -076.03609954  36.81821069 -076.03610042 53
115  36.81820528 -076.03610570
120 Linear Feature 31
111  36.82090508 -076.03550209 53
112  36.82047514 -076.03564959  36.82021000 -076.03566692
111  36.82047514 -076.03564959 53
111  36.82006920 -076.03563919 53
111  36.81935622 -076.03562331 53
111  36.81870611 -076.03560426 53
116  36.81868652 -076.03556193  36.81868407 -076.03552366
120 Linear Feature 30
111  36.81674722 -076.03482779 53
111  36.81653211 -076.03507115 53
111  36.81642186 -076.03504921 53
111  36.81632168 -076.03491210 53
111  36.81608130 -076.03458315 53
111  36.81640322 -076.03422000 53
111  36.81664324 -076.03454888 53
113  36.81674173 -076.03468383 53
120 Linear Feature 29
111  36.81601293 -076.03565330 53
111  36.81590415 -076.03563033 53
111  36.81580204 -076.03549238 53
111  36.81556247 -076.03516869 53
111  36.81588285 -076.03480979 53
111  36.81612140 -076.03513600 53
111  36.81622168 -076.03527312 53
113  36.81622576 -076.03541091 53
120 Linear Feature 28
111  36.81570970 -076.03599077 53
111  36.81557170 -076.03614556
112  36.81557170 -076.03614556  36.81538504 -076.03627736 53
111  36.81524244 -076.03612212 53
112  36.81519129 -076.03606252  36.81516726 -076.03602694
111  36.81519129 -076.03606252
112  36.81519129 -076.03606252  36.81514547 -076.03597463 53
112  36.81518559 -076.03558938  36.81531929 -076.03537369
111  36.81518559 -076.03558938 53
111  36.81536384 -076.03539108 53
111  36.81560211 -076.03571851 53
113  36.81570161 -076.03585525 53
120 Linear Feature 27
111  36.81310173 -076.03820685 53
111  36.81467404 -076.03643975
112  36.81467404 -076.03643975  36.81472675 -076.03639306 53
115  36.81481748 -076.03641876
120 Linear Feature 26
111  36.81305172 -076.03813769 53
111  36.81462019 -076.03637305 53
116  36.81463010 -076.03616057  36.81458337 -076.03602916
120 Linear Feature 25
112  36.81356663 -076.03839869  36.81339000 -076.03854710 53
111  36.81323227 -076.03838108 53
111  36.81320371 -076.03834789 53
111  36.81310173 -076.03820685 53
111  36.81307610 -076.03817141 53
111  36.81305172 -076.03813769 53
111  36.81304922 -076.03813423 53
111  36.81294777 -076.03799393 53
112  36.81294512 -076.03753084  36.81309871 -076.03728212
111  36.81294512 -076.03753084 53
111  36.81423364 -076.03608221
112  36.81423364 -076.03608221  36.81441571 -076.03591052 53
111  36.81458954 -076.03610469 53
111  36.81463010 -076.03616057 53
111  36.81481748 -076.03641876 53
111  36.81488605 -076.03651790
112  36.81488605 -076.03651790  36.81500836 -076.03670904 53
111  36.81489274 -076.03690902 53
111  36.81386539 -076.03807555 53
115  36.81356663 -076.03839869
120 Linear Feature 23
112  36.80474548 -076.04715810  36.80485181 -076.04733403 53
111  36.80495214 -076.04724313 53
115  36.80763873 -076.04422450
120 Linear Feature 52
111  36.81708571 -076.02139197 53
112  36.81702810 -076.02090846  36.81716808 -076.02063302
111  36.81702810 -076.02090846 53
112  36.81713194 -076.02078811  36.81717642 -076.02074776
111  36.81713194 -076.02078811
112  36.81713194 -076.02078811  36.81715825 -076.02076866 53
112  36.81720932 -076.02074807  36.81723443 -076.02074030
111  36.81720932 -076.02074807
112  36.81720932 -076.02074807  36.81735037 -076.02070446 53
111  36.81746478 -076.02082058 53
111  36.81751199 -076.02088006 53
111  36.81740940 -076.02100326 53
115  36.81708571 -076.02139197
120 Linear Feature 51
111  36.81796769 -076.02156850 53
111  36.81790354 -076.02164449 53
111  36.81757851 -076.02202950 53
111  36.81731398 -076.02168706 53
111  36.81763846 -076.02130190 53
111  36.81774487 -076.02117560 53
113  36.81796673 -076.02146067 53
120 Linear Feature 49
111  36.81895719 -076.02284558 53
111  36.81889118 -076.02292456 53
111  36.81856799 -076.02331127 53
111  36.81830378 -076.02297047 53
111  36.81862921 -076.02258288 53
111  36.81869463 -076.02250496 53
111  36.81876421 -076.02250709 53
113  36.81895814 -076.02275693 53
120 Linear Feature 17
111  36.83446955 -076.03714526 53
111  36.83427509 -076.03737512 53
111  36.83363131 -076.03813494 53
111  36.83282800 -076.03910188 53
111  36.83249038 -076.03950131 53
112  36.83187015 -076.03950076  36.83152746 -076.03917709
111  36.83187015 -076.03950076 53
111  36.82574104 -076.03154780 53
111  36.82560274 -076.03136835 53
116  36.82534839 -076.03125426  36.82521517 -076.03129488
120 Linear Feature 48
111  36.81925999 -076.02314521 53
111  36.81930668 -076.02320630
112  36.81930668 -076.02320630  36.81933258 -076.02326952 53
111  36.81933546 -076.02333395 53
111  36.81933204 -076.02349612 53
111  36.81931955 -076.02407488 53
112  36.81920919 -076.02414286  36.81911701 -076.02409916
111  36.81920919 -076.02414286 53
111  36.81879886 -076.02361045 53
111  36.81912156 -076.02322348 53
113  36.81918713 -076.02314485 53
14  36.81842542 -076.02757526 141.08 0 Tower Viewpoint
1300  36.82702839 -076.01924373 223.14 gate heavy|jets North Pad 1
1301 D military 
1300  36.82766424 -076.02011654 223.14 gate heavy|jets North Pad 2
1301 D military 
1300  36.80699467 -076.04269474  41.85 tie_down jets Ordnance 1
1301 C military 
1300  36.80723992 -076.04302721  41.47 tie_down jets Ordnance 2
1301 D military 
1300  36.80748512 -076.04336687  41.85 tie_down jets Ordnance 3
1301 C military 
1300  36.80772684 -076.04370048  41.47 tie_down jets Ordnance 4
1301 D military 
1300  36.80804905 -076.04314280  41.47 tie_down jets Ordnance 5
1301 C military 
1300  36.80783039 -076.04283979  41.47 tie_down jets Ordnance 6
1301 C military 
1300  36.80761400 -076.04254265  41.47 tie_down jets Ordnance 7
1301 C military 
1300  36.80739309 -076.04223886  41.47 tie_down jets Ordnance 8
1301 C military 
1300  36.80767497 -076.04192531 222.24 tie_down jets Ordnance 9
1301 C military 
1300  36.80789374 -076.04222486 -138.62 tie_down jets Ordnance 10
1301 D military 
1300  36.80811141 -076.04252272 222.24 tie_down jets Ordnance 11
1301 C military 
1300  36.80832919 -076.04282296 -138.62 tie_down jets ordnance 12
1301 D military 
1300  36.82369793 -076.01399901 -137.25 hangar jets North Hangar 4
1301 B none 
1300  36.82355578 -076.01381491 -137.25 hangar jets North Hangar 3
1301 B none 
1300  36.82341437 -076.01363178 -137.25 hangar jets North Hangar 2
1301 B none 
1300  36.82327399 -076.01344998 -137.25 hangar jets North Hangar 1
1301 B none 
1300  36.82277540 -076.01337339  43.32 tie_down jets North Gate 6
1301 B military 
1300  36.82291566 -076.01355254  43.32 tie_down jets North Gate 5
1301 B military 
1300  36.82305117 -076.01373513  43.32 tie_down jets North Gate 4
1301 B military 
1300  36.82318827 -076.01391473  43.32 tie_down jets North Gate 3
1301 B military 
1300  36.82332440 -076.01410023  43.32 tie_down jets North Gate 2
1301 B military 
1300  36.82345865 -076.01428504  43.32 tie_down jets North Gate 1
1301 B military 
1300  36.81253171 -076.03706050  42.00 tie_down fighters West Tie-Down 1-1
1301 A military 
1300  36.81242129 -076.03693130  41.49 tie_down fighters West Tie-Down 1-2
1301 A military 
1300  36.81233321 -076.03678100  41.49 tie_down fighters West Tie-Down 1-3
1301 A military 
1300  36.81222636 -076.03664283  41.49 tie_down fighters West Tie-Down 1-4
1301 A military 
1300  36.81212848 -076.03651071  41.49 tie_down fighters West Tie-Down 1-5
1301 A military 
1300  36.81202840 -076.03636769  41.49 tie_down fighters West Tie-Down 1-6
1301 A military 
1300  36.81191361 -076.03623194  43.36 tie_down fighters West Tie-Down 1-7
1301 A military 
1300  36.81181413 -076.03609497  41.82 tie_down fighters West Tie-Down 1-8
1301 A military 
1300  36.81278801 -076.03677359 -138.13 tie_down fighters West Tie-Down 2-1
1301 A military 
1300  36.81269430 -076.03662699 -138.13 tie_down fighters West Tie-Down 2-2
1301 A military 
1300  36.81257771 -076.03650331 -138.13 tie_down fighters West Tie-Down 2-3
1301 A military 
1300  36.81248810 -076.03635321 -138.13 tie_down fighters West Tie-Down 2-4
1301 A military 
1300  36.81239308 -076.03620485 -138.13 tie_down fighters West Tie-Down 2-5
1301 A military 
1300  36.81229736 -076.03606173 -138.13 tie_down fighters West Tie-Down 2-6
1301 A military 
1300  36.81217597 -076.03594130 -138.13 tie_down fighters West Tie-Down 2-7
1301 A military 
1300  36.81207824 -076.03579644 -138.13 tie_down fighters West Tie-Down 2-8
1301 A military 
1300  36.81322996 -076.03627557  43.00 tie_down fighters West Tie-Down 3-1
1301 A military 
1300  36.81311955 -076.03614571  41.36 tie_down fighters West Tie-Down 3-2
1301 A military 
1300  36.81301938 -076.03600362  41.36 tie_down fighters West Tie-Down 3-3
1301 A military 
1300  36.81291570 -076.03587553  41.36 tie_down fighters West Tie-Down 3-4
1301 A military 
1300  36.81280859 -076.03573939  41.36 tie_down fighters West Tie-Down 3-5
1301 A military 
1300  36.81271428 -076.03559278  41.36 tie_down fighters West Tie-Down 3-6
1301 A military 
1300  36.81261713 -076.03544826  43.19 tie_down fighters West Tie-Down 3-7
1301 A military 
1300  36.81251667 -076.03531212  41.36 tie_down fighters West Tie-Down 3-8
1301 A military 
1300  36.81349161 -076.03598763 -136.57 tie_down fighters West Tie-Down 4-1
1301 A military 
1300  36.81338799 -076.03585065 -137.32 tie_down fighters West Tie-Down 4-2
1301 A military 
1300  36.81329301 -076.03570014 221.61 tie_down fighters West Tie-Down 4-3
1301 A military 
1300  36.81318933 -076.03556810 -137.17 tie_down fighters West Tie-Down 4-4
1301 A military 
1300  36.81309081 -076.03542035 221.61 tie_down fighters West Tie-Down 4-5
1301 A military 
1300  36.81298328 -076.03528939 221.61 tie_down fighters West Tie-Down 4-6
1301 A military 
1300  36.81289077 -076.03512845 -136.95 tie_down fighters West Tie-Down 4-7
1301 A military 
1300  36.81277869 -076.03501330 221.61 tie_down fighters West Tie-Down 4-8
1301 A military 
1300  36.81390978 -076.03551667  41.95 tie_down fighters West Tie-Down 5-1
1301 A military 
1300  36.81380195 -076.03537728  41.82 tie_down fighters West Tie-Down 5-2
1301 A military 
1300  36.81369998 -076.03524153  42.51 tie_down fighters West Tie-Down 5-3
1301 A military 
1300  36.81359956 -076.03509972  43.11 tie_down fighters West Tie-Down 5-4
1301 A military 
1300  36.81349972 -076.03495669  43.70 tie_down fighters West Tie-Down 5-5
1301 A military 
1300  36.81339667 -076.03481851  43.70 tie_down fighters West Tie-Down 5-6
1301 A military 
1300  36.81329268 -076.03468034  43.70 tie_down fighters West Tie-Down 5-7
1301 A military 
1300  36.81319763 -076.03454216  43.70 tie_down fighters West Tie-Down 5-8
1301 A military 
1300  36.81445340 -076.03540765 -137.97 tie_down fighters West Tie-Down 6-1
1301 A military 
1300  36.81435670 -076.03526657 -137.97 tie_down fighters West Tie-Down 6-2
1301 A military 
1300  36.81425802 -076.03512112 -137.97 tie_down fighters West Tie-Down 6-3
1301 A military 
1300  36.81415268 -076.03498585 -137.97 tie_down fighters West Tie-Down 6-4
1301 A military 
1300  36.81405829 -076.03483749 -137.97 tie_down fighters West Tie-Down 6-5
1301 A military 
1300  36.81394684 -076.03471095 -137.97 tie_down fighters West Tie-Down 6-6
1301 A military 
1300  36.81384362 -076.03457131 -137.97 tie_down fighters West Tie-Down 6-7
1301 A military 
1300  36.81374759 -076.03442732 -137.97 tie_down fighters West Tie-Down 6-8
1301 A military 
1300  36.81365126 -076.03428332 -137.97 tie_down fighters West Tie-Down 6-9
1301 A military 
1300  36.81354376 -076.03415387 -137.97 tie_down fighters West Tie-Down 6-10
1301 A military 
1300  36.81488705 -076.03492721  41.98 tie_down fighters West Tie-Down 7-1
1301 A military 
1300  36.81478553 -076.03478667  41.98 tie_down fighters West Tie-Down 7-2
1301 A military 
1300  36.81467866 -076.03464992  41.98 tie_down fighters West Tie-Down 7-3
1301 A military 
1300  36.81458019 -076.03450590  41.98 tie_down fighters West Tie-Down 7-4
1301 A military 
1300  36.81448551 -076.03436502  41.98 tie_down fighters West Tie-Down 7-5
1301 A military 
1300  36.81437903 -076.03423018  41.98 tie_down fighters West Tie-Down 7-6
1301 A military 
1300  36.81426775 -076.03409722  41.98 tie_down fighters West Tie-Down 7-7
1301 A military 
1300  36.81417280 -076.03394718  41.98 tie_down fighters West Tie-Down 7-8
1301 A military 
1300  36.81406791 -076.03380854  41.98 tie_down fighters West Tie-Down 7-9
1301 A military 
1300  36.81397814 -076.03366609  41.98 tie_down fighters West Tie-Down 7-10
1301 A military 
1300  36.81514578 -076.03463051 222.16 tie_down fighters West Tie-Down 8-1
1301 A military 
1300  36.81504671 -076.03448806 222.16 tie_down fighters West Tie-Down 8-2
1301 A military 
1300  36.81494405 -076.03435194 222.16 tie_down fighters West Tie-Down 8-3
1301 A military 
1300  36.81484084 -076.03421424 222.16 tie_down fighters West Tie-Down 8-4
1301 A military 
1300  36.81472837 -076.03408921 222.16 tie_down fighters West Tie-Down 8-5
1301 A military 
1300  36.81463073 -076.03394834 222.16 tie_down fighters West Tie-Down 8-6
1301 A military 
1300  36.81452912 -076.03380431 222.16 tie_down fighters West Tie-Down 8-7
1301 A military 
1300  36.81443131 -076.03366503 222.16 tie_down fighters West Tie-Down 8-8
1301 A military 
1300  36.81433293 -076.03352258 222.16 tie_down fighters West Tie-Down 8-9
1301 A military 
1300  36.81422804 -076.03339174 222.16 tie_down fighters West Tie-Down 8-10
1301 A military 
1300  36.81558648 -076.03414190  41.48 tie_down fighters West Tie-Down 9-1
1301 A military 
1300  36.81547805 -076.03400737  41.48 tie_down fighters West Tie-Down 9-2
1301 A military 
1300  36.81536732 -076.03387977  41.48 tie_down fighters West Tie-Down 9-3
1301 A military 
1300  36.81528199 -076.03372562  41.48 tie_down fighters West Tie-Down 9-4
1301 A military 
1300  36.81518719 -076.03357938  41.48 tie_down fighters West Tie-Down 9-5
1301 A military 
1300  36.81507637 -076.03345022  41.48 tie_down fighters West Tie-Down 9-6
1301 A military 
1300  36.81497997 -076.03330208  41.48 tie_down fighters West Tie-Down 9-7
1301 A military 
1300  36.81487629 -076.03316723  41.48 tie_down fighters West Tie-Down 9-8
1301 A military 
1300  36.81476882 -076.03303238  41.48 tie_down fighters West Tie-Down 9-9
1301 A military 
1300  36.81466488 -076.03289183  41.48 tie_down fighters West Tie-Down 9-10
1301 A military 
1300  36.81583365 -076.03385717 221.54 tie_down fighters West Tie-Down 10-1
1301 A military 
1300  36.81573632 -076.03371814 221.54 tie_down fighters West Tie-Down 10-2
1301 A military 
1300  36.81563058 -076.03358330 221.54 tie_down fighters West Tie-Down 10-3
1301 A military 
1300  36.81553422 -076.03344187 221.54 tie_down fighters West Tie-Down 10-4
1301 A military 
1300  36.81543363 -076.03330286 221.54 tie_down fighters West Tie-Down 10-5
1301 A military 
1300  36.81533039 -076.03316402 221.54 tie_down fighters West Tie-Down 10-6
1301 A military 
1300  36.81522957 -076.03301855 221.54 tie_down fighters West Tie-Down 10-7
1301 A military 
1300  36.81512816 -076.03288078 221.54 tie_down fighters West Tie-Down 10-8
1301 A military 
1300  36.81502642 -076.03274033 221.54 tie_down fighters West Tie-Down 10-9
1301 A military 
1300  36.81492456 -076.03260340 221.54 tie_down fighters West Tie-Down 10-10
1301 A military 
1300  36.81626041 -076.03338187  41.48 tie_down fighters West Tie-Down 11-1
1301 A military 
1300  36.81616762 -076.03323678  41.48 tie_down fighters West Tie-Down 11-2
1301 A military 
1300  36.81606540 -076.03309697  42.61 tie_down fighters West Tie-Down 11-3
1301 A military 
1300  36.81596004 -076.03296112  42.85 tie_down fighters West Tie-Down 11-4
1301 A military 
1300  36.81585707 -076.03282394  43.11 tie_down fighters West Tie-Down 11-5
1301 A military 
1300  36.81576020 -076.03268281  41.48 tie_down fighters West Tie-Down 11-6
1301 A military 
1300  36.81566434 -076.03253772  41.48 tie_down fighters West Tie-Down 11-7
1301 A military 
