I
1050 Generated by WorldEditor 2.2.0r2

1    839 0 0 KPRB Paso Robles Muni
111  35.67059478 -120.63762789 1
115  35.67064231 -120.63762905
120 Linear Feature 60
111  35.67054833 -120.63754997 1
115  35.67059586 -120.63755114
120 Linear Feature 60
111  35.67029700 -120.63754298 1
115  35.67034453 -120.63754414
120 Linear Feature 60
111  35.67024774 -120.63761696 1
115  35.67029527 -120.63761812
120 Linear Feature 60
111  35.67217111 -120.63694296 1
115  35.67221864 -120.63694412
120 Linear Feature 60
111  35.67185642 -120.63693141 1
115  35.67190395 -120.63693257
120 Linear Feature 60
111  35.67243240 -120.63685978 1
115  35.67247993 -120.63686095
120 Linear Feature 60
111  35.67217258 -120.63679504 1
115  35.67222011 -120.63679620
120 Linear Feature 60
111  35.67185789 -120.63678349 1
115  35.67190542 -120.63678465
120 Linear Feature 60
111  35.67212201 -120.63686872 1
115  35.67216954 -120.63686988
120 Linear Feature 60
111  35.67180732 -120.63685717 1
115  35.67185485 -120.63685833
120 Linear Feature 60
111  35.67089462 -120.63771299 1
115  35.67094215 -120.63771415
120 Linear Feature 60
111  35.67059155 -120.63777946 1
115  35.67063908 -120.63778062
120 Linear Feature 60
111  35.67054510 -120.63770155 1
115  35.67059263 -120.63770271
120 Linear Feature 60
111  35.67029377 -120.63769455 1
115  35.67034130 -120.63769571
120 Linear Feature 60
111  35.67024393 -120.63776889 1
115  35.67029146 -120.63777006
120 Linear Feature 60
111  35.66982356 -120.63752444 1
115  35.66987109 -120.63752560
120 Linear Feature 60
111  35.66982638 -120.63736811 1
115  35.66987391 -120.63736927
120 Linear Feature 60
111  35.66987176 -120.63759979 1
115  35.66991929 -120.63760096
120 Linear Feature 60
111  35.66987389 -120.63744692 1
115  35.66992142 -120.63744809
120 Linear Feature 60
111  35.66956057 -120.63736543 1
115  35.66960810 -120.63736660
120 Linear Feature 60
111  35.66955673 -120.63766572 1
115  35.66960426 -120.63766688
120 Linear Feature 60
111  35.66955878 -120.63751450 1
115  35.66960631 -120.63751566
120 Linear Feature 60
111  35.66950643 -120.63758985 1
115  35.66955396 -120.63759101
120 Linear Feature 60
111  35.66951023 -120.63743707 1
115  35.66955776 -120.63743823
120 Linear Feature 60
111  35.66924222 -120.63743065 1
115  35.66928975 -120.63743181
120 Linear Feature 60
111  35.66923918 -120.63758060 1
115  35.66928671 -120.63758177
120 Linear Feature 60
111  35.66919421 -120.63750402 1
115  35.66924174 -120.63750518
120 Linear Feature 60
111  35.66919689 -120.63735281 1
115  35.66924442 -120.63735398
120 Linear Feature 60
111  35.66892230 -120.63749446 1
115  35.66896983 -120.63749562
120 Linear Feature 60
111  35.66892507 -120.63734388 1
115  35.66897260 -120.63734504
120 Linear Feature 60
111  35.66860996 -120.63739057 1
115  35.66865749 -120.63739174
120 Linear Feature 60
111  35.66860752 -120.63754187 1
115  35.66865505 -120.63754304
120 Linear Feature 60
111  35.66856325 -120.63746717 1
115  35.66861078 -120.63746833
120 Linear Feature 60
111  35.66856051 -120.63761496 1
115  35.66860804 -120.63761613
120 Linear Feature 60
111  35.66829218 -120.63738166 1
115  35.66833971 -120.63738283
120 Linear Feature 60
111  35.66824598 -120.63745611 1
115  35.66829351 -120.63745727
120 Linear Feature 60
111  35.66829162 -120.63753227 1
115  35.66833915 -120.63753344
120 Linear Feature 60
111  35.66824262 -120.63760741 1
115  35.66829015 -120.63760857
120 Linear Feature 60
111  35.66797643 -120.63752279 1
115  35.66802396 -120.63752395
120 Linear Feature 60
111  35.66797914 -120.63737103 1
115  35.66802667 -120.63737219
120 Linear Feature 59
111  35.66912185 -120.63962804 1
115  35.66908426 -120.63962864
120 Linear Feature 59
111  35.66947280 -120.63839924 1
115  35.66944278 -120.63839984
120 Linear Feature 59
111  35.66947280 -120.63854726 1
115  35.66938432 -120.63854910
120 Linear Feature 59
111  35.66979769 -120.63866745 1
115  35.66972802 -120.63866888
120 Linear Feature 58
112  35.66978651 -120.63711556  35.66972267 -120.63712831 51
115  35.66972027 -120.63719520
120 Linear Feature 57
112  35.66965901 -120.63711187  35.66972033 -120.63712634 51
111  35.66972027 -120.63719520 51
111  35.66971185 -120.63766512 51
111  35.66970470 -120.63862105 51
115  35.66970653 -120.63970335
120 Linear Feature 56
112  35.67031666 -120.63713181  35.67013766 -120.63711429 51
115  35.67012015 -120.63690517
120 Linear Feature 56
112  35.67031666 -120.63713181  35.67013766 -120.63715647 51
115  35.67012058 -120.63735030
120 Linear Feature 56
112  35.66993727 -120.63711993  35.67010274 -120.63714137 51
115  35.67012058 -120.63735030
120 Linear Feature 56
112  35.66993727 -120.63711993  35.67009887 -120.63708717 51
115  35.67012015 -120.63690517
120 Linear Feature 55
112  35.66947141 -120.63710643  35.66940795 -120.63711677 51
115  35.66940393 -120.63718827
120 Linear Feature 55
112  35.66914876 -120.63709708  35.66909369 -120.63710914 51
115  35.66908842 -120.63718234
120 Linear Feature 54
112  35.66934119 -120.63710266  35.66940449 -120.63711308 51
111  35.66940393 -120.63718827 51
111  35.66939588 -120.63763621 51
111  35.66937278 -120.63861435
112  35.66937278 -120.63861435  35.66936489 -120.63866160 51
112  35.66932838 -120.63880103  35.66932278 -120.63884957
111  35.66932838 -120.63880103 51
115  35.66933361 -120.63971798
120 Linear Feature 54
112  35.66903068 -120.63709366  35.66908995 -120.63711302 51
111  35.66908842 -120.63718234 51
111  35.66908036 -120.63763028 51
111  35.66903515 -120.63860999 51
115  35.66904117 -120.63989689
120 Linear Feature 53
112  35.66885516 -120.63708857  35.66880270 -120.63709897 51
115  35.66879479 -120.63716961
120 Linear Feature 53
112  35.66852271 -120.63707774  35.66846259 -120.63708813 51
115  35.66845574 -120.63715225
120 Linear Feature 53
112  35.66820279 -120.63706820  35.66814791 -120.63708405 51
115  35.66814087 -120.63714143
120 Linear Feature 52
112  35.66873966 -120.63708523  35.66879204 -120.63709757 51
111  35.66879479 -120.63716961 51
115  35.66878822 -120.63755785
120 Linear Feature 52
112  35.66839583 -120.63707396  35.66845143 -120.63708629 51
111  35.66845574 -120.63715225 51
115  35.66844789 -120.63761567
120 Linear Feature 52
112  35.66808116 -120.63706457  35.66813744 -120.63707732 51
111  35.66814087 -120.63714143 51
115  35.66813302 -120.63760485
120 Linear Feature 51
112  35.66703601 -120.63650709  35.66682633 -120.63668801 51
116  35.66713438 -120.63703633  35.66732851 -120.63706604
120 Linear Feature 50
111  35.66658756 -120.63649623 51
111  35.66673349 -120.63682693
112  35.66673349 -120.63682693  35.66681816 -120.63698772 51
112  35.66699953 -120.63703098  35.66707775 -120.63704289
111  35.66699953 -120.63703098 51
111  35.66713438 -120.63703633 51
111  35.66808116 -120.63706457 51
111  35.66820279 -120.63706820 51
111  35.66839583 -120.63707396 51
111  35.66852271 -120.63707774 51
111  35.66873966 -120.63708523 51
111  35.66885516 -120.63708857 51
111  35.66903068 -120.63709366 51
111  35.66914876 -120.63709708 51
111  35.66934119 -120.63710266 51
111  35.66947141 -120.63710643 51
111  35.66965901 -120.63711187 51
111  35.66978651 -120.63711556 51
111  35.66993727 -120.63711993 51
111  35.67031666 -120.63713181 51
111  35.67039975 -120.63713427 51
111  35.67051459 -120.63713768 51
111  35.67069184 -120.63714293 51
111  35.67081277 -120.63714652 51
111  35.67164224 -120.63717111 51
111  35.67175224 -120.63717438 51
111  35.67194921 -120.63718022 51
111  35.67207033 -120.63718381 51
111  35.67225890 -120.63718940 51
111  35.67238608 -120.63719317 51
111  35.67360491 -120.63722931
112  35.67360491 -120.63722931  35.67379457 -120.63721323 51
111  35.67380646 -120.63699315 51
111  35.67380948 -120.63683260 51
111  35.67381242 -120.63667643 51
111  35.67381685 -120.63644121 51
111  35.67381972 -120.63628852 51
111  35.67387229 -120.63349702 51
111  35.67388137 -120.63304509 51
111  35.67389492 -120.63232354 51
111  35.67390035 -120.63203440 51
111  35.67390648 -120.63178739 51
111  35.67391096 -120.63149308 51
111  35.67392435 -120.63079085
112  35.67392435 -120.63079085  35.67390600 -120.63061188 51
112  35.67364512 -120.63056635  35.67350772 -120.63062331
111  35.67364512 -120.63056635 51
111  35.67360638 -120.63058992 51
115  35.67313653 -120.63090213
120 Linear Feature 49
111  35.67019231 -120.63385732 54
115  35.67005209 -120.63385313
120 Linear Feature 48
112  35.67012276 -120.63332740  35.67014436 -120.63292303 51
111  35.67040841 -120.63273557 51
115  35.67092715 -120.63238643
120 Linear Feature 47
112  35.66979977 -120.63465667  35.66991891 -120.63460264 51
116  35.67012162 -120.63489461  35.67015461 -120.63512870
120 Linear Feature 46
112  35.67021561 -120.63437825  35.67012399 -120.63445712 51
115  35.67012186 -120.63456976
120 Linear Feature 46
112  35.67012205 -120.63430098  35.67010626 -120.63444160 51
115  35.67001871 -120.63451008
120 Linear Feature 45
112  35.67012225 -120.63403713  35.67015429 -120.63426182 51
116  35.67040994 -120.63424814  35.67051166 -120.63420011
120 Linear Feature 44
111  35.67012424 -120.63999144 51
111  35.67012120 -120.63780034 51
111  35.67012058 -120.63735030 51
111  35.67012015 -120.63690517 51
111  35.67012162 -120.63489461 51
111  35.67012186 -120.63456976 51
111  35.67012205 -120.63430098 51
111  35.67012225 -120.63403713 51
111  35.67012276 -120.63332740
112  35.67012276 -120.63332740  35.67009768 -120.63315159 51
112  35.66983750 -120.63311505  35.66969815 -120.63317080
111  35.66983750 -120.63311505 51
115  35.66933386 -120.63345110
120 Linear Feature 43
111  35.66655257 -120.63624188 54
115  35.66643043 -120.63632363
120 Linear Feature 43
111  35.68066561 -120.62684699 54
115  35.68052302 -120.62683828
120 Linear Feature 43
111  35.68010912 -120.62811097 52
115  35.68063474 -120.62776060
120 Linear Feature 42
112  35.66629847 -120.63575516  35.66630430 -120.63584448 51
115  35.66632522 -120.63590362
120 Linear Feature 41
111  35.66626783 -120.63577399 51
111  35.66632522 -120.63590362 51
111  35.66658756 -120.63649623
112  35.66658756 -120.63649623  35.66670878 -120.63671320 51
111  35.66689000 -120.63660437 51
111  35.66703601 -120.63650709 51
111  35.66979977 -120.63465667 51
111  35.67001871 -120.63451008 51
111  35.67021561 -120.63437825 51
111  35.67040994 -120.63424814 51
111  35.67361053 -120.63210412 51
111  35.67381473 -120.63196743 51
111  35.67399320 -120.63184797 51
111  35.67419524 -120.63171045 51
111  35.67702497 -120.62981678 51
111  35.67723515 -120.62967621 51
111  35.67741321 -120.62955884 51
111  35.67762160 -120.62941934 51
111  35.68048387 -120.62750331
112  35.68048387 -120.62750331  35.68057441 -120.62743251 51
111  35.68058288 -120.62731894 51
111  35.68060560 -120.62652467 51
111  35.68060438 -120.62644189
112  35.68060438 -120.62644189  35.68059067 -120.62630638 51
115  35.68051803 -120.62623300
120 Linear Feature 40
111  35.66601207 -120.63466125 54
115  35.66615428 -120.63466558
120 Linear Feature 39
111  35.66512790 -120.63167576 51
115  35.66512610 -120.63179360
120 Linear Feature 38
112  35.66612982 -120.63225107  35.66610728 -120.63238805 51
115  35.66599880 -120.63239198
120 Linear Feature 38
112  35.66614016 -120.63167992  35.66611645 -120.63182046 51
115  35.66601355 -120.63182539
120 Linear Feature 37
112  35.66612343 -120.63254363  35.66611033 -120.63240591 51
111  35.66599880 -120.63239198 51
115  35.66594372 -120.63238998
120 Linear Feature 37
112  35.66613472 -120.63197938  35.66612162 -120.63184167 51
111  35.66601355 -120.63182539 51
115  35.66595260 -120.63182339
120 Linear Feature 36
111  35.66575388 -120.63072901 8
115  35.66508887 -120.63071083
120 Linear Feature 35
112  35.66615488 -120.63091989  35.66613744 -120.63078905 51
115  35.66603139 -120.63077352
120 Linear Feature 35
112  35.66617756 -120.62974895  35.66616496 -120.62967071 51
115  35.66611116 -120.62966839
120 Linear Feature 34
112  35.66616056 -120.63062652  35.66614031 -120.63077065 51
111  35.66603139 -120.63077352 51
115  35.66508556 -120.63074608
120 Linear Feature 34
112  35.66618179 -120.62958592  35.66617283 -120.62966553 51
111  35.66611116 -120.62966839 51
115  35.66538217 -120.62964664
120 Linear Feature 34
111  35.66617803 -120.62607798 51
115  35.66462664 -120.62603703
120 Linear Feature 33
111  35.66687914 -120.61836648 54
111  35.66687534 -120.61836295 54
115  35.66676657 -120.61826196
120 Linear Feature 32
112  35.66719582 -120.61804777  35.66709435 -120.61800343 53 102
111  35.66703539 -120.61809171 53 102
115  35.66687534 -120.61836295
120 Linear Feature 31
112  35.66619730 -120.61903021  35.66636800 -120.61906366 51
115  35.66638070 -120.61926132
120 Linear Feature 30
111  35.66470277 -120.61890097 51
111  35.66471142 -120.61901099 51
115  35.66471636 -120.61910749
120 Linear Feature 29
112  35.66645884 -120.61892544  35.66639231 -120.61902420 51
111  35.66628833 -120.61903239 51
111  35.66619730 -120.61903021 51
111  35.66528388 -120.61900527 2
111  35.66493819 -120.61900011 51
111  35.66492226 -120.61899986 51
115  35.66471142 -120.61901099
120 Linear Feature 28
112  35.66709810 -120.61795832  35.66704070 -120.61796556 51
111  35.66699192 -120.61803571 51
111  35.66645884 -120.61892544
112  35.66645884 -120.61892544  35.66641460 -120.61900285 51
112  35.66638430 -120.61914466  35.66637030 -120.61924909
111  35.66638430 -120.61914466 51
111  35.66638070 -120.61926132 51
111  35.66618179 -120.62958592 51
111  35.66617756 -120.62974895 51
111  35.66616056 -120.63062652 51
111  35.66615488 -120.63091989 51
111  35.66614016 -120.63167992 51
111  35.66613472 -120.63197938 51
111  35.66612982 -120.63225107 51
111  35.66612343 -120.63254363 51
111  35.66607247 -120.63524151
112  35.66607247 -120.63524151  35.66607504 -120.63529234 51
115  35.66608264 -120.63531899
21  35.67876791 -120.62650209 2 208.5400 3.00 19  PAPI-4L
21  35.66878382 -120.61982190 2 323.7900 3.00 31  PAPI-4L
14  35.67195540 -120.63793896  25.00 0 Tower
1300  35.67236798 -120.63742222 179.06 tie_down jets|turboprops|props GA Terminal Ramp 4
1301 B general_aviation 
1300  35.67236496 -120.63765871 179.06 tie_down jets|turboprops|props GA Terminal Ramp 3
1301 B general_aviation 
1300  35.67144866 -120.63739720 179.06 tie_down jets|turboprops|props GA Terminal Ramp 2
1301 B general_aviation 
1300  35.67144564 -120.63763368 179.06 tie_down jets|turboprops|props GA Terminal Ramp 1
1301 B general_aviation 
1300  35.67797625 -120.63133206 -91.66 tie_down props N GA Ramp 5
1301 A general_aviation 
1300  35.67786857 -120.63132883 -91.66 tie_down props N GA Ramp 4
1301 A general_aviation 
1300  35.67776177 -120.63132559 -91.66 tie_down props N GA Ramp 3
1301 A general_aviation 
1300  35.67765113 -120.63132185 -91.66 tie_down props N GA Ramp 2
1301 A general_aviation 
1300  35.67754018 -120.63131811 -91.66 tie_down props N GA Ramp 1
1301 A general_aviation 
1300  35.67751229 -120.63219099 178.82 tie_down jets|turboprops|props USFS Ramp 3
1301 B general_aviation 
1300  35.67750599 -120.63277826 178.82 tie_down jets|turboprops|props USFS Ramp 2
1301 B general_aviation 
1300  35.67745331 -120.63337545 178.82 tie_down jets|turboprops|props USFS Ramp 1
1301 B general_aviation 
1300  35.67517140 -120.63705255 268.67 tie_down props NW GA Tie-Down 44
1301 A general_aviation 
1300  35.67511172 -120.63692840  88.67 tie_down props NW GA Tie-Down 43
1301 A general_aviation 
1300  35.67504733 -120.63704806 268.67 tie_down props NW GA Tie-Down 42
1301 A general_aviation 
1300  35.67498788 -120.63692407  88.67 tie_down props NW GA Tie-Down 41
1301 A general_aviation 
1300  35.67492343 -120.63704598 268.67 tie_down props NW GA Tie-Down 40
1301 A general_aviation 
1300  35.67486422 -120.63692281  88.67 tie_down props NW GA Tie-Down 39
1301 A general_aviation 
1300  35.67480033 -120.63704153 268.67 tie_down props NW GA Tie-Down 38
1301 A general_aviation 
1300  35.67474136 -120.63691851  88.67 tie_down props NW GA Tie-Down 37
1301 A general_aviation 
1300  35.67467703 -120.63703640 268.67 tie_down props NW GA Tie-Down 36
1301 A general_aviation 
1300  35.67461758 -120.63691323  88.67 tie_down props NW GA Tie-Down 35
1301 A general_aviation 
1300  35.67455344 -120.63703195 268.67 tie_down props NW GA Tie-Down 34
1301 A general_aviation 
1300  35.67449423 -120.63690893  88.67 tie_down props NW GA Tie-Down 33
1301 A general_aviation 
1300  35.67443004 -120.63702956 268.67 tie_down props NW GA Tie-Down 32
1301 A general_aviation 
1300  35.67437059 -120.63690638  88.67 tie_down props NW GA Tie-Down 31
1301 A general_aviation 
1300  35.67430645 -120.63702510 268.67 tie_down props NW GA Tie-Down 30
1301 A general_aviation 
1300  35.67518082 -120.63654264  88.67 tie_down props NW GA Tie-Down 29
1301 A general_aviation 
1300  35.67511643 -120.63666230 268.67 tie_down props NW GA Tie-Down 28
1301 A general_aviation 
1300  35.67505699 -120.63653831  88.67 tie_down props NW GA Tie-Down 27
1301 A general_aviation 
1300  35.67499253 -120.63666022 268.67 tie_down props NW GA Tie-Down 26
1301 A general_aviation 
1300  35.67493332 -120.63653705  88.67 tie_down props NW GA Tie-Down 25
1301 A general_aviation 
1300  35.67486944 -120.63665577 268.67 tie_down props NW GA Tie-Down 24
1301 A general_aviation 
1300  35.67481046 -120.63653275  88.67 tie_down props NW GA Tie-Down 23
1301 A general_aviation 
1300  35.67474613 -120.63665064 268.67 tie_down props NW GA Tie-Down 22
1301 A general_aviation 
1300  35.67468669 -120.63652747  88.67 tie_down props NW GA Tie-Down 21
1301 A general_aviation 
1300  35.67462255 -120.63664619 268.67 tie_down props NW GA Tie-Down 20
1301 A general_aviation 
1300  35.67456334 -120.63652317  88.67 tie_down props NW GA Tie-Down 19
1301 A general_aviation 
1300  35.67449914 -120.63664380 268.67 tie_down props NW GA Tie-Down 18
1301 A general_aviation 
1300  35.67443970 -120.63652062  88.67 tie_down props NW GA Tie-Down 17
1301 A general_aviation 
1300  35.67437556 -120.63663934 268.67 tie_down props NW GA Tie-Down 16
1301 A general_aviation 
1300  35.67431532 -120.63651659  88.67 tie_down props NW GA Tie-Down 15
1301 A general_aviation 
1300  35.67425118 -120.63663531 268.67 tie_down props NW GA Tie-Down 14
1301 A general_aviation 
1300  35.67419197 -120.63651230  88.67 tie_down props NW GA Tie-Down 13
1301 A general_aviation 
1300  35.67412777 -120.63663292 268.67 tie_down props NW GA Tie-Down 12
1301 A general_aviation 
1300  35.67406833 -120.63650975  88.67 tie_down props NW GA Tie-Down 11
1301 A general_aviation 
1300  35.67518678 -120.63627695 -91.33 tie_down props NW GA Tie-Down 10
1301 A general_aviation 
1300  35.67506294 -120.63627262 -91.33 tie_down props NW GA Tie-Down 9
1301 A general_aviation 
1300  35.67493928 -120.63627087 -91.33 tie_down props NW GA Tie-Down 8
1301 A general_aviation 
1300  35.67481642 -120.63626658 -91.33 tie_down props NW GA Tie-Down 7
1301 A general_aviation 
1300  35.67469264 -120.63626129 -91.33 tie_down props NW GA Tie-Down 6
1301 A general_aviation 
1300  35.67456929 -120.63625700 -91.33 tie_down props NW GA Tie-Down 5
1301 A general_aviation 
1300  35.67444565 -120.63625445 -91.33 tie_down props NW GA Tie-Down 4
1301 A general_aviation 
1300  35.67432127 -120.63625041 -91.33 tie_down props NW GA Tie-Down 3
1301 A general_aviation 
1300  35.67419792 -120.63624612 -91.33 tie_down props NW GA Tie-Down 2
1301 A general_aviation 
1300  35.67407428 -120.63624357 -91.33 tie_down props NW GA Tie-Down 1
1301 A general_aviation 
1300  35.67416361 -120.63786676  -0.44 tie_down props California Highway Patrol Ramp 3
1301 A general_aviation 
1300  35.67416600 -120.63772028  -0.44 tie_down props California Highway Patrol Ramp 2
1301 A general_aviation 
1300  35.67416839 -120.63757457  -0.44 tie_down props California Highway Patrol Ramp 1
1301 A general_aviation 
1300  35.67243826 -120.63655627 178.81 tie_down props W GA Tie-Down 59
1301 A general_aviation 
1300  35.67243563 -120.63670821 178.81 tie_down props W GA Tie-Down 58
1301 A general_aviation 
1300  35.67243240 -120.63685978 178.81 tie_down props W GA Tie-Down 57
1301 A general_aviation 
1300  35.67222598 -120.63649269 358.81 tie_down props W GA Tie-Down 56
1301 A general_aviation 
1300  35.67212967 -120.63656919 178.81 tie_down props W GA Tie-Down 55
1301 A general_aviation 
1300  35.67222334 -120.63664462 358.81 tie_down props W GA Tie-Down 54
1301 A general_aviation 
1300  35.67212524 -120.63671714 178.81 tie_down props W GA Tie-Down 53
1301 A general_aviation 
1300  35.67222011 -120.63679620 358.81 tie_down props W GA Tie-Down 52
1301 A general_aviation 
1300  35.67212201 -120.63686872 178.81 tie_down props W GA Tie-Down 51
1301 A general_aviation 
1300  35.67221864 -120.63694412 358.81 tie_down props W GA Tie-Down 50
1301 A general_aviation 
1300  35.67191129 -120.63648114 358.81 tie_down props W GA Tie-Down 49
1301 A general_aviation 
1300  35.67181318 -120.63655366 178.81 tie_down props W GA Tie-Down 48
1301 A general_aviation 
1300  35.67190865 -120.63663308 358.81 tie_down props W GA Tie-Down 47
1301 A general_aviation 
1300  35.67181054 -120.63670560 178.81 tie_down props W GA Tie-Down 46
1301 A general_aviation 
1300  35.67190542 -120.63678465 358.81 tie_down props W GA Tie-Down 45
1301 A general_aviation 
1300  35.67180732 -120.63685717 178.81 tie_down props W GA Tie-Down 44
1301 A general_aviation 
1300  35.67190395 -120.63693257 358.81 tie_down props W GA Tie-Down 43
1301 A general_aviation 
1300  35.67094801 -120.63741064 358.81 tie_down props W GA Tie-Down 42
1301 A general_aviation 
1300  35.67085158 -120.63748440 178.81 tie_down props W GA Tie-Down 41
1301 A general_aviation 
1300  35.67094537 -120.63756258 358.81 tie_down props W GA Tie-Down 40
1301 A general_aviation 
1300  35.67084894 -120.63763634 178.81 tie_down props W GA Tie-Down 39
1301 A general_aviation 
1300  35.67094215 -120.63771415 358.81 tie_down props W GA Tie-Down 38
1301 A general_aviation 
1300  35.67055097 -120.63739804 178.81 tie_down props W GA Tie-Down 37
1301 A general_aviation 
1300  35.67064495 -120.63747712 358.81 tie_down props W GA Tie-Down 36
1301 A general_aviation 
1300  35.67054833 -120.63754997 178.81 tie_down props W GA Tie-Down 35
1301 A general_aviation 
1300  35.67064231 -120.63762905 358.81 tie_down props W GA Tie-Down 34
1301 A general_aviation 
1300  35.67054510 -120.63770155 178.81 tie_down props W GA Tie-Down 33
1301 A general_aviation 
1300  35.67063908 -120.63778062 358.81 tie_down props W GA Tie-Down 32
1301 A general_aviation 
1300  35.67034717 -120.63739221 358.81 tie_down props W GA Tie-Down 31
1301 A general_aviation 
1300  35.67025126 -120.63746575 178.81 tie_down props W GA Tie-Down 30
1301 A general_aviation 
1300  35.67034453 -120.63754414 358.81 tie_down props W GA Tie-Down 29
1301 A general_aviation 
1300  35.67024774 -120.63761696 178.81 tie_down props W GA Tie-Down 28
1301 A general_aviation 
1300  35.67034130 -120.63769571 358.81 tie_down props W GA Tie-Down 27
1301 A general_aviation 
1300  35.67024393 -120.63776889 178.81 tie_down props W GA Tie-Down 26
1301 A general_aviation 
1300  35.66982638 -120.63736811 178.81 tie_down props W GA Tie-Down 25
1301 A general_aviation 
1300  35.66992142 -120.63744809 358.81 tie_down props W GA Tie-Down 24
1301 A general_aviation 
1300  35.66982356 -120.63752444 178.81 tie_down props W GA Tie-Down 23
1301 A general_aviation 
1300  35.66991929 -120.63760096 358.81 tie_down props W GA Tie-Down 22
1301 A general_aviation 
1300  35.66960810 -120.63736660 358.81 tie_down props W GA Tie-Down 21
1301 A general_aviation 
1300  35.66951023 -120.63743707 178.81 tie_down props W GA Tie-Down 20
1301 A general_aviation 
1300  35.66960631 -120.63751566 358.81 tie_down props W GA Tie-Down 19
1301 A general_aviation 
1300  35.66950643 -120.63758985 178.81 tie_down props W GA Tie-Down 18
1301 A general_aviation 
1300  35.66960426 -120.63766688 358.81 tie_down props W GA Tie-Down 17
1301 A general_aviation 
1300  35.66919689 -120.63735281 178.81 tie_down props W GA Tie-Down 16
1301 A general_aviation 
1300  35.66928975 -120.63743181 358.81 tie_down props W GA Tie-Down 15
1301 A general_aviation 
1300  35.66919421 -120.63750402 178.81 tie_down props W GA Tie-Down 14
1301 A general_aviation 
1300  35.66928671 -120.63758177 358.81 tie_down props W GA Tie-Down 13
1301 A general_aviation 
1300  35.66892507 -120.63734388 178.81 tie_down props W GA Tie-Down 12
1301 A general_aviation 
1300  35.66892230 -120.63749446 178.81 tie_down props W GA Tie-Down 11
1301 A general_aviation 
1300  35.66865749 -120.63739174 358.81 tie_down props W GA Tie-Down 10
1301 A general_aviation 
1300  35.66856325 -120.63746717 178.81 tie_down props W GA Tie-Down 9
1301 A general_aviation 
1300  35.66865505 -120.63754304 358.81 tie_down props W GA Tie-Down 8
1301 A general_aviation 
1300  35.66856051 -120.63761496 178.81 tie_down props W GA Tie-Down 7
1301 A general_aviation 
1300  35.66833971 -120.63738283 358.81 tie_down props W GA Tie-Down 6
1301 A general_aviation 
1300  35.66824598 -120.63745611 178.81 tie_down props W GA Tie-Down 5
1301 A general_aviation 
1300  35.66833915 -120.63753344 358.81 tie_down props W GA Tie-Down 4
1301 A general_aviation 
1300  35.66824262 -120.63760741 178.81 tie_down props W GA Tie-Down 3
1301 A general_aviation 
1300  35.66802667 -120.63737219  -1.19 tie_down props W GA Tie-Down 2
1301 A general_aviation 
1300  35.66802396 -120.63752395  -1.19 tie_down props W GA Tie-Down 1
1301 A general_aviation 
1300  35.67532848 -120.63727651 -181.80 hangar turboprops|props NW GA Hangar 10
1301 A none 
1300  35.67506326 -120.63742552  88.63 hangar turboprops|props NW GA Hangar 9-2
1301 A none 
1300  35.67487419 -120.63742237  88.63 hangar turboprops|props NW GA Hangar 9-1
1301 A none 
1300  35.67478452 -120.63785152 -181.01 hangar props NW GA Hangar 8
1301 A none 
1300  35.67503751 -120.63794158 -91.45 hangar props Del Rio Aviation Hangar
1301 A none 
1300  35.67522942 -120.63793843 -90.72 hangar props NW GA Hangar 6
1301 A none 
1300  35.67521954 -120.63831048  88.52 hangar turboprops|props NW GA Hangar 5
1301 A none 
1300  35.67503059 -120.63830599  88.52 hangar turboprops|props NW GA Hangar 4
1301 A none 
1300  35.67480162 -120.63832653  89.08 hangar turboprops|props NW GA Hangar 3
1301 A none 
1300  35.67425146 -120.63814412  90.11 hangar jets|turboprops|props California Highway Patrol Hangar
1301 B none 
1300  35.67352286 -120.63819714  89.70 hangar jets|turboprops|props NW GA Hangar 1
1301 B none 
1300  35.67074742 -120.63805220 -181.07 hangar turboprops|props W GA Hangar 81
1301 A none 
1300  35.66994447 -120.63977107   0.00 hangar props W GA Hangar 80
1301 A none 
1300  35.66994341 -120.63962296   0.00 hangar props W GA Hangar 79
1301 A none 
1300  35.66994306 -120.63947780   0.00 hangar props W GA Hangar 78
1301 A none 
1300  35.66994277 -120.63932551   0.00 hangar props W GA Hangar 77
1301 A none 
1300  35.66994474 -120.63917386   0.00 hangar props W GA Hangar 76
1301 A none 
1300  35.66994466 -120.63902480   0.00 hangar props W GA Hangar 75
1301 A none 
1300  35.66994471 -120.63888146   0.00 hangar props W GA Hangar 74
1301 A none 
1300  35.66994324 -120.63874180   0.00 hangar props W GA Hangar 73
1301 A none 
1300  35.66994324 -120.63860019   0.00 hangar props W GA Hangar 72
1301 A none 
1300  35.66993519 -120.63843673   0.00 hangar props W GA Hangar 71
1301 A none 
1300  35.66993435 -120.63826535   0.00 hangar props W GA Hangar 70
1301 A none 
1300  35.66993443 -120.63808845   0.00 hangar props W GA Hangar 69
1301 A none 
1300  35.66993486 -120.63789513   0.00 hangar props W GA Hangar 68
1301 A none 
1300  35.66982097 -120.63799915 -180.76 hangar props W GA Hangar 67
1301 A none 
1300  35.66981970 -120.63817480 180.00 hangar props W GA Hangar 66
1301 A none 
1300  35.66981641 -120.63834639 180.00 hangar props W GA Hangar 65
1301 A none 
1300  35.66981776 -120.63852454 -180.74 hangar props W GA Hangar 64
1301 A none 
