I
1050 Generated by WorldEditor 2.3.0r2

1   1538 0 0 KAUN Auburn Municipal
115  38.95355970 -121.08117609
120 Linear Feature 119
111  38.95359264 -121.08101297 51
111  38.95357797 -121.08101201 51
115  38.95356994 -121.08101151
120 Linear Feature 119
111  38.95361118 -121.08085503 51
111  38.95359651 -121.08085407 51
115  38.95358848 -121.08085356
120 Linear Feature 119
111  38.95362450 -121.08070567 51
111  38.95360983 -121.08070471 51
115  38.95360179 -121.08070421
120 Linear Feature 119
111  38.95363921 -121.08054080 51
111  38.95362454 -121.08053984 51
115  38.95361650 -121.08053934
120 Linear Feature 119
111  38.95364842 -121.08038836 51
111  38.95363375 -121.08038740 51
115  38.95362572 -121.08038690
120 Linear Feature 119
111  38.95366436 -121.08022756 51
111  38.95364969 -121.08022660 51
115  38.95364165 -121.08022610
120 Linear Feature 119
111  38.95399898 -121.08005292 51
111  38.95398431 -121.08005196 51
115  38.95397627 -121.08005145
120 Linear Feature 119
111  38.95398549 -121.08019939 51
111  38.95397082 -121.08019844 51
115  38.95396279 -121.08019793
120 Linear Feature 119
111  38.95397323 -121.08034955 51
111  38.95395856 -121.08034859 51
115  38.95395053 -121.08034809
120 Linear Feature 119
111  38.95395954 -121.08050352 51
111  38.95394487 -121.08050256 51
115  38.95393684 -121.08050206
120 Linear Feature 119
111  38.95394514 -121.08066905 51
111  38.95393047 -121.08066809 51
115  38.95392244 -121.08066758
120 Linear Feature 119
111  38.95393421 -121.08081907 51
111  38.95391954 -121.08081811 51
115  38.95391150 -121.08081761
120 Linear Feature 119
111  38.95392144 -121.08097685 51
111  38.95390677 -121.08097589 51
115  38.95389873 -121.08097539
120 Linear Feature 119
111  38.95390378 -121.08114296 51
111  38.95388911 -121.08114200 51
115  38.95388108 -121.08114150
120 Linear Feature 119
111  38.95389130 -121.08129921 51
111  38.95387663 -121.08129825 51
115  38.95386859 -121.08129775
120 Linear Feature 119
111  38.95388382 -121.08145134 51
111  38.95386915 -121.08145038 51
115  38.95386112 -121.08144988
120 Linear Feature 119
111  38.95386727 -121.08161466 51
111  38.95385260 -121.08161370 51
115  38.95384457 -121.08161320
120 Linear Feature 119
111  38.95385857 -121.08176316 51
111  38.95384390 -121.08176220 51
115  38.95383586 -121.08176170
120 Linear Feature 119
111  38.95384488 -121.08192966 51
111  38.95383021 -121.08192870 51
115  38.95382218 -121.08192820
120 Linear Feature 119
111  38.95383182 -121.08207790 51
111  38.95381715 -121.08207694 51
115  38.95380911 -121.08207644
120 Linear Feature 118
111  38.95363115 -121.08181613 20
111  38.95356867 -121.08180844 20
111  38.95357490 -121.08173006 20
111  38.95352670 -121.08172413 20
111  38.95349728 -121.08209408 20
113  38.95360796 -121.08210771 20
120 Linear Feature 110
111  38.95329828 -121.08113749 55
112  38.95334904 -121.08109933  38.95335605 -121.08105579
111  38.95334904 -121.08109933 55
111  38.95341908 -121.08024073
112  38.95341908 -121.08024073  38.95342091 -121.08012972 55
111  38.95335465 -121.08010895 55
111  38.95307172 -121.08010471
112  38.95307172 -121.08010471  38.95282849 -121.07999450 55
112  38.95302456 -121.07953359  38.95317333 -121.07942384
111  38.95302456 -121.07953359
112  38.95302456 -121.07953359  38.95304182 -121.07952086 53
112  38.95308014 -121.07950589  38.95309984 -121.07950041
111  38.95308014 -121.07950589 53
111  38.95308938 -121.07912728 53
115  38.95299270 -121.07912477
120 Linear Feature 109
111  38.95349651 -121.07894776 20
111  38.95333974 -121.07893387 20
111  38.95334823 -121.07877587 20
113  38.95350499 -121.07878976 20
120 Linear Feature 108
111  38.95463294 -121.07501999 59
115  38.95457024 -121.07572451
120 Linear Feature 107
111  38.95439485 -121.07593912 53
111  38.95449227 -121.07595463 53
115  38.95453138 -121.07549867
120 Linear Feature 106
112  38.95411475 -121.08508838  38.95408882 -121.08520714 51
115  38.95397013 -121.08525531
120 Linear Feature 105
111  38.95424482 -121.08528264 51
116  38.95411710 -121.08505931  38.95410464 -121.08488104
120 Linear Feature 104
112  38.95408359 -121.08547375  38.95412806 -121.08533894 51
116  38.95424482 -121.08528264  38.95433121 -121.08525863
120 Linear Feature 103
111  38.95397013 -121.08525531 51
116  38.95408359 -121.08547375  38.95408170 -121.08562098
120 Linear Feature 55
111  38.95444077 -121.08629024 51
111  38.95449825 -121.08559723
112  38.95449825 -121.08559723  38.95450394 -121.08534019 51
111  38.95434328 -121.08529244 51
111  38.95424482 -121.08528264 51
111  38.95397013 -121.08525531 51
111  38.95361773 -121.08524116 51
111  38.95342704 -121.08523351 51
111  38.95339547 -121.08523224 51
112  38.95329396 -121.08510186  38.95328298 -121.08499059
111  38.95329396 -121.08510186 51
111  38.95330403 -121.08374474 51
111  38.95330848 -121.08314504 51
111  38.95331881 -121.08293682 51
111  38.95336682 -121.08236357 51
111  38.95339403 -121.08203871 51
111  38.95344184 -121.08146788 51
111  38.95344547 -121.08136194 51
111  38.95345713 -121.08113288 51
111  38.95353061 -121.08022032
112  38.95353061 -121.08022032  38.95354326 -121.08010034 51
116  38.95368279 -121.07996772  38.95380162 -121.07987088
120 Linear Feature 102
111  38.95331782 -121.08643934 51
111  38.95333145 -121.08537309 51
116  38.95342704 -121.08523351  38.95351890 -121.08520039
120 Linear Feature 57
111  38.95467280 -121.08342305 51
111  38.95472849 -121.08273195
112  38.95472849 -121.08273195  38.95473724 -121.08242834 51
111  38.95456253 -121.08241945 51
111  38.95447841 -121.08240786 51
111  38.95419438 -121.08236871 51
111  38.95417719 -121.08236634 51
111  38.95386108 -121.08232277 51
111  38.95379162 -121.08231320 51
111  38.95354461 -121.08227915 51
111  38.95347163 -121.08226909 51
116  38.95336682 -121.08236357  38.95334047 -121.08246525
120 Linear Feature 101
112  38.95434607 -121.08221364  38.95436631 -121.08236868 51
115  38.95447841 -121.08240786
120 Linear Feature 100
111  38.95417719 -121.08236634 51
116  38.95434607 -121.08221364  38.95439224 -121.08207699
120 Linear Feature 99
112  38.95431823 -121.08257192  38.95435871 -121.08242307 51
115  38.95447841 -121.08240786
120 Linear Feature 98
111  38.95419438 -121.08236871 51
116  38.95431823 -121.08257192  38.95433973 -121.08273542
120 Linear Feature 97
112  38.95386108 -121.08232277  38.95368340 -121.08231534 51
112  38.95365386 -121.08255027  38.95364824 -121.08259313
111  38.95365386 -121.08255027 51
111  38.95357981 -121.08346797 51
111  38.95356931 -121.08516710 51
116  38.95361773 -121.08524116  38.95365898 -121.08525441
120 Linear Feature 96
111  38.95354461 -121.08227915 51
116  38.95339403 -121.08203871  38.95337946 -121.08186184
120 Linear Feature 90
112  38.95380346 -121.07987764  38.95365963 -121.07996718 51
112  38.95351725 -121.07976173  38.95349132 -121.07968690
111  38.95351725 -121.07976173 51
111  38.95350168 -121.07968482 51
111  38.95346519 -121.07933767 51
116  38.95365408 -121.07907457  38.95385447 -121.07902304
120 Linear Feature 91
112  38.95351725 -121.07976173  38.95347561 -121.07964379 51
111  38.95336800 -121.07963241 51
111  38.95335853 -121.07963237 51
111  38.95326714 -121.07963205 51
115  38.95315171 -121.07963164
120 Linear Feature 59
111  38.95493114 -121.08021997 51
111  38.95498640 -121.07956220
112  38.95498640 -121.07956220  38.95499734 -121.07932606 51
112  38.95479975 -121.07923895  38.95468484 -121.07919828
111  38.95479975 -121.07923895 51
111  38.95473508 -121.07922944 51
111  38.95472412 -121.07922783 51
111  38.95444967 -121.07918746 51
111  38.95443518 -121.07918532 51
111  38.95437013 -121.07917576 51
111  38.95415956 -121.07914478 51
111  38.95370365 -121.07907772 51
111  38.95365408 -121.07907457 51
111  38.95362582 -121.07907278 51
111  38.95343696 -121.07907837 51
111  38.95333698 -121.07906570 51
115  38.95286127 -121.07900541
120 Linear Feature 95
112  38.95395259 -121.07973167  38.95389769 -121.07979710 51
111  38.95388374 -121.07990902 51
111  38.95370071 -121.08215433 51
116  38.95379162 -121.08231320  38.95388755 -121.08235387
120 Linear Feature 92
112  38.95335877 -121.07963218  38.95321249 -121.07959207 51
111  38.95319079 -121.07940481 51
111  38.95319517 -121.07922084 51
116  38.95333698 -121.07906570  38.95346042 -121.07905779
120 Linear Feature 93
112  38.95326714 -121.07963205  38.95343868 -121.07961538 51
115  38.95346519 -121.07933767
120 Linear Feature 89
112  38.95424626 -121.07929875  38.95427209 -121.07919369 51
115  38.95437013 -121.07917576
120 Linear Feature 88
111  38.95415956 -121.07914478 51
116  38.95424626 -121.07929875  38.95425764 -121.07940938
120 Linear Feature 87
112  38.95426973 -121.07902070  38.95424063 -121.07911424 51
115  38.95415956 -121.07914478
120 Linear Feature 86
111  38.95437013 -121.07917576 51
116  38.95426973 -121.07902070  38.95426151 -121.07890845
120 Linear Feature 85
111  38.95443518 -121.07918532 51
116  38.95460672 -121.07901310  38.95464449 -121.07886398
120 Linear Feature 84
112  38.95457265 -121.07941710  38.95455873 -121.07921782 51
115  38.95444967 -121.07918746
120 Linear Feature 83
111  38.95472412 -121.07922783 51
116  38.95457265 -121.07941710  38.95453575 -121.07958034
120 Linear Feature 82
111  38.95473508 -121.07922944 51
116  38.95460672 -121.07901310  38.95461178 -121.07885449
120 Linear Feature 62
112  38.95478945 -121.07674597  38.95479149 -121.07670773 51
111  38.95476539 -121.07663456 51
111  38.95463250 -121.07644209 51
111  38.95461961 -121.07642343 51
111  38.95459477 -121.07638745
112  38.95459477 -121.07638745  38.95457381 -121.07635516 51
112  38.95452043 -121.07621345  38.95450259 -121.07613316
111  38.95452043 -121.07621345
112  38.95452043 -121.07621345  38.95451235 -121.07617707 51
112  38.95451007 -121.07609367  38.95451225 -121.07605051
111  38.95451007 -121.07609367 51
111  38.95456141 -121.07549900 51
111  38.95460333 -121.07497070 51
112  38.95456087 -121.07492080  38.95452350 -121.07491296
111  38.95456087 -121.07492080 51
115  38.95418285 -121.07486743
120 Linear Feature 81
111  38.95416403 -121.07875135 51
116  38.95427848 -121.07891169  38.95430277 -121.07905810
120 Linear Feature 80
112  38.95430231 -121.07861490  38.95427005 -121.07875236 51
111  38.95416403 -121.07875135 51
115  38.95362095 -121.07867507
120 Linear Feature 79
111  38.95419636 -121.07834378 51
116  38.95430917 -121.07852936  38.95430865 -121.07867876
120 Linear Feature 78
112  38.95433529 -121.07820400  38.95429346 -121.07834663 51
112  38.95419636 -121.07834378  38.95417532 -121.07834283
111  38.95419636 -121.07834378 51
115  38.95363046 -121.07826999
120 Linear Feature 77
111  38.95422829 -121.07793997 51
116  38.95434231 -121.07811654  38.95434927 -121.07826133
120 Linear Feature 76
112  38.95436460 -121.07782812  38.95432137 -121.07794471 51
111  38.95422829 -121.07793997 51
115  38.95364047 -121.07786610
120 Linear Feature 75
111  38.95428123 -121.07754442 51
116  38.95437488 -121.07770143  38.95439619 -121.07783779
120 Linear Feature 74
112  38.95439811 -121.07741520  38.95434983 -121.07754639 51
111  38.95428123 -121.07754442 51
115  38.95364953 -121.07746254
120 Linear Feature 73
111  38.95430549 -121.07714311 51
116  38.95440767 -121.07729737  38.95442085 -121.07741656
120 Linear Feature 72
112  38.95442965 -121.07702657  38.95439158 -121.07713625 51
111  38.95430549 -121.07714311 51
115  38.95365760 -121.07706055
120 Linear Feature 71
111  38.95496110 -121.07673134 51
116  38.95480962 -121.07647574  38.95479217 -121.07627857
120 Linear Feature 70
112  38.95496110 -121.07673134  38.95488550 -121.07674422 51
116  38.95477485 -121.07692715  38.95472931 -121.07707356
120 Linear Feature 69
112  38.95456141 -121.07549900  38.95455811 -121.07539920 51
111  38.95446751 -121.07536613 51
115  38.95375048 -121.07526950
120 Linear Feature 68
112  38.95452043 -121.07621345  38.95448438 -121.07612804 51
112  38.95440942 -121.07607467  38.95436586 -121.07606432
111  38.95440942 -121.07607467 51
115  38.95368620 -121.07597660
120 Linear Feature 67
112  38.95461961 -121.07642343  38.95473664 -121.07654680 51
116  38.95481818 -121.07637275  38.95482556 -121.07632666
120 Linear Feature 66
112  38.95466820 -121.07665217  38.95477274 -121.07662844 51
115  38.95480684 -121.07650928
120 Linear Feature 65
112  38.95466820 -121.07665217  38.95477582 -121.07667420 51
115  38.95478101 -121.07685067
120 Linear Feature 64
112  38.95457358 -121.07666348  38.95465529 -121.07662733 51
116  38.95463250 -121.07644209  38.95460377 -121.07640025
120 Linear Feature 63
111  38.95476539 -121.07663456 51
116  38.95484249 -121.07669726  38.95488429 -121.07671567
120 Linear Feature 61
111  38.95512928 -121.07776880 51
111  38.95518693 -121.07705655
112  38.95518693 -121.07705655  38.95520212 -121.07678714 51
115  38.95502580 -121.07673933
120 Linear Feature 60
111  38.95479975 -121.07923895 51
112  38.95503351 -121.07897806  38.95507067 -121.07867586
111  38.95503351 -121.07897806 51
115  38.95508957 -121.07827650
120 Linear Feature 58
111  38.95456253 -121.08241945 51
112  38.95477223 -121.08218398  38.95480133 -121.08194646
111  38.95477223 -121.08218398 51
115  38.95483034 -121.08147958
120 Linear Feature 56
111  38.95434328 -121.08529244 51
112  38.95454453 -121.08503273  38.95459481 -121.08475864
111  38.95454453 -121.08503273 51
115  38.95459834 -121.08434829
120 Linear Feature 112
112  38.95345713 -121.08113288  38.95342889 -121.08126641 1
111  38.95333112 -121.08127578 1
115  38.95266589 -121.08127227
120 Linear Feature 96
111  38.95365763 -121.08349890 51
115  38.95364710 -121.08349731
120 Linear Feature 96
111  38.95365553 -121.08352453 51
115  38.95364500 -121.08352294
120 Linear Feature 96
111  38.95365657 -121.08351184 51
115  38.95362762 -121.08350746
120 Linear Feature 94
111  38.95330403 -121.08374474 51
115  38.95322676 -121.08374443
21  38.95470743 -121.08610378 2 84.0900 3.00 New Light Fixture 2
21  38.95487393 -121.07795562 2 264.0900 3.50 New Light Fixture 1
1300  38.95285357 -121.08086107  89.75 hangar turboprops|props Auburn Airplane Works Hangar
1301 A none 
1300  38.95286398 -121.08158796  -1.46 hangar turboprops|props Full Throttle Aviation Hangar
1301 A none 
1300  38.95311989 -121.08156250  90.00 hangar props Mach 5 Aviation Hangar
1301 A none 
1300  38.95359297 -121.07581107 263.14 hangar turboprops|props Hangar 62-G
1301 A none 
1300  38.95359469 -121.07609742  83.80 hangar turboprops|props Hangar 61-G
1301 A none 
1300  38.95371622 -121.07582990 263.14 hangar turboprops|props Hangar 62-F
1301 A none 
1300  38.95371794 -121.07611625  83.80 hangar turboprops|props Hangar 61-F
1301 A none 
1300  38.95383826 -121.07584873 263.14 hangar turboprops|props Hangar 62-E
1301 A none 
1300  38.95383997 -121.07613508  83.80 hangar turboprops|props Hangar 61-E
1301 A none 
1300  38.95395846 -121.07586600 263.14 hangar turboprops|props Hangar 62-D
1301 A none 
1300  38.95429295 -121.07477034 -96.23 hangar turboprops|props Hangar 66
1301 A none 
1300  38.95412457 -121.07486680  -5.60 hangar turboprops|props Hangar 65
1301 A none 
1300  38.95387838 -121.07513333 263.14 hangar turboprops|props Hangar 64-D
1301 A none 
1300  38.95383182 -121.07541485  83.73 hangar turboprops|props Hangar 63-D
1301 A none 
1300  38.95396018 -121.07615235  83.80 hangar turboprops|props Hangar 61-D
1301 A none 
1300  38.95407927 -121.07588326 263.14 hangar turboprops|props Hangar 62-C
1301 A none 
1300  38.95405777 -121.07516189 263.14 hangar turboprops|props Hangar 64-C
1301 A none 
1300  38.95401121 -121.07544341  83.80 hangar turboprops|props Hangar 63-C
1301 A none 
1300  38.95408099 -121.07616961  83.80 hangar turboprops|props Hangar 61-C
1301 A none 
1300  38.95420192 -121.07590052 263.14 hangar turboprops|props Hangar 62-B
1301 A none 
1300  38.95422551 -121.07519328 263.14 hangar turboprops|props Hangar 64-B
1301 A none 
1300  38.95417896 -121.07547480  83.80 hangar turboprops|props Hangar 63-B
1301 A none 
1300  38.95420364 -121.07618687  83.80 hangar turboprops|props Hangar 61-B
1301 A none 
1300  38.95432334 -121.07591857 263.14 hangar turboprops|props Hangar 62-A
1301 A none 
1300  38.95438384 -121.07521133 263.14 hangar turboprops|props Hangar 64-A
1301 A none 
1300  38.95433728 -121.07549284  83.80 hangar turboprops|props Hangar 63-A
1301 A none 
1300  38.95432506 -121.07620492  83.80 hangar turboprops|props Hangar 61-A
1301 A none 
1300  38.95384875 -121.07656618 -96.45 hangar turboprops|props Hangar 60-E
1301 A none 
1300  38.95397129 -121.07658514 -96.45 hangar turboprops|props Hangar 60-D
1301 A none 
1300  38.95409245 -121.07660324 -96.45 hangar turboprops|props Hangar 60-C
1301 A none 
1300  38.95421341 -121.07662077 -96.45 hangar turboprops|props Hangar 60-B
1301 A none 
1300  38.95433404 -121.07663816 -96.45 hangar turboprops|props Hangar 60-A
1301 A none 
1300  38.95286643 -121.07760220 177.20 hangar turboprops|props Hangar 59
1301 A none 
1300  38.95271396 -121.07769359  -1.73 hangar props Hangar 58-F
1301 A none 
1300  38.95271152 -121.07783796  -1.73 hangar props Hangar 58-E
1301 A none 
1300  38.95270786 -121.07797841  -1.73 hangar props Hangar 58-D
1301 A none 
1300  38.95270491 -121.07812435  -1.73 hangar props Hangar 58-C
1301 A none 
1300  38.95269945 -121.07826941  -1.73 hangar props Hangar 58-B
1301 A none 
1300  38.95269709 -121.07841285  -1.73 hangar props Hangar 58-A
1301 A none 
1300  38.95286884 -121.07848242 -181.87 hangar turboprops|props Hangar 57
1301 A none 
1300  38.95323983 -121.07701308  -1.83 hangar turboprops|props Hangar 56-D
1301 A none 
1300  38.95323544 -121.07722775  -1.83 hangar turboprops|props Hangar 56-C
1301 A none 
1300  38.95323456 -121.07745147  -1.83 hangar turboprops|props Hangar 56-B
1301 A none 
1300  38.95323017 -121.07766117  -1.83 hangar turboprops|props Hangar 56-A
1301 A none 
1300  38.95323026 -121.07802895  -1.95 hangar turboprops|props Hangar 55
1301 A none 
1300  38.95322416 -121.07834751  -1.95 hangar turboprops|props Hangar 54
1301 A none 
1300  38.95322294 -121.07863861  -1.95 hangar turboprops|props Hangar 53
1301 A none 
1300  38.95318528 -121.07891484 -90.92 hangar props Hangar 52
1301 A none 
1300  38.95320100 -121.08212999  -0.23 hangar turboprops|props Hangar 51
1301 A none 
1300  38.95319904 -121.08343494  -2.39 hangar props Hangar 50
1301 A none 
1300  38.95322126 -121.08359446  -0.46 hangar props Hangar 49
1301 A none 
1300  38.95322147 -121.08374423  -0.46 hangar props Hangar 48
1301 A none 
1300  38.95322028 -121.08389715  -0.46 hangar props Hangar 47
1301 A none 
1300  38.95321887 -121.08404426  -0.46 hangar props Hangar 46
1301 A none 
1300  38.95321848 -121.08419425  -0.46 hangar props Hangar 45
1301 A none 
1300  38.95321769 -121.08434545  -0.46 hangar props Hangar 44
1301 A none 
1300  38.95321740 -121.08449227  -0.46 hangar props Hangar 43
1301 A none 
1300  38.95321668 -121.08464404  -0.46 hangar props Hangar 42
1301 A none 
1300  38.95321598 -121.08479434  -0.46 hangar props Hangar 41
1301 A none 
1300  38.95321622 -121.08494726  -0.46 hangar props Hangar 40
1301 A none 
1300  38.95348606 -121.08252621 -186.02 hangar props Hangar 39-F
1301 A none 
1300  38.95347025 -121.08272168 -186.02 hangar props Hangar 39-E
1301 A none 
1300  38.95345419 -121.08291071 -186.02 hangar props Hangar 39-D
1301 A none 
1300  38.95343954 -121.08309758 -186.02 hangar props Hangar 39-C
1301 A none 
1300  38.95342551 -121.08327741 -186.02 hangar props Hangar 39-B
1301 A none 
1300  38.95341060 -121.08344592 -186.02 hangar props Hangar 39-A
1301 A none 
1300  38.95338318 -121.08363496 -180.42 hangar props Hangar 38
1301 A none 
1300  38.95338276 -121.08378772 -180.42 hangar props Hangar 37
1301 A none 
1300  38.95338233 -121.08393992 -180.42 hangar props Hangar 36
1301 A none 
1300  38.95338113 -121.08409621 -180.42 hangar props Hangar 35
1301 A none 
1300  38.95338130 -121.08424821 -180.42 hangar props Hangar 34
1301 A none 
1300  38.95338101 -121.08439789 -180.42 hangar props Hangar 33
1301 A none 
1300  38.95338016 -121.08455155 -180.42 hangar props Hangar 32
1301 A none 
1300  38.95337931 -121.08470193 -180.42 hangar props Hangar 31
1301 A none 
1300  38.95337790 -121.08485161 -180.42 hangar props Hangar 30
1301 A none 
1300  38.95337748 -121.08500090 -180.42 hangar props Hangar 29
1301 A none 
1300  38.95350638 -121.08370965  -0.35 hangar props Hangar 28
1301 A none 
1300  38.95350596 -121.08386657  -0.35 hangar props Hangar 27
1301 A none 
1300  38.95350511 -121.08402132  -0.35 hangar props Hangar 26
1301 A none 
1300  38.95350480 -121.08416954  -0.35 hangar props Hangar 25
1301 A none 
1300  38.95350444 -121.08432119  -0.35 hangar props Hangar 24
1301 A none 
1300  38.95350386 -121.08447104  -0.35 hangar props Hangar 23
1301 A none 
1300  38.95350297 -121.08462428  -0.35 hangar props Hangar 22
1301 A none 
1300  38.95350209 -121.08477640  -0.35 hangar props Hangar 21
1301 A none 
1300  38.95350121 -121.08492737  -0.35 hangar props Hangar 20
1301 A none 
1300  38.95350042 -121.08507811  -0.35 hangar props Hangar 19
1301 A none 
1300  38.95373731 -121.08266352 -186.09 hangar props Hangar 18-F
1301 A none 
1300  38.95372205 -121.08286229 -186.09 hangar props Hangar 18-E
1301 A none 
1300  38.95370775 -121.08302345 -186.09 hangar props Hangar 18-D
1301 A none 
1300  38.95369320 -121.08319437 -186.09 hangar props Hangar 18-C
1301 A none 
1300  38.95367866 -121.08336034 -186.09 hangar props Hangar 18-B
1301 A none 
1300  38.95366563 -121.08351414 -186.09 hangar props Hangar 18-A
1301 A none 
1300  38.95365648 -121.08380529 -180.59 hangar props Hangar 17
1301 A none 
1300  38.95365492 -121.08394638 -180.59 hangar props Hangar 16
1301 A none 
1300  38.95365364 -121.08408680 -180.59 hangar props Hangar 15
1301 A none 
1300  38.95365194 -121.08422683 -180.59 hangar props Hangar 14
1301 A none 
1300  38.95365124 -121.08436759 -180.59 hangar props Hangar 13
1301 A none 
1300  38.95365065 -121.08450760 -180.59 hangar props Hangar 12
1301 A none 
1300  38.95364918 -121.08464949 -180.59 hangar props Hangar 11
1301 A none 
1300  38.95364741 -121.08478760 -180.59 hangar props Hangar 10
1301 A none 
1300  38.95364712 -121.08492949 -180.59 hangar props Hangar 09
1301 A none 
1300  38.95364574 -121.08507059 -180.59 hangar props Hangar 08
1301 A none 
1300  38.95319257 -121.08527043  -0.07 hangar props Hangar 07-H
1301 A none 
1300  38.95319308 -121.08543324  -0.07 hangar props Hangar 07-G
1301 A none 
1300  38.95319308 -121.08559474  -0.07 hangar props Hangar 07-F
1301 A none 
1300  38.95319359 -121.08575428  -0.07 hangar props Hangar 07-E
1301 A none 
1300  38.95319359 -121.08591644  -0.07 hangar props Hangar 07-D
1301 A none 
1300  38.95319166 -121.08607867  -0.07 hangar props Hangar 07-C
1301 A none 
1300  38.95319239 -121.08624438  -0.07 hangar props Hangar 07-B
1301 A none 
1300  38.95319341 -121.08640293  -0.07 hangar props Hangar 07-A
1301 A none 
1300  38.95347673 -121.08552748 -181.76 hangar props Hangar 06
1301 A none 
1300  38.95347087 -121.08575157 -181.76 hangar props Hangar 05
1301 A none 
1300  38.95346575 -121.08595588 -181.76 hangar props Hangar 04
1301 A none 
1300  38.95346135 -121.08618845 -181.76 hangar props Hangar 03
1301 A none 
1300  38.95345623 -121.08638240 -181.76 hangar props Hangar 02
1301 A none 
1300  38.95345257 -121.08657731 -181.76 hangar props Hangar 01
1301 A none 
1300  38.95364969 -121.08022660 -185.89 tie_down props Tie Down 38
1301 A general_aviation 
1300  38.95363375 -121.08038740 -185.89 tie_down props Tie Down 36
1301 A general_aviation 
1300  38.95362454 -121.08053984 -185.89 tie_down props Tie Down 34
1301 A general_aviation 
1300  38.95360983 -121.08070471 -185.89 tie_down props Tie Down 32
1301 A general_aviation 
1300  38.95359651 -121.08085407 -185.89 tie_down props Tie Down 30
1301 A general_aviation 
1300  38.95357797 -121.08101201 -185.89 tie_down props Tie Down 28
1301 A general_aviation 
1300  38.95356773 -121.08117659 -185.89 tie_down props Tie Down 26
1301 A general_aviation 
1300  38.95356043 -121.08132827 -185.89 tie_down props Tie Down 24
1301 A general_aviation 
1300  38.95353982 -121.08149111 -185.89 tie_down props Tie Down 22
1301 A general_aviation 
1300  38.95352728 -121.08164927 -185.89 tie_down props Tie Down 20
1301 A general_aviation 
1300  38.95352347 -121.08180068 -185.89 tie_down props Tie Down 18
1301 A general_aviation 
1300  38.95351153 -121.08196743 -185.89 tie_down props Tie Down 16
1301 A general_aviation 
1300  38.95306840 -121.07990448 269.39 tie_down props Tie Down 56
1301 A general_aviation 
1300  38.95319136 -121.07990321 269.39 tie_down props Tie Down 54
1301 A general_aviation 
1300  38.95331318 -121.07990713 269.39 tie_down props Tie Down 52
1301 A general_aviation 
1300  38.95353722 -121.07690508 263.79 tie_down props Tie Down 138
1301 A general_aviation 
1300  38.95350193 -121.07730214 263.79 tie_down props Tie Down 123
1301 A general_aviation 
1300  38.95346961 -121.07770368 263.79 tie_down props Tie Down 108
1301 A general_aviation 
1300  38.95343719 -121.07810392 263.79 tie_down props Tie Down 93
1301 A general_aviation 
1300  38.95365028 -121.07691952 263.79 tie_down props Tie Down 136
1301 A general_aviation 
1300  38.95361536 -121.07731875 263.79 tie_down props Tie Down 121
1301 A general_aviation 
1300  38.95358531 -121.07771935 263.79 tie_down props Tie Down 106
1301 A general_aviation 
1300  38.95355288 -121.07811959 263.79 tie_down props Tie Down 91
1301 A general_aviation 
1300  38.95376499 -121.07693434 263.79 tie_down props Tie Down 134
1301 A general_aviation 
1300  38.95373317 -121.07733231 263.79 tie_down props Tie Down 119
1301 A general_aviation 
1300  38.95370068 -121.07773395 263.79 tie_down props Tie Down 104
1301 A general_aviation 
1300  38.95366825 -121.07813419 263.79 tie_down props Tie Down 89
1301 A general_aviation 
1300  38.95388000 -121.07694916 263.79 tie_down props Tie Down 132
1301 A general_aviation 
1300  38.95384781 -121.07734840 263.79 tie_down props Tie Down 117
1301 A general_aviation 
1300  38.95381447 -121.07774813 263.79 tie_down props Tie Down 102
1301 A general_aviation 
1300  38.95378204 -121.07814836 263.79 tie_down props Tie Down 87
1301 A general_aviation 
1300  38.95399407 -121.07696301 263.79 tie_down props Tie Down 130
1301 A general_aviation 
1300  38.95396225 -121.07736258 263.79 tie_down props Tie Down 115
1301 A general_aviation 
1300  38.95393013 -121.07776311 263.79 tie_down props Tie Down 100
1301 A general_aviation 
1300  38.95389770 -121.07816334 263.79 tie_down props Tie Down 85
1301 A general_aviation 
1300  38.95410920 -121.07697683 263.79 tie_down props Tie Down 128
1301 A general_aviation 
1300  38.95407791 -121.07737651 263.79 tie_down props Tie Down 113
1301 A general_aviation 
1300  38.95404437 -121.07777824 263.79 tie_down props Tie Down 98
1301 A general_aviation 
1300  38.95401195 -121.07817848 263.79 tie_down props Tie Down 83
1301 A general_aviation 
1300  38.95422378 -121.07699263 263.79 tie_down props Tie Down 126
1301 A general_aviation 
1300  38.95419223 -121.07739160 263.79 tie_down props Tie Down 111
1301 A general_aviation 
1300  38.95415834 -121.07779242 263.79 tie_down props Tie Down 96
1301 A general_aviation 
1300  38.95412591 -121.07819266 263.79 tie_down props Tie Down 81
1301 A general_aviation 
1300  38.95341038 -121.07851834 263.79 tie_down props Tie Down 79
1301 A general_aviation 
1300  38.95353293 -121.07853730 263.79 tie_down props Tie Down 77
1301 A general_aviation 
1300  38.95365645 -121.07855658 263.79 tie_down props Tie Down 75
1301 A general_aviation 
1300  38.95378255 -121.07857684 263.79 tie_down props Tie Down 73
1301 A general_aviation 
1300  38.95391780 -121.07859450 263.79 tie_down props Tie Down 71
1301 A general_aviation 
1300  38.95405408 -121.07861542 263.79 tie_down props Tie Down 69
1301 A general_aviation 
1300  38.95348346 -121.07837894  83.79 tie_down props Tie Down 78
1301 A general_aviation 
1300  38.95360753 -121.07840313  83.79 tie_down props Tie Down 76
1301 A general_aviation 
