I
1050 Generated by WorldEditor 2.2.0r2

1     21 1 0 KBFI Boeing Fld King Co Intl
111  47.52234962 -122.29753703 51
111  47.52235622 -122.29751841 57
111  47.52246525 -122.29723658 51
111  47.52258211 -122.29693627 51
111  47.52260637 -122.29685714
112  47.52260637 -122.29685714  47.52264048 -122.29673785 51
111  47.52264275 -122.29664898
112  47.52264275 -122.29664898  47.52264347 -122.29659109 51
111  47.52263965 -122.29652304
112  47.52263965 -122.29652304  47.52261926 -122.29629997 51
112  47.52243018 -122.29607730  47.52230589 -122.29594419
111  47.52243018 -122.29607730 51
115  47.52195892 -122.29567899
120 Linear Feature 62
112  47.51903379 -122.29364842  47.51899354 -122.29369059 51
115  47.51895340 -122.29378391
120 Linear Feature 61
112  47.51898536 -122.29360641  47.51898007 -122.29371503 51
111  47.51895340 -122.29378391 51
111  47.51881092 -122.29414866 57
111  47.51867951 -122.29448981 51
115  47.51867161 -122.29451011
120 Linear Feature 61
111  47.52120618 -122.29665207 51
115  47.52106486 -122.29701464
120 Linear Feature 61
111  47.52088860 -122.29638413 51
115  47.52075081 -122.29674880
120 Linear Feature 61
111  47.52057520 -122.29611871 51
115  47.52043678 -122.29648298
120 Linear Feature 61
111  47.52023996 -122.29583547 51
115  47.52009501 -122.29619367
120 Linear Feature 61
111  47.51982306 -122.29548313 51
115  47.51968131 -122.29585947
120 Linear Feature 61
111  47.51921569 -122.29496925 51
115  47.51907077 -122.29534121
120 Linear Feature 61
111  47.51844334 -122.29431713 51
115  47.51829885 -122.29469640
120 Linear Feature 60
111  47.51639990 -122.29310099 51
111  47.51660086 -122.29275779 51
111  47.51660839 -122.29274082 57
111  47.51673552 -122.29240934 51
111  47.51687689 -122.29204309
112  47.51687689 -122.29204309  47.51699694 -122.29177962 51
112  47.51740595 -122.29182823  47.51760324 -122.29196361
111  47.51740595 -122.29182823 51
111  47.51750555 -122.29191187 51
115  47.51792988 -122.29227180
120 Linear Feature 59
111  47.53986799 -122.31231381 51
111  47.53701330 -122.30990022 51
111  47.53358530 -122.30700164 51
111  47.53215685 -122.30579379 51
111  47.53195206 -122.30562063 51
111  47.53120995 -122.30499313 51
111  47.53100214 -122.30481742 51
111  47.53081833 -122.30466185 51
111  47.53061057 -122.30448649 51
111  47.53003544 -122.30400019 51
111  47.52972091 -122.30373424 51
111  47.52670486 -122.30118322 51
111  47.52648338 -122.30099728 51
111  47.52492752 -122.29968035 51
111  47.52488202 -122.29964188 51
111  47.52457837 -122.29938426 51
111  47.52452933 -122.29934279 51
111  47.52322657 -122.29824334 51
111  47.52267721 -122.29778012 51
111  47.52234962 -122.29753703 51
111  47.52157514 -122.29696398 51
111  47.52120618 -122.29665207 51
111  47.52088860 -122.29638413 51
111  47.52057520 -122.29611871 51
111  47.52023996 -122.29583547 51
111  47.51982306 -122.29548313 51
111  47.51921569 -122.29496925 51
111  47.51867161 -122.29451011 51
111  47.51844334 -122.29431713 51
115  47.51660086 -122.29275779
120 Linear Feature 58
111  47.53975121 -122.31267713 51
111  47.53986799 -122.31231381 57
111  47.53997617 -122.31203836 51
111  47.54011934 -122.31166891
112  47.54011934 -122.31166891  47.54014379 -122.31159995 51
116  47.54015394 -122.31150327  47.54016040 -122.31145140
120 Linear Feature 57
112  47.53738782 -122.31309805  47.53741373 -122.31308220 20
111  47.53745489 -122.31310603 20
111  47.53934122 -122.31470402
112  47.53934122 -122.31470402  47.53939152 -122.31476541 20
111  47.53940198 -122.31484271 20
115  47.53940392 -122.31660088
120 Linear Feature 56
111  47.53747670 -122.31306570 20
111  47.53937093 -122.31466923
112  47.53937093 -122.31466923  47.53943468 -122.31474876 20
111  47.53944127 -122.31486233 20
115  47.53944130 -122.31669014
120 Linear Feature 55
111  47.53847517 -122.31592312 20
111  47.53891446 -122.31628483 20
111  47.53899592 -122.31635269 20
111  47.53926416 -122.31655663
112  47.53926416 -122.31655663  47.53938720 -122.31667280 20
111  47.53940441 -122.31685643 20
111  47.53940762 -122.31690562 20
115  47.53940741 -122.31718127
120 Linear Feature 54
111  47.53849423 -122.31591798 20
111  47.53901183 -122.31634664 20
111  47.53926742 -122.31653847
112  47.53926742 -122.31653847  47.53940027 -122.31666365 20
111  47.53941744 -122.31686327 20
111  47.53942340 -122.31694202 20
115  47.53942320 -122.31788869
120 Linear Feature 53
111  47.53853996 -122.31590539 8
111  47.53896765 -122.31625911 8
111  47.53915267 -122.31640426 8
111  47.53929671 -122.31651392
112  47.53929671 -122.31651392  47.53945345 -122.31668048 8
111  47.53945342 -122.31692983 8
115  47.53945346 -122.31789010
120 Linear Feature 52
111  47.53858368 -122.31589304 20
111  47.53901453 -122.31624528 20
111  47.53916455 -122.31636301 20
111  47.53930168 -122.31646322
112  47.53930168 -122.31646322  47.53936647 -122.31653068 20
111  47.53940392 -122.31660088
112  47.53940392 -122.31660088  47.53942429 -122.31664193 20
111  47.53944130 -122.31669014
112  47.53944130 -122.31669014  47.53947048 -122.31678118 20
115  47.53948090 -122.31686685
120 Linear Feature 5
111  47.53617226 -122.31163888 20
115  47.53635543 -122.31116643
120 Linear Feature 51
111  47.53640501 -122.31127131 20
111  47.53470046 -122.30983025 20
111  47.53322475 -122.30858439 20
111  47.53318429 -122.30847857 20
111  47.53249969 -122.30789874
112  47.53249969 -122.30789874  47.53243152 -122.30784992 20
111  47.53235887 -122.30790880 20
111  47.53232991 -122.30794479
112  47.53232991 -122.30794479  47.53230904 -122.30798125 20
111  47.53232731 -122.30803555 20
111  47.53273573 -122.30873243 20
111  47.53339354 -122.30929162 20
111  47.53372964 -122.30957233 20
111  47.53617226 -122.31163888 20
111  47.53649483 -122.31191699 20
111  47.53713786 -122.31246155 20
111  47.53751948 -122.31304626 20
111  47.53938272 -122.31462052
112  47.53938272 -122.31462052  47.53947534 -122.31471666 20
111  47.53948079 -122.31486918 20
111  47.53948090 -122.31686685 20
111  47.53948342 -122.31694228 20
115  47.53948363 -122.31789151
120 Linear Feature 50
111  47.53231809 -122.30789503 20
111  47.53234152 -122.30786537
112  47.53234152 -122.30786537  47.53242208 -122.30779760 20
111  47.53251307 -122.30785507 20
111  47.53320853 -122.30844238 20
111  47.53324938 -122.30855052 20
111  47.53471756 -122.30978928 20
115  47.53642067 -122.31122955
120 Linear Feature 49
111  47.53032088 -122.30484234 20
111  47.53174354 -122.30704290 20
111  47.53221879 -122.30785115
112  47.53221879 -122.30785115  47.53225353 -122.30790261 20
111  47.53228901 -122.30786610 20
111  47.53232934 -122.30781733
112  47.53232934 -122.30781733  47.53244211 -122.30773742 20
111  47.53253974 -122.30782061 20
111  47.53323305 -122.30840759 20
111  47.53327112 -122.30851273 20
111  47.53473456 -122.30974785 20
111  47.53497185 -122.30995012 20
111  47.53501664 -122.30998799 20
111  47.53533813 -122.31025982 20
111  47.53538317 -122.31029791 20
111  47.53572010 -122.31057968 20
115  47.53643931 -122.31118934
120 Linear Feature 48
111  47.53029753 -122.30487406 20
111  47.53173005 -122.30709370 20
111  47.53271635 -122.30877136 20
111  47.53337995 -122.30933661 20
111  47.53370554 -122.30960942 20
111  47.53655615 -122.31202227 20
111  47.53710374 -122.31248934 20
115  47.53737620 -122.31290513
120 Linear Feature 47
111  47.53027317 -122.30490811 20
111  47.53170242 -122.30712082 20
111  47.53269422 -122.30880927 20
111  47.53309679 -122.30915105 20
111  47.53314380 -122.30919096 20
111  47.53340740 -122.30941475 20
111  47.53345255 -122.30945311 20
111  47.53377271 -122.30972384 20
111  47.53381793 -122.30976157 20
111  47.53413962 -122.31003421 20
111  47.53418469 -122.31007246 20
111  47.53450970 -122.31034833 20
111  47.53455086 -122.31038327 20
111  47.53487257 -122.31065634 20
111  47.53491770 -122.31069464 20
111  47.53523812 -122.31096605 20
111  47.53528294 -122.31100387 20
111  47.53558846 -122.31126161 20
111  47.53563280 -122.31129902 20
111  47.53592131 -122.31154242 20
111  47.53596529 -122.31157953 20
111  47.53619828 -122.31177609 20
111  47.53620498 -122.31190732 20
111  47.53599567 -122.31244189 20
115  47.53595020 -122.31252961
120 Linear Feature 47
112  47.53601194 -122.31257253  47.53604033 -122.31252258 20
111  47.53605687 -122.31248254 20
111  47.53618957 -122.31212061 20
111  47.53625621 -122.31195150 20
111  47.53633679 -122.31189420 20
111  47.53666518 -122.31217294 20
111  47.53703352 -122.31248559 20
111  47.53709114 -122.31253449 20
111  47.53728462 -122.31283257
112  47.53728462 -122.31283257  47.53733039 -122.31292611 20
111  47.53731062 -122.31303202 20
115  47.53726011 -122.31316394
120 Linear Feature 46
111  47.52665696 -122.30170104 20
111  47.52688018 -122.30189114 20
115  47.52716936 -122.30213725
120 Linear Feature 45
111  47.52667140 -122.30176298 22
115  47.52710765 -122.30213094
120 Linear Feature 45
111  47.52662633 -122.30177181 20
111  47.52709768 -122.30216770 20
115  47.52715114 -122.30221089
120 Linear Feature 44
111  47.52487100 -122.30022546 20
111  47.52608916 -122.30125032 20
111  47.52619442 -122.30131314 20
115  47.52624110 -122.30135204
120 Linear Feature 43
111  47.52636144 -122.30150125 22
111  47.52620117 -122.30136261 22
111  47.52607528 -122.30128519 22
115  47.52489127 -122.30028764
120 Linear Feature 42
111  47.52484641 -122.30029427 20
111  47.52500261 -122.30042586 20
111  47.52605751 -122.30131455
112  47.52605751 -122.30131455  47.52609432 -122.30134125 20
112  47.52619103 -122.30140490  47.52624188 -122.30144404
111  47.52619103 -122.30140490 20
115  47.52640674 -122.30158719
120 Linear Feature 41
111  47.52452800 -122.29993298 20
115  47.52465725 -122.30004429
120 Linear Feature 41
111  47.52451300 -122.29996823 22
115  47.52464225 -122.30007954
120 Linear Feature 41
111  47.52449947 -122.30000251 20
115  47.52462872 -122.30011382
120 Linear Feature 40
111  47.52263512 -122.29834504 22
115  47.52283191 -122.29851137
120 Linear Feature 39
111  47.51998787 -122.29612755 20
115  47.52125384 -122.29719644
120 Linear Feature 38
111  47.51933706 -122.29562532 22
111  47.51985099 -122.29605997 22
111  47.52052827 -122.29663035 22
115  47.52124154 -122.29722598
120 Linear Feature 38
111  47.51932551 -122.29566268 20
111  47.52004189 -122.29626892 20
111  47.52035659 -122.29653347 20
111  47.52071557 -122.29683438 20
111  47.52104687 -122.29711191 20
115  47.52122725 -122.29726029
120 Linear Feature 37
112  47.52245306 -122.29417180  47.52245819 -122.29418754 22
111  47.52246692 -122.29419754 22
111  47.52291327 -122.29457548
112  47.52291327 -122.29457548  47.52301874 -122.29464564 22
112  47.52312264 -122.29463930  47.52320921 -122.29464225
111  47.52312264 -122.29463930 22
111  47.52324327 -122.29461908
112  47.52324327 -122.29461908  47.52334630 -122.29461427 22
111  47.52342517 -122.29466662 22
111  47.52739901 -122.29802407
112  47.52739901 -122.29802407  47.52744943 -122.29804702 22
111  47.52749408 -122.29803608 22
111  47.52818276 -122.29775631
112  47.52818276 -122.29775631  47.52837030 -122.29770052 22
112  47.52890275 -122.29789859  47.52919344 -122.29811743
111  47.52890275 -122.29789859 22
111  47.53281034 -122.30119995 22
111  47.53510236 -122.30309650 22
111  47.53673907 -122.30501940 22
111  47.53677986 -122.30505752 22
111  47.54012982 -122.30787032 22
111  47.54058248 -122.30841664 22
111  47.54169530 -122.30975262
112  47.54169530 -122.30975262  47.54176021 -122.30982104 22
111  47.54181889 -122.30980756 22
111  47.54205675 -122.30976815
112  47.54205675 -122.30976815  47.54209627 -122.30976670 22
111  47.54215004 -122.30981120 22
111  47.54241721 -122.31007218 22
111  47.54456972 -122.31262899
112  47.54456972 -122.31262899  47.54462360 -122.31268509 22
111  47.54464170 -122.31270128 22
111  47.54515372 -122.31314517
112  47.54515372 -122.31314517  47.54517837 -122.31316024 22
111  47.54520563 -122.31316700 22
115  47.54574428 -122.31315717
120 Linear Feature 36
111  47.53651500 -122.30470495 20
111  47.53674798 -122.30497963 20
111  47.53679026 -122.30502097 20
111  47.53714785 -122.30532130 20
111  47.53725097 -122.30540790 20
111  47.53766041 -122.30575178 20
111  47.53807039 -122.30609610 20
111  47.53817367 -122.30618284 20
111  47.53888922 -122.30678380 20
111  47.53935503 -122.30717442 20
111  47.53961414 -122.30739197 20
111  47.53969987 -122.30746480 20
111  47.54005500 -122.30776393 20
111  47.54015172 -122.30784517 20
111  47.54041730 -122.30816638 20
111  47.54059384 -122.30838001 20
111  47.54167469 -122.30967541 20
111  47.54172660 -122.30973542
112  47.54172660 -122.30973542  47.54176855 -122.30977494 20
111  47.54181495 -122.30976759 20
111  47.54204607 -122.30972998
112  47.54204607 -122.30972998  47.54211990 -122.30972818 20
111  47.54221109 -122.30982146 20
111  47.54235018 -122.30995998 20
111  47.54241231 -122.31001790 20
111  47.54246532 -122.31007796 20
111  47.54362569 -122.31145360 20
111  47.54404623 -122.31195216 20
111  47.54427925 -122.31223171 20
111  47.54452448 -122.31252258 20
111  47.54460129 -122.31261361 20
111  47.54466170 -122.31267039 20
111  47.54478878 -122.31278112 20
111  47.54506383 -122.31301849 20
111  47.54516644 -122.31310810
112  47.54516644 -122.31310810  47.54518614 -122.31311977 20
111  47.54521422 -122.31312616 20
111  47.54541163 -122.31312207 20
111  47.54574690 -122.31311573 20
115  47.54593133 -122.31277350
120 Linear Feature 5
111  47.53385936 -122.30202185 22
115  47.53409976 -122.30157999
120 Linear Feature 35
111  47.53274152 -122.30109670 20
111  47.53275635 -122.30110897 20
111  47.53280619 -122.30115022 20
111  47.53317162 -122.30145266 20
111  47.53385936 -122.30202185 20
111  47.53422339 -122.30232313 20
111  47.53465066 -122.30267675 20
111  47.53511433 -122.30306049 20
115  47.53640876 -122.30457926
120 Linear Feature 34
111  47.52883648 -122.29780924 20
111  47.52889483 -122.29784917 20
111  47.52896127 -122.29790086 20
115  47.52982827 -122.29863448
120 Linear Feature 33
111  47.52655160 -122.29726432 20
111  47.52688378 -122.29754486 20
111  47.52701468 -122.29765541 20
111  47.52714144 -122.29776247 20
111  47.52740601 -122.29798287
112  47.52740601 -122.29798287  47.52744516 -122.29800862 20
111  47.52748960 -122.29799694 20
115  47.52813842 -122.29773391
120 Linear Feature 32
111  47.52246615 -122.29409380 20
111  47.52247493 -122.29414869 20
111  47.52248167 -122.29416227 20
111  47.52283487 -122.29445927 20
111  47.52293452 -122.29454306
112  47.52293452 -122.29454306  47.52298893 -122.29458281 20
112  47.52306395 -122.29459663  47.52310465 -122.29459973
111  47.52306395 -122.29459663
112  47.52306395 -122.29459663  47.52308520 -122.29459825 20
112  47.52313666 -122.29459814  47.52316525 -122.29459757
111  47.52313666 -122.29459814 20
111  47.52319552 -122.29458721
112  47.52319552 -122.29458721  47.52329983 -122.29457178 20
112  47.52344567 -122.29463929  47.52352321 -122.29469225
111  47.52344567 -122.29463929 20
111  47.52377711 -122.29491732 20
111  47.52387131 -122.29499872 20
111  47.52417863 -122.29525697 20
115  47.52434963 -122.29540275
120 Linear Feature 31
111  47.52241227 -122.29411636 20
111  47.52243205 -122.29420026
112  47.52243205 -122.29420026  47.52243944 -122.29421749 20
111  47.52245033 -122.29422876 20
111  47.52291232 -122.29461837
112  47.52291232 -122.29461837  47.52300718 -122.29468698 20
112  47.52314239 -122.29467803  47.52319574 -122.29467275
111  47.52314239 -122.29467803 20
111  47.52322484 -122.29466175
112  47.52322484 -122.29466175  47.52331773 -122.29464973 20
112  47.52342355 -122.29471118  47.52348158 -122.29474456
111  47.52342355 -122.29471118 20
111  47.52738631 -122.29805652 20
112  47.52750322 -122.29807363  47.52757177 -122.29805381
111  47.52750322 -122.29807363 20
111  47.52819619 -122.29779279
112  47.52819619 -122.29779279  47.52845695 -122.29771357 20
112  47.52888316 -122.29792805  47.52908806 -122.29808202
111  47.52888316 -122.29792805 20
111  47.53283012 -122.30126206 20
111  47.53508323 -122.30312464 20
111  47.53672600 -122.30505428 20
111  47.53676948 -122.30509467 20
111  47.54011573 -122.30790436 20
111  47.54056462 -122.30844625 20
111  47.54165092 -122.30975111 20
111  47.54169412 -122.30979992
112  47.54169412 -122.30979992  47.54174908 -122.30985571 20
111  47.54182274 -122.30984841 20
111  47.54203235 -122.30981354
112  47.54203235 -122.30981354  47.54209319 -122.30980629 20
111  47.54211781 -122.30983096 20
111  47.54236733 -122.31007217 20
111  47.54243703 -122.31014877 20
111  47.54455081 -122.31265770
112  47.54455081 -122.31265770  47.54460923 -122.31272169 20
111  47.54465832 -122.31276553 20
111  47.54513889 -122.31318177
112  47.54513889 -122.31318177  47.54516866 -122.31320236 20
111  47.54520516 -122.31320843 20
115  47.54574173 -122.31319928
21  47.53581185 -122.30504946 2 149.8800 3.00 14L PAPI-2L
21  47.53830080 -122.30860664 2 149.9200 3.00 14R PAPI-4L
21  47.52152381 -122.29620507 2 330.8500 3.10 32L PAPI-4L
21  47.53172413 -122.30266831 2 330.9600 3.00 32R PAPI-2L
14  47.52916299 -122.30429020  88.58 0 ATC Tower
1300  47.52662502 -122.30205154 330.34 tie_down turboprops|props West GA Tie-Down 15
1301 A general_aviation 
1300  47.52657544 -122.30190406 150.22 tie_down turboprops|props West GA Tie-Down 14
1301 A general_aviation 
1300  47.52617882 -122.30157166 -209.65 tie_down turboprops|props West GA Tie-Down 13
1301 A general_aviation 
1300  47.52584452 -122.30149685 150.43 tie_down turboprops|props West GA Tie-Down 12
1301 A general_aviation 
1300  47.52594767 -122.30147971 -29.61 tie_down turboprops|props West GA Tie-Down 11
1301 A general_aviation 
1300  47.52590510 -122.30133776 149.97 tie_down turboprops|props West GA Tie-Down 10
1301 A general_aviation 
1300  47.52564509 -122.30133516 -29.64 tie_down turboprops|props West GA Tie-Down 9
1301 A general_aviation 
1300  47.52559089 -122.30117808 -209.45 tie_down turboprops|props West GA Tie-Down 8
1301 A general_aviation 
1300  47.52570817 -122.30117370 -29.75 tie_down turboprops|props West GA Tie-Down 7
1301 A general_aviation 
1300  47.52546048 -122.30092203 -29.28 tie_down turboprops|props West GA Tie-Down 6
1301 A general_aviation 
1300  47.52518141 -122.30068624 -30.06 tie_down turboprops|props West GA Tie-Down 5
1301 A general_aviation 
1300  47.52449741 -122.30052982 -23.65 tie_down turboprops|props West GA Tie-Down 4
1301 A general_aviation 
1300  47.52443285 -122.30039240 157.11 tie_down turboprops|props West GA Tie-Down 3
1301 A general_aviation 
1300  47.52454157 -122.30036355 -23.65 tie_down turboprops|props West GA Tie-Down 2
1301 A general_aviation 
1300  47.52448167 -122.30022618 157.11 tie_down turboprops|props West GA Tie-Down 1
1301 A general_aviation 
1300  47.52673148 -122.30268055  60.14 hangar turboprops|props West GA Hangar 8-4
1301 A none 
1300  47.52660149 -122.30257213  60.14 hangar turboprops|props West GA Hangar 8-3
1301 A none 
1300  47.52647374 -122.30246591  60.14 hangar turboprops|props West GA Hangar 8-2
1301 A none 
1300  47.52634486 -122.30235804  60.14 hangar turboprops|props West GA Hangar 8-1
1301 A none 
1300  47.52618102 -122.30231670  60.38 hangar turboprops|props West GA Hangar 7-6
1301 A none 
1300  47.52602351 -122.30221805  60.38 hangar turboprops|props West GA Hangar 7-5
1301 A none 
1300  47.52587932 -122.30209856  60.38 hangar turboprops|props West GA Hangar 7-4
1301 A none 
1300  47.52573812 -122.30198283  60.38 hangar turboprops|props West GA Hangar 7-3
1301 A none 
1300  47.52559169 -122.30186047  60.38 hangar turboprops|props West GA Hangar 7-2
1301 A none 
1300  47.52544912 -122.30174282  60.38 hangar turboprops|props West GA Hangar 7-1
1301 A none 
1300  47.52535202 -122.30149400  60.23 hangar turboprops|props West GA Hangar 6-8
1301 A none 
1300  47.52523460 -122.30149769 -119.98 hangar turboprops|props West GA Hangar 6-7
1301 A none 
1300  47.52517197 -122.30134575  60.23 hangar turboprops|props West GA Hangar 6-6
1301 A none 
1300  47.52505523 -122.30134450 -119.98 hangar turboprops|props West GA Hangar 6-5
1301 A none 
1300  47.52499192 -122.30119749  60.23 hangar turboprops|props West GA Hangar 6-4
1301 A none 
1300  47.52487503 -122.30119404 -119.98 hangar turboprops|props West GA Hangar 6-3
1301 A none 
1300  47.52480761 -122.30104791  60.23 hangar turboprops|props West GA Hangar 6-2
1301 A none 
1300  47.52469457 -122.30103766 -119.98 hangar turboprops|props West GA Hangar 6-1
1301 A none 
1300  47.52420102 -122.30117448 -203.82 hangar turboprops|props West GA Hangar 5-7
1301 A none 
1300  47.52427756 -122.30112848 -23.43 hangar turboprops|props West GA Hangar 5-6
1301 A none 
1300  47.52428178 -122.30102313 -203.82 hangar turboprops|props West GA Hangar 5-5
1301 A none 
1300  47.52432841 -122.30095715 -23.43 hangar turboprops|props West GA Hangar 5-4
1301 A none 
1300  47.52433346 -122.30085165 -203.82 hangar turboprops|props West GA Hangar 5-3
1301 A none 
1300  47.52437873 -122.30078736 -23.43 hangar turboprops|props West GA Hangar 5-2
1301 A none 
1300  47.52438565 -122.30068001 -203.82 hangar turboprops|props West GA Hangar 5-1
1301 A none 
1300  47.52383783 -122.30084378 -29.94 hangar turboprops|props SSCC Hangar 3-2
1301 A none 
1300  47.52389616 -122.30044762  59.64 hangar turboprops|props SSCC Hangar 3-1
1301 A none 
1300  47.52354659 -122.30046369  59.64 hangar jets|turboprops|props SSCC Hangar 2
1301 B none 
1300  47.52339442 -122.30001138  60.38 hangar jets|turboprops|props SSCC Hangar 1
1301 B none 
1300  47.52253924 -122.29970496  59.59 hangar jets|turboprops|props West GA Hangar 1
1301 B none 
1300  47.52252117 -122.29912189 150.02 tie_down jets|turboprops|props West GA Ramp 2
1301 B general_aviation 
1300  47.52265993 -122.29876184 150.02 tie_down jets|turboprops|props West GA Ramp 1
1301 B general_aviation 
1300  47.52087558 -122.29880250   0.32 hangar turboprops|props South GA Hangar 3-8
1301 A none 
1300  47.52086182 -122.29864171 -179.89 hangar turboprops|props South GA Hangar 3-7
1301 A none 
1300  47.52087060 -122.29848444   0.32 hangar turboprops|props South GA Hangar 3-6
1301 A none 
1300  47.52086107 -122.29833825 -179.89 hangar turboprops|props South GA Hangar 3-5
1301 A none 
1300  47.52086892 -122.29816859   0.32 hangar turboprops|props South GA Hangar 3-4
1301 A none 
1300  47.52086077 -122.29802173 -179.89 hangar turboprops|props South GA Hangar 3-3
1301 A none 
1300  47.52086853 -122.29787673   0.32 hangar turboprops|props South GA Hangar 3-2
1301 A none 
1300  47.52085921 -122.29772071 -179.89 hangar turboprops|props South GA Hangar 3-1
1301 A none 
1300  47.52053846 -122.29857273 359.84 hangar turboprops|props South GA Hangar 2-8
1301 A none 
1300  47.52053126 -122.29843017 179.84 hangar turboprops|props South GA Hangar 2-7
1301 A none 
1300  47.52053327 -122.29826851 359.84 hangar turboprops|props South GA Hangar 2-6
1301 A none 
1300  47.52053048 -122.29811197 179.84 hangar turboprops|props South GA Hangar 2-5
1301 A none 
1300  47.52053160 -122.29796511 359.84 hangar turboprops|props South GA Hangar 2-4
1301 A none 
1300  47.52053100 -122.29780698 179.84 hangar turboprops|props South GA Hangar 2-3
1301 A none 
1300  47.52053073 -122.29766165 359.84 hangar turboprops|props South GA Hangar 2-2
1301 A none 
1300  47.52053048 -122.29750352 179.84 hangar turboprops|props South GA Hangar 2-1
1301 A none 
1300  47.52020609 -122.29834870 359.97 hangar turboprops|props South GA Hangar 1-8
1301 A none 
1300  47.52019296 -122.29820370 -179.57 hangar turboprops|props South GA Hangar 1-7
1301 A none 
1300  47.52020460 -122.29804551 359.97 hangar turboprops|props South GA Hangar 1-6
1301 A none 
1300  47.52019246 -122.29790040 -179.57 hangar turboprops|props South GA Hangar 1-5
1301 A none 
1300  47.52020332 -122.29774409 359.97 hangar turboprops|props South GA Hangar 1-4
1301 A none 
1300  47.52019059 -122.29758696 -179.57 hangar turboprops|props South GA Hangar 1-3
1301 A none 
1300  47.52020287 -122.29744138 359.97 hangar turboprops|props South GA Hangar 1-2
1301 A none 
1300  47.52018904 -122.29728390 -179.57 hangar turboprops|props South GA Hangar 1-1
1301 A none 
1300  47.52089708 -122.29750226 360.00 tie_down turboprops|props South GA Tie-Down 56
1301 A general_aviation 
1300  47.52082998 -122.29742408 -179.97 tie_down turboprops|props South GA Tie-Down 55
1301 A general_aviation 
1300  47.52089364 -122.29733796 360.00 tie_down turboprops|props South GA Tie-Down 54
1301 A general_aviation 
1300  47.52082410 -122.29726060 -179.97 tie_down turboprops|props South GA Tie-Down 53
1301 A general_aviation 
1300  47.52089283 -122.29718086 360.00 tie_down turboprops|props South GA Tie-Down 52
1301 A general_aviation 
1300  47.52082305 -122.29709757 -179.97 tie_down turboprops|props South GA Tie-Down 51
1301 A general_aviation 
1300  47.52049017 -122.29708218 -183.13 tie_down turboprops|props South GA Tie-Down 50
1301 A general_aviation 
1300  47.52056340 -122.29700594   0.26 tie_down turboprops|props South GA Tie-Down 49
1301 A general_aviation 
1300  47.52049433 -122.29692640 179.77 tie_down turboprops|props South GA Tie-Down 48
1301 A general_aviation 
1300  47.52056338 -122.29684287   0.26 tie_down turboprops|props South GA Tie-Down 47
1301 A general_aviation 
1300  47.52049135 -122.29676311 179.77 tie_down turboprops|props South GA Tie-Down 46
1301 A general_aviation 
1300  47.52023265 -122.29706438   0.02 tie_down turboprops|props South GA Tie-Down 45
1301 A general_aviation 
1300  47.52016126 -122.29698828 -179.85 tie_down turboprops|props South GA Tie-Down 44
1301 A general_aviation 
1300  47.52022907 -122.29690361   0.02 tie_down turboprops|props South GA Tie-Down 43
1301 A general_aviation 
1300  47.52015937 -122.29682597 -179.67 tie_down turboprops|props South GA Tie-Down 42
1301 A general_aviation 
1300  47.52022684 -122.29674136   0.02 tie_down turboprops|props South GA Tie-Down 41
1301 A general_aviation 
1300  47.52015814 -122.29666400 -179.67 tie_down turboprops|props South GA Tie-Down 40
1301 A general_aviation 
1300  47.52022527 -122.29657952   0.28 tie_down turboprops|props South GA Tie-Down 39
1301 A general_aviation 
1300  47.52015616 -122.29650226 -179.67 tie_down turboprops|props South GA Tie-Down 38
1301 A general_aviation 
1300  47.51990801 -122.29817993 360.00 tie_down turboprops|props South GA Tie-Down 37
1301 A general_aviation 
1300  47.51980881 -122.29809238 180.00 tie_down turboprops|props South GA Tie-Down 36
1301 A general_aviation 
1300  47.51990744 -122.29799912 360.00 tie_down turboprops|props South GA Tie-Down 35
1301 A general_aviation 
1300  47.51980856 -122.29790961 180.00 tie_down turboprops|props South GA Tie-Down 34
1301 A general_aviation 
1300  47.51990599 -122.29781491   1.13 tie_down turboprops|props South GA Tie-Down 33
1301 A general_aviation 
1300  47.51980727 -122.29772762 180.00 tie_down turboprops|props South GA Tie-Down 32
1301 A general_aviation 
1300  47.51990490 -122.29763354 360.00 tie_down turboprops|props South GA Tie-Down 31
1301 A general_aviation 
1300  47.51980613 -122.29754439 180.00 tie_down turboprops|props South GA Tie-Down 30
1301 A general_aviation 
1300  47.51990315 -122.29745029 360.00 tie_down turboprops|props South GA Tie-Down 29
1301 A general_aviation 
1300  47.51980827 -122.29736438 180.00 tie_down turboprops|props South GA Tie-Down 28
1301 A general_aviation 
1300  47.51990155 -122.29727030 360.00 tie_down turboprops|props South GA Tie-Down 27
1301 A general_aviation 
1300  47.51980275 -122.29717999 180.00 tie_down turboprops|props South GA Tie-Down 26
1301 A general_aviation 
1300  47.51990006 -122.29708605 360.00 tie_down turboprops|props South GA Tie-Down 25
1301 A general_aviation 
1300  47.51979899 -122.29699694 180.00 tie_down turboprops|props South GA Tie-Down 24
1301 A general_aviation 
1300  47.51989943 -122.29690585 360.00 tie_down turboprops|props South GA Tie-Down 23
1301 A general_aviation 
1300  47.51979668 -122.29681371 180.00 tie_down turboprops|props South GA Tie-Down 22
1301 A general_aviation 
1300  47.51989754 -122.29672326 360.00 tie_down turboprops|props South GA Tie-Down 21
1301 A general_aviation 
1300  47.51979963 -122.29663370 -180.00 tie_down turboprops|props South GA Tie-Down 20
1301 A general_aviation 
