I
1050 Generated by WorldEditor 2.2.0r2

1    335 1 0 KFAT Fresno Yosemite Intl
111  36.77704391 -119.72704122 20
111  36.77695365 -119.72712135 20
111  36.77686523 -119.72719985 20
111  36.77677538 -119.72727962 20
111  36.77676088 -119.72729249 20
111  36.77664912 -119.72739171 20
111  36.77657300 -119.72725377 20
111  36.77665001 -119.72718536 20
111  36.77668376 -119.72715538 20
111  36.77674189 -119.72710375 20
111  36.77683134 -119.72702428 20
111  36.77691988 -119.72694563 20
111  36.77700994 -119.72686563 20
115  36.77708582 -119.72679823
120 Linear Feature 2
111  36.77765689 -119.72763976 20
111  36.77760135 -119.72754241 22
111  36.77709614 -119.72665691 20
115  36.77703399 -119.72654798
120 Linear Feature 2
111  36.77762362 -119.72764602 20
115  36.77701638 -119.72658330
120 Linear Feature 2
111  36.77768383 -119.72762156 20
115  36.77705584 -119.72652219
120 Linear Feature 112
111  36.78288223 -119.73066481 54 104
111  36.78298360 -119.73084264 54 104
111  36.78314007 -119.73111712 54 104
115  36.78335888 -119.73150096
120 Linear Feature 111
111  36.78376823 -119.73114109 54 104
111  36.78354960 -119.73075862 54 104
111  36.78339199 -119.73048290 54 104
115  36.78329069 -119.73030569
120 Linear Feature 110
112  36.78229667 -119.73064550  36.78243730 -119.73082487 53 102
112  36.78282297 -119.73071690  36.78299370 -119.73057688
111  36.78282297 -119.73071690 53 102
111  36.78288223 -119.73066481 53 102
111  36.78329069 -119.73030569 53 102
111  36.78334890 -119.73025452
112  36.78334890 -119.73025452  36.78361631 -119.72998854 53 102
115  36.78347532 -119.72962081
120 Linear Feature 109
111  36.78354960 -119.73075862 52
115  36.78314007 -119.73111712
120 Linear Feature 109
111  36.78371874 -119.73034593 59
115  36.78277040 -119.73118179
120 Linear Feature 108
111  36.78383186 -119.73024601 53 102
111  36.78371874 -119.73034593 53 102
111  36.78381361 -119.73110119 53 102
111  36.78376823 -119.73114109 53 102
111  36.78335888 -119.73150096 53 102
111  36.78331204 -119.73154214 53 102
111  36.78277040 -119.73118179 53 102
115  36.78265811 -119.73128122
120 Linear Feature 107
112  36.77920802 -119.72454785  36.77892886 -119.72475218 51 105
112  36.77848555 -119.72438395  36.77833586 -119.72414919
111  36.77848555 -119.72438395 51 105
115  36.77814982 -119.72379555
120 Linear Feature 106
112  36.77911385 -119.72463228  36.77892505 -119.72482651 51 105
112  36.77902201 -119.72532317  36.77913561 -119.72554244
111  36.77902201 -119.72532317 51 105
115  36.77942549 -119.72603263
120 Linear Feature 105
111  36.77845970 -119.72519775 51 105
111  36.77911385 -119.72463228 51 105
111  36.77920802 -119.72454785 51 105
111  36.77933040 -119.72444156 57 105
111  36.77973957 -119.72408011 51 105
111  36.77997090 -119.72387806
112  36.77997090 -119.72387806  36.78012227 -119.72370390 51 105
112  36.78005664 -119.72321698  36.77994351 -119.72299170
111  36.78005664 -119.72321698 51 105
115  36.77972327 -119.72263343
120 Linear Feature 104
112  36.78285440 -119.73095648  36.78259569 -119.73113598 51 105
112  36.78214780 -119.73080185  36.78198054 -119.73055445
111  36.78214780 -119.73080185 51 105
115  36.78180679 -119.73020601
120 Linear Feature 103
111  36.78201635 -119.73169475 51 105
111  36.78285440 -119.73095648 51 105
111  36.78298360 -119.73084264 57 105
111  36.78339199 -119.73048290 51 105
111  36.78351699 -119.73037277
112  36.78351699 -119.73037277  36.78362738 -119.73024963 51 105
116  36.78369909 -119.73001263  36.78373146 -119.72987450
120 Linear Feature 102
111  36.77835317 -119.72528972 51 105
111  36.77845970 -119.72519775
112  36.77845970 -119.72519775  36.77868352 -119.72505696 51 105
112  36.77898937 -119.72532808  36.77909828 -119.72549626
111  36.77898937 -119.72532808 51 105
115  36.77940310 -119.72605298
120 Linear Feature 98
111  36.77886754 -119.72958310 55
115  36.77877480 -119.72942081
120 Linear Feature 99
111  36.77877866 -119.72931552 53 102
111  36.77789942 -119.72777903
112  36.77789942 -119.72777903  36.77786788 -119.72773364 53 102
112  36.77781166 -119.72773429  36.77777883 -119.72773446
111  36.77781166 -119.72773429
112  36.77781166 -119.72773429  36.77778709 -119.72773742 53
111  36.77776072 -119.72775747 53
112  36.77773893 -119.72778418  36.77773196 -119.72779618 53
111  36.77772249 -119.72781989
112  36.77772249 -119.72781989  36.77770912 -119.72788063 53
111  36.77772930 -119.72792354 53
111  36.77860455 -119.72945765
112  36.77860455 -119.72945765  36.77863585 -119.72949647 53
111  36.77867899 -119.72949681 53
112  36.77871254 -119.72948901  36.77872887 -119.72948123 53
111  36.77873949 -119.72947216
112  36.77873949 -119.72947216  36.77876039 -119.72945421 53
111  36.77877480 -119.72942081
114  36.77877480 -119.72942081  36.77879478 -119.72936426 53 102
120 Linear Feature 101
111  36.77871254 -119.72948901 20
111  36.77865763 -119.72939286 22
111  36.77779981 -119.72789078 20
115  36.77773893 -119.72778418
120 Linear Feature 101
111  36.77867899 -119.72949681 20
115  36.77772249 -119.72781989
120 Linear Feature 101
111  36.77873949 -119.72947216 20
115  36.77776072 -119.72775747
120 Linear Feature 98
111  36.78113385 -119.73209520 55
115  36.78105675 -119.73196216
120 Linear Feature 97
111  36.77966508 -119.73166380 53
111  36.77984589 -119.73150432
112  36.77984589 -119.73150432  36.77997776 -119.73161131 53
112  36.78033780 -119.73166972  36.78051109 -119.73165975
111  36.78033780 -119.73166972 53
111  36.78047063 -119.73165730
112  36.78047063 -119.73165730  36.78050843 -119.73165790 53
111  36.78053643 -119.73169652 53
111  36.78069449 -119.73197481
112  36.78069449 -119.73197481  36.78075539 -119.73206448 53
112  36.78084381 -119.73209609  36.78087538 -119.73208994
111  36.78084381 -119.73209609 53
111  36.78088563 -119.73207936 53
111  36.78091495 -119.73206480 53
111  36.78094385 -119.73205046 53
111  36.78100088 -119.73201120 53
111  36.78105675 -119.73196216
112  36.78105675 -119.73196216  36.78112349 -119.73189399 53 102
112  36.78109325 -119.73170886  36.78105699 -119.73160684
111  36.78109325 -119.73170886 53 102
111  36.78091946 -119.73140626
112  36.78091946 -119.73140626  36.78089434 -119.73137735 53 102
112  36.78081580 -119.73135107  36.78076244 -119.73135318
111  36.78081580 -119.73135107 53 102
111  36.78042645 -119.73140265
112  36.78042645 -119.73140265  36.78011542 -119.73144039 53 102
112  36.77978230 -119.73107603  36.77965479 -119.73085882
111  36.77978230 -119.73107603 53 102
111  36.77895406 -119.72962481
112  36.77895406 -119.72962481  36.77892276 -119.72957798 53 102
111  36.77886754 -119.72958310
112  36.77886754 -119.72958310  36.77883885 -119.72958861 53
111  36.77881695 -119.72960717 53
112  36.77879436 -119.72963347  36.77878558 -119.72964616 53
111  36.77877776 -119.72966977
112  36.77877776 -119.72966977  36.77876312 -119.72973064 53
111  36.77878747 -119.72978076 53
115  36.77977912 -119.73151797
120 Linear Feature 100
111  36.78091495 -119.73206480 20
111  36.78086776 -119.73198257 22
111  36.78072936 -119.73173958
112  36.78072936 -119.73173958  36.78065563 -119.73162563 22
112  36.78043399 -119.73154012  36.78033812 -119.73154569
111  36.78043399 -119.73154012 22
111  36.78025803 -119.73155688
112  36.78025803 -119.73155688  36.77999252 -119.73156225 22
112  36.77970304 -119.73122360  36.77959610 -119.73105740
111  36.77970304 -119.73122360 22
111  36.77885927 -119.72974720 20
115  36.77879436 -119.72963347
120 Linear Feature 100
111  36.78094385 -119.73205046 20
111  36.78075305 -119.73171802
112  36.78075305 -119.73171802  36.78068182 -119.73159971 20
112  36.78043050 -119.73150023  36.78033185 -119.73150623
111  36.78043050 -119.73150023 20
111  36.78027880 -119.73151699
112  36.78027880 -119.73151699  36.77999673 -119.73153528 20
112  36.77970959 -119.73117126  36.77960864 -119.73099758
111  36.77970959 -119.73117126 20
115  36.77881695 -119.72960717
120 Linear Feature 100
111  36.78088563 -119.73207936 20
111  36.78070387 -119.73176216
112  36.78070387 -119.73176216  36.78065771 -119.73168698 20
112  36.78043188 -119.73157685  36.78033136 -119.73158501
111  36.78043188 -119.73157685 20
111  36.78028019 -119.73159360
112  36.78028019 -119.73159360  36.77996527 -119.73160965 20
112  36.77965474 -119.73120429  36.77954055 -119.73100802
111  36.77965474 -119.73120429 20
115  36.77877776 -119.72966977
120 Linear Feature 100
111  36.78088563 -119.73207936 20
111  36.78070387 -119.73176216
112  36.78070387 -119.73176216  36.78065771 -119.73168698 20
112  36.78043188 -119.73157685  36.78033136 -119.73158501
111  36.78043188 -119.73157685 20
111  36.78028019 -119.73159360
112  36.78028019 -119.73159360  36.77996527 -119.73160965 20
112  36.77965474 -119.73120429  36.77954055 -119.73100802
111  36.77965474 -119.73120429 20
115  36.77877776 -119.72966977
120 Linear Feature 96
111  36.78004770 -119.72860693 54 104
111  36.77997713 -119.72848382 54 104
115  36.77990580 -119.72835939
120 Linear Feature 95
112  36.77881774 -119.72544266  36.77874577 -119.72535229 53 102
112  36.77852510 -119.72541005  36.77842995 -119.72548861
111  36.77852510 -119.72541005 53 102
111  36.77832809 -119.72558332 53 102
111  36.77825421 -119.72565015
112  36.77825421 -119.72565015  36.77815749 -119.72574953 53 102
112  36.77819340 -119.72602231  36.77824638 -119.72615544
111  36.77819340 -119.72602231 53 102
111  36.77854879 -119.72681479 53 102
111  36.77925025 -119.72804522 53 102
111  36.77953197 -119.72849184
112  36.77953197 -119.72849184  36.77957972 -119.72855410 53 102
112  36.77973982 -119.72850776  36.77982836 -119.72844072
111  36.77973982 -119.72850776 53 102
111  36.77990580 -119.72835939 53 102
111  36.78018270 -119.72811536
112  36.78018270 -119.72811536  36.78025030 -119.72803832 53 102
116  36.78022350 -119.72789992  36.78021801 -119.72784219
120 Linear Feature 94
111  36.77932708 -119.72866246 53 102
111  36.77910541 -119.72822759 53 102
111  36.77800170 -119.72629124 53 102
111  36.77796129 -119.72623161 53 102
111  36.77785642 -119.72609471
112  36.77785642 -119.72609471  36.77778369 -119.72602087 53 102
112  36.77766948 -119.72607421  36.77761411 -119.72611479
111  36.77766948 -119.72607421 53 102
111  36.77745133 -119.72626802
112  36.77745133 -119.72626802  36.77738061 -119.72634125 53 102
112  36.77741211 -119.72651156  36.77743973 -119.72659662
111  36.77741211 -119.72651156 53 102
111  36.77761195 -119.72698770 53 102
111  36.77856221 -119.72865462 53 102
111  36.77887006 -119.72907222
112  36.77887006 -119.72907222  36.77896325 -119.72918388 53 102
111  36.77906232 -119.72910396 53 102
111  36.77928694 -119.72890649
114  36.77928694 -119.72890649  36.77939057 -119.72879869 53 102
120 Linear Feature 93
111  36.77291191 -119.71552254 51 105
115  36.77307393 -119.71537925
120 Linear Feature 92
112  36.77291191 -119.71552254  36.77304349 -119.71538148 51 105
112  36.77306310 -119.71500792  36.77303755 -119.71479316
111  36.77306310 -119.71500792
112  36.77306310 -119.71500792  36.77305446 -119.71495681 51 105
112  36.77301019 -119.71484943  36.77297482 -119.71477866
111  36.77301019 -119.71484943 51 105
115  36.77267150 -119.71425788
120 Linear Feature 91
111  36.77249341 -119.71642460 51 101
112  36.77245587 -119.71612816  36.77246752 -119.71594482
111  36.77245587 -119.71612816
112  36.77245587 -119.71612816  36.77247792 -119.71591366 57 105
115  36.77260014 -119.71579712
120 Linear Feature 90
112  36.77330240 -119.71784202  36.77339944 -119.71810527 51 101
115  36.77322828 -119.71826969
120 Linear Feature 89
112  36.77283667 -119.71819460  36.77300141 -119.71844812 51
115  36.77320561 -119.71828889
120 Linear Feature 88
112  36.77293290 -119.71873573  36.77295495 -119.71859342 51
112  36.77308700 -119.71839473  36.77318343 -119.71829050
111  36.77308700 -119.71839473 51
111  36.77320561 -119.71828889 51
111  36.77322828 -119.71826969
112  36.77322828 -119.71826969  36.77345173 -119.71811787 51 101
115  36.77358608 -119.71833906
120 Linear Feature 87
111  36.77464805 -119.72026795 51 101
115  36.77477195 -119.72033657
120 Linear Feature 86
111  36.77283667 -119.71819460 51
111  36.77368559 -119.71969340
112  36.77368559 -119.71969340  36.77370431 -119.71972136 51
111  36.77372197 -119.71973881 51 101
111  36.77460712 -119.72024294 51 101
111  36.77464805 -119.72026795
112  36.77464805 -119.72026795  36.77470163 -119.72030621 51 101
115  36.77474820 -119.72037518
120 Linear Feature 85
112  36.77416638 -119.72109205  36.77426980 -119.72122821 51
115  36.77439744 -119.72112653
120 Linear Feature 85
112  36.77418142 -119.72111843  36.77423655 -119.72125476 51
115  36.77416888 -119.72132772
120 Linear Feature 84
112  36.77207161 -119.71568558  36.77213567 -119.71576930 51 101
112  36.77229783 -119.71585550  36.77239335 -119.71588528
111  36.77229783 -119.71585550
112  36.77229783 -119.71585550  36.77239335 -119.71588182 57 105
116  36.77260014 -119.71579712  36.77268820 -119.71573205
120 Linear Feature 83
111  36.77435061 -119.72141524 51
111  36.77418142 -119.72111843 51
111  36.77416638 -119.72109205 51
111  36.77347930 -119.71989096 51
111  36.77341575 -119.71978782 51
111  36.77333116 -119.71965797 51
111  36.77325191 -119.71952241 51
111  36.77301964 -119.71911547
112  36.77301964 -119.71911547  36.77294392 -119.71897680 51
112  36.77293290 -119.71873573  36.77293931 -119.71857732
111  36.77293290 -119.71873573
112  36.77293290 -119.71873573  36.77295587 -119.71848456 51
112  36.77283667 -119.71819460  36.77278467 -119.71808468
111  36.77283667 -119.71819460 51
111  36.77281635 -119.71815898 51
111  36.77254084 -119.71767603 51
111  36.77229428 -119.71724380 51
111  36.77200251 -119.71673235
112  36.77200251 -119.71673235  36.77186886 -119.71644711 51
111  36.77206525 -119.71626769 51
111  36.77234656 -119.71602045 57 105
111  36.77260014 -119.71579712 57 105
111  36.77269164 -119.71571652 51 105
111  36.77291191 -119.71552254
112  36.77291191 -119.71552254  36.77311906 -119.71536463 51 105
112  36.77344116 -119.71560801  36.77354412 -119.71575105
111  36.77344116 -119.71560801 51 105
115  36.77379557 -119.71622665
120 Linear Feature 82
111  36.77962422 -119.72918528 52
115  36.77916621 -119.72958939
120 Linear Feature 81
111  36.77971222 -119.72932181 59
111  36.77962422 -119.72918528 59
111  36.77960956 -119.72916254
112  36.77960956 -119.72916254  36.77954258 -119.72909761 59
111  36.77944613 -119.72913626 59
111  36.77920551 -119.72934923
112  36.77920551 -119.72934923  36.77911711 -119.72943752 59
111  36.77915806 -119.72957012 59
111  36.77916621 -119.72958939 59
115  36.77923243 -119.72974591
120 Linear Feature 80
112  36.78072077 -119.73106055  36.78068706 -119.73098534
111  36.78072077 -119.73106055 53 102
111  36.77989853 -119.72961760 53 102
111  36.77971222 -119.72932181 53 102
111  36.77923243 -119.72974591 53 102
111  36.77926471 -119.72982211 53 102
111  36.77927628 -119.72984937 53 102
111  36.77937542 -119.73008230 53 102
111  36.77987662 -119.73095784
112  36.77987662 -119.73095784  36.77999278 -119.73115546 53 102
112  36.78036135 -119.73124026  36.78058087 -119.73122763
111  36.78036135 -119.73124026 53 102
111  36.78054624 -119.73122423 53 102
111  36.78067267 -119.73120398
114  36.78067267 -119.73120398  36.78073025 -119.73118819 53 102
120 Linear Feature 79
111  36.77475995 -119.72080676 51
111  36.77497418 -119.72061768
112  36.77497418 -119.72061768  36.77505981 -119.72056314 51
111  36.77515501 -119.72057552
112  36.77515501 -119.72057552  36.77517741 -119.72057802 57 105
115  36.77521650 -119.72059050
120 Linear Feature 78
111  36.78193851 -119.73191934 54 104
111  36.78187936 -119.73181704 54 104
115  36.78177613 -119.73163847
120 Linear Feature 77
111  36.78050161 -119.72839254 53 102
111  36.78047359 -119.72836409
112  36.78047359 -119.72836409  36.78043835 -119.72833870 53 102
112  36.78031339 -119.72837266  36.78025259 -119.72841857
111  36.78031339 -119.72837266 53 102
111  36.78004770 -119.72860693 53 102
111  36.77987543 -119.72875846
112  36.77987543 -119.72875846  36.77981692 -119.72881276 53 102
112  36.77982512 -119.72900750  36.77986742 -119.72910143
111  36.77982512 -119.72900750 53 102
111  36.78007163 -119.72948617 53 102
111  36.78092751 -119.73098286 53 102
111  36.78141204 -119.73166342
112  36.78141204 -119.73166342  36.78150792 -119.73177604 53 102
112  36.78170147 -119.73170319  36.78177532 -119.73164565
111  36.78170147 -119.73170319 53 102
111  36.78177613 -119.73163847 53 102
111  36.78184949 -119.73157263
112  36.78184949 -119.73157263  36.78200649 -119.73141374 53 102
116  36.78195007 -119.73093154  36.78186123 -119.73072958
120 Linear Feature 76
111  36.78282840 -119.73348042 54 104
111  36.78260739 -119.73309340 54 104
111  36.78245081 -119.73281920 54 104
115  36.78234865 -119.73264031
120 Linear Feature 75
111  36.78260739 -119.73309340 52
115  36.78212440 -119.73351793
120 Linear Feature 75
111  36.78269154 -119.73276226 59
115  36.78202711 -119.73334736
120 Linear Feature 74
112  36.78243386 -119.73177951  36.78235693 -119.73169441 53 102
112  36.78214507 -119.73173849  36.78202644 -119.73181704
111  36.78214507 -119.73173849 53 102
111  36.78193851 -119.73191934 53 102
111  36.78186335 -119.73198562
112  36.78186335 -119.73198562  36.78175435 -119.73210873 53 102
112  36.78181326 -119.73237354  36.78186943 -119.73249457
111  36.78181326 -119.73237354 53 102
111  36.78195866 -119.73262967
112  36.78195866 -119.73262967  36.78204509 -119.73275771 53 102
112  36.78228168 -119.73269975  36.78240571 -119.73261038
111  36.78228168 -119.73269975 53 102
111  36.78234865 -119.73264031 53 102
111  36.78241832 -119.73257849
112  36.78241832 -119.73257849  36.78256269 -119.73243052 53 102
116  36.78252092 -119.73193206  36.78241968 -119.73169067
120 Linear Feature 73
111  36.78289419 -119.73258427 53 102
111  36.78269154 -119.73276226 53 102
111  36.78294258 -119.73337984 53 102
111  36.78282840 -119.73348042 53 102
111  36.78234558 -119.73390572 53 102
111  36.78212440 -119.73351793 53 102
111  36.78202711 -119.73334736 53 102
111  36.78134232 -119.73214672 53 102
112  36.78122277 -119.73206137  36.78115662 -119.73205358
111  36.78122277 -119.73206137
112  36.78122277 -119.73206137  36.78118378 -119.73206079 53 102
111  36.78113385 -119.73209520 53
111  36.78108071 -119.73214149 53
111  36.78103303 -119.73218958
112  36.78103303 -119.73218958  36.78100474 -119.73223338 53
112  36.78096470 -119.73236387  36.78096396 -119.73244232
111  36.78096470 -119.73236387
112  36.78096470 -119.73236387  36.78097140 -119.73244419 53
111  36.78100346 -119.73251775 53
115  36.78127140 -119.73299094
120 Linear Feature 72
112  36.77502647 -119.72086273  36.77496448 -119.72071315 51 101
112  36.77515415 -119.72058821  36.77527646 -119.72058354
111  36.77515415 -119.72058821 57 105
115  36.77521650 -119.72059050
120 Linear Feature 71
112  36.77435061 -119.72141524  36.77425285 -119.72125891 51
115  36.77416888 -119.72132772
120 Linear Feature 70
111  36.77440895 -119.72111639 51
111  36.77439744 -119.72112653 51
111  36.77416888 -119.72132772 51
115  36.77404745 -119.72143756
120 Linear Feature 69
112  36.77477261 -119.72275227  36.77473765 -119.72278292 51
115  36.77476175 -119.72284488
120 Linear Feature 68
112  36.77507381 -119.72268293  36.77498936 -119.72257439 51
115  36.77487144 -119.72266568
120 Linear Feature 67
112  36.77493817 -119.72244518  36.77497804 -119.72255194 51
111  36.77487144 -119.72266568 51
111  36.77477261 -119.72275227
112  36.77477261 -119.72275227  36.77473081 -119.72278358 51
115  36.77469563 -119.72273417
120 Linear Feature 66
111  36.77600810 -119.72080393 51 105
111  36.77607087 -119.72076567 51 105
115  36.77612480 -119.72072314
120 Linear Feature 65
112  36.77597116 -119.72081594  36.77613967 -119.72074661 51 105
112  36.77611771 -119.72029337  36.77600773 -119.72006880
111  36.77611771 -119.72029337 51 105
115  36.77579807 -119.71973465
120 Linear Feature 64
112  36.77465213 -119.72020685  36.77471164 -119.72029269 51 101
111  36.77477195 -119.72033657 51 101
111  36.77515781 -119.72055739 57 105
111  36.77521650 -119.72059050 57 105
111  36.77554353 -119.72077492 51 105
111  36.77560469 -119.72080503
112  36.77560469 -119.72080503  36.77573153 -119.72083958 51 105
112  36.77597116 -119.72081594  36.77609422 -119.72077170
111  36.77597116 -119.72081594 51 105
111  36.77600810 -119.72080393 51 105
111  36.77603970 -119.72079366 51 105
111  36.77613449 -119.72075011
112  36.77613449 -119.72075011  36.77633098 -119.72067458 51 105
111  36.77644272 -119.72086266 51 105
111  36.77693806 -119.72173287
112  36.77693806 -119.72173287  36.77707984 -119.72200898 51 105
115  36.77688859 -119.72219681
120 Linear Feature 63
111  36.77601206 -119.72258956 51 101
112  36.77618489 -119.72270575  36.77627561 -119.72271982
111  36.77618489 -119.72270575
112  36.77618489 -119.72270575  36.77628427 -119.72271441 57 105
115  36.77635895 -119.72266373
120 Linear Feature 62
111  36.77630132 -119.72309637 51 101
112  36.77627103 -119.72285354  36.77628836 -119.72272016
111  36.77627103 -119.72285354
112  36.77627103 -119.72285354  36.77629299 -119.72273026 57 105
115  36.77635895 -119.72266373
120 Linear Feature 61
111  36.77595147 -119.72302245 51
111  36.77621314 -119.72279208 57 105
111  36.77635895 -119.72266373 57 105
111  36.77655802 -119.72248847 51 105
111  36.77688859 -119.72219681
112  36.77688859 -119.72219681  36.77701922 -119.72209958 51 105
112  36.77725501 -119.72228888  36.77734089 -119.72242911
111  36.77725501 -119.72228888 51 105
115  36.77757577 -119.72284705
120 Linear Feature 60
112  36.77868739 -119.72961905  36.77865632 -119.72966393 51
115  36.77867927 -119.72970709
120 Linear Feature 59
112  36.77595147 -119.72302245  36.77616497 -119.72288603 51
115  36.77630132 -119.72309637
120 Linear Feature 58
112  36.77537576 -119.72352762  36.77549490 -119.72345375 51
115  36.77559181 -119.72359094
120 Linear Feature 58
112  36.77536109 -119.72354041  36.77546567 -119.72342933 51
115  36.77539662 -119.72324879
120 Linear Feature 57
111  36.77570501 -119.72324041 51
111  36.77537576 -119.72352762 51
111  36.77536109 -119.72354041 51
115  36.77527022 -119.72361968
120 Linear Feature 56
112  36.77535819 -119.72318144  36.77552833 -119.72338412 51
115  36.77570501 -119.72324041
120 Linear Feature 55
112  36.77563908 -119.72367381  36.77553025 -119.72341454 51
111  36.77570501 -119.72324041 51
111  36.77595147 -119.72302245
112  36.77595147 -119.72302245  36.77612370 -119.72281802 51
115  36.77601206 -119.72258956
120 Linear Feature 54
112  36.77606033 -119.72441222  36.77597172 -119.72429640 51
115  36.77585152 -119.72437116
120 Linear Feature 53
112  36.77588879 -119.72411153  36.77594830 -119.72425796 51
111  36.77585152 -119.72437116 51
115  36.77575177 -119.72446151
120 Linear Feature 52
112  36.77637043 -119.72555754  36.77633340 -119.72560294 51
115  36.77636600 -119.72565638
120 Linear Feature 52
112  36.77647218 -119.72546430  36.77659317 -119.72539029 51
115  36.77668548 -119.72550805
120 Linear Feature 51
112  36.77651311 -119.72520590  36.77656944 -119.72536136 51
111  36.77647218 -119.72546430 51
111  36.77637043 -119.72555754
112  36.77637043 -119.72555754  36.77632278 -119.72558551 51
115  36.77629703 -119.72553719
120 Linear Feature 50
112  36.77693326 -119.72653357  36.77689983 -119.72657302 51
115  36.77691584 -119.72661234
120 Linear Feature 49
112  36.77736662 -119.72615039  36.77718816 -119.72635970 51
115  36.77731767 -119.72661622
120 Linear Feature 48
112  36.77736662 -119.72615039  36.77717507 -119.72629581 51
115  36.77698831 -119.72603889
120 Linear Feature 47
112  36.77759584 -119.72536446  36.77766656 -119.72545579 51 101
112  36.77782999 -119.72554544  36.77793667 -119.72557278
111  36.77782999 -119.72554544
112  36.77782999 -119.72554544  36.77800208 -119.72558916 57 105
115  36.77812405 -119.72548897
120 Linear Feature 43
112  36.77724765 -119.72649349  36.77713532 -119.72636935 51
115  36.77703062 -119.72644624
120 Linear Feature 46
111  36.77761598 -119.72593083 51
111  36.77787509 -119.72570549 57 105
115  36.77812405 -119.72548897
120 Linear Feature 45
111  36.77796219 -119.72600635 51
112  36.77779187 -119.72587431  36.77769028 -119.72585732
111  36.77779187 -119.72587431
112  36.77779187 -119.72587431  36.77774322 -119.72586673 51
116  36.77761598 -119.72593083  36.77753443 -119.72598602
120 Linear Feature 44
111  36.77768252 -119.72551634 51
112  36.77770004 -119.72578589  36.77766537 -119.72595015
111  36.77770004 -119.72578589
112  36.77770004 -119.72578589  36.77767577 -119.72586467 51
111  36.77761598 -119.72593083 51
111  36.77736662 -119.72615039 51
115  36.77703062 -119.72644624
120 Linear Feature 42
112  36.77706705 -119.72617690  36.77713118 -119.72632911 51
111  36.77703062 -119.72644624 51
111  36.77693326 -119.72653357
112  36.77693326 -119.72653357  36.77690317 -119.72655486 51
115  36.77687848 -119.72653716
120 Linear Feature 41
111  36.77803743 -119.72613817 51 101
112  36.77798367 -119.72581498  36.77800461 -119.72563344
111  36.77798367 -119.72581498
112  36.77798367 -119.72581498  36.77801287 -119.72564102 57 105
112  36.77812405 -119.72548897  36.77819555 -119.72539877
111  36.77812405 -119.72548897 57 105
111  36.77822537 -119.72540228 51 105
111  36.77835317 -119.72528972
112  36.77835317 -119.72528972  36.77854993 -119.72507534 51 105
112  36.77846081 -119.72440330  36.77830871 -119.72410531
111  36.77846081 -119.72440330 51 105
115  36.77812608 -119.72381441
120 Linear Feature 40
112  36.77912752 -119.72923048  36.77894637 -119.72943512 51
115  36.77906048 -119.72967122
120 Linear Feature 40
112  36.77911479 -119.72924167  36.77890991 -119.72936911 51
115  36.77877370 -119.72916852
120 Linear Feature 39
112  36.77763835 -119.72776491  36.77759254 -119.72781000 51
115  36.77762786 -119.72787000
120 Linear Feature 38
112  36.77795578 -119.72773477  36.77785011 -119.72758934 51
115  36.77773024 -119.72768362
120 Linear Feature 37
112  36.77777083 -119.72741057  36.77783219 -119.72757894 51
111  36.77773024 -119.72768362 51
111  36.77763835 -119.72776491
112  36.77763835 -119.72776491  36.77758827 -119.72780489 51
115  36.77755698 -119.72774372
120 Linear Feature 36
112  36.78081484 -119.73100441  36.78088348 -119.73123381 51
115  36.78074911 -119.73127396
120 Linear Feature 35
112  36.77936284 -119.72902375  36.77954975 -119.72883004 51
115  36.77943433 -119.72858566
120 Linear Feature 35
112  36.77936284 -119.72902375  36.77958030 -119.72887641 51
115  36.77972147 -119.72908874
120 Linear Feature 34
111  36.77879428 -119.72952324 51
111  36.77911479 -119.72924167 51
111  36.77912752 -119.72923048 51
111  36.77936284 -119.72902375 51
111  36.77937991 -119.72900876 51
111  36.77963104 -119.72878814 57 105
115  36.77978555 -119.72865240
120 Linear Feature 33
112  36.77899308 -119.72955306  36.77889531 -119.72944486 51
115  36.77879428 -119.72952324
120 Linear Feature 32
112  36.77883119 -119.72926929  36.77888423 -119.72942641 51
111  36.77879428 -119.72952324 51
111  36.77868739 -119.72961905
112  36.77868739 -119.72961905  36.77864265 -119.72964460 51
115  36.77861612 -119.72959707
120 Linear Feature 31
112  36.77475995 -119.72080676  36.77491391 -119.72069607 51
115  36.77502647 -119.72086273
120 Linear Feature 30
112  36.78101509 -119.73135526  36.78094991 -119.73126402 51
112  36.78083666 -119.73125459  36.78077073 -119.73126298
111  36.78083666 -119.73125459 51
111  36.78074911 -119.73127396 51
111  36.78066265 -119.73129309
112  36.78066265 -119.73129309  36.78052204 -119.73131472 51
112  36.78031380 -119.73132642  36.78022013 -119.73132819
111  36.78031380 -119.73132642
112  36.78031380 -119.73132642  36.78004577 -119.73132074 51
112  36.77983691 -119.73103222  36.77976534 -119.73092032
111  36.77983691 -119.73103222 51
111  36.77906048 -119.72967122 51
111  36.77899308 -119.72955306 51
111  36.77883119 -119.72926929 51
111  36.77877370 -119.72916852 51
111  36.77795578 -119.72773477 51
111  36.77777083 -119.72741057 51
111  36.77731767 -119.72661622 51
111  36.77724765 -119.72649349 51
111  36.77706705 -119.72617690 51
111  36.77698831 -119.72603889 51
111  36.77668548 -119.72550805 51
111  36.77651311 -119.72520590 51
111  36.77606033 -119.72441222 51
111  36.77588879 -119.72411153 51
111  36.77563908 -119.72367381 51
111  36.77559181 -119.72359094 51
111  36.77539662 -119.72324879 51
111  36.77535819 -119.72318144 51
111  36.77507381 -119.72268293 51
