A
1000 Generated by WorldEditor

1      3 1 0 KPAO Palo Alto
115  37.45892629 -122.11379453
120 Linear Feature 96
111  37.45893500 -122.11379454 20
111  37.45893500 -122.11379454 20
111  37.45893520 -122.11376863 20
115  37.45893520 -122.11376863
120 Linear Feature 97
111  37.45915615 -122.11413503 20
111  37.45915615 -122.11413503 20
111  37.45913835 -122.11413492 20
115  37.45913835 -122.11413492
120 Linear Feature 96
111  37.45914706 -122.11413493 20
111  37.45914706 -122.11413493 20
111  37.45914726 -122.11410901 20
115  37.45914726 -122.11410901
120 Linear Feature 97
111  37.45870929 -122.11379464 20
111  37.45870929 -122.11379464 20
111  37.45869148 -122.11379453 20
115  37.45869148 -122.11379453
120 Linear Feature 96
111  37.45870019 -122.11379454 20
111  37.45870019 -122.11379454 20
111  37.45870039 -122.11376863 20
115  37.45870039 -122.11376863
120 Linear Feature 97
111  37.45892135 -122.11413503 20
111  37.45892135 -122.11413503 20
111  37.45890354 -122.11413492 20
115  37.45890354 -122.11413492
120 Linear Feature 96
111  37.45891225 -122.11413493 20
111  37.45891225 -122.11413493 20
111  37.45891245 -122.11410901 20
115  37.45891245 -122.11410901
120 Linear Feature 97
111  37.45858207 -122.11379464 20
111  37.45858207 -122.11379464 20
111  37.45856426 -122.11379453 20
115  37.45856426 -122.11379453
120 Linear Feature 96
111  37.45857298 -122.11379454 20
111  37.45857298 -122.11379454 20
111  37.45857317 -122.11376863 20
115  37.45857317 -122.11376863
120 Linear Feature 97
111  37.45879413 -122.11413503 20
111  37.45879413 -122.11413503 20
111  37.45877632 -122.11413492 20
115  37.45877632 -122.11413492
120 Linear Feature 96
111  37.45878503 -122.11413493 20
111  37.45878503 -122.11413493 20
111  37.45878523 -122.11410901 20
115  37.45878523 -122.11410901
120 Linear Feature 97
111  37.45714367 -122.11449085 20
111  37.45714367 -122.11449085 20
111  37.45712586 -122.11449074 20
115  37.45712586 -122.11449074
120 Linear Feature 96
111  37.45713457 -122.11449074 20
111  37.45713457 -122.11449074 20
111  37.45713477 -122.11446483 20
115  37.45713477 -122.11446483
120 Linear Feature 97
111  37.45812679 -122.11448212 20
111  37.45812679 -122.11448212 20
111  37.45810899 -122.11448201 20
115  37.45810899 -122.11448201
120 Linear Feature 96
111  37.45811770 -122.11448202 20
111  37.45811770 -122.11448202 20
111  37.45811790 -122.11445611 20
115  37.45811790 -122.11445611
120 Linear Feature 97
111  37.45801151 -122.11448212 20
111  37.45801151 -122.11448212 20
111  37.45799370 -122.11448201 20
115  37.45799370 -122.11448201
120 Linear Feature 96
111  37.45800241 -122.11448202 20
111  37.45800241 -122.11448202 20
111  37.45800261 -122.11445611 20
115  37.45800261 -122.11445611
120 Linear Feature 97
111  37.45764134 -122.11448004 20
111  37.45764134 -122.11448004 20
111  37.45762353 -122.11447993 20
115  37.45762353 -122.11447993
120 Linear Feature 96
111  37.45763224 -122.11447994 20
111  37.45763224 -122.11447994 20
111  37.45763244 -122.11445403 20
115  37.45763244 -122.11445403
120 Linear Feature 97
111  37.45740897 -122.11412926 20
111  37.45740897 -122.11412926 20
111  37.45739116 -122.11412915 20
115  37.45739116 -122.11412915
120 Linear Feature 96
111  37.45739987 -122.11412915 20
111  37.45739987 -122.11412915 20
111  37.45740007 -122.11410324 20
115  37.45740007 -122.11410324
120 Linear Feature 97
111  37.45708039 -122.11379552 20
111  37.45708039 -122.11379552 20
111  37.45706258 -122.11379541 20
115  37.45706258 -122.11379541
120 Linear Feature 96
111  37.45707129 -122.11379541 20
111  37.45707129 -122.11379541 20
111  37.45707149 -122.11376950 20
115  37.45707149 -122.11376950
120 Linear Feature 97
111  37.45732698 -122.11379219 20
111  37.45732698 -122.11379219 20
111  37.45730917 -122.11379208 20
115  37.45730917 -122.11379208
120 Linear Feature 96
111  37.45731788 -122.11379209 20
111  37.45731788 -122.11379209 20
111  37.45731808 -122.11376618 20
115  37.45731808 -122.11376618
120 Linear Feature 97
111  37.45732698 -122.11379219 20
111  37.45732698 -122.11379219 20
111  37.45730917 -122.11379208 20
115  37.45730917 -122.11379208
120 Linear Feature 96
111  37.45731788 -122.11379209 20
111  37.45731788 -122.11379209 20
111  37.45731808 -122.11376618 20
115  37.45731808 -122.11376618
120 Linear Feature 97
111  37.45757093 -122.11378887 20
111  37.45757093 -122.11378887 20
111  37.45755312 -122.11378876 20
115  37.45755312 -122.11378876
120 Linear Feature 96
111  37.45756183 -122.11378877 20
111  37.45756183 -122.11378877 20
111  37.45756203 -122.11376286 20
115  37.45756203 -122.11376286
120 Linear Feature 97
111  37.45757093 -122.11378887 20
111  37.45757093 -122.11378887 20
111  37.45755312 -122.11378876 20
115  37.45755312 -122.11378876
120 Linear Feature 96
111  37.45756183 -122.11378877 20
111  37.45756183 -122.11378877 20
111  37.45756203 -122.11376286 20
115  37.45756203 -122.11376286
120 Linear Feature 97
111  37.45778299 -122.11412926 20
111  37.45778299 -122.11412926 20
111  37.45776518 -122.11412915 20
115  37.45776518 -122.11412915
120 Linear Feature 96
111  37.45777389 -122.11412915 20
111  37.45777389 -122.11412915 20
111  37.45777409 -122.11410324 20
115  37.45777409 -122.11410324
120 Linear Feature 97
111  37.45821281 -122.11342119 20
111  37.45821281 -122.11342119 20
111  37.45819500 -122.11342108 20
115  37.45819500 -122.11342108
120 Linear Feature 96
111  37.45820372 -122.11342108 20
111  37.45820372 -122.11342108 20
111  37.45820391 -122.11339517 20
115  37.45820391 -122.11339517
120 Linear Feature 97
111  37.45784180 -122.11303834 20
111  37.45784180 -122.11303834 20
111  37.45782399 -122.11303823 20
115  37.45782399 -122.11303823
120 Linear Feature 96
111  37.45783270 -122.11303824 20
111  37.45783270 -122.11303824 20
111  37.45783290 -122.11301233 20
115  37.45783290 -122.11301233
120 Linear Feature 97
111  37.45757782 -122.11342386 20
111  37.45757782 -122.11342386 20
111  37.45756001 -122.11342375 20
115  37.45756001 -122.11342375
120 Linear Feature 96
111  37.45756873 -122.11342376 20
111  37.45756873 -122.11342376 20
111  37.45756892 -122.11339784 20
115  37.45756892 -122.11339784
120 Linear Feature 97
111  37.45794735 -122.11379038 20
111  37.45794735 -122.11379038 20
111  37.45792954 -122.11379027 20
115  37.45792954 -122.11379027
120 Linear Feature 96
111  37.45793825 -122.11379028 20
111  37.45793825 -122.11379028 20
111  37.45793845 -122.11376437 20
115  37.45793845 -122.11376437
120 Linear Feature 97
111  37.45821281 -122.11342119 20
111  37.45821281 -122.11342119 20
111  37.45819500 -122.11342108 20
115  37.45819500 -122.11342108
120 Linear Feature 96
111  37.45820372 -122.11342108 20
111  37.45820372 -122.11342108 20
111  37.45820391 -122.11339517 20
115  37.45820391 -122.11339517
120 Linear Feature 97
111  37.45784180 -122.11303834 20
111  37.45784180 -122.11303834 20
111  37.45782399 -122.11303823 20
115  37.45782399 -122.11303823
120 Linear Feature 96
111  37.45783270 -122.11303824 20
111  37.45783270 -122.11303824 20
111  37.45783290 -122.11301233 20
115  37.45783290 -122.11301233
120 Linear Feature 97
111  37.45757782 -122.11342386 20
111  37.45757782 -122.11342386 20
111  37.45756001 -122.11342375 20
115  37.45756001 -122.11342375
120 Linear Feature 96
111  37.45756873 -122.11342376 20
111  37.45756873 -122.11342376 20
111  37.45756892 -122.11339784 20
115  37.45756892 -122.11339784
120 Linear Feature 97
111  37.45794735 -122.11379038 20
111  37.45794735 -122.11379038 20
111  37.45792954 -122.11379027 20
115  37.45792954 -122.11379027
120 Linear Feature 96
111  37.45793825 -122.11379028 20
111  37.45793825 -122.11379028 20
111  37.45793845 -122.11376437 20
115  37.45793845 -122.11376437
120 Linear Feature 97
111  37.45821281 -122.11342119 20
111  37.45821281 -122.11342119 20
111  37.45819500 -122.11342108 20
115  37.45819500 -122.11342108
120 Linear Feature 96
111  37.45820372 -122.11342108 20
111  37.45820372 -122.11342108 20
111  37.45820391 -122.11339517 20
115  37.45820391 -122.11339517
120 Linear Feature 97
111  37.45784180 -122.11303834 20
111  37.45784180 -122.11303834 20
111  37.45782399 -122.11303823 20
115  37.45782399 -122.11303823
120 Linear Feature 96
111  37.45783270 -122.11303824 20
111  37.45783270 -122.11303824 20
111  37.45783290 -122.11301233 20
115  37.45783290 -122.11301233
120 Linear Feature 97
111  37.45757782 -122.11342386 20
111  37.45757782 -122.11342386 20
111  37.45756001 -122.11342375 20
115  37.45756001 -122.11342375
120 Linear Feature 96
111  37.45756873 -122.11342376 20
111  37.45756873 -122.11342376 20
111  37.45756892 -122.11339784 20
115  37.45756892 -122.11339784
120 Linear Feature 97
111  37.45794735 -122.11379038 20
111  37.45794735 -122.11379038 20
111  37.45792954 -122.11379027 20
115  37.45792954 -122.11379027
120 Linear Feature 96
111  37.45793825 -122.11379028 20
111  37.45793825 -122.11379028 20
111  37.45793845 -122.11376437 20
115  37.45793845 -122.11376437
120 Linear Feature 97
111  37.45821281 -122.11342119 20
111  37.45821281 -122.11342119 20
111  37.45819500 -122.11342108 20
115  37.45819500 -122.11342108
120 Linear Feature 96
111  37.45820372 -122.11342108 20
111  37.45820372 -122.11342108 20
111  37.45820391 -122.11339517 20
115  37.45820391 -122.11339517
120 Linear Feature 97
111  37.45784180 -122.11303834 20
111  37.45784180 -122.11303834 20
111  37.45782399 -122.11303823 20
115  37.45782399 -122.11303823
120 Linear Feature 96
111  37.45783270 -122.11303824 20
111  37.45783270 -122.11303824 20
111  37.45783290 -122.11301233 20
115  37.45783290 -122.11301233
120 Linear Feature 97
111  37.45757782 -122.11342386 20
111  37.45757782 -122.11342386 20
111  37.45756001 -122.11342375 20
115  37.45756001 -122.11342375
120 Linear Feature 96
111  37.45756873 -122.11342376 20
111  37.45756873 -122.11342376 20
111  37.45756892 -122.11339784 20
115  37.45756892 -122.11339784
120 Linear Feature 97
111  37.45794735 -122.11379038 20
111  37.45794735 -122.11379038 20
111  37.45792954 -122.11379027 20
115  37.45792954 -122.11379027
120 Linear Feature 96
111  37.45793825 -122.11379028 20
111  37.45793825 -122.11379028 20
111  37.45793845 -122.11376437 20
115  37.45793845 -122.11376437
120 Linear Feature 97
111  37.45815940 -122.11413077 20
111  37.45815940 -122.11413077 20
111  37.45814160 -122.11413066 20
115  37.45814160 -122.11413066
120 Linear Feature 96
111  37.45815031 -122.11413066 20
111  37.45815031 -122.11413066 20
111  37.45815050 -122.11410475 20
115  37.45815050 -122.11410475
120 Linear Feature 97
111  37.45774981 -122.11448063 20
111  37.45774981 -122.11448063 20
111  37.45773201 -122.11448052 20
115  37.45773201 -122.11448052
120 Linear Feature 96
111  37.45774072 -122.11448053 20
111  37.45774072 -122.11448053 20
111  37.45774092 -122.11445462 20
115  37.45774092 -122.11445462
120 Linear Feature 97
111  37.45737514 -122.11447269 20
111  37.45737514 -122.11447269 20
111  37.45735733 -122.11447258 20
115  37.45735733 -122.11447258
120 Linear Feature 96
111  37.45736605 -122.11447259 20
111  37.45736605 -122.11447259 20
111  37.45736624 -122.11444668 20
115  37.45736624 -122.11444668
120 Linear Feature 97
111  37.45714277 -122.11411416 20
111  37.45714277 -122.11411416 20
111  37.45712496 -122.11411405 20
115  37.45712496 -122.11411405
120 Linear Feature 96
111  37.45713367 -122.11411405 20
111  37.45713367 -122.11411405 20
111  37.45713387 -122.11408814 20
115  37.45713387 -122.11408814
120 Linear Feature 97
111  37.45753956 -122.11412926 20
111  37.45753956 -122.11412926 20
111  37.45752176 -122.11412915 20
115  37.45752176 -122.11412915
120 Linear Feature 96
111  37.45753047 -122.11412915 20
111  37.45753047 -122.11412915 20
111  37.45753067 -122.11410324 20
115  37.45753067 -122.11410324
120 Linear Feature 97
111  37.45721307 -122.11342235 20
111  37.45721307 -122.11342235 20
111  37.45719527 -122.11342224 20
115  37.45719527 -122.11342224
120 Linear Feature 96
111  37.45720398 -122.11342225 20
111  37.45720398 -122.11342225 20
111  37.45720418 -122.11339634 20
115  37.45720418 -122.11339634
120 Linear Feature 97
111  37.45822801 -122.11303416 20
111  37.45822801 -122.11303416 20
111  37.45821021 -122.11303405 20
115  37.45821021 -122.11303405
120 Linear Feature 96
111  37.45821892 -122.11303405 20
111  37.45821892 -122.11303405 20
111  37.45821912 -122.11300814 20
115  37.45821912 -122.11300814
120 Linear Feature 97
111  37.45809718 -122.11303416 20
111  37.45809718 -122.11303416 20
111  37.45807937 -122.11303405 20
115  37.45807937 -122.11303405
120 Linear Feature 96
111  37.45808808 -122.11303405 20
111  37.45808808 -122.11303405 20
111  37.45808828 -122.11300814 20
115  37.45808828 -122.11300814
120 Linear Feature 97
111  37.45783320 -122.11341968 20
111  37.45783320 -122.11341968 20
111  37.45781539 -122.11341957 20
115  37.45781539 -122.11341957
120 Linear Feature 96
111  37.45782410 -122.11341957 20
111  37.45782410 -122.11341957 20
111  37.45782430 -122.11339366 20
115  37.45782430 -122.11339366
120 Linear Feature 97
111  37.45796699 -122.11341968 20
111  37.45796699 -122.11341968 20
111  37.45794918 -122.11341957 20
115  37.45794918 -122.11341957
120 Linear Feature 96
111  37.45795790 -122.11341957 20
111  37.45795790 -122.11341957 20
111  37.45795809 -122.11339366 20
115  37.45795809 -122.11339366
120 Linear Feature 97
111  37.45749227 -122.11303482 20
111  37.45749227 -122.11303482 20
111  37.45747446 -122.11303471 20
115  37.45747446 -122.11303471
120 Linear Feature 96
111  37.45748317 -122.11303472 20
111  37.45748317 -122.11303472 20
111  37.45748337 -122.11300881 20
115  37.45748337 -122.11300881
120 Linear Feature 97
111  37.45759598 -122.11303683 20
111  37.45759598 -122.11303683 20
111  37.45757817 -122.11303672 20
115  37.45757817 -122.11303672
120 Linear Feature 96
111  37.45758688 -122.11303673 20
111  37.45758688 -122.11303673 20
111  37.45758708 -122.11301082 20
115  37.45758708 -122.11301082
120 Linear Feature 97
111  37.45733200 -122.11342235 20
111  37.45733200 -122.11342235 20
111  37.45731419 -122.11342224 20
115  37.45731419 -122.11342224
120 Linear Feature 96
111  37.45732291 -122.11342225 20
111  37.45732291 -122.11342225 20
111  37.45732310 -122.11339634 20
115  37.45732310 -122.11339634
120 Linear Feature 97
111  37.45770153 -122.11378887 20
111  37.45770153 -122.11378887 20
111  37.45768372 -122.11378876 20
115  37.45768372 -122.11378876
120 Linear Feature 96
111  37.45769243 -122.11378877 20
111  37.45769243 -122.11378877 20
111  37.45769263 -122.11376286 20
115  37.45769263 -122.11376286
120 Linear Feature 97
111  37.45721307 -122.11342235 20
111  37.45721307 -122.11342235 20
111  37.45719527 -122.11342224 20
115  37.45719527 -122.11342224
120 Linear Feature 96
111  37.45720398 -122.11342225 20
111  37.45720398 -122.11342225 20
111  37.45720418 -122.11339634 20
115  37.45720418 -122.11339634
120 Linear Feature 97
111  37.45822801 -122.11303416 20
111  37.45822801 -122.11303416 20
111  37.45821021 -122.11303405 20
115  37.45821021 -122.11303405
120 Linear Feature 96
111  37.45821892 -122.11303405 20
111  37.45821892 -122.11303405 20
111  37.45821912 -122.11300814 20
115  37.45821912 -122.11300814
120 Linear Feature 97
111  37.45809718 -122.11303416 20
111  37.45809718 -122.11303416 20
111  37.45807937 -122.11303405 20
115  37.45807937 -122.11303405
120 Linear Feature 96
111  37.45808808 -122.11303405 20
111  37.45808808 -122.11303405 20
111  37.45808828 -122.11300814 20
115  37.45808828 -122.11300814
120 Linear Feature 97
111  37.45783320 -122.11341968 20
111  37.45783320 -122.11341968 20
111  37.45781539 -122.11341957 20
115  37.45781539 -122.11341957
120 Linear Feature 96
111  37.45782410 -122.11341957 20
111  37.45782410 -122.11341957 20
111  37.45782430 -122.11339366 20
115  37.45782430 -122.11339366
120 Linear Feature 97
111  37.45796699 -122.11341968 20
111  37.45796699 -122.11341968 20
111  37.45794918 -122.11341957 20
115  37.45794918 -122.11341957
120 Linear Feature 96
111  37.45795790 -122.11341957 20
111  37.45795790 -122.11341957 20
111  37.45795809 -122.11339366 20
115  37.45795809 -122.11339366
120 Linear Feature 97
111  37.45749227 -122.11303482 20
111  37.45749227 -122.11303482 20
111  37.45747446 -122.11303471 20
115  37.45747446 -122.11303471
120 Linear Feature 96
111  37.45748317 -122.11303472 20
111  37.45748317 -122.11303472 20
111  37.45748337 -122.11300881 20
115  37.45748337 -122.11300881
120 Linear Feature 97
111  37.45759598 -122.11303683 20
111  37.45759598 -122.11303683 20
111  37.45757817 -122.11303672 20
115  37.45757817 -122.11303672
120 Linear Feature 96
111  37.45758688 -122.11303673 20
111  37.45758688 -122.11303673 20
111  37.45758708 -122.11301082 20
115  37.45758708 -122.11301082
120 Linear Feature 97
111  37.45733200 -122.11342235 20
111  37.45733200 -122.11342235 20
111  37.45731419 -122.11342224 20
115  37.45731419 -122.11342224
120 Linear Feature 96
111  37.45732291 -122.11342225 20
111  37.45732291 -122.11342225 20
111  37.45732310 -122.11339634 20
115  37.45732310 -122.11339634
120 Linear Feature 97
111  37.45770153 -122.11378887 20
111  37.45770153 -122.11378887 20
111  37.45768372 -122.11378876 20
115  37.45768372 -122.11378876
120 Linear Feature 96
111  37.45769243 -122.11378877 20
111  37.45769243 -122.11378877 20
111  37.45769263 -122.11376286 20
115  37.45769263 -122.11376286
120 Linear Feature 97
111  37.45721307 -122.11342235 20
111  37.45721307 -122.11342235 20
111  37.45719527 -122.11342224 20
115  37.45719527 -122.11342224
120 Linear Feature 96
111  37.45720398 -122.11342225 20
111  37.45720398 -122.11342225 20
111  37.45720418 -122.11339634 20
115  37.45720418 -122.11339634
120 Linear Feature 97
111  37.45822801 -122.11303416 20
111  37.45822801 -122.11303416 20
111  37.45821021 -122.11303405 20
115  37.45821021 -122.11303405
120 Linear Feature 96
111  37.45821892 -122.11303405 20
111  37.45821892 -122.11303405 20
111  37.45821912 -122.11300814 20
115  37.45821912 -122.11300814
120 Linear Feature 97
111  37.45809718 -122.11303416 20
111  37.45809718 -122.11303416 20
111  37.45807937 -122.11303405 20
115  37.45807937 -122.11303405
120 Linear Feature 96
111  37.45808808 -122.11303405 20
111  37.45808808 -122.11303405 20
111  37.45808828 -122.11300814 20
115  37.45808828 -122.11300814
120 Linear Feature 97
111  37.45783320 -122.11341968 20
111  37.45783320 -122.11341968 20
111  37.45781539 -122.11341957 20
115  37.45781539 -122.11341957
120 Linear Feature 96
111  37.45782410 -122.11341957 20
111  37.45782410 -122.11341957 20
111  37.45782430 -122.11339366 20
115  37.45782430 -122.11339366
120 Linear Feature 97
111  37.45796699 -122.11341968 20
111  37.45796699 -122.11341968 20
111  37.45794918 -122.11341957 20
115  37.45794918 -122.11341957
120 Linear Feature 96
111  37.45795790 -122.11341957 20
111  37.45795790 -122.11341957 20
111  37.45795809 -122.11339366 20
115  37.45795809 -122.11339366
120 Linear Feature 97
111  37.45749227 -122.11303482 20
111  37.45749227 -122.11303482 20
111  37.45747446 -122.11303471 20
115  37.45747446 -122.11303471
120 Linear Feature 96
111  37.45748317 -122.11303472 20
111  37.45748317 -122.11303472 20
111  37.45748337 -122.11300881 20
115  37.45748337 -122.11300881
120 Linear Feature 97
111  37.45759598 -122.11303683 20
111  37.45759598 -122.11303683 20
111  37.45757817 -122.11303672 20
115  37.45757817 -122.11303672
120 Linear Feature 96
111  37.45758688 -122.11303673 20
111  37.45758688 -122.11303673 20
111  37.45758708 -122.11301082 20
115  37.45758708 -122.11301082
120 Linear Feature 97
111  37.45733200 -122.11342235 20
111  37.45733200 -122.11342235 20
111  37.45731419 -122.11342224 20
115  37.45731419 -122.11342224
120 Linear Feature 96
111  37.45732291 -122.11342225 20
111  37.45732291 -122.11342225 20
111  37.45732310 -122.11339634 20
115  37.45732310 -122.11339634
120 Linear Feature 97
111  37.45770153 -122.11378887 20
111  37.45770153 -122.11378887 20
111  37.45768372 -122.11378876 20
115  37.45768372 -122.11378876
120 Linear Feature 96
111  37.45769243 -122.11378877 20
111  37.45769243 -122.11378877 20
111  37.45769263 -122.11376286 20
115  37.45769263 -122.11376286
120 Linear Feature 97
111  37.45721307 -122.11342235 20
111  37.45721307 -122.11342235 20
111  37.45719527 -122.11342224 20
115  37.45719527 -122.11342224
120 Linear Feature 96
111  37.45720398 -122.11342225 20
111  37.45720398 -122.11342225 20
111  37.45720418 -122.11339634 20
115  37.45720418 -122.11339634
120 Linear Feature 97
111  37.45822801 -122.11303416 20
111  37.45822801 -122.11303416 20
111  37.45821021 -122.11303405 20
115  37.45821021 -122.11303405
120 Linear Feature 96
111  37.45821892 -122.11303405 20
111  37.45821892 -122.11303405 20
111  37.45821912 -122.11300814 20
115  37.45821912 -122.11300814
120 Linear Feature 97
111  37.45809718 -122.11303416 20
111  37.45809718 -122.11303416 20
111  37.45807937 -122.11303405 20
115  37.45807937 -122.11303405
120 Linear Feature 96
111  37.45808808 -122.11303405 20
111  37.45808808 -122.11303405 20
111  37.45808828 -122.11300814 20
115  37.45808828 -122.11300814
120 Linear Feature 97
111  37.45783320 -122.11341968 20
111  37.45783320 -122.11341968 20
111  37.45781539 -122.11341957 20
115  37.45781539 -122.11341957
120 Linear Feature 96
111  37.45782410 -122.11341957 20
111  37.45782410 -122.11341957 20
111  37.45782430 -122.11339366 20
115  37.45782430 -122.11339366
120 Linear Feature 97
111  37.45796699 -122.11341968 20
111  37.45796699 -122.11341968 20
111  37.45794918 -122.11341957 20
115  37.45794918 -122.11341957
120 Linear Feature 96
111  37.45795790 -122.11341957 20
111  37.45795790 -122.11341957 20
111  37.45795809 -122.11339366 20
115  37.45795809 -122.11339366
120 Linear Feature 97
111  37.45749227 -122.11303482 20
111  37.45749227 -122.11303482 20
111  37.45747446 -122.11303471 20
115  37.45747446 -122.11303471
120 Linear Feature 96
111  37.45748317 -122.11303472 20
111  37.45748317 -122.11303472 20
111  37.45748337 -122.11300881 20
115  37.45748337 -122.11300881
120 Linear Feature 97
111  37.45759598 -122.11303683 20
111  37.45759598 -122.11303683 20
111  37.45757817 -122.11303672 20
115  37.45757817 -122.11303672
120 Linear Feature 96
111  37.45758688 -122.11303673 20
111  37.45758688 -122.11303673 20
111  37.45758708 -122.11301082 20
115  37.45758708 -122.11301082
120 Linear Feature 97
111  37.45733200 -122.11342235 20
111  37.45733200 -122.11342235 20
111  37.45731419 -122.11342224 20
115  37.45731419 -122.11342224
120 Linear Feature 96
111  37.45732291 -122.11342225 20
111  37.45732291 -122.11342225 20
111  37.45732310 -122.11339634 20
115  37.45732310 -122.11339634
120 Linear Feature 97
111  37.45770153 -122.11378887 20
111  37.45770153 -122.11378887 20
111  37.45768372 -122.11378876 20
115  37.45768372 -122.11378876
120 Linear Feature 96
111  37.45769243 -122.11378877 20
111  37.45769243 -122.11378877 20
111  37.45769263 -122.11376286 20
115  37.45769263 -122.11376286
120 Linear Feature 97
111  37.45791359 -122.11412926 20
111  37.45791359 -122.11412926 20
111  37.45789578 -122.11412915 20
115  37.45789578 -122.11412915
120 Linear Feature 96
111  37.45790449 -122.11412915 20
111  37.45790449 -122.11412915 20
111  37.45790469 -122.11410324 20
115  37.45790469 -122.11410324
120 Linear Feature 97
111  37.45849632 -122.11342119 20
111  37.45849632 -122.11342119 20
111  37.45847851 -122.11342108 20
115  37.45847851 -122.11342108
120 Linear Feature 96
111  37.45848722 -122.11342108 20
111  37.45848722 -122.11342108 20
111  37.45848742 -122.11339517 20
115  37.45848742 -122.11339517
120 Linear Feature 97
111  37.45834341 -122.11342119 20
111  37.45834341 -122.11342119 20
111  37.45832560 -122.11342108 20
115  37.45832560 -122.11342108
120 Linear Feature 96
111  37.45833432 -122.11342108 20
111  37.45833432 -122.11342108 20
111  37.45833451 -122.11339517 20
115  37.45833451 -122.11339517
120 Linear Feature 97
111  37.45797240 -122.11303834 20
111  37.45797240 -122.11303834 20
111  37.45795459 -122.11303823 20
115  37.45795459 -122.11303823
120 Linear Feature 96
111  37.45796330 -122.11303824 20
111  37.45796330 -122.11303824 20
111  37.45796350 -122.11301233 20
115  37.45796350 -122.11301233
120 Linear Feature 97
111  37.45770842 -122.11342386 20
111  37.45770842 -122.11342386 20
111  37.45769061 -122.11342375 20
115  37.45769061 -122.11342375
120 Linear Feature 96
111  37.45769933 -122.11342376 20
111  37.45769933 -122.11342376 20
111  37.45769952 -122.11339784 20
115  37.45769952 -122.11339784
120 Linear Feature 97
111  37.45807795 -122.11379038 20
111  37.45807795 -122.11379038 20
111  37.45806014 -122.11379027 20
115  37.45806014 -122.11379027
120 Linear Feature 96
111  37.45806885 -122.11379028 20
111  37.45806885 -122.11379028 20
111  37.45806905 -122.11376437 20
115  37.45806905 -122.11376437
120 Linear Feature 97
111  37.45849632 -122.11342119 20
111  37.45849632 -122.11342119 20
111  37.45847851 -122.11342108 20
115  37.45847851 -122.11342108
120 Linear Feature 96
111  37.45848722 -122.11342108 20
111  37.45848722 -122.11342108 20
111  37.45848742 -122.11339517 20
115  37.45848742 -122.11339517
120 Linear Feature 97
111  37.45834341 -122.11342119 20
111  37.45834341 -122.11342119 20
111  37.45832560 -122.11342108 20
115  37.45832560 -122.11342108
120 Linear Feature 96
111  37.45833432 -122.11342108 20
111  37.45833432 -122.11342108 20
111  37.45833451 -122.11339517 20
115  37.45833451 -122.11339517
120 Linear Feature 97
111  37.45797240 -122.11303834 20
111  37.45797240 -122.11303834 20
111  37.45795459 -122.11303823 20
115  37.45795459 -122.11303823
120 Linear Feature 96
111  37.45796330 -122.11303824 20
111  37.45796330 -122.11303824 20
111  37.45796350 -122.11301233 20
115  37.45796350 -122.11301233
120 Linear Feature 97
111  37.45770842 -122.11342386 20
111  37.45770842 -122.11342386 20
111  37.45769061 -122.11342375 20
115  37.45769061 -122.11342375
120 Linear Feature 96
111  37.45769933 -122.11342376 20
111  37.45769933 -122.11342376 20
111  37.45769952 -122.11339784 20
115  37.45769952 -122.11339784
120 Linear Feature 97
111  37.45807795 -122.11379038 20
111  37.45807795 -122.11379038 20
111  37.45806014 -122.11379027 20
115  37.45806014 -122.11379027
120 Linear Feature 96
111  37.45806885 -122.11379028 20
111  37.45806885 -122.11379028 20
111  37.45806905 -122.11376437 20
115  37.45806905 -122.11376437
120 Linear Feature 97
111  37.45829000 -122.11413077 20
111  37.45829000 -122.11413077 20
111  37.45827219 -122.11413066 20
115  37.45827219 -122.11413066
120 Linear Feature 96
111  37.45828091 -122.11413066 20
111  37.45828091 -122.11413066 20
111  37.45828110 -122.11410475 20
115  37.45828110 -122.11410475
120 Linear Feature 97
111  37.45787432 -122.11448177 20
111  37.45787432 -122.11448177 20
111  37.45785652 -122.11448166 20
115  37.45785652 -122.11448166
120 Linear Feature 96
111  37.45786523 -122.11448167 20
111  37.45786523 -122.11448167 20
111  37.45786543 -122.11445576 20
115  37.45786543 -122.11445576
120 Linear Feature 97
111  37.45749965 -122.11447610 20
111  37.45749965 -122.11447610 20
111  37.45748184 -122.11447599 20
115  37.45748184 -122.11447599
120 Linear Feature 96
111  37.45749055 -122.11447600 20
111  37.45749055 -122.11447600 20
111  37.45749075 -122.11445009 20
115  37.45749075 -122.11445009
120 Linear Feature 97
111  37.45726728 -122.11411757 20
111  37.45726728 -122.11411757 20
111  37.45724947 -122.11411746 20
115  37.45724947 -122.11411746
120 Linear Feature 96
111  37.45725818 -122.11411746 20
111  37.45725818 -122.11411746 20
111  37.45725838 -122.11409155 20
115  37.45725838 -122.11409155
120 Linear Feature 97
111  37.45696148 -122.11379893 20
111  37.45696148 -122.11379893 20
111  37.45694367 -122.11379882 20
115  37.45694367 -122.11379882
120 Linear Feature 96
111  37.45695238 -122.11379882 20
111  37.45695238 -122.11379882 20
111  37.45695258 -122.11377291 20
115  37.45695258 -122.11377291
120 Linear Feature 97
111  37.45720807 -122.11379560 20
111  37.45720807 -122.11379560 20
111  37.45719026 -122.11379549 20
115  37.45719026 -122.11379549
120 Linear Feature 96
111  37.45719897 -122.11379550 20
111  37.45719897 -122.11379550 20
111  37.45719917 -122.11376959 20
115  37.45719917 -122.11376959
120 Linear Feature 97
