I
1050 Generated by WorldEditor 2.1.0r1

1   4473 1 0 KOGD Ogden-Hinckley
111  41.19023535 -112.00992196 1
115  41.19028230 -112.00992144
120 Linear Feature 35
111  41.19121905 -112.00993236 1
115  41.19126601 -112.00993184
120 Linear Feature 35
111  41.19609605 -112.00496241 1
115  41.19614301 -112.00496160
120 Linear Feature 35
111  41.19609545 -112.00613875 1
115  41.19614241 -112.00613793
120 Linear Feature 35
111  41.19153389 -112.00993085 1
115  41.19158085 -112.00993034
120 Linear Feature 35
111  41.19183402 -112.00993660 1
115  41.19188097 -112.00993608
120 Linear Feature 35
111  41.19213117 -112.00993711 1
115  41.19217812 -112.00993659
120 Linear Feature 35
111  41.19243247 -112.00993711 1
115  41.19247942 -112.00993659
120 Linear Feature 35
111  41.19088892 -112.00973725 1
115  41.19094128 -112.00973673
120 Linear Feature 35
111  41.19023341 -112.00973048 1
115  41.19028036 -112.00972997
120 Linear Feature 35
111  41.19121712 -112.00974087 1
115  41.19126407 -112.00974036
120 Linear Feature 35
111  41.19609503 -112.00477875 1
115  41.19614198 -112.00477801
120 Linear Feature 35
111  41.19609442 -112.00595508 1
115  41.19614138 -112.00595435
120 Linear Feature 35
111  41.19153196 -112.00973937 1
115  41.19157891 -112.00973885
120 Linear Feature 35
111  41.19183208 -112.00974511 1
115  41.19187904 -112.00974460
120 Linear Feature 35
111  41.19213225 -112.00974764 1
115  41.19217921 -112.00974712
120 Linear Feature 35
111  41.19243355 -112.00974763 1
115  41.19248051 -112.00974712
120 Linear Feature 35
111  41.19023367 -112.00954330 1
115  41.19028062 -112.00954279
120 Linear Feature 35
111  41.19121737 -112.00955369 1
115  41.19126433 -112.00955317
120 Linear Feature 35
111  41.19609528 -112.00459156 1
115  41.19614224 -112.00459092
120 Linear Feature 35
111  41.19609468 -112.00576789 1
115  41.19614164 -112.00576726
120 Linear Feature 35
111  41.19153221 -112.00955219 1
115  41.19157917 -112.00955167
120 Linear Feature 35
111  41.19183234 -112.00955793 1
115  41.19187930 -112.00955741
120 Linear Feature 35
111  41.19213062 -112.00955744 1
115  41.19217758 -112.00955692
120 Linear Feature 35
111  41.19243192 -112.00955743 1
115  41.19247888 -112.00955692
120 Linear Feature 35
111  41.19131177 -112.00945974 1
115  41.19126482 -112.00945940
120 Linear Feature 35
111  41.19618968 -112.00450242 1
115  41.19614273 -112.00450201
120 Linear Feature 35
111  41.19618908 -112.00567875 1
115  41.19614213 -112.00567835
120 Linear Feature 35
111  41.19162661 -112.00945824 1
115  41.19157966 -112.00945790
120 Linear Feature 35
111  41.19192674 -112.00946398 1
115  41.19187978 -112.00946364
120 Linear Feature 35
111  41.19221973 -112.00946298 1
115  41.19217278 -112.00946265
120 Linear Feature 35
111  41.19252103 -112.00946298 1
115  41.19247407 -112.00946264
120 Linear Feature 35
111  41.19032791 -112.00963517 1
115  41.19028096 -112.00963483
120 Linear Feature 35
111  41.19131162 -112.00964556 1
115  41.19126467 -112.00964522
120 Linear Feature 35
111  41.19618953 -112.00468343 1
115  41.19614258 -112.00468297
120 Linear Feature 35
111  41.19581842 -112.00585726 1
115  41.19576018 -112.00585681
120 Linear Feature 35
111  41.19618893 -112.00585976 1
115  41.19614197 -112.00585931
120 Linear Feature 35
111  41.19162646 -112.00964405 1
115  41.19157951 -112.00964372
120 Linear Feature 35
111  41.19192659 -112.00964980 1
115  41.19187963 -112.00964946
120 Linear Feature 35
111  41.19221882 -112.00964981 1
115  41.19217187 -112.00964947
120 Linear Feature 35
111  41.19252012 -112.00964980 1
115  41.19247317 -112.00964947
120 Linear Feature 35
111  41.19100153 -112.00983538 1
115  41.19094595 -112.00983504
120 Linear Feature 35
111  41.19032882 -112.00982440 1
115  41.19028187 -112.00982406
120 Linear Feature 35
111  41.19131253 -112.00983479 1
115  41.19126557 -112.00983445
120 Linear Feature 35
111  41.19619044 -112.00486845 1
115  41.19614348 -112.00486799
120 Linear Feature 35
111  41.19618984 -112.00604479 1
115  41.19614288 -112.00604432
120 Linear Feature 35
111  41.19162737 -112.00983329 1
115  41.19158041 -112.00983295
120 Linear Feature 35
111  41.19192750 -112.00983903 1
115  41.19188054 -112.00983869
120 Linear Feature 35
111  41.19221973 -112.00984507 1
115  41.19217278 -112.00984473
120 Linear Feature 35
111  41.19252103 -112.00984507 1
115  41.19247407 -112.00984473
120 Linear Feature 35
111  41.19099986 -112.01002491 1
115  41.19095291 -112.01002458
120 Linear Feature 35
111  41.19032852 -112.01001513 1
115  41.19028156 -112.01001480
120 Linear Feature 35
111  41.19131223 -112.01002553 1
115  41.19126527 -112.01002519
120 Linear Feature 35
111  41.19618948 -112.00505128 1
115  41.19614253 -112.00505085
120 Linear Feature 35
111  41.19618953 -112.00623976 1
115  41.19614258 -112.00623933
120 Linear Feature 35
111  41.19162707 -112.01002403 1
115  41.19158011 -112.01002369
120 Linear Feature 35
111  41.19192719 -112.01002977 1
115  41.19188024 -112.01002943
120 Linear Feature 35
111  41.19222018 -112.01002828 1
115  41.19217323 -112.01002794
120 Linear Feature 35
111  41.19252148 -112.01002827 1
115  41.19247453 -112.01002794
120 Linear Feature 35
111  41.19100205 -112.01021595 1
115  41.19095510 -112.01021561
120 Linear Feature 35
111  41.19032980 -112.01020255 1
115  41.19028285 -112.01020222
120 Linear Feature 35
111  41.19131351 -112.01021295 1
115  41.19126655 -112.01021262
120 Linear Feature 35
111  41.19582323 -112.00449600 1
115  41.19577627 -112.00449566
120 Linear Feature 35
111  41.19582377 -112.00468042 1
115  41.19577682 -112.00468009
120 Linear Feature 35
111  41.19582541 -112.00486485 1
115  41.19577845 -112.00486451
120 Linear Feature 35
111  41.19582758 -112.00504638 1
115  41.19578063 -112.00504604
120 Linear Feature 35
111  41.19582922 -112.00523948 1
115  41.19578226 -112.00523914
120 Linear Feature 35
111  41.19618750 -112.00523698 1
115  41.19614055 -112.00523664
120 Linear Feature 35
111  41.19618821 -112.00641765 1
115  41.19614125 -112.00641731
120 Linear Feature 35
111  41.19162835 -112.01021145 1
115  41.19158140 -112.01021112
120 Linear Feature 35
111  41.19192848 -112.01021719 1
115  41.19188152 -112.01021686
120 Linear Feature 35
111  41.19222109 -112.01022173 1
115  41.19217414 -112.01022139
120 Linear Feature 35
111  41.19252239 -112.01022173 1
115  41.19247543 -112.01022139
120 Linear Feature 35
111  41.19282303 -112.00946532 1
115  41.19277608 -112.00946499
120 Linear Feature 35
111  41.19282412 -112.00965451 1
115  41.19277716 -112.00965417
120 Linear Feature 35
111  41.19282367 -112.00984736 1
115  41.19277671 -112.00984703
120 Linear Feature 35
111  41.19282639 -112.01003479 1
115  41.19277943 -112.01003445
120 Linear Feature 34
111  41.19088994 -112.01008200 1
111  41.19089028 -112.01011147 1
115  41.19089063 -112.01014094
120 Linear Feature 34
111  41.19023538 -112.01008186 1
111  41.19023568 -112.01011133 1
115  41.19023598 -112.01014080
120 Linear Feature 34
111  41.19121908 -112.01009226 1
111  41.19121938 -112.01012173 1
115  41.19121969 -112.01015120
120 Linear Feature 34
111  41.19609699 -112.00511932 1
111  41.19609729 -112.00514879 1
115  41.19609760 -112.00517826
120 Linear Feature 34
111  41.19609639 -112.00629565 1
111  41.19609669 -112.00632512 1
115  41.19609699 -112.00635459
120 Linear Feature 34
111  41.19153392 -112.01009076 1
111  41.19153422 -112.01012023 1
115  41.19153453 -112.01014969
120 Linear Feature 34
111  41.19183405 -112.01009650 1
111  41.19183435 -112.01012597 1
115  41.19183466 -112.01015544
120 Linear Feature 34
111  41.19213195 -112.01009350 1
111  41.19213225 -112.01012297 1
115  41.19213256 -112.01015244
120 Linear Feature 34
111  41.19243325 -112.01009350 1
111  41.19243355 -112.01012297 1
115  41.19243386 -112.01015244
120 Linear Feature 34
111  41.19088994 -112.01008200 1
111  41.19089028 -112.01011147 1
115  41.19089063 -112.01014094
120 Linear Feature 34
111  41.19023538 -112.01008186 1
111  41.19023568 -112.01011133 1
115  41.19023598 -112.01014080
120 Linear Feature 34
111  41.19121908 -112.01009226 1
111  41.19121938 -112.01012173 1
115  41.19121969 -112.01015120
120 Linear Feature 34
111  41.19609699 -112.00511932 1
111  41.19609729 -112.00514879 1
115  41.19609760 -112.00517826
120 Linear Feature 34
111  41.19609639 -112.00629565 1
111  41.19609669 -112.00632512 1
115  41.19609699 -112.00635459
120 Linear Feature 34
111  41.19153392 -112.01009076 1
111  41.19153422 -112.01012023 1
115  41.19153453 -112.01014969
120 Linear Feature 34
111  41.19183405 -112.01009650 1
111  41.19183435 -112.01012597 1
115  41.19183466 -112.01015544
120 Linear Feature 34
111  41.19213195 -112.01009350 1
111  41.19213225 -112.01012297 1
115  41.19213256 -112.01015244
120 Linear Feature 34
111  41.19243325 -112.01009350 1
111  41.19243355 -112.01012297 1
115  41.19243386 -112.01015244
120 Linear Feature 34
111  41.19088915 -112.00989685 1
111  41.19088949 -112.00992632 1
115  41.19088983 -112.00995578
120 Linear Feature 34
111  41.19023504 -112.00989250 1
111  41.19023535 -112.00992196 1
115  41.19023565 -112.00995143
120 Linear Feature 34
111  41.19121875 -112.00990289 1
111  41.19121905 -112.00993236 1
115  41.19121936 -112.00996182
120 Linear Feature 34
111  41.19609575 -112.00491607 1
111  41.19609605 -112.00496241 1
115  41.19609636 -112.00500876
120 Linear Feature 34
111  41.19609515 -112.00609240 1
111  41.19609545 -112.00613875 1
115  41.19609576 -112.00618509
120 Linear Feature 34
111  41.19153359 -112.00990139 1
111  41.19153389 -112.00993085 1
115  41.19153420 -112.00996032
120 Linear Feature 34
111  41.19183372 -112.00990713 1
111  41.19183402 -112.00993660 1
115  41.19183432 -112.00996606
120 Linear Feature 34
111  41.19213086 -112.00990764 1
111  41.19213117 -112.00993711 1
115  41.19213147 -112.00996658
120 Linear Feature 34
111  41.19243216 -112.00990764 1
111  41.19243247 -112.00993711 1
115  41.19243277 -112.00996658
120 Linear Feature 34
111  41.19088858 -112.00970778 1
111  41.19088892 -112.00973725 1
115  41.19088926 -112.00976671
120 Linear Feature 34
111  41.19023311 -112.00970102 1
111  41.19023341 -112.00973048 1
115  41.19023371 -112.00975995
120 Linear Feature 34
111  41.19121681 -112.00971141 1
111  41.19121712 -112.00974087 1
115  41.19121742 -112.00977034
120 Linear Feature 34
111  41.19609472 -112.00473663 1
111  41.19609503 -112.00477875 1
115  41.19609533 -112.00482088
120 Linear Feature 34
111  41.19609412 -112.00591296 1
111  41.19609442 -112.00595508 1
115  41.19609473 -112.00599721
120 Linear Feature 34
111  41.19153165 -112.00970990 1
111  41.19153196 -112.00973937 1
115  41.19153226 -112.00976884
120 Linear Feature 34
111  41.19183178 -112.00971565 1
111  41.19183208 -112.00974511 1
115  41.19183239 -112.00977458
120 Linear Feature 34
111  41.19213195 -112.00971817 1
111  41.19213225 -112.00974764 1
115  41.19213256 -112.00977710
120 Linear Feature 34
111  41.19243325 -112.00971817 1
111  41.19243355 -112.00974763 1
115  41.19243386 -112.00977710
120 Linear Feature 34
111  41.19023336 -112.00951384 1
111  41.19023367 -112.00954330 1
115  41.19023397 -112.00957277
120 Linear Feature 34
111  41.19121707 -112.00952422 1
111  41.19121737 -112.00955369 1
115  41.19121768 -112.00958316
120 Linear Feature 34
111  41.19609498 -112.00455546 1
111  41.19609528 -112.00459156 1
115  41.19609559 -112.00462765
120 Linear Feature 34
111  41.19609438 -112.00573179 1
111  41.19609468 -112.00576789 1
115  41.19609499 -112.00580399
120 Linear Feature 34
111  41.19153191 -112.00952272 1
111  41.19153221 -112.00955219 1
115  41.19153252 -112.00958166
120 Linear Feature 34
111  41.19183204 -112.00952846 1
111  41.19183234 -112.00955793 1
115  41.19183264 -112.00958740
120 Linear Feature 34
111  41.19213032 -112.00952797 1
111  41.19213062 -112.00955744 1
115  41.19213093 -112.00958691
120 Linear Feature 34
111  41.19243162 -112.00952797 1
111  41.19243192 -112.00955743 1
115  41.19243222 -112.00958690
120 Linear Feature 34
111  41.19131177 -112.00948921 1
111  41.19131177 -112.00945974 1
115  41.19131177 -112.00943027
120 Linear Feature 34
111  41.19618968 -112.00453792 1
111  41.19618968 -112.00450242 1
115  41.19618968 -112.00446692
120 Linear Feature 34
111  41.19618908 -112.00571425 1
111  41.19618908 -112.00567875 1
115  41.19618908 -112.00564325
120 Linear Feature 34
111  41.19162661 -112.00948771 1
111  41.19162661 -112.00945824 1
115  41.19162661 -112.00942877
120 Linear Feature 34
111  41.19192674 -112.00949345 1
111  41.19192674 -112.00946398 1
115  41.19192674 -112.00943451
120 Linear Feature 34
111  41.19221973 -112.00949245 1
111  41.19221973 -112.00946298 1
115  41.19221973 -112.00943351
120 Linear Feature 34
111  41.19252103 -112.00949245 1
111  41.19252103 -112.00946298 1
115  41.19252103 -112.00943351
120 Linear Feature 34
111  41.19032791 -112.00966464 1
111  41.19032791 -112.00963517 1
115  41.19032791 -112.00960570
120 Linear Feature 34
111  41.19131162 -112.00967503 1
111  41.19131162 -112.00964556 1
115  41.19131162 -112.00961609
120 Linear Feature 34
111  41.19618953 -112.00472315 1
111  41.19618953 -112.00468343 1
115  41.19618953 -112.00464371
120 Linear Feature 34
111  41.19581842 -112.00589698 1
111  41.19581842 -112.00585726 1
115  41.19581842 -112.00581754
120 Linear Feature 34
111  41.19618893 -112.00589948 1
111  41.19618893 -112.00585976 1
115  41.19618893 -112.00582004
120 Linear Feature 34
111  41.19162646 -112.00967352 1
111  41.19162646 -112.00964405 1
115  41.19162646 -112.00961458
120 Linear Feature 34
111  41.19192659 -112.00967927 1
111  41.19192659 -112.00964980 1
115  41.19192659 -112.00962033
120 Linear Feature 34
111  41.19221882 -112.00967928 1
111  41.19221882 -112.00964981 1
115  41.19221882 -112.00962034
120 Linear Feature 34
111  41.19252012 -112.00967927 1
111  41.19252012 -112.00964980 1
115  41.19252012 -112.00962033
120 Linear Feature 34
111  41.19100153 -112.00986485 1
111  41.19100153 -112.00983538 1
115  41.19100153 -112.00980591
120 Linear Feature 34
111  41.19032882 -112.00985387 1
111  41.19032882 -112.00982440 1
115  41.19032882 -112.00979493
120 Linear Feature 34
111  41.19131253 -112.00986426 1
111  41.19131253 -112.00983479 1
115  41.19131253 -112.00980532
120 Linear Feature 34
111  41.19619044 -112.00490938 1
111  41.19619044 -112.00486845 1
115  41.19619044 -112.00482753
120 Linear Feature 34
111  41.19618984 -112.00608571 1
111  41.19618984 -112.00604479 1
115  41.19618984 -112.00600386
120 Linear Feature 34
111  41.19162737 -112.00986276 1
111  41.19162737 -112.00983329 1
115  41.19162737 -112.00980382
120 Linear Feature 34
111  41.19192750 -112.00986850 1
111  41.19192750 -112.00983903 1
115  41.19192750 -112.00980956
120 Linear Feature 34
111  41.19221973 -112.00987454 1
111  41.19221973 -112.00984507 1
115  41.19221973 -112.00981560
120 Linear Feature 34
111  41.19252103 -112.00987454 1
111  41.19252103 -112.00984507 1
115  41.19252103 -112.00981560
120 Linear Feature 34
111  41.19099986 -112.01005438 1
111  41.19099986 -112.01002491 1
115  41.19099986 -112.00999544
120 Linear Feature 34
111  41.19032852 -112.01004460 1
111  41.19032852 -112.01001513 1
115  41.19032852 -112.00998566
120 Linear Feature 34
111  41.19131223 -112.01005500 1
111  41.19131223 -112.01002553 1
115  41.19131223 -112.00999606
120 Linear Feature 34
111  41.19618948 -112.00508858 1
111  41.19618948 -112.00505128 1
115  41.19618948 -112.00501397
120 Linear Feature 34
111  41.19618953 -112.00627707 1
111  41.19618953 -112.00623976 1
115  41.19618953 -112.00620245
120 Linear Feature 34
111  41.19162707 -112.01005350 1
111  41.19162707 -112.01002403 1
115  41.19162707 -112.00999456
120 Linear Feature 34
111  41.19192719 -112.01005924 1
111  41.19192719 -112.01002977 1
115  41.19192719 -112.01000030
120 Linear Feature 34
111  41.19222018 -112.01005775 1
111  41.19222018 -112.01002828 1
115  41.19222018 -112.00999880
120 Linear Feature 34
111  41.19252148 -112.01005774 1
111  41.19252148 -112.01002827 1
115  41.19252148 -112.00999880
120 Linear Feature 34
111  41.19100205 -112.01024542 1
111  41.19100205 -112.01021595 1
115  41.19100205 -112.01018648
120 Linear Feature 34
111  41.19032980 -112.01023202 1
111  41.19032980 -112.01020255 1
115  41.19032980 -112.01017308
120 Linear Feature 34
111  41.19131351 -112.01024242 1
111  41.19131351 -112.01021295 1
115  41.19131351 -112.01018348
120 Linear Feature 34
111  41.19582323 -112.00452547 1
111  41.19582323 -112.00449600 1
115  41.19582323 -112.00446653
120 Linear Feature 34
111  41.19582377 -112.00470989 1
111  41.19582377 -112.00468042 1
115  41.19582377 -112.00465095
120 Linear Feature 34
111  41.19582541 -112.00489432 1
111  41.19582541 -112.00486485 1
115  41.19582541 -112.00483537
120 Linear Feature 34
111  41.19582758 -112.00507585 1
111  41.19582758 -112.00504638 1
115  41.19582758 -112.00501690
120 Linear Feature 34
111  41.19582922 -112.00526895 1
111  41.19582922 -112.00523948 1
115  41.19582922 -112.00521001
120 Linear Feature 34
111  41.19618750 -112.00526645 1
111  41.19618750 -112.00523698 1
115  41.19618750 -112.00520751
120 Linear Feature 34
111  41.19618821 -112.00644712 1
111  41.19618821 -112.00641765 1
115  41.19618821 -112.00638818
120 Linear Feature 34
111  41.19162835 -112.01024092 1
111  41.19162835 -112.01021145 1
115  41.19162835 -112.01018198
120 Linear Feature 34
111  41.19192848 -112.01024666 1
111  41.19192848 -112.01021719 1
115  41.19192848 -112.01018772
120 Linear Feature 34
111  41.19222109 -112.01025120 1
111  41.19222109 -112.01022173 1
115  41.19222109 -112.01019226
120 Linear Feature 34
111  41.19252239 -112.01025120 1
111  41.19252239 -112.01022173 1
115  41.19252239 -112.01019226
120 Linear Feature 34
111  41.19282303 -112.00949479 1
111  41.19282303 -112.00946532 1
115  41.19282303 -112.00943585
120 Linear Feature 34
111  41.19282412 -112.00968398 1
111  41.19282412 -112.00965451 1
115  41.19282412 -112.00962504
120 Linear Feature 34
111  41.19282367 -112.00987683 1
111  41.19282367 -112.00984736 1
115  41.19282367 -112.00981789
120 Linear Feature 34
111  41.19282639 -112.01006426 1
111  41.19282639 -112.01003479 1
115  41.19282639 -112.01000532
120 Linear Feature 7
111  41.18998101 -112.01571173 54
111  41.18993304 -112.01564803 54
115  41.18988803 -112.01558826
120 Linear Feature 6
111  41.20073861 -112.01426718 54
111  41.20082088 -112.01426736 54
115  41.20088903 -112.01426751
120 Linear Feature 4
111  41.20012250 -112.01048782 55
112  41.20021460 -112.01068100  41.20025321 -112.01079533
111  41.20021460 -112.01068100 55
115  41.20026471 -112.01083777
120 Linear Feature 3
111  41.19853725 -112.00855843 54
111  41.19848729 -112.00862303 54
115  41.19843892 -112.00868559
120 Linear Feature 2
111  41.19724645 -112.00715703 54
111  41.19731961 -112.00706091 54
115  41.19739224 -112.00696548
120 Linear Feature 92
111  41.20060754 -112.00062856 5
115  41.20073773 -112.00057354
120 Linear Feature 66
111  41.18744726 -112.02006261 54
111  41.18749549 -112.01999933 54
115  41.18766724 -112.01977398
120 Linear Feature 62
111  41.18648339 -112.01788228 5
111  41.18648142 -112.01602580 5
115  41.18648123 -112.01584770
120 Linear Feature 58
111  41.18680783 -112.01562999 54
111  41.18673720 -112.01562990 54
115  41.18666545 -112.01562981
120 Linear Feature 55
111  41.18629324 -112.01383213 55
111  41.18658255 -112.01351406
112  41.18658255 -112.01351406  41.18664994 -112.01320895 55
115  41.18684609 -112.01315874
120 Linear Feature 48
111  41.18664099 -112.01422080 54
111  41.18674240 -112.01422073 54
115  41.18680982 -112.01422068
120 Linear Feature 46
111  41.19095220 -112.01413483 54
111  41.19101794 -112.01422032 54
115  41.19106460 -112.01428100
120 Linear Feature 44
111  41.19366946 -112.01475174 54
115  41.19366795 -112.01511627
120 Linear Feature 43
111  41.19304041 -112.01383536 54
115  41.19333182 -112.01422204
120 Linear Feature 27
111  41.19252404 -112.01165212 55
111  41.19261132 -112.01165053 55
115  41.19283773 -112.01136075
120 Linear Feature 21
111  41.19335510 -112.01067706 55
111  41.19441629 -112.00928062 55
115  41.19455714 -112.00909527
120 Linear Feature 12
111  41.19596625 -112.01194295 54
111  41.19591875 -112.01200513 54
115  41.19587105 -112.01206756
120 Linear Feature 11
111  41.19687829 -112.01422879 54
111  41.19695885 -112.01422930 54
115  41.19703883 -112.01422981
120 Linear Feature 9
111  41.19467443 -112.01053990 54
111  41.19474762 -112.01044400 54
115  41.19482018 -112.01034891
120 Linear Feature 6
111  41.19620150 -112.00693549 55
111  41.19632798 -112.00676925 55
115  41.19659053 -112.00642413
120 Linear Feature 5
111  41.19635273 -112.00331895 5
115  41.19640748 -112.00324195
120 Linear Feature 4
111  41.20041867 -112.00136511 55
111  41.20086057 -112.00078103 55
115  41.20087439 -112.00076276
120 Linear Feature 3
111  41.20181551 -112.00011480 55
115  41.20179018 -111.99998381
120 Linear Feature 2
111  41.20303290 -111.99953650 54
115  41.20320889 -111.99930880
120 Linear Feature 27
111  41.18776727 -112.01160246 2
115  41.18771529 -112.01166095
120 Linear Feature 25
111  41.18776253 -112.01199669 1
116  41.18776444 -112.01187958  41.18773071 -112.01180651
120 Linear Feature 26
111  41.18765373 -112.01170135 1
115  41.18774246 -112.01160028
120 Linear Feature 24
111  41.18785702 -112.01189319 1
112  41.18776444 -112.01187958  41.18772942 -112.01182615
111  41.18776444 -112.01187958 1
111  41.18765373 -112.01170135 1
115  41.18759407 -112.01160530
120 Linear Feature 23
111  41.19143919 -112.00929086 1
115  41.19144453 -112.00768030
120 Linear Feature 22
111  41.18970051 -112.00965013 1
115  41.18966610 -112.00965124
120 Linear Feature 21
111  41.18997702 -112.00954608 1
115  41.19001725 -112.00954648
120 Linear Feature 21
111  41.18997692 -112.00957121 1
115  41.19001715 -112.00957161
120 Linear Feature 21
111  41.18997684 -112.00959515 1
115  41.19001707 -112.00959554
120 Linear Feature 20
111  41.19183249 -112.00770199 1
115  41.19186170 -112.00770199
120 Linear Feature 20
111  41.19183225 -112.00773528 1
115  41.19186146 -112.00773528
120 Linear Feature 20
111  41.19183200 -112.00776837 1
115  41.19186122 -112.00776837
120 Linear Feature 19
111  41.19174133 -112.00927627 1
115  41.19174083 -112.00759087
120 Linear Feature 18
111  41.19187979 -112.00917921 1
115  41.19180335 -112.00917955
120 Linear Feature 18
111  41.19187887 -112.00873366 2
115  41.19181227 -112.00873357
120 Linear Feature 18
111  41.19187426 -112.00894333 1
115  41.19181548 -112.00894343
120 Linear Feature 18
111  41.19187418 -112.00895829 1
115  41.19182217 -112.00895840
120 Linear Feature 18
111  41.19187985 -112.00916617 1
115  41.19182281 -112.00916650
120 Linear Feature 18
111  41.19187972 -112.00919349 1
115  41.19182268 -112.00919382
120 Linear Feature 17
111  41.19204192 -112.00929486 1
115  41.19203994 -112.00755622
120 Linear Feature 16
111  41.19232165 -112.00929763 1
111  41.19232538 -112.00857111
112  41.19232538 -112.00857111  41.19232748 -112.00846178 1
112  41.19238693 -112.00833656  41.19238848 -112.00822825
111  41.19238693 -112.00833656 1
115  41.19238813 -112.00795146
120 Linear Feature 15
111  41.19241031 -112.00851565 20
111  41.19235677 -112.00851599 20
111  41.19235702 -112.00847044 20
113  41.19241006 -112.00847010 20
120 Linear Feature 14
111  41.19231899 -112.00799381 1
115  41.19236793 -112.00799381
120 Linear Feature 14
111  41.19231897 -112.00802054 1
115  41.19236791 -112.00802054
120 Linear Feature 14
111  41.19231894 -112.00807959 1
115  41.19236788 -112.00807959
120 Linear Feature 14
111  41.19231893 -112.00810703 1
115  41.19236787 -112.00810703
120 Linear Feature 13
111  41.19382802 -112.00778346 1
115  41.19385715 -112.00774675
120 Linear Feature 12
111  41.19405233 -112.00758065 1
115  41.19403130 -112.00760721
120 Linear Feature 11
111  41.19406953 -112.00741458 20
111  41.19404753 -112.00738726 20
111  41.19397662 -112.00748034 20
115  41.19399783 -112.00750803
120 Linear Feature 10
111  41.19375619 -112.00699270 1
115  41.19384737 -112.00687291
120 Linear Feature 9
111  41.19395671 -112.00686265 1
115  41.19394240 -112.00688106
120 Linear Feature 8
111  41.19401923 -112.00860660 1
115  41.19370759 -112.00819801
120 Linear Feature 8
111  41.19432985 -112.00820057 1
115  41.19385791 -112.00757038
120 Linear Feature 8
111  41.19457413 -112.00788126 1
115  41.19362312 -112.00662318
120 Linear Feature 8
111  41.19479713 -112.00758975 1
115  41.19386093 -112.00633565
120 Linear Feature 8
111  41.19503246 -112.00728138 1
115  41.19459166 -112.00668221
120 Linear Feature 5
111  41.20017846 -112.01095024 59
111  41.20011558 -112.01074017
112  41.20011558 -112.01074017  41.20008626 -112.01066221 59
115  41.20004281 -112.01058723
120 Linear Feature 1
111  41.19671801 -112.00671858 51
116  41.19706685 -112.00672316  41.19725689 -112.00690950
120 Linear Feature 91
111  41.19079455 -112.00925428 20
111  41.19079565 -112.00877700 20
115  41.19082768 -112.00835969
120 Linear Feature 90
111  41.19087923 -112.00835805 20
112  41.19084947 -112.00885728  41.19084837 -112.00904410
111  41.19084947 -112.00885728 20
115  41.19084947 -112.00932872
120 Linear Feature 89
111  41.19054472 -112.01029889 20
115  41.19054475 -112.01037719
120 Linear Feature 89
111  41.19071329 -112.01030324 20
115  41.19071329 -112.01037798
120 Linear Feature 86
112  41.18933047 -112.01052175  41.18932526 -112.01046920 1
115  41.18926661 -112.01046436
120 Linear Feature 85
111  41.18937879 -112.01046169 1
112  41.18933047 -112.01052175  41.18932219 -112.01056737
111  41.18933047 -112.01052175 1
115  41.18932955 -112.01075125
120 Linear Feature 84
112  41.18961316 -112.01038102  41.18961802 -112.01044202 1
115  41.18966429 -112.01046320
120 Linear Feature 83
111  41.18955819 -112.01046264 1
112  41.18961316 -112.01038102  41.18962022 -112.01030829
111  41.18961316 -112.01038102 1
115  41.18961493 -112.01023028
120 Linear Feature 81
111  41.18979107 -112.01090459 1
115  41.18974016 -112.01090482
120 Linear Feature 82
112  41.18968602 -112.01053970  41.18967903 -112.01047567 1
115  41.18963235 -112.01046303
120 Linear Feature 80
111  41.18973194 -112.01046361 1
112  41.18968602 -112.01053970  41.18967963 -112.01059673
111  41.18968602 -112.01053970 1
115  41.18968478 -112.01079086
120 Linear Feature 42
112  41.19695696 -112.01470659  41.19694285 -112.01492426 51
111  41.19678946 -112.01494138 51
115  41.19619130 -112.01493855
120 Linear Feature 67
112  41.19120467 -112.01397459  41.19123752 -112.01392818 57
112  41.19126672 -112.01377176  41.19127196 -112.01368994
111  41.19126672 -112.01377176
112  41.19126672 -112.01377176  41.19127573 -112.01363106 51
116  41.19107778 -112.01339238  41.19092616 -112.01331574
120 Linear Feature 65
112  41.18689865 -112.01920546  41.18709528 -112.01936741 51
115  41.18722725 -112.01920878
120 Linear Feature 64
111  41.18538324 -112.01595040 1
112  41.18524898 -112.01612405  41.18523651 -112.01629328
111  41.18524898 -112.01612405 1
115  41.18524789 -112.01618193
120 Linear Feature 63
111  41.18533949 -112.01618094 3
111  41.18533949 -112.01614202
112  41.18533949 -112.01614202  41.18534264 -112.01604452 3
115  41.18543523 -112.01603583
120 Linear Feature 61
111  41.18666877 -112.01788533 59
111  41.18667032 -112.01620669 53
112  41.18665015 -112.01611782  41.18663114 -112.01607308
111  41.18665015 -112.01611782
112  41.18665015 -112.01611782  41.18663130 -112.01607344 3
112  41.18652464 -112.01602534  41.18645440 -112.01602223
111  41.18652464 -112.01602534 3
111  41.18648142 -112.01602580 3
111  41.18543523 -112.01603583 3
115  41.18378032 -112.01605169
120 Linear Feature 60
111  41.18673649 -112.01617711 51
112  41.18664979 -112.01598076  41.18657695 -112.01591187
111  41.18664979 -112.01598076
112  41.18664979 -112.01598076  41.18662318 -112.01595559 1
116  41.18654413 -112.01593778  41.18649957 -112.01593731
120 Linear Feature 59
111  41.18673709 -112.01571216 57
112  41.18664981 -112.01588707  41.18658001 -112.01595409
111  41.18664981 -112.01588707
