A
1050 Generated by WorldEditor 2.0.0r4

1   1478 1 0 KDVT Deer Valley
1301 A none 
1300  33.69218463 -112.07574513 358.60 hangar props Hangar 57-07
1301 A none 
1300  33.69208634 -112.07612346 178.60 hangar props Hangar 57-06
1301 A none 
1300  33.69218429 -112.07599681 358.60 hangar props Hangar 57-05
1301 A none 
1300  33.69208601 -112.07637249 178.60 hangar props Hangar 57-04
1301 A none 
1300  33.69218395 -112.07624627 358.60 hangar props Hangar 57-03
1301 A none 
1300  33.69208568 -112.07662151 178.60 hangar props Hangar 57-02
1301 A none 
1300  33.69218361 -112.07649795 358.60 hangar props Hangar 57-01
1301 A none 
1300  33.69242676 -112.07537122 178.60 hangar props Hangar 56-12
1301 A none 
1300  33.69242643 -112.07562290 178.60 hangar props Hangar 56-10
1301 A none 
1300  33.69252441 -112.07549580 358.60 hangar props Hangar 56-09
1301 A none 
1300  33.69242611 -112.07587192 178.60 hangar props Hangar 56-08
1301 A none 
1300  33.69252407 -112.07574527 358.60 hangar props Hangar 56-07
1301 A none 
1300  33.69242577 -112.07612360 178.60 hangar props Hangar 56-06
1301 A none 
1300  33.69252373 -112.07599694 358.60 hangar props Hangar 56-05
1301 A none 
1300  33.69242545 -112.07637263 178.60 hangar props Hangar 56-04
1301 A none 
1300  33.69252339 -112.07624641 358.60 hangar props Hangar 56-03
1301 A none 
1300  33.69242512 -112.07662166 178.60 hangar props Hangar 56-02
1301 A none 
1300  33.69252305 -112.07649809 358.60 hangar props Hangar 56-01
1301 A none 
1300  33.69276039 -112.07545140 178.60 hangar props Hangar 55-14
1301 A none 
1300  33.69282495 -112.07535102 358.60 hangar props Hangar 55-13
1301 A none 
1300  33.69276018 -112.07564961 178.60 hangar props Hangar 55-12
1301 A none 
1300  33.69282473 -112.07554845 358.60 hangar props Hangar 55-11
1301 A none 
1300  33.69275996 -112.07584993 178.60 hangar props Hangar 55-10
1301 A none 
1300  33.69282451 -112.07574877 358.60 hangar props Hangar 55-09
1301 A none 
1300  33.69275974 -112.07604814 178.60 hangar props Hangar 55-08
1301 A none 
1300  33.69282428 -112.07594733 358.60 hangar props Hangar 55-07
1301 A none 
1300  33.69275953 -112.07624846 178.60 hangar props Hangar 55-06
1301 A none 
1300  33.69282406 -112.07614765 358.60 hangar props Hangar 55-05
1301 A none 
1300  33.69275931 -112.07644667 178.60 hangar props Hangar 55-04
1301 A none 
1300  33.69282384 -112.07634621 358.60 hangar props Hangar 55-03
1301 A none 
1300  33.69275909 -112.07664488 178.60 hangar props Hangar 55-02
1301 A none 
1300  33.69282361 -112.07654653 358.60 hangar props Hangar 55-01
1301 A none 
1300  33.69305573 -112.07545139 178.60 hangar props Hangar 54-14
1301 A none 
1300  33.69312029 -112.07535101 358.60 hangar props Hangar 54-13
1301 A none 
1300  33.69305551 -112.07564961 178.60 hangar props Hangar 54-12
1301 A none 
1300  33.69312006 -112.07554844 358.60 hangar props Hangar 54-11
1301 A none 
1300  33.69305529 -112.07584993 178.60 hangar props Hangar 54-10
1301 A none 
1300  33.69311984 -112.07574877 358.60 hangar props Hangar 54-09
1301 A none 
1300  33.69305508 -112.07604813 178.60 hangar props Hangar 54-08
1301 A none 
1300  33.69311962 -112.07594733 358.60 hangar props Hangar 54-07
1301 A none 
1300  33.69305486 -112.07624846 178.60 hangar props Hangar 54-06
1301 A none 
1300  33.69311939 -112.07614765 358.60 hangar props Hangar 54-05
1301 A none 
1300  33.69305464 -112.07644667 178.60 hangar props Hangar 54-04
1301 A none 
1300  33.69311917 -112.07634621 358.60 hangar props Hangar 54-03
1301 A none 
1300  33.69305443 -112.07664488 178.60 hangar props Hangar 54-02
1301 A none 
1300  33.69311895 -112.07654653 358.60 hangar props Hangar 54-01
1301 A none 
1300  33.69334830 -112.07545139 178.60 hangar props Hangar 53-14
1301 A none 
1300  33.69341286 -112.07535101 358.60 hangar props Hangar 53-13
1301 A none 
1300  33.69334808 -112.07564961 178.60 hangar props Hangar 53-12
1301 A none 
1300  33.69341264 -112.07554844 358.60 hangar props Hangar 53-11
1301 A none 
1300  33.69334787 -112.07584993 178.60 hangar props Hangar 53-10
1301 A none 
1300  33.69341241 -112.07574876 358.60 hangar props Hangar 53-09
1301 A none 
1300  33.69334765 -112.07604813 178.60 hangar props Hangar 53-08
1301 A none 
1300  33.69341219 -112.07594733 358.60 hangar props Hangar 53-07
1301 A none 
1300  33.69334743 -112.07624845 178.60 hangar props Hangar 53-06
1301 A none 
1300  33.69341197 -112.07614764 358.60 hangar props Hangar 53-05
1301 A none 
1300  33.69334722 -112.07644666 178.60 hangar props Hangar 53-04
1301 A none 
1300  33.69341174 -112.07634620 358.60 hangar props Hangar 53-03
1301 A none 
1300  33.69334700 -112.07664488 178.60 hangar props Hangar 53-02
1301 A none 
1300  33.69341152 -112.07654652 358.60 hangar props Hangar 53-01
1301 A none 
1300  33.69364087 -112.07545470 178.60 hangar props Hangar 52-14
1301 A none 
1300  33.69370543 -112.07535432 358.60 hangar props Hangar 52-13
1301 A none 
1300  33.69364066 -112.07565292 178.60 hangar props Hangar 52-12
1301 A none 
1300  33.69370521 -112.07555175 358.60 hangar props Hangar 52-11
1301 A none 
1300  33.69364044 -112.07585324 178.60 hangar props Hangar 52-10
1301 A none 
1300  33.69370499 -112.07575207 358.60 hangar props Hangar 52-09
1301 A none 
1300  33.69364022 -112.07605145 178.60 hangar props Hangar 52-08
1301 A none 
1300  33.69370476 -112.07595064 358.60 hangar props Hangar 52-07
1301 A none 
1300  33.69364000 -112.07625177 178.60 hangar props Hangar 52-06
1301 A none 
1300  33.69370454 -112.07615096 358.60 hangar props Hangar 52-05
1301 A none 
1300  33.69363979 -112.07644998 178.60 hangar props Hangar 52-04
1301 A none 
1300  33.69370432 -112.07634952 358.60 hangar props Hangar 52-03
1301 A none 
1300  33.69363957 -112.07664819 178.60 hangar props Hangar 52-02
1301 A none 
1300  33.69370409 -112.07654984 358.60 hangar props Hangar 52-01
1301 A none 
1300  33.69393345 -112.07545801 178.60 hangar props Hangar 51-14
1301 A none 
1300  33.69399800 -112.07535764 358.60 hangar props Hangar 51-13
1301 A none 
1300  33.69393323 -112.07565623 178.60 hangar props Hangar 51-12
1301 A none 
1300  33.69399778 -112.07555507 358.60 hangar props Hangar 51-11
1301 A none 
1300  33.69393301 -112.07585656 178.60 hangar props Hangar 51-10
1301 A none 
1300  33.69399756 -112.07575539 358.60 hangar props Hangar 51-09
1301 A none 
1300  33.69393280 -112.07605476 178.60 hangar props Hangar 51-08
1301 A none 
1300  33.69399734 -112.07595396 358.60 hangar props Hangar 51-07
1301 A none 
1300  33.69393258 -112.07625509 178.60 hangar props Hangar 51-06
1301 A none 
1300  33.69399711 -112.07615427 358.60 hangar props Hangar 51-05
1301 A none 
1300  33.69393236 -112.07645330 178.60 hangar props Hangar 51-04
1301 A none 
1300  33.69399689 -112.07635284 358.60 hangar props Hangar 51-03
1301 A none 
1300  33.69393215 -112.07665151 178.60 hangar props Hangar 51-02
1301 A none 
1300  33.69399666 -112.07655316 358.60 hangar props Hangar 51-01
1301 A none 
1300  33.69422602 -112.07545801 178.60 hangar props Hangar 50-14
1301 A none 
1300  33.69429058 -112.07535763 358.60 hangar props Hangar 50-13
1301 A none 
1300  33.69422580 -112.07565623 178.60 hangar props Hangar 50-12
1301 A none 
1300  33.69429036 -112.07555506 358.60 hangar props Hangar 50-11
1301 A none 
1300  33.69422558 -112.07585655 178.60 hangar props Hangar 50-10
1301 A none 
1300  33.69429013 -112.07575539 358.60 hangar props Hangar 50-09
1301 A none 
1300  33.69422537 -112.07605476 178.60 hangar props Hangar 50-08
1301 A none 
1300  33.69428991 -112.07595395 358.60 hangar props Hangar 50-07
1301 A none 
1300  33.69422515 -112.07625508 178.60 hangar props Hangar 50-06
1301 A none 
1300  33.69428968 -112.07615427 358.60 hangar props Hangar 50-05
1301 A none 
1300  33.69422494 -112.07645330 178.60 hangar props Hangar 50-04
1301 A none 
1300  33.69428946 -112.07635284 358.60 hangar props Hangar 50-03
1301 A none 
1300  33.69422472 -112.07665151 178.60 hangar props Hangar 50-02
1301 A none 
1300  33.69428924 -112.07655316 358.60 hangar props Hangar 50-01
1301 A none 
1300  33.68450633 -112.07746452  -4.86 hangar props East Cover 06-01
1301 A none 
1300  33.68451592 -112.07733507  -4.86 hangar props East Cover 06-03
1301 A none 
1300  33.68452358 -112.07719993  -4.86 hangar props East Cover 06-05
1301 A none 
1300  33.68453029 -112.07707501  -4.86 hangar props East Cover 06-07
1301 A none 
1300  33.68453700 -112.07693760  -4.86 hangar props East Cover 06-09
1301 A none 
1300  33.68454390 -112.07680542  -4.86 hangar props East Cover 06-11
1301 A none 
1300  33.68455310 -112.07667596  -4.86 hangar props East Cover 06-13
1301 A none 
1300  33.68456000 -112.07654650  -4.86 hangar props East Cover 06-15
1301 A none 
1300  33.68456690 -112.07641568  -4.86 hangar props East Cover 06-17
1301 A none 
1300  33.68457495 -112.07627941  -4.86 hangar props East Cover 06-19
1301 A none 
1300  33.68442068 -112.07739996 175.14 hangar props East Cover 06-02
1301 A none 
1300  33.68442758 -112.07726778 175.14 hangar props East Cover 06-04
1301 A none 
1300  33.68443448 -112.07713696 175.14 hangar props East Cover 06-06
1301 A none 
1300  33.68444023 -112.07700069 175.14 hangar props East Cover 06-08
1301 A none 
1300  33.68445058 -112.07686714 175.14 hangar props East Cover 06-10
1301 A none 
1300  33.68445748 -112.07674041 175.14 hangar props East Cover 06-12
1301 A none 
1300  33.68446553 -112.07660686 175.14 hangar props East Cover 06-14
1301 A none 
1300  33.68447358 -112.07647195 175.14 hangar props East Cover 06-16
1301 A none 
1300  33.68448163 -112.07634658 175.14 hangar props East Cover 06-18
1301 A none 
1300  33.68448853 -112.07621031 175.14 hangar props East Cover 06-20
1301 A none 
1300  33.68599823 -112.07962121  -4.86 hangar props East Cover 05-01
1301 A none 
1300  33.68600768 -112.07949175  -4.86 hangar props East Cover 05-03
1301 A none 
1300  33.68601524 -112.07935661  -4.86 hangar props East Cover 05-05
1301 A none 
1300  33.68602185 -112.07923169  -4.86 hangar props East Cover 05-07
1301 A none 
1300  33.68602847 -112.07909428  -4.86 hangar props East Cover 05-09
1301 A none 
1300  33.68603527 -112.07896209  -4.86 hangar props East Cover 05-11
1301 A none 
1300  33.68604434 -112.07883263  -4.86 hangar props East Cover 05-13
1301 A none 
1300  33.68605115 -112.07870317  -4.86 hangar props East Cover 05-15
1301 A none 
1300  33.68605795 -112.07857234  -4.86 hangar props East Cover 05-17
1301 A none 
1300  33.68606589 -112.07843607  -4.86 hangar props East Cover 05-19
1301 A none 
1300  33.68607383 -112.07830661  -4.86 hangar props East Cover 05-21
1301 A none 
1300  33.68591378 -112.07955665 175.14 hangar props East Cover 05-02
1301 A none 
1300  33.68592058 -112.07942446 175.14 hangar props East Cover 05-04
1301 A none 
1300  33.68592738 -112.07929364 175.14 hangar props East Cover 05-06
1301 A none 
1300  33.68593305 -112.07915736 175.14 hangar props East Cover 05-08
1301 A none 
1300  33.68594326 -112.07902381 175.14 hangar props East Cover 05-10
1301 A none 
1300  33.68595006 -112.07889708 175.14 hangar props East Cover 05-12
1301 A none 
1300  33.68595800 -112.07876353 175.14 hangar props East Cover 05-14
1301 A none 
1300  33.68596594 -112.07862862 175.14 hangar props East Cover 05-16
1301 A none 
1300  33.68597388 -112.07850324 175.14 hangar props East Cover 05-18
1301 A none 
1300  33.68598068 -112.07836697 175.14 hangar props East Cover 05-20
1301 A none 
1300  33.68630825 -112.07965422  -4.86 hangar props East Cover 04-01
1301 A none 
1300  33.68631770 -112.07952476  -4.86 hangar props East Cover 04-03
1301 A none 
1300  33.68632526 -112.07938962  -4.86 hangar props East Cover 04-05
1301 A none 
1300  33.68633188 -112.07926470  -4.86 hangar props East Cover 04-07
1301 A none 
1300  33.68633849 -112.07912729  -4.86 hangar props East Cover 04-09
1301 A none 
1300  33.68634529 -112.07899510  -4.86 hangar props East Cover 04-11
1301 A none 
1300  33.68635436 -112.07886564  -4.86 hangar props East Cover 04-13
1301 A none 
1300  33.68636117 -112.07873618  -4.86 hangar props East Cover 04-15
1301 A none 
1300  33.68636797 -112.07860535  -4.86 hangar props East Cover 04-17
1301 A none 
1300  33.68637591 -112.07846908  -4.86 hangar props East Cover 04-19
1301 A none 
1300  33.68638385 -112.07833962  -4.86 hangar props East Cover 04-21
1301 A none 
1300  33.68622380 -112.07958966 175.14 hangar props East Cover 04-02
1301 A none 
1300  33.68623060 -112.07945747 175.14 hangar props East Cover 04-04
1301 A none 
1300  33.68623741 -112.07932665 175.14 hangar props East Cover 04-06
1301 A none 
1300  33.68624308 -112.07919037 175.14 hangar props East Cover 04-08
1301 A none 
1300  33.68625328 -112.07905682 175.14 hangar props East Cover 04-10
1301 A none 
1300  33.68626009 -112.07893009 175.14 hangar props East Cover 04-12
1301 A none 
1300  33.68626802 -112.07879654 175.14 hangar props East Cover 04-14
1301 A none 
1300  33.68627596 -112.07866162 175.14 hangar props East Cover 04-16
1301 A none 
1300  33.68628390 -112.07853625 175.14 hangar props East Cover 04-18
1301 A none 
1300  33.68629070 -112.07839998 175.14 hangar props East Cover 04-20
1301 A none 
1300  33.68652509 -112.07604197  -4.86 hangar props East Cover 03-01
1301 A none 
1300  33.68653454 -112.07591251  -4.86 hangar props East Cover 03-03
1301 A none 
1300  33.68654210 -112.07577737  -4.86 hangar props East Cover 03-05
1301 A none 
1300  33.68654871 -112.07565245  -4.86 hangar props East Cover 03-07
1301 A none 
1300  33.68655533 -112.07551504  -4.86 hangar props East Cover 03-09
1301 A none 
1300  33.68656213 -112.07538286  -4.86 hangar props East Cover 03-11
1301 A none 
1300  33.68657120 -112.07525339  -4.86 hangar props East Cover 03-13
1301 A none 
1300  33.68657801 -112.07512393  -4.86 hangar props East Cover 03-15
1301 A none 
1300  33.68658481 -112.07499311  -4.86 hangar props East Cover 03-17
1301 A none 
1300  33.68659275 -112.07485683  -4.86 hangar props East Cover 03-19
1301 A none 
1300  33.68660068 -112.07472737  -4.86 hangar props East Cover 03-21
1301 A none 
1300  33.68644064 -112.07597741 175.14 hangar props East Cover 03-02
1301 A none 
1300  33.68644744 -112.07584523 175.14 hangar props East Cover 03-04
1301 A none 
1300  33.68645424 -112.07571440 175.14 hangar props East Cover 03-06
1301 A none 
1300  33.68645991 -112.07557813 175.14 hangar props East Cover 03-08
1301 A none 
1300  33.68647012 -112.07544458 175.14 hangar props East Cover 03-10
1301 A none 
1300  33.68647692 -112.07531784 175.14 hangar props East Cover 03-12
1301 A none 
1300  33.68648486 -112.07518429 175.14 hangar props East Cover 03-14
1301 A none 
1300  33.68649280 -112.07504938 175.14 hangar props East Cover 03-16
1301 A none 
1300  33.68650074 -112.07492400 175.14 hangar props East Cover 03-18
1301 A none 
1300  33.68650754 -112.07478773 175.14 hangar props East Cover 03-20
1301 A none 
1300  33.68620133 -112.07602075  -4.86 hangar props East Cover 02-01
1301 A none 
1300  33.68621078 -112.07589129  -4.86 hangar props East Cover 02-03
1301 A none 
1300  33.68621834 -112.07575615  -4.86 hangar props East Cover 02-05
1301 A none 
1300  33.68622496 -112.07563123  -4.86 hangar props East Cover 02-07
1301 A none 
1300  33.68623157 -112.07549382  -4.86 hangar props East Cover 02-09
1301 A none 
1300  33.68623837 -112.07536164  -4.86 hangar props East Cover 02-11
1301 A none 
1300  33.68624745 -112.07523217  -4.86 hangar props East Cover 02-13
1301 A none 
1300  33.68625425 -112.07510271  -4.86 hangar props East Cover 02-15
1301 A none 
1300  33.68626105 -112.07497189  -4.86 hangar props East Cover 02-17
1301 A none 
1300  33.68626899 -112.07483561  -4.86 hangar props East Cover 02-19
1301 A none 
1300  33.68627693 -112.07470615  -4.86 hangar props East Cover 02-21
1301 A none 
1300  33.68611688 -112.07595619 175.14 hangar props East Cover 02-02
1301 A none 
1300  33.68612368 -112.07582401 175.14 hangar props East Cover 02-04
1301 A none 
1300  33.68613049 -112.07569318 175.14 hangar props East Cover 02-06
1301 A none 
1300  33.68613616 -112.07555691 175.14 hangar props East Cover 02-08
1301 A none 
1300  33.68614636 -112.07542336 175.14 hangar props East Cover 02-10
1301 A none 
1300  33.68615317 -112.07529662 175.14 hangar props East Cover 02-12
1301 A none 
1300  33.68616110 -112.07516307 175.14 hangar props East Cover 02-14
1301 A none 
1300  33.68616904 -112.07502816 175.14 hangar props East Cover 02-16
1301 A none 
1300  33.68617698 -112.07490279 175.14 hangar props East Cover 02-18
1301 A none 
1300  33.68618378 -112.07476651 175.14 hangar props East Cover 02-20
1301 A none 
1300  33.68459909 -112.07588447  -4.86 hangar props East Cover 01-01
1301 A none 
1300  33.68460854 -112.07575501  -4.86 hangar props East Cover 01-03
1301 A none 
1300  33.68461610 -112.07561987  -4.86 hangar props East Cover 01-05
1301 A none 
1300  33.68462271 -112.07549495  -4.86 hangar props East Cover 01-07
1301 A none 
1300  33.68462933 -112.07535754  -4.86 hangar props East Cover 01-09
1301 A none 
1300  33.68463613 -112.07522536  -4.86 hangar props East Cover 01-11
1301 A none 
1300  33.68464520 -112.07509590  -4.86 hangar props East Cover 01-13
1301 A none 
1300  33.68465200 -112.07496644  -4.86 hangar props East Cover 01-15
1301 A none 
1300  33.68465881 -112.07483562  -4.86 hangar props East Cover 01-17
1301 A none 
1300  33.68466675 -112.07469935  -4.86 hangar props East Cover 01-19
1301 A none 
1300  33.68467468 -112.07456989  -4.86 hangar props East Cover 01-21
1301 A none 
1300  33.68451463 -112.07581991 175.14 hangar props East Cover 01-02
1301 A none 
1300  33.68452144 -112.07568772 175.14 hangar props East Cover 01-04
1301 A none 
1300  33.68452824 -112.07555690 175.14 hangar props East Cover 01-06
1301 A none 
1300  33.68453391 -112.07542063 175.14 hangar props East Cover 01-08
1301 A none 
1300  33.68454412 -112.07528708 175.14 hangar props East Cover 01-10
1301 A none 
1300  33.68455092 -112.07516035 175.14 hangar props East Cover 01-12
1301 A none 
1300  33.68455886 -112.07502680 175.14 hangar props East Cover 01-14
1301 A none 
1300  33.68456680 -112.07489189 175.14 hangar props East Cover 01-16
1301 A none 
1300  33.68457473 -112.07476652 175.14 hangar props East Cover 01-18
1301 A none 
1300  33.68458154 -112.07463025 175.14 hangar props East Cover 01-20
1301 A none 
1300  33.68469792 -112.08841299 175.14 hangar props West Cover 04-20
1301 A none 
1300  33.68468828 -112.08856162 175.14 hangar props West Cover 04-18
1301 A none 
1300  33.68467985 -112.08869900 175.14 hangar props West Cover 04-16
1301 A none 
1300  33.68467141 -112.08885012 175.14 hangar props West Cover 04-14
1301 A none 
1300  33.68466274 -112.08899550 175.14 hangar props West Cover 04-12
1301 A none 
1300  33.68465117 -112.08913788 175.14 hangar props West Cover 04-10
1301 A none 
1300  33.68464250 -112.08928026 175.14 hangar props West Cover 04-08
1301 A none 
1300  33.68463382 -112.08942414 175.14 hangar props West Cover 04-06
1301 A none 
1300  33.68462370 -112.08957401 175.14 hangar props West Cover 04-04
1301 A none 
1300  33.68461358 -112.08971639 175.14 hangar props West Cover 04-02
1301 A none 
1300  33.68480897 -112.08848699 355.14 hangar props West Cover 04-17
1301 A none 
1300  33.68480029 -112.08863087 355.14 hangar props West Cover 04-15
1301 A none 
1300  33.68479307 -112.08878074 355.14 hangar props West Cover 04-13
1301 A none 
1300  33.68478005 -112.08892762 355.14 hangar props West Cover 04-11
1301 A none 
1300  33.68477138 -112.08906700 355.14 hangar props West Cover 04-09
1301 A none 
1300  33.68476126 -112.08921388 355.14 hangar props West Cover 04-07
1301 A none 
1300  33.68475114 -112.08936225 355.14 hangar props West Cover 04-05
1301 A none 
1300  33.68474102 -112.08950014 355.14 hangar props West Cover 04-03
1301 A none 
1300  33.68473234 -112.08965001 355.14 hangar props West Cover 04-01
1301 A none 
1300  33.68504989 -112.08844516 175.14 hangar props West Cover 03-20
1301 A none 
1300  33.68504025 -112.08859378 175.14 hangar props West Cover 03-18
1301 A none 
1300  33.68503182 -112.08873117 175.14 hangar props West Cover 03-16
1301 A none 
1300  33.68502339 -112.08888229 175.14 hangar props West Cover 03-14
1301 A none 
1300  33.68501471 -112.08902767 175.14 hangar props West Cover 03-12
1301 A none 
1300  33.68500315 -112.08917005 175.14 hangar props West Cover 03-10
1301 A none 
1300  33.68499447 -112.08931243 175.14 hangar props West Cover 03-08
1301 A none 
1300  33.68498580 -112.08945631 175.14 hangar props West Cover 03-06
1301 A none 
1300  33.68497568 -112.08960619 175.14 hangar props West Cover 03-04
1301 A none 
1300  33.68496556 -112.08974857 175.14 hangar props West Cover 03-02
1301 A none 
1300  33.68516094 -112.08851916 355.14 hangar props West Cover 03-17
1301 A none 
1300  33.68515226 -112.08866304 355.14 hangar props West Cover 03-15
1301 A none 
1300  33.68514504 -112.08881291 355.14 hangar props West Cover 03-13
1301 A none 
1300  33.68513203 -112.08895979 355.14 hangar props West Cover 03-11
1301 A none 
1300  33.68512335 -112.08909917 355.14 hangar props West Cover 03-09
1301 A none 
1300  33.68511323 -112.08924605 355.14 hangar props West Cover 03-07
1301 A none 
1300  33.68510311 -112.08939443 355.14 hangar props West Cover 03-05
1301 A none 
1300  33.68509299 -112.08953231 355.14 hangar props West Cover 03-03
1301 A none 
1300  33.68508431 -112.08968219 355.14 hangar props West Cover 03-01
1301 A none 
1300  33.68556765 -112.08785861  -4.86 hangar props West Cover 06-01
1301 A none 
1300  33.68557710 -112.08772915  -4.86 hangar props West Cover 06-03
1301 A none 
1300  33.68558466 -112.08759401  -4.86 hangar props West Cover 06-05
1301 A none 
1300  33.68559127 -112.08746910  -4.86 hangar props West Cover 06-07
1301 A none 
1300  33.68559788 -112.08733168  -4.86 hangar props West Cover 06-09
1301 A none 
1300  33.68560469 -112.08719950  -4.86 hangar props West Cover 06-11
1301 A none 
1300  33.68561376 -112.08707004  -4.86 hangar props West Cover 06-13
1301 A none 
1300  33.68562056 -112.08694058  -4.86 hangar props West Cover 06-15
1301 A none 
1300  33.68562737 -112.08680976  -4.86 hangar props West Cover 06-17
1301 A none 
1300  33.68563530 -112.08667348  -4.86 hangar props West Cover 06-19
1301 A none 
1300  33.68564324 -112.08654402  -4.86 hangar props West Cover 06-21
1301 A none 
1300  33.68548319 -112.08779405 175.14 hangar props West Cover 06-02
1301 A none 
1300  33.68549000 -112.08766187 175.14 hangar props West Cover 06-04
1301 A none 
1300  33.68549680 -112.08753104 175.14 hangar props West Cover 06-06
1301 A none 
1300  33.68550247 -112.08739477 175.14 hangar props West Cover 06-08
1301 A none 
1300  33.68551268 -112.08726122 175.14 hangar props West Cover 06-10
1301 A none 
1300  33.68551948 -112.08713449 175.14 hangar props West Cover 06-12
1301 A none 
1300  33.68552742 -112.08700094 175.14 hangar props West Cover 06-14
1301 A none 
1300  33.68553535 -112.08686603 175.14 hangar props West Cover 06-16
1301 A none 
1300  33.68554329 -112.08674065 175.14 hangar props West Cover 06-18
1301 A none 
1300  33.68555010 -112.08660438 175.14 hangar props West Cover 06-20
1301 A none 
1300  33.68592035 -112.08789158  -4.86 hangar props West Cover 05-01
1301 A none 
1300  33.68592979 -112.08776212  -4.86 hangar props West Cover 05-03
1301 A none 
1300  33.68593736 -112.08762698  -4.86 hangar props West Cover 05-05
1301 A none 
1300  33.68594397 -112.08750206  -4.86 hangar props West Cover 05-07
1301 A none 
1300  33.68595058 -112.08736465  -4.86 hangar props West Cover 05-09
1301 A none 
1300  33.68595739 -112.08723246  -4.86 hangar props West Cover 05-11
1301 A none 
1300  33.68596646 -112.08710300  -4.86 hangar props West Cover 05-13
1301 A none 
1300  33.68597326 -112.08697354  -4.86 hangar props West Cover 05-15
1301 A none 
1300  33.68598007 -112.08684272  -4.86 hangar props West Cover 05-17
1301 A none 
1300  33.68598800 -112.08670644  -4.86 hangar props West Cover 05-19
1301 A none 
1300  33.68599594 -112.08657698  -4.86 hangar props West Cover 05-21
1301 A none 
1300  33.68583589 -112.08782702 175.14 hangar props West Cover 05-02
1301 A none 
1300  33.68584270 -112.08769483 175.14 hangar props West Cover 05-04
1301 A none 
1300  33.68584950 -112.08756401 175.14 hangar props West Cover 05-06
1301 A none 
1300  33.68585517 -112.08742773 175.14 hangar props West Cover 05-08
1301 A none 
1300  33.68586538 -112.08729419 175.14 hangar props West Cover 05-10
1301 A none 
1300  33.68587218 -112.08716745 175.14 hangar props West Cover 05-12
1301 A none 
1300  33.68588012 -112.08703390 175.14 hangar props West Cover 05-14
1301 A none 
1300  33.68588805 -112.08689899 175.14 hangar props West Cover 05-16
1301 A none 
1300  33.68589599 -112.08677362 175.14 hangar props West Cover 05-18
1301 A none 
1300  33.68590279 -112.08663734 175.14 hangar props West Cover 05-20
1301 A none 
1300  33.68543186 -112.08847565 175.14 hangar props West Cover 02-22
1301 A none 
1300  33.68542241 -112.08860511 175.14 hangar props West Cover 02-20
1301 A none 
1300  33.68541485 -112.08874025 175.14 hangar props West Cover 02-18
1301 A none 
1300  33.68540824 -112.08886517 175.14 hangar props West Cover 02-16
1301 A none 
1300  33.68540162 -112.08900258 175.14 hangar props West Cover 02-14
1301 A none 
1300  33.68539482 -112.08913477 175.14 hangar props West Cover 02-12
1301 A none 
1300  33.68538575 -112.08926423 175.14 hangar props West Cover 02-10
1301 A none 
1300  33.68537894 -112.08939369 175.14 hangar props West Cover 02-08
1301 A none 
1300  33.68537214 -112.08952451 175.14 hangar props West Cover 02-06
1301 A none 
1300  33.68536420 -112.08966078 175.14 hangar props West Cover 02-04
1301 A none 
1300  33.68535627 -112.08979024 175.14 hangar props West Cover 02-02
1301 A none 
1300  33.68551631 -112.08854021 355.14 hangar props West Cover 02-19
1301 A none 
1300  33.68550951 -112.08867240 355.14 hangar props West Cover 02-17
1301 A none 
1300  33.68550271 -112.08880322 355.14 hangar props West Cover 02-15
1301 A none 
1300  33.68549704 -112.08893950 355.14 hangar props West Cover 02-13
1301 A none 
1300  33.68548683 -112.08907305 355.14 hangar props West Cover 02-11
1301 A none 
1300  33.68548003 -112.08919978 355.14 hangar props West Cover 02-09
1301 A none 
1300  33.68547209 -112.08933333 355.14 hangar props West Cover 02-07
1301 A none 
1300  33.68546415 -112.08946824 355.14 hangar props West Cover 02-05
1301 A none 
1300  33.68545621 -112.08959361 355.14 hangar props West Cover 02-03
1301 A none 
1300  33.68544941 -112.08972988 355.14 hangar props West Cover 02-01
1301 A none 
1300  33.68579161 -112.08850391 175.14 hangar props West Cover 01-22
1301 A none 
1300  33.68578216 -112.08863337 175.14 hangar props West Cover 01-20
1301 A none 
1300  33.68577460 -112.08876851 175.14 hangar props West Cover 01-18
1301 A none 
1300  33.68576799 -112.08889342 175.14 hangar props West Cover 01-16
1301 A none 
1300  33.68576137 -112.08903084 175.14 hangar props West Cover 01-14
1301 A none 
1300  33.68575457 -112.08916302 175.14 hangar props West Cover 01-12
1301 A none 
1300  33.68574550 -112.08929248 175.14 hangar props West Cover 01-10
1301 A none 
1300  33.68573870 -112.08942194 175.14 hangar props West Cover 01-08
1301 A none 
1300  33.68573189 -112.08955277 175.14 hangar props West Cover 01-06
1301 A none 
1300  33.68572396 -112.08968904 175.14 hangar props West Cover 01-04
1301 A none 
1300  33.68571602 -112.08981850 175.14 hangar props West Cover 01-02
1301 A none 
1300  33.68587607 -112.08856847 355.14 hangar props West Cover 01-19
1301 A none 
1300  33.68586926 -112.08870065 355.14 hangar props West Cover 01-17
1301 A none 
1300  33.68586246 -112.08883148 355.14 hangar props West Cover 01-15
1301 A none 
1300  33.68585679 -112.08896775 355.14 hangar props West Cover 01-13
1301 A none 
1300  33.68584658 -112.08910130 355.14 hangar props West Cover 01-11
1301 A none 
1300  33.68583978 -112.08922804 355.14 hangar props West Cover 01-09
1301 A none 
1300  33.68583184 -112.08936158 355.14 hangar props West Cover 01-07
1301 A none 
