A
1050 Generated by WorldEditor 1.6.1r1

1    148 1 0 KLWM Lawrence Municipal
1300  42.71521229 -071.12141708 129.77 tie_down jets|turboprops South GA 78
1301 A general_aviation 
1300  42.71511399 -071.12152704 129.77 tie_down jets|turboprops South GA 77
1301 A general_aviation 
1300  42.71482341 -071.12187195 129.77 tie_down jets|turboprops South GA 76
1301 A general_aviation 
1300  42.71473227 -071.12197137 129.77 tie_down jets|turboprops South GA 75
1301 A general_aviation 
1300  42.71463157 -071.12207711 129.77 tie_down jets|turboprops South GA 74
1301 A general_aviation 
1300  42.71453327 -071.12218706 129.77 tie_down jets|turboprops South GA 73
1301 A general_aviation 
1300  42.71439802 -071.12208300 -50.38 tie_down jets|turboprops South GA 72
1301 A general_aviation 
1300  42.71449575 -071.12197209 -50.38 tie_down jets|turboprops South GA 71
1301 A general_aviation 
1300  42.71458637 -071.12187180 -50.38 tie_down jets|turboprops South GA 70
1301 A general_aviation 
1300  42.71468651 -071.12176509 -50.38 tie_down jets|turboprops South GA 69
1301 A general_aviation 
1300  42.71478424 -071.12165418 -50.38 tie_down jets|turboprops South GA 68
1301 A general_aviation 
1300  42.71497874 -071.12142297 -50.38 tie_down jets|turboprops South GA 67
1301 A general_aviation 
1300  42.71507646 -071.12131207 -50.38 tie_down jets|turboprops South GA 66
1301 A general_aviation 
1300  42.71516709 -071.12121177 -50.38 tie_down jets|turboprops South GA 65
1301 A general_aviation 
1300  42.71526723 -071.12110506 -50.38 tie_down jets|turboprops South GA 64
1301 A general_aviation 
1300  42.71536496 -071.12099416 -50.38 tie_down jets|turboprops South GA 63
1301 A general_aviation 
1300  42.71546257 -071.12088301 -50.38 tie_down jets|turboprops South GA 62
1301 A general_aviation 
1300  42.71555319 -071.12078272 -50.38 tie_down jets|turboprops South GA 61
1301 A general_aviation 
1300  42.71565333 -071.12067601 -50.38 tie_down jets|turboprops South GA 60
1301 A general_aviation 
1300  42.71575106 -071.12056510 -50.38 tie_down jets|turboprops South GA 59
1301 A general_aviation 
1300  42.71565877 -071.12054431 130.36 tie_down jets|turboprops South GA 58
1301 A general_aviation 
1300  42.71556763 -071.12064372 130.36 tie_down jets|turboprops South GA 57
1301 A general_aviation 
1300  42.71546693 -071.12074946 130.36 tie_down jets|turboprops South GA 56
1301 A general_aviation 
1300  42.71536863 -071.12085942 130.36 tie_down jets|turboprops South GA 55
1301 A general_aviation 
1300  42.71527267 -071.12097337 130.36 tie_down jets|turboprops South GA 54
1301 A general_aviation 
1300  42.71518153 -071.12107278 130.36 tie_down jets|turboprops South GA 53
1301 A general_aviation 
1300  42.71508083 -071.12117852 130.36 tie_down jets|turboprops South GA 52
1301 A general_aviation 
1300  42.71498253 -071.12128848 130.36 tie_down jets|turboprops South GA 51
1301 A general_aviation 
1300  42.71469195 -071.12163339 130.36 tie_down jets|turboprops South GA 50
1301 A general_aviation 
1300  42.71460081 -071.12173281 130.36 tie_down jets|turboprops South GA 49
1301 A general_aviation 
1300  42.71460081 -071.12173281 130.36 tie_down jets|turboprops South GA 48
1301 A general_aviation 
1300  42.71450011 -071.12183854 130.36 tie_down jets|turboprops South GA 47
1301 A general_aviation 
1300  42.71440181 -071.12194850 130.36 tie_down jets|turboprops South GA 46
1301 A general_aviation 
1300  42.71434299 -071.12162914 -50.78 tie_down jets|turboprops South GA 45
1301 A general_aviation 
1300  42.71425147 -071.12172950 -50.78 tie_down jets|turboprops South GA 44
1301 A general_aviation 
1300  42.71417059 -071.12181819 -50.78 tie_down jets|turboprops South GA 43
1301 A general_aviation 
1300  42.71407632 -071.12266998 -17.63 tie_down jets|turboprops South GA 42
1301 A general_aviation 
1300  42.71411137 -071.12250350 -17.63 tie_down jets|turboprops South GA 41
1301 A general_aviation 
1300  42.71414493 -071.12235124 -17.63 tie_down jets|turboprops South GA 40
1301 A general_aviation 
1300  42.71399144 -071.12212954 -17.63 tie_down jets|turboprops South GA 39
1301 A general_aviation 
1300  42.71395638 -071.12229601 -17.63 tie_down jets|turboprops South GA 38
1301 A general_aviation 
1300  42.71391760 -071.12246087 -17.63 tie_down jets|turboprops South GA 37
1301 A general_aviation 
1300  42.71388403 -071.12261313 -17.63 tie_down jets|turboprops South GA 36
1301 A general_aviation 
1300  42.71384898 -071.12277961 -17.63 tie_down jets|turboprops South GA 35
1301 A general_aviation 
1300  42.71365694 -071.12269366 -17.63 tie_down jets|turboprops South GA 34
1301 A general_aviation 
1300  42.71369200 -071.12252718 -17.63 tie_down jets|turboprops South GA 33
1301 A general_aviation 
1300  42.71372556 -071.12237492 -17.63 tie_down jets|turboprops South GA 32
1301 A general_aviation 
1300  42.71376435 -071.12221006 -17.63 tie_down jets|turboprops South GA 31
1301 A general_aviation 
1300  42.71379940 -071.12204359 -17.63 tie_down jets|turboprops South GA 30
1301 A general_aviation 
1300  42.71361510 -071.12196991 -17.63 tie_down jets|turboprops South GA 29
1301 A general_aviation 
1300  42.71358004 -071.12213639 -17.63 tie_down jets|turboprops South GA 28
1301 A general_aviation 
1300  42.71354126 -071.12230124 -17.63 tie_down jets|turboprops South GA 27
1301 A general_aviation 
1300  42.71350769 -071.12245351 -17.63 tie_down jets|turboprops South GA 26
1301 A general_aviation 
1300  42.71347264 -071.12261999 -17.63 tie_down jets|turboprops South GA 25
1301 A general_aviation 
1300  42.71328060 -071.12253280 -17.63 tie_down jets|turboprops South GA 24
1301 A general_aviation 
1300  42.71331153 -071.12237142 -17.63 tie_down jets|turboprops South GA 23
1301 A general_aviation 
1300  42.71334510 -071.12221915 -17.63 tie_down jets|turboprops South GA 22
1301 A general_aviation 
1300  42.71338388 -071.12205430 -17.63 tie_down jets|turboprops South GA 21
1301 A general_aviation 
1300  42.71341894 -071.12188782 -17.63 tie_down jets|turboprops South GA 20
1301 A general_aviation 
1300  42.71323463 -071.12181415 -17.63 tie_down jets|turboprops South GA 19
1301 A general_aviation 
1300  42.71319958 -071.12198063 -17.63 tie_down jets|turboprops South GA 18
1301 A general_aviation 
1300  42.71316079 -071.12214548 -17.63 tie_down jets|turboprops South GA 17
1301 A general_aviation 
1300  42.71312723 -071.12229775 -17.63 tie_down jets|turboprops South GA 16
1301 A general_aviation 
1300  42.71309218 -071.12246423 -17.63 tie_down jets|turboprops South GA 15
1301 A general_aviation 
1300  42.71322311 -071.12306133 126.93 tie_down jets|turboprops South GA 14
1301 A general_aviation 
1300  42.71307987 -071.12321813 126.93 tie_down jets|turboprops South GA 13
1301 A general_aviation 
1300  42.71295283 -071.12336048 126.93 tie_down jets|turboprops South GA 12
1301 A general_aviation 
1300  42.71280960 -071.12351728 126.93 tie_down jets|turboprops South GA 11
1301 A general_aviation 
1300  42.71268593 -071.12367012 126.93 tie_down jets|turboprops South GA 10
1301 A general_aviation 
1300  42.71254270 -071.12382692 126.93 tie_down jets|turboprops South GA 09
1301 A general_aviation 
1300  42.71241566 -071.12396928 126.93 tie_down jets|turboprops South GA 08
1301 A general_aviation 
1300  42.71320297 -071.12323765 -51.89 tie_down jets|turboprops South GA 07
1301 A general_aviation 
1300  42.71307677 -071.12338138 -51.89 tie_down jets|turboprops South GA 06
1301 A general_aviation 
1300  42.71293446 -071.12353974 -51.89 tie_down jets|turboprops South GA 05
1301 A general_aviation 
1300  42.71281170 -071.12369392 -51.89 tie_down jets|turboprops South GA 04
1301 A general_aviation 
1300  42.71266939 -071.12385227 -51.89 tie_down jets|turboprops South GA 03
1301 A general_aviation 
1300  42.71254320 -071.12399601 -51.89 tie_down jets|turboprops South GA 02
1301 A general_aviation 
1300  42.71240089 -071.12415436 -51.89 tie_down jets|turboprops South GA 01
1301 A general_aviation 
1300  42.71370391 -071.12129609 -16.38 hangar jets|turboprops Eagle East Jet Services Hangar 01
1301 B none 
1300  42.71330999 -071.12146154 -106.21 tie_down jets|turboprops Eagle East Jet Services 09
1301 A general_aviation 
1300  42.71341650 -071.12150540 -106.21 tie_down jets|turboprops Eagle East Jet Services 08
1301 A general_aviation 
1300  42.71351853 -071.12155656 -106.21 tie_down jets|turboprops Eagle East Jet Services 07
1301 A general_aviation 
1300  42.71362504 -071.12160041 -106.21 tie_down jets|turboprops Eagle East Jet Services 06
1301 A general_aviation 
1300  42.71372618 -071.12163939 -106.21 tie_down jets|turboprops Eagle East Jet Services 05
1301 A general_aviation 
1300  42.71383269 -071.12168324 -106.21 tie_down jets|turboprops Eagle East Jet Services 04
1301 A general_aviation 
1300  42.71375797 -071.12152033 -106.21 tie_down jets|turboprops Eagle East Jet Services 03
1301 A general_aviation 
1300  42.71387107 -071.12132954 -125.39 tie_down jets|turboprops Eagle East Jet Services 02
1301 A general_aviation 
1300  42.71394893 -071.12140019 -125.06 tie_down jets|turboprops Eagle East Jet Services 01
1301 A general_aviation 
1300  42.71548653 -071.12047522 -139.51 tie_down jets|turboprops Falcon Air, Inc. 02
1301 A general_aviation 
1300  42.71533443 -071.12065915  41.78 tie_down jets|turboprops Falcon Air, Inc. 01
1301 A general_aviation 
1300  42.71534046 -071.12043575 -50.53 hangar jets|turboprops Falcon Air, Inc. Hangar 02
1301 A none 
1300  42.71551660 -071.12024426 -50.69 hangar jets|turboprops Falcon Air, Inc. Hangar 01
1301 A none 
1300  42.71705685 -071.11841003 -52.27 tie_down jets|turboprops Lawrence Jet Center 01
1301 A general_aviation 
1300  42.71726177 -071.11832933 -142.54 hangar jets|turboprops Lawrence Jet Center Hangar 01
1301 B none 
18  42.71453008 -071.12009201 1 BCN
50 12675 Lawrence ATIS
51 11925 Lawrence CTAF
51 12280 Lawrence Unicom
52 12615 Lawrence Clearance
53 12430 Lawrence Ground
54 11925 Lawrence Tower
55 12440 BOSTON APP/DEP
99
