A
1000 Generated by WorldEditor

1     78 1 0 KNFG Camp Pendleton MCAS
111  33.30134483 -117.35371880 20
111  33.30135571 -117.35369462 20
115  33.30135571 -117.35369462
120 Linear Feature 204
111  33.30117779 -117.35408729 20
111  33.30117779 -117.35408729 20
111  33.30118848 -117.35406267 20
115  33.30118848 -117.35406267
120 Linear Feature 204
111  33.30101361 -117.35445300 20
111  33.30101361 -117.35445300 20
111  33.30102431 -117.35442839 20
115  33.30102431 -117.35442839
120 Linear Feature 204
111  33.30085003 -117.35481800 20
111  33.30085003 -117.35481800 20
111  33.30086073 -117.35479339 20
115  33.30086073 -117.35479339
120 Linear Feature 204
111  33.30068645 -117.35518158 20
111  33.30068645 -117.35518158 20
111  33.30069715 -117.35515697 20
115  33.30069715 -117.35515697
120 Linear Feature 204
111  33.30052448 -117.35554640 20
111  33.30052448 -117.35554640 20
111  33.30053533 -117.35552193 20
115  33.30053533 -117.35552193
120 Linear Feature 204
111  33.30036210 -117.35590855 20
111  33.30036210 -117.35590855 20
111  33.30037294 -117.35588408 20
115  33.30037294 -117.35588408
120 Linear Feature 204
111  33.30019613 -117.35627497 20
111  33.30019613 -117.35627497 20
111  33.30020698 -117.35625051 20
115  33.30020698 -117.35625051
120 Linear Feature 204
111  33.30003076 -117.35663854 20
111  33.30003076 -117.35663854 20
111  33.30004161 -117.35661407 20
115  33.30004161 -117.35661407
120 Linear Feature 204
111  33.29986360 -117.35700783 20
111  33.29986360 -117.35700783 20
111  33.29987445 -117.35698336 20
115  33.29987445 -117.35698336
120 Linear Feature 204
111  33.29969704 -117.35737425 20
111  33.29969704 -117.35737425 20
111  33.29970788 -117.35734978 20
115  33.29970788 -117.35734978
120 Linear Feature 204
111  33.29953096 -117.35774243 20
111  33.29953096 -117.35774243 20
111  33.29954181 -117.35771796 20
115  33.29954181 -117.35771796
120 Linear Feature 204
111  33.29936518 -117.35810784 20
111  33.29936518 -117.35810784 20
111  33.29937603 -117.35808337 20
115  33.29937603 -117.35808337
120 Linear Feature 204
111  33.30265097 -117.35082120 20
111  33.30265097 -117.35082120 20
111  33.30266178 -117.35079698 20
115  33.30266178 -117.35079698
120 Linear Feature 204
111  33.30248280 -117.35118944 20
111  33.30248280 -117.35118944 20
111  33.30249362 -117.35116521 20
115  33.30249362 -117.35116521
120 Linear Feature 204
111  33.30231570 -117.35155515 20
111  33.30231570 -117.35155515 20
111  33.30232651 -117.35153092 20
115  33.30232651 -117.35153092
120 Linear Feature 204
111  33.30214999 -117.35192233 20
111  33.30214999 -117.35192233 20
111  33.30216068 -117.35189803 20
115  33.30216068 -117.35189803
120 Linear Feature 204
111  33.30198606 -117.35228551 20
111  33.30198606 -117.35228551 20
111  33.30199674 -117.35226121 20
115  33.30199674 -117.35226121
120 Linear Feature 204
111  33.30182212 -117.35265122 20
111  33.30182212 -117.35265122 20
111  33.30183281 -117.35262692 20
115  33.30183281 -117.35262692
120 Linear Feature 204
111  33.30165704 -117.35302022 20
111  33.30165704 -117.35302022 20
111  33.30166773 -117.35299593 20
115  33.30166773 -117.35299593
120 Linear Feature 204
111  33.30149451 -117.35338617 20
111  33.30149451 -117.35338617 20
111  33.30150520 -117.35336187 20
115  33.30150520 -117.35336187
120 Linear Feature 204
111  33.30132806 -117.35375433 20
111  33.30132806 -117.35375433 20
111  33.30133894 -117.35373015 20
115  33.30133894 -117.35373015
120 Linear Feature 204
111  33.30116128 -117.35412346 20
111  33.30116128 -117.35412346 20
111  33.30117198 -117.35409885 20
115  33.30117198 -117.35409885
120 Linear Feature 204
111  33.30099711 -117.35448918 20
111  33.30099711 -117.35448918 20
111  33.30100780 -117.35446457 20
115  33.30100780 -117.35446457
120 Linear Feature 204
111  33.30083353 -117.35485418 20
111  33.30083353 -117.35485418 20
111  33.30084422 -117.35482957 20
115  33.30084422 -117.35482957
120 Linear Feature 204
111  33.30066995 -117.35521775 20
111  33.30066995 -117.35521775 20
111  33.30068064 -117.35519314 20
115  33.30068064 -117.35519314
120 Linear Feature 204
111  33.30050775 -117.35558237 20
111  33.30050775 -117.35558237 20
111  33.30051860 -117.35555790 20
115  33.30051860 -117.35555790
120 Linear Feature 204
111  33.30034537 -117.35594451 20
111  33.30034537 -117.35594451 20
111  33.30035621 -117.35592004 20
115  33.30035621 -117.35592004
120 Linear Feature 204
111  33.30017940 -117.35631094 20
111  33.30017940 -117.35631094 20
111  33.30019025 -117.35628647 20
115  33.30019025 -117.35628647
120 Linear Feature 204
111  33.30001403 -117.35667451 20
111  33.30001403 -117.35667451 20
111  33.30002487 -117.35665004 20
115  33.30002487 -117.35665004
120 Linear Feature 204
111  33.29984687 -117.35704379 20
111  33.29984687 -117.35704379 20
111  33.29985771 -117.35701932 20
115  33.29985771 -117.35701932
120 Linear Feature 204
111  33.29968030 -117.35741022 20
111  33.29968030 -117.35741022 20
111  33.29969115 -117.35738575 20
115  33.29969115 -117.35738575
120 Linear Feature 204
111  33.29951423 -117.35777839 20
111  33.29951423 -117.35777839 20
111  33.29952507 -117.35775393 20
115  33.29952507 -117.35775393
120 Linear Feature 204
111  33.29934845 -117.35814380 20
111  33.29934845 -117.35814380 20
111  33.29935929 -117.35811933 20
115  33.29935929 -117.35811933
120 Linear Feature 204
111  33.30263521 -117.35085606 20
115  33.30264603 -117.35083184
120 Linear Feature 204
111  33.30246705 -117.35122430 20
115  33.30247786 -117.35120008
120 Linear Feature 204
111  33.30229994 -117.35159001 20
115  33.30231076 -117.35156579
120 Linear Feature 204
111  33.30213441 -117.35195731 20
115  33.30214510 -117.35193301
120 Linear Feature 204
111  33.30197048 -117.35232049 20
115  33.30198117 -117.35229619
120 Linear Feature 204
111  33.30180655 -117.35268619 20
115  33.30181724 -117.35266189
120 Linear Feature 204
111  33.30164146 -117.35305520 20
115  33.30165215 -117.35303090
120 Linear Feature 204
111  33.30147893 -117.35342115 20
115  33.30148962 -117.35339685
120 Linear Feature 204
111  33.30131221 -117.35378913 20
115  33.30132309 -117.35376495
120 Linear Feature 204
111  33.30114570 -117.35415889 20
115  33.30115639 -117.35413428
120 Linear Feature 204
111  33.30098152 -117.35452460 20
115  33.30099222 -117.35449999
120 Linear Feature 204
111  33.30081794 -117.35488961 20
115  33.30082864 -117.35486499
120 Linear Feature 204
111  33.30065436 -117.35525318 20
115  33.30066506 -117.35522857
120 Linear Feature 204
111  33.30049195 -117.35561759 20
115  33.30050279 -117.35559312
120 Linear Feature 204
111  33.30032956 -117.35597973 20
115  33.30034041 -117.35595526
120 Linear Feature 204
111  33.30016360 -117.35634616 20
115  33.30017444 -117.35632169
120 Linear Feature 204
111  33.29999823 -117.35670973 20
115  33.30000907 -117.35668526
120 Linear Feature 204
111  33.29983106 -117.35707901 20
115  33.29984191 -117.35705454
120 Linear Feature 204
111  33.29966450 -117.35744544 20
115  33.29967534 -117.35742097
120 Linear Feature 204
111  33.29949843 -117.35781362 20
115  33.29950927 -117.35778915
120 Linear Feature 204
111  33.29933264 -117.35817902 20
115  33.29934349 -117.35815455
120 Linear Feature 204
111  33.30261823 -117.35089238 20
115  33.30262904 -117.35086816
120 Linear Feature 204
111  33.30245007 -117.35126062 20
115  33.30246088 -117.35123640
120 Linear Feature 204
111  33.30228296 -117.35162633 20
115  33.30229377 -117.35160211
120 Linear Feature 204
111  33.30211761 -117.35199376 20
115  33.30212830 -117.35196946
120 Linear Feature 204
111  33.30195368 -117.35235694 20
115  33.30196437 -117.35233263
120 Linear Feature 204
111  33.30178975 -117.35272264 20
115  33.30180044 -117.35269834
120 Linear Feature 204
111  33.30162466 -117.35309165 20
115  33.30163535 -117.35306735
120 Linear Feature 204
111  33.30146214 -117.35345759 20
115  33.30147283 -117.35343330
120 Linear Feature 204
111  33.30129513 -117.35382539 20
115  33.30130601 -117.35380121
120 Linear Feature 204
111  33.30112889 -117.35419581 20
115  33.30113958 -117.35417120
120 Linear Feature 204
111  33.30096471 -117.35456152 20
115  33.30097541 -117.35453691
120 Linear Feature 204
111  33.30080113 -117.35492653 20
115  33.30081183 -117.35490191
120 Linear Feature 204
111  33.30063755 -117.35529010 20
115  33.30064825 -117.35526549
120 Linear Feature 204
111  33.30047491 -117.35565429 20
115  33.30048575 -117.35562982
120 Linear Feature 204
111  33.30031252 -117.35601643 20
115  33.30032336 -117.35599196
120 Linear Feature 204
111  33.30014655 -117.35638286 20
115  33.30015740 -117.35635839
120 Linear Feature 204
111  33.29998118 -117.35674643 20
115  33.29999203 -117.35672196
120 Linear Feature 204
111  33.29981402 -117.35711571 20
115  33.29982487 -117.35709125
120 Linear Feature 204
111  33.29964746 -117.35748214 20
115  33.29965830 -117.35745767
120 Linear Feature 204
111  33.29948138 -117.35785032 20
115  33.29949223 -117.35782585
120 Linear Feature 204
111  33.29931560 -117.35821572 20
115  33.29932645 -117.35819125
120 Linear Feature 204
111  33.30260093 -117.35093018 20
115  33.30261174 -117.35090596
120 Linear Feature 204
111  33.30243277 -117.35129842 20
115  33.30244358 -117.35127420
120 Linear Feature 204
111  33.30226566 -117.35166413 20
115  33.30227648 -117.35163990
120 Linear Feature 204
111  33.30210051 -117.35203168 20
115  33.30211120 -117.35200738
120 Linear Feature 204
111  33.30193658 -117.35239486 20
115  33.30194727 -117.35237056
120 Linear Feature 204
111  33.30177265 -117.35276056 20
115  33.30178334 -117.35273626
120 Linear Feature 204
111  33.30160756 -117.35312957 20
115  33.30161825 -117.35310527
120 Linear Feature 204
111  33.30144503 -117.35349552 20
115  33.30145572 -117.35347122
120 Linear Feature 204
111  33.30127773 -117.35386312 20
115  33.30128861 -117.35383894
120 Linear Feature 204
111  33.30111177 -117.35423422 20
115  33.30112247 -117.35420961
120 Linear Feature 204
111  33.30094760 -117.35459993 20
115  33.30095829 -117.35457532
120 Linear Feature 204
111  33.30078402 -117.35496494 20
115  33.30079471 -117.35494033
120 Linear Feature 204
111  33.30062044 -117.35532851 20
115  33.30063113 -117.35530390
120 Linear Feature 204
111  33.30045755 -117.35569248 20
115  33.30046840 -117.35566801
120 Linear Feature 204
111  33.30029517 -117.35605462 20
115  33.30030601 -117.35603015
120 Linear Feature 204
111  33.30012920 -117.35642105 20
115  33.30014004 -117.35639658
120 Linear Feature 204
111  33.29996383 -117.35678462 20
115  33.29997468 -117.35676015
120 Linear Feature 204
111  33.29979667 -117.35715390 20
115  33.29980751 -117.35712943
120 Linear Feature 204
111  33.29963010 -117.35752033 20
115  33.29964095 -117.35749586
120 Linear Feature 204
111  33.29946403 -117.35788851 20
115  33.29947487 -117.35786404
120 Linear Feature 204
111  33.29929825 -117.35825391 20
115  33.29930909 -117.35822944
120 Linear Feature 204
111  33.29928276 -117.35828802 20
115  33.29929360 -117.35826355
120 Linear Feature 204
111  33.29926695 -117.35832324 20
115  33.29927780 -117.35829877
120 Linear Feature 203
111  33.29925252 -117.35833349 20
111  33.30026174 -117.35610794 20
112  33.30268469 -117.35069956  33.30271208 -117.35066569 20
112  33.30280825 -117.35065562  33.30288863 -117.35066810 20
111  33.30363680 -117.35119158 20
112  33.30376798 -117.35120612  33.30382437 -117.35116676 20
112  33.30390333 -117.35105058  33.30394485 -117.35099929 20
112  33.30761797 -117.34665720  33.30765864 -117.34657892 20
112  33.30764665 -117.34649735  33.30762809 -117.34642647 20
112  33.30742455 -117.34626085  33.30740662 -117.34616135 20
112  33.30743897 -117.34608664  33.30745134 -117.34604855 20
112  33.30763506 -117.34584616  33.30764793 -117.34582690 20
112  33.30768133 -117.34574111  33.30766542 -117.34568611 20
112  33.30754850 -117.34560359  33.30754313 -117.34551837 20
112  33.30757318 -117.34546855  33.30758868 -117.34543004 20
112  33.30867544 -117.34416911  33.30873428 -117.34413109
111  33.30867544 -117.34416911
112  33.30867544 -117.34416911  33.30872134 -117.34413109 20
112  33.30878008 -117.34416299  33.30880891 -117.34419937 20
112  33.30916447 -117.34465508  33.30918951 -117.34467277 20
112  33.30928335 -117.34466535  33.30934190 -117.34463183 20
112  33.30951624 -117.34436057  33.30957155 -117.34430143
111  33.30951624 -117.34436057
112  33.30951624 -117.34436057  33.30956920 -117.34430425 20
112  33.30969162 -117.34428388  33.30975505 -117.34433637 20
112  33.30996288 -117.34465681  33.31002995 -117.34469201 20
116  33.31016599 -117.34465462  33.31021306 -117.34463490
120 Linear Feature 203
111  33.29924387 -117.35839252 20
111  33.30025308 -117.35616698 20
112  33.30270254 -117.35074743  33.30272214 -117.35071045
111  33.30270254 -117.35074743
112  33.30270254 -117.35074743  33.30272019 -117.35072521 20
112  33.30280125 -117.35070534  33.30287643 -117.35071471 20
112  33.30362295 -117.35124984  33.30364697 -117.35126382 20
112  33.30376063 -117.35126826  33.30380987 -117.35124755 20
112  33.30390181 -117.35111660  33.30394788 -117.35105522 20
112  33.30764455 -117.34667671  33.30768629 -117.34659265 20
112  33.30767522 -117.34647645  33.30765665 -117.34640557 20
112  33.30745707 -117.34623961  33.30744558 -117.34616450 20
112  33.30746991 -117.34609673  33.30748229 -117.34605865 20
112  33.30767254 -117.34586063  33.30768488 -117.34584394 20
112  33.30771698 -117.34572107  33.30770106 -117.34566606 20
112  33.30758514 -117.34560005  33.30757655 -117.34555399 20
112  33.30760065 -117.34548981  33.30761723 -117.34543974 20
112  33.30866679 -117.34422815  33.30872563 -117.34419013
111  33.30866679 -117.34422815
112  33.30866679 -117.34422815  33.30869981 -117.34419847 20
112  33.30877250 -117.34422010  33.30881957 -117.34429050 20
112  33.30915903 -117.34470770  33.30918139 -117.34471896 20
112  33.30927953 -117.34470834  33.30934987 -117.34467931 20
112  33.30950759 -117.34441961  33.30956289 -117.34436047
111  33.30950759 -117.34441961
112  33.30950759 -117.34441961  33.30956054 -117.34436328 20
112  33.30968040 -117.34433459  33.30975052 -117.34440223 20
112  33.30994983 -117.34469659  33.31002764 -117.34473821 20
112  33.31019352 -117.34470147  33.31024059 -117.34468176 20
112  33.31036194 -117.34455444  33.31041725 -117.34448826 20
112  33.31071358 -117.34415236  33.31077124 -117.34415377 20
115  33.31089903 -117.34435167
120 Linear Feature 202
111  33.29961036 -117.35892327 22
115  33.30766845 -117.34935745
120 Linear Feature 201
111  33.30034039 -117.35629815 51
111  33.30106763 -117.35716370 51
111  33.30106763 -117.35716370 51
111  33.30106763 -117.35716370 51
111  33.30106763 -117.35716370 51
111  33.30106763 -117.35716370 51
111  33.30106763 -117.35716370 51
112  33.30095654 -117.35762242  33.30074812 -117.35783880 51
111  33.30059469 -117.35776565 51
111  33.30059469 -117.35776565 51
111  33.30059469 -117.35776565 51
111  33.30059469 -117.35776565 51
111  33.30059469 -117.35776565 51
111  33.30059469 -117.35776565 51
115  33.29998627 -117.35702390
120 Linear Feature 201
111  33.30159396 -117.35659936 51
112  33.30144452 -117.35704659  33.30123609 -117.35726297 51
115  33.30106720 -117.35716290
120 Linear Feature 201
111  33.30105465 -117.35478571 51
111  33.30206699 -117.35599720 51
111  33.30206699 -117.35599720 51
111  33.30206699 -117.35599720 51
111  33.30206699 -117.35599720 51
111  33.30206699 -117.35599720 51
111  33.30206699 -117.35599720 51
112  33.30194039 -117.35645965  33.30173197 -117.35667603 51
111  33.30159405 -117.35659916 51
111  33.30159405 -117.35659916 51
111  33.30159405 -117.35659916 51
111  33.30159405 -117.35659916 51
111  33.30159405 -117.35659916 51
111  33.30159405 -117.35659916 51
115  33.30069858 -117.35551094
120 Linear Feature 201
111  33.30257389 -117.35543444 51
112  33.30243415 -117.35587657  33.30222572 -117.35609295 51
115  33.30206733 -117.35599695
120 Linear Feature 201
111  33.30307370 -117.35484999 51
112  33.30291516 -117.35530985  33.30270673 -117.35552624 51
111  33.30257310 -117.35543265 51
111  33.30257310 -117.35543265 51
111  33.30257310 -117.35543265 51
111  33.30257310 -117.35543265 51
111  33.30257310 -117.35543265 51
111  33.30257310 -117.35543265 51
115  33.30140167 -117.35401813
120 Linear Feature 201
111  33.30210158 -117.35247418 51
111  33.30356438 -117.35426110 51
112  33.30342185 -117.35470962  33.30321342 -117.35492601 51
111  33.30307684 -117.35484938 51
111  33.30307684 -117.35484938 51
111  33.30307684 -117.35484938 51
111  33.30307684 -117.35484938 51
111  33.30307684 -117.35484938 51
111  33.30307684 -117.35484938 51
115  33.30174916 -117.35324256
120 Linear Feature 201
111  33.30247714 -117.35170442 51
111  33.30404718 -117.35367301 51
112  33.30392111 -117.35412256  33.30371268 -117.35433894 51
111  33.30356433 -117.35426125 51
111  33.30356433 -117.35426125 51
111  33.30356433 -117.35426125 51
111  33.30356433 -117.35426125 51
111  33.30356433 -117.35426125 51
115  33.30356433 -117.35426125
120 Linear Feature 201
111  33.30281173 -117.35101498 51
111  33.30456757 -117.35312904 51
112  33.30440476 -117.35354949  33.30419633 -117.35376587 51
111  33.30404776 -117.35367313 51
111  33.30404776 -117.35367313 51
111  33.30404776 -117.35367313 51
111  33.30404776 -117.35367313 51
111  33.30404776 -117.35367313 51
115  33.30404776 -117.35367313
120 Linear Feature 201
111  33.30394229 -117.35119695 51
111  33.30505435 -117.35253544 51
112  33.30489942 -117.35296542  33.30469099 -117.35318180 51
111  33.30456776 -117.35312874 51
111  33.30456776 -117.35312874 51
111  33.30456776 -117.35312874 51
111  33.30456776 -117.35312874 51
111  33.30456776 -117.35312874 51
115  33.30456776 -117.35312874
120 Linear Feature 201
111  33.30443324 -117.35061466 51
111  33.30553524 -117.35194364 51
112  33.30539202 -117.35238719  33.30518359 -117.35260358 51
111  33.30505525 -117.35253575 51
111  33.30505525 -117.35253575 51
111  33.30505525 -117.35253575 51
111  33.30505525 -117.35253575 51
111  33.30505525 -117.35253575 51
115  33.30505525 -117.35253575
120 Linear Feature 201
111  33.30491443 -117.35002611 51
111  33.30602520 -117.35135064 51
112  33.30588198 -117.35180546  33.30567355 -117.35202184 51
111  33.30553461 -117.35194275 51
111  33.30553461 -117.35194275 51
111  33.30553461 -117.35194275 51
111  33.30553461 -117.35194275 51
111  33.30553461 -117.35194275 51
115  33.30553461 -117.35194275
120 Linear Feature 201
111  33.30652342 -117.35077126 51
112  33.30637763 -117.35122013  33.30616920 -117.35143652 51
111  33.30602617 -117.35135460 51
111  33.30602617 -117.35135460 51
111  33.30602617 -117.35135460 51
111  33.30602617 -117.35135460 51
111  33.30602617 -117.35135460 51
115  33.30602617 -117.35135460
120 Linear Feature 201
111  33.30594238 -117.34890063 51
111  33.30594238 -117.34890063 51
111  33.30594238 -117.34890063 51
111  33.30594238 -117.34890063 51
111  33.30594238 -117.34890063 51
111  33.30594238 -117.34890063 51
111  33.30701260 -117.35018373 51
112  33.30687416 -117.35063247  33.30666574 -117.35084885 51
111  33.30652270 -117.35076956 51
111  33.30652270 -117.35076956 51
111  33.30652270 -117.35076956 51
111  33.30652270 -117.35076956 51
111  33.30652270 -117.35076956 51
111  33.30652270 -117.35076956 51
115  33.30540747 -117.34944256
120 Linear Feature 201
111  33.30642051 -117.34830541 51
111  33.30748515 -117.34958091 51
111  33.30748515 -117.34958091 51
111  33.30748515 -117.34958091 51
111  33.30748515 -117.34958091 51
111  33.30748515 -117.34958091 51
111  33.30748515 -117.34958091 51
112  33.30736439 -117.35005383  33.30715596 -117.35027021 51
111  33.30701222 -117.35018287 51
111  33.30701222 -117.35018287 51
111  33.30701222 -117.35018287 51
111  33.30701222 -117.35018287 51
111  33.30701222 -117.35018287 51
115  33.30701222 -117.35018287
120 Linear Feature 200
111  33.30711396 -117.34872255 51
112  33.30710543 -117.34858387  33.30717015 -117.34850079 51
112  33.30751975 -117.34809695  33.30757388 -117.34803359 51
115  33.30763285 -117.34808075
120 Linear Feature 200
111  33.30723538 -117.34887581 51
112  33.30722926 -117.34872655  33.30729398 -117.34864347 51
112  33.30764358 -117.34823963  33.30769771 -117.34817627 51
115  33.30775304 -117.34823279
120 Linear Feature 200
111  33.30739590 -117.34908132 51
112  33.30738978 -117.34893782  33.30745450 -117.34885475 51
112  33.30780410 -117.34845090  33.30785823 -117.34838754 51
115  33.30791618 -117.34844092
120 Linear Feature 200
111  33.30750368 -117.34921961 51
112  33.30749756 -117.34907227  33.30756228 -117.34898919 51
112  33.30791188 -117.34858535  33.30796601 -117.34852199 51
115  33.30802208 -117.34857761
120 Linear Feature 200
111  33.30758542 -117.34932017 51
112  33.30758011 -117.34917379  33.30764483 -117.34909071 51
112  33.30799443 -117.34868687  33.30804856 -117.34862351 51
115  33.30809451 -117.34867151
120 Linear Feature 200
111  33.30811514 -117.34869486 51
112  33.30810982 -117.34854271  33.30817454 -117.34845963 51
112  33.30852414 -117.34805579  33.30857828 -117.34799243 51
115  33.30862835 -117.34804491
120 Linear Feature 200
111  33.30804405 -117.34860431 51
112  33.30803874 -117.34845216  33.30810346 -117.34836908 51
112  33.30845306 -117.34796524  33.30850719 -117.34790188 51
115  33.30856214 -117.34795481
120 Linear Feature 200
111  33.30791610 -117.34844153 51
112  33.30791491 -117.34829027  33.30797963 -117.34820720 51
112  33.30832923 -117.34780335  33.30838336 -117.34773999 51
115  33.30843606 -117.34779293
120 Linear Feature 200
111  33.30776888 -117.34825310 51
112  33.30776356 -117.34810095  33.30782828 -117.34801787 51
112  33.30817788 -117.34761403  33.30823201 -117.34755067 51
115  33.30828696 -117.34760360
120 Linear Feature 200
111  33.30763290 -117.34807693 51
112  33.30762597 -117.34793632  33.30769069 -117.34785324 51
112  33.30804029 -117.34744940  33.30809442 -117.34738604 51
115  33.30814937 -117.34742865
120 Linear Feature 200
111  33.30814976 -117.34742832 51
112  33.30816206 -117.34730175  33.30822678 -117.34721867 51
112  33.30857001 -117.34682380  33.30862414 -117.34676044 51
115  33.30868715 -117.34680744
120 Linear Feature 200
111  33.30828708 -117.34760381 51
112  33.30828139 -117.34745435  33.30834611 -117.34737128 51
112  33.30869384 -117.34696923  33.30874797 -117.34690586 51
115  33.30880292 -117.34695657
120 Linear Feature 200
111  33.30843656 -117.34779353 51
112  33.30843086 -117.34764273  33.30849558 -117.34755965 51
112  33.30884518 -117.34715581  33.30889931 -117.34709245 51
115  33.30895117 -117.34714427
120 Linear Feature 200
111  33.30856272 -117.34795354 51
112  33.30856415 -117.34781709  33.30862887 -117.34773402 51
112  33.30897360 -117.34733691  33.30902773 -117.34727354 51
115  33.30909663 -117.34732981
120 Linear Feature 200
111  33.30863153 -117.34804300 51
112  33.30864871 -117.34792809  33.30871343 -117.34784501 51
112  33.30906303 -117.34744117  33.30911716 -117.34737781 51
115  33.30917211 -117.34743074
120 Linear Feature 200
111  33.30917916 -117.34744092 51
112  33.30917384 -117.34728877  33.30923856 -117.34720569 51
112  33.30958816 -117.34680185  33.30964229 -117.34673849 51
115  33.30969724 -117.34679142
120 Linear Feature 200
111  33.30909679 -117.34732983 51
112  33.30910635 -117.34718695  33.30917107 -117.34710387 51
112  33.30951478 -117.34670856  33.30956891 -117.34664519 51
115  33.30962439 -117.34669687
120 Linear Feature 200
111  33.30895072 -117.34714560 51
112  33.30894540 -117.34699345  33.30901012 -117.34691037 51
112  33.30935972 -117.34650653  33.30941385 -117.34644317 51
115  33.30946765 -117.34649679
120 Linear Feature 200
111  33.30880445 -117.34695677 51
112  33.30880068 -117.34681203  33.30886540 -117.34672896 51
112  33.30921500 -117.34632511  33.30926913 -117.34626175 51
115  33.30932408 -117.34631469
120 Linear Feature 200
111  33.30868698 -117.34680751 51
112  33.30868352 -117.34665536  33.30874825 -117.34657228 51
112  33.30909785 -117.34616844  33.30915198 -117.34610508 51
115  33.30919973 -117.34615573
120 Linear Feature 200
111  33.30840161 -117.34646171 51
112  33.30839753 -117.34630696  33.30846225 -117.34622389 51
112  33.30881185 -117.34582004  33.30886598 -117.34575668 51
115  33.30892093 -117.34580961
120 Linear Feature 200
111  33.30831012 -117.34634260 51
112  33.30830449 -117.34619564  33.30836921 -117.34611256 51
112  33.30871881 -117.34570872  33.30877295 -117.34564536 51
115  33.30883071 -117.34569492
120 Linear Feature 200
111  33.30816557 -117.34615924 51
112  33.30816150 -117.34600598  33.30822622 -117.34592291 51
112  33.30857582 -117.34551906  33.30862995 -117.34545570 51
115  33.30868490 -117.34550864
120 Linear Feature 200
111  33.30799187 -117.34593792 51
112  33.30798749 -117.34578540  33.30805221 -117.34570233 51
112  33.30840181 -117.34529848  33.30845594 -117.34523512 51
115  33.30851089 -117.34528805
120 Linear Feature 200
111  33.30851054 -117.34528778 51
112  33.30850776 -117.34514810  33.30857248 -117.34506502 51
112  33.30892039 -117.34466354  33.30897452 -117.34460018 51
115  33.30902947 -117.34465311
120 Linear Feature 200
111  33.30868455 -117.34550832 51
112  33.30868205 -117.34536594  33.30874677 -117.34528287 51
112  33.30909440 -117.34488206  33.30914853 -117.34481870 51
115  33.30920388 -117.34487132
120 Linear Feature 200
111  33.30883096 -117.34569434 51
112  33.30882480 -117.34554421  33.30888952 -117.34546113 51
112  33.30923912 -117.34505729  33.30929325 -117.34499393 51
115  33.30934492 -117.34504655
120 Linear Feature 200
111  33.30892141 -117.34580983 51
112  33.30894605 -117.34569445  33.30901077 -117.34561137 51
112  33.30935628 -117.34521396  33.30941041 -117.34515060 51
115  33.30946536 -117.34520212
120 Linear Feature 200
111  33.30919935 -117.34615505 51
112  33.30920843 -117.34602215  33.30927315 -117.34593907 51
112  33.30961471 -117.34554587  33.30966884 -117.34548250 51
115  33.30972696 -117.34553341
120 Linear Feature 200
111  33.30932348 -117.34631414 51
112  33.30931810 -117.34616111  33.30938282 -117.34607803 51
112  33.30972669 -117.34567780  33.30978082 -117.34561444 51
115  33.30983493 -117.34566839
120 Linear Feature 200
111  33.30946787 -117.34649804 51
112  33.30946699 -117.34635247  33.30953171 -117.34626939 51
112  33.30987658 -117.34586953  33.30993071 -117.34580616 51
115  33.30998672 -117.34585784
120 Linear Feature 200
111  33.30962471 -117.34669742 51
112  33.30961904 -117.34654611  33.30968376 -117.34646303 51
112  33.31003336 -117.34605919  33.31008749 -117.34599583 51
115  33.31013840 -117.34604720
120 Linear Feature 200
111  33.30971430 -117.34681242 51
112  33.30970863 -117.34666361  33.30977335 -117.34658054 51
112  33.31012295 -117.34617669  33.31017708 -117.34611333 51
115  33.31024476 -117.34618045
120 Linear Feature 200
111  33.30972842 -117.34553417 51
112  33.30973792 -117.34540608  33.30980264 -117.34532300 51
112  33.31015224 -117.34491916  33.31020637 -117.34485580 51
115  33.31026220 -117.34490789
120 Linear Feature 200
111  33.30983898 -117.34567293 51
112  33.30983324 -117.34552154  33.30989796 -117.34543846 51
112  33.31024756 -117.34503462  33.31030169 -117.34497126 51
115  33.31035664 -117.34502419
120 Linear Feature 200
111  33.30998931 -117.34586001 51
112  33.30998504 -117.34571163  33.31004976 -117.34562855 51
112  33.31039936 -117.34522471  33.31045349 -117.34516135 51
115  33.31051369 -117.34522056
120 Linear Feature 200
111  33.31013860 -117.34604747 51
112  33.31014299 -117.34590004  33.31020771 -117.34581697 51
112  33.31055469 -117.34541480  33.31060882 -117.34535144 51
115  33.31066534 -117.34540730
120 Linear Feature 200
111  33.31026218 -117.34620453 51
112  33.31025686 -117.34605238  33.31032159 -117.34596931 51
112  33.31067119 -117.34556546  33.31072532 -117.34550210 51
115  33.31078027 -117.34555504
120 Linear Feature 196
111  33.31035042 -117.34750649 51
116  33.31019730 -117.34612131  33.30983658 -117.34572893
120 Linear Feature 195
112  33.30803435 -117.34859392  33.30793468 -117.34846691 51
112  33.30750735 -117.34791911  33.30748664 -117.34789433 51
112  33.30735929 -117.34789695  33.30730105 -117.34795580 51
112  33.30695803 -117.34836909  33.30694120 -117.34838922 51
112  33.30696564 -117.34853217  33.30703295 -117.34862356 51
112  33.30755144 -117.34928301  33.30758066 -117.34932410 51
112  33.30775574 -117.34930546  33.30784268 -117.34920404 51
114  33.30807886 -117.34892380  33.30817335 -117.34881074 51
120 Linear Feature 195
112  33.30942618 -117.34514882  33.30932651 -117.34502181 51
