I
1050 Generated by WorldEditor

1    232 1 0 KNLC LEMOORE NAS
112  36.33344875 -119.94865399  36.33348231 -119.94850058 51
115  36.33337805 -119.94840338
120 Linear Feature 160
111  36.33406893 -119.94878160 51
112  36.33387629 -119.94889494  36.33381221 -119.94901237
111  36.33387629 -119.94889494
112  36.33387629 -119.94889494  36.33390985 -119.94874154 51
115  36.33380178 -119.94863705
120 Linear Feature 160
111  36.33448744 -119.94901436 51
112  36.33430137 -119.94911760  36.33423729 -119.94923502
111  36.33430137 -119.94911760
112  36.33430137 -119.94911760  36.33433494 -119.94896419 51
115  36.33422200 -119.94886673
120 Linear Feature 160
111  36.33492026 -119.94925384 51
112  36.33473137 -119.94936161  36.33466729 -119.94947903
111  36.33473137 -119.94936161
112  36.33473137 -119.94936161  36.33476494 -119.94920820 51
115  36.33465710 -119.94910872
120 Linear Feature 144
111  36.33453782 -119.95141385 51 101
111  36.33484688 -119.95056080 51 101
111  36.33491635 -119.95038127 51 101
111  36.33498172 -119.95019862 51 101
111  36.33504342 -119.95002619 51 101
111  36.33519250 -119.94960955 51 101
111  36.33521172 -119.94955585 51 101
112  36.33516850 -119.94939235  36.33510437 -119.94929351
111  36.33516850 -119.94939235
112  36.33516850 -119.94939235  36.33515547 -119.94938443 51 101
111  36.33492026 -119.94925384 51 101
111  36.33465710 -119.94910872 51 101
111  36.33448744 -119.94901436 51 101
111  36.33422200 -119.94886673 51 101
111  36.33406893 -119.94878160 51 101
111  36.33380178 -119.94863705 51 101
111  36.33364040 -119.94854805 51 101
111  36.33337805 -119.94840338 51 101
111  36.33320369 -119.94830722 51 101
111  36.33293080 -119.94815674 51 101
111  36.33271341 -119.94803685 51 101
111  36.33261860 -119.94798457 51 101
111  36.33251243 -119.94792814 51 101
111  36.33222165 -119.94776836 51 101
111  36.33196630 -119.94762927 51 101
111  36.33180305 -119.94754035 51 101
111  36.33153158 -119.94739249 51 101
111  36.33137569 -119.94731180 51 101
111  36.33112157 -119.94717424 51 101
111  36.33095263 -119.94708100 51 101
111  36.33068475 -119.94693571 51 101
111  36.33051898 -119.94684581 51 101
111  36.33025190 -119.94670095 51 101
111  36.33004748 -119.94659008 51 101
112  36.32987304 -119.94649545  36.32986779 -119.94649312
111  36.32987304 -119.94649545
112  36.32987304 -119.94649545  36.32982267 -119.94647312 51 101
111  36.32968957 -119.94649099 51 101
112  36.32888002 -119.94658544  36.32883883 -119.94659112 51 101
115  36.32876684 -119.94664151
120 Linear Feature 143
111  36.33445999 -119.95164388 51 101
111  36.33453778 -119.95141715 51 101
116  36.33440057 -119.95149112  36.33433559 -119.95145834
120 Linear Feature 151
111  36.32640783 -119.95169807 53 102
111  36.32666694 -119.95182838 53 102
112  36.32677863 -119.95175075  36.32681425 -119.95166234 53 102
111  36.32687468 -119.95144022 53 102
112  36.32676523 -119.95117406  36.32663068 -119.95109547 53 102
111  36.32632994 -119.95092594 53 102
111  36.32675532 -119.94969772 53 102
112  36.32689046 -119.94959036  36.32693363 -119.94949213 53 102
111  36.32704723 -119.94917772 53 102
111  36.32744454 -119.94938236 53 102
112  36.32770672 -119.94920456  36.32777147 -119.94902148 53 102
111  36.32805809 -119.94818468 53 102
112  36.32802025 -119.94793978  36.32794470 -119.94782368 53 102
112  36.32726856 -119.94692876  36.32717863 -119.94683499 53 102
115  36.32699875 -119.94695108
120 Linear Feature 157
111  36.32788092 -119.94442712 51
115  36.32960371 -119.94424015
120 Linear Feature 156
111  36.32576832 -119.94579081 51
115  36.32638779 -119.94396576
120 Linear Feature 156
111  36.32666265 -119.94622796 51
115  36.32728949 -119.94441206
120 Linear Feature 156
111  36.32623527 -119.94602167 51
115  36.32685474 -119.94419662
120 Linear Feature 155
111  36.32633503 -119.94376238 51
112  36.32638779 -119.94396576  36.32635232 -119.94411236
111  36.32638779 -119.94396576
112  36.32638779 -119.94396576  36.32642179 -119.94389480 51
115  36.32657043 -119.94387844
120 Linear Feature 155
111  36.32721902 -119.94422242 51
112  36.32728949 -119.94441206  36.32725402 -119.94455866
111  36.32728949 -119.94441206
112  36.32728949 -119.94441206  36.32732349 -119.94434109 51
115  36.32744328 -119.94433832
120 Linear Feature 155
111  36.32680198 -119.94399324 51
112  36.32685474 -119.94419662  36.32681927 -119.94434322
111  36.32685474 -119.94419662
112  36.32685474 -119.94419662  36.32688874 -119.94412565 51
115  36.32702621 -119.94412316
120 Linear Feature 155
111  36.32583388 -119.94599470 51
112  36.32576832 -119.94579585  36.32580487 -119.94564966
111  36.32576832 -119.94579585
112  36.32576832 -119.94579585  36.32573380 -119.94586643 51
115  36.32559335 -119.94587722
120 Linear Feature 155
111  36.32672821 -119.94643184 51
112  36.32666265 -119.94623300  36.32669920 -119.94608681
111  36.32666265 -119.94623300
112  36.32666265 -119.94623300  36.32662813 -119.94630357 51
115  36.32648769 -119.94631437
120 Linear Feature 155
111  36.32630083 -119.94622555 51
112  36.32623527 -119.94602671  36.32627182 -119.94588052
111  36.32623527 -119.94602671
112  36.32623527 -119.94602671  36.32620075 -119.94609728 51
115  36.32606031 -119.94610807
120 Linear Feature 152
111  36.32618307 -119.95219473 53 102
111  36.32622774 -119.95227236 53 102
111  36.32647569 -119.95241099 53 102
112  36.32654940 -119.95239158  36.32656727 -119.95235277 53 102
111  36.32668343 -119.95203669 53 102
112  36.32667003 -119.95197015  36.32664322 -119.95194520 53 102
112  36.32644218 -119.95183430  36.32642655 -119.95182875 53 102
115  36.32635732 -119.95181386
120 Linear Feature 154
111  36.32787763 -119.94442274 51
112  36.32762995 -119.94443555  36.32756852 -119.94440200
111  36.32762995 -119.94443555
112  36.32762995 -119.94443555  36.32761350 -119.94442656 51
111  36.32744328 -119.94433832 51
111  36.32721902 -119.94422242 51
111  36.32702621 -119.94412316 51
111  36.32680198 -119.94399324 51
111  36.32657043 -119.94387844 51
111  36.32633503 -119.94376238 51
111  36.32624933 -119.94372072 51
112  36.32609181 -119.94377658  36.32604003 -119.94391268
111  36.32609181 -119.94377658
112  36.32609181 -119.94377658  36.32602886 -119.94394041 51
112  36.32541196 -119.94565446  36.32537867 -119.94577325 51
115  36.32545403 -119.94581196
120 Linear Feature 153
111  36.32824705 -119.94807522 51
112  36.32722430 -119.94667659  36.32710558 -119.94659800 51
111  36.32630083 -119.94622555 51
111  36.32606031 -119.94610807 51
115  36.32545403 -119.94581196
120 Linear Feature 159
111  36.32970108 -119.94870333 51
115  36.33032904 -119.94695081
120 Linear Feature 159
111  36.33013605 -119.94892660 51
115  36.33076401 -119.94717408
120 Linear Feature 159
111  36.33055526 -119.94917018 51
115  36.33118322 -119.94741766
120 Linear Feature 159
111  36.33098339 -119.94940637 51
115  36.33161135 -119.94765385
120 Linear Feature 159
111  36.33140260 -119.94963518 51
115  36.33203056 -119.94788266
120 Linear Feature 159
111  36.33282078 -119.95040651 51
115  36.33344875 -119.94865399
120 Linear Feature 159
111  36.33324832 -119.95064746 51
115  36.33387629 -119.94889494
120 Linear Feature 159
111  36.33367341 -119.95087012 51
115  36.33430137 -119.94911760
120 Linear Feature 159
111  36.33410341 -119.95111413 51
115  36.33473137 -119.94936161
120 Linear Feature 158
111  36.32976493 -119.94894215 51
112  36.32970108 -119.94870333  36.32974075 -119.94855371
111  36.32970108 -119.94870333
112  36.32970108 -119.94870333  36.32960954 -119.94883401 51
115  36.32951830 -119.94880653
120 Linear Feature 158
111  36.33020337 -119.94918322 51
112  36.33013605 -119.94892660  36.33017572 -119.94877699
111  36.33013605 -119.94892660
112  36.33013605 -119.94892660  36.33004451 -119.94905728 51
115  36.32994165 -119.94903931
120 Linear Feature 158
111  36.33063084 -119.94941797 51
112  36.33055526 -119.94917018  36.33059493 -119.94902056
111  36.33055526 -119.94917018
112  36.33055526 -119.94917018  36.33046372 -119.94930085 51
115  36.33036732 -119.94927337
120 Linear Feature 158
111  36.33104802 -119.94964766 51
112  36.33098339 -119.94940637  36.33102306 -119.94925675
111  36.33098339 -119.94940637
112  36.33098339 -119.94940637  36.33089185 -119.94953704 51
115  36.33079197 -119.94950687
120 Linear Feature 158
111  36.33147802 -119.94988409 51
112  36.33140260 -119.94963518  36.33144227 -119.94948556
111  36.33140260 -119.94963518
112  36.33140260 -119.94963518  36.33131106 -119.94976586 51
115  36.33121094 -119.94973888
120 Linear Feature 158
111  36.33288403 -119.95065599 51
112  36.33282078 -119.95040651  36.33286045 -119.95025689
111  36.33282078 -119.95040651
112  36.33282078 -119.95040651  36.33272924 -119.95053718 51
115  36.33262333 -119.95051234
120 Linear Feature 158
111  36.33331753 -119.95089487 51
112  36.33324832 -119.95064746  36.33328799 -119.95049785
111  36.33324832 -119.95064746
112  36.33324832 -119.95064746  36.33315678 -119.95077814 51
115  36.33305061 -119.95074778
120 Linear Feature 158
111  36.33375665 -119.95113595 51
112  36.33367341 -119.95087012  36.33371307 -119.95072050
111  36.33367341 -119.95087012
112  36.33367341 -119.95087012  36.33358187 -119.95100080 51
115  36.33348682 -119.95098563
120 Linear Feature 158
111  36.33418608 -119.95137316 51
112  36.33410341 -119.95111413  36.33414307 -119.95096451
111  36.33410341 -119.95111413
112  36.33410341 -119.95111413  36.33401186 -119.95124481 51
115  36.33390372 -119.95121788
120 Linear Feature 169
111  36.33270510 -119.94958558 20
115  36.33230759 -119.94935963
120 Linear Feature 169
111  36.33259454 -119.94989352 20
115  36.33219663 -119.94966848
120 Linear Feature 168
111  36.33248262 -119.95020527 20
111  36.33259454 -119.94989352 20
111  36.33270510 -119.94958558 20
111  36.33281565 -119.94927765 20
111  36.33241764 -119.94905331 20
111  36.33230759 -119.94935963 20
111  36.33219663 -119.94966848 20
113  36.33208257 -119.94998597 20
120 Linear Feature 167
111  36.33257886 -119.94810420 51
112  36.33271341 -119.94803685  36.33277998 -119.94805924
111  36.33271341 -119.94803685
112  36.33271341 -119.94803685  36.33262880 -119.94798348 51
111  36.33266682 -119.94786115 51
112  36.33251243 -119.94792814  36.33243337 -119.94789543
111  36.33251243 -119.94792814
114  36.33251243 -119.94792814  36.33258455 -119.94799701 51
120 Linear Feature 166
112  36.33192004 -119.94992575  36.33192004 -119.94992481 51
111  36.33204451 -119.94957818 51
111  36.33215526 -119.94926640 51
115  36.33226172 -119.94898168
120 Linear Feature 165
111  36.33196537 -119.95014978 51
112  36.33192004 -119.94992575  36.33195327 -119.94983180
111  36.33192004 -119.94992575
112  36.33192004 -119.94992575  36.33184251 -119.95004950 51
115  36.33174257 -119.95002956
120 Linear Feature 164
111  36.33274145 -119.94998576 51
112  36.33264922 -119.94973869  36.33251378 -119.94966969
111  36.33264922 -119.94973869 51
112  36.33224924 -119.94952056  36.33224924 -119.94952444
111  36.33224924 -119.94952056
112  36.33224924 -119.94952056  36.33211898 -119.94945071 51
115  36.33215526 -119.94926640
120 Linear Feature 164
111  36.33262099 -119.95032121 51
112  36.33253848 -119.95005046  36.33240303 -119.94998146
111  36.33253848 -119.95005046 51
112  36.33213849 -119.94983233  36.33213849 -119.94983621
111  36.33213849 -119.94983233
112  36.33213849 -119.94983233  36.33200823 -119.94976248 51
115  36.33204451 -119.94957818
120 Linear Feature 163
111  36.33249594 -119.95044214 51
112  36.33262099 -119.95032121  36.33265377 -119.95023356
111  36.33262099 -119.95032121
112  36.33262099 -119.95032121  36.33263660 -119.95027947 51
111  36.33274145 -119.94998576 51
111  36.33285271 -119.94967542 51
112  36.33278819 -119.94944986  36.33270359 -119.94939649 51
112  36.33234163 -119.94919656  36.33224094 -119.94914732 51
111  36.33226300 -119.94897696 51
111  36.33257886 -119.94810420 51
111  36.33266682 -119.94786115 51 101
115  36.33345845 -119.94564770
120 Linear Feature 174
111  36.32983657 -119.94359269 51 101
115  36.33190965 -119.94330684
120 Linear Feature 173
111  36.32969543 -119.94398636 51 101
111  36.32983657 -119.94359269 51 101
111  36.33022697 -119.94250385 51 101
115  36.33029832 -119.94243004
120 Linear Feature 172
111  36.32849742 -119.94739086 51 101
112  36.32859935 -119.94736108  36.32866433 -119.94734343
111  36.32859935 -119.94736108
112  36.32859935 -119.94736108  36.32856685 -119.94734847 51 101
115  36.32856751 -119.94719801
120 Linear Feature 172
111  36.32841987 -119.94760423 51 101
112  36.32853096 -119.94755298  36.32859595 -119.94753533
111  36.32853096 -119.94755298
112  36.32853096 -119.94755298  36.32849847 -119.94754037 51 101
115  36.32849742 -119.94739086
120 Linear Feature 171
111  36.32956746 -119.94723603 51 101
115  36.32859935 -119.94736108
120 Linear Feature 171
111  36.32949907 -119.94742793 51 101
115  36.32853096 -119.94755298
120 Linear Feature 170
111  36.32965248 -119.94742698 51 101
112  36.32956746 -119.94723603  36.32948146 -119.94725738
111  36.32956746 -119.94723603
112  36.32956746 -119.94723603  36.32969031 -119.94723908 51 101
115  36.32975929 -119.94712807
120 Linear Feature 170
111  36.32958338 -119.94762035 51 101
112  36.32949907 -119.94742793  36.32941307 -119.94744928
111  36.32949907 -119.94742793
112  36.32949907 -119.94742793  36.32962193 -119.94743098 51 101
115  36.32969034 -119.94732104
120 Linear Feature 190
111  36.33039144 -119.94172095 53 102
111  36.33087350 -119.94068050 53 102
112  36.33151026 -119.94027860  36.33199387 -119.94036181 53 102
111  36.33642696 -119.94178594 53 102
112  36.33679894 -119.94155014  36.33689744 -119.94128404 53 102
111  36.33705616 -119.94086241 53 102
111  36.34041705 -119.94270273 53 102
111  36.33952904 -119.94525875 53 102
111  36.33968139 -119.94535602 53 102
111  36.34019940 -119.94698257 53 102
115  36.34031693 -119.94719332
120 Linear Feature 189
111  36.33871308 -119.94630743 53 102
112  36.33898613 -119.94609619  36.33903649 -119.94593095
111  36.33898613 -119.94609619
112  36.33898613 -119.94609619  36.33899563 -119.94606502 53 102
111  36.33907714 -119.94586039 53 102
111  36.33970001 -119.94411654 53 102
112  36.33959946 -119.94374205  36.33944117 -119.94364380 53 102
111  36.33651304 -119.94204373 53 102
111  36.33144405 -119.94053197 53 102
112  36.33117112 -119.94063301  36.33107057 -119.94074593 53 102
111  36.33113282 -119.94103122 53 102
115  36.33153503 -119.94232692
120 Linear Feature 188
111  36.33907714 -119.94586039 54 104
115  36.33999918 -119.94636638
120 Linear Feature 185
111  36.33941353 -119.94522334 51 101
111  36.33934624 -119.94541009 51 101
111  36.33928301 -119.94558555 51 101
111  36.33897444 -119.94644188 2
112  36.33874296 -119.94709400  36.33869547 -119.94721190 51 101
115  36.33852061 -119.94733412
120 Linear Feature 184
111  36.34001432 -119.94322849 51
112  36.33986064 -119.94320150  36.33980308 -119.94322829 51
112  36.33942992 -119.94342439  36.33938316 -119.94345119 51
115  36.33929798 -119.94345222
120 Linear Feature 184
111  36.33958766 -119.94299062 51
112  36.33946165 -119.94299850  36.33940409 -119.94302529 51
112  36.33903093 -119.94322139  36.33898416 -119.94324819 51
115  36.33891651 -119.94324120
120 Linear Feature 184
111  36.33922065 -119.94278663 51
112  36.33910190 -119.94278738  36.33904434 -119.94281417 51
112  36.33867118 -119.94301027  36.33862441 -119.94303707 51
115  36.33854661 -119.94303659
120 Linear Feature 184
111  36.33887371 -119.94259379 51
112  36.33875196 -119.94259250  36.33869440 -119.94261929 51
112  36.33832124 -119.94281539  36.33827448 -119.94284219 51
115  36.33819784 -119.94284367
120 Linear Feature 184
111  36.33849817 -119.94238506 51
112  36.33836932 -119.94239356  36.33831176 -119.94242036 51
112  36.33793860 -119.94261646  36.33789184 -119.94264325 51
115  36.33781542 -119.94263214
120 Linear Feature 184
111  36.33812284 -119.94218245 51
112  36.33799322 -119.94218650  36.33793566 -119.94221330 51
112  36.33756250 -119.94240940  36.33751573 -119.94243619 51
115  36.33745492 -119.94243272
120 Linear Feature 184
111  36.33774733 -119.94197516 51
112  36.33762366 -119.94197945  36.33756610 -119.94200625 51
112  36.33719294 -119.94220234  36.33714617 -119.94222914 51
115  36.33707423 -119.94222214
120 Linear Feature 184
111  36.33739524 -119.94178080 51
112  36.33727699 -119.94177240  36.33721943 -119.94179919 51
112  36.33684627 -119.94199529  36.33679951 -119.94202209 51
115  36.33672280 -119.94202775
120 Linear Feature 184
111  36.33776637 -119.94138125 51
112  36.33764328 -119.94138265  36.33758572 -119.94140945 51
112  36.33722238 -119.94160148  36.33717561 -119.94162828 51
115  36.33711085 -119.94162381
120 Linear Feature 184
111  36.33814964 -119.94159215 51
112  36.33802919 -119.94159376  36.33797163 -119.94162056 51
112  36.33760829 -119.94181260  36.33756152 -119.94183939 51
115  36.33749628 -119.94183658
120 Linear Feature 184
111  36.33853633 -119.94180495 51
112  36.33841838 -119.94179676  36.33836082 -119.94182355 51
112  36.33799747 -119.94201559  36.33795070 -119.94204239 51
115  36.33788911 -119.94205343
120 Linear Feature 184
111  36.33890059 -119.94200539 51
112  36.33878466 -119.94199975  36.33872710 -119.94202655 51
112  36.33836376 -119.94221859  36.33831699 -119.94224538 51
115  36.33824516 -119.94224443
120 Linear Feature 184
111  36.33928297 -119.94221581 51
112  36.33916319 -119.94221270  36.33910563 -119.94223949 51
112  36.33874228 -119.94243153  36.33869551 -119.94245833 51
115  36.33862764 -119.94245702
120 Linear Feature 184
111  36.33962210 -119.94240243 51
112  36.33949955 -119.94239937  36.33944199 -119.94242617 51
112  36.33907865 -119.94261821  36.33903188 -119.94264500 51
115  36.33896775 -119.94264606
120 Linear Feature 184
111  36.33999660 -119.94260851 51
112  36.33987549 -119.94261061  36.33981793 -119.94263741 51
112  36.33945458 -119.94282945  36.33940782 -119.94285624 51
115  36.33933517 -119.94285028
120 Linear Feature 183
111  36.34021971 -119.94299791 51
112  36.34010573 -119.94290537  36.34001712 -119.94294433 51
112  36.33983592 -119.94303935  36.33978454 -119.94306153 51
115  36.33970501 -119.94305585
120 Linear Feature 182
111  36.33689148 -119.94164455 51
112  36.33703371 -119.94158044  36.33715471 -119.94162104
111  36.33703371 -119.94158044
112  36.33703371 -119.94158044  36.33704330 -119.94158365 51
111  36.33711085 -119.94162381 51
111  36.33739524 -119.94178080 51
111  36.33749628 -119.94183658 51
111  36.33774733 -119.94197516 51
111  36.33788911 -119.94205343 51
111  36.33812284 -119.94218245 51
111  36.33824516 -119.94224443 51
111  36.33849817 -119.94238506 51
111  36.33862764 -119.94245702 51
111  36.33887371 -119.94259379 51
111  36.33896775 -119.94264606 51
111  36.33922065 -119.94278663 51
111  36.33933517 -119.94285028 51
111  36.33958766 -119.94299062 51
111  36.33970501 -119.94305585 51
112  36.34001432 -119.94322849  36.34002762 -119.94323544
111  36.34001432 -119.94322849
112  36.34001432 -119.94322849  36.34008267 -119.94326422 51
115  36.34007581 -119.94339173
120 Linear Feature 181
111  36.33652871 -119.94192038 51
112  36.33679075 -119.94180085  36.33684751 -119.94174381 51
111  36.33689148 -119.94164455 51
111  36.33705696 -119.94116224 51
112  36.33722964 -119.94108632  36.33734046 -119.94115342
111  36.33722964 -119.94108632
112  36.33722964 -119.94108632  36.33725835 -119.94110370 51
111  36.33776637 -119.94138125 51
111  36.33814964 -119.94159215 51
111  36.33853633 -119.94180495 51
111  36.33890059 -119.94200539 51
111  36.33928297 -119.94221581 51
111  36.33962210 -119.94240243 51
111  36.33999660 -119.94260851 51
112  36.34020663 -119.94272588  36.34022149 -119.94273486
111  36.34020663 -119.94272588
112  36.34020663 -119.94272588  36.34032763 -119.94279896 51
111  36.34021971 -119.94299791 51
111  36.34007581 -119.94339173 51
115  36.33988902 -119.94390098
120 Linear Feature 180
111  36.33056209 -119.94116783 54 104
111  36.33100591 -119.94141161 54 104
115  36.33121544 -119.94131401
120 Linear Feature 179
111  36.33096092 -119.94090063 51 101
115  36.33138607 -119.94227681
120 Linear Feature 187
111  36.33976845 -119.94597290 51
112  36.33931297 -119.94569792  36.33925757 -119.94560950
111  36.33931297 -119.94569792
112  36.33931297 -119.94569792  36.33930110 -119.94569792 51
115  36.33928301 -119.94558555
120 Linear Feature 186
111  36.33934624 -119.94541009 51
112  36.33940399 -119.94556529  36.33942773 -119.94560459 51
112  36.33963351 -119.94568319  36.33967308 -119.94570284 51
115  36.33970044 -119.94575698
120 Linear Feature 178
111  36.34011681 -119.94707876 51 101
111  36.33976845 -119.94597290 51 101
111  36.33970044 -119.94575698 51 101
111  36.33961317 -119.94547994 51 101
111  36.33956280 -119.94543528 51 101
111  36.33947646 -119.94538169 51 101
111  36.33941171 -119.94522538 51 101
111  36.33988902 -119.94390098 51 101
111  36.33984549 -119.94375508 51 101
111  36.33929798 -119.94345222 51 101
111  36.33891651 -119.94324120 51 101
111  36.33854661 -119.94303659 51 101
111  36.33819784 -119.94284367 51 101
111  36.33781542 -119.94263214 51 101
111  36.33745492 -119.94243272 51 101
111  36.33707423 -119.94222214 51 101
111  36.33672280 -119.94202775 51 101
111  36.33652871 -119.94192038 51 101
112  36.33148547 -119.94040429  36.33114208 -119.94032716 51 101
111  36.33105018 -119.94062042 51 101
111  36.33096092 -119.94090063 51 101
112  36.33052268 -119.94164758  36.33049889 -119.94169925 51 101
115  36.33050960 -119.94178967
120 Linear Feature 200
111  36.33034709 -119.94311625 54 104
115  36.32996388 -119.94290377
120 Linear Feature 199
111  36.33077068 -119.94358281 54 104
115  36.33074947 -119.94332809
120 Linear Feature 199
111  36.33440928 -119.94560172 54 104
115  36.33438609 -119.94533703
120 Linear Feature 199
111  36.33796122 -119.94753861 54 104
115  36.33793924 -119.94729071
120 Linear Feature 199
111  36.34888154 -119.95332410 54 104
115  36.34869260 -119.95322318
120 Linear Feature 199
111  36.35640450 -119.95746209 54 104
115  36.35622391 -119.95736627
120 Linear Feature 198
111  36.36385612 -119.96156629 54 104
115  36.36347360 -119.96135997
120 Linear Feature 197
111  36.33540258 -119.94955638 51 101
116  36.33519250 -119.94960955  36.33511345 -119.94974212
120 Linear Feature 197
111  36.33534167 -119.94974430 51 101
116  36.33512542 -119.94978907  36.33504636 -119.94992164
120 Linear Feature 197
111  36.33512567 -119.95032867 51 101
116  36.33491635 -119.95038127  36.33483730 -119.95051385
120 Linear Feature 197
111  36.33506660 -119.95052117 51 101
116  36.33484688 -119.95056080  36.33476783 -119.95069337
120 Linear Feature 196
111  36.33586941 -119.95034541 51 101
111  36.33540258 -119.94955638 51 101
112  36.33537871 -119.94951645  36.33537139 -119.94949865
111  36.33537871 -119.94951645
112  36.33537871 -119.94951645  36.33531751 -119.94946266 51 101
115  36.33516850 -119.94939235
120 Linear Feature 196
111  36.33580849 -119.95053332 51 101
111  36.33534167 -119.94974430 51 101
112  36.33526853 -119.94959265  36.33526121 -119.94957485
111  36.33526853 -119.94959265
112  36.33526853 -119.94959265  36.33522911 -119.94948241 51 101
115  36.33516850 -119.94939235
120 Linear Feature 196
111  36.33559250 -119.95111769 51 101
111  36.33512567 -119.95032867 51 101
112  36.33504969 -119.95018878  36.33504238 -119.95017098
111  36.33504969 -119.95018878
112  36.33504969 -119.95018878  36.33501502 -119.95010442 51 101
115  36.33504342 -119.95002619
120 Linear Feature 196
111  36.33553342 -119.95131019 51 101
111  36.33506660 -119.95052117 51 101
112  36.33499062 -119.95038128  36.33498330 -119.95036347
111  36.33499062 -119.95038128
112  36.33499062 -119.95038128  36.33495594 -119.95029691 51 101
115  36.33498172 -119.95019862
120 Linear Feature 195
111  36.33594634 -119.95055006 51 101
112  36.33586941 -119.95034541  36.33579472 -119.95025764
111  36.33586941 -119.95034541
112  36.33586941 -119.95034541  36.33598704 -119.95040822 51 101
115  36.33605921 -119.95023620
120 Linear Feature 195
111  36.33585854 -119.95079423 51 101
112  36.33580849 -119.95053332  36.33575041 -119.95045014
111  36.33580849 -119.95053332
112  36.33580849 -119.95053332  36.33587997 -119.95059156 51 101
115  36.33598289 -119.95044843
120 Linear Feature 195
111  36.33565692 -119.95135490 51 101
112  36.33559250 -119.95111769  36.33550668 -119.95101040
111  36.33559250 -119.95111769
112  36.33559250 -119.95111769  36.33566398 -119.95117593 51 101
115  36.33576925 -119.95104253
120 Linear Feature 195
111  36.33557392 -119.95158570 51 101
112  36.33553342 -119.95131019  36.33547534 -119.95122700
111  36.33553342 -119.95131019
112  36.33553342 -119.95131019  36.33560490 -119.95136842 51 101
115  36.33569629 -119.95124540
120 Linear Feature 193
111  36.31872053 -119.95150294 54 104
115  36.31871038 -119.95178521
120 Linear Feature 93
111  36.33586002 -119.94839371 53 102
111  36.33546197 -119.94949177 53 102
111  36.33585019 -119.95018111 53 102
111  36.33606551 -119.94959976 53 102
111  36.33621268 -119.94949014 53 102
111  36.33677395 -119.94793231 53 102
112  36.33667257 -119.94756693  36.33651788 -119.94744635 53 102
112  36.33375693 -119.94595807  36.33354827 -119.94584196 53 102
111  36.33341660 -119.94609561 53 102
112  36.33285864 -119.94762820  36.33280719 -119.94778047 53 102
111  36.33292195 -119.94787871 53 102
111  36.33533191 -119.94920502 53 102
112  36.33548228 -119.94912152  36.33552581 -119.94901836 53 102
111  36.33555351 -119.94890046 53 102
115  36.33532004 -119.94875801
120 Linear Feature 103
111  36.32942936 -119.95682528 51 101
111  36.33296555 -119.95877252 51 101
115  36.33078907 -119.95904268
14  36.32655737 -119.94862041  98.43 0 New Tower Viewpoint 3
1300  36.33462192 -119.95655432 877.03 tie_down fighters CHARLIE 2-01
1301 A military 
1300  36.33547994 -119.95702458 877.03 tie_down fighters CHARLIE 4-01
1301 A military 
1300  36.33412694 -119.94917997 697.14 tie_down fighters ECHO 3-10
1301 A military 
1300  36.33383302 -119.95085835 876.83 tie_down fighters ECHO 2-01
1301 A military 
1300  36.33927456 -119.94308586  26.21 tie_down fighters CALA APRON
1301 A military 
1300  36.33498816 -119.94965000 697.14 tie_down fighters ECHO 1-10
1301 A military 
1300  36.33383302 -119.95085835 876.83 tie_down fighters HANGAR 1-A-8
1301 A military 
1300  36.33498816 -119.94965000 697.14 tie_down fighters HANGAR 1-A-8
1301 A military 
1300  36.33579372 -119.95536055 697.14 tie_down fighters CHARLIE 3-10
1301 A military 
1300  36.33493888 -119.95488490 697.14 tie_down fighters CHARLIE 1-10
1301 A military 
1300  36.33468538 -119.95638269 877.03 tie_down fighters CHARLIE 2-02
1301 A military 
1300  36.33554341 -119.95685295 877.03 tie_down fighters CHARLIE 4-02
1301 A military 
1300  36.33327335 -119.94871023 697.14 tie_down fighters ECHO 5-04
1301 A military 
1300  36.33406373 -119.94935174 697.14 tie_down fighters ECHO 3-09
1301 A military 
1300  36.33389698 -119.95068700 876.83 tie_down fighters ECHO 2-02
1301 A military 
1300  36.33492495 -119.94982177 697.14 tie_down fighters ECHO 1-09
1301 A military 
1300  36.33389698 -119.95068700 876.83 tie_down fighters HANGAR 1-A-8
1301 A military 
1300  36.33492495 -119.94982177 697.14 tie_down fighters HANGAR 1-A-8
1301 A military 
1300  36.33573051 -119.95553232 697.14 tie_down fighters CHARLIE 3-09
1301 A military 
1300  36.33487567 -119.95505667 697.14 tie_down fighters CHARLIE 1-09
1301 A military 
1300  36.33474542 -119.95621106 877.03 tie_down fighters CHARLIE 2-03
1301 A military 
1300  36.33560345 -119.95668131 877.03 tie_down fighters CHARLIE 4-03
1301 A military 
1300  36.33321356 -119.94888201 697.14 tie_down fighters ECHO 5-03
1301 A military 
1300  36.33400394 -119.94952352 697.14 tie_down fighters ECHO 3-08
1301 A military 
1300  36.33395752 -119.95051563 876.83 tie_down fighters ECHO 2-03
1301 A military 
1300  36.33486516 -119.94999355 697.14 tie_down fighters ECHO 1-08
1301 A military 
1300  36.33395752 -119.95051563 876.83 tie_down fighters HANGAR 1-A-8
1301 A military 
1300  36.33486516 -119.94999355 697.14 tie_down fighters HANGAR 1-A-8
1301 A military 
1300  36.33567072 -119.95570410 697.14 tie_down fighters CHARLIE 3-08
1301 A military 
1300  36.33481588 -119.95522844 697.14 tie_down fighters CHARLIE 1-08
1301 A military 
1300  36.33388030 -119.95420333 696.39 tie_down fighters BRAVO 5-08
1301 A military 
