I
1050 Generated by WorldEditor 1.6.1r1

1    147 1 0 FACT Cape Town International Airport
116 -33.97367416  018.60040312 -33.97384046  018.60048085
120 Linear Feature 61
111 -33.97582790  018.60041163 2
115 -33.97576142  018.60044149
120 Linear Feature 60
111 -33.97565009  018.60030743 2
115 -33.97567330  018.60039320
120 Linear Feature 59
111 -33.97546904  018.60021177 2
115 -33.97541416  018.60023718
120 Linear Feature 58
111 -33.97529909  018.60010867 2
115 -33.97532441  018.60018872
120 Linear Feature 48
112 -33.97489508  018.60037232 -33.97484655  018.60047440
111 -33.97489508  018.60037232
112 -33.97489508  018.60037232 -33.97492299  018.60026195 1
112 -33.97485382  018.60009755 -33.97490143  018.59996854
111 -33.97485382  018.60009755
112 -33.97485382  018.60009755 -33.97487881  018.60002982 1
112 -33.97499866  018.60002596 -33.97505358  018.60005288
111 -33.97499866  018.60002596
112 -33.97499866  018.60002596 -33.97504835  018.60005032 1
112 -33.97506477  018.60020479 -33.97503770  018.60029258
111 -33.97506477  018.60020479
114 -33.97506477  018.60020479 -33.97501964  018.60031294 1
120 Linear Feature 48
112 -33.97523572  018.60055509 -33.97517899  018.60068242
111 -33.97523572  018.60055509
112 -33.97523572  018.60055509 -33.97527548  018.60042715 1
112 -33.97521572  018.60027099 -33.97526333  018.60014199
111 -33.97521572  018.60027099
112 -33.97521572  018.60027099 -33.97524072  018.60020327 1
112 -33.97536046  018.60021338 -33.97541538  018.60024031
111 -33.97536046  018.60021338
112 -33.97536046  018.60021338 -33.97541015  018.60023775 1
112 -33.97542604  018.60038586 -33.97539897  018.60047365
111 -33.97542604  018.60038586
114 -33.97542604  018.60038586 -33.97536906  018.60053683 1
120 Linear Feature 48
112 -33.97523572  018.60055509 -33.97517899  018.60068242
111 -33.97523572  018.60055509
112 -33.97523572  018.60055509 -33.97527548  018.60042715 1
112 -33.97521572  018.60027099 -33.97526333  018.60014199
111 -33.97521572  018.60027099
112 -33.97521572  018.60027099 -33.97524072  018.60020327 1
112 -33.97536046  018.60021338 -33.97541538  018.60024031
111 -33.97536046  018.60021338
112 -33.97536046  018.60021338 -33.97541015  018.60023775 1
112 -33.97542604  018.60038586 -33.97539897  018.60047365
111 -33.97542604  018.60038586
114 -33.97542604  018.60038586 -33.97536906  018.60053683 1
120 Linear Feature 47
111 -33.97579233  018.60023565 1
111 -33.97558886  018.60075588 1
115 -33.97549046  018.60100748
120 Linear Feature 47
111 -33.97543919  018.60003486 1
111 -33.97523572  018.60055509 1
115 -33.97513731  018.60080668
120 Linear Feature 27
111 -33.96234662  018.59646716 1
112 -33.96233808  018.59640106 -33.96232520  018.59637668 1
112 -33.96241105  018.59621849 -33.96251984  018.59621389
111 -33.96241105  018.59621849
112 -33.96241105  018.59621849 -33.96247065  018.59621859 1
112 -33.96252596  018.59632891 -33.96252313  018.59639286
111 -33.96252596  018.59632891
112 -33.96252596  018.59632891 -33.96252348  018.59638489 1
116 -33.96238051  018.59645976 -33.96225943  018.59644240
120 Linear Feature 26
111 -33.96241294  018.59605742 1
112 -33.96239331  018.59588520 -33.96244049  018.59580797 1
112 -33.96257352  018.59593278 -33.96259155  018.59604895 1
116 -33.96243463  018.59608916 -33.96237864  018.59608457
120 Linear Feature 25
111 -33.96206901  018.59606780 1
112 -33.96222544  018.59588012 -33.96238850  018.59587570 1
115 -33.96235369  018.59609630
120 Linear Feature 24
111 -33.96214810  018.59657496 1
112 -33.96207404  018.59650072 -33.96201513  018.59648188 1
112 -33.96202882  018.59629904 -33.96208926  018.59623546 1
116 -33.96220971  018.59643627 -33.96218426  018.59663771
120 Linear Feature 23
111 -33.96218324  018.59689301 1
112 -33.96221319  018.59674783 -33.96223758  018.59669485 1
112 -33.96233310  018.59650507 -33.96235091  018.59646447
111 -33.96233310  018.59650507
112 -33.96233310  018.59650507 -33.96233802  018.59649386 1
112 -33.96234662  018.59646716 -33.96235074  018.59645317
111 -33.96234662  018.59646716
112 -33.96234662  018.59646716 -33.96235741  018.59643048 1
112 -33.96237311  018.59633391 -33.96238048  018.59628290
111 -33.96237311  018.59633391
112 -33.96237311  018.59633391 -33.96237813  018.59629914 1
112 -33.96241294  018.59605742 -33.96242981  018.59594020
111 -33.96241294  018.59605742
112 -33.96241294  018.59605742 -33.96243026  018.59593708 1
115 -33.96244647  018.59582441
120 Linear Feature 22
111 -33.96219072  018.59696128 1
112 -33.96218324  018.59689301 -33.96217873  018.59685186
111 -33.96218324  018.59689301
112 -33.96218324  018.59689301 -33.96217396  018.59680837 1
112 -33.96214810  018.59657496 -33.96213808  018.59648555
111 -33.96214810  018.59657496
112 -33.96214810  018.59657496 -33.96214593  018.59655557 1
112 -33.96214253  018.59652565 -33.96214103  018.59651255
111 -33.96214253  018.59652565
112 -33.96214253  018.59652565 -33.96213075  018.59642281 1
112 -33.96206901  018.59606780 -33.96206291  018.59589040
111 -33.96206901  018.59606780
112 -33.96206901  018.59606780 -33.96206645  018.59599332 1
112 -33.96206225  018.59586846 -33.96206040  018.59581301
111 -33.96206225  018.59586846
112 -33.96206225  018.59586846 -33.96205969  018.59579184 1
115 -33.96205805  018.59574185
120 Linear Feature 21
112 -33.96246282  018.59723859 -33.96220980  018.59719447 1
111 -33.96219072  018.59696128 1
112 -33.96220675  018.59721088 -33.96221073  018.59727152 1
116 -33.96217148  018.59737882 -33.96215646  018.59739957
120 Linear Feature 20
111 -33.96433256  018.59662207 20
115 -33.96332165  018.59640931
120 Linear Feature 19
111 -33.96355853  018.59567958 1
112 -33.96351722  018.59602706 -33.96350750  018.59613291 1
112 -33.96358653  018.59634594 -33.96364538  018.59644615 1
112 -33.96378056  018.59668365 -33.96384163  018.59679472 1
111 -33.96384677  018.59691934 1
112 -33.96396009  018.59673131 -33.96404403  018.59665471 1
112 -33.96411876  018.59659245 -33.96418059  018.59653546 1
112 -33.96425650  018.59633795 -33.96428492  018.59618591
111 -33.96425650  018.59633795
112 -33.96425650  018.59633795 -33.96429843  018.59600534 1
115 -33.96432545  018.59587082
120 Linear Feature 18
111 -33.96379772  018.59727939 1
115 -33.96384677  018.59691934
120 Linear Feature 17
112 -33.96361158  018.59747584 -33.96375908  018.59742289 1
111 -33.96379772  018.59727939 1
116 -33.96391073  018.59753920 -33.96403932  018.59767999
120 Linear Feature 48
111 -33.96102960  018.60041541 1 101
112 -33.96077543  018.60033101 -33.96067312  018.60029026 1 101
112 -33.96042462  018.60002200 -33.96035601  018.59987963 1 101
112 -33.96044871  018.59946870 -33.96057509  018.59928601
111 -33.96044871  018.59946870
112 -33.96044871  018.59946870 -33.96046534  018.59944724 1 101
112 -33.96056678  018.59931999 -33.96062552  018.59924767
111 -33.96056678  018.59931999
112 -33.96056678  018.59931999 -33.96076622  018.59907444 7 105
112 -33.96152426  018.59816859 -33.96187766  018.59773797
111 -33.96152426  018.59816859
112 -33.96152426  018.59816859 -33.96185236  018.59776880 1 101
112 -33.96217148  018.59737882 -33.96220654  018.59733479
111 -33.96217148  018.59737882
112 -33.96217148  018.59737882 -33.96224799  018.59728274 1 101
112 -33.96246282  018.59723859 -33.96256238  018.59724423
111 -33.96246282  018.59723859
112 -33.96246282  018.59723859 -33.96247250  018.59723913 1 101
112 -33.96249136  018.59724181 -33.96250069  018.59724342
111 -33.96249136  018.59724181
112 -33.96249136  018.59724181 -33.96250044  018.59724337 1 101
112 -33.96256594  018.59725551 -33.96261169  018.59726495
111 -33.96256594  018.59725551
112 -33.96256594  018.59725551 -33.96264104  018.59727101 7 105
112 -33.96291019  018.59732766 -33.96305935  018.59735914
111 -33.96291019  018.59732766
112 -33.96291019  018.59732766 -33.96310598  018.59736898 1 101
112 -33.96361158  018.59747584 -33.96387241  018.59753127
111 -33.96361158  018.59747584
112 -33.96361158  018.59747584 -33.96370939  018.59749662 1 101
112 -33.96391073  018.59753920 -33.96401084  018.59756052
111 -33.96391073  018.59753920
112 -33.96391073  018.59753920 -33.96465373  018.59769741 1 101
111 -33.96540739  018.59785912 1 101
112 -33.96583832  018.59802234 -33.96589789  018.59803929 1 101
112 -33.96613871  018.59809932 -33.96618655  018.59810801 1 101
112 -33.96639533  018.59817151 -33.96644799  018.59818690
111 -33.96639533  018.59817151
112 -33.96639533  018.59817151 -33.96643474  018.59818303 1 101
112 -33.97010138  018.59936945 -33.97134651  018.59976964
111 -33.97010138  018.59936945
112 -33.97010138  018.59936945 -33.97052019  018.59950406 1 101
112 -33.97082356  018.59959384 -33.97084054  018.59959912
111 -33.97082356  018.59959384
112 -33.97082356  018.59959384 -33.97089103  018.59961481 1 101
112 -33.97098653  018.59960769 -33.97103336  018.59960255 1 101
112 -33.97116510  018.59961927 -33.97121952  018.59963290 1 101
112 -33.97333888  018.60028993 -33.97341471  018.60031276 1 101
111 -33.97367416  018.60040312 1 101
112 -33.97463706  018.60071644 -33.97474388  018.60075358 1 101
112 -33.97509585  018.60091678 -33.97526104  018.60101352 1 101
112 -33.97604929  018.60141984 -33.97621178  018.60148637
111 -33.97604929  018.60141984
112 -33.97604929  018.60141984 -33.97607805  018.60143161 1 101
112 -33.97703783  018.60184822 -33.97764191  018.60210221
111 -33.97703783  018.60184822
112 -33.97703783  018.60184822 -33.97709938  018.60187410 1 101
112 -33.97723348  018.60193372 -33.97730185  018.60196425
111 -33.97723348  018.60193372
112 -33.97723348  018.60193372 -33.97733260  018.60197799 1 101
112 -33.97754280  018.60207021 -33.97764833  018.60211514
111 -33.97754280  018.60207021
112 -33.97754280  018.60207021 -33.97776040  018.60216286 1 101
112 -33.97825062  018.60237314 -33.97850133  018.60248001
111 -33.97825062  018.60237314
112 -33.97825062  018.60237314 -33.97931750  018.60282792 1 101
112 -33.98200222  018.60397644 -33.98333252  018.60454384
111 -33.98200222  018.60397644
112 -33.98200222  018.60397644 -33.98209236  018.60401489 1 101
112 -33.98230038  018.60410545 -33.98239040  018.60414385
111 -33.98230038  018.60410545
112 -33.98230038  018.60410545 -33.98261830  018.60424105 1 101
112 -33.98321864  018.60449526 -33.98353022  018.60462816
111 -33.98321864  018.60449526
112 -33.98321864  018.60449526 -33.98336230  018.60455654 1 101
112 -33.98364605  018.60467756 -33.98378720  018.60473777
111 -33.98364605  018.60467756
112 -33.98364605  018.60467756 -33.98587630  018.60562878 1 101
112 -33.98779982  018.60644419 -33.98787130  018.60647332
111 -33.98779982  018.60644419
112 -33.98779982  018.60644419 -33.98797856  018.60651703 1 101
112 -33.98806116  018.60699781 -33.98800483  018.60724308
111 -33.98806116  018.60699781
112 -33.98806116  018.60699781 -33.98803803  018.60709850 1 101
112 -33.98796310  018.60743741 -33.98792482  018.60761124
111 -33.98796310  018.60743741
112 -33.98796310  018.60743741 -33.98792693  018.60760162 7 105
112 -33.98786019  018.60790658 -33.98783108  018.60803951
111 -33.98786019  018.60790658
112 -33.98786019  018.60790658 -33.98784505  018.60797571 1 101
112 -33.98782306  018.60807434 -33.98781395  018.60811600
111 -33.98782306  018.60807434
112 -33.98782306  018.60807434 -33.98777792  018.60828091 1 101
112 -33.98750017  018.60856406 -33.98734761  018.60865104 1 101
116 -33.98687326  018.60859402 -33.98664253  018.60850009
120 Linear Feature 70
112 -33.97149212  018.60026532 -33.97149680  018.60018816
111 -33.97149212  018.60026532
112 -33.97149212  018.60026532 -33.97146325  018.60033302 1
112 -33.97133702  018.60042599 -33.97131119  018.60052663 1
112 -33.97142372  018.60060544 -33.97147384  018.60061497 1
114 -33.97155514  018.60050732 -33.97158822  018.60039977 1
120 Linear Feature 70
112 -33.97219083  018.60048871 -33.97219552  018.60041155
111 -33.97219083  018.60048871
112 -33.97219083  018.60048871 -33.97216196  018.60055641 1
112 -33.97203573  018.60064938 -33.97200990  018.60075002 1
112 -33.97212243  018.60082883 -33.97217256  018.60083836 1
114 -33.97225385  018.60073072 -33.97228693  018.60062316 1
120 Linear Feature 70
112 -33.97184031  018.60039625 -33.97184499  018.60031909
111 -33.97184031  018.60039625
112 -33.97184031  018.60039625 -33.97181144  018.60046395 1
112 -33.97168804  018.60053919 -33.97166221  018.60063983 1
112 -33.97177474  018.60071864 -33.97182487  018.60072817 1
114 -33.97190616  018.60062053 -33.97192648  018.60052395 1
120 Linear Feature 70
112 -33.97254206  018.60060408 -33.97254675  018.60052693
111 -33.97254206  018.60060408
112 -33.97254206  018.60060408 -33.97251319  018.60067179 1
112 -33.97238980  018.60074703 -33.97236396  018.60084767 1
112 -33.97247650  018.60092648 -33.97252662  018.60093601 1
114 -33.97260792  018.60082836 -33.97262823  018.60073179 1
120 Linear Feature 84
111 -33.97146065  018.60061778 2
115 -33.97150181  018.60069783
120 Linear Feature 83
111 -33.97137834  018.60059300 2
115 -33.97131344  018.60063493
120 Linear Feature 82
111 -33.97180386  018.60073181 2
115 -33.97185476  018.60081690
120 Linear Feature 81
111 -33.97172636  018.60070345 2
115 -33.97165798  018.60075286
120 Linear Feature 80
111 -33.97216739  018.60084148 2
115 -33.97221374  018.60094212
120 Linear Feature 79
111 -33.97206230  018.60081205 2
115 -33.97199772  018.60086512
120 Linear Feature 78
111 -33.97251394  018.60094743 2
115 -33.97254813  018.60102825
120 Linear Feature 77
111 -33.97242467  018.60091999 2
115 -33.97234742  018.60097793
120 Linear Feature 76
111 -33.97333998  018.60122981 2
115 -33.97337544  018.60130300
120 Linear Feature 75
112 -33.97324248  018.60119931 -33.97323931  018.60120160 2
115 -33.97317663  018.60123743
120 Linear Feature 74
111 -33.96812161  018.59967938 2
115 -33.96816567  018.59975806
120 Linear Feature 74
111 -33.96965281  018.60016764 2
115 -33.96969688  018.60024632
120 Linear Feature 74
111 -33.96661706  018.59917454 2
115 -33.96666112  018.59925322
120 Linear Feature 74
111 -33.96736453  018.59944022 2
115 -33.96740860  018.59951890
120 Linear Feature 74
111 -33.96888917  018.59992255 2
115 -33.96893324  018.60000123
120 Linear Feature 74
111 -33.97404582  018.60143517 2
115 -33.97408988  018.60151385
120 Linear Feature 73
111 -33.96801980  018.59964919 2
115 -33.96795294  018.59969402
120 Linear Feature 73
111 -33.96955100  018.60013745 2
115 -33.96948414  018.60018228
120 Linear Feature 73
111 -33.96651525  018.59914435 2
115 -33.96644838  018.59918918
120 Linear Feature 73
111 -33.96726272  018.59941003 2
115 -33.96719586  018.59945486
120 Linear Feature 73
111 -33.96878736  018.59989236 2
115 -33.96872050  018.59993719
120 Linear Feature 73
111 -33.97394400  018.60140498 2
115 -33.97387714  018.60144981
120 Linear Feature 72
111 -33.97473919  018.60165845 2
115 -33.97477771  018.60173724
120 Linear Feature 71
111 -33.97464786  018.60162741 2
115 -33.97460196  018.60166172
120 Linear Feature 70
112 -33.97476836  018.60132321 -33.97477304  018.60124605
111 -33.97476836  018.60132321
112 -33.97476836  018.60132321 -33.97473949  018.60139091 1
112 -33.97461609  018.60146615 -33.97459026  018.60156679 1
112 -33.97470279  018.60164560 -33.97475292  018.60165513 1
114 -33.97483421  018.60154529 -33.97485453  018.60145531 1
120 Linear Feature 70
112 -33.96814157  018.59934507 -33.96814626  018.59926791
111 -33.96814157  018.59934507
112 -33.96814157  018.59934507 -33.96811270  018.59941277 1
112 -33.96798931  018.59948802 -33.96796348  018.59958866 1
112 -33.96807601  018.59966746 -33.96812613  018.59967699 1
114 -33.96820743  018.59956935 -33.96822774  018.59947278 1
120 Linear Feature 70
112 -33.96967278  018.59983333 -33.96967747  018.59975618
111 -33.96967278  018.59983333
112 -33.96967278  018.59983333 -33.96964391  018.59990104 1
112 -33.96952051  018.59997628 -33.96949468  018.60007692 1
112 -33.96960721  018.60015573 -33.96965734  018.60016526 1
114 -33.96973864  018.60005761 -33.96975895  018.59996104 1
120 Linear Feature 70
112 -33.96663702  018.59884023 -33.96664171  018.59876307
111 -33.96663702  018.59884023
112 -33.96663702  018.59884023 -33.96660815  018.59890793 1
112 -33.96648476  018.59898318 -33.96645893  018.59908381 1
112 -33.96657146  018.59916262 -33.96662158  018.59917215 1
114 -33.96670288  018.59906451 -33.96672319  018.59896794 1
120 Linear Feature 70
112 -33.96738450  018.59910591 -33.96738918  018.59902875
111 -33.96738450  018.59910591
112 -33.96738450  018.59910591 -33.96735562  018.59917361 1
112 -33.96723223  018.59924886 -33.96720640  018.59934949 1
112 -33.96731893  018.59942830 -33.96736905  018.59943783 1
114 -33.96745035  018.59933019 -33.96747066  018.59923362 1
120 Linear Feature 70
112 -33.96890914  018.59958824 -33.96891382  018.59951109
111 -33.96890914  018.59958824
112 -33.96890914  018.59958824 -33.96888026  018.59965595 1
112 -33.96875687  018.59973119 -33.96873104  018.59983183 1
112 -33.96884357  018.59991064 -33.96889370  018.59992017 1
114 -33.96897499  018.59981252 -33.96899531  018.59971595 1
120 Linear Feature 70
112 -33.97406578  018.60110086 -33.97407047  018.60102370
111 -33.97406578  018.60110086
112 -33.97406578  018.60110086 -33.97403691  018.60116856 1
112 -33.97391352  018.60124381 -33.97388768  018.60134445 1
112 -33.97400022  018.60142325 -33.97405034  018.60143278 1
114 -33.97413164  018.60132514 -33.97415195  018.60122857 1
120 Linear Feature 70
112 -33.97336348  018.60089170 -33.97336817  018.60081455
111 -33.97336348  018.60089170
112 -33.97336348  018.60089170 -33.97333461  018.60095940 1
112 -33.97321122  018.60103465 -33.97318538  018.60113529 1
112 -33.97329792  018.60121410 -33.97334804  018.60122363 1
114 -33.97342934  018.60111598 -33.97344965  018.60101941 1
120 Linear Feature 68
111 -33.97193159  018.59995773 1
111 -33.97184031  018.60039625 1
115 -33.97170255  018.60102918
120 Linear Feature 68
111 -33.97263334  018.60016557 1
111 -33.97254206  018.60060408 1
115 -33.97240430  018.60123702
120 Linear Feature 68
111 -33.97485964  018.60088469 1
111 -33.97476836  018.60132321 1
111 -33.97464798  018.60187628 1
115 -33.97463060  018.60195614
120 Linear Feature 68
111 -33.96823285  018.59892961 1
111 -33.96814157  018.59934507 1
115 -33.96802351  018.59989896
120 Linear Feature 68
111 -33.96976406  018.59939482 1
111 -33.96967278  018.59983333 1
115 -33.96955472  018.60038723
120 Linear Feature 68
111 -33.96672646  018.59841884 1
111 -33.96663702  018.59884023 1
115 -33.96651896  018.59939412
120 Linear Feature 68
111 -33.96747394  018.59868452 1
111 -33.96738450  018.59910591 1
115 -33.96726643  018.59965980
120 Linear Feature 68
111 -33.96900042  018.59914973 1
111 -33.96890914  018.59958824 1
115 -33.96879107  018.60014214
120 Linear Feature 68
111 -33.97415706  018.60066235 1
111 -33.97406578  018.60110086 1
111 -33.97394651  018.60164884 1
115 -33.97392802  018.60173379
120 Linear Feature 68
111 -33.97346084  018.60043947 1
111 -33.97336348  018.60089170 1
111 -33.97324391  018.60144712 1
115 -33.97322952  018.60151396
120 Linear Feature 67
111 -33.97176836  018.59991343 1
115 -33.97153895  018.60097619
120 Linear Feature 67
111 -33.97247011  018.60012127 1
115 -33.97224070  018.60118402
120 Linear Feature 67
111 -33.97469640  018.60084039 1
111 -33.97448530  018.60181837 1
115 -33.97446700  018.60190315
120 Linear Feature 67
111 -33.96803969  018.59886634 1
115 -33.96783032  018.59985112
120 Linear Feature 67
111 -33.96957089  018.59933155 1
115 -33.96935705  018.60033000
120 Linear Feature 67
111 -33.96654132  018.59834569 1
115 -33.96631608  018.59939470
120 Linear Feature 67
111 -33.96729062  018.59861466 1
115 -33.96707299  018.59964248
120 Linear Feature 67
111 -33.96880725  018.59908646 1
115 -33.96859072  018.60008524
120 Linear Feature 67
111 -33.97399383  018.60061804 1
111 -33.97378301  018.60159466 1
115 -33.97376442  018.60168080
120 Linear Feature 67
111 -33.97329226  018.60038583 1
111 -33.97308181  018.60137151 1
115 -33.97306394  018.60145517
120 Linear Feature 66
111 -33.97158172  018.59985556 1
111 -33.97149212  018.60026532 1
115 -33.97134609  018.60093733
120 Linear Feature 66
111 -33.97228347  018.60006340 1
111 -33.97219083  018.60048871 1
115 -33.97204785  018.60114516
120 Linear Feature 66
111 -33.97450977  018.60078252 1
111 -33.97429597  018.60176406 1
115 -33.97427414  018.60186429
120 Linear Feature 66
111 -33.96782131  018.59878919 1
115 -33.96761413  018.59979850
120 Linear Feature 66
111 -33.96935251  018.59925440 1
115 -33.96914533  018.60026371
120 Linear Feature 15
111 -33.97285322  018.60001164 1
115 -33.97304425  018.59912376
120 Linear Feature 14
111 -33.97246966  018.59990057 1
115 -33.97266854  018.59900275
120 Linear Feature 13
111 -33.97209219  018.59977795 1
115 -33.97229478  018.59885006
120 Linear Feature 12
111 -33.97192241  018.59873724 1
115 -33.97171268  018.59965897
120 Linear Feature 11
111 -33.97153712  018.59863340 1
115 -33.97133077  018.59954826
120 Linear Feature 10
111 -33.97114825  018.59854989 1
115 -33.97094079  018.59947761
120 Linear Feature 9
111 -33.97076135  018.59840616 1
115 -33.97055242  018.59939391
120 Linear Feature 8
111 -33.97037937  018.59831840 1
115 -33.97017300  018.59927271
120 Linear Feature 7
111 -33.96990286  018.59818855 1
115 -33.96969797  018.59913305
120 Linear Feature 6
111 -33.96955724  018.59797671 1
115 -33.96931650  018.59900855
120 Linear Feature 5
111 -33.96905266  018.59779000 1
115 -33.96882124  018.59879210
120 Linear Feature 4
111 -33.96840009  018.59753957 1
115 -33.96816154  018.59858225
120 Linear Feature 3
111 -33.96776119  018.59733057 1
115 -33.96753673  018.59836520
120 Linear Feature 2
111 -33.96714323  018.59714339 1
115 -33.96689404  018.59821730
120 Linear Feature 1
111 -33.96651162  018.59694641 1
115 -33.96626761  018.59801169
120 Linear Feature 66
111 -33.96632476  018.59827183 1
115 -33.96610301  018.59928773
120 Linear Feature 66
111 -33.96708506  018.59852317 1
115 -33.96685048  018.59955341
120 Linear Feature 66
111 -33.96858887  018.59900931 1
115 -33.96838169  018.60001862
120 Linear Feature 66
111 -33.97380719  018.60056017 1
111 -33.97359093  018.60155304 1
115 -33.97357157  018.60164194
120 Linear Feature 66
111 -33.97311325  018.60032631 1
111 -33.97288879  018.60134834 1
115 -33.97287398  018.60141577
120 Linear Feature 2
111 -33.96657487  018.59955624 20
111 -33.96660137  018.59944194 20
111 -33.96673417  018.59929805 20
111 -33.96680265  018.59950829 20
115 -33.96677863  018.59962086
120 Linear Feature 2
111 -33.96733285  018.59979661 20
111 -33.96735277  018.59969381 20
111 -33.96748558  018.59954807 20
111 -33.96755406  018.59975832 20
115 -33.96753350  018.59986023
120 Linear Feature 2
111 -33.96809074  018.60003694 20
111 -33.96811751  018.59992404 20
111 -33.96825031  018.59977830 20
111 -33.96831880  018.59998855 20
115 -33.96829310  018.60010111
120 Linear Feature 2
111 -33.96885578  018.60027954 20
111 -33.96888519  018.60014664 20
111 -33.96901736  018.60000937 20
111 -33.96908584  018.60021961 20
115 -33.96905667  018.60034325
120 Linear Feature 8
111 -33.97579324  018.60080590 20
111 -33.97570562  018.60075554 20
111 -33.97500857  018.60035494 20
111 -33.97406526  018.60004597 20
115 -33.97396570  018.60001336
120 Linear Feature 70
111 -33.96985502  018.60044014 22
112 -33.96993045  018.60046092 -33.96998031  018.60044322 22
112 -33.97065092  018.60019934 -33.97068672  018.60018548 22
112 -33.97083489  018.60017057 -33.97091416  018.60018520 22
115 -33.97101537  018.60020716
120 Linear Feature 69
111 -33.96643925  018.59675305 22
115 -33.96973931  018.59780144
120 Linear Feature 68
111 -33.96603490  018.59671246 22
115 -33.96590199  018.59733139
120 Linear Feature 67
111 -33.97018382  018.59809092 22
111 -33.97000849  018.59887591 22
111 -33.96993948  018.59979045 22
112 -33.96978449  018.60045880 -33.96974583  018.60061507 22
112 -33.96950165  018.60061893 -33.96940500  018.60058900 22
112 -33.96565208  018.59938977 -33.96556156  018.59935652 22
112 -33.96552475  018.59906375 -33.96555466  018.59893445 22
115 -33.96581467  018.59772412
120 Linear Feature 66
111 -33.97252131  018.60143502 22
112 -33.97135887  018.60106705 -33.97130261  018.60105011 22
112 -33.97121465  018.60089498 -33.97118780  018.60077336 22
115 -33.97114457  018.60060045
120 Linear Feature 65
111 -33.97467772  018.60211147 22
115 -33.97276878  018.60151319
120 Linear Feature 64
111 -33.97316960  018.59970029 22
112 -33.97121801  018.59911788 -33.97104956  018.59907687 22
112 -33.97073414  018.59905247 -33.97053665  018.59898863 22
115 -33.97007097  018.59883981
120 Linear Feature 63
111 -33.97332380  018.59904242 22
112 -33.97314264  018.59890639 -33.97303602  018.59886944 22
115 -33.97148810  018.59839277
120 Linear Feature 62
111 -33.97328743  018.59952628 22
112 -33.97318610  018.59980017 -33.97312644  018.59992269 22
111 -33.97278955  018.60060664 22
115 -33.97263691  018.60132098
120 Linear Feature 61
111 -33.97703438  018.60086183 22
112 -33.97702572  018.60077924 -33.97702128  018.60074672 22
112 -33.97694518  018.60068360 -33.97687682  018.60065688 22
112 -33.97636406  018.60043716 -33.97633343  018.60042219 22
112 -33.97622699  018.60036869 -33.97618011  018.60034303 22
112 -33.97523827  018.59980542 -33.97519974  018.59978871 22
112 -33.97508816  018.59974033 -33.97503933  018.59972162 22
112 -33.97417939  018.59944020 -33.97412378  018.59942634 22
115 -33.97356821  018.59931226
120 Linear Feature 60
111 -33.97702288  018.60118797 20
112 -33.97693810  018.60107262 -33.97694316  018.60096410 20
111 -33.97702945  018.60096453 20
114 -33.97711824  018.60108266 -33.97711602  018.60119385 20
120 Linear Feature 59
111 -33.97867195  018.60179255 22
115 -33.97718531  018.60119127
120 Linear Feature 58
111 -33.97801089  018.60156770 20
115 -33.97849103  018.60178030
120 Linear Feature 57
111 -33.97794840  018.60133058 20
111 -33.97782758  018.60140294 20
115 -33.97799634  018.60147376
120 Linear Feature 7
111 -33.97474052  018.59968288 20
111 -33.97471538  018.59978077 20
111 -33.97480766  018.59995420 20
111 -33.97482151  018.59990353 20
111 -33.97498598  018.59977174 20
111 -33.97512817  018.59982617 20
111 -33.97510676  018.59991305 20
111 -33.97519384  018.60010824 20
111 -33.97520929  018.60006206 20
111 -33.97537955  018.59995701 20
111 -33.97551552  018.60003644 20
111 -33.97548177  018.60011068 20
111 -33.97554390  018.60031034 20
111 -33.97556095  018.60026608 20
111 -33.97573181  018.60015903 20
111 -33.97587414  018.60023981 20
111 -33.97582933  018.60036328 20
111 -33.97589100  018.60052502 20
111 -33.97582986  018.60070102 20
115 -33.97579324  018.60080590
120 Linear Feature 6
111 -33.97408008  018.59964978 20
111 -33.97421952  018.59950700 20
111 -33.97436325  018.59955471 20
111 -33.97433768  018.59965092 20
111 -33.97441475  018.59980399 20
111 -33.97459584  018.59963231 20
115 -33.97474052  018.59968288
120 Linear Feature 5
111 -33.97014957  018.59842031 20
111 -33.97025861  018.59834302 20
111 -33.97030569  018.59813275 20
111 -33.97048233  018.59819062 20
111 -33.97043703  018.59838568 20
111 -33.97051169  018.59855386 20
111 -33.97064539  018.59843281 20
111 -33.97068483  018.59825421 20
111 -33.97085901  018.59830853 20
111 -33.97082135  018.59850026 20
111 -33.97090126  018.59870295 20
111 -33.97091025  018.59865355 20
111 -33.97107558  018.59850011 20
111 -33.97110274  018.59838273 20
111 -33.97124484  018.59842817 20
111 -33.97119903  018.59862509 20
111 -33.97128170  018.59881409 20
111 -33.97132002  018.59874205 20
111 -33.97145874  018.59861582 20
111 -33.97148531  018.59850140 20
111 -33.97162503  018.59854608 20
111 -33.97157846  018.59875314 20
111 -33.97166771  018.59893212 20
111 -33.97167363  018.59888668 20
111 -33.97183478  018.59873315 20
111 -33.97186452  018.59861556 20
111 -33.97200564  018.59865842 20
111 -33.97195783  018.59887290 20
111 -33.97204333  018.59905402 20
111 -33.97205228  018.59900784 20
111 -33.97221578  018.59885590 20
111 -33.97224431  018.59873858 20
111 -33.97238382  018.59878201 20
111 -33.97234229  018.59900461 20
111 -33.97242363  018.59916870 20
111 -33.97243750  018.59912231 20
111 -33.97259796  018.59897285 20
111 -33.97262307  018.59885535 20
111 -33.97276141  018.59890250 20
111 -33.97271850  018.59911221 20
