I
1050 Generated by WorldEditor 2.2.0r2

1    227 1 0 KLSF Lawson AAF
120 Linear Feature 65
111  32.33982063 -084.99287772 54
115  32.33998574 -084.99301973
120 Linear Feature 65
111  32.34011386 -084.99082106 55
115  32.33999644 -084.99101686
120 Linear Feature 64
112  32.33953316 -084.99048508  32.33946034 -084.99046212 51
112  32.33937710 -084.99059398  32.33935199 -084.99067216
111  32.33937710 -084.99059398 51
115  32.33937525 -084.99063632
120 Linear Feature 63
112  32.34066631 -084.99142906  32.34082294 -084.99152817 51
116  32.34088175 -084.99140551  32.34088456 -084.99137051
120 Linear Feature 62
111  32.33924273 -084.99024346 51
111  32.33953316 -084.99048508 51
111  32.34066631 -084.99142906 51
111  32.34077929 -084.99152258
112  32.34077929 -084.99152258  32.34086294 -084.99159732 51
116  32.34089981 -084.99172629  32.34091597 -084.99180981
120 Linear Feature 61
112  32.33766069 -084.98632501  32.33761831 -084.98635108 51
116  32.33764856 -084.98646451  32.33768853 -084.98651548
120 Linear Feature 60
112  32.33744332 -084.98640909  32.33753218 -084.98638530 51
111  32.33760437 -084.98642761 51
111  32.33763271 -084.98645127 51
111  32.33764856 -084.98646451 51
111  32.33772743 -084.98653032 51
111  32.33782919 -084.98661524 51
111  32.33792192 -084.98669262 51
111  32.33801513 -084.98677041 51
111  32.33811057 -084.98685005 51
111  32.33820608 -084.98692976 51
111  32.33830441 -084.98701181 51
111  32.33839448 -084.98708697 51
111  32.33848996 -084.98716665 51
111  32.33858654 -084.98724725 51
111  32.33868492 -084.98732935 51
111  32.33877997 -084.98740867 51
111  32.33887186 -084.98748535 51
111  32.33897045 -084.98756762 51
111  32.33906046 -084.98764274 51
111  32.33906792 -084.98764897 51
111  32.33915868 -084.98772470 51
111  32.33925441 -084.98780459 51
111  32.33935113 -084.98788530 51
111  32.33944802 -084.98796615 51
111  32.33953677 -084.98804021 51
111  32.33964171 -084.98812779 51
111  32.33973107 -084.98820236 51
111  32.33983038 -084.98828523 51
111  32.33992238 -084.98836201 51
111  32.34002452 -084.98844725 51
111  32.34011575 -084.98852337 51
111  32.34020733 -084.98859980 51
111  32.34023747 -084.98862872
112  32.34023747 -084.98862872  32.34028065 -084.98867698 51
115  32.34031196 -084.98873904
120 Linear Feature 59
111  32.33362405 -084.98780401 54
115  32.33366791 -084.98795611
120 Linear Feature 58
112  32.33341294 -084.98796916  32.33327729 -084.98806998 51
112  32.33334628 -084.98841329  32.33346105 -084.98854597
111  32.33334628 -084.98841329 51
111  32.33343012 -084.98850461 51
111  32.33349090 -084.98856130 51
115  32.33398186 -084.98897309
120 Linear Feature 57
111  32.33582865 -084.98703366 51
112  32.33575577 -084.98713371  32.33573695 -084.98721436
111  32.33575577 -084.98713371
112  32.33575577 -084.98713371  32.33574195 -084.98723810 51
116  32.33584033 -084.98740870  32.33593980 -084.98752108
120 Linear Feature 57
112  32.33576030 -084.98705992  32.33551309 -084.98711365 51
115  32.33535926 -084.98701006
120 Linear Feature 57
112  32.33525576 -084.98725393  32.33536654 -084.98718126 51
116  32.33529968 -084.98696069  32.33525048 -084.98690589
120 Linear Feature 56
112  32.33563769 -084.98724078  32.33557936 -084.98721081 51
112  32.33544803 -084.98720575  32.33537644 -084.98721289
111  32.33544803 -084.98720575 51
115  32.33531592 -084.98723069
120 Linear Feature 55
112  32.33994013 -084.98752359  32.33986665 -084.98756335 51
115  32.33988665 -084.98764748
120 Linear Feature 54
112  32.34081078 -084.99014438  32.34079442 -084.99001094 51
112  32.34072314 -084.98980384  32.34068713 -084.98969891
111  32.34072314 -084.98980384 51
111  32.34031196 -084.98873904 51
111  32.33988665 -084.98764748 51
111  32.33981258 -084.98746107 51
111  32.33971670 -084.98721978
112  32.33971670 -084.98721978  32.33969780 -084.98717010 51
111  32.33966598 -084.98714312 51
111  32.33966018 -084.98713828 51
111  32.33955931 -084.98705424 51
111  32.33946783 -084.98697802 51
111  32.33936853 -084.98689529 51
111  32.33927818 -084.98682001 51
111  32.33918115 -084.98673916 51
111  32.33908944 -084.98666275 51
111  32.33898795 -084.98657819 51
111  32.33889498 -084.98650072 51
111  32.33880067 -084.98642214 51
111  32.33870774 -084.98634472 51
111  32.33860920 -084.98626261 51
111  32.33851608 -084.98618503 51
111  32.33841887 -084.98610404 51
111  32.33840526 -084.98609269
112  32.33840526 -084.98609269  32.33836130 -084.98606742 51
111  32.33830514 -084.98607573 51
111  32.33766069 -084.98632501 51
111  32.33744332 -084.98640909 51
111  32.33682466 -084.98664839 51
111  32.33664337 -084.98671852 51
111  32.33582865 -084.98703366 51
111  32.33576030 -084.98705992 51
111  32.33531592 -084.98723069 51
111  32.33525576 -084.98725393 51
111  32.33341294 -084.98796916 51
111  32.33322757 -084.98804052
112  32.33322757 -084.98804052  32.33310764 -084.98808012 51
112  32.33290346 -084.98804113  32.33281059 -084.98799909
111  32.33290346 -084.98804113
112  32.33290346 -084.98804113  32.33285611 -084.98801554 51
111  32.33280175 -084.98797664
112  32.33280175 -084.98797664  32.33274975 -084.98793918 51
111  32.33265140 -084.98786190 51
115  32.33218641 -084.98747668
120 Linear Feature 53
112  32.34062481 -084.99279002  32.34093109 -084.99288435 51
115  32.34094675 -084.99256548
120 Linear Feature 52
112  32.34106589 -084.99315821  32.34098639 -084.99307303 51
111  32.34096578 -084.99292258 51
111  32.34095971 -084.99280859 51
111  32.34094675 -084.99256548 51
111  32.34094166 -084.99246989 51
111  32.34089981 -084.99172629 51
111  32.34089439 -084.99163008 51
111  32.34088175 -084.99140551 51
111  32.34086686 -084.99114089 51
111  32.34084743 -084.99079559 51
111  32.34081950 -084.99029944 51
111  32.34081379 -084.99019787 51
111  32.34081078 -084.99014438 51
111  32.34080028 -084.98995780 51
111  32.34077245 -084.98946373 51
111  32.34075260 -084.98911133 51
111  32.34072542 -084.98862811 51
111  32.34070554 -084.98827484 51
111  32.34067597 -084.98774919 51
111  32.34067096 -084.98766017
112  32.34067096 -084.98766017  32.34063361 -084.98747461 51
111  32.34043924 -084.98748228 51
115  32.34036147 -084.98748872
120 Linear Feature 52
111  32.34023955 -084.98749881 51
111  32.33994013 -084.98752359
112  32.33994013 -084.98752359  32.33986030 -084.98751847 51
115  32.33981258 -084.98746107
120 Linear Feature 51
112  32.34043441 -084.99263109  32.34020392 -084.99250718 51
115  32.34005333 -084.99269683
120 Linear Feature 50
112  32.33974228 -084.99321970  32.33956726 -084.99360347 51
111  32.33983238 -084.99384638 51
115  32.34030569 -084.99424161
120 Linear Feature 49
112  32.34003902 -084.99230104  32.34016436 -084.99245517 51
111  32.34007301 -084.99266031 51
111  32.34005333 -084.99269683 51
111  32.33974228 -084.99321970
112  32.33974228 -084.99321970  32.33966014 -084.99335286 51
112  32.33920333 -084.99332217  32.33897231 -084.99315878
111  32.33920333 -084.99332217 51
115  32.33872201 -084.99292234
120 Linear Feature 48
112  32.34270576 -084.99401732  32.34264672 -084.99402873 51
115  32.34262706 -084.99396904
120 Linear Feature 48
112  32.34290992 -084.99393549  32.34285502 -084.99394423 51
115  32.34283556 -084.99388556
120 Linear Feature 48
112  32.34312002 -084.99385129  32.34306512 -084.99386003 51
115  32.34304429 -084.99380174
120 Linear Feature 48
112  32.34250898 -084.99334184  32.34246366 -084.99337064 51
115  32.34247395 -084.99343432
120 Linear Feature 48
112  32.34271661 -084.99326012  32.34267129 -084.99328892 51
115  32.34268433 -084.99335700
120 Linear Feature 48
112  32.34292628 -084.99317759  32.34287735 -084.99320640 51
115  32.34289206 -084.99327674
120 Linear Feature 47
112  32.34162842 -084.99362778  32.34167835 -084.99365900 51
111  32.34173489 -084.99364650 51
111  32.34240134 -084.99338420 51
111  32.34250898 -084.99334184 51
111  32.34260815 -084.99330281 51
111  32.34271661 -084.99326012 51
111  32.34281488 -084.99322144 51
111  32.34292628 -084.99317759 51
111  32.34301694 -084.99314191
112  32.34301694 -084.99314191  32.34307879 -084.99312482 51
111  32.34310092 -084.99319458 51
115  32.34315877 -084.99339339
120 Linear Feature 47
112  32.34240134 -084.99338420  32.34245332 -084.99337573 51
111  32.34247395 -084.99343432 51
115  32.34253380 -084.99364216
120 Linear Feature 47
112  32.34260815 -084.99330281  32.34266688 -084.99329460 51
111  32.34268433 -084.99335700 51
115  32.34274239 -084.99355865
120 Linear Feature 47
112  32.34281488 -084.99322144  32.34287580 -084.99321400 51
111  32.34289206 -084.99327674 51
115  32.34294990 -084.99347555
120 Linear Feature 47
111  32.34256900 -084.99376738 51
111  32.34262706 -084.99396904
112  32.34262706 -084.99396904  32.34263754 -084.99403539 51
115  32.34258737 -084.99406477
120 Linear Feature 47
111  32.34277750 -084.99368391 51
111  32.34283556 -084.99388556
112  32.34283556 -084.99388556  32.34284604 -084.99395117 51
115  32.34279584 -084.99398122
120 Linear Feature 47
111  32.34298574 -084.99360052 51
111  32.34304429 -084.99380174
112  32.34304429 -084.99380174  32.34305476 -084.99386735 51
115  32.34301392 -084.99389382
120 Linear Feature 47
111  32.34319471 -084.99351831 51
111  32.34325326 -084.99371954
112  32.34325326 -084.99371954  32.34326614 -084.99378644 51
111  32.34321461 -084.99381338 51
111  32.34312002 -084.99385129 51
111  32.34301392 -084.99389382 51
111  32.34290992 -084.99393549 51
111  32.34279584 -084.99398122 51
111  32.34270576 -084.99401732 51
111  32.34258737 -084.99406477 51
111  32.34234751 -084.99416090
112  32.34234751 -084.99416090  32.34228848 -084.99417391 51
115  32.34224130 -084.99413970
120 Linear Feature 46
112  32.34391949 -084.99437420  32.34381271 -084.99414531 51
115  32.34361073 -084.99421394
120 Linear Feature 45
111  32.34268698 -084.99594647 53 102
111  32.34275445 -084.99598481
112  32.34275445 -084.99598481  32.34293140 -084.99605968 53 102
112  32.34315761 -084.99582591  32.34323441 -084.99567361
111  32.34315761 -084.99582591
112  32.34315761 -084.99582591  32.34322123 -084.99567943 53 102
111  32.34313033 -084.99558398 53 102
111  32.34309045 -084.99554688 53 102
111  32.34242295 -084.99498810 53 102
111  32.34192904 -084.99524336
112  32.34192904 -084.99524336  32.34190347 -084.99526047 53 102
115  32.34191305 -084.99530464
120 Linear Feature 44
112  32.34233367 -084.99487228  32.34254517 -084.99473715 51
116  32.34239885 -084.99427130  32.34224834 -084.99410737
120 Linear Feature 44
112  32.34270283 -084.99468197  32.34278801 -084.99465243 51
116  32.34291511 -084.99470253  32.34298567 -084.99473767
120 Linear Feature 44
112  32.34263537 -084.99446886  32.34275908 -084.99455364 51
116  32.34302470 -084.99451445  32.34314029 -084.99446611
120 Linear Feature 43
112  32.34315436 -084.99444797  32.34300551 -084.99454641 51
116  32.34315900 -084.99490689  32.34330928 -084.99505007
120 Linear Feature 42
112  32.34376191 -084.99382707  32.34382214 -084.99410900 51
111  32.34361073 -084.99421394 51
111  32.34315436 -084.99444797 51
111  32.34302470 -084.99451445 51
111  32.34270283 -084.99468197 51
111  32.34233367 -084.99487228 51
111  32.34173001 -084.99518346
112  32.34173001 -084.99518346  32.34154158 -084.99526299 51
111  32.34138488 -084.99514328 51
115  32.34093376 -084.99476651
120 Linear Feature 41
112  32.34871262 -084.99091385  32.34853628 -084.99103650 51
111  32.34857302 -084.99124871 51
115  32.34859494 -084.99133828
120 Linear Feature 40
112  32.34873884 -084.99184407  32.34869869 -084.99158653 51
111  32.34889079 -084.99148398 51
111  32.34953439 -084.99115111
112  32.34953439 -084.99115111  32.34983332 -084.99097612 51
112  32.34937679 -084.99057341  32.34908561 -084.99065431
111  32.34937679 -084.99057341 51
111  32.34923736 -084.99064197 51
111  32.34894230 -084.99079485 51
111  32.34871262 -084.99091385 51
115  32.34827765 -084.99113807
120 Linear Feature 39
112  32.34787902 -084.99161332  32.34781906 -084.99133577 51
115  32.34802807 -084.99123507
120 Linear Feature 39
111  32.34717090 -084.99190417 51
111  32.34715939 -084.99185640
112  32.34715939 -084.99185640  32.34712765 -084.99161225 51
115  32.34731049 -084.99152071
120 Linear Feature 39
111  32.34645773 -084.99217517 51
111  32.34644465 -084.99212214
112  32.34644465 -084.99212214  32.34641698 -084.99189351 51
115  32.34658196 -084.99180989
120 Linear Feature 39
111  32.34574953 -084.99246926 51
111  32.34573463 -084.99239795
112  32.34573463 -084.99239795  32.34570478 -084.99218345 51
115  32.34587475 -084.99209106
120 Linear Feature 39
111  32.34503749 -084.99274692 51
111  32.34502556 -084.99269692
112  32.34502556 -084.99269692  32.34498866 -084.99246186 51
115  32.34517026 -084.99237114
120 Linear Feature 38
112  32.34851698 -084.99299219  32.34828760 -084.99303664 51
115  32.34821425 -084.99278643
120 Linear Feature 38
111  32.34784736 -084.99325868 51
111  32.34778618 -084.99327774
112  32.34778618 -084.99327774  32.34756748 -084.99330007 51
115  32.34750700 -084.99307650
120 Linear Feature 38
111  32.34712069 -084.99354788 51
111  32.34707175 -084.99355950
112  32.34707175 -084.99355950  32.34685305 -084.99357181 51
115  32.34678805 -084.99333323
120 Linear Feature 38
111  32.34642087 -084.99382640 51
111  32.34636879 -084.99384025
112  32.34636879 -084.99384025  32.34614658 -084.99386275 51
115  32.34607985 -084.99362731
120 Linear Feature 38
111  32.34567880 -084.99412064 51
111  32.34563352 -084.99413449
112  32.34563352 -084.99413449  32.34546405 -084.99416007 51
111  32.34539458 -084.99399095 51
115  32.34538044 -084.99394928
120 Linear Feature 37
112  32.34806700 -084.99317127  32.34826281 -084.99305559 51
111  32.34822500 -084.99283524 51
111  32.34821425 -084.99278643 51
111  32.34795134 -084.99186639 51
111  32.34787902 -084.99161332
112  32.34787902 -084.99161332  32.34779111 -084.99138635 51
111  32.34760758 -084.99141321 51
115  32.34753917 -084.99143024
120 Linear Feature 37
112  32.34735703 -084.99345382  32.34756873 -084.99332495 51
111  32.34750700 -084.99307650 51
111  32.34724132 -084.99214978 51
111  32.34717090 -084.99190417
112  32.34717090 -084.99190417  32.34707389 -084.99163715 51
115  32.34685374 -084.99170184
120 Linear Feature 37
112  32.34664119 -084.99373871  32.34684041 -084.99362332 51
111  32.34680294 -084.99340560 51
111  32.34678805 -084.99333323 51
111  32.34653090 -084.99243168 51
111  32.34645773 -084.99217517
112  32.34645773 -084.99217517  32.34636994 -084.99194605 51
111  32.34618094 -084.99197720 51
115  32.34612369 -084.99199209
120 Linear Feature 37
112  32.34592933 -084.99402202  32.34612855 -084.99390663 51
111  32.34609107 -084.99368891 51
111  32.34607985 -084.99362731 51
111  32.34581945 -084.99271437 51
111  32.34574953 -084.99246926
112  32.34574953 -084.99246926  32.34566001 -084.99222200 51
111  32.34545942 -084.99226174 51
115  32.34541656 -084.99227322
120 Linear Feature 37
112  32.34523779 -084.99433252  32.34541847 -084.99421821 51
111  32.34539256 -084.99401439 51
111  32.34538044 -084.99394928 51
111  32.34510872 -084.99299665 51
111  32.34503749 -084.99274692
112  32.34503749 -084.99274692  32.34495230 -084.99251187 51
111  32.34476326 -084.99254255 51
115  32.34469811 -084.99255886
120 Linear Feature 36
112  32.34449884 -084.99263808  32.34427801 -084.99275047 51
111  32.34432037 -084.99299401 51
115  32.34433423 -084.99305605
120 Linear Feature 35
111  32.34506839 -084.99442018 51
111  32.34499654 -084.99444944
112  32.34499654 -084.99444944  32.34475726 -084.99450660 51
115  32.34468040 -084.99425455
120 Linear Feature 34
112  32.34456400 -084.99468116  32.34465307 -084.99461501 51
112  32.34469824 -084.99433490  32.34467872 -084.99420137
111  32.34469824 -084.99433490 51
111  32.34468040 -084.99425455 51
111  32.34439857 -084.99327883 51
111  32.34433423 -084.99305605
112  32.34433423 -084.99305605  32.34425833 -084.99282109 51
111  32.34403845 -084.99283522 51
115  32.34401109 -084.99284261
120 Linear Feature 33
111  32.34340044 -084.99510921 51
111  32.34344370 -084.99513984
112  32.34344370 -084.99513984  32.34355538 -084.99521155 51
111  32.34366118 -084.99515827 51
115  32.34376453 -084.99509862
120 Linear Feature 32
111  32.34398769 -084.99461474 51
111  32.34400963 -084.99471352
112  32.34400963 -084.99471352  32.34403405 -084.99492803 51
111  32.34388344 -084.99502760 51
115  32.34383338 -084.99505919
120 Linear Feature 31
111  32.34346730 -084.99552252 51
111  32.34362735 -084.99525405
112  32.34362735 -084.99525405  32.34368588 -084.99516288 51
112  32.34376453 -084.99509862  32.34381505 -084.99506388
111  32.34376453 -084.99509862 51
111  32.34383338 -084.99505919 51
111  32.34431272 -084.99481118 51
111  32.34456400 -084.99468116 51
111  32.34506839 -084.99442018 51
111  32.34523779 -084.99433252 51
111  32.34553511 -084.99417869 51
111  32.34567880 -084.99412064 51
111  32.34592933 -084.99402202 51
111  32.34642087 -084.99382640 51
111  32.34664119 -084.99373871 51
111  32.34712069 -084.99354788 51
111  32.34735703 -084.99345382 51
111  32.34784736 -084.99325868 51
111  32.34806700 -084.99317127 51
111  32.34851698 -084.99299219 51
111  32.34875569 -084.99289719
112  32.34875569 -084.99289719  32.34888933 -084.99284487 51
112  32.34892969 -084.99251489  32.34889235 -084.99235872
111  32.34892969 -084.99251489 51
111  32.34873884 -084.99184407 51
111  32.34859494 -084.99133828
112  32.34859494 -084.99133828  32.34849449 -084.99107193 51
111  32.34827765 -084.99113807 51
111  32.34802807 -084.99123507 51
111  32.34753917 -084.99143024 51
111  32.34731049 -084.99152071 51
111  32.34685374 -084.99170184 51
111  32.34658196 -084.99180989 51
111  32.34612369 -084.99199209 51
111  32.34587475 -084.99209106 51
111  32.34541656 -084.99227322 51
111  32.34517026 -084.99237114 51
111  32.34469811 -084.99255886 51
111  32.34449884 -084.99263808 51
111  32.34409699 -084.99279870 51
111  32.34401109 -084.99284261 51
111  32.34375751 -084.99297224
112  32.34375751 -084.99297224  32.34368289 -084.99301912 51
112  32.34362494 -084.99334775  32.34367258 -084.99354931
111  32.34362494 -084.99334775 51
111  32.34376191 -084.99382707 51
111  32.34391949 -084.99437420 51
111  32.34398769 -084.99461474
112  32.34398769 -084.99461474  32.34408757 -084.99488346 51
115  32.34431272 -084.99481118
120 Linear Feature 30
112  32.34300113 -084.99620326  32.34307173 -084.99616275 51
112  32.34313936 -084.99606786  32.34317387 -084.99601630
111  32.34313936 -084.99606786 51
111  32.34319767 -084.99597311 51
111  32.34346730 -084.99552252
112  32.34346730 -084.99552252  32.34358115 -084.99526717 51
111  32.34340044 -084.99510921 51
111  32.34315900 -084.99490689 51
111  32.34291511 -084.99470253 51
111  32.34263537 -084.99446886 51
111  32.34239885 -084.99427130 51
111  32.34224130 -084.99413970 51
111  32.34162842 -084.99362778 51
111  32.34106589 -084.99315821 51
111  32.34062481 -084.99279002 51
111  32.34043441 -084.99263109 51
111  32.34003902 -084.99230104 51
111  32.33964348 -084.99197087
112  32.33964348 -084.99197087  32.33956537 -084.99190281 51
112  32.33949618 -084.99171876  32.33947709 -084.99159122
111  32.33949618 -084.99171876 51
111  32.33937525 -084.99063632 51
111  32.33935610 -084.99047234
112  32.33935610 -084.99047234  32.33933999 -084.99037563 51
112  32.33924273 -084.99024346  32.33917423 -084.99017259
111  32.33924273 -084.99024346 51
111  32.33923612 -084.99023798 51
111  32.33882832 -084.98989935 51
111  32.33584033 -084.98740870 51
111  32.33563769 -084.98724078 51
111  32.33535926 -084.98701006 51
111  32.33529968 -084.98696069 51
111  32.33459312 -084.98637153 51
111  32.33431168 -084.98613685 51
111  32.33002810 -084.98256501 51
111  32.32804917 -084.98091599 51
111  32.32773386 -084.98065324 51
111  32.32515229 -084.97850274 51
111  32.32450120 -084.97795709 51
111  32.32405266 -084.97758118 51
111  32.32309604 -084.97677946
112  32.32309604 -084.97677946  32.32247609 -084.97626273 51
112  32.32107088 -084.97717640  32.32056437 -084.97798712
111  32.32107088 -084.97717640 51
111  32.32088900 -084.97748055
112  32.32088900 -084.97748055  32.32078028 -084.97767276 51
112  32.32097532 -084.97812822  32.32115719 -084.97829982
111  32.32097532 -084.97812822 51
115  32.32140591 -084.97848721
21  32.34095943 -084.99418838 2 144.8300 3.00 33 PAPI-4L
14  32.34176123 -084.99297198  82.02 0 Tower
1300  32.33509586 -084.98499623 125.29 tie_down helos S Helicopter Ramp 14
1301 B military 
1300  32.33543203 -084.98471592 125.49 tie_down helos S Helicopter Ramp 13
1301 B military 
1300  32.33577055 -084.98443647 125.79 tie_down helos S Helicopter Ramp 12
1301 B military 
1300  32.33610838 -084.98415801 125.49 tie_down helos S Helicopter Ramp 11
1301 B military 
1300  32.33644479 -084.98387698 126.09 tie_down helos S Helicopter Ramp 10
1301 B military 
1300  32.33678120 -084.98359775 125.89 tie_down helos S Helicopter Ramp 9
1301 B military 
1300  32.33838894 -084.98381377 305.46 tie_down helos S Helicopter Ramp 8
1301 B military 
1300  32.33805466 -084.98413882 305.46 tie_down helos S Helicopter Ramp 7
1301 B military 
1300  32.33750638 -084.98437475 306.16 tie_down helos S Helicopter Ramp 6
1301 B military 
1300  32.33716972 -084.98465481 306.36 tie_down helos S Helicopter Ramp 5
1301 B military 
1300  32.33683316 -084.98493411 306.16 tie_down helos S Helicopter Ramp 4
1301 B military 
1300  32.33649651 -084.98521318 306.16 tie_down helos S Helicopter Ramp 3
1301 B military 
1300  32.33615902 -084.98549064 305.66 tie_down helos S Helicopter Ramp 2
1301 B military 
1300  32.33582088 -084.98577215 305.66 tie_down helos S Helicopter Ramp 1
1301 B military 
1300  32.34213579 -084.98761948  93.65 tie_down helos Helicopter Ramp 31
1301 B military 
1300  32.34191646 -084.98763611  93.65 tie_down helos Helicopter Ramp 30
1301 B military 
1300  32.34169835 -084.98765927  93.65 tie_down helos Helicopter Ramp 29
1301 B military 
1300  32.34147809 -084.98767241  93.65 tie_down helos Helicopter Ramp 28
1301 B military 
1300  32.33824079 -084.98651573 234.42 tie_down helos Helicopter Ramp 27
1301 B military 
1300  32.33842874 -084.98667709 234.32 tie_down helos Helicopter Ramp 26
1301 B military 
1300  32.33862112 -084.98683238 234.42 tie_down helos Helicopter Ramp 25
1301 B military 
1300  32.33881266 -084.98699374 234.62 tie_down helos Helicopter Ramp 24
1301 B military 
1300  32.33900359 -084.98715167 234.62 tie_down helos Helicopter Ramp 23
1301 B military 
1300  32.33919400 -084.98731091 234.62 tie_down helos Helicopter Ramp 22
1301 B military 
1300  32.33938563 -084.98747005 234.42 tie_down helos Helicopter Ramp 21
1301 B military 
1300  32.33736159 -084.98678643 234.69 tie_down helos Helicopter Ramp 20
1301 B military 
1300  32.33755225 -084.98694629 234.49 tie_down helos Helicopter Ramp 19
1301 B military 
1300  32.33774337 -084.98710499 234.49 tie_down helos Helicopter Ramp 18
1301 B military 
1300  32.33793457 -084.98726375 234.69 tie_down helos Helicopter Ramp 17
1301 B military 
1300  32.33812538 -084.98742275 234.79 tie_down helos Helicopter Ramp 16
1301 B military 
1300  32.33831562 -084.98758217 234.79 tie_down helos Helicopter Ramp 15
1301 B military 
1300  32.33850622 -084.98774036 234.49 tie_down helos Helicopter Ramp 14
1301 B military 
1300  32.33869665 -084.98789891 234.49 tie_down helos Helicopter Ramp 13
1301 B military 
1300  32.33888773 -084.98805865 234.89 tie_down helos Helicopter Ramp 12
1301 B military 
1300  32.33907821 -084.98821915 234.69 tie_down helos Helicopter Ramp 11
1301 B military 
1300  32.33926868 -084.98837672 234.69 tie_down helos Helicopter Ramp 10
1301 B military 
1300  32.33945983 -084.98853651 234.69 tie_down helos Helicopter Ramp 9
1301 B military 
1300  32.33965089 -084.98869359 234.89 tie_down helos Helicopter Ramp 8
1301 B military 
1300  32.33984058 -084.98885427 234.39 tie_down helos Helicopter Ramp 7
1301 B military 
1300  32.34003246 -084.98901275 234.89 tie_down helos Helicopter Ramp 6
1301 B military 
1300  32.34034247 -084.98749027   4.10 tie_down helos Helicopter Ramp 5
1301 B military 
1300  32.34256336 -084.99374653 289.00 tie_down helos Helicopter Ramp 4
1301 B military 
1300  32.34277186 -084.99366306 289.00 tie_down helos Helicopter Ramp 3
1301 B military 
1300  32.34298010 -084.99357967 289.00 tie_down helos Helicopter Ramp 2
1301 B military 
1300  32.34318907 -084.99349746 289.00 tie_down helos Helicopter Ramp 1
1301 B military 
1300  32.32827718 -084.97937037 234.71 tie_down jets|turboprops Hazardous Cargo Ramp 2
1301 D military 
1300  32.32888641 -084.97987835 235.11 tie_down jets|turboprops Hazardous Cargo Ramp 1
1301 D military 
1300  32.34108502 -084.98816632 273.81 tie_down jets|turboprops Military Ramp 13
1301 C military 
1300  32.34113232 -084.98900470 273.81 tie_down jets|turboprops Military Ramp 12
1301 C military 
1300  32.34117907 -084.98984722 273.81 tie_down jets|turboprops Military Ramp 11
1301 C military 
1300  32.34122617 -084.99067821 273.81 tie_down jets|turboprops Military Ramp 10
1301 C military 
1300  32.34127363 -084.99152867 273.81 tie_down jets|turboprops Military Ramp 9
1301 C military 
1300  32.34132163 -084.99236212 273.81 tie_down jets|turboprops Military Ramp 8
1301 C military 
1300  32.34894230 -084.99079485 203.71 tie_down jets|turboprops Military Ramp 7
1301 D military 
1300  32.34795134 -084.99186639 108.74 tie_down heavy|jets|turboprops Military Ramp 6
1301 E military 
1300  32.34724132 -084.99214978 108.74 tie_down heavy|jets|turboprops Military Ramp 5
1301 E military 
1300  32.34653090 -084.99243168 108.74 tie_down heavy|jets|turboprops Military Ramp 4
1301 E military 
1300  32.34581945 -084.99271437 108.54 tie_down heavy|jets|turboprops Military Ramp 3
1301 E military 
1300  32.34510872 -084.99299665 108.54 tie_down heavy|jets|turboprops Military Ramp 2
1301 E military 
1300  32.34439857 -084.99327883 108.84 tie_down heavy|jets|turboprops Military Ramp 1
1301 E military 
50 13437 ATIS
51 11905 CTAF
53 12170 Lawson Ground
54 11905 Lawson Tower
56 12550 Atlanta Departure
56 12655 Atlanta Departure
55 12550 Atlanta Approach
56 12655 Atlanta Approach
99
