I
1050 Generated by WorldEditor

1   2882 0 0 KSGU St George Rgnl
120 Linear Feature 3
111  37.03946066 -113.50579610 51
115  37.03944259 -113.50574184
120 Linear Feature 3
111  37.03928753 -113.50528650 51
115  37.03926946 -113.50523224
120 Linear Feature 3
111  37.03921105 -113.50525570 51
115  37.03919297 -113.50520144
120 Linear Feature 3
111  37.03917349 -113.50534724 51
115  37.03915541 -113.50529298
120 Linear Feature 3
111  37.03909632 -113.50531987 51
115  37.03907825 -113.50526560
120 Linear Feature 3
111  37.03905808 -113.50540627 51
115  37.03904000 -113.50535201
120 Linear Feature 3
111  37.03898296 -113.50538146 51
115  37.03896488 -113.50532720
120 Linear Feature 3
111  37.03894608 -113.50546701 51
115  37.03892801 -113.50541275
120 Linear Feature 3
111  37.03886960 -113.50544220 51
115  37.03885152 -113.50538794
120 Linear Feature 3
111  37.03883409 -113.50552947 51
115  37.03881601 -113.50547520
120 Linear Feature 3
111  37.03875965 -113.50550209 51
115  37.03874158 -113.50544783
120 Linear Feature 3
111  37.03871800 -113.50558935 51
115  37.03869992 -113.50553509
120 Linear Feature 3
111  37.03864083 -113.50556112 51
115  37.03862275 -113.50550686
120 Linear Feature 3
111  37.03860327 -113.50564924 51
115  37.03858520 -113.50559497
120 Linear Feature 3
111  37.03849048 -113.50571211 51
115  37.03847240 -113.50565784
120 Linear Feature 3
111  37.03852747 -113.50562443 51
115  37.03850939 -113.50557017
120 Linear Feature 3
111  37.03841556 -113.50568420 51
115  37.03839749 -113.50562994
120 Linear Feature 3
111  37.03830050 -113.50574443 51
115  37.03828243 -113.50569017
120 Linear Feature 3
111  37.03826346 -113.50583131 51
115  37.03824539 -113.50577705
120 Linear Feature 3
111  37.03818781 -113.50580663 51
115  37.03816973 -113.50575236
120 Linear Feature 3
111  37.03814998 -113.50589054 51
115  37.03813191 -113.50583628
120 Linear Feature 3
111  37.03806487 -113.50586389 51
115  37.03804679 -113.50580963
120 Linear Feature 3
111  37.03803650 -113.50595077 51
115  37.03801842 -113.50589651
120 Linear Feature 3
111  37.03795926 -113.50592411 51
115  37.03794119 -113.50586985
120 Linear Feature 3
111  37.03792223 -113.50601198 51
115  37.03790415 -113.50595771
120 Linear Feature 3
111  37.03785051 -113.50597940 51
115  37.03783243 -113.50592514
120 Linear Feature 3
111  37.03780717 -113.50607121 51
115  37.03778909 -113.50601695
120 Linear Feature 3
111  37.03773230 -113.50604456 51
115  37.03771422 -113.50599030
120 Linear Feature 3
111  37.03769368 -113.50612946 51
115  37.03767561 -113.50607520
120 Linear Feature 3
111  37.03761645 -113.50610281 51
115  37.03759838 -113.50604854
120 Linear Feature 3
111  37.03757862 -113.50618968 51
115  37.03756055 -113.50613542
120 Linear Feature 3
111  37.03750376 -113.50616303 51
115  37.03748568 -113.50610877
120 Linear Feature 3
111  37.03746593 -113.50625089 51
115  37.03744785 -113.50619663
120 Linear Feature 3
111  37.03739027 -113.50622424 51
115  37.03737220 -113.50616998
120 Linear Feature 3
111  37.03735323 -113.50631210 51
115  37.03733516 -113.50625784
120 Linear Feature 3
111  37.03727679 -113.50628446 51
115  37.03725871 -113.50623020
120 Linear Feature 3
111  37.03723817 -113.50637233 51
115  37.03722010 -113.50631807
120 Linear Feature 3
111  37.03716252 -113.50634468 51
115  37.03714444 -113.50629042
120 Linear Feature 3
111  37.03712469 -113.50643156 51
115  37.03710661 -113.50637730
120 Linear Feature 3
111  37.03704825 -113.50640491 51
115  37.03703017 -113.50635065
120 Linear Feature 3
111  37.03701121 -113.50649080 51
115  37.03699313 -113.50643654
120 Linear Feature 3
111  37.03693397 -113.50646414 51
115  37.03691590 -113.50640988
120 Linear Feature 3
111  37.03689694 -113.50655300 51
115  37.03687886 -113.50649873
120 Linear Feature 3
111  37.03682049 -113.50652437 51
115  37.03680242 -113.50647010
120 Linear Feature 3
111  37.03678266 -113.50661124 51
115  37.03676459 -113.50655698
120 Linear Feature 3
111  37.04066569 -113.51038962 51
115  37.04064762 -113.51033536
120 Linear Feature 3
111  37.04062700 -113.51047758 51
115  37.04060893 -113.51042332
120 Linear Feature 3
111  37.04055106 -113.51044796 51
115  37.04053299 -113.51039370
120 Linear Feature 3
111  37.04051376 -113.51053623 51
115  37.04049568 -113.51048197
120 Linear Feature 3
111  37.04043679 -113.51050953 51
115  37.04041871 -113.51045527
120 Linear Feature 3
111  37.04039948 -113.51059632 51
115  37.04038141 -113.51054206
120 Linear Feature 3
111  37.04032370 -113.51056887 51
115  37.04030562 -113.51051461
120 Linear Feature 3
111  37.04028580 -113.51065640 51
115  37.04026773 -113.51060214
120 Linear Feature 3
111  37.04020883 -113.51062821 51
115  37.04019075 -113.51057395
120 Linear Feature 3
111  37.04017212 -113.51071723 51
115  37.04015405 -113.51066296
120 Linear Feature 3
111  37.04009515 -113.51068904 51
115  37.04007707 -113.51063478
120 Linear Feature 3
111  37.04005903 -113.51077657 51
115  37.04004096 -113.51072231
120 Linear Feature 3
111  37.03998146 -113.51074764 51
115  37.03996339 -113.51069338
120 Linear Feature 3
111  37.03994476 -113.51083814 51
115  37.03992668 -113.51078387
120 Linear Feature 3
111  37.03986837 -113.51081069 51
115  37.03985030 -113.51075643
120 Linear Feature 3
111  37.03983226 -113.51089599 51
115  37.03981418 -113.51084173
120 Linear Feature 3
111  37.03975410 -113.51086855 51
115  37.03973603 -113.51081429
120 Linear Feature 3
111  37.03971680 -113.51095830 51
115  37.03969872 -113.51090404
120 Linear Feature 3
111  37.03964042 -113.51092863 51
115  37.03962234 -113.51087437
120 Linear Feature 3
111  37.03960252 -113.51101764 51
115  37.03958445 -113.51096338
120 Linear Feature 3
111  37.03952614 -113.51099094 51
115  37.03950807 -113.51093668
120 Linear Feature 3
111  37.03948944 -113.51107698 51
115  37.03947136 -113.51102272
120 Linear Feature 3
111  37.03941365 -113.51105028 51
115  37.03939557 -113.51099602
120 Linear Feature 3
111  37.03937597 -113.51113733 51
115  37.03935789 -113.51108307
120 Linear Feature 3
111  37.03929963 -113.51110852 51
115  37.03928156 -113.51105426
120 Linear Feature 3
111  37.03926244 -113.51119802 51
115  37.03924437 -113.51114376
120 Linear Feature 3
111  37.03918611 -113.51116921 51
115  37.03916803 -113.51111495
120 Linear Feature 3
111  37.03914843 -113.51125810 51
115  37.03913035 -113.51120384
120 Linear Feature 3
111  37.03907111 -113.51122929 51
115  37.03905304 -113.51117502
120 Linear Feature 3
111  37.03903392 -113.51131756 51
115  37.03901585 -113.51126330
120 Linear Feature 3
111  37.03880736 -113.51143955 51
115  37.03878929 -113.51138529
120 Linear Feature 3
111  37.03892138 -113.51137825 51
115  37.03890330 -113.51132399
120 Linear Feature 3
111  37.03895857 -113.51129120 51
115  37.03894049 -113.51123694
120 Linear Feature 3
111  37.03884455 -113.51135005 51
115  37.03882648 -113.51129579
120 Linear Feature 100
111  37.04468062 -113.50768732 51
112  37.04468370 -113.50750158  37.04470862 -113.50741919 51
115  37.04478346 -113.50737045
120 Linear Feature 99
111  37.04426498 -113.50831301 51
111  37.04449646 -113.50819170 51
111  37.04461045 -113.50813197 51
112  37.04471113 -113.50801055  37.04474574 -113.50792383 51
115  37.04473046 -113.50783561
120 Linear Feature 98
111  37.04436833 -113.50861738 51
111  37.04460119 -113.50849577 51
111  37.04471764 -113.50843495 51
112  37.04481768 -113.50831086  37.04485575 -113.50821373 51
111  37.04482599 -113.50811660 51
111  37.04473046 -113.50783561 51
111  37.04468062 -113.50768732 51
112  37.04457333 -113.50756243  37.04450065 -113.50752774 51
115  37.04444158 -113.50755075
120 Linear Feature 97
111  37.04303021 -113.51026287 20
111  37.04300845 -113.51019833 20
111  37.04301986 -113.51019187 20
115  37.04304248 -113.51025600
120 Linear Feature 97
111  37.04300405 -113.51028067 20
115  37.04298177 -113.51021554
120 Linear Feature 97
111  37.04297725 -113.51029119 20
115  37.04295497 -113.51022606
120 Linear Feature 97
111  37.04295303 -113.51030899 20
115  37.04293075 -113.51024386
120 Linear Feature 96
111  37.04295044 -113.51031870 20
115  37.04303376 -113.51027582
120 Linear Feature 95
111  37.04311988 -113.51030352 20
115  37.04307822 -113.51028499
120 Linear Feature 94
111  37.04309580 -113.51031730 20
111  37.04311988 -113.51030352 20
115  37.04314543 -113.51028891
120 Linear Feature 93
111  37.04292670 -113.50973962 51
112  37.04292899 -113.50955550  37.04295564 -113.50946870 51
115  37.04301591 -113.50942706
120 Linear Feature 92
111  37.04320412 -113.50997596 51
112  37.04306528 -113.50996379  37.04299371 -113.50992563 51
115  37.04296478 -113.50984932
120 Linear Feature 91
111  37.04286309 -113.51015883 51
112  37.04295412 -113.51003724  37.04299143 -113.50994185 51
111  37.04296478 -113.50984932 51
111  37.04292670 -113.50973962 51
112  37.04281858 -113.50961179  37.04274777 -113.50958031 51
115  37.04269349 -113.50959698
120 Linear Feature 90
111  37.04165977 -113.51079126 51
112  37.04151926 -113.51078046  37.04145073 -113.51074230 51
115  37.04142301 -113.51067686
120 Linear Feature 89
111  37.04123360 -113.51011949 51
112  37.04134033 -113.51023482  37.04140352 -113.51026248 51
111  37.04147019 -113.51024576 51
112  37.04138144 -113.51037981  37.04135860 -113.51046185 51
115  37.04137770 -113.51053968
120 Linear Feature 88
111  37.04149392 -113.51088148 51
111  37.04142301 -113.51067686 51
111  37.04137770 -113.51053968 51
111  37.04123360 -113.51011949 51
112  37.04121751 -113.50992000  37.04124381 -113.50981074 51
115  37.04131032 -113.50976957
120 Linear Feature 87
111  37.04430436 -113.50843038 51
112  37.04419270 -113.50831436  37.04412222 -113.50828676 51
115  37.04406188 -113.50831200
120 Linear Feature 87
111  37.04446558 -113.50890863 51
112  37.04435212 -113.50878755  37.04428164 -113.50875996 51
115  37.04422200 -113.50878571
120 Linear Feature 86
111  37.04432932 -113.50850206 51
112  37.04431130 -113.50866776  37.04428114 -113.50874332 51
111  37.04422200 -113.50878571 51
111  37.04301591 -113.50942706 51
111  37.04269349 -113.50959698 51
111  37.04147019 -113.51024576 51
115  37.04089735 -113.51054654
120 Linear Feature 85
111  37.04097406 -113.51020701 51
112  37.04087812 -113.51009039  37.04081375 -113.51005483 51
115  37.04074224 -113.51006992
120 Linear Feature 84
111  37.04089735 -113.51054654 51
112  37.04098265 -113.51042166  37.04100411 -113.51034621 51
115  37.04099419 -113.51026929
120 Linear Feature 83
111  37.04112905 -113.51066177 51
111  37.04099419 -113.51026929 51
111  37.04097406 -113.51020701 51
112  37.04097972 -113.51002411  37.04100867 -113.50993660 51
115  37.04106718 -113.50989935
120 Linear Feature 82
111  37.04124851 -113.51101335 51
115  37.04117939 -113.51081585
120 Linear Feature 81
111  37.04416656 -113.50802244 51
111  37.04426536 -113.50831180 51
111  37.04430436 -113.50843038 51
111  37.04432932 -113.50850206 51
111  37.04436833 -113.50861738 51
111  37.04446558 -113.50890863 51
111  37.04451030 -113.50903960 51
112  37.04449625 -113.50922628  37.04446078 -113.50930799 51
111  37.04440869 -113.50933789 51
111  37.04320412 -113.50997596 51
111  37.04286309 -113.51015883 51
111  37.04165977 -113.51079126 51
111  37.04149392 -113.51088148 51
111  37.04124851 -113.51101335 51
115  37.04108386 -113.51109966
120 Linear Feature 80
111  37.04855290 -113.50554224 57
112  37.04853301 -113.50581186  37.04847504 -113.50593198 51
111  37.04840218 -113.50596797 51
115  37.04767979 -113.50635065
120 Linear Feature 79
111  37.04827626 -113.50472421 51
115  37.04815959 -113.50437813
120 Linear Feature 78
111  37.04804459 -113.50443869 51
112  37.04817414 -113.50455479  37.04823768 -113.50463580 51
111  37.04827626 -113.50472421 51
111  37.04847441 -113.50530882 57
111  37.04855290 -113.50554224 57
111  37.04864445 -113.50580718 51
111  37.04871225 -113.50600262 51
112  37.04870692 -113.50626402  37.04866047 -113.50640331 51
111  37.04857291 -113.50644719 51
111  37.04829585 -113.50659585 51
112  37.04813619 -113.50661395  37.04804634 -113.50659296 51
111  37.04799128 -113.50650518 51
112  37.04785081 -113.50635903  37.04776629 -113.50632469 51
111  37.04767979 -113.50635065 51
112  37.04669546 -113.50687332  37.04661615 -113.50691604 51
111  37.04656602 -113.50690974 51
112  37.04556776 -113.50697496  37.04552284 -113.50697783 51
111  37.04547471 -113.50700382 51
111  37.04478346 -113.50737045 51
111  37.04444158 -113.50755075 51
111  37.04425524 -113.50764616 51
112  37.04414708 -113.50779961  37.04411587 -113.50791275 51
111  37.04416656 -113.50802244 51
112  37.04414874 -113.50819675  37.04412087 -113.50827078 51
111  37.04406188 -113.50831200 51
111  37.04131032 -113.50976957 51
111  37.04106718 -113.50989935 51
111  37.04074224 -113.51006992 51
111  37.03867856 -113.51116267 51
112  37.03856719 -113.51129922  37.03853188 -113.51140588 51
111  37.03857103 -113.51150222 51
112  37.03869109 -113.51164333  37.03877485 -113.51168148 51
111  37.03886238 -113.51162283 51
111  37.04089735 -113.51054654 51
112  37.04103752 -113.51056358  37.04109604 -113.51059906 51
111  37.04112905 -113.51066177 51
111  37.04117939 -113.51081585 51
112  37.04116624 -113.51098141  37.04113134 -113.51107100 51
111  37.04108386 -113.51109966 51
115  37.04039363 -113.51146212
120 Linear Feature 77
111  37.03797075 -113.51209182 20
111  37.03856620 -113.51177910 20
115  37.03855089 -113.51174090
120 Linear Feature 76
111  37.04083761 -113.50525970 20
111  37.04082392 -113.50521963 20
111  37.04581550 -113.50257872 20
112  37.04613733 -113.50231776  37.04626749 -113.50214669 20
111  37.04630562 -113.50203823 20
111  37.04637523 -113.50188604 20
112  37.04668702 -113.50150109  37.04687056 -113.50137387 20
112  37.04699971 -113.50132393  37.04716186 -113.50123251
111  37.04699971 -113.50132393
112  37.04699971 -113.50132393  37.04702466 -113.50130986 20
112  37.04728662 -113.50116675  37.04744486 -113.50107933
111  37.04728662 -113.50116675
112  37.04728662 -113.50116675  37.04744741 -113.50107190 20
112  37.04790492 -113.50082647  37.04815031 -113.50069653
111  37.04790492 -113.50082647
112  37.04790492 -113.50082647  37.04838693 -113.50057125 20
112  37.04949702 -113.50000414  37.05001423 -113.49974196
111  37.04949702 -113.50000414
112  37.04949702 -113.50000414  37.05014657 -113.49965033 20
112  37.05055960 -113.49943615  37.05072445 -113.49935434 20
111  37.05092218 -113.49923524 20
111  37.05347395 -113.49767079 20
112  37.05421449 -113.49761406  37.05463244 -113.49779192 20
111  37.05478448 -113.49828624 20
111  37.05607963 -113.50209851 20
112  37.05603180 -113.50314185  37.05580048 -113.50364909 20
111  37.05542116 -113.50372242 20
111  37.05249972 -113.50481665 20
112  37.05232528 -113.50489934  37.05220940 -113.50495865
111  37.05232528 -113.50489934
112  37.05232528 -113.50489934  37.05228262 -113.50492117 20
112  37.05022663 -113.50601682  37.04908822 -113.50662006
111  37.05022663 -113.50601682
112  37.05022663 -113.50601682  37.04827263 -113.50705223 20
111  37.04566167 -113.50843002 20
112  37.04548463 -113.50853362  37.04538818 -113.50859497 20
111  37.04530680 -113.50868341 20
111  37.04515184 -113.50884292 20
112  37.04493240 -113.50905174  37.04481667 -113.50913540 20
111  37.04466690 -113.50920285 20
115  37.04468314 -113.50924552
120 Linear Feature 75
111  37.03564473 -113.50611378 51
115  37.03572048 -113.50607386
120 Linear Feature 74
111  37.03573632 -113.50612003 51
111  37.03572048 -113.50607386 51
115  37.03570344 -113.50602368
120 Linear Feature 72
111  37.03571144 -113.50630727 51
111  37.03578612 -113.50626814 51
115  37.03580084 -113.50626042
120 Linear Feature 73
111  37.03580975 -113.50631591 1
115  37.03579981 -113.50628552
120 Linear Feature 71
111  37.03580341 -113.50632176 51
111  37.03578612 -113.50626814 51
115  37.03576645 -113.50621353
120 Linear Feature 70
111  37.03595304 -113.50658467 20
111  37.03593471 -113.50659421 20
111  37.03591865 -113.50660376 20
111  37.03591006 -113.50658076 20
113  37.03594366 -113.50656265 20
120 Linear Feature 69
111  37.03598195 -113.50659397 1
115  37.03595499 -113.50660768
120 Linear Feature 68
111  37.03598703 -113.50660131 51
111  37.03594516 -113.50662448 51
115  37.03590263 -113.50664830
120 Linear Feature 67
111  37.03597788 -113.50671930 51
111  37.03594516 -113.50662448 51
115  37.03593471 -113.50659421
120 Linear Feature 66
111  37.04077527 -113.50524440 22
111  37.04041278 -113.50545609 22
111  37.03997202 -113.50569202 22
111  37.03911974 -113.50614448 22
111  37.03688030 -113.50732703 22
111  37.03661488 -113.50745034 22
115  37.03635312 -113.50758228
120 Linear Feature 65
111  37.04073507 -113.50521037 22
112  37.04051420 -113.50456155  37.04043616 -113.50432133 22
112  37.04013649 -113.50358523  37.04008856 -113.50344557 22
115  37.03986002 -113.50277101
120 Linear Feature 64
111  37.04076443 -113.50529650 20
112  37.04072377 -113.50526213  37.04070258 -113.50523097 20
111  37.04069179 -113.50518773 20
112  37.04041948 -113.50439671  37.04039272 -113.50432129 20
112  37.04012005 -113.50363954  37.04009441 -113.50356412 20
115  37.03982799 -113.50278311
120 Linear Feature 63
111  37.04050776 -113.50444232 20
112  37.04036913 -113.50408078  37.04029110 -113.50388246 20
115  37.04020053 -113.50366298
120 Linear Feature 62
111  37.03633895 -113.50754790 20
111  37.03666019 -113.50738443 20
111  37.03680845 -113.50732019 20
111  37.04019318 -113.50553008 20
111  37.04045733 -113.50538494 20
115  37.04076781 -113.50520281
120 Linear Feature 61
111  37.04079568 -113.50528071 20
111  37.04076443 -113.50529650 20
111  37.04022977 -113.50559831 20
111  37.04013145 -113.50565376 20
111  37.03966935 -113.50589837 20
111  37.03956312 -113.50595091 20
111  37.03695823 -113.50732982 20
111  37.03687064 -113.50737885 20
115  37.03636638 -113.50762270
120 Linear Feature 58
111  37.04034849 -113.50536729 51
111  37.04031529 -113.50527166 51
115  37.04028086 -113.50517248
120 Linear Feature 58
111  37.04006863 -113.50454816 51
111  37.04003537 -113.50444876 51
115  37.04000272 -113.50435120
120 Linear Feature 58
111  37.04020763 -113.50495806 51
111  37.04017420 -113.50486178 51
115  37.04013999 -113.50476326
120 Linear Feature 57
112  37.04008066 -113.50442621  37.04006595 -113.50437952
111  37.04008066 -113.50442621
112  37.04008066 -113.50442621  37.04006580 -113.50437903 51
112  37.04000272 -113.50435120  37.03997034 -113.50434655
111  37.04000272 -113.50435120
112  37.04000272 -113.50435120  37.03998864 -113.50434918 51
112  37.03996088 -113.50435560  37.03994746 -113.50436045
111  37.03996088 -113.50435560
112  37.03996088 -113.50435560  37.03990719 -113.50437498 51
112  37.03989327 -113.50452423  37.03991812 -113.50460459
111  37.03989327 -113.50452423
112  37.03989327 -113.50452423  37.03992127 -113.50459989 51
112  37.04003634 -113.50458186  37.04008326 -113.50455107
111  37.04003634 -113.50458186
112  37.04003634 -113.50458186  37.04004965 -113.50457313 51
112  37.04006863 -113.50454816  37.04007761 -113.50453325
111  37.04006863 -113.50454816
114  37.04006863 -113.50454816  37.04008703 -113.50451759 51
120 Linear Feature 57
112  37.04021803 -113.50483777  37.04020332 -113.50479108
111  37.04021803 -113.50483777
112  37.04021803 -113.50483777  37.04020316 -113.50479059 51
112  37.04013999 -113.50476326  37.04010762 -113.50475860
111  37.04013999 -113.50476326
112  37.04013999 -113.50476326  37.04012592 -113.50476123 51
112  37.04009816 -113.50476766  37.04008474 -113.50477250
111  37.04009816 -113.50476766
112  37.04009816 -113.50476766  37.04004446 -113.50478704 51
112  37.04003436 -113.50493414  37.04005921 -113.50501451
111  37.04003436 -113.50493414
112  37.04003436 -113.50493414  37.04006236 -113.50500981 51
112  37.04017362 -113.50499392  37.04022054 -113.50496313
111  37.04017362 -113.50499392
112  37.04017362 -113.50499392  37.04018693 -113.50498519 51
112  37.04020763 -113.50495806  37.04021660 -113.50494315
111  37.04020763 -113.50495806
114  37.04020763 -113.50495806  37.04022603 -113.50492749 51
120 Linear Feature 57
112  37.04035904 -113.50524808  37.04034433 -113.50520138
111  37.04035904 -113.50524808
112  37.04035904 -113.50524808  37.04034417 -113.50520089 51
112  37.04028086 -113.50517248  37.04024848 -113.50516783
111  37.04028086 -113.50517248
112  37.04028086 -113.50517248  37.04026678 -113.50517046 51
112  37.04023902 -113.50517689  37.04022560 -113.50518173
111  37.04023902 -113.50517689
112  37.04023902 -113.50517689  37.04018533 -113.50519626 51
112  37.04017338 -113.50534666  37.04019823 -113.50542703
111  37.04017338 -113.50534666
112  37.04017338 -113.50534666  37.04020139 -113.50542233 51
112  37.04031448 -113.50540314  37.04036140 -113.50537235
111  37.04031448 -113.50540314
112  37.04031448 -113.50540314  37.04032779 -113.50539441 51
112  37.04034849 -113.50536729  37.04035747 -113.50535238
111  37.04034849 -113.50536729
114  37.04034849 -113.50536729  37.04036689 -113.50533672 51
120 Linear Feature 56
111  37.03960618 -113.50407091 51
112  37.03950971 -113.50406873  37.03946818 -113.50404445 51
115  37.03944192 -113.50400046
120 Linear Feature 56
111  37.03967027 -113.50426356 51
112  37.03957755 -113.50426298  37.03953602 -113.50423869 51
115  37.03950885 -113.50419611
120 Linear Feature 60
111  37.03991002 -113.50420491 51
111  37.03989118 -113.50414877 51
115  37.03987232 -113.50409220
120 Linear Feature 60
111  37.03984495 -113.50401240 51
111  37.03982482 -113.50395730 51
115  37.03980725 -113.50389968
120 Linear Feature 59
112  37.03986109 -113.50393846  37.03985126 -113.50390581
111  37.03986109 -113.50393846
112  37.03986109 -113.50393846  37.03985017 -113.50390564 51
112  37.03980725 -113.50389968  37.03978391 -113.50389843
111  37.03980725 -113.50389968
112  37.03980725 -113.50389968  37.03977740 -113.50390492 51
112  37.03976548 -113.50398814  37.03977838 -113.50402835
111  37.03976548 -113.50398814
112  37.03976548 -113.50398814  37.03977986 -113.50403298 51
112  37.03984495 -113.50401240  37.03986915 -113.50398859
111  37.03984495 -113.50401240
114  37.03984495 -113.50401240  37.03986013 -113.50399747 51
120 Linear Feature 59
112  37.03992518 -113.50413110  37.03991535 -113.50409846
111  37.03992518 -113.50413110
112  37.03992518 -113.50413110  37.03991426 -113.50409829 51
112  37.03987232 -113.50409220  37.03984898 -113.50409094
111  37.03987232 -113.50409220
112  37.03987232 -113.50409220  37.03984247 -113.50409744 51
112  37.03983115 -113.50417996  37.03984405 -113.50422017
111  37.03983115 -113.50417996
112  37.03983115 -113.50417996  37.03984554 -113.50422481 51
112  37.03991002 -113.50420491  37.03993422 -113.50418111
111  37.03991002 -113.50420491
114  37.03991002 -113.50420491  37.03992520 -113.50418998 51
120 Linear Feature 55
111  37.03953517 -113.50427208 51
112  37.03954250 -113.50415937  37.03956080 -113.50410203 51
111  37.03960618 -113.50407091 51
111  37.03976548 -113.50398814 51
111  37.03982482 -113.50395730 51
111  37.03986109 -113.50393846 2
115  37.03989312 -113.50392197
120 Linear Feature 55
111  37.03959981 -113.50446271 51
112  37.03960659 -113.50435201  37.03962489 -113.50429468 51
111  37.03967027 -113.50426356 51
111  37.03983115 -113.50417996 51
111  37.03989118 -113.50414877 51
111  37.03992518 -113.50413110 2
115  37.03995721 -113.50411462
120 Linear Feature 54
111  37.03977227 -113.50458752 51
112  37.03968382 -113.50457984  37.03963329 -113.50455426 51
115  37.03961812 -113.50451503
120 Linear Feature 54
111  37.03991879 -113.50499478 51
112  37.03982720 -113.50499290  37.03977667 -113.50496732 51
115  37.03975859 -113.50493237
120 Linear Feature 54
111  37.04005923 -113.50540436 51
112  37.03996700 -113.50540395  37.03991370 -113.50538010 51
115  37.03989380 -113.50532524
120 Linear Feature 53
111  37.03971308 -113.50479669 51
112  37.03971328 -113.50468108  37.03973171 -113.50462547 51
111  37.03977227 -113.50458752 51
111  37.03989327 -113.50452423 51
111  37.04003537 -113.50444876 51
111  37.04008066 -113.50442621 2
115  37.04011015 -113.50441118
120 Linear Feature 53
111  37.03984804 -113.50519103 51
112  37.03985465 -113.50508261  37.03987308 -113.50502700 51
111  37.03991879 -113.50499478 51
111  37.04003436 -113.50493414 51
111  37.04017420 -113.50486178 51
111  37.04021803 -113.50483777 2
115  37.04024923 -113.50482060
120 Linear Feature 53
111  37.03999313 -113.50561322 51
112  37.03999337 -113.50549291  37.04001180 -113.50543730 51
111  37.04005923 -113.50540436 51
111  37.04017338 -113.50534666 51
111  37.04031529 -113.50527166 51
111  37.04035904 -113.50524808 2
115  37.04039024 -113.50523090
120 Linear Feature 52
111  37.03941226 -113.50476385 51
112  37.03930999 -113.50463723  37.03923682 -113.50460003 51
111  37.03917862 -113.50461515 51
112  37.03925795 -113.50449487  37.03928085 -113.50442743 51
115  37.03926716 -113.50433449
120 Linear Feature 52
111  37.03969170 -113.50558119 51
112  37.03959691 -113.50547903  37.03954217 -113.50545223 51
111  37.03947568 -113.50545350 51
112  37.03954303 -113.50533552  37.03956316 -113.50526693 51
115  37.03955684 -113.50518501
120 Linear Feature 51
111  37.03639149 -113.50635395 51
112  37.03639230 -113.50617617  37.03641902 -113.50608730 51
111  37.03647580 -113.50604223 51
112  37.03634064 -113.50602818  37.03627983 -113.50599356 51
115  37.03624759 -113.50592662
120 Linear Feature 51
111  37.03667571 -113.50718889 51
112  37.03668009 -113.50702234  37.03670680 -113.50693347 51
111  37.03676173 -113.50689002 51
112  37.03663094 -113.50687434  37.03657014 -113.50683972 51
115  37.03653664 -113.50677975
120 Linear Feature 50
111  37.03624051 -113.50616849 51
112  37.03610732 -113.50616282  37.03603822 -113.50613165 51
115  37.03600430 -113.50606232
120 Linear Feature 50
111  37.03652568 -113.50701723 51
112  37.03639545 -113.50700922  37.03632636 -113.50697806 51
115  37.03628880 -113.50690604
120 Linear Feature 49
111  37.03941271 -113.50449422 51
112  37.03949718 -113.50437417  37.03953110 -113.50428485 51
115  37.03950885 -113.50419611
120 Linear Feature 49
111  37.03970079 -113.50533586 51
112  37.03978452 -113.50521641  37.03981844 -113.50512709 51
115  37.03979603 -113.50503987
120 Linear Feature 48
111  37.03614621 -113.50648288 51
112  37.03614351 -113.50631948  37.03616330 -113.50622028 51
111  37.03624051 -113.50616849 51
111  37.03647580 -113.50604223 51
111  37.03918194 -113.50461422 51
111  37.03941271 -113.50449422 51
112  37.03954371 -113.50450275  37.03961945 -113.50453700 51
115  37.03965015 -113.50461322
120 Linear Feature 48
111  37.03643486 -113.50733181 51
112  37.03643020 -113.50716727  37.03644999 -113.50706807 51
111  37.03652568 -113.50701723 51
111  37.03676173 -113.50689002 51
111  37.03947568 -113.50545350 51
111  37.03970079 -113.50533586 51
112  37.03983179 -113.50534518  37.03990502 -113.50538101 51
115  37.03993697 -113.50545425
120 Linear Feature 47
111  37.03912981 -113.50308346 51
112  37.03913041 -113.50290391  37.03915621 -113.50281965 51
115  37.03922081 -113.50277500
120 Linear Feature 46
111  37.04032129 -113.50600408 51
112  37.04017510 -113.50598762  37.04010223 -113.50594564 51
111  37.04007858 -113.50586660 51
111  37.03999313 -113.50561322 51
111  37.03993697 -113.50545425 51
111  37.03989380 -113.50532524 51
111  37.03984804 -113.50519103 51
111  37.03979603 -113.50503987 51
111  37.03975859 -113.50493237 51
111  37.03971308 -113.50479669 51
111  37.03965015 -113.50461322 51
111  37.03961812 -113.50451503 51
111  37.03959981 -113.50446271 51
111  37.03953517 -113.50427208 51
111  37.03950885 -113.50419611 51
111  37.03944192 -113.50400046 51
111  37.03912981 -113.50308346 51
112  37.03902221 -113.50295811  37.03894607 -113.50292185 51
115  37.03888795 -113.50294668
120 Linear Feature 45
111  37.03888917 -113.50322536 51
112  37.03877955 -113.50308827  37.03870618 -113.50305098 51
115  37.03864442 -113.50307517
120 Linear Feature 44
111  37.03842569 -113.50143138 1
111  37.03848086 -113.50159231 1
111  37.03848699 -113.50158948 1
115  37.03843131 -113.50142786
120 Linear Feature 43
111  37.03841687 -113.50143540 1
111  37.03845405 -113.50154457 1
111  37.03847601 -113.50153284 1
115  37.03843974 -113.50142384
120 Linear Feature 42
111  37.03974399 -113.50249765 51
112  37.03959939 -113.50248480  37.03953394 -113.50244460 51
