A
1050 Generated by WorldEditor 2.0.0r4

1   4316 0 0 KPGA Page Muni
112  36.92382335 -111.44762443  36.92401421 -111.44765292
111  36.92382335 -111.44762443 51
115  36.92438414 -111.44774331
120 Linear Feature 31
111  36.92234640 -111.44843245 59
115  36.92153801 -111.44826409
120 Linear Feature 30
112  36.92132250 -111.44810881  36.92133663 -111.44810927 51
112  36.92137348 -111.44809557  36.92139222 -111.44808637
111  36.92137348 -111.44809557
112  36.92137348 -111.44809557  36.92143063 -111.44806751 57
116  36.92146804 -111.44788761  36.92144237 -111.44777951
120 Linear Feature 29
112  36.92122432 -111.44745729  36.92115232 -111.44732698 51
112  36.92141801 -111.44710083  36.92161600 -111.44711448
111  36.92141801 -111.44710083 51
115  36.92196736 -111.44721889
120 Linear Feature 27
111  36.92168792 -111.44818762 51
112  36.92163784 -111.44815425  36.92160831 -111.44812792
111  36.92163784 -111.44815425
112  36.92163784 -111.44815425  36.92162145 -111.44813963 57
112  36.92158235 -111.44809046  36.92156241 -111.44806186
111  36.92158235 -111.44809046 57
111  36.92146804 -111.44788761 57
111  36.92139920 -111.44776527 51
111  36.92122432 -111.44745729 51
111  36.92111503 -111.44726473
112  36.92111503 -111.44726473  36.92103522 -111.44713415 51
112  36.92068591 -111.44694171  36.92048346 -111.44689785
111  36.92068591 -111.44694171 51
115  36.92014202 -111.44682341
120 Linear Feature 25
111  36.91726240 -111.44750226 51
112  36.91724647 -111.44752184  36.91723117 -111.44752190 51
111  36.91723125 -111.44750253 51
112  36.91724747 -111.44748268  36.91726355 -111.44748268 51
115  36.91726240 -111.44750226
120 Linear Feature 26
111  36.91723125 -111.44750253 51
115  36.91726240 -111.44750226
120 Linear Feature 23
111  36.91771285 -111.44755040 52
115  36.91707093 -111.44741297
120 Linear Feature 22
111  36.91782747 -111.44745699 59
115  36.91699987 -111.44728881
120 Linear Feature 40
112  36.92438288 -111.44877238  36.92420425 -111.44876442 51
115  36.92416764 -111.44897090
120 Linear Feature 39
112  36.92413784 -111.44918464  36.92413284 -111.44933701 51
115  36.92425390 -111.44936433
120 Linear Feature 38
112  36.92410240 -111.44943879  36.92409604 -111.44959685 51
115  36.92422390 -111.44961961
120 Linear Feature 21
111  36.91674970 -111.44633692 51
112  36.91672792 -111.44641869  36.91672224 -111.44645375
111  36.91672792 -111.44641869 51
111  36.91668243 -111.44674261 57
111  36.91666747 -111.44685075
112  36.91666747 -111.44685075  36.91665804 -111.44703347 57
112  36.91686291 -111.44714069  36.91699041 -111.44717704
111  36.91686291 -111.44714069 51
112  36.92132250 -111.44810833  36.92132250 -111.44810881 51
111  36.92168792 -111.44818762 51
111  36.92237208 -111.44833607 51
111  36.92254513 -111.44837362 51
111  36.92262555 -111.44839107 51
111  36.92274161 -111.44841625 51
111  36.92292641 -111.44845635 51
111  36.92402871 -111.44869553 51
111  36.92438288 -111.44877238 51
111  36.92471182 -111.44884375 51
111  36.92506735 -111.44892089 51
111  36.92572273 -111.44906310 51
111  36.92589899 -111.44910134 51
111  36.92608346 -111.44914137 51
111  36.92831420 -111.44962540 51
111  36.92867125 -111.44970287 51
111  36.92881230 -111.44973348 57
111  36.92923225 -111.44982470 51
111  36.92992974 -111.44997644 57
111  36.93034987 -111.45006781 51
111  36.93239687 -111.45051134
112  36.93239687 -111.45051134  36.93257414 -111.45053795 57
112  36.93266250 -111.45030186  36.93269141 -111.45015652
111  36.93266250 -111.45030186 57
111  36.93267468 -111.45021359 51
111  36.93272250 -111.44986038
112  36.93272250 -111.44986038  36.93272597 -111.44982381 51
115  36.93272359 -111.44980101
120 Linear Feature 62
111  36.92435947 -111.45015556 20
111  36.92433635 -111.45001095 20
111  36.92435047 -111.44990724 20
111  36.92438498 -111.44965365 20
111  36.92441928 -111.44940158 20
111  36.92444532 -111.44940816 20
111  36.92436231 -111.45001495 20
115  36.92437664 -111.45015912
120 Linear Feature 63
111  36.92378393 -111.44933900 20
111  36.92379657 -111.44926773 20
111  36.92339418 -111.44917408 20
115  36.92338051 -111.44925503
21  36.93038390 -111.44857100 1 170.0527 3.00 15 VASI
21  36.91903952 -111.44704784 1 349.9879 3.00 33 VASI
14  36.92442585 -111.45100705  82.02 0 New Tower Viewpoint 2
1300  36.92460914 -111.45177528 350.39 tie_down helos Helicopter Ramp 02
1301 A none 
1300  36.92460783 -111.45156503 350.45 tie_down helos Helicopter Ramp 01
1301 A none 
1300  36.92691279 -111.45003915 260.96 misc turboprops|props|helos|fighters Ramp Start 10
1301 B none 
1300  36.92673661 -111.45000282 260.96 misc turboprops|props|helos|fighters Ramp Start 09
1301 B none 
1300  36.92655940 -111.44996284 260.96 misc turboprops|props|helos|fighters Ramp Start 08
1301 B none 
1300  36.92637480 -111.44999292 260.96 misc turboprops|props|helos|fighters Ramp Start 07
1301 B none 
1300  36.92619902 -111.44995497 260.96 misc turboprops|props|helos|fighters Ramp Start 06
1301 B none 
1300  36.92602333 -111.44991636 260.96 misc turboprops|props|helos|fighters Ramp Start 05
1301 B none 
1300  36.92512392 -111.44939838 257.93 misc jets|turboprops|props Ramp Start 04
1301 B none 
1300  36.92518089 -111.44969167  79.13 misc jets|turboprops|props Ramp Start 03
1301 B none 
1300  36.92548575 -111.44947971 261.01 misc jets|turboprops|props Ramp Start 02
1301 B none 
1300  36.92544934 -111.44975306  79.02 misc jets|turboprops|props Ramp Start 01
1301 B none 
1300  36.92468139 -111.44995880 -234.97 misc jets|turboprops|props Restricted Ramp Start
1301 B none 
1300  36.92299033 -111.44919992  79.03 hangar props GA Hangar 73
1301 A none 
1300  36.92352834 -111.44937613  79.03 hangar props GA Hangar 72
1301 A none 
1300  36.92450959 -111.45107892 349.54 hangar turboprops|props GA Hangar 71
1301 B none 
1300  36.92443888 -111.45161497 349.54 hangar turboprops|props GA Hangar 70
1301 B none 
1300  36.92770095 -111.45234856  79.76 hangar props GA Hangar 69
1301 A none 
1300  36.92750402 -111.45241122 259.69 hangar props GA Hangar 68
1301 A none 
1300  36.92735300 -111.45227486  79.76 hangar props GA Hangar 67
1301 A none 
1300  36.92724648 -111.45234904 260.37 hangar props GA Hangar 66
1301 A none 
1300  36.92716918 -111.45223883  79.76 hangar props GA Hangar 65
1301 A none 
1300  36.92698939 -111.45220035  79.76 hangar props GA Hangar 64
1301 A none 
1300  36.92679978 -111.45225974 261.01 hangar props GA Hangar 63
1301 A none 
1300  36.92662707 -111.45211293  79.76 hangar props GA Hangar 62
1301 A none 
1300  36.92647436 -111.45218654 260.79 hangar props GA Hangar 61
1301 A none 
1300  36.92628119 -111.45203579  79.76 hangar props GA Hangar 60
1301 A none 
1300  36.92617744 -111.45254800  79.76 hangar props GA Hangar 59
1301 A none 
1300  36.92638272 -111.45258977  79.76 hangar props GA Hangar 58
1301 A none 
1300  36.92656933 -111.45262786  79.76 hangar props GA Hangar 57
1301 A none 
1300  36.92675987 -111.45267332  79.76 hangar props GA Hangar 56
1301 A none 
1300  36.92696318 -111.45271509  79.76 hangar props GA Hangar 55
1301 A none 
1300  36.92715961 -111.45276055  79.76 hangar props GA Hangar 54
1301 A none 
1300  36.92738944 -111.45280355  79.76 hangar props GA Hangar 53
1301 A none 
1300  36.92762712 -111.45285393  79.76 hangar props GA Hangar 52
1301 A none 
1300  36.92757801 -111.45322252 260.19 hangar props GA Hangar 51
1301 A none 
1300  36.92733935 -111.45316723 260.19 hangar props GA Hangar 50
1301 A none 
1300  36.92711345 -111.45311317 260.19 hangar props GA Hangar 49
1301 A none 
1300  36.92690817 -111.45307508 260.19 hangar props GA Hangar 48
1301 A none 
1300  36.92670683 -111.45305911 260.19 hangar props GA Hangar 47
1301 A none 
1300  36.92651727 -111.45301856 260.19 hangar props GA Hangar 46
1301 A none 
1300  36.92632870 -111.45297556 260.19 hangar props GA Hangar 45
1301 A none 
1300  36.92612735 -111.45293625 260.19 hangar props GA Hangar 44
1301 A none 
1300  36.92516686 -111.45232546  80.77 hangar turboprops|props GA Hangar 43
1301 B none 
1300  36.92535511 -111.45236642  80.77 hangar turboprops|props GA Hangar 42
1301 B none 
1300  36.92554336 -111.45240532  80.77 hangar turboprops|props GA Hangar 41
1301 B none 
1300  36.92549774 -111.45275461 259.70 hangar turboprops|props GA Hangar 40
1301 B none 
1300  36.92530963 -111.45270508 259.70 hangar turboprops|props GA Hangar 39
1301 B none 
1300  36.92512011 -111.45266438 259.70 hangar turboprops|props GA Hangar 38
1301 B none 
1300  36.92501325 -111.45309873  78.96 hangar props GA Hangar 37
1301 A none 
1300  36.92519085 -111.45313456  78.96 hangar props GA Hangar 36
1301 A none 
1300  36.92535455 -111.45317040  78.96 hangar props GA Hangar 35
1301 A none 
1300  36.92552970 -111.45320930  78.96 hangar props GA Hangar 34
1301 A none 
1300  36.92570076 -111.45324309  78.96 hangar props GA Hangar 33
1301 A none 
1300  36.92587182 -111.45328097  78.96 hangar props GA Hangar 32
1301 A none 
1300  36.92606335 -111.45331885  78.96 hangar props GA Hangar 31
1301 A none 
1300  36.92625487 -111.45336185  78.96 hangar props GA Hangar 30
1301 A none 
1300  36.92645130 -111.45340485  78.96 hangar props GA Hangar 29
1301 A none 
1300  36.92663300 -111.45344274  78.96 hangar props GA Hangar 28
1301 A none 
1300  36.92684908 -111.45348983  78.96 hangar props GA Hangar 27
1301 A none 
1300  36.92706106 -111.45353898  78.96 hangar props GA Hangar 26
1301 A none 
1300  36.92729984 -111.45359003  78.96 hangar props GA Hangar 25
1301 A none 
1300  36.92753038 -111.45363603  78.96 hangar props GA Hangar 24
1301 A none 
1300  36.92777477 -111.45368641  78.96 hangar props GA Hangar 23
1301 A none 
1300  36.92800640 -111.45370996  78.96 hangar props GA Hangar 22
1301 A none 
1300  36.92865221 -111.45121551 349.24 hangar props GA Hangar 21
1301 A none 
1300  36.92862380 -111.45140166 349.24 hangar props GA Hangar 20
1301 A none 
1300  36.92859853 -111.45159719 349.24 hangar props GA Hangar 19
1301 A none 
1300  36.92857880 -111.45177643 349.24 hangar props GA Hangar 18
1301 A none 
1300  36.92855512 -111.45194727 349.24 hangar props GA Hangar 17
1301 A none 
1300  36.92852985 -111.45211664 349.24 hangar props GA Hangar 16
1301 A none 
1300  36.92850696 -111.45229094 349.24 hangar props GA Hangar 15
1301 A none 
1300  36.92848170 -111.45245931 349.24 hangar props GA Hangar 14
1301 A none 
1300  36.92845723 -111.45263213 349.24 hangar props GA Hangar 13
1301 A none 
1300  36.92843039 -111.45280890 349.24 hangar props GA Hangar 12
1301 A none 
1300  36.92827329 -111.45286074 168.42 hangar props GA Hangar 11
1301 A none 
1300  36.92830526 -111.45269286 168.42 hangar props GA Hangar 10
1301 A none 
1300  36.92832026 -111.45251659 168.42 hangar props GA Hangar 09
1301 A none 
1300  36.92834434 -111.45234130 168.42 hangar props GA Hangar 08
1301 A none 
1300  36.92836763 -111.45216898 168.42 hangar props GA Hangar 07
1301 A none 
1300  36.92839052 -111.45199912 168.42 hangar props GA Hangar 06
1301 A none 
1300  36.92841736 -111.45182680 168.42 hangar props GA Hangar 05
1301 A none 
1300  36.92844065 -111.45165990 168.42 hangar props GA Hangar 04
1301 A none 
1300  36.92846552 -111.45147128 168.42 hangar props GA Hangar 03
1301 A none 
1300  36.92849196 -111.45127526 168.42 hangar props GA Hangar 02
1301 A none 
1300  36.92851922 -111.45109358 168.42 hangar props GA Hangar 01
1301 A none 
1300  36.92271155 -111.44868415 260.00 tie_down props GA Tie Down 101
1301 A general_aviation 
1300  36.92283372 -111.44871007 260.00 tie_down props GA Tie Down 100
1301 A general_aviation 
1300  36.92295590 -111.44873532 260.00 tie_down props GA Tie Down 99
1301 A general_aviation 
1300  36.92307699 -111.44876397 260.00 tie_down props GA Tie Down 98
1301 A general_aviation 
1300  36.92319923 -111.44879039 260.00 tie_down props GA Tie Down 97
1301 A general_aviation 
1300  36.92332149 -111.44881675 260.00 tie_down props GA Tie Down 96
1301 A general_aviation 
1300  36.92344333 -111.44884303 260.00 tie_down props GA Tie Down 95
1301 A general_aviation 
1300  36.92356395 -111.44886904 260.00 tie_down props GA Tie Down 94
1301 A general_aviation 
1300  36.92368581 -111.44889532 260.00 tie_down props GA Tie Down 93
1301 A general_aviation 
1300  36.92380909 -111.44892191 260.00 tie_down props GA Tie Down 92
1301 A general_aviation 
1300  36.92393042 -111.44894808 260.00 tie_down props GA Tie Down 91
1301 A general_aviation 
1300  36.92439268 -111.44939420 169.62 tie_down props GA Tie Down 90
1301 A general_aviation 
1300  36.92435668 -111.44964868 169.62 tie_down props GA Tie Down 89
1301 A general_aviation 
1300  36.92432331 -111.44990099 169.62 tie_down props GA Tie Down 88
1301 A general_aviation 
1300  36.92640369 -111.45159142 260.51 tie_down props GA Tie Down 87
1301 A general_aviation 
1300  36.92652532 -111.45161772 260.51 tie_down props GA Tie Down 86
1301 A general_aviation 
1300  36.92664696 -111.45164332 260.51 tie_down props GA Tie Down 85
1301 A general_aviation 
1300  36.92677030 -111.45167105 260.51 tie_down props GA Tie Down 84
1301 A general_aviation 
1300  36.92689477 -111.45169736 260.51 tie_down props GA Tie Down 83
1301 A general_aviation 
1300  36.92701470 -111.45172437 260.51 tie_down props GA Tie Down 82
1301 A general_aviation 
1300  36.92713634 -111.45174997 260.51 tie_down props GA Tie Down 81
1301 A general_aviation 
1300  36.92725797 -111.45178125 260.51 tie_down props GA Tie Down 80
1301 A general_aviation 
1300  36.92737904 -111.45180685 260.51 tie_down props GA Tie Down 79
1301 A general_aviation 
1300  36.92750124 -111.45183600 260.51 tie_down props GA Tie Down 78
1301 A general_aviation 
1300  36.92761969 -111.45185601 260.51 tie_down props GA Tie Down 77
1301 A general_aviation 
1300  36.92774292 -111.45188265 260.51 tie_down props GA Tie Down 76
1301 A general_aviation 
1300  36.92786500 -111.45190995 260.51 tie_down props GA Tie Down 75
1301 A general_aviation 
1300  36.92794188 -111.45180640  80.08 tie_down props GA Tie Down 74
1301 A general_aviation 
1300  36.92782308 -111.45178365  80.08 tie_down props GA Tie Down 73
1301 A general_aviation 
1300  36.92769918 -111.45175663  80.08 tie_down props GA Tie Down 72
1301 A general_aviation 
1300  36.92757641 -111.45172606  80.08 tie_down props GA Tie Down 71
1301 A general_aviation 
1300  36.92745534 -111.45170046  80.08 tie_down props GA Tie Down 70
1301 A general_aviation 
1300  36.92733371 -111.45167487  80.08 tie_down props GA Tie Down 69
1301 A general_aviation 
1300  36.92721264 -111.45164785  80.08 tie_down props GA Tie Down 68
1301 A general_aviation 
1300  36.92709157 -111.45162225  80.08 tie_down props GA Tie Down 67
1301 A general_aviation 
1300  36.92696937 -111.45159523  80.08 tie_down props GA Tie Down 66
1301 A general_aviation 
1300  36.92684660 -111.45157035  80.08 tie_down props GA Tie Down 65
1301 A general_aviation 
1300  36.92672497 -111.45154262  80.08 tie_down props GA Tie Down 64
1301 A general_aviation 
1300  36.92660390 -111.45151702  80.08 tie_down props GA Tie Down 63
1301 A general_aviation 
1300  36.92648113 -111.45148716  80.08 tie_down props GA Tie Down 62
1301 A general_aviation 
1300  36.92636063 -111.45146370  80.08 tie_down props GA Tie Down 61
1301 A general_aviation 
1300  36.92648631 -111.45114583 260.37 tie_down props GA Tie Down 60
1301 A general_aviation 
1300  36.92664933 -111.45118167 260.37 tie_down props GA Tie Down 59
1301 A general_aviation 
1300  36.92681234 -111.45121750 260.37 tie_down props GA Tie Down 58
1301 A general_aviation 
1300  36.92697535 -111.45125249 260.37 tie_down props GA Tie Down 57
1301 A general_aviation 
1300  36.92713836 -111.45128661 260.37 tie_down props GA Tie Down 56
1301 A general_aviation 
1300  36.92730001 -111.45132245 260.37 tie_down props GA Tie Down 55
1301 A general_aviation 
1300  36.92746030 -111.45135828 260.37 tie_down props GA Tie Down 54
1301 A general_aviation 
1300  36.92762467 -111.45139412 260.37 tie_down props GA Tie Down 53
1301 A general_aviation 
1300  36.92778359 -111.45142910 260.37 tie_down props GA Tie Down 52
1301 A general_aviation 
1300  36.92794865 -111.45146494 260.37 tie_down props GA Tie Down 51
1301 A general_aviation 
1300  36.92788666 -111.45131132  79.44 tie_down props GA Tie Down 50
1301 A general_aviation 
1300  36.92772433 -111.45127549  79.44 tie_down props GA Tie Down 49
1301 A general_aviation 
1300  36.92756063 -111.45124051  79.44 tie_down props GA Tie Down 48
1301 A general_aviation 
1300  36.92740035 -111.45120553  79.44 tie_down props GA Tie Down 47
1301 A general_aviation 
1300  36.92723734 -111.45117140  79.44 tie_down props GA Tie Down 46
1301 A general_aviation 
1300  36.92707637 -111.45113471  79.44 tie_down props GA Tie Down 45
1301 A general_aviation 
1300  36.92691268 -111.45110143  79.44 tie_down props GA Tie Down 44
1301 A general_aviation 
1300  36.92674966 -111.45106560  79.44 tie_down props GA Tie Down 43
1301 A general_aviation 
1300  36.92658870 -111.45103062  79.44 tie_down props GA Tie Down 42
1301 A general_aviation 
1300  36.92642500 -111.45099393  82.53 tie_down props GA Tie Down 41
1301 A general_aviation 
1300  36.92566681 -111.45282658 261.62 tie_down props GA Tie Down 40
1301 A general_aviation 
1300  36.92574299 -111.45272465  78.61 tie_down props GA Tie Down 39
1301 A general_aviation 
1300  36.92580038 -111.45244975 263.17 tie_down props GA Tie Down 38
1301 A general_aviation 
1300  36.92567931 -111.45242416 263.17 tie_down props GA Tie Down 37
1301 A general_aviation 
1300  36.92526776 -111.45221792  78.21 tie_down props GA Tie Down 36
1301 A general_aviation 
1300  36.92539044 -111.45224695  78.21 tie_down props GA Tie Down 35
1301 A general_aviation 
1300  36.92551501 -111.45227243  78.21 tie_down props GA Tie Down 34
1301 A general_aviation 
1300  36.92563579 -111.45229791  78.21 tie_down props GA Tie Down 33
1301 A general_aviation 
1300  36.92575799 -111.45232279  78.21 tie_down props GA Tie Down 32
1301 A general_aviation 
1300  36.92557904 -111.45198213 260.32 tie_down props GA Tie Down 31
1301 A general_aviation 
1300  36.92545730 -111.45195838 260.32 tie_down props GA Tie Down 30
1301 A general_aviation 
1300  36.92533569 -111.45193150 260.32 tie_down props GA Tie Down 29
1301 A general_aviation 
1300  36.92521329 -111.45190448 260.32 tie_down props GA Tie Down 28
1301 A general_aviation 
1300  36.92509221 -111.45187910 260.32 tie_down props GA Tie Down 27
1301 A general_aviation 
1300  36.92505051 -111.45170769  79.46 tie_down props GA Tie Down 26
1301 A general_aviation 
1300  36.92518032 -111.45173089  79.46 tie_down props GA Tie Down 25
1301 A general_aviation 
1300  36.92529922 -111.45175545  79.46 tie_down props GA Tie Down 24
1301 A general_aviation 
1300  36.92541867 -111.45178137  79.46 tie_down props GA Tie Down 23
1301 A general_aviation 
1300  36.92554139 -111.45180798  79.46 tie_down props GA Tie Down 22
1301 A general_aviation 
1300  36.92567417 -111.45154159 260.12 tie_down props GA Tie Down 21
1301 A general_aviation 
1300  36.92555636 -111.45151839 260.12 tie_down props GA Tie Down 20
1301 A general_aviation 
1300  36.92543309 -111.45149110 260.12 tie_down props GA Tie Down 19
1301 A general_aviation 
1300  36.92531364 -111.45146791 260.12 tie_down props GA Tie Down 18
1301 A general_aviation 
1300  36.92519310 -111.45144403 260.12 tie_down props GA Tie Down 17
1301 A general_aviation 
1300  36.92507093 -111.45141605 260.12 tie_down props GA Tie Down 16
1301 A general_aviation 
1300  36.92494901 -111.45138646 260.12 tie_down props GA Tie Down 15
1301 A general_aviation 
1300  36.92499731 -111.45106223 260.12 tie_down props GA Tie Down 14
1301 A general_aviation 
1300  36.92511676 -111.45108952 260.12 tie_down props GA Tie Down 13
1301 A general_aviation 
1300  36.92523784 -111.45111340 260.12 tie_down props GA Tie Down 12
1301 A general_aviation 
1300  36.92535947 -111.45113796 260.12 tie_down props GA Tie Down 11
1301 A general_aviation 
1300  36.92548001 -111.45116048 260.12 tie_down props GA Tie Down 10
1301 A general_aviation 
1300  36.92560110 -111.45119391 260.12 tie_down props GA Tie Down 09
1301 A general_aviation 
1300  36.92572328 -111.45121233 260.12 tie_down props GA Tie Down 08
1301 A general_aviation 
1300  36.92577031 -111.45087477 260.12 tie_down props GA Tie Down 07
1301 A general_aviation 
1300  36.92564895 -111.45085146 260.12 tie_down props GA Tie Down 06
1301 A general_aviation 
1300  36.92552759 -111.45082417 260.12 tie_down props GA Tie Down 05
1301 A general_aviation 
1300  36.92540578 -111.45080086 260.12 tie_down props GA Tie Down 04
1301 A general_aviation 
1300  36.92528624 -111.45077300 260.12 tie_down props GA Tie Down 03
1301 A general_aviation 
1300  36.92516670 -111.45074741 260.12 tie_down props GA Tie Down 02
1301 A general_aviation 
1300  36.92504443 -111.45072524 260.12 tie_down props GA Tie Down 01
1301 A general_aviation 
18  36.92376935 -111.44985403 1 New Airport Beacon 1
19  36.92286355 -111.44601705 1 New Windsock 1
50 12062 XW ASOS
51 12280 UNICOM
51 12280 CTAF
56 12755 Denver Center
55 12755 Denver Center
99
