A
1000 Generated by WorldEditor

1    620 1 0 KMDW Chicago Midway Intl
1201  41.79207939 -087.75962495 both 175 M_stop(split)
1201  41.79100116 -087.74561080 both 176 N_stop(split)(split)
1201  41.78352933 -087.74434636 both 177 E_stop(split)
1201  41.78342845 -087.74389541 both 178 _stop
1201  41.78201864 -087.74949305 both 179 K_stop(split)
1201  41.78738062 -087.74731049 both 180 Y_stop(split)(split)(split)
1201  41.78734949 -087.74763384 both 181 P_stop
1201  41.79142316 -087.74584581 both 182 N_stop(split)
1201  41.79234206 -087.74380778 both 183 R_stop
1201  41.79240730 -087.74390578 both 184 R_stop
1201  41.79245132 -087.74427967 both 185 R_stop
1201  41.79237890 -087.74458811 both 186 R_stop
1201  41.79114037 -087.74580564 both 187 N_stop(split)(split)
1201  41.79127645 -087.75642749 both 188 N_stop(split)
1202 0 1 twoway taxiway Y
1204 departure 22L
1204 arrival 04R
1202 1 2 twoway taxiway Y
1204 departure 22L
1204 arrival 04R
1202 2 3 twoway taxiway Y
1204 departure 22L
1204 arrival 04R
1202 3 4 twoway taxiway Y
1202 4 45 twoway taxiway Y
1202 5 6 twoway taxiway Y
1202 6 7 twoway taxiway Y
1202 7 8 twoway taxiway Y
1202 8 85 twoway taxiway Y
1204 arrival 13L,31R
1202 9 10 twoway taxiway Y
1202 10 78 twoway taxiway Y
1204 arrival 13C,31C
1202 11 12 twoway taxiway Y
1202 12 74 twoway taxiway Y
1204 arrival 13R,31L
1202 14 15 twoway taxiway E
1204 departure 31C
1204 arrival 13C
1202 15 16 twoway taxiway E
1204 departure 31C
1204 arrival 13C
1202 16 17 twoway taxiway E
1204 departure 31C
1204 arrival 13C
1202 17 94 twoway taxiway E
1202 18 19 twoway taxiway E
1202 18 19 twoway taxiway T
1202 19 20 twoway taxiway T
1202 20 66 twoway taxiway T
1202 21 22 twoway taxiway T
1202 22 23 twoway taxiway T
1202 24 25 twoway taxiway P
1202 25 34 twoway taxiway P
1204 departure 31C
1204 arrival 13C
1202 26 27 twoway taxiway P
1202 27 84 twoway taxiway P
1204 arrival 13L,31R
1202 28 23 twoway taxiway P
1202 23 6 twoway taxiway P
1202 6 29 twoway taxiway P
1202 29 156 twoway taxiway P
1204 arrival 04R,22L
1202 30 31 twoway taxiway P
1202 31 32 twoway taxiway P
1204 departure 22R
1204 arrival 04L
1202 33 95 twoway taxiway E
1204 departure 31R
1204 arrival 13L
1202 34 42 twoway taxiway P
1204 departure 31C
1204 arrival 13C
1202 35 36 twoway taxiway K
1204 departure 31R
1204 arrival 13L
1204 ils 31R
1202 36 37 twoway taxiway K
1204 departure 31R
1204 arrival 13L
1204 ils 31R
1202 37 33 twoway taxiway K
1204 departure 31R
1204 arrival 13L
1204 ils 31R
1202 33 38 twoway taxiway K
1204 ils 31R
1202 38 39 twoway taxiway K
1202 39 43 twoway taxiway K
1204 arrival 13C,31C
1202 34 40 twoway taxiway K
1204 arrival 13C,31C
1202 40 179 twoway taxiway K
1202 42 26 twoway taxiway P
1204 departure 31C
1204 arrival 13C
1202 43 34 twoway taxiway K
1204 arrival 13C,31C
1202 44 42 twoway taxiway K
1202 42 43 twoway taxiway K
1202 45 145 twoway taxiway Y
1202 45 46 twoway taxiway N
1202 46 47 twoway taxiway N
1204 departure 22L
1204 arrival 04R
1202 47 69 twoway taxiway N
1204 departure 22L
1204 arrival 04R
1202 48 49 twoway taxiway N
1204 departure 22L
1204 arrival 04R
1202 49 50 twoway taxiway N
1204 departure 22L
1204 arrival 04R
1202 50 182 twoway taxiway N
1202 51 32 twoway taxiway N
1204 departure 22R
1204 arrival 04L
1202 32 91 twoway taxiway N
1204 departure 22R
1204 arrival 04L
1202 52 53 twoway taxiway N
1202 53 188 twoway taxiway N
1204 departure 13L
1204 arrival 31R
1202 54 55 twoway taxiway N
1202 55 56 twoway taxiway N
1204 departure 13C
1204 arrival 31C
1202 56 57 twoway taxiway N
1204 departure 13C
1204 arrival 31C
1202 57 58 twoway taxiway N
1204 departure 13C
1204 arrival 31C
1202 59 60 twoway taxiway B
1204 arrival 31C
1202 60 61 twoway taxiway B
1204 arrival 31C
1202 61 62 twoway taxiway B
1204 arrival 31C
1202 62 63 twoway taxiway B
1202 63 54 twoway taxiway B
1202 64 21 twoway taxiway T
1202 65 64 twoway taxiway 
1202 66 64 twoway taxiway T
1202 67 66 twoway taxiway 
1202 68 123 twoway taxiway Y
1202 69 48 twoway taxiway N
1204 departure 22L
1204 arrival 04R
1202 70 30 twoway taxiway P
1204 arrival 04R,22L
1202 71 120 twoway runway 04R/22L
1202 70 152 twoway runway 04R/22L
1202 69 0 twoway runway 04R/22L
1202 0 72 twoway runway 04R/22L
1202 73 77 twoway runway 04R/22L
1202 74 68 twoway taxiway Y
1204 arrival 13R,31L
1202 75 90 twoway runway 13R/31L
1202 73 74 twoway runway 13R/31L
1202 74 76 twoway runway 13R/31L
1202 77 82 twoway runway 04R/22L
1202 78 11 twoway taxiway Y
1204 arrival 13C,31C
1202 79 14 twoway taxiway E
1204 departure 31C
1204 arrival 13C
1202 80 159 twoway runway 13C/31C
1202 58 59 twoway runway 13C/31C
1202 77 78 twoway runway 13C/31C
1202 78 34 twoway runway 13C/31C
1202 34 79 twoway runway 13C/31C
1202 79 96 twoway runway 13C/31C
1202 59 89 twoway runway 13C/31C
1202 82 155 twoway runway 04R/22L
1202 83 54 twoway taxiway N
1204 departure 13L
1204 arrival 31R
1202 84 28 twoway taxiway P
1204 arrival 13L,31R
1202 85 9 twoway taxiway Y
1204 arrival 13L,31R
1202 86 169 twoway runway 13L/31R
1202 83 88 twoway runway 13L/31R
1202 82 85 twoway runway 13L/31R
1202 85 84 twoway runway 13L/31R
1202 84 106 twoway runway 13L/31R
1202 88 82 twoway runway 13L/31R
1202 89 77 twoway runway 13C/31C
1202 90 73 twoway runway 13R/31L
1202 91 52 twoway taxiway N
1204 departure 22R
1204 arrival 04L
1202 92 160 twoway runway 04L/22R
1202 90 89 twoway runway 04L/22R
1202 89 88 twoway runway 04L/22R
1202 88 91 twoway runway 04L/22R
1202 91 144 twoway runway 04L/22R
1202 94 33 twoway taxiway E
1204 departure 31R
1204 arrival 13L
1202 95 107 twoway taxiway E
1204 departure 31R
1204 arrival 13L
1202 87 95 twoway taxiway E
1204 departure 31R
1204 arrival 13L
1202 96 81 twoway runway 13C/31C
1202 20 19 twoway taxiway E
1202 19 177 twoway taxiway E
1202 97 98 twoway taxiway E
1202 98 99 twoway taxiway E
1204 departure 31R
1204 arrival 13L
1202 99 100 twoway taxiway E
1204 departure 31R
1204 arrival 13L
1202 100 101 twoway taxiway E
1204 departure 31R
1204 arrival 13L
1202 101 35 twoway taxiway E
1204 departure 31R
1204 arrival 13L
1202 35 102 twoway taxiway E
1204 departure 31R
1204 arrival 13L
1202 102 103 twoway taxiway E
1202 103 104 twoway taxiway E
1204 departure 31C
1204 arrival 13C
1202 104 96 twoway taxiway E
1204 departure 31C
1204 arrival 13C
1202 105 87 twoway runway 13L/31R
1202 106 105 twoway runway 13L/31R
1202 107 18 twoway taxiway E
1204 departure 31R
1204 arrival 13L
1202 105 87 twoway taxiway 
1202 87 106 twoway taxiway 
1202 106 107 twoway taxiway 
1202 107 108 twoway taxiway 
1204 departure 13L,31R
1202 108 97 twoway taxiway 
1204 departure 13L,31R
1202 97 109 twoway taxiway 
1202 109 110 twoway taxiway 
1202 110 111 twoway taxiway 
1202 111 112 twoway taxiway 
1202 113 115 twoway taxiway K
1202 114 41 twoway taxiway K
1202 115 114 twoway taxiway K
1202 116 113 twoway taxiway K
1202 117 116 twoway taxiway K
1204 arrival 04R,22L
1202 118 122 twoway taxiway K
1202 119 141 twoway taxiway K
1202 119 142 twoway taxiway Y
1202 120 73 twoway runway 04R/22L
1202 121 90 twoway runway 04L/22R
1202 122 119 twoway taxiway K
1202 123 119 twoway taxiway Y
1202 124 138 twoway taxiway F
1202 121 137 twoway taxiway F
1204 arrival 04L,22R
1202 120 135 twoway taxiway F
1204 arrival 04R,22L
1202 123 122 twoway taxiway F
1202 122 139 twoway taxiway F
1202 125 24 twoway taxiway F
1202 24 126 twoway taxiway F
1202 126 134 twoway taxiway F
1202 127 128 twoway taxiway F
1202 128 133 twoway taxiway F
1202 129 132 twoway taxiway F
1202 130 131 twoway taxiway F
1204 departure 31C
1204 arrival 13C
1202 131 96 twoway taxiway F
1204 departure 31C
1204 arrival 13C
1202 132 130 twoway taxiway F
1204 departure 31C
1204 arrival 13C
1202 133 129 twoway taxiway F
1202 134 127 twoway taxiway F
1202 135 123 twoway taxiway F
1202 136 120 twoway taxiway F
1204 arrival 04R,22L
1202 137 136 twoway taxiway F
1202 138 121 twoway taxiway F
1204 arrival 04L,22R
1202 139 125 twoway taxiway F
1202 139 140 twoway taxiway 
1202 141 117 twoway taxiway K
1202 142 13 twoway taxiway Y
1202 141 142 twoway taxiway 
1202 142 143 twoway taxiway 
1202 144 93 twoway runway 04L/22R
1202 145 180 twoway taxiway Y
1202 146 69 twoway runway 04R/22L
1202 147 51 twoway taxiway N
1202 144 148 twoway taxiway Q
1204 departure 22R
1204 arrival 04L
1202 148 149 twoway taxiway Q
1204 departure 22R
1204 arrival 04L
1202 149 151 twoway taxiway Q
1204 departure 22R
1204 arrival 04L
1202 147 187 twoway taxiway Q
1202 146 153 twoway taxiway Q
1204 departure 22L
1204 arrival 04R
1202 150 145 twoway taxiway Q
1202 151 147 twoway taxiway Q
1202 152 146 twoway runway 04R/22L
1202 153 150 twoway taxiway Q
1204 departure 22L
1204 arrival 04R
1202 152 154 twoway taxiway Q
1204 arrival 04R
1202 154 153 twoway taxiway Q
1204 arrival 04R
1202 155 70 twoway runway 04R/22L
1202 156 70 twoway taxiway P
1204 arrival 04R,22L
1202 155 157 twoway taxiway P
1204 arrival 04R
1202 157 158 twoway taxiway P
1204 arrival 04R
1202 158 156 twoway taxiway P
1204 arrival 04R
1202 159 58 twoway runway 13C/31C
1202 160 121 twoway runway 04L/22R
1202 159 161 twoway taxiway W
1204 departure 13C
1204 arrival 31C
1202 161 168 twoway taxiway W
1204 departure 13C
1204 arrival 31C
1202 162 163 twoway taxiway W
1202 163 164 twoway taxiway W
1202 164 165 twoway taxiway W
1202 165 166 twoway taxiway W
1202 166 124 twoway taxiway W
1202 124 167 twoway taxiway W
1202 167 160 twoway taxiway W
1204 departure 04L
1204 arrival 22R
1202 168 162 twoway taxiway W
1202 169 83 twoway runway 13L/31R
1202 159 170 twoway taxiway M
1204 departure 13C
1204 arrival 31C
1202 170 174 twoway taxiway M
1204 departure 13C
1204 arrival 31C
1202 171 175 twoway taxiway M
1202 172 173 twoway taxiway M
1204 departure 13L
1204 arrival 31R
1202 173 169 twoway taxiway M
1204 departure 13L
1204 arrival 31R
1202 174 171 twoway taxiway M
1202 175 172 twoway taxiway M
1204 departure 13L
1204 arrival 31R
1202 176 146 twoway taxiway Q
1204 departure 22L
1204 arrival 04R
1202 177 97 twoway taxiway E
1202 177 178 twoway taxiway 
1202 178 109 twoway taxiway 
1202 179 118 twoway taxiway K
1204 arrival 13R,31L
1202 180 5 twoway taxiway Y
1202 156 181 twoway taxiway P
1204 arrival 04R,22L
1202 181 180 twoway taxiway P
1202 182 147 twoway taxiway N
1202 0 183 twoway taxiway R
1204 departure 22L
1204 arrival 04R
1202 183 184 twoway taxiway R
1204 departure 22L
1204 arrival 04R
1202 184 185 twoway taxiway R
1202 185 186 twoway taxiway R
1202 186 182 twoway taxiway R
1202 187 176 twoway taxiway Q
1202 182 187 twoway taxiway R
1202 169 188 twoway taxiway M
1204 ils 13L
1202 188 83 twoway taxiway N
1204 departure 13L
1204 arrival 31R
99
