I
1050 Generated by WorldEditor 2.1.0r1

1   4497 1 0 KPVU Provo Muni
1300  40.21788085 -111.71525474 145.92 hangar jets|turboprops|props AeroDynamic Jets Hangar 01
1301 B none 
1300  40.21777505 -111.71546258 145.92 hangar jets|turboprops|props AeroDynamic Jets Hangar 02
1301 B none 
1300  40.21761487 -111.71572430 145.92 hangar jets|turboprops|props AeroDynamic Jets Hangar 03
1301 B none 
1300  40.21740768 -111.71612649 145.92 hangar jets|turboprops|props AeroDynamic Jets Hangar 04
1301 B none 
1300  40.21721205 -111.71649955 145.92 hangar jets|turboprops|props AeroDynamic Jets Hangar 05
1301 B none 
1300  40.21760087 -111.71763149 233.63 hangar jets|turboprops|props Utah Valley University Hangar
1301 B none 
1300  40.21888663 -111.71734262 144.77 hangar jets|turboprops|props Pilot Makers Flight Academy Hangar 2
1301 B none 
1300  40.21874409 -111.71762166 144.77 hangar jets|turboprops|props Pilot Makers Flight Academy Hangar 1
1301 B none 
1300  40.21845461 -111.71844187 235.74 hangar jets|turboprops|props Alpine Air Express Hangar
1301 B none 
1300  40.21993810 -111.71906307 281.22 hangar jets|turboprops|props TAC-Air Hangar
1301 B none 
1300  40.21883869 -111.71903984 328.29 hangar turboprops|props Hangar 28
1301 A none 
1300  40.22032392 -111.71829159  12.18 hangar turboprops|props Hangar 27
1301 A none 
1300  40.22028707 -111.71804008  12.18 hangar turboprops|props Hangar 26
1301 A none 
1300  40.22023746 -111.71774310  12.18 hangar turboprops|props Hangar 25
1301 A none 
1300  40.22020912 -111.71753242  12.18 hangar turboprops|props Hangar 24
1301 A none 
1300  40.22028140 -111.71722781 275.89 hangar turboprops|props Hangar 23
1301 A none 
1300  40.22040677 -111.71749708 191.88 hangar props Hangar 22
1301 A none 
1300  40.22051347 -111.71806173 191.88 hangar props Hangar 21
1301 A none 
1300  40.22057987 -111.71857548 191.88 hangar props Hangar 20-5
1301 A none 
1300  40.22060625 -111.71872413 191.88 hangar props Hangar 20-4
1301 A none 
1300  40.22062849 -111.71887340 191.88 hangar props Hangar 20-3
1301 A none 
1300  40.22065168 -111.71902524 191.88 hangar props Hangar 20-2
1301 A none 
1300  40.22067479 -111.71916946 191.88 hangar props Hangar 20-1
1301 A none 
1300  40.22092461 -111.71761733  10.11 hangar jets|turboprops|props Hangar 19
1301 B none 
1300  40.22097666 -111.71791268  10.11 hangar jets|turboprops|props Hangar 18
1301 B none 
1300  40.22094755 -111.71887641 103.84 hangar turboprops|props Hangar 17
1301 A none 
1300  40.22110984 -111.71714759 192.13 hangar jets|turboprops|props Hangar 16
1301 B none 
1300  40.22117842 -111.71748117 192.13 hangar props Hangar 15
1301 A none 
1300  40.22125045 -111.71790427 192.13 hangar props Hangar 14
1301 A none 
1300  40.22151942 -111.71825788  11.35 hangar turboprops|props Hangar 13
1301 A none 
1300  40.22156279 -111.71851849  11.35 hangar turboprops|props Hangar 12
1301 A none 
1300  40.22159704 -111.71874897  11.35 hangar turboprops|props Hangar 11
1301 A none 
1300  40.22162815 -111.71892999  11.35 hangar props Hangar 10
1301 A none 
1300  40.22158011 -111.71718347 192.85 hangar turboprops|props Hangar 9
1301 A none 
1300  40.22164252 -111.71755345 192.85 hangar turboprops|props Hangar 8
1301 A none 
1300  40.22169865 -111.71788786 192.85 hangar turboprops|props Hangar 7
1301 A none 
1300  40.22175347 -111.71820475 192.85 hangar turboprops|props Hangar 6
1301 A none 
1300  40.22204755 -111.71732487 281.03 hangar props Hangar 5-5
1301 A none 
1300  40.22215300 -111.71729369 281.03 hangar props Hangar 5-4
1301 A none 
1300  40.22226355 -111.71726585 281.03 hangar props Hangar 5-3
1301 A none 
1300  40.22237750 -111.71723355 281.03 hangar props Hangar 5-2
1301 A none 
1300  40.22249231 -111.71720236 281.03 hangar props Hangar 5-1
1301 A none 
1300  40.22217601 -111.71767041  11.53 hangar props Hangar 4-6
1301 A none 
1300  40.22212920 -111.71781441 191.84 hangar props Hangar 4-5
1301 A none 
1300  40.22221768 -111.71793391  11.53 hangar props Hangar 4-4
1301 A none 
1300  40.22217145 -111.71807843 191.84 hangar props Hangar 4-3
1301 A none 
1300  40.22225852 -111.71818660  11.53 hangar props Hangar 4-2
1301 A none 
1300  40.22221100 -111.71832659 191.84 hangar props Hangar 4-1
1301 A none 
1300  40.22245385 -111.71762357  11.53 hangar props Hangar 3-10
1301 A none 
1300  40.22240556 -111.71776901 191.84 hangar props Hangar 3-9
1301 A none 
1300  40.22249385 -111.71786874  11.53 hangar props Hangar 3-8
1301 A none 
1300  40.22244437 -111.71800678 191.84 hangar props Hangar 3-7
1301 A none 
1300  40.22253068 -111.71811280  11.53 hangar props Hangar 3-6
1301 A none 
1300  40.22248346 -111.71826035 191.84 hangar props Hangar 3-5
1301 A none 
1300  40.22257170 -111.71835647  11.53 hangar props Hangar 3-4
1301 A none 
1300  40.22252014 -111.71848205 191.84 hangar props Hangar 3-3
1301 A none 
1300  40.22260460 -111.71857654  11.53 hangar props Hangar 3-2
1301 A none 
1300  40.22255534 -111.71870480 191.84 hangar props Hangar 3-1
1301 A none 
1300  40.22276026 -111.71775722  11.53 hangar props Hangar 2-8
1301 A none 
1300  40.22271158 -111.71792027 191.84 hangar props Hangar 2-7
1301 A none 
1300  40.22280392 -111.71802458  11.53 hangar props Hangar 2-6
1301 A none 
1300  40.22274936 -111.71815521 191.84 hangar props Hangar 2-5
1301 A none 
1300  40.22284108 -111.71825360  11.53 hangar props Hangar 2-4
1301 A none 
1300  40.22278666 -111.71837978 191.84 hangar props Hangar 2-3
1301 A none 
1300  40.22287303 -111.71847508  11.53 hangar props Hangar 2-2
1301 A none 
1300  40.22282281 -111.71860861 191.84 hangar props Hangar 2-1
1301 A none 
1300  40.22295748 -111.71743702 191.84 hangar turboprops|props Hangar 1-7
1301 A none 
1300  40.22298623 -111.71761817 191.84 hangar turboprops|props Hangar 1-6
1301 A none 
1300  40.22301377 -111.71779940 191.84 hangar turboprops|props Hangar 1-5
1301 A none 
1300  40.22304316 -111.71797984 191.84 hangar turboprops|props Hangar 1-4
1301 A none 
1300  40.22307130 -111.71816106 191.84 hangar turboprops|props Hangar 1-3
1301 A none 
1300  40.22310196 -111.71834308 191.84 hangar turboprops|props Hangar 1-2
1301 A none 
1300  40.22312946 -111.71852352 191.84 hangar turboprops|props Hangar 1-1
1301 A none 
1300  40.21588398 -111.71671444 326.92 tie_down props GA 118
1301 A general_aviation 
1300  40.21580914 -111.71684870 326.92 tie_down props GA 117
1301 A general_aviation 
1300  40.21574387 -111.71698475 326.39 tie_down props GA 116
1301 A general_aviation 
1300  40.21673376 -111.71746581 146.80 tie_down props GA 115
1301 A general_aviation 
1300  40.21676636 -111.71759068 326.92 tie_down props GA 114
1301 A general_aviation 
1300  40.21666404 -111.71759685 146.80 tie_down props GA 113
1301 A general_aviation 
1300  40.21669439 -111.71772467 326.39 tie_down props GA 112
1301 A general_aviation 
1300  40.21659310 -111.71773058 145.65 tie_down props GA 111
1301 A general_aviation 
1300  40.21706777 -111.71756532 146.80 tie_down props GA 110
1301 A general_aviation 
1300  40.21710023 -111.71769376 326.92 tie_down props GA 109
1301 A general_aviation 
1300  40.21699634 -111.71769421 146.80 tie_down props GA 108
1301 A general_aviation 
1300  40.21702846 -111.71782445 326.92 tie_down props GA 107
1301 A general_aviation 
1300  40.21692457 -111.71783116 146.80 tie_down props GA 106
1301 A general_aviation 
1300  40.21695841 -111.71795379 326.39 tie_down props GA 105
1301 A general_aviation 
1300  40.21685315 -111.71796184 145.65 tie_down props GA 104
1301 A general_aviation 
1300  40.21741159 -111.71784044 326.92 tie_down props GA 103
1301 A general_aviation 
1300  40.21730824 -111.71785050 146.80 tie_down props GA 102
1301 A general_aviation 
1300  40.21733364 -111.71798970 326.92 tie_down props GA 101
1301 A general_aviation 
1300  40.21722970 -111.71800208 146.80 tie_down props GA 100
1301 A general_aviation 
1300  40.21725805 -111.71813587 326.39 tie_down props GA 99
1301 A general_aviation 
1300  40.21715234 -111.71815134 145.65 tie_down props GA 98
1301 A general_aviation 
1300  40.21718187 -111.71828435 326.39 tie_down props GA 97
1301 A general_aviation 
1300  40.21763440 -111.71801345 146.80 tie_down props GA 95
1301 A general_aviation 
1300  40.21766487 -111.71813873 326.92 tie_down props GA 94
1301 A general_aviation 
1300  40.21756495 -111.71814430 146.80 tie_down props GA 93
1301 A general_aviation 
1300  40.21759613 -111.71827608 326.92 tie_down props GA 92
1301 A general_aviation 
1300  40.21749408 -111.71828072 146.80 tie_down props GA 91
1301 A general_aviation 
1300  40.21753112 -111.71840452 326.39 tie_down props GA 90
1301 A general_aviation 
1300  40.21742676 -111.71841344 145.65 tie_down props GA 89
1301 A general_aviation 
1300  40.21745980 -111.71854434 326.39 tie_down props GA 88
1301 A general_aviation 
1300  40.21852600 -111.71887614 146.80 tie_down turboprops|props GA 87
1301 A general_aviation 
1300  40.21845651 -111.71901003 146.80 tie_down props GA 86
1301 A general_aviation 
1300  40.21849301 -111.71913249 326.92 tie_down props GA 85
1301 A general_aviation 
1300  40.21839007 -111.71913678 146.80 tie_down props GA 84
1301 A general_aviation 
1300  40.21842493 -111.71926246 326.39 tie_down props GA 83
1301 A general_aviation 
1300  40.21832161 -111.71926917 145.65 tie_down props GA 82
1301 A general_aviation 
1300  40.21874191 -111.71935331 326.92 tie_down props GA 81
1301 A general_aviation 
1300  40.21863938 -111.71935965 146.80 tie_down props GA 80
1301 A general_aviation 
1300  40.21867284 -111.71948572 326.39 tie_down props GA 79
1301 A general_aviation 
1300  40.21857260 -111.71948609 145.65 tie_down props GA 78
1301 A general_aviation 
1300  40.21910394 -111.71917783 326.92 tie_down props GA 77
1301 A general_aviation 
1300  40.21903945 -111.71930868 326.92 tie_down props GA 76
1301 A general_aviation 
1300  40.21897142 -111.71944604 326.92 tie_down props GA 75
1301 A general_aviation 
1300  40.21890906 -111.71957411 326.92 tie_down props GA 74
1301 A general_aviation 
1300  40.21884599 -111.71970292 326.92 tie_down props GA 73
1301 A general_aviation 
1300  40.21990690 -111.71938404  11.89 tie_down props GA 72
1301 A general_aviation 
1300  40.21982855 -111.71949799 191.63 tie_down props GA 71
1301 A general_aviation 
1300  40.21993397 -111.71955008  11.89 tie_down props GA 70
1301 A general_aviation 
1300  40.21985444 -111.71965306 191.57 tie_down props GA 69
1301 A general_aviation 
1300  40.21995975 -111.71970204  10.87 tie_down props GA 68
1301 A general_aviation 
1300  40.21987904 -111.71980774 191.57 tie_down props GA 67
1301 A general_aviation 
1300  40.21998386 -111.71985736  10.87 tie_down props GA 66
1301 A general_aviation 
1300  40.21990537 -111.71996016 191.57 tie_down props GA 65
1301 A general_aviation 
1300  40.22037907 -111.71942449 191.63 tie_down props GA 64
1301 A general_aviation 
1300  40.22048406 -111.71947927  11.89 tie_down props GA 63
1301 A general_aviation 
1300  40.22040450 -111.71958346 191.57 tie_down props GA 62
1301 A general_aviation 
1300  40.22050825 -111.71963556  10.87 tie_down props GA 61
1301 A general_aviation 
1300  40.22042869 -111.71973653 191.57 tie_down props GA 60
1301 A general_aviation 
1300  40.22053491 -111.71978970  10.87 tie_down props GA 59
1301 A general_aviation 
1300  40.22073839 -111.71941014 191.63 tie_down props GA 58
1301 A general_aviation 
1300  40.22084286 -111.71946477  11.89 tie_down props GA 57
1301 A general_aviation 
1300  40.22076395 -111.71956714 191.57 tie_down props GA 56
1301 A general_aviation 
1300  40.22086892 -111.71961323  10.87 tie_down props GA 55
1301 A general_aviation 
1300  40.22079063 -111.71971827 191.57 tie_down props GA 54
1301 A general_aviation 
1300  40.22109933 -111.71931134 191.63 tie_down props GA 53
1301 A general_aviation 
1300  40.22120530 -111.71936056  11.89 tie_down props GA 52
1301 A general_aviation 
1300  40.22112488 -111.71946785 191.57 tie_down props GA 51
1301 A general_aviation 
1300  40.22122915 -111.71951246  10.87 tie_down props GA 50
1301 A general_aviation 
1300  40.22115043 -111.71962140 191.57 tie_down props GA 49
1301 A general_aviation 
1300  40.22158805 -111.71909845  11.89 tie_down props GA 48
1301 A general_aviation 
1300  40.22150573 -111.71919798 191.63 tie_down props GA 47
1301 A general_aviation 
1300  40.22161125 -111.71925326  11.89 tie_down props GA 46
1301 A general_aviation 
1300  40.22153387 -111.71935744 191.57 tie_down props GA 45
1301 A general_aviation 
1300  40.22163559 -111.71940257  10.87 tie_down props GA 44
1301 A general_aviation 
1300  40.22155904 -111.71951196 191.57 tie_down props GA 43
1301 A general_aviation 
1300  40.22189927 -111.71901130 191.63 tie_down props GA 42
1301 A general_aviation 
1300  40.22200263 -111.71906445  11.89 tie_down props GA 41
1301 A general_aviation 
1300  40.22192363 -111.71916509 191.63 tie_down props GA 40
1301 A general_aviation 
1300  40.22202698 -111.71921753  11.89 tie_down props GA 39
1301 A general_aviation 
1300  40.22194852 -111.71932100 191.57 tie_down props GA 38
1301 A general_aviation 
1300  40.22205177 -111.71937530  10.87 tie_down props GA 37
1301 A general_aviation 
1300  40.22234019 -111.71889137  11.89 tie_down props GA 36
1301 A general_aviation 
1300  40.22226021 -111.71899537 191.63 tie_down props GA 35
1301 A general_aviation 
1300  40.22236194 -111.71904523  11.89 tie_down props GA 34
1301 A general_aviation 
1300  40.22228579 -111.71914963 191.57 tie_down props GA 33
1301 A general_aviation 
1300  40.22238930 -111.71919919  10.87 tie_down props GA 32
1301 A general_aviation 
1300  40.22231078 -111.71930390 191.57 tie_down props GA 31
1301 A general_aviation 
1300  40.22265904 -111.71888817  11.89 tie_down props GA 30
1301 A general_aviation 
1300  40.22257972 -111.71899584 191.63 tie_down props GA 29
1301 A general_aviation 
1300  40.22268424 -111.71903912  11.89 tie_down props GA 28
1301 A general_aviation 
1300  40.22260657 -111.71914246 191.57 tie_down props GA 27
1301 A general_aviation 
1300  40.22270835 -111.71919445  10.87 tie_down props GA 26
1301 A general_aviation 
1300  40.22294052 -111.71881288  11.89 tie_down props GA 25
1301 A general_aviation 
1300  40.22285941 -111.71891314 191.63 tie_down props GA 24
1301 A general_aviation 
1300  40.22296384 -111.71896294  11.89 tie_down props GA 23
1301 A general_aviation 
1300  40.22288425 -111.71906519 191.57 tie_down props GA 22
1301 A general_aviation 
1300  40.22298868 -111.71911830  10.87 tie_down props GA 21
1301 A general_aviation 
1300  40.22317626 -111.71886047 191.63 tie_down props GA 20
1301 A general_aviation 
1300  40.22326991 -111.71890013  11.89 tie_down props GA 19
1301 A general_aviation 
1300  40.22320091 -111.71900156 191.57 tie_down props GA 18
1301 A general_aviation 
1300  40.22329203 -111.71904896  10.87 tie_down props GA 17
1301 A general_aviation 
1300  40.22345165 -111.71862469 191.63 tie_down props GA 16
1301 A general_aviation 
1300  40.22353991 -111.71867304  11.89 tie_down props GA 15
1301 A general_aviation 
1300  40.22347654 -111.71877352 191.63 tie_down props GA 14
1301 A general_aviation 
1300  40.22356514 -111.71882194  11.89 tie_down props GA 13
1301 A general_aviation 
1300  40.22349894 -111.71891934 191.57 tie_down props GA 12
1301 A general_aviation 
1300  40.22359212 -111.71897276  10.87 tie_down props GA 11
1301 A general_aviation 
1300  40.22375166 -111.71854349 191.63 tie_down props GA 10
1301 A general_aviation 
1300  40.22384487 -111.71860221  11.89 tie_down props GA 09
1301 A general_aviation 
1300  40.22377778 -111.71869304 191.63 tie_down props GA 08
1301 A general_aviation 
1300  40.22387003 -111.71875556  11.89 tie_down props GA 07
1301 A general_aviation 
1300  40.22380165 -111.71885104 191.27 tie_down props GA 06
1301 A general_aviation 
1300  40.22405523 -111.71846455 191.63 tie_down props GA 05
1301 A general_aviation 
1300  40.22414487 -111.71851808  11.89 tie_down props GA 04
1301 A general_aviation 
1300  40.22407914 -111.71861972 191.63 tie_down props GA 03
1301 A general_aviation 
1300  40.22417165 -111.71867700  11.89 tie_down props GA 02
1301 A general_aviation 
1300  40.22410218 -111.71877563 191.27 tie_down props GA 01
1301 A general_aviation 
18  40.21621248 -111.72666843 1 Beacon
19  40.22405058 -111.72331692 1 WS
51 12530 CTAF
50 13517 ATIS
53 11940 Provo Ground
54 12530 Provo Tower
55 11885 Salt Lake City Approach
56 11885 Salt Lake City Departure
99
