I
1050 Generated by WorldEditor

1    649 1 0 KCNO Chino
111  33.97040081 -117.62422791 1
111  33.97041284 -117.62278804
112  33.97041284 -117.62278804  33.97041828 -117.62268086 1
115  33.97053316 -117.62267626
120 Taxiline ramp
112  33.97105318 -117.62435035  33.97094252 -117.62434816 1
111  33.97094080 -117.62424379 1
111  33.97094882 -117.62280530
112  33.97094882 -117.62280530  33.97095426 -117.62268718 1
115  33.97107162 -117.62268499
120 Taxiline ramp
111  33.97230004 -117.62434550 1
112  33.97249116 -117.62424157  33.97258050 -117.62416296 1
115  33.97264264 -117.62405218
120 Linear Feature 41
111  33.98098356 -117.64370216 1
115  33.98098225 -117.64377010
120 Linear Feature 41
111  33.98100365 -117.64408981 1
115  33.98100234 -117.64415774
120 Linear Feature 41
111  33.98098356 -117.64443384 1
115  33.98098225 -117.64450178
120 Linear Feature 41
111  33.98098356 -117.64484571 1
115  33.98098225 -117.64491365
120 Linear Feature 41
111  33.98076318 -117.64370216 1
115  33.98076187 -117.64377010
120 Linear Feature 41
111  33.98078327 -117.64408981 1
115  33.98078196 -117.64415774
120 Linear Feature 41
111  33.98076318 -117.64443384 1
115  33.98076187 -117.64450178
120 Linear Feature 41
111  33.98076318 -117.64484571 1
115  33.98076187 -117.64491365
120 Linear Feature 41
111  33.98053676 -117.64369852 1
115  33.98053545 -117.64376646
120 Linear Feature 41
111  33.98055686 -117.64408616 1
115  33.98055554 -117.64415410
120 Linear Feature 41
111  33.98053676 -117.64443020 1
115  33.98053545 -117.64449814
120 Linear Feature 41
111  33.98053676 -117.64484207 1
115  33.98053545 -117.64491001
120 Linear Feature 41
111  33.98030431 -117.64369852 1
115  33.98030299 -117.64376646
120 Linear Feature 41
111  33.98032440 -117.64408616 1
115  33.98032308 -117.64415410
120 Linear Feature 41
111  33.98030431 -117.64443020 1
115  33.98030299 -117.64449814
120 Linear Feature 41
111  33.98030431 -117.64484207 1
115  33.98030299 -117.64491001
120 Linear Feature 41
111  33.98005374 -117.64369488 1
115  33.98005243 -117.64376282
120 Linear Feature 41
111  33.98007383 -117.64408252 1
115  33.98007252 -117.64415046
120 Linear Feature 41
111  33.98005374 -117.64442656 1
115  33.98005243 -117.64449450
120 Linear Feature 41
111  33.98005374 -117.64483843 1
115  33.98005243 -117.64490637
120 Linear Feature 41
111  33.97980317 -117.64369852 1
115  33.97980186 -117.64376646
120 Linear Feature 41
111  33.97982326 -117.64408616 1
115  33.97982195 -117.64415410
120 Linear Feature 41
111  33.97980317 -117.64443020 1
115  33.97980186 -117.64449814
120 Linear Feature 41
111  33.97980317 -117.64484207 1
115  33.97980186 -117.64491001
120 Linear Feature 41
111  33.97957409 -117.64370125 1
115  33.97957277 -117.64376919
120 Linear Feature 41
111  33.97959418 -117.64408890 1
115  33.97959287 -117.64415684
120 Linear Feature 41
111  33.97957409 -117.64443294 1
115  33.97957277 -117.64450087
120 Linear Feature 41
111  33.97957409 -117.64484481 1
115  33.97957277 -117.64491275
120 Linear Feature 41
111  33.98081940 -117.64385497 1
115  33.98081879 -117.64378702
120 Linear Feature 41
111  33.98083949 -117.64424261 1
115  33.98083888 -117.64417466
120 Linear Feature 41
111  33.98081940 -117.64458665 1
115  33.98081879 -117.64451870
120 Linear Feature 41
111  33.98081940 -117.64499852 1
115  33.98081879 -117.64493057
120 Linear Feature 41
111  33.98059902 -117.64385497 1
115  33.98059841 -117.64378702
120 Linear Feature 41
111  33.98061911 -117.64424261 1
115  33.98061850 -117.64417466
120 Linear Feature 41
111  33.98059902 -117.64458665 1
115  33.98059841 -117.64451870
120 Linear Feature 41
111  33.98059902 -117.64499852 1
115  33.98059841 -117.64493057
120 Linear Feature 41
111  33.98037260 -117.64385133 1
115  33.98037199 -117.64378338
120 Linear Feature 41
111  33.98039270 -117.64423897 1
115  33.98039208 -117.64417102
120 Linear Feature 41
111  33.98037260 -117.64458301 1
115  33.98037199 -117.64451506
120 Linear Feature 41
111  33.98037260 -117.64499488 1
115  33.98037199 -117.64492693
120 Linear Feature 41
111  33.98014015 -117.64385133 1
115  33.98013953 -117.64378338
120 Linear Feature 41
111  33.98016024 -117.64423897 1
115  33.98015963 -117.64417102
120 Linear Feature 41
111  33.98014015 -117.64458301 1
115  33.98013953 -117.64451506
120 Linear Feature 41
111  33.98014015 -117.64499488 1
115  33.98013953 -117.64492693
120 Linear Feature 41
111  33.97988958 -117.64384769 1
115  33.97988897 -117.64377974
120 Linear Feature 41
111  33.97990967 -117.64423533 1
115  33.97990906 -117.64416738
120 Linear Feature 41
111  33.97988958 -117.64457937 1
115  33.97988897 -117.64451142
120 Linear Feature 41
111  33.97988958 -117.64499124 1
115  33.97988897 -117.64492329
120 Linear Feature 41
111  33.97963901 -117.64385133 1
115  33.97963840 -117.64378338
120 Linear Feature 41
111  33.97965910 -117.64423897 1
115  33.97965849 -117.64417102
120 Linear Feature 41
111  33.97963901 -117.64458301 1
115  33.97963840 -117.64451506
120 Linear Feature 41
111  33.97963901 -117.64499488 1
115  33.97963840 -117.64492693
120 Linear Feature 41
111  33.97940993 -117.64385406 1
115  33.97940931 -117.64378611
120 Linear Feature 41
111  33.97943002 -117.64424171 1
115  33.97942941 -117.64417376
120 Linear Feature 41
111  33.97940993 -117.64458574 1
115  33.97940931 -117.64451779
120 Linear Feature 41
111  33.97940993 -117.64499762 1
115  33.97940931 -117.64492967
120 Linear Feature 41
111  33.97876686 -117.63499968 1
115  33.97872834 -117.63495007
120 Linear Feature 41
111  33.97847514 -117.63536212 1
115  33.97843662 -117.63531251
120 Linear Feature 41
111  33.97781656 -117.63614030 1
115  33.97777805 -117.63609070
120 Linear Feature 41
111  33.97817767 -117.63765570 1
115  33.97818007 -117.63758781
120 Linear Feature 41
111  33.97854965 -117.63505884 1
115  33.97858834 -117.63510825
120 Linear Feature 41
111  33.97825793 -117.63542129 1
115  33.97829662 -117.63547069
120 Linear Feature 41
111  33.97759936 -117.63619947 1
115  33.97763805 -117.63624887
120 Linear Feature 41
111  33.97799053 -117.63751018 1
115  33.97798839 -117.63757808
120 Linear Feature 41
111  33.97805427 -117.63790123 1
115  33.97805212 -117.63796914
120 Linear Feature 41
111  33.97860113 -117.63519940 1
115  33.97856262 -117.63514980
120 Linear Feature 41
111  33.97830941 -117.63556185 1
115  33.97827090 -117.63551224
120 Linear Feature 41
111  33.97765084 -117.63634003 1
115  33.97761232 -117.63629042
120 Linear Feature 41
111  33.97794339 -117.63765293 1
115  33.97794578 -117.63758504
120 Linear Feature 41
111  33.97871465 -117.63485825 1
115  33.97875334 -117.63490765
120 Linear Feature 41
111  33.97842294 -117.63522069 1
115  33.97846163 -117.63527010
120 Linear Feature 41
111  33.97776436 -117.63599887 1
115  33.97780305 -117.63604828
120 Linear Feature 41
111  33.97822483 -117.63751172 1
115  33.97822268 -117.63757962
120 Linear Feature 41
111  33.97828856 -117.63790278 1
115  33.97828642 -117.63797068
120 Linear Feature 41
111  33.97871938 -117.64422654 1
115  33.97877572 -117.64422824
120 Linear Feature 41
111  33.97871938 -117.64445581 1
115  33.97877572 -117.64445751
120 Linear Feature 41
111  33.97871798 -117.64469188 1
115  33.97877431 -117.64469358
120 Linear Feature 41
111  33.98087794 -117.64370067 1
115  33.98087662 -117.64376861
120 Linear Feature 41
111  33.98089803 -117.64408832 1
115  33.98089671 -117.64415625
120 Linear Feature 41
111  33.98087794 -117.64443235 1
115  33.98087662 -117.64450029
120 Linear Feature 41
111  33.98087794 -117.64484422 1
115  33.98087662 -117.64491216
120 Linear Feature 41
111  33.98065756 -117.64370067 1
115  33.98065624 -117.64376861
120 Linear Feature 41
111  33.98067765 -117.64408832 1
115  33.98067633 -117.64415625
120 Linear Feature 41
111  33.98065756 -117.64443235 1
115  33.98065624 -117.64450029
120 Linear Feature 41
111  33.98065756 -117.64484422 1
115  33.98065624 -117.64491216
120 Linear Feature 41
111  33.98043114 -117.64369703 1
115  33.98042982 -117.64376497
120 Linear Feature 41
111  33.98045123 -117.64408467 1
115  33.98044991 -117.64415261
120 Linear Feature 41
111  33.98043114 -117.64442871 1
115  33.98042982 -117.64449665
120 Linear Feature 41
111  33.98043114 -117.64484058 1
115  33.98042982 -117.64490852
120 Linear Feature 41
111  33.98019868 -117.64369703 1
115  33.98019737 -117.64376497
120 Linear Feature 41
111  33.98021877 -117.64408467 1
115  33.98021746 -117.64415261
120 Linear Feature 41
111  33.98019868 -117.64442871 1
115  33.98019737 -117.64449665
120 Linear Feature 41
111  33.98019868 -117.64484058 1
115  33.98019737 -117.64490852
120 Linear Feature 41
111  33.97994812 -117.64369339 1
115  33.97994680 -117.64376132
120 Linear Feature 41
111  33.97996821 -117.64408103 1
115  33.97996689 -117.64414897
120 Linear Feature 41
111  33.97994812 -117.64442507 1
115  33.97994680 -117.64449301
120 Linear Feature 41
111  33.97994812 -117.64483694 1
115  33.97994680 -117.64490488
120 Linear Feature 41
111  33.97969755 -117.64369703 1
115  33.97969623 -117.64376497
120 Linear Feature 41
111  33.97971764 -117.64408467 1
115  33.97971632 -117.64415261
120 Linear Feature 41
111  33.97969755 -117.64442871 1
115  33.97969623 -117.64449665
120 Linear Feature 41
111  33.97969755 -117.64484058 1
115  33.97969623 -117.64490852
120 Linear Feature 41
111  33.97946846 -117.64369976 1
115  33.97946715 -117.64376770
120 Linear Feature 41
111  33.97948856 -117.64408741 1
115  33.97948724 -117.64415535
120 Linear Feature 41
111  33.97946846 -117.64443145 1
115  33.97946715 -117.64449938
120 Linear Feature 41
111  33.97946846 -117.64484332 1
115  33.97946715 -117.64491126
120 Linear Feature 41
111  33.98092501 -117.64385209 1
115  33.98092439 -117.64378414
120 Linear Feature 41
111  33.98094510 -117.64423974 1
115  33.98094448 -117.64417179
120 Linear Feature 41
111  33.98092501 -117.64458377 1
115  33.98092439 -117.64451582
120 Linear Feature 41
111  33.98092501 -117.64499565 1
115  33.98092439 -117.64492770
120 Linear Feature 41
111  33.98070463 -117.64385209 1
115  33.98070401 -117.64378414
120 Linear Feature 41
111  33.98072472 -117.64423974 1
115  33.98072410 -117.64417179
120 Linear Feature 41
111  33.98070463 -117.64458377 1
115  33.98070401 -117.64451582
120 Linear Feature 41
111  33.98070463 -117.64499565 1
115  33.98070401 -117.64492770
120 Linear Feature 41
111  33.98047821 -117.64384845 1
115  33.98047760 -117.64378050
120 Linear Feature 41
111  33.98049830 -117.64423610 1
115  33.98049769 -117.64416815
120 Linear Feature 41
111  33.98047821 -117.64458013 1
115  33.98047760 -117.64451218
120 Linear Feature 41
111  33.98047821 -117.64499201 1
115  33.98047760 -117.64492406
120 Linear Feature 41
111  33.98024576 -117.64384845 1
115  33.98024514 -117.64378050
120 Linear Feature 41
111  33.98026585 -117.64423610 1
115  33.98026523 -117.64416815
120 Linear Feature 41
111  33.98024576 -117.64458013 1
115  33.98024514 -117.64451218
120 Linear Feature 41
111  33.98024576 -117.64499201 1
115  33.98024514 -117.64492406
120 Linear Feature 41
111  33.97999519 -117.64384481 1
115  33.97999457 -117.64377686
120 Linear Feature 41
111  33.98001528 -117.64423246 1
115  33.98001466 -117.64416451
120 Linear Feature 41
111  33.97999519 -117.64457649 1
115  33.97999457 -117.64450854
120 Linear Feature 41
111  33.97999519 -117.64498837 1
115  33.97999457 -117.64492042
120 Linear Feature 41
111  33.97974462 -117.64384845 1
115  33.97974400 -117.64378050
120 Linear Feature 41
111  33.97976471 -117.64423610 1
115  33.97976409 -117.64416815
120 Linear Feature 41
111  33.97974462 -117.64458013 1
115  33.97974400 -117.64451218
120 Linear Feature 41
111  33.97974462 -117.64499201 1
115  33.97974400 -117.64492406
120 Linear Feature 41
111  33.97951554 -117.64385119 1
115  33.97951492 -117.64378324
120 Linear Feature 41
111  33.97953563 -117.64423883 1
115  33.97953501 -117.64417088
120 Linear Feature 41
111  33.97951554 -117.64458287 1
115  33.97951492 -117.64451492
120 Linear Feature 41
111  33.97951554 -117.64499474 1
115  33.97951492 -117.64492679
120 Linear Feature 41
111  33.97884312 -117.63491154 1
115  33.97880461 -117.63486193
120 Linear Feature 41
111  33.97855140 -117.63527398 1
115  33.97851289 -117.63522437
120 Linear Feature 41
111  33.97789283 -117.63605216 1
115  33.97785432 -117.63600256
120 Linear Feature 41
111  33.97828326 -117.63765962 1
115  33.97828565 -117.63759173
120 Linear Feature 41
111  33.97847370 -117.63514738 1
115  33.97851239 -117.63519679
120 Linear Feature 41
111  33.97818198 -117.63550982 1
115  33.97822068 -117.63555923
120 Linear Feature 41
111  33.97752341 -117.63628801 1
115  33.97756210 -117.63633741
120 Linear Feature 41
111  33.97788494 -117.63750681 1
115  33.97788279 -117.63757471
120 Linear Feature 41
111  33.97794867 -117.63789787 1
115  33.97794652 -117.63796577
120 Linear Feature 41
111  33.97867740 -117.63511127 1
115  33.97863888 -117.63506166
120 Linear Feature 41
111  33.97838568 -117.63547371 1
115  33.97834717 -117.63542410
120 Linear Feature 41
111  33.97772710 -117.63625189 1
115  33.97768859 -117.63620228
120 Linear Feature 41
111  33.97804897 -117.63765685 1
115  33.97805136 -117.63758896
120 Linear Feature 41
111  33.97863871 -117.63494679 1
115  33.97867740 -117.63499619
120 Linear Feature 41
111  33.97834699 -117.63530923 1
115  33.97838568 -117.63535863
120 Linear Feature 41
111  33.97768841 -117.63608741 1
115  33.97772710 -117.63613682
120 Linear Feature 41
111  33.97811923 -117.63750835 1
115  33.97811709 -117.63757626
120 Linear Feature 41
111  33.97818297 -117.63789941 1
115  33.97818082 -117.63796732
120 Linear Feature 41
111  33.97871798 -117.64435391 1
115  33.97877431 -117.64435561
120 Linear Feature 41
111  33.97871798 -117.64458319 1
115  33.97877431 -117.64458488
120 Linear Feature 41
111  33.97871657 -117.64481925 1
115  33.97877290 -117.64482095
120 Linear Feature 40
111  33.98094557 -117.64372431 1
115  33.98101880 -117.64372417
120 Linear Feature 40
111  33.98096566 -117.64411196 1
115  33.98103889 -117.64411181
120 Linear Feature 40
111  33.98094557 -117.64445599 1
115  33.98101880 -117.64445585
120 Linear Feature 40
111  33.98094557 -117.64486787 1
115  33.98101880 -117.64486772
120 Linear Feature 40
111  33.98072519 -117.64372431 1
115  33.98079842 -117.64372417
120 Linear Feature 40
111  33.98074528 -117.64411196 1
115  33.98081851 -117.64411181
120 Linear Feature 40
111  33.98072519 -117.64445599 1
115  33.98079842 -117.64445585
120 Linear Feature 40
111  33.98072519 -117.64486787 1
115  33.98079842 -117.64486772
120 Linear Feature 40
111  33.98049877 -117.64372067 1
115  33.98057200 -117.64372053
120 Linear Feature 40
111  33.98051886 -117.64410832 1
115  33.98059209 -117.64410817
120 Linear Feature 40
111  33.98049877 -117.64445235 1
115  33.98057200 -117.64445221
120 Linear Feature 40
111  33.98049877 -117.64486423 1
115  33.98057200 -117.64486408
120 Linear Feature 40
111  33.98026632 -117.64372067 1
115  33.98033955 -117.64372053
120 Linear Feature 40
111  33.98028641 -117.64410832 1
115  33.98035964 -117.64410817
120 Linear Feature 40
111  33.98026632 -117.64445235 1
115  33.98033955 -117.64445221
120 Linear Feature 40
111  33.98026632 -117.64486423 1
115  33.98033955 -117.64486408
120 Linear Feature 40
111  33.98001575 -117.64371703 1
115  33.98008898 -117.64371689
120 Linear Feature 40
111  33.98003584 -117.64410468 1
115  33.98010907 -117.64410453
120 Linear Feature 40
111  33.98001575 -117.64444871 1
115  33.98008898 -117.64444857
120 Linear Feature 40
111  33.98001575 -117.64486059 1
115  33.98008898 -117.64486044
120 Linear Feature 40
111  33.97976518 -117.64372067 1
115  33.97983841 -117.64372053
120 Linear Feature 40
111  33.97978527 -117.64410832 1
115  33.97985850 -117.64410817
120 Linear Feature 40
111  33.97976518 -117.64445235 1
115  33.97983841 -117.64445221
120 Linear Feature 40
111  33.97976518 -117.64486423 1
115  33.97983841 -117.64486408
120 Linear Feature 40
111  33.97953610 -117.64372341 1
115  33.97960933 -117.64372326
120 Linear Feature 40
111  33.97955619 -117.64411105 1
115  33.97962942 -117.64411091
120 Linear Feature 40
111  33.97953610 -117.64445509 1
115  33.97960933 -117.64445494
120 Linear Feature 40
111  33.97953610 -117.64486696 1
115  33.97960933 -117.64486682
120 Linear Feature 40
111  33.98085674 -117.64383126 1
115  33.98078356 -117.64383443
120 Linear Feature 40
111  33.98087683 -117.64421890 1
115  33.98080365 -117.64422207
120 Linear Feature 40
111  33.98085674 -117.64456294 1
115  33.98078356 -117.64456611
120 Linear Feature 40
111  33.98085674 -117.64497481 1
115  33.98078356 -117.64497798
120 Linear Feature 40
111  33.98063636 -117.64383126 1
115  33.98056318 -117.64383443
120 Linear Feature 40
111  33.98065646 -117.64421890 1
115  33.98058327 -117.64422207
120 Linear Feature 40
111  33.98063636 -117.64456294 1
115  33.98056318 -117.64456611
120 Linear Feature 40
111  33.98063636 -117.64497481 1
115  33.98056318 -117.64497798
120 Linear Feature 40
111  33.98040995 -117.64382762 1
115  33.98033676 -117.64383079
120 Linear Feature 40
111  33.98043004 -117.64421526 1
115  33.98035685 -117.64421843
120 Linear Feature 40
111  33.98040995 -117.64455930 1
115  33.98033676 -117.64456247
120 Linear Feature 40
111  33.98040995 -117.64497117 1
115  33.98033676 -117.64497434
120 Linear Feature 40
111  33.98017749 -117.64382762 1
115  33.98010431 -117.64383079
120 Linear Feature 40
111  33.98019758 -117.64421526 1
115  33.98012440 -117.64421843
120 Linear Feature 40
111  33.98017749 -117.64455930 1
115  33.98010431 -117.64456247
120 Linear Feature 40
111  33.98017749 -117.64497117 1
115  33.98010431 -117.64497434
120 Linear Feature 40
111  33.97992692 -117.64382398 1
115  33.97985374 -117.64382715
120 Linear Feature 40
111  33.97994701 -117.64421162 1
115  33.97987383 -117.64421479
120 Linear Feature 40
111  33.97992692 -117.64455566 1
115  33.97985374 -117.64455883
120 Linear Feature 40
111  33.97992692 -117.64496753 1
115  33.97985374 -117.64497070
120 Linear Feature 40
111  33.97967635 -117.64382762 1
115  33.97960317 -117.64383079
120 Linear Feature 40
111  33.97969645 -117.64421526 1
115  33.97962326 -117.64421843
120 Linear Feature 40
111  33.97967635 -117.64455930 1
115  33.97960317 -117.64456247
120 Linear Feature 40
111  33.97967635 -117.64497117 1
115  33.97960317 -117.64497434
120 Linear Feature 40
111  33.97944727 -117.64383035 1
115  33.97937409 -117.64383352
120 Linear Feature 40
111  33.97946736 -117.64421800 1
115  33.97939418 -117.64422117
120 Linear Feature 40
111  33.97944727 -117.64456203 1
115  33.97937409 -117.64456520
120 Linear Feature 40
111  33.97944727 -117.64497391 1
115  33.97937409 -117.64497708
120 Linear Feature 40
111  33.97878111 -117.63495178 1
115  33.97872892 -117.63501373
120 Linear Feature 40
111  33.97848940 -117.63531422 1
115  33.97843720 -117.63537617
120 Linear Feature 40
111  33.97783082 -117.63609240 1
115  33.97777863 -117.63615435
120 Linear Feature 40
111  33.97821601 -117.63763443 1
115  33.97814279 -117.63763289
120 Linear Feature 40
111  33.97853557 -117.63510682 1
115  33.97858753 -117.63504460
120 Linear Feature 40
111  33.97824385 -117.63546926 1
115  33.97829582 -117.63540704
120 Linear Feature 40
111  33.97758527 -117.63624744 1
115  33.97763724 -117.63618522
120 Linear Feature 40
111  33.97795227 -117.63753165 1
115  33.97802550 -117.63753281
120 Linear Feature 40
111  33.97801601 -117.63792271 1
115  33.97808923 -117.63792387
120 Linear Feature 40
111  33.97861539 -117.63515150 1
115  33.97856319 -117.63521345
120 Linear Feature 40
111  33.97832367 -117.63551394 1
115  33.97827148 -117.63557589
120 Linear Feature 40
111  33.97766509 -117.63629213 1
115  33.97761290 -117.63635408
120 Linear Feature 40
111  33.97798173 -117.63763165 1
115  33.97790850 -117.63763011
120 Linear Feature 40
111  33.97870057 -117.63490623 1
115  33.97875254 -117.63484400
120 Linear Feature 40
111  33.97840885 -117.63526867 1
115  33.97846082 -117.63520644
120 Linear Feature 40
111  33.97775028 -117.63604685 1
115  33.97780224 -117.63598463
120 Linear Feature 40
111  33.97818657 -117.63753320 1
115  33.97825980 -117.63753435
120 Linear Feature 40
111  33.97825030 -117.63792425 1
115  33.97832353 -117.63792541
120 Linear Feature 40
111  33.97873769 -117.64427239 1
115  33.97873769 -117.64418408
120 Linear Feature 40
111  33.97873769 -117.64450167 1
115  33.97873769 -117.64441335
120 Linear Feature 40
111  33.97873628 -117.64473773 1
115  33.97873628 -117.64464942
120 Linear Feature 40
111  33.98083994 -117.64372282 1
115  33.98091317 -117.64372268
120 Linear Feature 40
111  33.98086003 -117.64411047 1
115  33.98093326 -117.64411032
120 Linear Feature 40
111  33.98083994 -117.64445450 1
115  33.98091317 -117.64445436
120 Linear Feature 40
111  33.98083994 -117.64486638 1
115  33.98091317 -117.64486623
120 Linear Feature 40
111  33.98061956 -117.64372282 1
115  33.98069279 -117.64372268
120 Linear Feature 40
111  33.98063965 -117.64411047 1
115  33.98071289 -117.64411032
120 Linear Feature 40
111  33.98061956 -117.64445450 1
115  33.98069279 -117.64445436
120 Linear Feature 40
111  33.98061956 -117.64486638 1
115  33.98069279 -117.64486623
120 Linear Feature 40
111  33.98039314 -117.64371918 1
115  33.98046638 -117.64371904
120 Linear Feature 40
111  33.98041324 -117.64410683 1
115  33.98048647 -117.64410668
120 Linear Feature 40
111  33.98039314 -117.64445086 1
115  33.98046638 -117.64445072
120 Linear Feature 40
111  33.98039314 -117.64486274 1
115  33.98046638 -117.64486259
120 Linear Feature 40
111  33.98016069 -117.64371918 1
115  33.98023392 -117.64371904
120 Linear Feature 40
111  33.98018078 -117.64410683 1
115  33.98025401 -117.64410668
120 Linear Feature 40
111  33.98016069 -117.64445086 1
115  33.98023392 -117.64445072
120 Linear Feature 40
111  33.98016069 -117.64486274 1
115  33.98023392 -117.64486259
120 Linear Feature 40
111  33.97991012 -117.64371554 1
115  33.97998335 -117.64371540
120 Linear Feature 40
111  33.97993021 -117.64410319 1
115  33.98000344 -117.64410304
120 Linear Feature 40
111  33.97991012 -117.64444722 1
115  33.97998335 -117.64444708
120 Linear Feature 40
111  33.97991012 -117.64485910 1
115  33.97998335 -117.64485895
120 Linear Feature 40
111  33.97965955 -117.64371918 1
115  33.97973278 -117.64371904
120 Linear Feature 40
111  33.97967964 -117.64410683 1
115  33.97975288 -117.64410668
120 Linear Feature 40
111  33.97965955 -117.64445086 1
115  33.97973278 -117.64445072
120 Linear Feature 40
111  33.97965955 -117.64486274 1
115  33.97973278 -117.64486259
120 Linear Feature 40
111  33.97943047 -117.64372192 1
115  33.97950370 -117.64372177
120 Linear Feature 40
111  33.97945056 -117.64410956 1
115  33.97952379 -117.64410942
120 Linear Feature 40
111  33.97943047 -117.64445360 1
115  33.97950370 -117.64445345
120 Linear Feature 40
111  33.97943047 -117.64486547 1
115  33.97950370 -117.64486533
120 Linear Feature 40
111  33.98096235 -117.64382838 1
115  33.98088916 -117.64383155
120 Linear Feature 40
111  33.98098244 -117.64421603 1
115  33.98090926 -117.64421920
120 Linear Feature 40
111  33.98096235 -117.64456006 1
115  33.98088916 -117.64456323
120 Linear Feature 40
111  33.98096235 -117.64497194 1
115  33.98088916 -117.64497511
120 Linear Feature 40
111  33.98074197 -117.64382838 1
115  33.98066879 -117.64383155
120 Linear Feature 40
111  33.98076206 -117.64421603 1
115  33.98068888 -117.64421920
120 Linear Feature 40
111  33.98074197 -117.64456006 1
115  33.98066879 -117.64456323
120 Linear Feature 40
111  33.98074197 -117.64497194 1
115  33.98066879 -117.64497511
120 Linear Feature 40
111  33.98051555 -117.64382474 1
115  33.98044237 -117.64382791
120 Linear Feature 40
111  33.98053564 -117.64421239 1
115  33.98046246 -117.64421556
120 Linear Feature 40
111  33.98051555 -117.64455642 1
115  33.98044237 -117.64455959
120 Linear Feature 40
111  33.98051555 -117.64496830 1
115  33.98044237 -117.64497147
120 Linear Feature 40
111  33.98028310 -117.64382474 1
115  33.98020991 -117.64382791
120 Linear Feature 40
111  33.98030319 -117.64421239 1
115  33.98023000 -117.64421556
120 Linear Feature 40
111  33.98028310 -117.64455642 1
115  33.98020991 -117.64455959
120 Linear Feature 40
111  33.98028310 -117.64496830 1
115  33.98020991 -117.64497147
120 Linear Feature 40
111  33.98003253 -117.64382110 1
115  33.97995934 -117.64382427
120 Linear Feature 40
111  33.98005262 -117.64420875 1
115  33.97997944 -117.64421192
120 Linear Feature 40
111  33.98003253 -117.64455278 1
115  33.97995934 -117.64455595
120 Linear Feature 40
111  33.98003253 -117.64496466 1
115  33.97995934 -117.64496783
120 Linear Feature 40
111  33.97978196 -117.64382474 1
115  33.97970878 -117.64382791
120 Linear Feature 40
111  33.97980205 -117.64421239 1
115  33.97972887 -117.64421556
120 Linear Feature 40
111  33.97978196 -117.64455642 1
115  33.97970878 -117.64455959
120 Linear Feature 40
111  33.97978196 -117.64496830 1
115  33.97970878 -117.64497147
120 Linear Feature 40
111  33.97955288 -117.64382748 1
115  33.97947969 -117.64383065
120 Linear Feature 40
111  33.97957297 -117.64421512 1
115  33.97949978 -117.64421829
120 Linear Feature 40
111  33.97955288 -117.64455916 1
115  33.97947969 -117.64456233
120 Linear Feature 40
111  33.97955288 -117.64497103 1
115  33.97947969 -117.64497420
120 Linear Feature 40
111  33.97885738 -117.63486364 1
115  33.97880519 -117.63492559
120 Linear Feature 40
111  33.97856566 -117.63522608 1
115  33.97851347 -117.63528803
120 Linear Feature 40
111  33.97790709 -117.63600426 1
115  33.97785489 -117.63606621
120 Linear Feature 40
111  33.97832160 -117.63763835 1
115  33.97824838 -117.63763681
120 Linear Feature 40
111  33.97845962 -117.63519536 1
115  33.97851159 -117.63513314
120 Linear Feature 40
111  33.97816790 -117.63555780 1
115  33.97821987 -117.63549558
120 Linear Feature 40
111  33.97750932 -117.63633598 1
115  33.97756129 -117.63627376
120 Linear Feature 40
111  33.97784667 -117.63752829 1
115  33.97791990 -117.63752944
120 Linear Feature 40
111  33.97791041 -117.63791934 1
115  33.97798363 -117.63792050
120 Linear Feature 40
111  33.97869165 -117.63506337 1
115  33.97863946 -117.63512531
120 Linear Feature 40
111  33.97839994 -117.63542581 1
115  33.97834774 -117.63548776
120 Linear Feature 40
111  33.97774136 -117.63620399 1
115  33.97768917 -117.63626594
120 Linear Feature 40
111  33.97808731 -117.63763557 1
115  33.97801409 -117.63763403
120 Linear Feature 40
111  33.97862462 -117.63499476 1
115  33.97867659 -117.63493254
120 Linear Feature 40
111  33.97833290 -117.63535720 1
115  33.97838487 -117.63529498
120 Linear Feature 40
111  33.97767433 -117.63613539 1
115  33.97772630 -117.63607317
120 Linear Feature 40
111  33.97808097 -117.63752983 1
115  33.97815420 -117.63753099
120 Linear Feature 40
111  33.97814470 -117.63792089 1
115  33.97821793 -117.63792204
120 Linear Feature 40
111  33.97873628 -117.64439977 1
115  33.97873628 -117.64431145
120 Linear Feature 40
111  33.97873628 -117.64462904 1
115  33.97873628 -117.64454073
120 Linear Feature 40
111  33.97873488 -117.64486511 1
115  33.97873488 -117.64477679
21  33.97616335 -117.64350345 2 89.4000 3.00 API PAPI-4L
21  33.97535494 -117.63410731 2 269.4000 3.00 API PAPI-4L
21  33.97411487 -117.64349972 2 89.4000 3.00 API PAPI-4L
21  33.97321406 -117.62712241 2 269.4000 3.00 API PAPI-4L
21  33.97212607 -117.64077553 2 44.3000 3.00 API PAPI-4L
21  33.97823659 -117.63208762 2 224.3000 3.00 API PAPI-4L
14  33.97799846 -117.63709388  82.02 0 Tower Viewpoint
1300  33.97867740 -117.63499619 134.25 tie_down props GA E01
1301 A general_aviation 
1300  33.97838568 -117.63535863 134.25 tie_down props GA E02
1301 A general_aviation 
1300  33.97772710 -117.63613682 134.25 tie_down props GA E03
1301 A general_aviation 
1300  33.97811709 -117.63757626  88.71 tie_down props GA E04
1301 A general_aviation 
1300  33.98216545 -117.63490889 177.77 tie_down jets|turboprops FBO ENCORE JET CENTER
