A
1000 Generated by WorldEditor

1     17 1 0 KFMY Page Fld
111  26.58828084 -081.86703956 1
111  26.58829157 -081.86698425 1
111  26.58828084 -081.86703956 1
115  26.58831315 -081.86704793
120 t2
111  26.58268257 -081.86246348 1
111  26.58268152 -081.86250328 1
111  26.58273213 -081.86250346 1
111  26.58268152 -081.86250328 1
115  26.58268095 -081.86254036
120 t2
111  26.58706493 -081.86675006 1
111  26.58709952 -081.86675952 1
111  26.58711025 -081.86670422 1
111  26.58709952 -081.86675952 1
115  26.58713183 -081.86676789
120 t2
111  26.58812460 -081.86700664 1
111  26.58815919 -081.86701610 1
111  26.58816992 -081.86696080 1
111  26.58815919 -081.86701610 1
115  26.58819150 -081.86702447
120 t2
111  26.58267769 -081.86232554 1
111  26.58267664 -081.86236534 1
111  26.58272724 -081.86236553 1
111  26.58267664 -081.86236534 1
115  26.58267606 -081.86240242
120 t2
111  26.58695147 -081.86672297 1
111  26.58698606 -081.86673244 1
111  26.58699679 -081.86667713 1
111  26.58698606 -081.86673244 1
115  26.58701837 -081.86674081
120 t2
111  26.58801114 -081.86697955 1
111  26.58804573 -081.86698901 1
111  26.58805646 -081.86693371 1
111  26.58804573 -081.86698901 1
115  26.58807804 -081.86699739
120 t2
111  26.58267769 -081.86219580 1
111  26.58267664 -081.86223561 1
111  26.58272724 -081.86223579 1
111  26.58267664 -081.86223561 1
115  26.58267606 -081.86227269
120 t2
111  26.58682683 -081.86668903 1
111  26.58686142 -081.86669849 1
111  26.58687215 -081.86664319 1
111  26.58686142 -081.86669849 1
115  26.58689373 -081.86670686
120 t2
111  26.58788650 -081.86694561 1
111  26.58792109 -081.86695507 1
111  26.58793182 -081.86689976 1
111  26.58792109 -081.86695507 1
115  26.58795340 -081.86696344
120 t2
111  26.58268135 -081.86205241 1
111  26.58268030 -081.86209221 1
111  26.58273091 -081.86209240 1
111  26.58268030 -081.86209221 1
115  26.58267973 -081.86212929
120 t2
111  26.58671072 -081.86666271 1
111  26.58674531 -081.86667217 1
111  26.58675604 -081.86661686 1
111  26.58674531 -081.86667217 1
115  26.58677762 -081.86668054
120 t2
111  26.58777039 -081.86691928 1
111  26.58780498 -081.86692875 1
111  26.58781571 -081.86687344 1
111  26.58780498 -081.86692875 1
115  26.58783729 -081.86693712
120 t2
111  26.58268013 -081.86191994 1
111  26.58267908 -081.86195974 1
111  26.58272969 -081.86195993 1
111  26.58267908 -081.86195974 1
115  26.58267850 -081.86199682
120 t2
111  26.58659394 -081.86663343 1
111  26.58662852 -081.86664289 1
111  26.58663925 -081.86658758 1
111  26.58662852 -081.86664289 1
115  26.58666083 -081.86665126
120 t2
111  26.58765361 -081.86689001 1
111  26.58768819 -081.86689947 1
111  26.58769892 -081.86684416 1
111  26.58768819 -081.86689947 1
115  26.58772050 -081.86690784
120 t2
111  26.58268135 -081.86178610 1
111  26.58268030 -081.86182591 1
111  26.58273091 -081.86182609 1
111  26.58268030 -081.86182591 1
115  26.58267973 -081.86186299
120 t2
111  26.58647168 -081.86660005 1
111  26.58650627 -081.86660951 1
111  26.58651700 -081.86655421 1
111  26.58650627 -081.86660951 1
115  26.58653858 -081.86661788
120 t2
111  26.58753135 -081.86685663 1
111  26.58756594 -081.86686609 1
111  26.58757667 -081.86681079 1
111  26.58756594 -081.86686609 1
115  26.58759825 -081.86687446
120 t2
111  26.58268502 -081.86164544 1
111  26.58268397 -081.86168524 1
111  26.58273457 -081.86168543 1
111  26.58268397 -081.86168524 1
115  26.58268339 -081.86172232
120 t2
111  26.58635370 -081.86657049 1
111  26.58638829 -081.86657995 1
111  26.58639902 -081.86652464 1
111  26.58638829 -081.86657995 1
115  26.58642060 -081.86658832
120 t2
111  26.58741337 -081.86682707 1
111  26.58744796 -081.86683653 1
111  26.58745869 -081.86678122 1
111  26.58744796 -081.86683653 1
115  26.58748027 -081.86684490
120 t2
111  26.58268624 -081.86151024 1
111  26.58268519 -081.86155004 1
111  26.58273579 -081.86155023 1
111  26.58268519 -081.86155004 1
115  26.58268461 -081.86158712
120 t2
111  26.58205312 -081.86038033 1
111  26.58201753 -081.86037910 1
111  26.58201730 -081.86043569 1
111  26.58201753 -081.86037910 1
115  26.58198437 -081.86037841
120 t2
111  26.58206036 -081.86001661 1
111  26.58202477 -081.86001538 1
111  26.58202454 -081.86007197 1
111  26.58202477 -081.86001538 1
115  26.58199161 -081.86001470
120 t2
111  26.58268868 -081.86088886 1
111  26.58268763 -081.86092866 1
111  26.58273824 -081.86092885 1
111  26.58268763 -081.86092866 1
115  26.58268705 -081.86096574
120 t2
111  26.58218258 -081.86038597 1
111  26.58214699 -081.86038475 1
111  26.58214675 -081.86044133 1
111  26.58214699 -081.86038475 1
115  26.58211382 -081.86038406
120 t2
111  26.58218981 -081.86002226 1
111  26.58215422 -081.86002103 1
111  26.58215399 -081.86007761 1
111  26.58215422 -081.86002103 1
115  26.58212106 -081.86002034
120 t2
111  26.58269357 -081.86074410 1
111  26.58269251 -081.86078390 1
111  26.58274312 -081.86078409 1
111  26.58269251 -081.86078390 1
115  26.58269194 -081.86082098
120 t2
111  26.58269479 -081.86061709 1
111  26.58269373 -081.86065689 1
111  26.58274434 -081.86065708 1
111  26.58269373 -081.86065689 1
115  26.58269316 -081.86069398
120 t2
111  26.58269479 -081.86048872 1
111  26.58269373 -081.86052852 1
111  26.58274434 -081.86052871 1
111  26.58269373 -081.86052852 1
115  26.58269316 -081.86056560
120 t2
111  26.58269601 -081.86034533 1
111  26.58269496 -081.86038513 1
111  26.58274556 -081.86038531 1
111  26.58269496 -081.86038513 1
115  26.58269438 -081.86042221
120 t2
111  26.58269967 -081.86020876 1
111  26.58269862 -081.86024856 1
111  26.58274923 -081.86024875 1
111  26.58269862 -081.86024856 1
115  26.58269805 -081.86028564
120 t2
111  26.58269967 -081.86006536 1
111  26.58269862 -081.86010516 1
111  26.58274923 -081.86010535 1
111  26.58269862 -081.86010516 1
115  26.58269805 -081.86014225
120 t2
111  26.58301150 -081.86001860 1
111  26.58301045 -081.86005840 1
111  26.58306105 -081.86005859 1
111  26.58301045 -081.86005840 1
115  26.58300987 -081.86009548
120 t2
111  26.58301049 -081.86016420 1
111  26.58300944 -081.86020400 1
111  26.58306004 -081.86020419 1
111  26.58300944 -081.86020400 1
115  26.58300886 -081.86024108
120 t2
111  26.58300746 -081.86030528 1
111  26.58300641 -081.86034508 1
111  26.58305702 -081.86034527 1
111  26.58300641 -081.86034508 1
115  26.58300584 -081.86038216
120 t2
111  26.58300544 -081.86043959 1
111  26.58300439 -081.86047939 1
111  26.58305500 -081.86047958 1
111  26.58300439 -081.86047939 1
115  26.58300382 -081.86051647
120 t2
111  26.58300847 -081.86057164 1
111  26.58300742 -081.86061144 1
111  26.58305802 -081.86061163 1
111  26.58300742 -081.86061144 1
115  26.58300684 -081.86064852
120 t2
111  26.58300343 -081.86071385 1
111  26.58300237 -081.86075365 1
111  26.58305298 -081.86075384 1
111  26.58300237 -081.86075365 1
115  26.58300180 -081.86079073
120 t2
111  26.58299737 -081.86084816 1
111  26.58299632 -081.86088796 1
111  26.58304692 -081.86088815 1
111  26.58299632 -081.86088796 1
115  26.58299574 -081.86092504
120 t2
111  26.58299737 -081.86098473 1
111  26.58299632 -081.86102453 1
111  26.58304692 -081.86102472 1
111  26.58299632 -081.86102453 1
115  26.58299574 -081.86106161
120 t2
111  26.58299737 -081.86112581 1
111  26.58299632 -081.86116561 1
111  26.58304692 -081.86116580 1
111  26.58299632 -081.86116561 1
115  26.58299574 -081.86120269
120 t2
111  26.58698701 -081.86616508 1
111  26.58702171 -081.86617400 1
111  26.58703175 -081.86611854 1
111  26.58702171 -081.86617400 1
115  26.58705412 -081.86618187
120 t2
111  26.58299636 -081.86126238 1
111  26.58299531 -081.86130218 1
111  26.58304591 -081.86130237 1
111  26.58299531 -081.86130218 1
115  26.58299473 -081.86133926
120 t2
111  26.58710500 -081.86619018 1
111  26.58713970 -081.86619911 1
111  26.58714975 -081.86614364 1
111  26.58713970 -081.86619911 1
115  26.58717211 -081.86620697
120 t2
111  26.58299737 -081.86139669 1
111  26.58299632 -081.86143649 1
111  26.58304692 -081.86143668 1
111  26.58299632 -081.86143649 1
115  26.58299574 -081.86147357
120 t2
111  26.58722458 -081.86621795 1
111  26.58725928 -081.86622687 1
111  26.58726933 -081.86617140 1
111  26.58725928 -081.86622687 1
115  26.58729169 -081.86623474
120 t2
111  26.58299636 -081.86153325 1
111  26.58299531 -081.86157306 1
111  26.58304591 -081.86157324 1
111  26.58299531 -081.86157306 1
115  26.58299473 -081.86161014
120 t2
111  26.58734812 -081.86624659 1
111  26.58738282 -081.86625551 1
111  26.58739286 -081.86620004 1
111  26.58738282 -081.86625551 1
115  26.58741523 -081.86626338
120 t2
111  26.58299535 -081.86167434 1
111  26.58299430 -081.86171414 1
111  26.58304490 -081.86171432 1
111  26.58299430 -081.86171414 1
115  26.58299372 -081.86175122
120 t2
111  26.58746691 -081.86627302 1
111  26.58750161 -081.86628194 1
111  26.58751165 -081.86622648 1
111  26.58750161 -081.86628194 1
115  26.58753402 -081.86628981
120 t2
111  26.58299535 -081.86180977 1
111  26.58299430 -081.86184957 1
111  26.58304490 -081.86184976 1
111  26.58299430 -081.86184957 1
115  26.58299372 -081.86188666
120 t2
111  26.58759104 -081.86629834 1
111  26.58762574 -081.86630726 1
111  26.58763578 -081.86625180 1
111  26.58762574 -081.86630726 1
115  26.58765815 -081.86631513
120 t2
111  26.58299737 -081.86195086 1
111  26.58299632 -081.86199066 1
111  26.58304692 -081.86199084 1
111  26.58299632 -081.86199066 1
115  26.58299574 -081.86202774
120 t2
111  26.58771359 -081.86632676 1
111  26.58774829 -081.86633568 1
111  26.58775833 -081.86628022 1
111  26.58774829 -081.86633568 1
115  26.58778070 -081.86634355
120 t2
111  26.58299636 -081.86209081 1
111  26.58299531 -081.86213061 1
111  26.58304591 -081.86213080 1
111  26.58299531 -081.86213061 1
115  26.58299473 -081.86216769
120 t2
111  26.58782604 -081.86635409 1
111  26.58786074 -081.86636301 1
111  26.58787078 -081.86630754 1
111  26.58786074 -081.86636301 1
115  26.58789315 -081.86637088
120 t2
111  26.58299434 -081.86221948 1
111  26.58299329 -081.86225928 1
111  26.58304389 -081.86225946 1
111  26.58299329 -081.86225928 1
115  26.58299271 -081.86229636
120 t2
111  26.58830673 -081.86646336 1
111  26.58834143 -081.86647228 1
111  26.58835147 -081.86641681 1
111  26.58834143 -081.86647228 1
115  26.58837384 -081.86648015
120 t2
111  26.58299232 -081.86276800 1
111  26.58299127 -081.86280780 1
111  26.58304187 -081.86280799 1
111  26.58299127 -081.86280780 1
115  26.58299069 -081.86284488
120 t2
111  26.58818319 -081.86643471 1
111  26.58821790 -081.86644364 1
111  26.58822794 -081.86638817 1
111  26.58821790 -081.86644364 1
115  26.58825030 -081.86645150
120 t2
111  26.58299333 -081.86262692 1
111  26.58299228 -081.86266672 1
111  26.58304289 -081.86266690 1
111  26.58299228 -081.86266672 1
115  26.58299170 -081.86270380
120 t2
111  26.58806639 -081.86640872 1
111  26.58810109 -081.86641764 1
111  26.58811113 -081.86636218 1
111  26.58810109 -081.86641764 1
115  26.58813350 -081.86642551
120 t2
111  26.58299333 -081.86249374 1
111  26.58299228 -081.86253354 1
111  26.58304289 -081.86253373 1
111  26.58299228 -081.86253354 1
115  26.58299170 -081.86257062
120 t2
111  26.58795393 -081.86638140 1
111  26.58798864 -081.86639032 1
111  26.58799868 -081.86633485 1
111  26.58798864 -081.86639032 1
115  26.58802105 -081.86639819
120 t2
111  26.58299535 -081.86236507 1
111  26.58299430 -081.86240487 1
111  26.58304490 -081.86240506 1
111  26.58299430 -081.86240487 1
115  26.58299372 -081.86244195
120 t2
111  26.58179062 -081.86517945 1
111  26.58182571 -081.86518625 1
111  26.58183303 -081.86513026 1
111  26.58182571 -081.86518625 1
115  26.58185845 -081.86519213
120 t2
111  26.58115830 -081.86529642 1
111  26.58112330 -081.86528909 1
111  26.58111529 -081.86534497 1
111  26.58112330 -081.86528909 1
115  26.58109063 -081.86528271
120 t2
111  26.58128154 -081.86532622 1
111  26.58124654 -081.86531889 1
111  26.58123853 -081.86537477 1
111  26.58124654 -081.86531889 1
115  26.58121387 -081.86531251
120 t2
111  26.58140145 -081.86535353 1
111  26.58136645 -081.86534620 1
111  26.58135844 -081.86540208 1
111  26.58136645 -081.86534620 1
115  26.58133378 -081.86533982
120 t2
111  26.58151914 -081.86538085 1
111  26.58148414 -081.86537352 1
111  26.58147613 -081.86542939 1
111  26.58148414 -081.86537352 1
115  26.58145147 -081.86536713
120 t2
111  26.58164460 -081.86540816 1
111  26.58160960 -081.86540083 1
111  26.58160159 -081.86545670 1
111  26.58160960 -081.86540083 1
115  26.58157693 -081.86539445
120 t2
111  26.58177339 -081.86543423 1
111  26.58173839 -081.86542690 1
111  26.58173038 -081.86548278 1
111  26.58173839 -081.86542690 1
115  26.58170572 -081.86542052
120 t2
111  26.58178671 -081.86581537 1
111  26.58175171 -081.86580804 1
111  26.58174371 -081.86586392 1
111  26.58175171 -081.86580804 1
115  26.58171904 -081.86580166
120 t2
111  26.58167125 -081.86578806 1
111  26.58163625 -081.86578073 1
111  26.58162824 -081.86583660 1
111  26.58163625 -081.86578073 1
115  26.58160357 -081.86577435
120 t2
111  26.58155467 -081.86575950 1
111  26.58151967 -081.86575217 1
111  26.58151166 -081.86580805 1
111  26.58151967 -081.86575217 1
115  26.58148700 -081.86574579
120 t2
111  26.58142921 -081.86573219 1
111  26.58139421 -081.86572486 1
111  26.58138620 -081.86578074 1
111  26.58139421 -081.86572486 1
115  26.58136153 -081.86571848
120 t2
111  26.58131263 -081.86571233 1
111  26.58127763 -081.86570500 1
111  26.58126962 -081.86576087 1
111  26.58127763 -081.86570500 1
115  26.58124496 -081.86569861
120 t2
111  26.58119050 -081.86568377 1
111  26.58115550 -081.86567644 1
111  26.58114749 -081.86573232 1
111  26.58115550 -081.86567644 1
115  26.58112283 -081.86567006
120 t2
111  26.58106726 -081.86564777 1
111  26.58103226 -081.86564044 1
111  26.58102425 -081.86569631 1
111  26.58103226 -081.86564044 1
115  26.58099958 -081.86563406
120 t2
111  26.58094512 -081.86562791 1
111  26.58091012 -081.86562057 1
111  26.58090212 -081.86567645 1
111  26.58091012 -081.86562057 1
115  26.58087745 -081.86561419
120 t2
111  26.58088295 -081.86598049 1
111  26.58084795 -081.86597316 1
111  26.58083994 -081.86602904 1
111  26.58084795 -081.86597316 1
115  26.58081528 -081.86596678
120 t2
111  26.58100508 -081.86600780 1
111  26.58097008 -081.86600047 1
111  26.58096207 -081.86605635 1
111  26.58097008 -081.86600047 1
115  26.58093741 -081.86599409
120 t2
111  26.58112277 -081.86603512 1
111  26.58108777 -081.86602779 1
111  26.58107976 -081.86608366 1
111  26.58108777 -081.86602779 1
115  26.58105510 -081.86602140
120 t2
111  26.58124157 -081.86606243 1
111  26.58120657 -081.86605510 1
111  26.58119856 -081.86611097 1
111  26.58120657 -081.86605510 1
115  26.58117390 -081.86604872
120 t2
111  26.58136148 -081.86609223 1
111  26.58132648 -081.86608490 1
111  26.58131847 -081.86614077 1
111  26.58132648 -081.86608490 1
115  26.58129381 -081.86607851
120 t2
111  26.58148139 -081.86611830 1
111  26.58144639 -081.86611097 1
111  26.58143838 -081.86616684 1
111  26.58144639 -081.86611097 1
115  26.58141372 -081.86610459
120 t2
111  26.58160352 -081.86614437 1
111  26.58156852 -081.86613704 1
111  26.58156051 -081.86619291 1
111  26.58156852 -081.86613704 1
115  26.58153585 -081.86613066
120 t2
111  26.57988834 -081.86893487 1
111  26.57986467 -081.86896462 1
111  26.57990335 -081.86900111 1
111  26.57986467 -081.86896462 1
115  26.57984293 -081.86899263
120 t2
111  26.57996418 -081.86883820 1
111  26.57994051 -081.86886795 1
111  26.57997919 -081.86890444 1
111  26.57994051 -081.86886795 1
115  26.57991877 -081.86889596
120 t2
111  26.58004607 -081.86873136 1
111  26.58002241 -081.86876111 1
111  26.58006109 -081.86879760 1
111  26.58002241 -081.86876111 1
115  26.58000067 -081.86878912
120 t2
111  26.58012570 -081.86863639 1
111  26.58010203 -081.86866614 1
111  26.58014071 -081.86870263 1
111  26.58010203 -081.86866614 1
115  26.58008029 -081.86869415
120 t2
111  26.58020836 -081.86852955 1
111  26.58018469 -081.86855930 1
111  26.58022337 -081.86859579 1
111  26.58018469 -081.86855930 1
115  26.58016295 -081.86858730
120 t2
111  26.58029102 -081.86843373 1
111  26.58026735 -081.86846348 1
111  26.58030603 -081.86849997 1
111  26.58026735 -081.86846348 1
115  26.58024561 -081.86849149
120 t2
111  26.58037216 -081.86833113 1
111  26.58034849 -081.86836088 1
111  26.58038717 -081.86839737 1
111  26.58034849 -081.86836088 1
115  26.58032675 -081.86838888
120 t2
111  26.58045861 -081.86823192 1
111  26.58043494 -081.86826167 1
111  26.58047362 -081.86829815 1
111  26.58043494 -081.86826167 1
115  26.58041320 -081.86828967
120 t2
111  26.58053823 -081.86812677 1
111  26.58051457 -081.86815652 1
111  26.58055325 -081.86819301 1
111  26.58051457 -081.86815652 1
115  26.58049283 -081.86818453
120 t2
111  26.58062013 -081.86802417 1
111  26.58059647 -081.86805392 1
111  26.58063515 -081.86809040 1
111  26.58059647 -081.86805392 1
115  26.58057473 -081.86808192
120 t2
111  26.58070355 -081.86792411 1
111  26.58067988 -081.86795386 1
111  26.58071856 -081.86799034 1
111  26.58067988 -081.86795386 1
115  26.58065814 -081.86798186
120 t2
111  26.58078469 -081.86781557 1
111  26.58076103 -081.86784532 1
111  26.58079971 -081.86788181 1
111  26.58076103 -081.86784532 1
115  26.58073928 -081.86787333
120 t2
111  26.58086129 -081.86771975 1
111  26.58083762 -081.86774950 1
111  26.58087630 -081.86778599 1
111  26.58083762 -081.86774950 1
115  26.58081588 -081.86777751
120 t2
111  26.58094015 -081.86761036 1
111  26.58091648 -081.86764011 1
111  26.58095516 -081.86767660 1
111  26.58091648 -081.86764011 1
115  26.58089474 -081.86766812
120 t2
111  26.58103039 -081.86749589 1
111  26.58100673 -081.86752564 1
111  26.58104541 -081.86756213 1
111  26.58100673 -081.86752564 1
115  26.58098499 -081.86755364
120 t2
111  26.58111002 -081.86739329 1
111  26.58108635 -081.86742303 1
111  26.58112503 -081.86745952 1
111  26.58108635 -081.86742303 1
115  26.58106461 -081.86745104
120 t2
111  26.58118661 -081.86729407 1
111  26.58116294 -081.86732382 1
111  26.58120162 -081.86736031 1
111  26.58116294 -081.86732382 1
115  26.58114120 -081.86735183
120 t2
111  26.58126548 -081.86718808 1
111  26.58124181 -081.86721783 1
111  26.58128049 -081.86725432 1
111  26.58124181 -081.86721783 1
115  26.58122007 -081.86724584
120 t2
111  26.58134662 -081.86708208 1
111  26.58132295 -081.86711183 1
111  26.58136163 -081.86714832 1
111  26.58132295 -081.86711183 1
115  26.58130121 -081.86713984
120 t2
111  26.58142094 -081.86697609 1
111  26.58139727 -081.86700584 1
111  26.58143595 -081.86704233 1
111  26.58139727 -081.86700584 1
115  26.58137553 -081.86703384
120 t2
111  26.58150208 -081.86687264 1
111  26.58147841 -081.86690239 1
111  26.58151709 -081.86693887 1
111  26.58147841 -081.86690239 1
115  26.58145667 -081.86693039
120 t2
111  26.58157715 -081.86676579 1
111  26.58155349 -081.86679554 1
111  26.58159216 -081.86683203 1
111  26.58155349 -081.86679554 1
115  26.58153174 -081.86682355
120 t2
111  26.58166285 -081.86665641 1
111  26.58163918 -081.86668615 1
111  26.58167786 -081.86672264 1
111  26.58163918 -081.86668615 1
115  26.58161744 -081.86671416
120 t2
111  26.58172354 -081.86617219 1
111  26.58168883 -081.86616546 1
111  26.58167978 -081.86622184 1
111  26.58168883 -081.86616546 1
115  26.58165476 -081.86615933
120 t2
111  26.58146087 -081.86621486 1
111  26.58149595 -081.86622166 1
111  26.58150328 -081.86616567 1
111  26.58149595 -081.86622166 1
115  26.58152870 -081.86622754
120 t2
111  26.58133652 -081.86619127 1
111  26.58137160 -081.86619807 1
111  26.58137893 -081.86614208 1
111  26.58137160 -081.86619807 1
115  26.58140435 -081.86620396
120 t2
111  26.58122105 -081.86616023 1
111  26.58125613 -081.86616703 1
111  26.58126346 -081.86611104 1
111  26.58125613 -081.86616703 1
115  26.58128888 -081.86617292
120 t2
111  26.58109559 -081.86614285 1
111  26.58113067 -081.86614965 1
111  26.58113800 -081.86609366 1
111  26.58113067 -081.86614965 1
115  26.58116342 -081.86615554
120 t2
111  26.58097790 -081.86611306 1
111  26.58101298 -081.86611986 1
111  26.58102031 -081.86606386 1
111  26.58101298 -081.86611986 1
115  26.58104573 -081.86612574
120 t2
111  26.58085688 -081.86608078 1
111  26.58089196 -081.86608758 1
111  26.58089929 -081.86603159 1
111  26.58089196 -081.86608758 1
115  26.58092471 -081.86609346
120 t2
111  26.58092682 -081.86572447 1
111  26.58096191 -081.86573127 1
111  26.58096924 -081.86567528 1
111  26.58096191 -081.86573127 1
115  26.58099466 -081.86573715
120 t2
111  26.58104229 -081.86574682 1
111  26.58107738 -081.86575361 1
111  26.58108471 -081.86569762 1
111  26.58107738 -081.86575361 1
115  26.58111012 -081.86575950
120 t2
111  26.58116775 -081.86577537 1
111  26.58120284 -081.86578217 1
111  26.58121017 -081.86572618 1
111  26.58120284 -081.86578217 1
115  26.58123559 -081.86578805
120 t2
111  26.58128544 -081.86580144 1
111  26.58132053 -081.86580824 1
111  26.58132786 -081.86575225 1
111  26.58132053 -081.86580824 1
115  26.58135328 -081.86581412
120 t2
111  26.58140313 -081.86583372 1
111  26.58143822 -081.86584052 1
111  26.58144555 -081.86578453 1
111  26.58143822 -081.86584052 1
115  26.58147097 -081.86584640
120 t2
111  26.58151971 -081.86586227 1
111  26.58155480 -081.86586907 1
111  26.58156213 -081.86581308 1
111  26.58155480 -081.86586907 1
115  26.58158754 -081.86587496
120 t2
111  26.58164961 -081.86588835 1
111  26.58168470 -081.86589515 1
111  26.58169203 -081.86583915 1
111  26.58168470 -081.86589515 1
115  26.58171745 -081.86590103
120 t2
111  26.58173400 -081.86553948 1
111  26.58176908 -081.86554628 1
111  26.58177641 -081.86549029 1
111  26.58176908 -081.86554628 1
115  26.58180183 -081.86555217
120 t2
111  26.58161964 -081.86550969 1
111  26.58165472 -081.86551649 1
111  26.58166205 -081.86546049 1
111  26.58165472 -081.86551649 1
115  26.58168747 -081.86552237
120 t2
111  26.58149973 -081.86548238 1
111  26.58153481 -081.86548917 1
111  26.58154214 -081.86543318 1
111  26.58153481 -081.86548917 1
115  26.58156756 -081.86549506
120 t2
111  26.58137649 -081.86545382 1
111  26.58141157 -081.86546062 1
111  26.58141890 -081.86540463 1
111  26.58141157 -081.86546062 1
115  26.58144432 -081.86546650
120 t2
111  26.58125991 -081.86543023 1
111  26.58129499 -081.86543703 1
111  26.58130232 -081.86538104 1
111  26.58129499 -081.86543703 1
115  26.58132774 -081.86544292
120 t2
111  26.58113223 -081.86540416 1
111  26.58116731 -081.86541096 1
111  26.58117464 -081.86535497 1
111  26.58116731 -081.86541096 1
115  26.58120006 -081.86541684
120 t2
111  26.58101454 -081.86537188 1
111  26.58104962 -081.86537868 1
111  26.58105695 -081.86532269 1
111  26.58104962 -081.86537868 1
115  26.58108237 -081.86538457
120 t2
111  26.58107338 -081.86501557 1
111  26.58110847 -081.86502237 1
111  26.58111579 -081.86496638 1
111  26.58110847 -081.86502237 1
115  26.58114121 -081.86502826
120 t2
111  26.58118552 -081.86504289 1
111  26.58122060 -081.86504968 1
111  26.58122793 -081.86499369 1
111  26.58122060 -081.86504968 1
115  26.58125335 -081.86505557
120 t2
111  26.58130876 -081.86507020 1
111  26.58134384 -081.86507700 1
111  26.58135117 -081.86502101 1
111  26.58134384 -081.86507700 1
115  26.58137659 -081.86508288
120 t2
111  26.58142867 -081.86509503 1
111  26.58146376 -081.86510183 1
111  26.58147108 -081.86504584 1
111  26.58146376 -081.86510183 1
115  26.58149650 -081.86510771
120 t2
111  26.58155191 -081.86512482 1
111  26.58158700 -081.86513162 1
111  26.58159432 -081.86507563 1
111  26.58158700 -081.86513162 1
115  26.58161974 -081.86513751
120 t2
111  26.58167737 -081.86515462 1
111  26.58171246 -081.86516142 1
111  26.58171979 -081.86510543 1
111  26.58171246 -081.86516142 1
115  26.58174520 -081.86516730
120 Linear Feature 26
111  26.59167813 -081.86326448 20
115  26.59167811 -081.86327571
120 Linear Feature 25
111  26.59170062 -081.86328823 20
111  26.59167813 -081.86326448 20
115  26.59168730 -081.86326262
120 Linear Feature 24
111  26.59172761 -081.86315501 20
115  26.59171959 -081.86315588
120 Linear Feature 23
111  26.59172502 -081.86316629 20
115  26.59171184 -081.86316716
120 Linear Feature 22
111  26.59172321 -081.86317728 20
115  26.59170408 -081.86317843
120 Linear Feature 21
111  26.59172088 -081.86319029 20
115  26.59169529 -081.86319145
120 Linear Feature 20
111  26.59171856 -081.86320301 20
115  26.59168727 -081.86320359
120 Linear Feature 19
111  26.59171752 -081.86321689 20
115  26.59167822 -081.86321718
120 Linear Feature 18
111  26.59171623 -081.86323135 20
115  26.59166840 -081.86323048
120 Linear Feature 17
111  26.59171494 -081.86324638 20
115  26.59168701 -081.86324870
120 Linear Feature 16
111  26.59171442 -081.86326055 20
115  26.59170072 -081.86326258
120 Linear Feature 15
111  26.59171408 -081.86327619 20
111  26.59166873 -081.86323055 20
111  26.59173071 -081.86313983 20
114  26.59171778 -081.86321044  26.59171571 -081.86322853 20
120 Linear Feature 6
111  26.58454044 -081.86348595 51
115  26.58426622 -081.86340280
21  26.58298746 -081.86805801 1 47.7000 3.0 05  VASI
21  26.58992333 -081.86496950 1 130.6300 3.0 13  VASI
21  26.58960684 -081.85866890 1 227.7100 3.0 23  VASI
21  26.58373225 -081.85807207 1 310.6400 3.0 31  VASI
20  26.58596131 -081.86239349 279.4600 0 2 {@L}A5{@R}5-23
20  26.58495953 -081.86338661 169.7000 0 2 {@Y,^ld}A{@Y,^l}A3{@Y,^u}D1{@Y,^ru}A
20  26.58507268 -081.86381859 348.6900 0 2 {@L}A4{@R}5-23
20  26.58708212 -081.86092294 33.6900 0 2 {@L}A
20  26.58662470 -081.86079642 129.2900 0 2 {@Y,^l}A
20  26.58689838 -081.86115268 129.4700 0 2 {@Y,^l}A
20  26.58662343 -081.86182414 135.0000 0 2 {@L}A{@Y,^lu}13-31
20  26.58627218 -081.86178487 38.2900 0 2 {@L}A{@Y,^lu}13-31
20  26.58627865 -081.86209394 100.1200 0 2 {@L}A{@Y,^lu}13-31
20  26.58388562 -081.86487785 268.3500 0 2 {@L}A3{@R}5-23
20  26.58425187 -081.86428967 90.8700 0 2 {@Y,^lu}A{@L}A3{@Y,^rd}A
20  26.58265359 -081.86320224 270.0000 0 2 {@Y,^u}A{@L}D{@Y,^r}D1
20  26.58217546 -081.86621247 257.9000 0 2 {@Y,^lu}A{@L}A{@Y,^u}A2
20  26.58192495 -081.86729621 257.0500 0 2 {@L}A2{@R}5-23{@Y}{@@}{^lu}A{@L}A2{@Y}D{^u}
20  26.58590600 -081.86335935 42.2700 0 2 {@Y,^r}A5
20  26.58538695 -081.86400319 46.3300 0 2 {@Y,^rd}A4
20  26.58443329 -081.86517566 218.6600 0 2 {@Y,^l}A3
20  26.58377612 -081.86598488 41.4200 0 2 {@Y,^ru}A3
20  26.58219186 -081.86792259 222.6100 0 2 {@Y,^l}A2
20  26.58688895 -081.86038390 319.0900 0 2 {@L}B{@Y,^r}5-23
20  26.58728852 -081.86097275 311.6300 0 2 {@L}B{@R}5-23
20  26.58395191 -081.86304760 268.4900 0 2 {@Y,^l}D1{@L}A3{@Y,^lu}A
20  26.58473647 -081.85786872 218.8800 0 2 {@L}B3{@R}31-13
