I
1050 Generated by WorldEditor 2.0.0r4

1   4517 1 0 FALA Lanseria
112 -25.93432536  027.92686412 -25.93427143  027.92680049 1
112 -25.93452583  027.92669971 -25.93468307  027.92681729
111 -25.93452583  027.92669971 1
111 -25.93433319  027.92693304 1
115 -25.93420179  027.92709264
120 Linear Feature 137
111 -25.93393412  027.92681891 1
111 -25.93406583  027.92665871 1
111 -25.93425659  027.92642728
112 -25.93425659  027.92642728 -25.93419327  027.92635299 1
112 -25.93404970  027.92647569 -25.93399491  027.92655902
111 -25.93404970  027.92647569
112 -25.93404970  027.92647569 -25.93402074  027.92652141 1
112 -25.93405621  027.92659136 -25.93408708  027.92662344
111 -25.93405621  027.92659136 1
115 -25.93403077  027.92662232
120 Linear Feature 158
111 -25.93523234  027.92617627 1
111 -25.93522665  027.92618262 1
115 -25.93522126  027.92618945
120 Linear Feature 157
111 -25.93519466  027.92627882 1
111 -25.93525207  027.92620923 1
115 -25.93530189  027.92614880
120 Linear Feature 156
111 -25.93534143  027.92642179 1
111 -25.93539616  027.92635613 1
115 -25.93545084  027.92629056
120 Linear Feature 155
111 -25.93554490  027.92650789 1
111 -25.93539616  027.92635613 1
111 -25.93525207  027.92620923 1
111 -25.93522665  027.92618262 1
115 -25.93518824  027.92614496
120 Linear Feature 158
111 -25.93495879  027.92650747 1
111 -25.93495310  027.92651382 1
115 -25.93494770  027.92652065
120 Linear Feature 157
111 -25.93492111  027.92661002 1
111 -25.93497852  027.92654043 1
115 -25.93502834  027.92648000
120 Linear Feature 156
111 -25.93506788  027.92675299 1
111 -25.93512261  027.92668733 1
115 -25.93517729  027.92662176
120 Linear Feature 155
111 -25.93527135  027.92683909 1
111 -25.93512261  027.92668733 1
111 -25.93497852  027.92654043 1
111 -25.93495310  027.92651382 1
115 -25.93491469  027.92647616
120 Linear Feature 230
111 -25.94066314  027.92952064 20
111 -25.94028052  027.92914209 20
115 -25.93984140  027.92870764
120 Linear Feature 224
111 -25.94054858  027.92763420 20
111 -25.94059852  027.92768546 20
115 -25.94067920  027.92776842
120 Linear Feature 223
111 -25.94066957  027.92748625 20
115 -25.94080163  027.92762095
120 Linear Feature 222
111 -25.94082498  027.92759232 20
115 -25.94069389  027.92745782
120 Linear Feature 221
111 -25.94081488  027.92731149 20
115 -25.94094682  027.92744585
120 Linear Feature 220
111 -25.94097166  027.92741622 20
115 -25.94084003  027.92728074
120 Linear Feature 219
111 -25.94096164  027.92713464 20
115 -25.94109410  027.92726975
120 Linear Feature 218
111 -25.94111698  027.92724157 20
115 -25.94098596  027.92710459
120 Linear Feature 217
111 -25.94109676  027.92697236 20
115 -25.94122850  027.92710597
120 Linear Feature 216
111 -25.94066872  027.92778206 20
111 -25.94067920  027.92776842 20
111 -25.94080163  027.92762095 20
111 -25.94082498  027.92759232 20
111 -25.94088608  027.92751963 20
111 -25.94094682  027.92744585 20
111 -25.94097166  027.92741622 20
111 -25.94103313  027.92734280 20
111 -25.94109410  027.92726975 20
111 -25.94111698  027.92724157 20
111 -25.94117280  027.92717374 20
111 -25.94122850  027.92710597 20
115 -25.94124048  027.92709166
120 Linear Feature 215
111 -25.94110801  027.92695709 20
111 -25.94109676  027.92697236 20
111 -25.94098596  027.92710459 20
111 -25.94096164  027.92713464 20
111 -25.94084003  027.92728074 20
111 -25.94081488  027.92731149 20
111 -25.94069389  027.92745782 20
111 -25.94066957  027.92748625 20
111 -25.94054858  027.92763420 20
115 -25.94053819  027.92764645
120 Linear Feature 214
111 -25.94048971  027.92942236 2
116 -25.94050569  027.92952652 -25.94054370  027.92956584
120 Linear Feature 213
111 -25.94039273  027.92941565 2
112 -25.94048971  027.92942236 -25.94053971  027.92939114
111 -25.94048971  027.92942236 2
115 -25.94059657  027.92929057
120 Linear Feature 212
112 -25.93991415  027.92884295 -25.93989222  027.92889683 2
115 -25.93993532  027.92896398
120 Linear Feature 229
111 -25.94085620  027.92947902 20
111 -25.94081139  027.92953505 20
111 -25.94077280  027.92958262 20
111 -25.94074153  027.92961746 20
111 -25.94065419  027.92953156 20
111 -25.94066314  027.92952064 20
111 -25.94068531  027.92949360 20
111 -25.94071508  027.92952309 20
115 -25.94075367  027.92947708
120 Linear Feature 211
111 -25.94001860  027.92871677 2
111 -25.93991415  027.92884295
112 -25.93991415  027.92884295 -25.93987625  027.92887901 2
115 -25.93980435  027.92883401
120 Linear Feature 210
111 -25.94088471  027.92817119 2
112 -25.94089024  027.92831443 -25.94084741  027.92838415
111 -25.94089024  027.92831443 2
115 -25.94072463  027.92851671
120 Linear Feature 228
111 -25.94118809  027.92824293 20
111 -25.94107921  027.92836993 20
115 -25.94094099  027.92853090
120 Linear Feature 209
112 -25.94074567  027.92803106 -25.94071591  027.92797871 2
115 -25.94075099  027.92790826
120 Linear Feature 208
111 -25.94091572  027.92722197 2
115 -25.94103313  027.92734280
120 Linear Feature 207
111 -25.94088608  027.92751963 2
115 -25.94076916  027.92739694
120 Linear Feature 206
111 -25.94062260  027.92757334 2
115 -25.94074104  027.92769614
120 Linear Feature 205
111 -25.93659632  027.92488303 20
111 -25.93637905  027.92489426 20
111 -25.93627906  027.92479401 20
111 -25.93620044  027.92488761 20
111 -25.93630022  027.92498941 20
111 -25.93630721  027.92520411 20
111 -25.93611313  027.92521382 20
111 -25.93601335  027.92511257 20
111 -25.93593976  027.92520134 20
111 -25.93603505  027.92531008 20
111 -25.93604378  027.92552284 20
111 -25.93584995  027.92553282 20
111 -25.93574967  027.92543296 20
111 -25.93567035  027.92552949 20
111 -25.93576888  027.92562991 20
111 -25.93577911  027.92584434 20
111 -25.93558329  027.92585432 20
115 -25.93548276  027.92575307
120 Linear Feature 204
111 -25.93608812  027.92450215 1
111 -25.93609435  027.92450796 1
115 -25.93609925  027.92451294
120 Linear Feature 203
111 -25.93593833  027.92438784 1
111 -25.93594476  027.92439382 1
115 -25.93595010  027.92440004
120 Linear Feature 202
111 -25.93579015  027.92426944 1
111 -25.93579717  027.92427606 1
115 -25.93580290  027.92428318
120 Linear Feature 201
111 -25.93644615  027.92386888 1
111 -25.93643868  027.92386559 1
115 -25.93642949  027.92386148
120 Linear Feature 200
111 -25.93661252  027.92394387 1
111 -25.93660486  027.92394051 1
115 -25.93659621  027.92393594
120 Linear Feature 199
111 -25.93681932  027.92405130 1
111 -25.93681110  027.92404766 1
115 -25.93680251  027.92404316
120 Linear Feature 198
111 -25.93696933  027.92411841 1
111 -25.93696109  027.92411443 1
115 -25.93695166  027.92411074
120 Linear Feature 197
111 -25.93711963  027.92418552 1
111 -25.93711115  027.92418210 1
115 -25.93710203  027.92417873
120 Linear Feature 196
111 -25.93727121  027.92425383 1
111 -25.93726185  027.92424876 1
115 -25.93725278  027.92424517
120 Linear Feature 195
111 -25.93742082  027.92431970 1
111 -25.93741306  027.92431612 1
115 -25.93740484  027.92431255
120 Linear Feature 194
111 -25.93757092  027.92438710 1
111 -25.93756342  027.92438399 1
115 -25.93755548  027.92437972
120 Linear Feature 192
111 -25.93757010  027.92436799 2
111 -25.93756342  027.92438399 2
115 -25.93746208  027.92466492
120 Linear Feature 191
111 -25.93731128  027.92459601 2
111 -25.93741306  027.92431612 2
115 -25.93742004  027.92429837
120 Linear Feature 190
111 -25.93726831  027.92423438 2
111 -25.93726185  027.92424876 2
115 -25.93715875  027.92452797
120 Linear Feature 189
111 -25.93700890  027.92446269 2
111 -25.93711115  027.92418210 2
115 -25.93711664  027.92416685
120 Linear Feature 188
111 -25.93696674  027.92410090 2
111 -25.93696109  027.92411443 2
115 -25.93685802  027.92439500
120 Linear Feature 187
111 -25.93670800  027.92432769 2
111 -25.93681110  027.92404766 2
115 -25.93681739  027.92403268
120 Linear Feature 186
111 -25.93633050  027.92415833 2
111 -25.93643868  027.92386559 2
111 -25.93644816  027.92383813
112 -25.93644816  027.92383813 -25.93641511  027.92379938 2
112 -25.93638854  027.92391080 -25.93643524  027.92396593
111 -25.93638854  027.92391080 2
115 -25.93638081  027.92393327
120 Linear Feature 185
111 -25.93649779  027.92423338 2
111 -25.93660486  027.92394051 2
111 -25.93661588  027.92391208
112 -25.93661588  027.92391208 -25.93658355  027.92387932 2
112 -25.93655705  027.92398489 -25.93660447  027.92404361
111 -25.93655705  027.92398489 2
115 -25.93654770  027.92400685
120 Linear Feature 184
111 -25.93636994  027.92417602 2
111 -25.93609435  027.92450796 2
111 -25.93607544  027.92453010
112 -25.93607544  027.92453010 -25.93611868  027.92459834 2
112 -25.93615513  027.92448616 -25.93613214  027.92444901
111 -25.93615513  027.92448616 2
115 -25.93626877  027.92434847
120 Linear Feature 183
111 -25.93619187  027.92409613 2
111 -25.93594476  027.92439382 2
111 -25.93592501  027.92441678
112 -25.93592501  027.92441678 -25.93594851  027.92446348 2
112 -25.93600463  027.92437085 -25.93598213  027.92430260
111 -25.93600463  027.92437085 2
115 -25.93607139  027.92429063
120 Linear Feature 182
111 -25.93621493  027.92385756 2
111 -25.93622278  027.92383615
112 -25.93622278  027.92383615 -25.93618212  027.92379426 2
112 -25.93627845  027.92377032 -25.93632286  027.92382885
111 -25.93627845  027.92377032 2
111 -25.93627096  027.92379075 2
115 -25.93616363  027.92408346
120 Linear Feature 181
111 -25.93599643  027.92400855 2
111 -25.93610712  027.92370795 2
111 -25.93611461  027.92368877
112 -25.93611461  027.92368877 -25.93605555  027.92363652 2
112 -25.93605508  027.92375683 -25.93609043  027.92378607
111 -25.93605508  027.92375683 2
115 -25.93604833  027.92378283
120 Linear Feature 180
111 -25.93601376  027.92401633 2
111 -25.93579717  027.92427606 2
111 -25.93577867  027.92429848
112 -25.93577867  027.92429848 -25.93580956  027.92435161 2
112 -25.93585724  027.92425317 -25.93582851  027.92419086
111 -25.93585724  027.92425317 2
115 -25.93589279  027.92420879
120 Linear Feature 179
111 -25.93758084  027.92511289 2
115 -25.93769424  027.92483511
120 Linear Feature 178
111 -25.93744541  027.92487543 20
111 -25.93700034  027.92467802 20
111 -25.93653692  027.92446863 20
111 -25.93641153  027.92441197 20
111 -25.93634978  027.92438453 20
111 -25.93626877  027.92434847 20
111 -25.93624465  027.92433761 20
111 -25.93599033  027.92422321 20
115 -25.93569200  027.92408900
120 Linear Feature 177
111 -25.93661154  027.92381724 1
111 -25.93660309  027.92381347 1
115 -25.93659546  027.92380973
120 Linear Feature 176
111 -25.93628878  027.92367113 1
111 -25.93629669  027.92367574 1
115 -25.93630530  027.92367984
120 Linear Feature 175
111 -25.93598684  027.92452689 1
111 -25.93599259  027.92453328 1
115 -25.93599869  027.92454047
120 Linear Feature 174
111 -25.93579761  027.92433273 1
111 -25.93580307  027.92433918 1
115 -25.93580980  027.92434616
120 Linear Feature 173
111 -25.93752064  027.92412701 1
111 -25.93752856  027.92413065 1
115 -25.93753729  027.92413479
120 Linear Feature 172
111 -25.93724133  027.92400059 1
111 -25.93724930  027.92400417 1
115 -25.93725896  027.92400863
120 Linear Feature 171
111 -25.93696146  027.92387510 1
111 -25.93697011  027.92387882 1
115 -25.93697917  027.92388271
120 Linear Feature 170
111 -25.93552660  027.92589654 1
111 -25.93553176  027.92588940 1
115 -25.93553858  027.92588239
120 Linear Feature 169
111 -25.93548345  027.92585465 1
111 -25.93549035  027.92584724 1
115 -25.93549592  027.92583967
120 Linear Feature 168
111 -25.93575980  027.92551842 1
111 -25.93575351  027.92552600 1
115 -25.93574787  027.92553397
120 Linear Feature 167
111 -25.93578945  027.92557712 1
111 -25.93579541  027.92556984 1
115 -25.93580227  027.92556132
120 Linear Feature 166
111 -25.93605789  027.92526218 1
111 -25.93606331  027.92525482 1
115 -25.93606967  027.92524715
120 Linear Feature 165
111 -25.93601042  027.92521710 1
111 -25.93601673  027.92520942 1
115 -25.93602307  027.92520092
120 Linear Feature 164
111 -25.93627881  027.92489407 1
111 -25.93628513  027.92488664 1
115 -25.93629166  027.92487914
120 Linear Feature 163
111 -25.93633560  027.92492553 1
111 -25.93632986  027.92493237 1
115 -25.93632428  027.92493934
120 Linear Feature 256
112 -25.92936630  027.93156482 -25.92933528  027.93151260 1
111 -25.92936181  027.93147041 1
115 -25.92939717  027.93142682
120 Linear Feature 255
111 -25.92924725  027.93160891 1
111 -25.92927918  027.93156952 1
112 -25.92936630  027.93156482 -25.92941487  027.93159611
111 -25.92936630  027.93156482 1
115 -25.92947092  027.93167293
120 Linear Feature 254
111 -25.94027498  027.93141473 1
115 -25.94021990  027.93135795
120 Linear Feature 253
111 -25.94028450  027.92808136 20
111 -25.94039751  027.92794119 20
111 -25.94053132  027.92807734 20
115 -25.94041497  027.92821041
120 Linear Feature 252
111 -25.93683402  027.92206164 20
111 -25.93670967  027.92239534
112 -25.93670967  027.92239534 -25.93669071  027.92243455 20
111 -25.93664016  027.92242125 20
111 -25.93659409  027.92254537
112 -25.93659409  027.92254537 -25.93661800  027.92256115 20
112 -25.93662883  027.92259534 -25.93663249  027.92261172
111 -25.93662883  027.92259534 20
115 -25.93662922  027.92261980
120 Linear Feature 251
111 -25.93689817  027.92283213 20
111 -25.93697216  027.92262879 20
115 -25.93703942  027.92244586
120 Linear Feature 250
111 -25.93847552  027.92309197 20
111 -25.93703942  027.92244586 20
115 -25.93675647  027.92231874
120 Linear Feature 257
112 -25.93840046  027.92322171 -25.93839298  027.92323919 1
111 -25.93840969  027.92324945 1
112 -25.93843489  027.92323947 -25.93844062  027.92322393 1
113 -25.93842516  027.92321089 1
120 Linear Feature 257
112 -25.93839996  027.92299655 -25.93839248  027.92301402 1
111 -25.93840919  027.92302429 1
112 -25.93843439  027.92301430 -25.93844012  027.92299877 1
113 -25.93842466  027.92298573 1
120 Linear Feature 249
111 -25.93168246  027.93041586 1
111 -25.93166691  027.93043419 1
111 -25.93159398  027.93051966 1
111 -25.93152224  027.93060456 1
111 -25.93144920  027.93069190 1
115 -25.93143863  027.93070392
120 Linear Feature 248
111 -25.93159952  027.93036224 1
111 -25.93161686  027.93038075 1
111 -25.93166691  027.93043419 1
111 -25.93174753  027.93052034
112 -25.93174753  027.93052034 -25.93176282  027.93054148 1
115 -25.93175765  027.93057637
120 Linear Feature 247
111 -25.93168764  027.93066067 1
112 -25.93167195  027.93059931 -25.93165202  027.93057407
111 -25.93167195  027.93059931 1
111 -25.93159398  027.93051966 1
111 -25.93154466  027.93046836 1
115 -25.93152650  027.93045000
120 Linear Feature 246
111 -25.93145499  027.93053677 1
111 -25.93147248  027.93055439 1
111 -25.93152224  027.93060456 1
111 -25.93160160  027.93068474
112 -25.93160160  027.93068474 -25.93162322  027.93070947 1
115 -25.93161382  027.93074882
120 Linear Feature 245
111 -25.93154882  027.93082637 1
112 -25.93153774  027.93077960 -25.93152157  027.93075963
111 -25.93153774  027.93077960 1
111 -25.93144920  027.93069190 1
111 -25.93139722  027.93064112 1
115 -25.93138158  027.93062585
120 Linear Feature 244
111 -25.93131968  027.93247628 20
111 -25.93121192  027.93236442 20
111 -25.93113289  027.93228270 20
111 -25.93090177  027.93204545 20
111 -25.93082123  027.93196363 20
111 -25.93059092  027.93172614 20
115 -25.93055017  027.93168351
120 Linear Feature 243
111 -25.94054618  027.93096032 1
115 -25.94060603  027.93101969
120 Linear Feature 242
111 -25.94043572  027.93109447 1
115 -25.94049130  027.93115240
120 Linear Feature 241
111 -25.94068173  027.93093212 1
111 -25.94060603  027.93101969 1
111 -25.94049130  027.93115240 1
115 -25.94043208  027.93122091
120 Linear Feature 240
112 -25.94027916  027.93024919 -25.94032623  027.93027684 1
112 -25.94035396  027.93011989 -25.94028801  027.93003456
111 -25.94035396  027.93011989 1
111 -25.94027972  027.93004710 1
115 -25.94025967  027.93005099
120 Linear Feature 239
111 -25.94037650  027.93034897 1
111 -25.94027916  027.93024919 1
115 -25.94026615  027.93023584
120 Linear Feature 238
111 -25.94052471  027.92831896 1
111 -25.94056498  027.92826987 1
111 -25.94064670  027.92835209 1
115 -25.94060634  027.92839970
120 Linear Feature 235
111 -25.93969294  027.92888617 1
111 -25.93969799  027.92887895
112 -25.93969799  027.92887895 -25.93970188  027.92887833 1
112 -25.93970745  027.92887945 -25.93970991  027.92888031
111 -25.93970745  027.92887945
112 -25.93970745  027.92887945 -25.93971877  027.92888340 1
111 -25.93971661  027.92889982 1
111 -25.93972671  027.92890977 1
111 -25.93971748  027.92891940 1
111 -25.93970867  027.92890816 1
111 -25.93970275  027.92890865 1
111 -25.93970618  027.92917193 1
111 -25.93970057  027.92917165 1
111 -25.93969849  027.92916892 1
111 -25.93969392  027.92892504 1
113 -25.93969870  027.92890262 1
120 Linear Feature 234
111 -25.93991466  027.92861160 1
111 -25.93984131  027.92870769 1
115 -25.93970745  027.92887945
120 Linear Feature 233
111 -25.94025563  027.92907523 20
115 -25.94033749  027.92897724
120 Linear Feature 232
111 -25.94015756  027.92897776 20
115 -25.94023933  027.92887712
120 Linear Feature 231
111 -25.94028052  027.92914209 5
115 -25.94014197  027.92931574
120 Linear Feature 150
111 -25.93627252  027.92487406 1
111 -25.93628513  027.92488664 1
111 -25.93632986  027.92493237 1
115 -25.93661215  027.92521777
120 Linear Feature 149
111 -25.93735245  027.92461682 1
111 -25.93752856  027.92413065 1
115 -25.93755437  027.92406130
120 Linear Feature 148
111 -25.93707220  027.92449109 1
111 -25.93724930  027.92400417 1
115 -25.93727480  027.92393627
120 Linear Feature 147
111 -25.93679116  027.92436500 1
111 -25.93697011  027.92387882 1
115 -25.93699460  027.92381092
120 Linear Feature 146
111 -25.93645586  027.92421457 1
111 -25.93660309  027.92381347 1
111 -25.93661412  027.92378495
112 -25.93661412  027.92378495 -25.93654194  027.92366332 1
112 -25.93646817  027.92386828 -25.93651267  027.92395823
111 -25.93646817  027.92386828 1
115 -25.93642614  027.92398100
120 Linear Feature 145
111 -25.93615054  027.92407759 1
111 -25.93629669  027.92367574 1
111 -25.93630896  027.92364643
112 -25.93630896  027.92364643 -25.93623428  027.92352748 1
112 -25.93616333  027.92373283 -25.93620913  027.92381638
111 -25.93616333  027.92373283 1
115 -25.93612433  027.92384457
120 Linear Feature 144
111 -25.93631155  027.92414982 1
111 -25.93599259  027.92453328 1
111 -25.93597406  027.92455633
112 -25.93597406  027.92455633 -25.93599544  027.92463689 1
112 -25.93611305  027.92449821 -25.93608388  027.92437412
111 -25.93611305  027.92449821 1
115 -25.93624465  027.92433761
120 Linear Feature 143
111 -25.93605674  027.92403550 1
111 -25.93580307  027.92433918 1
111 -25.93578602  027.92436114
112 -25.93578602  027.92436114 -25.93582430  027.92445662 1
112 -25.93592406  027.92430460 -25.93589458  027.92419646
111 -25.93592406  027.92430460 1
115 -25.93599033  027.92422321
120 Linear Feature 130
111 -25.93509816  027.92769771 1
111 -25.93476670  027.92735847 1
112 -25.93474325  027.92736485 -25.93473140  027.92737942
111 -25.93474325  027.92736485 1
111 -25.93451819  027.92765926 1
115 -25.93364478  027.92675243
120 Linear Feature 227
111 -25.94063055  027.92842365 20
115 -25.94102047  027.92795384
120 Linear Feature 226
111 -25.94100087  027.92793374 20
115 -25.94060854  027.92840187
120 Linear Feature 225
111 -25.94083711  027.92765722 20
111 -25.94095835  027.92751269 20
111 -25.94109081  027.92764695 20
113 -25.94096858  027.92779453 20
120 Linear Feature 237
111 -25.93963346  027.92922376 1
111 -25.93954983  027.92913556 1
115 -25.93938951  027.92932406
120 Linear Feature 236
111 -25.93949769  027.92943293 1
111 -25.93938951  027.92932406 1
115 -25.93926687  027.92946696
120 Linear Feature 261
112 -25.94106279  027.92715880 -25.94108391  027.92718181 1
112 -25.94115627  027.92715289 -25.94118450  027.92712096 1
112 -25.94115142  027.92705245 -25.94113324  027.92703149 1
114 -25.94105980  027.92705775 -25.94103550  027.92708951 1
120 Linear Feature 265
111 -25.94574708  027.91513970 1
112 -25.94583437  027.91510974 -25.94588464  027.91511526
111 -25.94583437  027.91510974 1
111 -25.94611815  027.91515628
112 -25.94611815  027.91515628 -25.94617921  027.91515581 1
115 -25.94620923  027.91512748
120 Linear Feature 264
111 -25.94607622  027.91529158 1
112 -25.94596250  027.91532068 -25.94588086  027.91531602
111 -25.94596250  027.91532068 1
111 -25.94570326  027.91527476
112 -25.94570326  027.91527476 -25.94564553  027.91526785 1
115 -25.94560163  027.91531572
120 Linear Feature 263
111 -25.94549099  027.91545394 1
112 -25.94556599  027.91543850 -25.94561592  027.91544290
111 -25.94556599  027.91543850 1
111 -25.94583747  027.91548781 1
116 -25.94593439  027.91546392 -25.94597655  027.91543562
120 Linear Feature 262
111 -25.94634384  027.91496230 1
112 -25.94623692  027.91498674 -25.94617057  027.91498063
111 -25.94623692  027.91498674 1
111 -25.94597192  027.91494606 1
112 -25.94588116  027.91497514 -25.94585118  027.91500809
111 -25.94588116  027.91497514 1
111 -25.94574708  027.91513970 1
111 -25.94560163  027.91531572 1
111 -25.94549099  027.91545394
112 -25.94549099  027.91545394 -25.94547450  027.91547956 1
112 -25.94547267  027.91552465 -25.94547438  027.91554918
111 -25.94547267  027.91552465 1
111 -25.94551686  027.91589734
112 -25.94551686  027.91589734 -25.94551810  027.91592952 1
116 -25.94547724  027.91601516 -25.94545354  027.91605455
120 Linear Feature 24
111 -25.93404070  027.92712476 20
115 -25.93445375  027.92754730
120 Linear Feature 23
111 -25.93496023  027.92638359 20
111 -25.93493637  027.92636072 20
111 -25.93490785  027.92639476 20
112 -25.93471838  027.92643106 -25.93462565  027.92636569
111 -25.93471838  027.92643106 20
111 -25.93440206  027.92611263
112 -25.93440206  027.92611263 -25.93430862  027.92602631 20
112 -25.93418715  027.92610122 -25.93413013  027.92615877
111 -25.93418715  027.92610122 20
115 -25.93364478  027.92675243
120 Linear Feature 21
111 -25.93496015  027.92627872 20
111 -25.93498244  027.92630277 20
115 -25.93500587  027.92632843
120 Linear Feature 22
111 -25.93512215  027.92618834 20
115 -25.93509970  027.92616398
120 Linear Feature 20
111 -25.93512581  027.92613186 20
111 -25.93509970  027.92616398 20
115 -25.93498244  027.92630277
120 Linear Feature 19
111 -25.93636795  027.92473483 20
115 -25.93636362  027.92467772
120 Linear Feature 18
111 -25.93389854  027.92648879 20
111 -25.93371359  027.92671324
112 -25.93371359  027.92671324 -25.93369950  027.92673654 20
112 -25.93374666  027.92682623 -25.93378889  027.92687221
111 -25.93374666  027.92682623 20
115 -25.93396830  027.92705106
120 Linear Feature 17
111 -25.93567035  027.92552949 20
111 -25.93548276  027.92575307 20
111 -25.93512215  027.92618834 20
111 -25.93500587  027.92632843 20
111 -25.93496023  027.92638359 20
111 -25.93492106  027.92643047 20
112 -25.93470987  027.92646749 -25.93461089  027.92638483
111 -25.93470987  027.92646749 20
111 -25.93438189  027.92613636
112 -25.93438189  027.92613636 -25.93431438  027.92608421 20
112 -25.93421656  027.92610929 -25.93417203  027.92615367
111 -25.93421656  027.92610929 20
115 -25.93408569  027.92626511
120 Linear Feature 11
111 -25.93560636  027.92418098 20
111 -25.93558064  027.92423422 20
112 -25.93560163  027.92437816 -25.93565086  027.92443898
111 -25.93560163  027.92437816 20
115 -25.93575657  027.92453791
120 Linear Feature 10
111 -25.93637801  027.92440135 20
115 -25.93640044  027.92442399
120 Linear Feature 9
112 -25.93650303  027.92445787 -25.93653762  027.92438646 21
112 -25.93642900  027.92439192 -25.93639295  027.92443324
111 -25.93642900  027.92439192 21
111 -25.93641153  027.92441197 20
111 -25.93640044  027.92442399 20
111 -25.93611896  027.92476574 20
116 -25.93600083  027.92477875 -25.93592499  027.92474362
120 Linear Feature 8
111 -25.93653637  027.92436555 20
111 -25.93648956  027.92434328
112 -25.93648956  027.92434328 -25.93644358  027.92432632 20
111 -25.93640944  027.92436281 20
111 -25.93637801  027.92440135 20
111 -25.93609709  027.92474086
112 -25.93609709  027.92474086 -25.93605410  027.92477540 20
111 -25.93600258  027.92474086 20
111 -25.93562590  027.92435604
112 -25.93562590  027.92435604 -25.93559917  027.92432610 20
115 -25.93559877  027.92427992
120 Linear Feature 7
111 -25.93667482  027.92408801 20
111 -25.93658456  027.92432836
112 -25.93658456  027.92432836 -25.93656129  027.92438085 20
111 -25.93654164  027.92440792 20
111 -25.93650303  027.92445787 20
115 -25.93652733  027.92447971
120 Linear Feature 6
111 -25.93664551  027.92407452 20
111 -25.93664401  027.92407825 21
111 -25.93656506  027.92428949 21
112 -25.93650916  027.92431435 -25.93646895  027.92430077
111 -25.93650916  027.92431435 21
111 -25.93648375  027.92430524
112 -25.93648375  027.92430524 -25.93643332  027.92428933 21
111 -25.93638542  027.92434149 21
111 -25.93634978  027.92438453 20
111 -25.93607925  027.92471150
112 -25.93607925  027.92471150 -25.93605512  027.92473586 20
111 -25.93601334  027.92470709 20
111 -25.93564719  027.92432973 20
112 -25.93563642  027.92419905 -25.93566804  027.92412476
111 -25.93563642  027.92419905 20
115 -25.93567963  027.92410064
120 Linear Feature 5
111 -25.93684554  027.92377827 20
111 -25.93679830  027.92375582 20
111 -25.93667482  027.92408801 20
111 -25.93664551  027.92407452 20
111 -25.93675262  027.92378586 20
112 -25.93670263  027.92367932 -25.93663561  027.92364642
111 -25.93670263  027.92367932 20
111 -25.93602901  027.92337738
112 -25.93602901  027.92337738 -25.93599466  027.92336389 20
112 -25.93596446  027.92338103 -25.93595231  027.92339768
111 -25.93596446  027.92338103
112 -25.93596446  027.92338103 -25.93591976  027.92345144 20
116 -25.93591105  027.92330784 -25.93598757  027.92325856
120 Linear Feature 4
112 -25.93822284  027.92429546 -25.93820529  027.92430893 20
111 -25.93818512  027.92430296 20
115 -25.93732102  027.92391499
120 Linear Feature 15
111 -25.93593976  027.92520134 20
115 -25.93574967  027.92543296
120 Linear Feature 14
111 -25.93620044  027.92488761 20
115 -25.93601335  027.92511257
120 Linear Feature 13
111 -25.93638304  027.92473295 20
112 -25.93636795  027.92473483 -25.93635882  027.92473665
111 -25.93636795  027.92473483
112 -25.93636795  027.92473483 -25.93635061  027.92473828 20
112 -25.93630013  027.92476872 -25.93627851  027.92479014
111 -25.93630013  027.92476872 20
115 -25.93627906  027.92479401
120 Linear Feature 12
111 -25.93630853  027.92470253 20
115 -25.93650303  027.92445787
120 Linear Feature 3
111 -25.93642834  027.92467823 20
112 -25.93637294  027.92467665 -25.93634201  027.92467952
111 -25.93637294  027.92467665
112 -25.93637294  027.92467665 -25.93636997  027.92467691 20
112 -25.93636362  027.92467772 -25.93636066  027.92467827
111 -25.93636362  027.92467772
112 -25.93636362  027.92467772 -25.93634491  027.92468118 20
112 -25.93630853  027.92470253 -25.93629021  027.92471478
111 -25.93630853  027.92470253 20
111 -25.93542890  027.92576563 20
111 -25.93536284  027.92584464 20
111 -25.93532627  027.92588983 20
111 -25.93520425  027.92603568 20
115 -25.93518401  027.92601378
120 Linear Feature 1
112 -25.93824206  027.92433959 -25.93820646  027.92435168 20
111 -25.93817261  027.92433913 20
111 -25.93755437  027.92406130 20
111 -25.93727480  027.92393627 20
111 -25.93699460  027.92381092 20
111 -25.93691931  027.92377636
112 -25.93691931  027.92377636 -25.93688756  027.92376287 20
112 -25.93684554  027.92377827 -25.93682785  027.92378877
111 -25.93684554  027.92377827
112 -25.93684554  027.92377827 -25.93682002  027.92379342 20
111 -25.93680837  027.92382022 20
111 -25.93670274  027.92410450 21
111 -25.93660818  027.92435381
112 -25.93660818  027.92435381 -25.93657624  027.92442250 21
111 -25.93655446  027.92444767 21
111 -25.93653692  027.92446863 20
111 -25.93652733  027.92447971 20
115 -25.93637294  027.92467665
21 -25.94586453  027.91676065 2 47.2300 3.00 06L PAPI-4L
21 -25.94473268  027.92029652 2 47.2200 3.00 06R PAPI-4L
21 -25.93151864  027.93484985 2 227.2200 3.00 24R PAPI-4L
14 -25.94311296  027.92550830  29.53 0 Tower
1300 -25.93502834  027.92648000 -132.29 gate jets|turboprops Gate B3
1301 B airline 
1300 -25.93517729  027.92662176 -131.76 gate jets|turboprops Gate B2
1301 B airline 
