I
1050 Generated by WorldEditor 2.1.0r1

1   1869 1 0 KLSV Nellis AFB
111  36.24298168 -115.03134415
112  36.24298168 -115.03134415  36.24302403 -115.03131225 53 102
111  36.24307956 -115.03128572 53 102
112  36.24324164 -115.03124362  36.24334254 -115.03123070
111  36.24324164 -115.03124362
112  36.24324164 -115.03124362  36.24327997 -115.03123955 53 102
115  36.24330062 -115.03123866
120 Linear Feature 112
111  36.23409523 -115.03784747 53 102
112  36.23413289 -115.03788460  36.23415877 -115.03790752
111  36.23413289 -115.03788460
112  36.23413289 -115.03788460  36.23415877 -115.03790752 53 102
111  36.23419468 -115.03792192 53 102
112  36.23426070 -115.03794353  36.23429028 -115.03795073 53 102
111  36.23432883 -115.03795073 53 102
112  36.23439696 -115.03794091  36.23442548 -115.03793436
111  36.23439696 -115.03794091
112  36.23439696 -115.03794091  36.23446350 -115.03792127 53 102
115  36.23449631 -115.03788672
120 Linear Feature 111
111  36.23391804 -115.03851338 53 102
112  36.23397393 -115.03839203  36.23398713 -115.03834424 53 102
111  36.23399188 -115.03830233 53 102
112  36.23399505 -115.03821329  36.23399241 -115.03816091 53 102
111  36.23398555 -115.03812948 53 102
112  36.23396600 -115.03805615  36.23395544 -115.03802734
111  36.23396600 -115.03805615 53 102
115  36.23395312 -115.03802619
120 Linear Feature 110
111  36.23473082 -115.03853951 53 102
112  36.23466910 -115.03863681  36.23465326 -115.03868710 53 102
111  36.23464946 -115.03871852 53 102
112  36.23464249 -115.03880731  36.23464249 -115.03884895 53 102
111  36.23464946 -115.03889295 53 102
112  36.23466910 -115.03897702  36.23467988 -115.03901395
111  36.23466910 -115.03897702 53 102
115  36.23467861 -115.03900845
120 Linear Feature 109
111  36.23452545 -115.03917934 53 102
111  36.23449862 -115.03916009
112  36.23449862 -115.03916009  36.23447454 -115.03914280 53 102
111  36.23444285 -115.03913023 53 102
112  36.23437631 -115.03910823  36.23434082 -115.03910195 53 102
111  36.23430786 -115.03910273 53 102
112  36.23423815 -115.03911530  36.23421217 -115.03912473 53 102
115  36.23414072 -115.03917894
120 Linear Feature 108
111  36.23504704 -115.03954388 53 102
112  36.23508421 -115.03957494  36.23510703 -115.03959223 53 102
111  36.23513048 -115.03960323 53 102
112  36.23519639 -115.03962680  36.23523061 -115.03963387 53 102
111  36.23526357 -115.03963387 53 102
112  36.23533328 -115.03962444  36.23537447 -115.03961344 53 102
111  36.23539729 -115.03960087 53 102
116  36.23543787 -115.03957672  36.23545498 -115.03956336
120 Linear Feature 107
111  36.23487140 -115.04019640 53 102
112  36.23489472 -115.04015480  36.23490866 -115.04012258 53 102
111  36.23492261 -115.04007623 53 102
112  36.23493908 -115.03999294  36.23494415 -115.03994737 53 102
111  36.23494225 -115.03990887 53 102
112  36.23493401 -115.03982480  36.23492704 -115.03979023 53 102
111  36.23491120 -115.03974544 53 102
115  36.23489717 -115.03971098
120 Linear Feature 106
111  36.24086664 -115.03363596 53 102
111  36.24095599 -115.03353777 53 102
111  36.24115907 -115.03331459 53 102
111  36.24136145 -115.03309218 53 102
115  36.24139267 -115.03305787
120 Linear Feature 105
111  36.22721617 -115.04713849 53 102
116  36.22723680 -115.04718270  36.22725086 -115.04720770
120 Linear Feature 82
111  36.23285228 -115.03641438 53 102
112  36.23282946 -115.03639175  36.23282033 -115.03638609
111  36.23282946 -115.03639175
112  36.23282946 -115.03639175  36.23280893 -115.03637384 53 102
111  36.23277008 -115.03635211 53 102
112  36.23270087 -115.03632948  36.23266133 -115.03632288 53 102
111  36.23263319 -115.03632288 53 102
112  36.23249706 -115.03636153  36.23243165 -115.03640585
111  36.23249706 -115.03636153
112  36.23249706 -115.03636153  36.23248032 -115.03637285 53 102
115  36.23246145 -115.03638776
120 Linear Feature 81
111  36.23302965 -115.03575404 53 102
112  36.23301268 -115.03578547  36.23300736 -115.03579961
111  36.23301268 -115.03578547
112  36.23301268 -115.03578547  36.23299671 -115.03581658 53 102
111  36.23297998 -115.03587032 53 102
112  36.23296401 -115.03595329  36.23295868 -115.03600138 53 102
111  36.23296020 -115.03604475 53 102
112  36.23297009 -115.03613243  36.23297694 -115.03617109 53 102
111  36.23299062 -115.03621257 53 102
116  36.23300380 -115.03624396  36.23301216 -115.03626281
120 Linear Feature 80
111  36.23224256 -115.03558123 53 102
116  36.23221765 -115.03550391  36.23220625 -115.03548411
120 Linear Feature 79
111  36.23024499 -115.03273674 53 102
112  36.23021940 -115.03271002  36.23020025 -115.03269370 53 102
111  36.23015891 -115.03267232 53 102
112  36.23009405 -115.03265155  36.23005539 -115.03264432 53 102
111  36.23002597 -115.03264517 53 102
112  36.22995825 -115.03265467  36.22992410 -115.03266358 53 102
111  36.22989364 -115.03268024 53 102
116  36.22985519 -115.03270739  36.22983451 -115.03272621
120 Linear Feature 78
111  36.22281192 -115.04045990 53 102
112  36.22277744 -115.04052589  36.22276375 -115.04055794 53 102
111  36.22275158 -115.04060414 53 102
112  36.22274017 -115.04068615  36.22273637 -115.04073046 53 102
111  36.22274093 -115.04077005 53 102
112  36.22275538 -115.04085301  36.22276375 -115.04088978 53 102
111  36.22278124 -115.04092843 53 102
115  36.22278766 -115.04094023
120 Linear Feature 77
111  36.22260218 -115.04169679 53 102
112  36.22264131 -115.04164865  36.22266564 -115.04161377 53 102
111  36.22267781 -115.04157701 53 102
112  36.22270291 -115.04149499  36.22271203 -115.04145351 53 102
111  36.22271508 -115.04141486 53 102
112  36.22271431 -115.04133096  36.22271051 -115.04128571 53 102
111  36.22269910 -115.04124989 53 102
112  36.22267249 -115.04117259  36.22265956 -115.04114242 53 102
115  36.22263496 -115.04110307
120 Linear Feature 76
111  36.22438454 -115.04356342 53 102
111  36.22437907 -115.04355670 53 102
112  36.22432431 -115.04349731  36.22430149 -115.04347751 53 102
111  36.22426727 -115.04345771 53 102
112  36.22420111 -115.04343226  36.22417145 -115.04342472 53 102
111  36.22413494 -115.04342095 53 102
112  36.22406574 -115.04342849  36.22402847 -115.04343697 53 102
111  36.22400261 -115.04344923 53 102
112  36.22394025 -115.04348788  36.22391288 -115.04351145
111  36.22394025 -115.04348788
112  36.22394025 -115.04348788  36.22393037 -115.04349636 53 102
115  36.22391886 -115.04350845
120 Linear Feature 75
111  36.22481960 -115.04353697 53 102
112  36.22485058 -115.04356518  36.22486883 -115.04358121 53 102
111  36.22491066 -115.04359723 53 102
112  36.22497911 -115.04361609  36.22502169 -115.04362457 53 102
111  36.22504603 -115.04362175 53 102
112  36.22511524 -115.04361138  36.22514490 -115.04360195 53 102
115  36.22521023 -115.04356382
120 Linear Feature 74
111  36.22548366 -115.04393935 53 102
112  36.22543617 -115.04404880  36.22542476 -115.04408745 53 102
111  36.22541792 -115.04413082 53 102
112  36.22541107 -115.04421567  36.22541031 -115.04425715 53 102
111  36.22541564 -115.04429768 53 102
112  36.22543658 -115.04438161  36.22544875 -115.04441555
111  36.22543658 -115.04438161
112  36.22543658 -115.04438161  36.22544723 -115.04440801 53 102
115  36.22545483 -115.04442121
120 Linear Feature 73
111  36.22658619 -115.04600853 53 102
112  36.22668014 -115.04607631  36.22674022 -115.04610648 53 102
115  36.22681783 -115.04610897
120 Linear Feature 72
111  36.22691029 -115.04609357 53 102
112  36.22694714 -115.04607225  36.22696357 -115.04605868 53 102
115  36.22697888 -115.04604427
120 Linear Feature 71
111  36.22734620 -115.04733962 53 102
116  36.22753171 -115.04734257  36.22763286 -115.04724076
120 Linear Feature 70
111  36.22784473 -115.04777771 53 102
116  36.22791316 -115.04773620  36.22793522 -115.04771263
120 Linear Feature 5
111  36.24795656 -115.03313584 53
111  36.24768478 -115.03315533
112  36.24768478 -115.03315533  36.24758065 -115.03316264 53
115  36.24758013 -115.03330540
120 Linear Feature 16
111  36.23466910 -115.03897702 3
115  36.23473071 -115.03893781
120 Linear Feature 16
111  36.23464946 -115.03889295 3
115  36.23471815 -115.03887228
120 Linear Feature 16
111  36.23464249 -115.03880731 3
115  36.23471275 -115.03880322
120 Linear Feature 16
111  36.23464946 -115.03871852 3
115  36.23471815 -115.03873103
120 Linear Feature 16
111  36.23466910 -115.03863681 3
115  36.23473149 -115.03866102
120 Linear Feature 16
111  36.23423815 -115.03911530 3
115  36.23425332 -115.03920195
120 Linear Feature 16
111  36.23430786 -115.03910273 3
115  36.23431202 -115.03919133
120 Linear Feature 16
111  36.23437631 -115.03910823 3
115  36.23436709 -115.03919586
120 Linear Feature 16
111  36.23444285 -115.03913023 3
115  36.23442104 -115.03921200
120 Linear Feature 16
111  36.23449862 -115.03916009 3
115  36.23446029 -115.03923796
120 Linear Feature 16
111  36.23595842 -115.03888695 3
115  36.23600498 -115.03895615
120 Linear Feature 16
111  36.24534397 -115.03099511 3
115  36.24539620 -115.03105870
120 Linear Feature 16
111  36.24731583 -115.02508432 3
115  36.24727967 -115.02508608
120 Linear Feature 16
111  36.24767381 -115.03154908 3
115  36.24767844 -115.03161408
120 Linear Feature 16
111  36.24577838 -115.03508692 3
115  36.24578867 -115.03517720
120 Linear Feature 16
111  36.24604471 -115.03502724 3
115  36.24605500 -115.03511753
120 Linear Feature 16
111  36.24627119 -115.03497650 3
115  36.24633021 -115.03503446
120 Linear Feature 16
111  36.24626357 -115.03491463 3
115  36.24631239 -115.03497400
120 Linear Feature 16
111  36.24654142 -115.03490335 3
115  36.24654492 -115.03498802
120 Linear Feature 16
111  36.24685382 -115.03489067 3
115  36.24680859 -115.03495847
120 Linear Feature 16
111  36.24685613 -115.03496299 3
115  36.24680410 -115.03502518
120 Linear Feature 16
111  36.24701670 -115.03488406 3
115  36.24706099 -115.03494343
120 Linear Feature 16
111  36.24701901 -115.03495638 3
115  36.24705990 -115.03502418
120 Linear Feature 16
111  36.24723607 -115.03487515 3
115  36.24723730 -115.03496263
120 Linear Feature 16
111  36.24751042 -115.03486402 3
115  36.24751165 -115.03495149
120 Linear Feature 16
111  36.24761836 -115.03485963 3
115  36.24766832 -115.03491339
120 Linear Feature 16
111  36.24761316 -115.03464813 3
115  36.24768238 -115.03464849
120 Linear Feature 16
111  36.24760542 -115.03433365 3
115  36.24767464 -115.03433400
120 Linear Feature 16
111  36.24759612 -115.03395531 3
115  36.24766534 -115.03395567
120 Linear Feature 16
111  36.24758809 -115.03362888 3
115  36.24765731 -115.03362924
120 Linear Feature 16
111  36.24744628 -115.03250041 3
115  36.24751551 -115.03250077
120 Linear Feature 16
111  36.24743749 -115.03217695 3
115  36.24750672 -115.03217731
120 Linear Feature 16
111  36.24742857 -115.03184879 3
115  36.24749780 -115.03184914
120 Linear Feature 16
111  36.24742640 -115.03176880 3
115  36.24749449 -115.03177337
120 Linear Feature 16
111  36.24744442 -115.03169232 3
115  36.24750797 -115.03172780
120 Linear Feature 16
111  36.24748461 -115.03162443 3
115  36.24752890 -115.03167257
120 Linear Feature 16
111  36.24754074 -115.03157717 3
115  36.24757257 -115.03163514
120 Linear Feature 16
111  36.24760866 -115.03155140 3
115  36.24761329 -115.03161639
120 Linear Feature 16
111  36.24794519 -115.03153945 3
115  36.24794982 -115.03160444
120 Linear Feature 16
111  36.24821852 -115.03152975 3
115  36.24822316 -115.03159474
120 Linear Feature 16
111  36.24849043 -115.03151921 3
115  36.24849506 -115.03158420
120 Linear Feature 16
111  36.24876232 -115.03150929 3
115  36.24876695 -115.03157428
120 Linear Feature 16
111  36.24903519 -115.03149933 3
115  36.24903982 -115.03156432
120 Linear Feature 16
111  36.24930854 -115.03148935 3
115  36.24931317 -115.03155434
120 Linear Feature 16
111  36.24878309 -115.03095376 3
115  36.24878772 -115.03101875
120 Linear Feature 16
111  36.24850991 -115.03096352 3
115  36.24851455 -115.03102851
120 Linear Feature 16
111  36.24823802 -115.03097322 3
115  36.24824265 -115.03103822
120 Linear Feature 16
111  36.24796541 -115.03098296 3
115  36.24797004 -115.03104795
120 Linear Feature 16
111  36.24769227 -115.03099271 3
115  36.24769690 -115.03105771
120 Linear Feature 16
111  36.24757367 -115.03097430 3
115  36.24755904 -115.03105616
120 Linear Feature 16
111  36.24753739 -115.03095225 3
115  36.24750009 -115.03102286
120 Linear Feature 16
111  36.24750130 -115.03091425 3
115  36.24744927 -115.03096519
120 Linear Feature 16
111  36.24747937 -115.03086415 3
115  36.24741600 -115.03089401
120 Linear Feature 16
111  36.24746752 -115.03080531 3
115  36.24740076 -115.03081410
120 Linear Feature 16
111  36.24746197 -115.03072644 3
115  36.24739860 -115.03073101
120 Linear Feature 16
111  36.24745348 -115.03039919 3
115  36.24739011 -115.03040377
120 Linear Feature 16
111  36.24744500 -115.03007268 3
115  36.24738164 -115.03007725
120 Linear Feature 16
111  36.24742941 -115.02987615 3
115  36.24737512 -115.02982592
120 Linear Feature 16
111  36.24763674 -115.02970342 3
115  36.24760851 -115.02965179
120 Linear Feature 16
111  36.24786787 -115.02953097 3
115  36.24783964 -115.02947934
120 Linear Feature 16
111  36.24806980 -115.02938036 3
115  36.24801891 -115.02934559
120 Linear Feature 16
111  36.24807493 -115.02927428 3
115  36.24801723 -115.02927885
120 Linear Feature 16
111  36.24806678 -115.02894918 3
115  36.24800909 -115.02895376
120 Linear Feature 16
111  36.24805853 -115.02861976 3
115  36.24800083 -115.02862434
120 Linear Feature 16
111  36.24805015 -115.02828535 3
115  36.24799246 -115.02828992
120 Linear Feature 16
111  36.24804447 -115.02797126 3
115  36.24798564 -115.02801799
120 Linear Feature 16
111  36.24777295 -115.02780349 3
115  36.24774812 -115.02786146
120 Linear Feature 16
111  36.24753080 -115.02764391 3
115  36.24750597 -115.02770188
120 Linear Feature 16
111  36.24737070 -115.02752592 3
115  36.24731414 -115.02757546
120 Linear Feature 16
111  36.24737429 -115.02723181 3
115  36.24730527 -115.02723639
120 Linear Feature 16
111  36.24736550 -115.02689583 3
115  36.24729648 -115.02690040
120 Linear Feature 16
111  36.24735671 -115.02655985 3
115  36.24728769 -115.02656442
120 Linear Feature 16
111  36.24734783 -115.02622043 3
115  36.24727881 -115.02622500
120 Linear Feature 16
111  36.24733916 -115.02588788 3
115  36.24727014 -115.02589245
120 Linear Feature 16
111  36.24733037 -115.02555136 3
115  36.24726134 -115.02555593
120 Linear Feature 16
111  36.24732150 -115.02521219 3
115  36.24725247 -115.02521676
120 Linear Feature 16
111  36.24662170 -115.02591474 3
115  36.24656513 -115.02596849
120 Linear Feature 16
111  36.24664413 -115.02625119 3
115  36.24657624 -115.02625576
120 Linear Feature 16
111  36.24665319 -115.02658307 3
115  36.24659323 -115.02662417
120 Linear Feature 16
111  36.24684852 -115.02681782 3
115  36.24680102 -115.02688141
120 Linear Feature 16
111  36.24710128 -115.02708720 3
115  36.24704925 -115.02714798
120 Linear Feature 16
111  36.24711012 -115.02742540 3
115  36.24703882 -115.02742998
120 Linear Feature 16
111  36.24711893 -115.02776265 3
115  36.24704764 -115.02776722
120 Linear Feature 16
111  36.24712774 -115.02809990 3
115  36.24705645 -115.02810447
120 Linear Feature 16
111  36.24713653 -115.02843632 3
115  36.24706524 -115.02844089
120 Linear Feature 16
111  36.24714518 -115.02876738 3
115  36.24707389 -115.02877195
120 Linear Feature 16
111  36.24715367 -115.02909224 3
115  36.24708238 -115.02909682
120 Linear Feature 16
111  36.24716221 -115.02941887 3
115  36.24709091 -115.02942344
120 Linear Feature 16
111  36.24717079 -115.02974730 3
115  36.24709949 -115.02975188
120 Linear Feature 16
111  36.24717925 -115.03007123 3
115  36.24710796 -115.03007580
120 Linear Feature 16
111  36.24718785 -115.03040051 3
115  36.24711656 -115.03040509
120 Linear Feature 16
111  36.24719634 -115.03072538 3
115  36.24712505 -115.03072995
120 Linear Feature 16
111  36.24718836 -115.03080767 3
115  36.24712047 -115.03078133
120 Linear Feature 16
111  36.24715889 -115.03087994 3
115  36.24710233 -115.03083815
120 Linear Feature 16
111  36.24711959 -115.03094491 3
115  36.24706870 -115.03089327
120 Linear Feature 16
111  36.24707050 -115.03100489 3
115  36.24702301 -115.03094482
120 Linear Feature 16
111  36.24701743 -115.03105453 3
115  36.24697900 -115.03098323
120 Linear Feature 16
111  36.24695783 -115.03109108 3
115  36.24693187 -115.03101275
120 Linear Feature 16
111  36.24688803 -115.03110311 3
115  36.24688586 -115.03101916
120 Linear Feature 16
111  36.24661672 -115.03111329 3
115  36.24661455 -115.03102934
120 Linear Feature 16
111  36.24634327 -115.03112356 3
115  36.24634110 -115.03103961
120 Linear Feature 16
111  36.24606914 -115.03113385 3
115  36.24606697 -115.03104990
120 Linear Feature 16
111  36.24600539 -115.03113624 3
115  36.24601682 -115.03105229
120 Linear Feature 16
111  36.24593982 -115.03110939 3
115  36.24597051 -115.03103809
120 Linear Feature 16
111  36.24587946 -115.03107081 3
115  36.24591696 -115.03100372
120 Linear Feature 16
111  36.24582288 -115.03101702 3
115  36.24586944 -115.03095836
120 Linear Feature 16
111  36.24577856 -115.03095504 3
115  36.24583191 -115.03090481
120 Linear Feature 16
111  36.24574272 -115.03088488 3
115  36.24580741 -115.03085011
120 Linear Feature 16
111  36.24572051 -115.03080785 3
115  36.24578633 -115.03078573
120 Linear Feature 16
111  36.24571836 -115.03072622 3
115  36.24578419 -115.03072095
120 Linear Feature 16
111  36.24570976 -115.03039867 3
115  36.24577559 -115.03039341
120 Linear Feature 16
111  36.24570119 -115.03007211 3
115  36.24576701 -115.03006685
120 Linear Feature 16
111  36.24569256 -115.02974368 3
115  36.24575839 -115.02973842
120 Linear Feature 16
111  36.24568396 -115.02941612 3
115  36.24574978 -115.02941086
120 Linear Feature 16
111  36.24567548 -115.02909313 3
115  36.24574130 -115.02908787
120 Linear Feature 16
111  36.24567203 -115.02896175 3
115  36.24572992 -115.02899724
120 Linear Feature 16
111  36.24590317 -115.02879439 3
115  36.24593273 -115.02885376
120 Linear Feature 16
111  36.24599412 -115.02872854 3
115  36.24604861 -115.02876824
120 Linear Feature 16
111  36.24598900 -115.02852627 3
115  36.24604349 -115.02852381
120 Linear Feature 16
111  36.24598048 -115.02818967 3
115  36.24603497 -115.02818721
120 Linear Feature 16
111  36.24597412 -115.02793876 3
115  36.24602748 -115.02789837
120 Linear Feature 16
111  36.24591214 -115.02789879 3
115  36.24593717 -115.02783592
120 Linear Feature 16
111  36.24563844 -115.02768276 3
115  36.24570653 -115.02767890
120 Linear Feature 16
111  36.24562957 -115.02734467 3
115  36.24569766 -115.02734081
120 Linear Feature 16
111  36.24562068 -115.02700652 3
115  36.24568877 -115.02700266
120 Linear Feature 16
111  36.24515145 -115.02757135 3
115  36.24520707 -115.02751128
120 Linear Feature 16
111  36.24516076 -115.02759754 3
115  36.24522998 -115.02759649
120 Linear Feature 16
111  36.24516507 -115.02778539 3
115  36.24523429 -115.02778434
120 Linear Feature 16
111  36.24517467 -115.02816683 3
115  36.24524389 -115.02816157
120 Linear Feature 16
111  36.24518885 -115.02834632 3
115  36.24524787 -115.02831717
120 Linear Feature 16
111  36.24528668 -115.02851126 3
115  36.24534117 -115.02845963
120 Linear Feature 16
111  36.24540669 -115.02869453 3
115  36.24546118 -115.02864289
120 Linear Feature 16
111  36.24540078 -115.02897315 3
115  36.24547000 -115.02897069
120 Linear Feature 16
111  36.24540963 -115.02930075 3
115  36.24547885 -115.02929830
120 Linear Feature 16
111  36.24541845 -115.02962768 3
115  36.24548767 -115.02962523
120 Linear Feature 16
111  36.24542726 -115.02995465 3
115  36.24549648 -115.02995219
120 Linear Feature 16
111  36.24543488 -115.03028353 3
115  36.24550524 -115.03027686
120 Linear Feature 16
111  36.24544374 -115.03061190 3
115  36.24551409 -115.03060523
120 Linear Feature 16
111  36.24544589 -115.03068756 3
115  36.24551625 -115.03068510
120 Linear Feature 16
111  36.24544599 -115.03075669 3
115  36.24551408 -115.03077109
120 Linear Feature 16
111  36.24543304 -115.03082978 3
115  36.24549887 -115.03084559
120 Linear Feature 16
111  36.24541021 -115.03089118 3
115  36.24547377 -115.03092385
120 Linear Feature 16
111  36.24538204 -115.03094551 3
115  36.24544107 -115.03099364
120 Linear Feature 16
111  36.24530396 -115.03103478 3
115  36.24534372 -115.03110679
120 Linear Feature 16
111  36.24525331 -115.03106687 3
115  36.24528060 -115.03114451
120 Linear Feature 16
111  36.24520225 -115.03107777 3
115  36.24521368 -115.03116243
120 Linear Feature 16
111  36.24514207 -115.03108314 3
115  36.24514557 -115.03116640
120 Linear Feature 16
111  36.24487121 -115.03109374 3
115  36.24487471 -115.03117700
120 Linear Feature 16
111  36.24459865 -115.03110441 3
115  36.24460215 -115.03118767
120 Linear Feature 16
111  36.24432490 -115.03111513 3
115  36.24432840 -115.03119838
120 Linear Feature 16
111  36.24405410 -115.03112573 3
115  36.24405760 -115.03120899
120 Linear Feature 16
111  36.24377910 -115.03113652 3
115  36.24378260 -115.03121978
120 Linear Feature 16
111  36.24350774 -115.03114715 3
115  36.24351123 -115.03123041
120 Linear Feature 16
111  36.24323474 -115.03116177 3
115  36.24324164 -115.03124362
120 Linear Feature 16
111  36.24305113 -115.03121230 3
115  36.24307956 -115.03128572
120 Linear Feature 16
111  36.24294079 -115.03127776 3
115  36.24298168 -115.03134415
120 Linear Feature 16
111  36.24272703 -115.03149476 3
115  36.24277473 -115.03155975
120 Linear Feature 16
111  36.24252491 -115.03171403 3
115  36.24257374 -115.03177762
120 Linear Feature 16
111  36.24232558 -115.03192694 3
115  36.24237213 -115.03199615
120 Linear Feature 16
111  36.24212390 -115.03214556 3
115  36.24217046 -115.03221477
120 Linear Feature 16
111  36.24192000 -115.03236658 3
115  36.24196656 -115.03243579
120 Linear Feature 16
111  36.24171720 -115.03258641 3
115  36.24176376 -115.03265561
120 Linear Feature 16
111  36.24151703 -115.03280339 3
115  36.24156359 -115.03287260
120 Linear Feature 16
111  36.24131489 -115.03302298 3
115  36.24136145 -115.03309218
120 Linear Feature 16
111  36.24111251 -115.03324539 3
115  36.24115907 -115.03331459
120 Linear Feature 16
111  36.24090943 -115.03346857 3
115  36.24095599 -115.03353777
120 Linear Feature 16
111  36.24071264 -115.03368432 3
115  36.24075920 -115.03375352
120 Linear Feature 16
111  36.24050924 -115.03390688 3
115  36.24055580 -115.03397608
120 Linear Feature 16
111  36.24030158 -115.03413409 3
115  36.24034814 -115.03420329
120 Linear Feature 16
111  36.24009545 -115.03435963 3
115  36.24014201 -115.03442884
120 Linear Feature 16
111  36.23989037 -115.03458403 3
115  36.23993693 -115.03465324
120 Linear Feature 16
111  36.23968544 -115.03480825 3
115  36.23973200 -115.03487746
120 Linear Feature 16
111  36.23947802 -115.03503521 3
115  36.23952458 -115.03510442
120 Linear Feature 16
111  36.23926959 -115.03526327 3
115  36.23931615 -115.03533248
120 Linear Feature 16
111  36.23906049 -115.03549207 3
115  36.23910704 -115.03556128
120 Linear Feature 16
111  36.23885298 -115.03571912 3
115  36.23889954 -115.03578832
120 Linear Feature 16
111  36.23864638 -115.03594518 3
115  36.23869294 -115.03601438
120 Linear Feature 16
111  36.23844002 -115.03617097 3
115  36.23848658 -115.03624017
120 Linear Feature 16
111  36.23823289 -115.03639761 3
115  36.23827945 -115.03646681
120 Linear Feature 16
111  36.23802797 -115.03662183 3
115  36.23807453 -115.03669103
120 Linear Feature 16
111  36.23782161 -115.03684762 3
115  36.23786817 -115.03691683
120 Linear Feature 16
111  36.23761448 -115.03707426 3
115  36.23766104 -115.03714347
120 Linear Feature 16
111  36.23740607 -115.03730230 3
115  36.23745263 -115.03737150
120 Linear Feature 16
111  36.23720076 -115.03752694 3
115  36.23724732 -115.03759614
120 Linear Feature 16
111  36.23699356 -115.03775365 3
115  36.23704012 -115.03782285
120 Linear Feature 16
111  36.23678545 -115.03798136 3
115  36.23683201 -115.03805057
120 Linear Feature 16
111  36.23657962 -115.03820657 3
115  36.23662618 -115.03827578
120 Linear Feature 16
111  36.23637249 -115.03843321 3
115  36.23641905 -115.03850241
120 Linear Feature 16
111  36.23616599 -115.03865980 3
115  36.23621255 -115.03872901
120 Linear Feature 16
111  36.23575102 -115.03911392 3
115  36.23579758 -115.03918312
120 Linear Feature 16
111  36.23554382 -115.03934065 3
115  36.23559038 -115.03940986
120 Linear Feature 16
111  36.23541081 -115.03948870 3
115  36.23545510 -115.03955790
120 Linear Feature 16
111  36.23536952 -115.03951910 3
115  36.23539729 -115.03960087
120 Linear Feature 16
111  36.23531810 -115.03953877 3
115  36.23533328 -115.03962444
120 Linear Feature 16
111  36.23526256 -115.03954527 3
115  36.23526357 -115.03963387
120 Linear Feature 16
111  36.23520639 -115.03953722 3
115  36.23519639 -115.03962680
120 Linear Feature 16
111  36.23515386 -115.03951951 3
115  36.23513048 -115.03960323
120 Linear Feature 16
111  36.23512412 -115.03949902 3
115  36.23508421 -115.03957494
120 Linear Feature 16
111  36.23494656 -115.03927018 3
115  36.23489406 -115.03932366
120 Linear Feature 16
111  36.23476746 -115.03901748 3
115  36.23471575 -115.03907486
120 Linear Feature 16
111  36.23456536 -115.03923393 3
115  36.23451365 -115.03929131
120 Linear Feature 16
111  36.23474420 -115.03949169 3
115  36.23469248 -115.03954907
120 Linear Feature 16
111  36.23491120 -115.03974544 3
115  36.23483745 -115.03978429
120 Linear Feature 16
111  36.23493401 -115.03982480 3
115  36.23486341 -115.03984706
120 Linear Feature 16
111  36.23494225 -115.03990887 3
115  36.23487401 -115.03991649
120 Linear Feature 16
111  36.23493908 -115.03999294 3
115  36.23486927 -115.03998203
120 Linear Feature 16
111  36.23492261 -115.04007623 3
115  36.23485657 -115.04004892
120 Linear Feature 16
111  36.23489472 -115.04015480 3
115  36.23483152 -115.04011696
120 Linear Feature 16
111  36.23485000 -115.04021957 3
115  36.23480473 -115.04015832
120 Linear Feature 16
111  36.23464541 -115.04044107 3
115  36.23460015 -115.04037981
120 Linear Feature 16
111  36.23443877 -115.04066479 3
115  36.23439351 -115.04060354
120 Linear Feature 16
111  36.23423559 -115.04088477 3
115  36.23419033 -115.04082351
120 Linear Feature 16
111  36.23402935 -115.04110805 3
115  36.23398409 -115.04104679
120 Linear Feature 16
111  36.23382603 -115.04132819 3
115  36.23378076 -115.04126693
120 Linear Feature 16
111  36.23361979 -115.04155147 3
115  36.23357453 -115.04149021
120 Linear Feature 16
111  36.23341382 -115.04177447 3
115  36.23336856 -115.04171321
120 Linear Feature 16
111  36.23320970 -115.04199546 3
115  36.23316444 -115.04193420
120 Linear Feature 16
111  36.23300407 -115.04221929 3
115  36.23295881 -115.04215803
120 Linear Feature 16
111  36.23279923 -115.04244119 3
115  36.23275396 -115.04237994
120 Linear Feature 16
111  36.23259557 -115.04266182 3
115  36.23255031 -115.04260056
120 Linear Feature 16
111  36.23239072 -115.04288372 3
115  36.23234546 -115.04282247
120 Linear Feature 16
111  36.23218429 -115.04310736 3
115  36.23213903 -115.04304610
120 Linear Feature 16
111  36.23198011 -115.04332854 3
115  36.23193485 -115.04326729
120 Linear Feature 16
111  36.23177513 -115.04355060 3
115  36.23172987 -115.04348934
120 Linear Feature 16
111  36.23157148 -115.04377122 3
115  36.23152622 -115.04370996
120 Linear Feature 16
111  36.23136571 -115.04399413 3
115  36.23132045 -115.04393287
120 Linear Feature 16
111  36.23115770 -115.04421947 3
115  36.23111244 -115.04415821
120 Linear Feature 16
111  36.23095404 -115.04444009 3
115  36.23090878 -115.04437884
120 Linear Feature 16
111  36.23074828 -115.04466300 3
115  36.23070301 -115.04460174
120 Linear Feature 16
111  36.23054330 -115.04488505 3
115  36.23049804 -115.04482379
120 Linear Feature 16
111  36.23033740 -115.04510810 3
115  36.23029214 -115.04504685
120 Linear Feature 16
111  36.23013441 -115.04532800 3
115  36.23009009 -115.04526323
120 Linear Feature 16
111  36.22992811 -115.04555148 3
115  36.22988380 -115.04548671
120 Linear Feature 16
111  36.22972208 -115.04577468 3
115  36.22967776 -115.04570991
120 Linear Feature 16
111  36.22951738 -115.04599644 3
115  36.22947306 -115.04593167
120 Linear Feature 16
