I
1050 Generated by WorldEditor 2.2.0r2

1     13 1 0 KFXE Fort Lauderdale Executive
1301 A general_aviation 
1300  26.19046333 -080.16341726  44.18 tie_down props GA 235
1301 A general_aviation 
1300  26.19055274 -080.16352938  44.18 tie_down props GA 234
1301 A general_aviation 
1300  26.19064872 -080.16361896  44.18 tie_down props GA 233
1301 A general_aviation 
1300  26.19072430 -080.16370735  44.18 tie_down props GA 232
1301 A general_aviation 
1300  26.19081109 -080.16381582  44.18 tie_down props GA 231
1301 A general_aviation 
1300  26.19089340 -080.16390709  44.18 tie_down props GA 230
1301 A general_aviation 
1300  26.19098489 -080.16400623  44.18 tie_down props GA 229
1301 A general_aviation 
1300  26.19100817 -080.16403411  44.18 tie_down props GA 228
1301 A general_aviation 
1300  26.19102781 -080.16405764  44.18 tie_down props GA 227
1301 A general_aviation 
1300  26.19130608 -080.16457632 -11.90 tie_down props GA 226
1301 A general_aviation 
1300  26.19129577 -080.16471304 -11.76 tie_down props GA 225
1301 A general_aviation 
1300  26.19111712 -080.16479759 264.50 tie_down jets|turboprops|props GA 224
1301 B general_aviation 
1300  26.19017012 -080.16378606 268.00 tie_down props GA 223
1301 A general_aviation 
1300  26.19003157 -080.16618856  87.10 tie_down props GA 222
1301 A general_aviation 
1300  26.19009521 -080.16619157  87.10 tie_down props GA 221
1301 A general_aviation 
1300  26.19009035 -080.16611103 172.26 tie_down props GA 220
1301 A general_aviation 
1300  26.19011948 -080.16600105 172.26 tie_down props GA 219
1301 A general_aviation 
1300  26.19012900 -080.16586131 172.26 tie_down props GA 218
1301 A general_aviation 
1300  26.19014878 -080.16572509 172.26 tie_down props GA 217
1301 A general_aviation 
1300  26.19015687 -080.16558485 164.95 tie_down props GA 216
1301 A general_aviation 
1300  26.19020181 -080.16549019 143.95 tie_down props GA 215
1301 A general_aviation 
1300  26.19023552 -080.16538201 175.82 tie_down props GA 214
1301 A general_aviation 
1300  26.19025974 -080.16524657 172.09 tie_down props GA 213
1301 A general_aviation 
1300  26.19118847 -080.16518614 122.19 tie_down props GA 212
1301 A general_aviation 
1300  26.19135994 -080.16526490 136.43 tie_down props GA 211
1301 A general_aviation 
1300  26.19144846 -080.16584534 219.51 tie_down jets|turboprops|props GA 210
1301 B general_aviation 
1300  26.19151463 -080.16593051 219.51 tie_down jets|turboprops|props GA 209
1301 B general_aviation 
1300  26.19159011 -080.16603540 219.51 tie_down jets|turboprops|props GA 208
1301 B general_aviation 
1300  26.19167399 -080.16614964 219.51 tie_down jets|turboprops|props GA 207
1301 B general_aviation 
1300  26.19195304 -080.16653328 219.51 tie_down jets|turboprops|props GA 206
1301 B general_aviation 
1300  26.19201920 -080.16661844 219.51 tie_down jets|turboprops|props GA 205
1301 B general_aviation 
1300  26.19209469 -080.16672333 219.51 tie_down jets|turboprops|props GA 204
1301 B general_aviation 
1300  26.19217856 -080.16683757 219.51 tie_down jets|turboprops|props GA 203
1301 B general_aviation 
1300  26.19226243 -080.16695077 219.51 tie_down jets|turboprops|props GA 202
1301 B general_aviation 
1300  26.19234631 -080.16706190 219.51 tie_down jets|turboprops|props GA 201
1301 B general_aviation 
1300  26.19242832 -080.16717925 219.51 tie_down jets|turboprops|props GA 199
1301 B general_aviation 
1300  26.19252617 -080.16731011 219.51 tie_down jets|turboprops|props GA 198
1301 B general_aviation 
1300  26.19243514 -080.16762947 130.65 tie_down jets|turboprops|props GA 197
1301 B general_aviation 
1300  26.19233218 -080.16772472 130.65 tie_down jets|turboprops|props GA 196
1301 B general_aviation 
1300  26.19222732 -080.16781520 130.65 tie_down jets|turboprops|props GA 195
1301 B general_aviation 
1300  26.19213078 -080.16790479 130.65 tie_down jets|turboprops|props GA 194
1301 B general_aviation 
1300  26.19203013 -080.16800138 130.65 tie_down jets|turboprops|props GA 193
1301 B general_aviation 
1300  26.19192762 -080.16809312 130.65 tie_down jets|turboprops|props GA 192
1301 B general_aviation 
1300  26.18966730 -080.16822787 359.99 tie_down props GA 191
1301 A general_aviation 
1300  26.18966551 -080.16810567 359.99 tie_down props GA 190
1301 A general_aviation 
1300  26.19012983 -080.16821849 239.84 tie_down props GA 189
1301 A general_aviation 
1300  26.19020318 -080.16831045 221.02 tie_down props GA 188
1301 A general_aviation 
1300  26.19027437 -080.16839939 221.02 tie_down props GA 187
1301 A general_aviation 
1300  26.19034232 -080.16849736 221.02 tie_down props GA 186
1301 A general_aviation 
1300  26.19041189 -080.16859232 221.02 tie_down props GA 185
1301 A general_aviation 
1300  26.19047725 -080.16868968 221.02 tie_down props GA 184
1301 A general_aviation 
1300  26.19054511 -080.16878384 221.02 tie_down props GA 183
1301 A general_aviation 
1300  26.19061253 -080.16887950 221.02 tie_down props GA 182
1301 A general_aviation 
1300  26.19068758 -080.16898317 221.02 tie_down props GA 181
1301 A general_aviation 
1300  26.19075499 -080.16908584 221.02 tie_down props GA 180
1301 A general_aviation 
1300  26.19083050 -080.16919502 221.02 tie_down props GA 179
1301 A general_aviation 
1300  26.19230782 -080.16962347 270.00 tie_down jets|turboprops|props GA 178
1301 B general_aviation 
1300  26.19243186 -080.16954184 306.38 tie_down jets|turboprops|props GA 177
1301 B general_aviation 
1300  26.19252686 -080.16944417 308.42 tie_down jets|turboprops|props GA 176
1301 B general_aviation 
1300  26.19264335 -080.16929848 344.95 tie_down jets|turboprops|props GA 175
1301 B general_aviation 
1300  26.19283358 -080.16907661 283.50 tie_down jets|turboprops|props GA 174
1301 B general_aviation 
1300  26.19291080 -080.17129233 -103.48 tie_down props GA 173
1301 A general_aviation 
1300  26.19301564 -080.17131324 -103.48 tie_down props GA 172
1301 A general_aviation 
1300  26.19303738 -080.17112111  41.63 tie_down props GA 171
1301 A general_aviation 
1300  26.19296361 -080.17103196  46.07 tie_down props GA 170
1301 A general_aviation 
1300  26.19305835 -080.17096273 220.81 tie_down props GA 169
1301 A general_aviation 
1300  26.19312846 -080.17105589 218.30 tie_down props GA 168
1301 A general_aviation 
1300  26.19320351 -080.17114704 217.53 tie_down props GA 167
1301 A general_aviation 
1300  26.19350209 -080.17141301 270.61 tie_down props GA 166
1301 A general_aviation 
1300  26.19361258 -080.17142261 270.61 tie_down props GA 165
1301 A general_aviation 
1300  26.19372628 -080.17142361 270.61 tie_down props GA 164
1301 A general_aviation 
1300  26.19383234 -080.17142060 270.61 tie_down props GA 163
1301 A general_aviation 
1300  26.19394470 -080.17142461 270.61 tie_down props GA 162
1301 A general_aviation 
1300  26.19405525 -080.17142261 270.61 tie_down props GA 161
1301 A general_aviation 
1300  26.19416446 -080.17142461 265.64 tie_down props GA 160
1301 A general_aviation 
1300  26.19538313 -080.17124933 218.72 tie_down jets|turboprops|props GA 159
1301 B general_aviation 
1300  26.19549775 -080.17141343 218.72 tie_down jets|turboprops|props GA 158
1301 B general_aviation 
1300  26.19561331 -080.17157545 218.72 tie_down jets|turboprops|props GA 157
1301 B general_aviation 
1300  26.19572747 -080.17173383 218.72 tie_down jets|turboprops|props GA 156
1301 B general_aviation 
1300  26.19584551 -080.17189222 218.72 tie_down jets|turboprops|props GA 155
1301 B general_aviation 
1300  26.19611413 -080.17239202 218.72 tie_down jets|turboprops|props GA 154
1301 B general_aviation 
1300  26.19622829 -080.17255040 218.72 tie_down jets|turboprops|props GA 153
1301 B general_aviation 
1300  26.19634633 -080.17270879 218.72 tie_down jets|turboprops|props GA 152
1301 B general_aviation 
1300  26.19601625 -080.17462083 265.47 tie_down props GA 151
1301 A general_aviation 
1300  26.19590781 -080.17461781 265.47 tie_down props GA 150
1301 A general_aviation 
1300  26.19581111 -080.17460773 265.47 tie_down props GA 149
1301 A general_aviation 
1300  26.19570944 -080.17459212 265.47 tie_down jets|turboprops|props GA 148
1301 B general_aviation 
1300  26.19556614 -080.17457814 265.47 tie_down jets|turboprops|props GA 147
1301 B general_aviation 
1300  26.19543148 -080.17452124 227.61 tie_down props GA 146
1301 A general_aviation 
1300  26.19540557 -080.17437656 178.01 tie_down props GA 145
1301 A general_aviation 
1300  26.19540714 -080.17423959 178.01 tie_down props GA 144
1301 A general_aviation 
1300  26.19540871 -080.17409166 178.01 tie_down props GA 143
1301 A general_aviation 
1300  26.19516796 -080.17464553 357.73 tie_down props GA 142
1301 A general_aviation 
1300  26.19517313 -080.17444070 357.73 tie_down props GA 141
1301 A general_aviation 
1300  26.19515632 -080.17418101 350.22 tie_down props GA 140
1301 A general_aviation 
1300  26.19516535 -080.17404253 354.58 tie_down props GA 139
1301 A general_aviation 
1300  26.19617975 -080.17757470 179.69 tie_down props GA 138
1301 A general_aviation 
1300  26.19618069 -080.17742467 179.69 tie_down props GA 137
1301 A general_aviation 
1300  26.19618383 -080.17727150 179.69 tie_down props GA 136
1301 A general_aviation 
1300  26.19618603 -080.17711937 179.69 tie_down props GA 135
1301 A general_aviation 
1300  26.19619222 -080.17696506 179.69 tie_down props GA 134
1301 A general_aviation 
1300  26.19620507 -080.17680644 174.42 tie_down props GA 133
1301 A general_aviation 
1300  26.19624211 -080.17663872 163.57 tie_down props GA 132
1301 A general_aviation 
1300  26.19628761 -080.17647294 160.63 tie_down props GA 131
1301 A general_aviation 
1300  26.19632179 -080.17629503 171.46 tie_down props GA 130
1301 A general_aviation 
1300  26.19634674 -080.17613064 178.22 tie_down props GA 129
1301 A general_aviation 
1300  26.19635021 -080.17597715 178.22 tie_down props GA 128
1301 A general_aviation 
1300  26.19635435 -080.17582356 178.22 tie_down props GA 127
1301 A general_aviation 
1300  26.19635247 -080.17567164 178.22 tie_down props GA 126
1301 A general_aviation 
1300  26.19635963 -080.17551805 178.22 tie_down props GA 125
1301 A general_aviation 
1300  26.19636452 -080.17536446 178.22 tie_down props GA 124
1301 A general_aviation 
1300  26.19636979 -080.17521129 178.22 tie_down props GA 123
1301 A general_aviation 
1300  26.19637318 -080.17506063 178.22 tie_down props GA 122
1301 A general_aviation 
1300  26.19621015 -080.17505793  -0.25 tie_down props GA 121
1301 A general_aviation 
1300  26.19620382 -080.17520649  -0.25 tie_down props GA 120
1301 A general_aviation 
1300  26.19620066 -080.17535958  -0.25 tie_down props GA 119
1301 A general_aviation 
1300  26.19620201 -080.17551317  -0.25 tie_down props GA 118
1301 A general_aviation 
1300  26.19619614 -080.17566676  -0.25 tie_down props GA 117
1301 A general_aviation 
1300  26.19619298 -080.17581834  -0.25 tie_down props GA 116
1301 A general_aviation 
1300  26.19619252 -080.17597042  -0.25 tie_down props GA 115
1301 A general_aviation 
1300  26.19618747 -080.17612521  -1.92 tie_down props GA 114
1301 A general_aviation 
1300  26.19618167 -080.17628259  -6.16 tie_down props GA 113
1301 A general_aviation 
1300  26.19613470 -080.17644646 -16.84 tie_down props GA 112
1301 A general_aviation 
1300  26.19608494 -080.17662078 -16.84 tie_down props GA 111
1301 A general_aviation 
1300  26.19604690 -080.17679814  -6.65 tie_down props GA 110
1301 A general_aviation 
1300  26.19604257 -080.17696083  -0.76 tie_down props GA 109
1301 A general_aviation 
1300  26.19603877 -080.17711493  -0.76 tie_down props GA 108
1301 A general_aviation 
1300  26.19603470 -080.17726751  -0.76 tie_down props GA 107
1301 A general_aviation 
1300  26.19603380 -080.17742010  -0.76 tie_down props GA 106
1301 A general_aviation 
1300  26.19602973 -080.17757218  -0.76 tie_down props GA 105
1301 A general_aviation 
1300  26.19602702 -080.17772325  -0.76 tie_down props GA 104
1301 A general_aviation 
1300  26.19576303 -080.17805015  88.10 tie_down jets|turboprops|props GA 103
1301 B general_aviation 
1300  26.19560833 -080.17804911  88.10 tie_down jets|turboprops|props GA 102
1301 B general_aviation 
1300  26.19532596 -080.17799718  88.10 tie_down jets|turboprops|props GA 101
1301 B general_aviation 
1300  26.19512746 -080.17798368  88.10 tie_down jets|turboprops|props GA 100
1301 B general_aviation 
1300  26.19579537 -080.17937968 173.92 tie_down jets|turboprops|props GA 99
1301 B general_aviation 
1300  26.19577525 -080.17958407 173.92 tie_down jets|turboprops|props GA 98
1301 B general_aviation 
1300  26.19575580 -080.17978922 173.92 tie_down jets|turboprops|props GA 97
1301 B general_aviation 
1300  26.19573902 -080.17999175 173.92 tie_down jets|turboprops|props GA 96
1301 B general_aviation 
1300  26.19568491 -080.18054804 173.92 tie_down jets|turboprops|props GA 95
1301 B general_aviation 
1300  26.19566590 -080.18075368 173.92 tie_down jets|turboprops|props GA 94
1301 B general_aviation 
1300  26.19564577 -080.18095807 173.92 tie_down jets|turboprops|props GA 93
1301 B general_aviation 
1300  26.19562632 -080.18116322 173.92 tie_down jets|turboprops|props GA 92
1301 B general_aviation 
1300  26.19560955 -080.18136574 173.92 tie_down jets|turboprops|props GA 91
1301 B general_aviation 
1300  26.19558738 -080.18157520 173.92 tie_down jets|turboprops|props GA 90
1301 B general_aviation 
1300  26.19556591 -080.18178159 173.92 tie_down jets|turboprops|props GA 89
1301 B general_aviation 
1300  26.19554578 -080.18198598 173.92 tie_down jets|turboprops|props GA 88
1301 B general_aviation 
1300  26.19552677 -080.18219162 173.92 tie_down jets|turboprops|props GA 87
1301 B general_aviation 
1300  26.19550664 -080.18239601 173.92 tie_down jets|turboprops|props GA 86
1301 B general_aviation 
1300  26.19548719 -080.18260116 173.92 tie_down jets|turboprops|props GA 85
1301 B general_aviation 
1300  26.19547041 -080.18280368 173.92 tie_down jets|turboprops|props GA 84
1301 B general_aviation 
1300  26.19917044 -080.18582844   2.00 tie_down jets|turboprops|props GA 83
1301 B general_aviation 
1300  26.19917417 -080.18601643   2.00 tie_down jets|turboprops|props GA 82
1301 B general_aviation 
1300  26.19917603 -080.18620546   2.00 tie_down jets|turboprops|props GA 81
1301 B general_aviation 
1300  26.19944092 -080.18612277 225.00 tie_down jets|turboprops|props GA 80
1301 B general_aviation 
1300  26.19958654 -080.18612926 225.00 tie_down jets|turboprops|props GA 79
1301 B general_aviation 
1300  26.20092728 -080.18101115 174.18 tie_down props GA 78
1301 A general_aviation 
1300  26.20090841 -080.18120349 174.18 tie_down props GA 77
1301 A general_aviation 
1300  26.20088900 -080.18139283 174.18 tie_down props GA 76
1301 A general_aviation 
1300  26.20086805 -080.18158700 174.18 tie_down props GA 75
1301 A general_aviation 
1300  26.20085188 -080.18177683 174.18 tie_down props GA 74
1301 A general_aviation 
1300  26.20082858 -080.18196811 174.18 tie_down props GA 73
1301 A general_aviation 
1300  26.20092889 -080.18188637 354.59 tie_down props GA 72
1301 A general_aviation 
1300  26.20094766 -080.18169523 354.59 tie_down props GA 71
1301 A general_aviation 
1300  26.20096319 -080.18150410 354.59 tie_down props GA 70
1301 A general_aviation 
1300  26.20098196 -080.18131152 354.59 tie_down props GA 69
1301 A general_aviation 
1300  26.20099943 -080.18111749 354.59 tie_down props GA 68
1301 A general_aviation 
1300  26.20101690 -080.18092780 354.59 tie_down props GA 67
1301 A general_aviation 
1300  26.19996588 -080.18175106  15.49 tie_down jets|turboprops|props GA 66
1301 B general_aviation 
1300  26.19998840 -080.18153295  20.56 tie_down jets|turboprops|props GA 65
1301 B general_aviation 
1300  26.19999229 -080.18134167  20.56 tie_down jets|turboprops|props GA 64
1301 B general_aviation 
1300  26.19978438 -080.18185392 354.15 tie_down jets|turboprops|props GA 63
1301 B general_aviation 
1300  26.19980488 -080.18162958 354.15 tie_down jets|turboprops|props GA 62
1301 B general_aviation 
1300  26.19982538 -080.18139069 354.15 tie_down jets|turboprops|props GA 61
1301 B general_aviation 
1300  26.19936620 -080.18190559 174.70 tie_down jets|turboprops|props GA 60
1301 B general_aviation 
1300  26.19938633 -080.18170218 174.70 tie_down jets|turboprops|props GA 59
1301 B general_aviation 
1300  26.19940780 -080.18149130 174.70 tie_down jets|turboprops|props GA 58
1301 B general_aviation 
1300  26.19942519 -080.18127809 174.70 tie_down jets|turboprops|props GA 57
1301 B general_aviation 
1300  26.19943917 -080.18106933 174.70 tie_down jets|turboprops|props GA 56
1301 B general_aviation 
1300  26.19946247 -080.18086576 174.70 tie_down jets|turboprops|props GA 55
1301 B general_aviation 
1300  26.20101685 -080.18037542 176.78 tie_down props GA 54
1301 A general_aviation 
1300  26.20102656 -080.18024379 176.78 tie_down props GA 53
1301 A general_aviation 
1300  26.20103681 -080.18012478 176.78 tie_down props GA 52
1301 A general_aviation 
1300  26.20104220 -080.18001779 176.78 tie_down props GA 51
1301 A general_aviation 
1300  26.19992053 -080.17974328 308.42 tie_down jets|turboprops|props GA 50
1301 B general_aviation 
1300  26.19994066 -080.17952193 308.42 tie_down jets|turboprops|props GA 49
1301 B general_aviation 
1300  26.19996884 -080.17931104 308.42 tie_down jets|turboprops|props GA 48
1301 B general_aviation 
1300  26.20030181 -080.17824364  82.17 tie_down jets|turboprops|props GA 47
1301 B general_aviation 
1300  26.20046101 -080.17826268  82.17 tie_down jets|turboprops|props GA 46
1301 B general_aviation 
1300  26.20162485 -080.16751093  84.39 tie_down jets|turboprops|props GA 45
1301 B general_aviation 
1300  26.20179931 -080.16752838  84.39 tie_down jets|turboprops|props GA 44
1301 B general_aviation 
1300  26.20231919 -080.16576646 220.74 tie_down jets|turboprops|props GA 43
1301 B general_aviation 
1300  26.20214809 -080.16575773 212.12 tie_down jets|turboprops|props GA 42
1301 B general_aviation 
1300  26.20198146 -080.16573031 212.12 tie_down jets|turboprops|props GA 41
1301 B general_aviation 
1300  26.20189200 -080.16579263 264.42 tie_down jets|turboprops|props GA 40
1301 B general_aviation 
1300  26.20170412 -080.16576770 264.42 tie_down jets|turboprops|props GA 39
1301 B general_aviation 
1300  26.20151625 -080.16574901 264.42 tie_down jets|turboprops|props GA 38
1301 B general_aviation 
1300  26.20133173 -080.16572533 264.42 tie_down jets|turboprops|props GA 37
1301 B general_aviation 
1300  26.20114498 -080.16570539 264.42 tie_down jets|turboprops|props GA 36
1301 B general_aviation 
1300  26.20076524 -080.16581091  -7.94 tie_down jets|turboprops|props GA 35
1301 C general_aviation 
1300  26.20079991 -080.16544199  -7.94 tie_down jets|turboprops|props GA 34
1301 C general_aviation 
1300  26.20084017 -080.16508180  -7.94 tie_down jets|turboprops|props GA 33
1301 C general_aviation 
1300  26.20182876 -080.16536692  85.63 tie_down jets|turboprops|props GA 32
1301 B general_aviation 
1300  26.20198998 -080.16538146  85.63 tie_down jets|turboprops|props GA 31
1301 B general_aviation 
1300  26.20194417 -080.16485691 264.11 tie_down jets|turboprops|props GA 30
1301 B general_aviation 
1300  26.20123628 -080.16440340 177.72 tie_down jets|turboprops|props GA 29
1301 B general_aviation 
1300  26.20124299 -080.16418952 177.72 tie_down jets|turboprops|props GA 28
1301 B general_aviation 
1300  26.20124970 -080.16398163 177.72 tie_down jets|turboprops|props GA 27
1301 B general_aviation 
1300  26.20125909 -080.16376925 177.72 tie_down jets|turboprops|props GA 26
1301 B general_aviation 
1300  26.20126670 -080.16355413 177.72 tie_down jets|turboprops|props GA 25
1301 B general_aviation 
1300  26.20127452 -080.16334100 177.72 tie_down jets|turboprops|props GA 24
1301 B general_aviation 
1300  26.20128235 -080.16313411 177.72 tie_down jets|turboprops|props GA 23
1301 B general_aviation 
1300  26.20128794 -080.16295837 189.47 tie_down jets|turboprops|props GA 22
1301 B general_aviation 
1300  26.20125216 -080.16281255 209.83 tie_down jets|turboprops|props GA 21
1301 B general_aviation 
1300  26.20100141 -080.16445361 356.52 tie_down jets|turboprops|props GA 20
1301 B general_aviation 
1300  26.20102098 -080.16422511 356.52 tie_down jets|turboprops|props GA 19
1301 B general_aviation 
1300  26.20103496 -080.16401115 356.52 tie_down jets|turboprops|props GA 18
1301 B general_aviation 
1300  26.20105191 -080.16380182 356.52 tie_down jets|turboprops|props GA 17
1301 B general_aviation 
1300  26.20107309 -080.16358998 356.52 tie_down jets|turboprops|props GA 16
1301 B general_aviation 
1300  26.20109344 -080.16338090 356.52 tie_down jets|turboprops|props GA 15
1301 B general_aviation 
1300  26.20111039 -080.16317157 356.52 tie_down jets|turboprops|props GA 14
1301 B general_aviation 
1300  26.20113158 -080.16295973 356.52 tie_down jets|turboprops|props GA 13
1301 B general_aviation 
1300  26.20116337 -080.16080408 356.52 tie_down jets|turboprops|props GA 12
1301 B general_aviation 
1300  26.20117232 -080.16059593 356.52 tie_down jets|turboprops|props GA 11
1301 B general_aviation 
1300  26.20118350 -080.16038530 356.52 tie_down jets|turboprops|props GA 10
1301 B general_aviation 
1300  26.20119423 -080.16017741 356.52 tie_down jets|turboprops|props GA 09
1301 B general_aviation 
1300  26.20120318 -080.15996927 356.52 tie_down jets|turboprops|props GA 08
1301 B general_aviation 
1300  26.20121436 -080.15975863 356.52 tie_down jets|turboprops|props GA 07
1301 B general_aviation 
1300  26.20122376 -080.15955224 356.52 tie_down jets|turboprops|props GA 06
1301 B general_aviation 
1300  26.20123270 -080.15934409 356.52 tie_down jets|turboprops|props GA 05
1301 B general_aviation 
1300  26.20124389 -080.15913346 356.52 tie_down jets|turboprops|props GA 04
1301 B general_aviation 
1300  26.20125462 -080.15892557 356.52 tie_down jets|turboprops|props GA 03
1301 B general_aviation 
1300  26.20126357 -080.15871743 356.52 tie_down jets|turboprops|props GA 02
1301 B general_aviation 
1300  26.20127475 -080.15850679 356.52 tie_down jets|turboprops|props GA 01
1301 B general_aviation 
1300  26.19754043 -080.16192251 264.26 hangar jets|turboprops|props Hangar 154
1301 B none 
1300  26.19753931 -080.16240857 355.27 hangar jets|turboprops|props Hangar 153
1301 B none 
1300  26.19752572 -080.16255571 355.27 hangar jets|turboprops|props Hangar 152
1301 B none 
1300  26.19704593 -080.16342744 270.44 hangar jets|turboprops|props Hangar 151
1301 B none 
1300  26.19685022 -080.16342620 270.44 hangar jets|turboprops|props Hangar 150
1301 B none 
1300  26.19491120 -080.16329034 358.95 hangar jets|turboprops|props Hangar 149
1301 B none 
1300  26.19490337 -080.16351841 358.95 hangar jets|turboprops|props Hangar 148
1301 B none 
1300  26.19489331 -080.16403811 358.95 hangar jets|turboprops|props Hangar 147
1301 B none 
1300  26.19488813 -080.16426314 358.95 hangar jets|turboprops|props Hangar 146
1301 B none 
1300  26.19092388 -080.16459931 226.51 hangar jets|turboprops|props Hangar 145
1301 B none 
1300  26.19080157 -080.16446301 226.79 hangar jets|turboprops|props Hangar 144
1301 B none 
1300  26.19002200 -080.16476816 359.81 hangar jets|turboprops|props Hangar 143
1301 B none 
1300  26.19001932 -080.16500295 359.81 hangar jets|turboprops|props Hangar 142
1301 B none 
1300  26.18995356 -080.16556974 359.81 hangar jets|turboprops|props Hangar 141
1301 B none 
1300  26.19048932 -080.16522634  83.08 hangar jets|turboprops|props Hangar 140
1301 B none 
1300  26.19064681 -080.16524296  83.08 hangar jets|turboprops|props Hangar 139
1301 B none 
1300  26.19048084 -080.16725899 220.62 hangar props Hangar 138
1301 A none 
1300  26.19055332 -080.16735924 219.87 hangar props Hangar 137
1301 A none 
1300  26.19063292 -080.16746670 221.49 hangar props Hangar 136
1301 A none 
1300  26.19074294 -080.16761887 221.49 hangar props Hangar 135
1301 A none 
1300  26.19083147 -080.16779646 221.49 hangar props Hangar 134
1301 A none 
1300  26.19091814 -080.16791070 221.49 hangar props Hangar 133
1301 A none 
1300  26.19100667 -080.16803325 221.49 hangar props Hangar 132
1301 A none 
1300  26.19110698 -080.16817100 221.49 hangar props Hangar 131
1301 A none 
1300  26.19120988 -080.16831380 221.49 hangar props Hangar 130
1301 A none 
1300  26.19131235 -080.16846285 221.49 hangar props Hangar 129
1301 A none 
1300  26.18959455 -080.16777435 358.81 hangar props Hangar 128
1301 A none 
1300  26.18959765 -080.16760040 358.81 hangar props Hangar 127
1301 A none 
1300  26.18960542 -080.16743250 358.81 hangar props Hangar 126
1301 A none 
1300  26.18960775 -080.16726288 358.81 hangar props Hangar 125
1301 A none 
1300  26.18961552 -080.16693055 358.81 hangar props Hangar 124
1301 A none 
1300  26.18961956 -080.16675926 358.81 hangar props Hangar 123
1301 A none 
1300  26.18997002 -080.16677959 179.56 hangar props Hangar 122
1301 A none 
1300  26.18997002 -080.16694662 179.56 hangar props Hangar 121
1301 A none 
1300  26.18995371 -080.16723828 179.56 hangar props Hangar 120
1301 A none 
1300  26.18994983 -080.16738281 179.56 hangar props Hangar 119
1301 A none 
1300  26.18994983 -080.16752820 179.56 hangar props Hangar 118
1301 A none 
1300  26.18994905 -080.16767359 179.56 hangar props Hangar 117
1301 A none 
1300  26.18995242 -080.16849096 219.54 hangar jets|turboprops|props Hangar 116
1301 B none 
1300  26.19009221 -080.16868064 219.54 hangar jets|turboprops|props Hangar 115
1301 B none 
1300  26.19022293 -080.16886311 219.54 hangar jets|turboprops|props Hangar 114
1301 B none 
1300  26.19060327 -080.16916494  38.84 hangar props Hangar 113
1301 A none 
1300  26.19046996 -080.16897742  38.84 hangar props Hangar 112
1301 A none 
1300  26.19044472 -080.16915412 217.53 hangar props Hangar 111
1301 A none 
1300  26.19056962 -080.16933442 217.53 hangar props Hangar 110
1301 A none 
1300  26.19031488 -080.16946785  38.85 hangar props Hangar 109
1301 A none 
1300  26.19020864 -080.16931820  38.85 hangar props Hangar 108
1301 A none 
1300  26.19009592 -080.16916434  38.85 hangar props Hangar 107
1301 A none 
1300  26.18998860 -080.16902010  38.85 hangar props Hangar 106
1301 A none 
1300  26.18987858 -080.16886805  38.85 hangar props Hangar 105
1301 A none 
1300  26.18977180 -080.16871539  38.85 hangar props Hangar 104
1301 A none 
1300  26.18966071 -080.16856574  38.85 hangar props Hangar 103
1301 A none 
1300  26.18965531 -080.16869917 219.20 hangar props Hangar 102
1301 A none 
1300  26.18976430 -080.16884482 219.20 hangar props Hangar 101
1301 A none 
1300  26.18987409 -080.16899751 219.20 hangar props Hangar 100
1301 A none 
1300  26.18998233 -080.16914714 219.20 hangar props Hangar 99
1301 A none 
1300  26.19008909 -080.16929667 219.20 hangar props Hangar 98
1301 A none 
1300  26.19019605 -080.16944542 219.20 hangar props Hangar 97
1301 A none 
1300  26.19030242 -080.16959859 219.20 hangar props Hangar 96
1301 A none 
1300  26.19007813 -080.16967671  40.01 hangar props Hangar 95
1301 A none 
1300  26.18997027 -080.16952465  40.01 hangar props Hangar 94
1301 A none 
1300  26.18986017 -080.16937453  40.01 hangar props Hangar 93
1301 A none 
1300  26.18974961 -080.16922368  40.01 hangar props Hangar 92
1301 A none 
1300  26.18964660 -080.16908004  40.01 hangar props Hangar 91
1301 A none 
1300  26.18963050 -080.16920900 219.71 hangar props Hangar 90
1301 A none 
1300  26.18973998 -080.16935805 219.71 hangar props Hangar 89
1301 A none 
1300  26.18984966 -080.16951094 219.71 hangar props Hangar 88
1301 A none 
1300  26.18995729 -080.16966255 219.71 hangar props Hangar 87
1301 A none 
1300  26.19006470 -080.16980980 219.71 hangar props Hangar 86
1301 A none 
1300  26.19080254 -080.17051271 127.50 hangar jets|turboprops|props Hangar 85
1301 B none 
1300  26.19095397 -080.17037770 127.50 hangar jets|turboprops|props Hangar 84
1301 B none 
1300  26.19105726 -080.17010162 127.50 hangar jets|turboprops|props Hangar 83
1301 B none 
1300  26.19160702 -080.16954041  40.11 hangar jets|turboprops|props Hangar 82
1301 B none 
1300  26.19175128 -080.16972860  40.11 hangar jets|turboprops|props Hangar 81
1301 B none 
1300  26.19202156 -080.16925385 219.91 hangar jets|turboprops|props Hangar 80
1301 B none 
1300  26.19215668 -080.16943214 219.91 hangar jets|turboprops|props Hangar 79
1301 B none 
1300  26.19258607 -080.16900752 307.92 hangar jets|turboprops|props Hangar 78
1301 B none 
1300  26.19283299 -080.16840333 128.16 hangar jets|turboprops|props Hangar 77
1301 B none 
1300  26.19299465 -080.16825173 128.16 hangar jets|turboprops|props Hangar 76
1301 B none 
1300  26.19223976 -080.17007172  76.40 hangar jets|turboprops|props Hangar 75
1301 B none 
1300  26.19245690 -080.17012780  76.40 hangar jets|turboprops|props Hangar 74
1301 B none 
