I
1050 Generated by WorldEditor 2.1.0r1

1   1243 1 0 KCHD Chandler Muni
1301 A none 
1300  33.27206933 -111.81503933 179.43 hangar props Hangar 4-4
1301 A none 
1300  33.27217849 -111.81496537  -0.57 hangar props Hangar 4-5
1301 A none 
1300  33.27206973 -111.81488961 179.43 hangar props Hangar 4-6
1301 A none 
1300  33.27218022 -111.81481569  -0.57 hangar props Hangar 4-7
1301 A none 
1300  33.27207068 -111.81473977 179.43 hangar props Hangar 4-8
1301 A none 
1300  33.27218079 -111.81466532  -0.57 hangar props Hangar 4-9
1301 A none 
1300  33.27207183 -111.81458871 179.43 hangar props Hangar 4-10
1301 A none 
1300  33.27183479 -111.81524066  -0.57 hangar props Hangar 5-1
1301 A none 
1300  33.27173877 -111.81516390 179.43 hangar props Hangar 5-2
1301 A none 
1300  33.27183519 -111.81509142  -0.57 hangar props Hangar 5-3
1301 A none 
1300  33.27173957 -111.81501609 179.43 hangar props Hangar 5-4
1301 A none 
1300  33.27183556 -111.81494071  -0.57 hangar props Hangar 5-5
1301 A none 
1300  33.27173917 -111.81486494 179.43 hangar props Hangar 5-6
1301 A none 
1300  33.27183639 -111.81479141  -0.57 hangar props Hangar 5-7
1301 A none 
1300  33.27173917 -111.81471617 179.43 hangar props Hangar 5-8
1301 A none 
1300  33.27183721 -111.81464211  -0.57 hangar props Hangar 5-9
1301 A none 
1300  33.26899469 -111.81667744 139.47 hangar props Hangar 6-1
1301 A none 
1300  33.26911756 -111.81670553 -40.53 hangar props Hangar 6-2
1301 A none 
1300  33.26907522 -111.81656587 139.47 hangar props Hangar 6-3
1301 A none 
1300  33.26919678 -111.81659430 -40.53 hangar props Hangar 6-4
1301 A none 
1300  33.26915440 -111.81645368 139.47 hangar props Hangar 6-5
1301 A none 
1300  33.26927746 -111.81648235 -40.53 hangar props Hangar 6-6
1301 A none 
1300  33.26923545 -111.81634110 139.47 hangar props Hangar 6-7
1301 A none 
1300  33.26935880 -111.81636923 -40.53 hangar props Hangar 6-8
1301 A none 
1300  33.26931700 -111.81622810 139.47 hangar props Hangar 6-9
1301 A none 
1300  33.26943859 -111.81625732 -40.53 hangar props Hangar 6-10
1301 A none 
1300  33.26939681 -111.81611645 139.47 hangar props Hangar 6-11
1301 A none 
1300  33.26951953 -111.81614403 -40.53 hangar props Hangar 6-12
1301 A none 
1300  33.26947710 -111.81600330 139.47 hangar props Hangar 6-13
1301 A none 
1300  33.26873410 -111.81646983 139.47 hangar props Hangar 7-1
1301 A none 
1300  33.26884637 -111.81648623 -40.53 hangar props Hangar 7-2
1301 A none 
1300  33.26881503 -111.81635731 139.47 hangar props Hangar 7-3
1301 A none 
1300  33.26892671 -111.81637300 -40.53 hangar props Hangar 7-4
1301 A none 
1300  33.26889755 -111.81624574 139.47 hangar props Hangar 7-5
1301 A none 
1300  33.26900782 -111.81625943 -40.53 hangar props Hangar 7-6
1301 A none 
1300  33.26897967 -111.81613178 139.47 hangar props Hangar 7-7
1301 A none 
1300  33.26908979 -111.81614479 -40.53 hangar props Hangar 7-8
1301 A none 
1300  33.26906202 -111.81601683 139.47 hangar props Hangar 7-9
1301 A none 
1300  33.26917085 -111.81602876 -40.53 hangar props Hangar 7-10
1301 A none 
1300  33.26914441 -111.81590239 139.47 hangar props Hangar 7-11
1301 A none 
1300  33.26925191 -111.81591274 -40.53 hangar props Hangar 7-12
1301 A none 
1300  33.26922381 -111.81578677 139.47 hangar props Hangar 7-13
1301 A none 
1300  33.26850608 -111.81622252 139.47 hangar props Hangar 8-1
1301 A none 
1300  33.26861834 -111.81623891 -40.53 hangar props Hangar 8-2
1301 A none 
1300  33.26858701 -111.81610999 139.47 hangar props Hangar 8-3
1301 A none 
1300  33.26869868 -111.81612568 -40.53 hangar props Hangar 8-4
1301 A none 
1300  33.26866953 -111.81599842 139.47 hangar props Hangar 8-5
1301 A none 
1300  33.26877980 -111.81601211 -40.53 hangar props Hangar 8-6
1301 A none 
1300  33.26875165 -111.81588447 139.47 hangar props Hangar 8-7
1301 A none 
1300  33.26886176 -111.81589747 -40.53 hangar props Hangar 8-8
1301 A none 
1300  33.26883400 -111.81576951 139.47 hangar props Hangar 8-9
1301 A none 
1300  33.26894282 -111.81578145 -40.53 hangar props Hangar 8-10
1301 A none 
1300  33.26891639 -111.81565508 139.47 hangar props Hangar 8-11
1301 A none 
1300  33.26902388 -111.81566543 -40.53 hangar props Hangar 8-12
1301 A none 
1300  33.26899579 -111.81553945 139.47 hangar props Hangar 8-13
1301 A none 
1300  33.26828098 -111.81597172 139.47 hangar props Hangar 9-1
1301 A none 
1300  33.26839324 -111.81598811 -40.53 hangar props Hangar 9-2
1301 A none 
1300  33.26836191 -111.81585919 139.47 hangar props Hangar 9-3
1301 A none 
1300  33.26847359 -111.81587488 -40.53 hangar props Hangar 9-4
1301 A none 
1300  33.26844443 -111.81574762 139.47 hangar props Hangar 9-5
1301 A none 
1300  33.26855470 -111.81576131 -40.53 hangar props Hangar 9-6
1301 A none 
1300  33.26852655 -111.81563366 139.47 hangar props Hangar 9-7
1301 A none 
1300  33.26863667 -111.81564667 -40.53 hangar props Hangar 9-8
1301 A none 
1300  33.26860890 -111.81551871 139.47 hangar props Hangar 9-9
1301 A none 
1300  33.26871773 -111.81553065 -40.53 hangar props Hangar 9-10
1301 A none 
1300  33.26869129 -111.81540428 139.47 hangar props Hangar 9-11
1301 A none 
1300  33.26879879 -111.81541463 -40.53 hangar props Hangar 9-12
1301 A none 
1300  33.26877069 -111.81528865 139.47 hangar props Hangar 9-13
1301 A none 
1300  33.26834184 -111.81759309 139.47 hangar props Hangar 10-1
1301 A none 
1300  33.26846471 -111.81762118 -40.53 hangar props Hangar 10-2
1301 A none 
1300  33.26842237 -111.81748152 139.47 hangar props Hangar 10-3
1301 A none 
1300  33.26854393 -111.81750995 -40.53 hangar props Hangar 10-4
1301 A none 
1300  33.26850155 -111.81736934 139.47 hangar props Hangar 10-5
1301 A none 
1300  33.26862460 -111.81739801 -40.53 hangar props Hangar 10-6
1301 A none 
1300  33.26858260 -111.81725676 139.47 hangar props Hangar 10-7
1301 A none 
1300  33.26870594 -111.81728489 -40.53 hangar props Hangar 10-8
1301 A none 
1300  33.26866414 -111.81714376 139.47 hangar props Hangar 10-9
1301 A none 
1300  33.26878574 -111.81717298 -40.53 hangar props Hangar 10-10
1301 A none 
1300  33.26874396 -111.81703211 139.47 hangar props Hangar 10-11
1301 A none 
1300  33.26886668 -111.81705969 -40.53 hangar props Hangar 10-12
1301 A none 
1300  33.26882425 -111.81691896 139.47 hangar props Hangar 10-13
1301 A none 
1300  33.26816472 -111.81744526 -40.53 hangar props Hangar 11-1
1301 A none 
1300  33.26813246 -111.81731568 139.47 hangar props Hangar 11-2
1301 A none 
1300  33.26824472 -111.81733207 -40.53 hangar props Hangar 11-3
1301 A none 
1300  33.26821339 -111.81720315 139.47 hangar props Hangar 11-4
1301 A none 
1300  33.26832506 -111.81721884 -40.53 hangar props Hangar 11-5
1301 A none 
1300  33.26829591 -111.81709158 139.47 hangar props Hangar 11-6
1301 A none 
1300  33.26840618 -111.81710527 -40.53 hangar props Hangar 11-7
1301 A none 
1300  33.26837803 -111.81697763 139.47 hangar props Hangar 11-8
1301 A none 
1300  33.26848814 -111.81699063 -40.53 hangar props Hangar 11-9
1301 A none 
1300  33.26846038 -111.81686267 139.47 hangar props Hangar 11-10
1301 A none 
1300  33.26856920 -111.81687461 -40.53 hangar props Hangar 11-11
1301 A none 
1300  33.26854277 -111.81674824 139.47 hangar props Hangar 11-12
1301 A none 
1300  33.26865026 -111.81675859 -40.53 hangar props Hangar 11-13
1301 A none 
1300  33.26794344 -111.81718797 -40.53 hangar props Hangar 12-1
1301 A none 
1300  33.26791118 -111.81705839 139.47 hangar props Hangar 12-2
1301 A none 
1300  33.26802344 -111.81707478 -40.53 hangar props Hangar 12-3
1301 A none 
1300  33.26799211 -111.81694587 139.47 hangar props Hangar 12-4
1301 A none 
1300  33.26810379 -111.81696156 -40.53 hangar props Hangar 12-5
1301 A none 
1300  33.26807463 -111.81683430 139.47 hangar props Hangar 12-6
1301 A none 
1300  33.26818490 -111.81684799 -40.53 hangar props Hangar 12-7
1301 A none 
1300  33.26815675 -111.81672034 139.47 hangar props Hangar 12-8
1301 A none 
1300  33.26826686 -111.81673335 -40.53 hangar props Hangar 12-9
1301 A none 
1300  33.26823910 -111.81660539 139.47 hangar props Hangar 12-10
1301 A none 
1300  33.26834793 -111.81661732 -40.53 hangar props Hangar 12-11
1301 A none 
1300  33.26831360 -111.81650211 139.47 hangar props Hangar 12-12
1301 A none 
1300  33.26842580 -111.81650748 -40.53 hangar props Hangar 12-13
1301 A none 
1300  33.26762802 -111.81689757 139.47 hangar props Hangar 13-1
1301 A none 
1300  33.26772577 -111.81693188 -40.53 hangar props Hangar 13-2
1301 A none 
1300  33.26769293 -111.81680648 139.47 hangar props Hangar 13-3
1301 A none 
1300  33.26780227 -111.81682296 -40.53 hangar props Hangar 13-4
1301 A none 
1300  33.26777093 -111.81669404 139.47 hangar props Hangar 13-5
1301 A none 
1300  33.26788261 -111.81670974 -40.53 hangar props Hangar 13-6
1301 A none 
1300  33.26785345 -111.81658247 139.47 hangar props Hangar 13-7
1301 A none 
1300  33.26796372 -111.81659616 -40.53 hangar props Hangar 13-8
1301 A none 
1300  33.26793557 -111.81646852 139.47 hangar props Hangar 13-9
1301 A none 
1300  33.26804569 -111.81648152 -40.53 hangar props Hangar 13-10
1301 A none 
1300  33.26801792 -111.81635356 139.47 hangar props Hangar 13-11
1301 A none 
1300  33.26812675 -111.81636550 -40.53 hangar props Hangar 13-12
1301 A none 
1300  33.26810031 -111.81623913 139.47 hangar props Hangar 13-13
1301 A none 
1300  33.26820781 -111.81624948 -40.53 hangar props Hangar 13-14
1301 A none 
1300  33.26754756 -111.81869306 139.47 hangar props Hangar 14-1
1301 A none 
1300  33.26765925 -111.81871145 -40.53 hangar props Hangar 14-2
1301 A none 
1300  33.26762614 -111.81858118 139.47 hangar props Hangar 14-3
1301 A none 
1300  33.26773924 -111.81859943 -40.53 hangar props Hangar 14-4
1301 A none 
1300  33.26770612 -111.81847005 139.47 hangar props Hangar 14-5
1301 A none 
1300  33.26781802 -111.81848823 -40.53 hangar props Hangar 14-6
1301 A none 
1300  33.26778485 -111.81835864 139.47 hangar props Hangar 14-7
1301 A none 
1300  33.26789714 -111.81837750 -40.53 hangar props Hangar 14-8
1301 A none 
1300  33.26786610 -111.81824577 139.47 hangar props Hangar 14-9
1301 A none 
1300  33.26797956 -111.81826285 -40.53 hangar props Hangar 14-10
1301 A none 
1300  33.26794730 -111.81813250 139.47 hangar props Hangar 14-11
1301 A none 
1300  33.26806057 -111.81814989 -40.53 hangar props Hangar 14-12
1301 A none 
1300  33.26803286 -111.81801433 139.47 hangar props Hangar 14-13
1301 A none 
1300  33.26730590 -111.81847967 139.47 hangar props Hangar 15-1
1301 A none 
1300  33.26744073 -111.81845699 -40.53 hangar props Hangar 15-2
1301 A none 
1300  33.26741859 -111.81831090 139.47 hangar props Hangar 15-3
1301 A none 
1300  33.26754136 -111.81831331 -40.53 hangar props Hangar 15-4
1301 A none 
1300  33.26750957 -111.81818571 139.47 hangar props Hangar 15-5
1301 A none 
1300  33.26762048 -111.81820258 -40.53 hangar props Hangar 15-6
1301 A none 
1300  33.26758945 -111.81807086 139.47 hangar props Hangar 15-7
1301 A none 
1300  33.26770290 -111.81808793 -40.53 hangar props Hangar 15-8
1301 A none 
1300  33.26767065 -111.81795759 139.47 hangar props Hangar 15-9
1301 A none 
1300  33.26778391 -111.81797497 -40.53 hangar props Hangar 15-10
1301 A none 
1300  33.26775621 -111.81783942 139.47 hangar props Hangar 15-11
1301 A none 
1300  33.26786975 -111.81785806 -40.53 hangar props Hangar 15-12
1301 A none 
1300  33.26706937 -111.81824260 139.47 hangar props Hangar 16-1
1301 A none 
1300  33.26719730 -111.81823704 -40.53 hangar props Hangar 16-2
1301 A none 
1300  33.26718039 -111.81808656 139.47 hangar props Hangar 16-3
1301 A none 
1300  33.26730485 -111.81808411 -40.53 hangar props Hangar 16-4
1301 A none 
1300  33.26727942 -111.81794527 139.47 hangar props Hangar 16-5
1301 A none 
1300  33.26739891 -111.81795485 -40.53 hangar props Hangar 16-6
1301 A none 
1300  33.26736637 -111.81782379 139.47 hangar props Hangar 16-7
1301 A none 
1300  33.26748030 -111.81784210 -40.53 hangar props Hangar 16-8
1301 A none 
1300  33.26744733 -111.81771232 139.47 hangar props Hangar 16-9
1301 A none 
1300  33.26755964 -111.81773047 -40.53 hangar props Hangar 16-10
1301 A none 
1300  33.26752573 -111.81760005 139.47 hangar props Hangar 16-11
1301 A none 
1300  33.26763713 -111.81762163 -40.53 hangar props Hangar 16-12
1301 A none 
1300  33.26683732 -111.81800328 139.47 hangar props Hangar 17-1
1301 A none 
1300  33.26696525 -111.81799772 -40.53 hangar props Hangar 17-2
1301 A none 
1300  33.26694834 -111.81784724 139.47 hangar props Hangar 17-3
1301 A none 
1300  33.26707479 -111.81784099 -40.53 hangar props Hangar 17-4
1301 A none 
1300  33.26704810 -111.81770373 139.47 hangar props Hangar 17-5
1301 A none 
1300  33.26716686 -111.81771552 -40.53 hangar props Hangar 17-6
1301 A none 
1300  33.26713432 -111.81758446 139.47 hangar props Hangar 17-7
1301 A none 
1300  33.26724825 -111.81760277 -40.53 hangar props Hangar 17-8
1301 A none 
1300  33.26721528 -111.81747300 139.47 hangar props Hangar 17-9
1301 A none 
1300  33.26732759 -111.81749115 -40.53 hangar props Hangar 17-10
1301 A none 
1300  33.26729369 -111.81736072 139.47 hangar props Hangar 17-11
1301 A none 
1300  33.26740508 -111.81738231 -40.53 hangar props Hangar 17-12
1301 A none 
1300  33.26667174 -111.81837595  49.58 hangar props Hangar 18-1
1301 A none 
1300  33.26667275 -111.81853221 229.58 hangar props Hangar 18-2
1301 A none 
1300  33.26679944 -111.81851390  49.58 hangar props Hangar 18-3
1301 A none 
1300  33.26680428 -111.81866482 229.58 hangar props Hangar 18-4
1301 A none 
1300  33.26693472 -111.81864530  49.58 hangar props Hangar 18-5
1301 A none 
1300  33.26693631 -111.81879942 229.58 hangar props Hangar 18-6
1301 A none 
1300  33.26706395 -111.81877705  49.58 hangar props Hangar 18-7
1301 A none 
1300  33.26706593 -111.81892970 229.58 hangar props Hangar 18-8
1301 A none 
1300  33.26719305 -111.81890681  49.58 hangar props Hangar 18-9
1301 A none 
1300  33.26719297 -111.81905947 229.58 hangar props Hangar 18-10
1301 A none 
1300  33.26649086 -111.81867481  49.58 hangar props Hangar 19-1
1301 A none 
1300  33.26649186 -111.81883107 229.58 hangar props Hangar 19-2
1301 A none 
1300  33.26661855 -111.81881275  49.58 hangar props Hangar 19-3
1301 A none 
1300  33.26662340 -111.81896367 229.58 hangar props Hangar 19-4
1301 A none 
1300  33.26675383 -111.81894416  49.58 hangar props Hangar 19-5
1301 A none 
1300  33.26675542 -111.81909828 229.58 hangar props Hangar 19-6
1301 A none 
1300  33.26688306 -111.81907590  49.58 hangar props Hangar 19-7
1301 A none 
1300  33.26688504 -111.81922856 229.58 hangar props Hangar 19-8
1301 A none 
1300  33.26701216 -111.81920567  49.58 hangar props Hangar 19-9
1301 A none 
1300  33.26701208 -111.81935832 229.58 hangar props Hangar 19-10
1301 A none 
1300  33.26627411 -111.81894315  49.58 hangar props Hangar 20-1
1301 A none 
1300  33.26627215 -111.81909237 229.58 hangar props Hangar 20-2
1301 A none 
1300  33.26639687 -111.81906490  49.58 hangar props Hangar 20-3
1301 A none 
1300  33.26639290 -111.81920530 229.58 hangar props Hangar 20-4
1301 A none 
1300  33.26652045 -111.81918893  49.58 hangar props Hangar 20-5
1301 A none 
1300  33.26651939 -111.81933857 229.58 hangar props Hangar 20-6
1301 A none 
1300  33.26664218 -111.81931318  49.58 hangar props Hangar 20-7
1301 A none 
1300  33.26664176 -111.81946172 229.58 hangar props Hangar 20-8
1301 A none 
1300  33.26676414 -111.81943637  49.58 hangar props Hangar 20-9
1301 A none 
1300  33.26676362 -111.81958743 229.58 hangar props Hangar 20-10
1301 A none 
1300  33.26688280 -111.81956449  49.58 hangar props Hangar 20-11
1301 A none 
1300  33.26609767 -111.81923151  49.58 hangar props Hangar 21-1
1301 A none 
1300  33.26609868 -111.81938777 229.58 hangar props Hangar 21-2
1301 A none 
1300  33.26622537 -111.81936945  49.58 hangar props Hangar 21-3
1301 A none 
1300  33.26623021 -111.81952037 229.58 hangar props Hangar 21-4
1301 A none 
1300  33.26636065 -111.81950085  49.58 hangar props Hangar 21-5
1301 A none 
1300  33.26636224 -111.81965497 229.58 hangar props Hangar 21-6
1301 A none 
1300  33.26648988 -111.81963260  49.58 hangar props Hangar 21-7
1301 A none 
1300  33.26649186 -111.81978525 229.58 hangar props Hangar 21-8
1301 A none 
1300  33.26661898 -111.81976236  49.58 hangar props Hangar 21-9
1301 A none 
1300  33.26661890 -111.81991502 229.58 hangar props Hangar 21-10
1301 A none 
1300  33.26590401 -111.81950678  49.58 hangar props Hangar 22-1
1301 A none 
1300  33.26590501 -111.81966303 229.58 hangar props Hangar 22-2
1301 A none 
1300  33.26603171 -111.81964472  49.58 hangar props Hangar 22-3
1301 A none 
1300  33.26603655 -111.81979564 229.58 hangar props Hangar 22-4
1301 A none 
1300  33.26616698 -111.81977612  49.58 hangar props Hangar 22-5
1301 A none 
1300  33.26616857 -111.81993024 229.58 hangar props Hangar 22-6
1301 A none 
1300  33.26629621 -111.81990787  49.58 hangar props Hangar 22-7
1301 A none 
1300  33.26629819 -111.82006052 229.58 hangar props Hangar 22-8
1301 A none 
1300  33.26642531 -111.82003763  49.58 hangar props Hangar 22-9
1301 A none 
1300  33.26642523 -111.82019028 229.58 hangar props Hangar 22-10
1301 A none 
1300  33.26569762 -111.81977561  49.58 hangar props Hangar 23-1
1301 A none 
1300  33.26569862 -111.81993187 229.58 hangar props Hangar 23-2
1301 A none 
1300  33.26582532 -111.81991355  49.58 hangar props Hangar 23-3
1301 A none 
1300  33.26583016 -111.82006447 229.58 hangar props Hangar 23-4
1301 A none 
1300  33.26596060 -111.82004495  49.58 hangar props Hangar 23-5
1301 A none 
1300  33.26596219 -111.82019907 229.58 hangar props Hangar 23-6
1301 A none 
1300  33.26608983 -111.82017670  49.58 hangar props Hangar 23-7
1301 A none 
1300  33.26609181 -111.82032935 229.58 hangar props Hangar 23-8
1301 A none 
1300  33.26621893 -111.82030646  49.58 hangar props Hangar 23-9
1301 A none 
1300  33.26621884 -111.82045912 229.58 hangar props Hangar 23-10
1301 A none 
1300  33.26548621 -111.82002227  49.58 hangar props Hangar 24-1
1301 A none 
1300  33.26549118 -111.82017995 229.58 hangar props Hangar 24-2
1301 A none 
1300  33.26561788 -111.82016164  49.58 hangar props Hangar 24-3
1301 A none 
1300  33.26561938 -111.82030712 229.58 hangar props Hangar 24-4
1301 A none 
1300  33.26574155 -111.82028025  49.58 hangar props Hangar 24-5
1301 A none 
1300  33.26573829 -111.82042824 229.58 hangar props Hangar 24-6
1301 A none 
1300  33.26585745 -111.82040088  49.58 hangar props Hangar 24-7
1301 A none 
1300  33.26585671 -111.82054995 229.58 hangar props Hangar 24-8
1301 A none 
1300  33.26597973 -111.82052454  49.58 hangar props Hangar 24-9
1301 A none 
1300  33.26598050 -111.82067572 229.58 hangar props Hangar 24-10
1301 A none 
1300  33.26610764 -111.82065501  49.58 hangar props Hangar 24-11
1301 A none 
1300  33.26512974 -111.82029596 140.28 hangar turboprops|props Hangar 25-1
1301 A none 
1300  33.26503246 -111.82043854 140.28 hangar turboprops|props Hangar 25-2
1301 A none 
1300  33.26522926 -111.82054831 230.01 hangar props Hangar 25-3
1301 A none 
1300  33.26539591 -111.82045859  50.01 hangar props Hangar 25-4
1301 A none 
1300  33.26534142 -111.82065782 230.01 hangar props Hangar 25-5
1301 A none 
1300  33.26550976 -111.82057571  50.01 hangar props Hangar 25-6
1301 A none 
1300  33.26545644 -111.82076842 230.01 hangar props Hangar 25-7
1301 A none 
1300  33.26562183 -111.82069003  50.01 hangar props Hangar 25-8
1301 A none 
1300  33.26488244 -111.82100110  99.08 hangar jets|turboprops|props Hangar 26-1
1301 B none 
1300  33.26507656 -111.82113049  99.08 hangar props Hangar 26-2
1301 A none 
1300  33.26658358 -111.82085806 213.05 hangar props Hangar 27-1
1301 A none 
1300  33.26669689 -111.82065046  48.90 hangar props Hangar 27-2
1301 A none 
1300  33.26678829 -111.82074512  48.90 hangar props Hangar 27-3
1301 A none 
1300  33.26689835 -111.82040238 -130.69 hangar props Hangar 28-1
1301 A none 
1300  33.26699563 -111.82050162 -130.69 hangar props Hangar 28-2
1301 A none 
1300  33.26703745 -111.82022282  49.31 hangar props Hangar 28-3
1301 A none 
1300  33.26713520 -111.82032320  49.31 hangar props Hangar 28-4
1301 A none 
1300  33.26720055 -111.81996152 -130.69 hangar props Hangar 29-1
1301 A none 
1300  33.26729783 -111.82006076 -130.69 hangar props Hangar 29-2
1301 A none 
1300  33.26733964 -111.81978196  49.31 hangar props Hangar 29-3
1301 A none 
1300  33.26743740 -111.81988234  49.31 hangar props Hangar 29-4
1301 A none 
1300  33.26751897 -111.81954025 -130.69 hangar props Hangar 30-1
1301 A none 
1300  33.26761626 -111.81963949 -130.69 hangar props Hangar 30-2
1301 A none 
1300  33.26765807 -111.81936069  49.31 hangar props Hangar 30-3
1301 A none 
1300  33.26775582 -111.81946106  49.31 hangar props Hangar 30-4
1301 A none 
1300  33.26781581 -111.81911458 -130.69 hangar props Hangar 31-1
1301 A none 
1300  33.26791310 -111.81921382 -130.69 hangar props Hangar 31-2
1301 A none 
1300  33.26795491 -111.81893502  49.31 hangar props Hangar 31-3
1301 A none 
1300  33.26805267 -111.81903540  49.31 hangar props Hangar 31-4
1301 A none 
1300  33.26809624 -111.81872164 -130.69 hangar props Hangar 32-1
1301 A none 
1300  33.26819352 -111.81882088 -130.69 hangar props Hangar 32-2
1301 A none 
1300  33.26823533 -111.81854207  49.31 hangar props Hangar 32-3
1301 A none 
1300  33.26833309 -111.81864245  49.31 hangar props Hangar 32-4
1301 A none 
1300  33.26837307 -111.81832738 -130.69 hangar props Hangar 33-1
1301 A none 
1300  33.26847035 -111.81842662 -130.69 hangar props Hangar 33-2
1301 A none 
1300  33.26851216 -111.81814781  49.31 hangar props Hangar 33-3
1301 A none 
1300  33.26860992 -111.81824819  49.31 hangar props Hangar 33-4
1301 A none 
1300  33.26867659 -111.81794137 -130.69 hangar props Hangar 34-1
1301 A none 
1300  33.26877387 -111.81804061 -130.69 hangar props Hangar 34-2
1301 A none 
1300  33.26891962 -111.81759241 139.75 hangar props Hangar 35-1
1301 A none 
1300  33.26901576 -111.81745701 139.75 hangar props Hangar 35-2
1301 A none 
1300  33.26910488 -111.81733132 139.75 hangar props Hangar 35-3
1301 A none 
1300  33.26919241 -111.81720452 139.75 hangar props Hangar 35-4
1301 A none 
1300  33.26928252 -111.81707570 139.75 hangar props Hangar 35-5
1301 A none 
1300  33.26937589 -111.81693676 139.75 hangar props Hangar 35-6
1301 A none 
1300  33.26947203 -111.81680033 139.75 hangar props Hangar 35-7
1301 A none 
1300  33.26957274 -111.81665387 139.75 hangar props Hangar 35-8
1301 A none 
1300  33.27298757 -111.80943688 -41.15 tie_down helos H2
1301 A general_aviation 
1300  33.27314681 -111.80921257 -41.15 tie_down helos H3
1301 A general_aviation 
1300  33.26915442 -111.81497045 139.89 tie_down props Tie-Down 1
1301 A general_aviation 
1300  33.26929434 -111.81501557 -39.94 tie_down props Tie-Down 2
1301 A general_aviation 
1300  33.26923761 -111.81485315 139.89 tie_down props Tie-Down 3
1301 A general_aviation 
1300  33.26937948 -111.81489591 -39.94 tie_down props Tie-Down 4
1301 A general_aviation 
1300  33.26932153 -111.81473553 139.89 tie_down props Tie-Down 5
1301 A general_aviation 
1300  33.26946342 -111.81477885 -39.94 tie_down props Tie-Down 6
1301 A general_aviation 
1300  33.26940569 -111.81461886 139.89 tie_down props Tie-Down 7
1301 A general_aviation 
1300  33.26954760 -111.81466165 -39.94 tie_down props Tie-Down 8
1301 A general_aviation 
1300  33.26948897 -111.81450187 139.89 tie_down props Tie-Down 9
1301 A general_aviation 
1300  33.26963077 -111.81454509 -39.94 tie_down props Tie-Down 10
1301 A general_aviation 
1300  33.26957278 -111.81438490 139.89 tie_down props Tie-Down 11
1301 A general_aviation 
1300  33.26971524 -111.81442798 -39.94 tie_down props Tie-Down 12
1301 A general_aviation 
1300  33.26965632 -111.81426801 139.89 tie_down props Tie-Down 13
1301 A general_aviation 
1300  33.26979844 -111.81430992 -39.94 tie_down props Tie-Down 14
1301 A general_aviation 
1300  33.26974002 -111.81414974 139.89 tie_down props Tie-Down 15
1301 A general_aviation 
1300  33.26988246 -111.81419362 -39.94 tie_down props Tie-Down 16
1301 A general_aviation 
1300  33.26982335 -111.81403314 139.89 tie_down props Tie-Down 17
1301 A general_aviation 
1300  33.26996572 -111.81407686 -39.94 tie_down props Tie-Down 18
1301 A general_aviation 
1300  33.26990773 -111.81391684 139.89 tie_down props Tie-Down 19
1301 A general_aviation 
1300  33.27005036 -111.81396027 -39.94 tie_down props Tie-Down 20
1301 A general_aviation 
1300  33.26999197 -111.81379893 139.89 tie_down props Tie-Down 21
1301 A general_aviation 
1300  33.27013399 -111.81384290 -39.94 tie_down props Tie-Down 22
1301 A general_aviation 
1300  33.27007505 -111.81368196 139.89 tie_down props Tie-Down 23
1301 A general_aviation 
1300  33.27021665 -111.81372612 -39.94 tie_down props Tie-Down 24
1301 A general_aviation 
1300  33.27015875 -111.81356497 139.89 tie_down props Tie-Down 25
1301 A general_aviation 
1300  33.27029974 -111.81360998 -39.94 tie_down props Tie-Down 26
1301 A general_aviation 
1300  33.27024229 -111.81344755 139.89 tie_down props Tie-Down 27
1301 A general_aviation 
1300  33.27038514 -111.81349076 -39.94 tie_down props Tie-Down 28
1301 A general_aviation 
1300  33.27032560 -111.81333052 139.89 tie_down props Tie-Down 29
1301 A general_aviation 
1300  33.27046788 -111.81337475 -39.94 tie_down props Tie-Down 30
1301 A general_aviation 
1300  33.27040957 -111.81321318 139.89 tie_down props Tie-Down 31
1301 A general_aviation 
1300  33.27055261 -111.81325653 -39.94 tie_down props Tie-Down 32
1301 A general_aviation 
1300  33.26945167 -111.81527455 139.89 tie_down props Tie-Down 33
1301 A general_aviation 
1300  33.26963641 -111.81535586 -39.94 tie_down props Tie-Down 34
1301 A general_aviation 
1300  33.26953660 -111.81515619 139.89 tie_down props Tie-Down 35
1301 A general_aviation 
1300  33.26971957 -111.81523902 -39.94 tie_down props Tie-Down 36
1301 A general_aviation 
1300  33.26961995 -111.81504108 139.89 tie_down props Tie-Down 37
1301 A general_aviation 
1300  33.26980315 -111.81512194 -39.94 tie_down props Tie-Down 38
1301 A general_aviation 
1300  33.26970450 -111.81492265 139.89 tie_down props Tie-Down 39
1301 A general_aviation 
1300  33.26988737 -111.81500516 -39.94 tie_down props Tie-Down 40
1301 A general_aviation 
1300  33.26978823 -111.81480534 139.89 tie_down props Tie-Down 41
1301 A general_aviation 
1300  33.26997060 -111.81488813 -39.94 tie_down props Tie-Down 42
1301 A general_aviation 
1300  33.26987161 -111.81468730 139.89 tie_down props Tie-Down 43
1301 A general_aviation 
1300  33.27005419 -111.81477038 -39.94 tie_down props Tie-Down 44
1301 A general_aviation 
1300  33.26995540 -111.81457113 139.89 tie_down props Tie-Down 45
1301 A general_aviation 
1300  33.27013848 -111.81465343 -39.94 tie_down props Tie-Down 46
1301 A general_aviation 
1300  33.27003939 -111.81445386 139.89 tie_down props Tie-Down 47
1301 A general_aviation 
1300  33.27022262 -111.81453668 -39.94 tie_down props Tie-Down 48
1301 A general_aviation 
