I
1050 Generated by WorldEditor 2.2.0r2

1    438 1 0 PAFA Fairbanks Intl
111  64.81780311 -147.86472636 1
111  64.81798892 -147.86528288 1
111  64.81812743 -147.86569775
112  64.81812743 -147.86569775  64.81820736 -147.86594123 1
111  64.81831984 -147.86577949 1
111  64.81846414 -147.86550643 1
111  64.81857562 -147.86515275 1
111  64.81861215 -147.86503685
112  64.81861215 -147.86503685  64.81864693 -147.86486293 1
111  64.81860031 -147.86472379 1
111  64.81847660 -147.86435188 1
111  64.81829445 -147.86380432 1
111  64.81810621 -147.86323843 1
111  64.81802235 -147.86298633
112  64.81802235 -147.86298633  64.81796019 -147.86280893 1
115  64.81785842 -147.86288849
120 Linear Feature 12
112  64.81958670 -147.85800309  64.81979465 -147.85778916 1
111  64.81991885 -147.85814022
112  64.81991885 -147.85814022  64.81980341 -147.85768453 1
115  64.81994906 -147.85733721
120 Linear Feature 11
112  64.81933636 -147.85638928  64.81908150 -147.85578402 1
111  64.81880540 -147.85621851 1
115  64.81834985 -147.85704988
120 Linear Feature 10
112  64.81948478 -147.85819039  64.81952055 -147.85809618 1
111  64.81953907 -147.85801967
112  64.81953907 -147.85801967  64.81966858 -147.85751238 7
111  64.81955028 -147.85706156 1
111  64.81953291 -147.85698275 1
111  64.81956262 -147.85703844
112  64.81956262 -147.85703844  64.81974393 -147.85742253 7
111  64.81996521 -147.85723249
112  64.81996521 -147.85723249  64.82001011 -147.85719684 1
115  64.82005684 -147.85713914
120 Linear Feature 8
112  64.81703503 -147.86269214  64.81697353 -147.86276065 1
111  64.81694441 -147.86277915
112  64.81694441 -147.86277915  64.81670908 -147.86294402 7
111  64.81654593 -147.86258284 1
115  64.81651196 -147.86250651
120 Linear Feature 9
112  64.81632669 -147.86194894  64.81612540 -147.86116809 1
111  64.81640391 -147.86062722 1
115  64.81683818 -147.85983198
120 Linear Feature 7
111  64.81533505 -147.86260456 1
111  64.81578499 -147.86176634
112  64.81578499 -147.86176634  64.81611874 -147.86133061 1
111  64.81632669 -147.86194894 1
111  64.81651196 -147.86250651 1
111  64.81653314 -147.86260628
112  64.81653314 -147.86260628  64.81664932 -147.86314887 7
111  64.81651909 -147.86356968
112  64.81651909 -147.86356968  64.81649837 -147.86364793 1
115  64.81645997 -147.86374888
120 Linear Feature 6
112  64.81606172 -147.86551960  64.81589292 -147.86497870 1
115  64.81609295 -147.86442332
120 Linear Feature 5
112  64.81634774 -147.86566661  64.81619429 -147.86587576 1
115  64.81608453 -147.86559061
120 Linear Feature 4
112  64.81560743 -147.86531553  64.81589132 -147.86502705 1
111  64.81606172 -147.86551960 1
111  64.81608453 -147.86559061
112  64.81608453 -147.86559061  64.81617507 -147.86591876 1
115  64.81614379 -147.86624543
120 Linear Feature 3
111  64.81732989 -147.86538637 20
111  64.81744756 -147.86581768 20
111  64.81761258 -147.86577941 20
111  64.81765824 -147.86592041 20
111  64.81767512 -147.86592996 20
111  64.81771197 -147.86585901 20
111  64.81771210 -147.86582569 20
111  64.81766524 -147.86567772 20
111  64.81774430 -147.86537593 20
115  64.81759630 -147.86488375
120 Linear Feature 99
111  64.81676767 -147.86956280 20
111  64.81670975 -147.86940670 20
115  64.81682876 -147.86916789
120 Linear Feature 101
111  64.81652526 -147.86872697 20
111  64.81651321 -147.86860238 20
115  64.81664507 -147.86852754
120 Linear Feature 103
111  64.81669095 -147.86784417 20
111  64.81669667 -147.86771371 20
115  64.81686859 -147.86774858
120 Linear Feature 2
111  64.81700256 -147.86618318 20
111  64.81720010 -147.86645107 20
111  64.81730001 -147.86623223 20
111  64.81737379 -147.86634243 20
111  64.81741427 -147.86619260 20
111  64.81734048 -147.86607961 20
111  64.81737380 -147.86575465 20
115  64.81720925 -147.86546243
120 Linear Feature 1
111  64.81680968 -147.86720064 20
111  64.81697694 -147.86729257 20
111  64.81705865 -147.86707277
112  64.81705865 -147.86707277  64.81709327 -147.86707444 20
111  64.81710988 -147.86698840 20
111  64.81718227 -147.86702306 20
111  64.81719382 -147.86687562 20
111  64.81712003 -147.86683650
112  64.81712003 -147.86683650  64.81713003 -147.86672411 20
111  64.81709212 -147.86670279 20
111  64.81707670 -147.86644772 20
115  64.81685469 -147.86633322
120 Linear Feature 102
111  64.81633600 -147.86800855 20
111  64.81656283 -147.86804848 20
111  64.81662231 -147.86783188 20
111  64.81669095 -147.86784417 20
111  64.81670729 -147.86789640 20
111  64.81686221 -147.86792282 20
111  64.81686859 -147.86774858 20
111  64.81687641 -147.86753724 20
111  64.81670584 -147.86749798 20
111  64.81671129 -147.86737990 20
111  64.81664571 -147.86735753 20
111  64.81661749 -147.86714004 20
115  64.81636474 -147.86707476
120 Linear Feature 100
111  64.81621381 -147.86917100 20
111  64.81643583 -147.86902929 20
111  64.81646407 -147.86876937 20
111  64.81652526 -147.86872697 20
111  64.81656291 -147.86878596 20
111  64.81666567 -147.86871223 20
111  64.81664507 -147.86852754 20
111  64.81662276 -147.86832737 20
111  64.81649189 -147.86839797 20
111  64.81647930 -147.86827691 20
111  64.81640934 -147.86831892 20
111  64.81633525 -147.86813330 20
115  64.81611573 -147.86826644
120 Linear Feature 98
111  64.81647854 -147.87066121 20
111  64.81666680 -147.87029068 20
111  64.81666680 -147.87001970 20
111  64.81675701 -147.86984642 20
111  64.81670288 -147.86969527 20
111  64.81676767 -147.86956280 20
111  64.81688408 -147.86932474 20
111  64.81682876 -147.86916789 20
111  64.81675476 -147.86896512 20
111  64.81663961 -147.86918034 20
111  64.81659561 -147.86905205 20
111  64.81652567 -147.86918478 20
111  64.81646207 -147.86901873 20
111  64.81637500 -147.86918649 20
111  64.81625577 -147.86914778 20
115  64.81607143 -147.86951646
120 Linear Feature 97
111  64.81740006 -147.86499811 1
115  64.81764545 -147.86574620
120 Linear Feature 97
111  64.81702053 -147.86569096 1
115  64.81736419 -147.86622402
120 Linear Feature 97
111  64.81671932 -147.86671038 1
115  64.81712573 -147.86691347
120 Linear Feature 97
111  64.81633843 -147.86753858 1
115  64.81675412 -147.86761157
120 Linear Feature 97
111  64.81615864 -147.86872425 1
115  64.81655738 -147.86847206
120 Linear Feature 96
112  64.81505219 -147.86633586  64.81482854 -147.86702865 1
115  64.81501471 -147.86757623
120 Linear Feature 95
112  64.81547240 -147.86894882  64.81527473 -147.86826664 1
115  64.81551429 -147.86766851
120 Linear Feature 94
112  64.81504836 -147.86767715  64.81529799 -147.86815759 1
111  64.81551429 -147.86766851 1
111  64.81603633 -147.86669521 1
112  64.81614379 -147.86624543  64.81618427 -147.86593796 1
111  64.81634774 -147.86566661 1
111  64.81736225 -147.86380095 1
111  64.81752681 -147.86349832 1
111  64.81785842 -147.86288849 1
111  64.81802427 -147.86258350 1
111  64.81821912 -147.86222518 1
111  64.81834905 -147.86198623 1
111  64.81851580 -147.86167959 1
111  64.81861721 -147.86149309 1
111  64.81992152 -147.85909449
112  64.81992152 -147.85909449  64.82011919 -147.85864981 1
111  64.81991885 -147.85814022 1
111  64.81974079 -147.85760907 7
111  64.81955667 -147.85704958 1
111  64.81953291 -147.85698275 1
111  64.81933636 -147.85638928
112  64.81933636 -147.85638928  64.81914245 -147.85563930 1
111  64.81940098 -147.85512987 1
115  64.81984874 -147.85430152
120 Linear Feature 93
112  64.81449240 -147.86736456  64.81480980 -147.86698234 1
111  64.81501471 -147.86757623 1
111  64.81504836 -147.86767715 1
111  64.81547240 -147.86894882 1
111  64.81575908 -147.86980854
112  64.81575908 -147.86980854  64.81601210 -147.87046153 1
115  64.81630833 -147.87002257
120 Linear Feature 92
112  64.81356230 -147.87021569  64.81338429 -147.86959378 1
115  64.81359150 -147.86902007
120 Linear Feature 91
111  64.81476020 -147.87049750 1
111  64.81474909 -147.87046704 1
115  64.81473811 -147.87043450
120 Linear Feature 90
111  64.81548916 -147.87063375 1
111  64.81547864 -147.87063163 1
115  64.81546736 -147.87062942
120 Linear Feature 89
112  64.81534011 -147.87181634  64.81543424 -147.87158187 1
111  64.81544713 -147.87130743 1
115  64.81547864 -147.87063163
120 Linear Feature 88
111  64.81434961 -147.87106388 1
111  64.81469249 -147.87203621
112  64.81469249 -147.87203621  64.81494457 -147.87248752 1
111  64.81518279 -147.87210780 1
111  64.81534011 -147.87181634 1
111  64.81630833 -147.87002257 1
115  64.81671804 -147.86920423
120 Linear Feature 87
112  64.81305206 -147.87001136  64.81337737 -147.86965836 1
111  64.81356230 -147.87021569
112  64.81356230 -147.87021569  64.81362782 -147.87042537 1
111  64.81372232 -147.87051060 1
111  64.81409097 -147.87097025
112  64.81409097 -147.87097025  64.81418830 -147.87107967 1
112  64.81434961 -147.87106388  64.81442132 -147.87103797
111  64.81434961 -147.87106388
112  64.81434961 -147.87106388  64.81445184 -147.87102695 1
111  64.81451769 -147.87091679 1
115  64.81474909 -147.87046704
120 Linear Feature 86
111  64.81219453 -147.87058900 4 104
111  64.81197245 -147.87099506 4 104
111  64.81196240 -147.87101347 4 104
115  64.81174741 -147.87140733
120 Linear Feature 85
112  64.81175204 -147.87034504  64.81154872 -147.86965942 1
111  64.81180505 -147.86907841 1
115  64.81226534 -147.86824681
120 Linear Feature 84
111  64.81245744 -147.87110406 1
111  64.81237785 -147.87117834
112  64.81237785 -147.87117834  64.81215560 -147.87136112 7
111  64.81197245 -147.87099506 1
115  64.81193965 -147.87090718
120 Linear Feature 83
112  64.81189447 -147.87213860  64.81193369 -147.87202494 1
111  64.81194749 -147.87197156
112  64.81194749 -147.87197156  64.81207431 -147.87148622 7
111  64.81196240 -147.87101347 1
111  64.81193965 -147.87090718 1
111  64.81175204 -147.87034504
112  64.81175204 -147.87034504  64.81147881 -147.86968000 1
111  64.81118792 -147.87021604 1
115  64.81075390 -147.87101186
120 Linear Feature 82
111  64.80820902 -147.87789925 4 104
111  64.80801295 -147.87826908 4 104
111  64.80798171 -147.87832619 4 104
115  64.80779579 -147.87868207
120 Linear Feature 81
112  64.80778168 -147.87762777  64.80762448 -147.87705724 1
111  64.80779112 -147.87646527 1
115  64.80825800 -147.87560062
120 Linear Feature 80
112  64.80793621 -147.87810874  64.80797804 -147.87821777 1
111  64.80801295 -147.87826908
112  64.80801295 -147.87826908  64.80820382 -147.87854704 7
111  64.80838751 -147.87843800
112  64.80838751 -147.87843800  64.80844699 -147.87841957 1
115  64.80852423 -147.87833185
120 Linear Feature 79
111  64.80683646 -147.87821930 1
111  64.80726318 -147.87743612
112  64.80726318 -147.87743612  64.80756898 -147.87705783 1
111  64.80778168 -147.87762777 1
111  64.80793621 -147.87810874
112  64.80793621 -147.87810874  64.80796915 -147.87825432 1
111  64.80798171 -147.87832619
112  64.80798171 -147.87832619  64.80806721 -147.87884955 7
111  64.80795245 -147.87926772
112  64.80795245 -147.87926772  64.80792264 -147.87940224 1
115  64.80788911 -147.87949897
120 Linear Feature 78
112  64.81217655 -147.87735122  64.81225172 -147.87757547 1
114  64.81232232 -147.87708858  64.81224976 -147.87686740 1
120 Linear Feature 77
112  64.81219849 -147.87783641  64.81250913 -147.87792336 3
112  64.81245450 -147.87682018  64.81232816 -147.87645051
111  64.81245450 -147.87682018
112  64.81245450 -147.87682018  64.81232148 -147.87643622 3
116  64.81198474 -147.87719498  64.81196162 -147.87786860
120 Linear Feature 76
111  64.81226845 -147.87846922 22
115  64.81140547 -147.87588420
120 Linear Feature 75
111  64.81136593 -147.87597711 20
111  64.81193636 -147.87769159 20
111  64.81189570 -147.87840817 20
111  64.81206626 -147.87892306 20
111  64.81237576 -147.87836837 20
111  64.81219849 -147.87783641 20
111  64.81198474 -147.87719498 20
115  64.81163816 -147.87615492
120 Linear Feature 74
111  64.81118045 -147.87475338 5
115  64.81101952 -147.87504997
120 Linear Feature 74
111  64.81002612 -147.87687544 5
115  64.80986350 -147.87716899
120 Linear Feature 74
111  64.80817056 -147.88028317 5
115  64.80800530 -147.88057678
120 Linear Feature 74
111  64.80738292 -147.88173906 5
115  64.80695284 -147.88251289
120 Linear Feature 74
111  64.80619604 -147.88390377 5
115  64.80577905 -147.88468019
120 Linear Feature 73
112  64.80718669 -147.88288288  64.80708129 -147.88149815 1
115  64.80653985 -147.88197842
120 Linear Feature 72
112  64.80608174 -147.88282025  64.80582800 -147.88368683 1
116  64.80634973 -147.88455792  64.80661908 -147.88467713
120 Linear Feature 71
111  64.80544371 -147.88462031 6 103
111  64.80546638 -147.88413312 6 103
115  64.80532490 -147.88370273
120 Linear Feature 70
111  64.80509433 -147.88363958 4 104
111  64.80490955 -147.88398115 4 104
115  64.80443414 -147.88485249
120 Linear Feature 69
112  64.80552296 -147.88428150  64.80532999 -147.88422401 1
115  64.80518471 -147.88446867
120 Linear Feature 68
111  64.80518566 -147.88417831 7
112  64.80530944 -147.88412694  64.80538474 -147.88408087 1
115  64.80542220 -147.88403225
120 Linear Feature 67
111  64.80523116 -147.88116195 1
111  64.80476600 -147.88201877
112  64.80476600 -147.88201877  64.80449274 -147.88265684 1
111  64.80468913 -147.88340073 1
111  64.80482012 -147.88379873
112  64.80482012 -147.88379873  64.80485589 -147.88389602 1
111  64.80490955 -147.88398115
112  64.80490955 -147.88398115  64.80501121 -147.88415141 7
111  64.80518566 -147.88417831 7
111  64.80530332 -147.88421885 1
111  64.80552296 -147.88428150 1
111  64.80634973 -147.88455792
112  64.80634973 -147.88455792  64.80656340 -147.88462647 1
111  64.80668624 -147.88436260 1
111  64.80702589 -147.88371396
112  64.80702589 -147.88371396  64.80718583 -147.88340509 1
111  64.80718669 -147.88288288 1
111  64.80727376 -147.88109909
112  64.80727376 -147.88109909  64.80728461 -147.88065648 1
115  64.80741358 -147.88037282
120 Linear Feature 66
111  64.80482706 -147.88639324 6 103
115  64.80498353 -147.88610209
120 Linear Feature 65
111  64.80348226 -147.88676723 4 104
111  64.80351275 -147.88731845 4 104
111  64.80352540 -147.88754722 4 104
111  64.80338297 -147.88781215 4 104
115  64.80323648 -147.88808462
120 Linear Feature 64
111  64.80345955 -147.88854798 2
111  64.80357542 -147.88834552 2
115  64.80374224 -147.88816787
120 Linear Feature 63
111  64.80357015 -147.88919286 6 103
111  64.80378091 -147.88925617 6 103
115  64.80394699 -147.88895209
120 Linear Feature 62
112  64.80340964 -147.89457369  64.80312060 -147.89493651 1
111  64.80293916 -147.89441545 1
111  64.80250503 -147.89313888 1
111  64.80244856 -147.89297778
112  64.80244856 -147.89297778  64.80225202 -147.89230921 1
115  64.80248064 -147.89179527
120 Linear Feature 62
112  64.80393265 -147.89360995  64.80365310 -147.89394094 1
111  64.80345731 -147.89344933 1
111  64.80302996 -147.89215682 1
111  64.80297621 -147.89199253
112  64.80297621 -147.89199253  64.80277967 -147.89132394 1
115  64.80301313 -147.89081905
120 Linear Feature 62
112  64.80447584 -147.89260902  64.80418849 -147.89301337 1
111  64.80398668 -147.89247550 1
111  64.80355839 -147.89119402 1
111  64.80350087 -147.89102973
112  64.80350087 -147.89102973  64.80330433 -147.89036112 1
115  64.80354559 -147.88984288
120 Linear Feature 61
112  64.80373085 -147.88714032  64.80340329 -147.88769749 1
115  64.80360364 -147.88844886
120 Linear Feature 60
111  64.80311650 -147.88699033 1
111  64.80338297 -147.88781215 7
111  64.80360364 -147.88844886 7
111  64.80365795 -147.88861405 1
111  64.80455298 -147.89130692
112  64.80455298 -147.89130692  64.80479379 -147.89211029 1
111  64.80447584 -147.89260902 1
111  64.80393265 -147.89360995 1
111  64.80340964 -147.89457369 1
111  64.80291248 -147.89548979
112  64.80291248 -147.89548979  64.80261292 -147.89594825 1
111  64.80239712 -147.89537371 1
111  64.80197483 -147.89410167 1
111  64.80193996 -147.89400060
112  64.80193996 -147.89400060  64.80170087 -147.89329311 1
111  64.80197701 -147.89271859 1
111  64.80248064 -147.89179527 1
111  64.80301313 -147.89081905 1
111  64.80354559 -147.88984288
112  64.80354559 -147.88984288  64.80384304 -147.88931003 1
115  64.80365795 -147.88861405
120 Linear Feature 59
111  64.80351256 -147.88431790 1
111  64.80306588 -147.88514675
112  64.80306588 -147.88514675  64.80279701 -147.88574867 1
111  64.80294785 -147.88644864 1
111  64.80311650 -147.88699033
112  64.80311650 -147.88699033  64.80329817 -147.88741484 1
111  64.80351275 -147.88731845
112  64.80351275 -147.88731845  64.80359382 -147.88728925 7
112  64.80368964 -147.88719448  64.80372619 -147.88715297
111  64.80368964 -147.88719448
112  64.80368964 -147.88719448  64.80371675 -147.88716370 1
111  64.80373085 -147.88714032 1
111  64.80518471 -147.88446867 1
111  64.80542220 -147.88403225 1
111  64.80608174 -147.88282025 1
111  64.80653985 -147.88197842 1
111  64.80741358 -147.88037282 1
111  64.80788911 -147.87949897 1
111  64.80852423 -147.87833185 1
111  64.81189447 -147.87213860 1
111  64.81245744 -147.87110406 1
111  64.81305206 -147.87001136 1
111  64.81359150 -147.86902007 1
111  64.81449240 -147.86736456 1
111  64.81505219 -147.86633586 1
111  64.81560743 -147.86531553 1
111  64.81609295 -147.86442332 1
111  64.81645997 -147.86374888 1
111  64.81703503 -147.86269214 1
111  64.81787263 -147.86115293 1
111  64.81824491 -147.86046882 1
111  64.81948478 -147.85819039 1
111  64.81958670 -147.85800309 1
111  64.81994906 -147.85733721 1
111  64.82005684 -147.85713914 1
111  64.82118515 -147.85506193 1
111  64.82154810 -147.85438107 1
111  64.82291248 -147.85187297 1
111  64.82327619 -147.85120436 1
111  64.82449170 -147.84896991 1
111  64.82505122 -147.84794135 1
111  64.82662711 -147.84504444 1
111  64.82674458 -147.84482849 1
111  64.82754451 -147.84335798 1
111  64.82800900 -147.84250412 1
111  64.82823826 -147.84208465
112  64.82823826 -147.84208465  64.82842946 -147.84173886 7
111  64.82842365 -147.84122695
112  64.82842365 -147.84122695  64.82842256 -147.84111297 1
111  64.82841693 -147.84102422
112  64.82841693 -147.84102422  64.82839528 -147.84072325 1
111  64.82833849 -147.84056701 1
111  64.82822246 -147.84021354
112  64.82822246 -147.84021354  64.82792561 -147.83949972 1
111  64.82759765 -147.84002760 1
115  64.82714626 -147.84086024
120 Linear Feature 58
111  64.80657726 -147.88407183 3 102
111  64.80690860 -147.88344604
112  64.80690860 -147.88344604  64.80711286 -147.88304359 3 102
111  64.80695284 -147.88251289
112  64.80695284 -147.88251289  64.80676175 -147.88203746 3 102
111  64.80656502 -147.88240896 3 102
111  64.80624875 -147.88300159
112  64.80624875 -147.88300159  64.80605202 -147.88338855 3 102
111  64.80619604 -147.88390377
114  64.80619604 -147.88390377  64.80636453 -147.88442119 3 102
120 Linear Feature 57
112  64.80313894 -147.88558452  64.80300637 -147.88598250 3 102
111  64.80310822 -147.88631844 3 102
111  64.80321856 -147.88668326
112  64.80321856 -147.88668326  64.80340054 -147.88717152 3 102
111  64.80363506 -147.88681935 3 102
111  64.80423121 -147.88591036 3 102
111  64.80442078 -147.88556795
112  64.80442078 -147.88556795  64.80462708 -147.88516074 3 102
111  64.80446458 -147.88467123 3 102
111  64.80431488 -147.88420906
112  64.80431488 -147.88420906  64.80416035 -147.88380738 3 102
115  64.80397105 -147.88405090
120 Linear Feature 56
111  64.80530979 -147.88783580 3 102
111  64.80482706 -147.88639324
112  64.80482706 -147.88639324  64.80462212 -147.88584306 3 102
111  64.80439844 -147.88621374 3 102
111  64.80430352 -147.88638694 3 102
111  64.80378445 -147.88758200
112  64.80378445 -147.88758200  64.80368561 -147.88782079 3 102
111  64.80374224 -147.88816787 3 102
111  64.80378538 -147.88834752 3 102
111  64.80394699 -147.88895209 3 102
111  64.80412239 -147.88963409 3 102
111  64.80463833 -147.89118406
112  64.80463833 -147.89118406  64.80489813 -147.89199597 3 102
111  64.80460460 -147.89267103 3 102
111  64.80286708 -147.89587216
112  64.80286708 -147.89587216  64.80252355 -147.89639478 3 102
111  64.80229741 -147.89574053 3 102
111  64.80173786 -147.89406240
112  64.80173786 -147.89406240  64.80169777 -147.89392024 3 102
111  64.80168521 -147.89385005 3 102
111  64.80167276 -147.89378166 3 102
111  64.80166296 -147.89369722
112  64.80166296 -147.89369722  64.80160836 -147.89306491 3 102
111  64.80181957 -147.89271131 3 102
111  64.80298981 -147.89056647 3 102
111  64.80350191 -147.88949319 3 102
112  64.80357015 -147.88919286  64.80358521 -147.88897839 3 102
111  64.80353721 -147.88880225 3 102
111  64.80345955 -147.88854798 3 102
111  64.80310656 -147.88734668 3 102
115  64.80275358 -147.88629095
120 Linear Feature 55
111  64.80806969 -147.88077846 3 102
111  64.80800530 -147.88057678
112  64.80800530 -147.88057678  64.80777713 -147.87999830 3 102
112  64.80745182 -147.88088726  64.80741680 -147.88134102
111  64.80745182 -147.88088726 3 102
111  64.80738292 -147.88173906 3 102
111  64.80727787 -147.88308178
112  64.80727787 -147.88308178  64.80724172 -147.88360453 3 102
111  64.80712877 -147.88383539 3 102
111  64.80673794 -147.88457042
112  64.80673794 -147.88457042  64.80658997 -147.88483312 3 102
111  64.80639343 -147.88480924 3 102
111  64.80577905 -147.88468019 3 102
111  64.80544371 -147.88462031
112  64.80544371 -147.88462031  64.80535664 -147.88462952 3 102
111  64.80528618 -147.88473548 3 102
111  64.80501294 -147.88517771
112  64.80501294 -147.88517771  64.80484625 -147.88552627 3 102
111  64.80494823 -147.88597924 3 102
111  64.80498353 -147.88610209 3 102
115  64.80545156 -147.88753012
120 Linear Feature 54
112  64.80490791 -147.88234731  64.80474864 -147.88278776 3 102
111  64.80487402 -147.88330030 3 102
111  64.80497662 -147.88362313
112  64.80497662 -147.88362313  64.80515283 -147.88394684 3 102
111  64.80532490 -147.88370273 3 102
111  64.80595394 -147.88275559 3 102
111  64.80723423 -147.88039648 3 102
111  64.80776050 -147.87925203
112  64.80776050 -147.87925203  64.80793400 -147.87878076 3 102
111  64.80780443 -147.87833248 3 102
111  64.80767780 -147.87793798
112  64.80767780 -147.87793798  64.80753276 -147.87762273 3 102
115  64.80736039 -147.87782652
120 Linear Feature 53
111  64.80993688 -147.87737810 3 102
111  64.80986350 -147.87716899 3 102
111  64.80981530 -147.87703163
112  64.80981530 -147.87703163  64.80962892 -147.87666894 3 102
111  64.80945604 -147.87693212 3 102
111  64.80819208 -147.87925029
112  64.80819208 -147.87925029  64.80800476 -147.87969035 3 102
111  64.80813050 -147.88016062 3 102
111  64.80817056 -147.88028317 3 102
115  64.80823815 -147.88048989
120 Linear Feature 52
111  64.81109200 -147.87526671 3 102
111  64.81101952 -147.87504997 3 102
111  64.81095645 -147.87486862
112  64.81095645 -147.87486862  64.81077798 -147.87451034 3 102
111  64.81061288 -147.87479563 3 102
111  64.81001885 -147.87588540
112  64.81001885 -147.87588540  64.80984716 -147.87628082 3 102
111  64.80998384 -147.87675055 3 102
111  64.81002612 -147.87687544 3 102
115  64.81010244 -147.87710086
120 Linear Feature 51
112  64.80796207 -147.87672112  64.80782370 -147.87711695 3 102
111  64.80794983 -147.87753048 3 102
111  64.80806090 -147.87786882
112  64.80806090 -147.87786882  64.80823504 -147.87824697 3 102
111  64.80844288 -147.87799611 3 102
111  64.80907317 -147.87702486 3 102
111  64.81113345 -147.87323171 3 102
111  64.81140250 -147.87263641 3 102
111  64.81176961 -147.87174437
112  64.81176961 -147.87174437  64.81185659 -147.87142590 3 102
111  64.81175078 -147.87113248 3 102
111  64.81161508 -147.87071779
112  64.81161508 -147.87071779  64.81146711 -147.87038074 3 102
115  64.81129269 -147.87059800
120 Linear Feature 50
111  64.81596483 -147.87378068 20
115  64.81548571 -147.87234951
120 Linear Feature 50
111  64.81593883 -147.87382859 1
115  64.81545971 -147.87239742
120 Linear Feature 49
111  64.81402574 -147.87334226 3 102
111  64.81337657 -147.87137169 3 102
111  64.81335804 -147.87131544 3 102
111  64.81333585 -147.87124809 3 102
111  64.81321807 -147.87089058
112  64.81321807 -147.87089058  64.81309853 -147.87049467 3 102
111  64.81293895 -147.87070508 3 102
111  64.81247421 -147.87138314 3 102
111  64.81117891 -147.87375524
112  64.81117891 -147.87375524  64.81100044 -147.87414802 3 102
111  64.81113056 -147.87460414 3 102
111  64.81118045 -147.87475338 3 102
115  64.81125019 -147.87496199
120 Linear Feature 48
111  64.81469356 -147.87348990 3
115  64.81531369 -147.87235119
120 Linear Feature 47
111  64.81699468 -147.86979980 3
111  64.81641548 -147.87087239 3
111  64.81630723 -147.87053837 3
115  64.81545307 -147.87208559
120 Linear Feature 46
111  64.81197177 -147.86934572 3 102
112  64.81194902 -147.87016958  64.81208002 -147.87060824
111  64.81194902 -147.87016958 3 102
111  64.81209492 -147.87058612 3 102
112  64.81239406 -147.87063198  64.81258468 -147.87035735
111  64.81239406 -147.87063198 3 102
111  64.81298007 -147.86983507 3 102
111  64.81584317 -147.86457460 3 102
111  64.81635053 -147.86340666 3 102
112  64.81635806 -147.86272978  64.81625527 -147.86236612
111  64.81635806 -147.86272978 3 102
111  64.81624511 -147.86238691 3 102
116  64.81583376 -147.86224092  64.81558074 -147.86252229
120 Linear Feature 45
112  64.82147995 -147.85580813  64.82152608 -147.85567980 3 102
111  64.82148565 -147.85556466 3 102
111  64.82143118 -147.85539181
112  64.82143118 -147.85539181  64.82133893 -147.85517277 3 102
111  64.82124215 -147.85532395 3 102
111  64.82089507 -147.85590102 3 102
111  64.82067229 -147.85630664 3 102
111  64.82017890 -147.85747184
112  64.82017890 -147.85747184  64.82007253 -147.85771520 3 102
111  64.82013203 -147.85803555
112  64.82013203 -147.85803555  64.82017627 -147.85815501 3 102
115  64.82022789 -147.85811099
120 Linear Feature 44
112  64.82323511 -147.85258073  64.82325485 -147.85248059 3 102
111  64.82322244 -147.85237060 3 102
111  64.82316034 -147.85219006
112  64.82316034 -147.85219006  64.82306338 -147.85198650 3 102
111  64.82296641 -147.85215292 3 102
111  64.82257588 -147.85280159 3 102
111  64.82201380 -147.85384019 3 102
111  64.82165101 -147.85456541
112  64.82165101 -147.85456541  64.82156211 -147.85476208 3 102
111  64.82161768 -147.85501252 3 102
111  64.82167585 -147.85519843
112  64.82167585 -147.85519843  64.82172815 -147.85532596 3 102
115  64.82178087 -147.85525481
120 Linear Feature 43
112  64.81656240 -147.86091052  64.81639568 -147.86139787 3 102
111  64.81652460 -147.86186895 3 102
111  64.81665184 -147.86225208
112  64.81665184 -147.86225208  64.81680094 -147.86255151 3 102
111  64.81694599 -147.86232121 3 102
111  64.81755081 -147.86143523 3 102
111  64.81884401 -147.85905606 3 102
111  64.81937152 -147.85786143
112  64.81937152 -147.85786143  64.81947806 -147.85751422 3 102
111  64.81938846 -147.85721632 3 102
111  64.81926647 -147.85685793
112  64.81926647 -147.85685793  64.81908082 -147.85641086 3 102
115  64.81885305 -147.85670131
120 Linear Feature 42
111  64.81957909 -147.85536814 3 102
112  64.81953986 -147.85631913  64.81966694 -147.85682355
111  64.81953986 -147.85631913 3 102
111  64.81966733 -147.85671397 3 102
112  64.81994323 -147.85680753  64.82011737 -147.85663718
111  64.81994323 -147.85680753 3 102
111  64.82056223 -147.85590222 3 102
111  64.82381585 -147.84991153 3 102
111  64.82435211 -147.84869266 3 102
112  64.82436218 -147.84803070  64.82426390 -147.84764834
111  64.82436218 -147.84803070 3 102
111  64.82419274 -147.84754021 3 102
116  64.82387640 -147.84745289  64.82369002 -147.84765734
120 Linear Feature 41
112  64.82484099 -147.84962781  64.82487959 -147.84943882 3 102
111  64.82481224 -147.84935090
112  64.82481224 -147.84935090  64.82468438 -147.84918126 3 102
111  64.82457201 -147.84936115 3 102
111  64.82397936 -147.85023557 3 102
111  64.82374363 -147.85065385 3 102
111  64.82338345 -147.85137757
112  64.82338345 -147.85137757  64.82329129 -147.85158654 3 102
111  64.82335338 -147.85182317 3 102
111  64.82341029 -147.85201090
112  64.82341029 -147.85201090  64.82345016 -147.85211692 3 102
115  64.82350572 -147.85208312
120 Linear Feature 40
112  64.82456380 -147.84619467  64.82441876 -147.84658977 3 102
112  64.82454288 -147.84701830  64.82454288 -147.84701523 3 102
